ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve
HODU,HOOD,2.008128,101,ols,0.1091409999999999,1000,0.1091409999999999,False,False,11.710000038146973,0.1091409999999999,1.0,False,True,False,False,False,False,False,False,False,1.446823,0.65925,0.669168,0.45326,0.535819,0.550109,0.426678,0.502032,0.6024384,0.502032,0.6024384,bucket_1,,False,0.1091409999999999,ETF_LS,2855.0380779650345,-1421.7410832203097,2855.0380779650345,-1421.7410832203097,11042.215573076013,0.0,-0.0,11042.215573076013,core_leveraged
LINT,INTC,1.990501,101,ols,0.1471879999999999,10000,0.1471879999999999,False,False,75.81999969482422,0.1471879999999999,1.0,False,True,False,False,False,False,False,False,False,1.446709,0.624056,0.636269,0.399088,0.489254,0.476868,0.342066,0.49762525,0.5971503,0.5,0.5971503,bucket_1,,False,0.1471879999999999,ETF_LS,1140.9761716810194,-573.210549344622,1140.9761716810194,-573.210549344622,7603.204221920962,0.0,-0.0,7603.204221920962,core_leveraged
ELIL,LLY,1.993106,265,ols,0.109741,6000,0.109741,False,False,19.530000686645508,0.109741,1.0,False,True,False,False,False,False,False,False,False,0.827726,0.277339,0.415487,0.170848,0.277339,0.167598,0.167598,0.4982765,0.5979318,0.5,0.5979318,bucket_1,,False,0.109741,ETF_LS,632.1825022255574,-317.18458638203754,632.1825022255574,-317.18458638203754,632.1825022255574,0.0,-0.0,632.1825022255574,core_leveraged
LMTL,LMT,1.999754,175,ols,0.102949,8000,0.102949,False,False,42.63999938964844,0.102949,1.0,False,True,False,False,False,False,False,False,False,0.485425,0.167934,0.261209,0.068205,0.137461,0.064985,0.034512,0.4999385,0.5999262,0.5,0.5999262,bucket_1,,False,0.102949,ETF_LS,632.885440909952,-316.4816476976428,632.885440909952,-316.4816476976428,632.885440909952,0.0,-0.0,632.885440909952,core_leveraged
METU,META,1.998341,466,ols,0.06982,250000,0.06982,False,False,32.04999923706055,0.06982,1.0,False,True,False,False,False,False,False,False,False,0.715786,0.240651,0.35733,0.127367,0.240651,0.170831,0.170831,0.49958525,0.5995022999999999,0.5,0.5995022999999999,bucket_1,,False,0.06982,ETF_LS,965.4693752936249,-483.13544850134434,965.4693752936249,-483.13544850134434,14303.873072287559,0.0,-0.0,14303.873072287559,core_leveraged
MRVU,MRVL,2.009771,44,ols,0.4087199999999999,15000,0.4087199999999999,False,False,65.36000061035156,0.4087199999999999,1.0,False,False,True,False,False,True,True,False,False,1.421784,0.597446,0.576475,0.33721,0.382648,0.188726,-0.0260719999999999,0.50244275,0.6029313000000001,0.50244275,0.6029313000000001,bucket_1,,False,0.4087199999999999,ETF_LS,0.0,0.0,0.0,0.0,2778.254589839984,0.0,-0.0,2778.254589839984,
MSFU,MSFT,1.992157,500,ols,0.034918,200000,0.034918,False,False,29.729999542236328,0.034918,1.0,False,True,False,False,False,False,False,False,False,0.495536,0.162524,0.24707,0.060327,0.162524,0.127606,0.127606,0.49803925,0.5976471,0.5,0.5976471,bucket_1,,False,0.034918,ETF_LS,1248.6665068741506,-626.7912151874328,1248.6665068741506,-626.7912151874328,3009.693864006145,0.0,-0.0,3009.693864006145,core_leveraged
MUU,MU,1.993859,379,ols,0.062428,15000,0.062428,False,False,212.42999267578125,0.062428,1.0,False,True,False,False,False,False,False,False,False,1.174633,0.519748,0.588477,0.343122,0.519748,0.45732,0.45732,0.49846475,0.5981577,0.5,0.5981577,bucket_1,,False,0.062428,ETF_LS,4180.178936970487,-2096.526854191037,4180.178936970487,-2096.526854191037,8846.852127778426,0.0,-0.0,8846.852127778426,core_leveraged
NFXL,NFLX,1.995632,384,ols,,0,,False,True,30.200000762939453,,1.0,False,False,False,False,False,False,False,True,False,0.674006,0.235448,0.336285,0.112348,0.235448,0.235448,0.235448,0.498908,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,3144.681591012869,-1575.7823040584983,3144.681591012869,-1575.7823040584983,4955.306686999242,0.0,-0.0,4955.306686999242,core_leveraged
NVDU,NVDA,1.98741,500,ols,0.051605,2000,0.051605,False,False,127.97000122070312,0.051605,1.0,False,True,False,False,False,False,False,False,False,0.694476,0.346521,0.348296,0.119029,0.346521,0.294916,0.294916,0.4968525,0.596223,0.5,0.596223,bucket_1,,False,0.051605,ETF_LS,2678.481929440419,-1347.7248929211482,2678.481929440419,-1347.7248929211482,15062.882977884945,0.0,-0.0,15062.882977884945,core_leveraged
ORCU,ORCL,2.00444,101,ols,0.112234,85000,0.112234,False,False,13.239999771118164,0.112234,1.0,False,True,False,False,False,False,False,False,False,1.144968,0.408098,0.616178,0.382208,0.392585,0.295864,0.280351,0.50111,0.6013320000000001,0.50111,0.6013320000000001,bucket_1,,False,0.112234,ETF_LS,1229.2135087886095,-613.2453497179308,1229.2135087886095,-613.2453497179308,1229.2135087886095,0.0,-0.0,1229.2135087886095,core_leveraged
PALU,PANW,2.005027,265,ols,0.050873,7000,0.050873,False,False,13.560999870300291,0.050873,1.0,False,True,False,False,False,False,False,False,False,0.694489,0.251206,0.3464,0.120899,0.251206,0.2003329999999999,0.2003329999999999,0.50125675,0.6015081,0.50125675,0.6015081,bucket_1,,False,0.050873,ETF_LS,1684.5413953214031,-840.1589581194683,1684.5413953214031,-840.1589581194683,3217.702097885609,0.0,-0.0,3217.702097885609,core_leveraged
PLTU,PLTR,1.991976,336,ols,0.055679,100000,0.055679,False,False,43.58000183105469,0.055679,1.0,False,True,False,False,False,False,False,False,False,1.066118,0.502687,0.534043,0.281778,0.502687,0.447008,0.447008,0.497994,0.5975927999999999,0.5,0.5975927999999999,bucket_1,,False,0.055679,ETF_LS,4214.540459780629,-2115.7586536085923,4214.540459780629,-2115.7586536085923,13081.116656340964,0.0,-0.0,13081.116656340964,core_leveraged
QCMU,QCOM,2.002044,204,ols,0.064982,10000,0.064982,False,False,16.117000579833984,0.064982,1.0,False,True,False,False,False,False,False,False,False,0.635298,0.22222,0.322923,0.104599,0.199816,0.157238,0.134834,0.500511,0.6006132000000001,0.500511,0.6006132000000001,bucket_1,,False,0.064982,ETF_LS,685.0620351260876,-342.18130826599594,685.0620351260876,-342.18130826599594,1315.2167091185345,0.0,-0.0,1315.2167091185345,core_leveraged
SHPU,SHOP,2.010582,175,ols,0.062893,15000,0.062893,False,False,16.579999923706055,0.062893,1.0,False,True,False,False,False,False,False,False,False,1.033607,0.356128,0.551176,0.308634,0.341616,0.293235,0.2787229999999999,0.5026455,0.6031745999999999,0.5026455,0.6031745999999999,bucket_1,,False,0.062893,ETF_LS,2263.8296911853226,-1125.957404963002,2263.8296911853226,-1125.957404963002,2263.8296911853226,0.0,-0.0,2263.8296911853226,core_leveraged
SOFA,SOFI,1.982628,45,ols,0.053849,3000,0.053849,False,False,19.6200008392334,0.053849,1.0,False,True,False,False,False,False,False,False,False,0.898857,0.333613,0.537234,0.281143,0.290513,0.279764,0.236664,0.495657,0.5947884,0.5,0.5947884,bucket_1,,False,0.053849,ETF_LS,2008.6254968938633,-1013.1126448803625,2008.6254968938633,-1013.1126448803625,2008.6254968938633,0.0,-0.0,2008.6254968938633,core_leveraged
TSLL,TSLA,1.994035,500,ols,0.06277,750000,0.06277,False,False,13.899999618530272,0.06277,1.0,False,True,False,False,False,False,False,False,False,0.979747,0.496321,0.491639,0.239551,0.496321,0.433551,0.433551,0.49850875,0.5982105,0.5,0.5982105,bucket_1,,False,0.06277,ETF_LS,3919.197236822113,-1965.4606046644683,3919.197236822113,-1965.4606046644683,18819.43801092676,0.0,-0.0,18819.43801092676,core_leveraged
TSMX,TSM,1.995961,384,ols,0.202836,600000,0.202836,False,False,67.66999816894531,0.202836,1.0,False,True,False,False,False,False,False,False,False,0.705749,0.280656,0.351305,0.122668,0.280656,0.07782,0.07782,0.49899025,0.5987883,0.5,0.5987883,bucket_1,,False,0.202836,ETF_LS,632.4847631675792,-316.8823254400157,632.4847631675792,-316.8823254400157,4701.1913301368295,0.0,-0.0,4701.1913301368295,core_leveraged
XOMX,XOM,1.985597,247,ols,0.053817,10000,0.053817,False,False,41.2400016784668,0.053817,1.0,False,True,False,False,False,False,False,False,False,0.462545,0.145779,0.233103,0.053169,0.143942,0.0919619999999999,0.0901249999999999,0.49639925,0.5956791,0.5,0.5956791,bucket_1,,False,0.053817,ETF_LS,631.3847592417779,-317.9823293658169,631.3847592417779,-317.9823293658169,631.3847592417779,0.0,-0.0,631.3847592417779,core_leveraged
YINN,FXI,2.974013,500,ols,0.014972,850000,0.014972,False,False,37.40999984741211,0.014972,1.0,False,True,False,False,False,False,False,False,False,0.591138,0.370595,0.200946,0.118528,0.370595,0.355623,0.355623,0.74350325,0.8922038999999999,0.74350325,0.8922038999999999,bucket_1,,False,0.014972,ETF_LS,3908.2255006683226,-1314.1252242906546,3908.2255006683226,-1314.1252242906546,3908.2255006683226,0.0,-0.0,3908.2255006683226,core_leveraged
MEXX,EWW,2.956652,500,ols,0.063181,10000,0.063181,False,False,33.86000061035156,0.063181,1.0,False,True,False,False,False,False,False,False,False,0.636719,0.297477,0.214378,0.132936,0.297477,0.234296,0.234296,0.739163,0.8869956,0.739163,0.8869956,bucket_1,,False,0.063181,ETF_LS,1770.7379287222318,-598.8996773114427,1770.7379287222318,-598.8996773114427,1770.7379287222318,0.0,-0.0,1770.7379287222318,core_leveraged
KORU,EWY,2.933739,500,ols,0.024057,85000,0.024057,False,False,515.8499755859375,0.024057,1.0,False,True,False,False,False,False,False,False,False,1.064568,0.388381,0.361959,0.371628,0.388381,0.364324,0.364324,0.73343475,0.8801217,0.73343475,0.8801217,bucket_1,,False,0.024057,ETF_LS,3823.283176465425,-1303.2117637136175,3823.283176465425,-1303.2117637136175,3823.283176465425,0.0,-0.0,3823.283176465425,core_leveraged
LABU,XBI,2.986982,500,ols,0.2636,15000,0.2636,False,False,210.82000732421875,0.2636,1.0,False,True,False,False,False,False,False,False,False,0.777196,0.32283,0.259996,0.2006,0.32283,0.05923,0.05923,0.7467455,0.8960946,0.7467455,0.8960946,bucket_1,,False,0.2636,ETF_LS,711.2503655806048,-238.11672302699006,711.2503655806048,-238.11672302699006,711.2503655806048,0.0,-0.0,711.2503655806048,core_leveraged
SOXL,SOXX,2.963317,500,ols,0.015154,700000,0.015154,False,False,94.68000030517578,0.015154,1.0,False,True,False,False,False,False,False,False,False,0.975082,0.546587,0.326057,0.309261,0.546587,0.531433,0.531433,0.74082925,0.8889950999999999,0.74082925,0.8889950999999999,bucket_1,,False,0.015154,ETF_LS,5634.635625523152,-1901.462322634788,5634.635625523152,-1901.462322634788,5634.635625523152,0.0,-0.0,5634.635625523152,core_leveraged
CHAU,ASHR,1.966861,500,ols,0.043563,55000,0.043563,False,False,22.93000030517578,0.043563,1.0,False,True,False,False,False,False,False,False,False,0.323924,0.116854,0.164265,0.025657,0.116854,0.073291,0.073291,0.49171525,0.5900582999999999,0.5,0.5900582999999999,bucket_1,,False,0.043563,ETF_LS,629.3766715952728,-319.9904170123221,629.3766715952728,-319.9904170123221,629.3766715952728,0.0,-0.0,629.3766715952728,core_leveraged
CWEB,KWEB,1.987653,500,ols,0.013087,850000,0.013087,False,False,30.350000381469727,0.013087,1.0,False,True,False,False,False,False,False,False,False,0.528631,0.19163,0.264487,0.068663,0.19163,0.178543,0.178543,0.49691325,0.5962959,0.5,0.5962959,bucket_1,,False,0.013087,ETF_LS,2258.4615997159503,-1136.2454109021799,2258.4615997159503,-1136.2454109021799,2258.4615997159503,0.0,-0.0,2258.4615997159503,core_leveraged
NUGT,GDX,1.976641,500,ols,0.015627,200000,0.015627,False,False,223.1199951171875,0.015627,1.0,False,True,False,False,False,False,False,False,False,0.879952,0.21201,0.444092,0.190361,0.21201,0.196383,0.196383,0.49416025,0.5929923,0.5,0.5929923,bucket_1,,False,0.015627,ETF_LS,2395.1394469351844,-1211.7220309278134,2395.1394469351844,-1211.7220309278134,7226.693750251078,0.0,-0.0,7226.693750251078,core_leveraged
JNUG,GDXJ,1.975454,500,ols,0.036987,75000,0.036987,False,False,242.32000732421875,0.036987,1.0,False,True,False,False,False,False,False,False,False,0.974059,0.254959,0.489086,0.23047,0.254959,0.217972,0.217972,0.4938635,0.5926362,0.5,0.5926362,bucket_1,,False,0.036987,ETF_LS,2169.3396507515395,-1098.1473882720325,2169.3396507515395,-1098.1473882720325,2169.3396507515395,0.0,-0.0,2169.3396507515395,core_leveraged
GUSH,XOP,2.010181,500,ols,0.034777,250000,0.034777,False,False,33.65999984741211,0.034777,1.0,False,True,False,False,False,False,False,False,False,0.547312,0.151168,0.273008,0.075675,0.151168,0.116391,0.116391,0.50254525,0.6030543,0.50254525,0.6030543,bucket_1,,False,0.034777,ETF_LS,1133.1269599394466,-563.6939956846903,1133.1269599394466,-563.6939956846903,1133.1269599394466,0.0,-0.0,1133.1269599394466,core_leveraged
URAA,URA,1.927208,453,ols,0.024447,50000,0.024447,False,False,44.22999954223633,0.024447,1.0,False,True,False,False,False,False,False,False,False,0.916844,0.390921,0.48046,0.206248,0.390921,0.366474,0.366474,0.481802,0.5781624,0.5,0.5781624,bucket_1,,False,0.024447,ETF_LS,4032.8628587004823,-2092.593460955165,4032.8628587004823,-2092.593460955165,4032.8628587004823,0.0,-0.0,4032.8628587004823,core_leveraged
TQQQ,QQQ,2.971093,500,ols,0.0077459999999999,9600000,0.0077459999999999,False,False,58.59000015258789,0.0077459999999999,1.0,False,True,False,False,False,False,False,False,False,0.509866,0.240201,0.170821,0.085443,0.240201,0.232455,0.232455,0.74277325,0.8913279000000001,0.74277325,0.8913279000000001,bucket_1,,False,0.0077459999999999,ETF_LS,2841.11704711882,-956.253152331085,2841.11704711882,-956.253152331085,2841.11704711882,0.0,-0.0,2841.11704711882,core_leveraged
SPXL,SPY,2.883021,500,ols,0.029481,95000,0.029481,False,False,238.72999572753903,0.029481,1.0,False,True,False,False,False,False,False,False,False,0.397269,0.170151,0.132941,0.047972,0.170151,0.14067,0.14067,0.72075525,0.8649062999999999,0.72075525,0.8649062999999999,bucket_1,,False,0.029481,ETF_LS,1513.2851602612034,-524.8956425434304,1513.2851602612034,-524.8956425434304,1513.2851602612034,0.0,-0.0,1513.2851602612034,core_leveraged
URTY,IWM,3.000008,500,ols,0.074606,100000,0.074606,False,False,70.1500015258789,0.074606,1.0,False,True,False,False,False,False,False,False,False,0.588999,0.255923,0.196608,0.115965,0.255923,0.181317,0.181317,0.750002,0.9000023999999999,0.750002,0.9000023999999999,bucket_1,,False,0.074606,ETF_LS,1026.5730651969477,-342.19010922535796,1026.5730651969477,-342.19010922535796,1026.5730651969477,0.0,-0.0,1026.5730651969477,core_leveraged
MSTU,MSTR,1.966556,395,ols,0.2142299999999999,1000000,0.2142299999999999,False,False,7.269999980926514,0.2142299999999999,1.0,False,True,False,False,False,False,False,False,False,1.34022,1.074895,0.679088,0.438284,1.074895,0.860665,0.860665,0.491639,0.5899668,0.5,0.5899668,bucket_1,,False,0.2142299999999999,ETF_LS,5252.12456191089,-2670.722095842117,5252.12456191089,-2670.722095842117,18525.45357378116,-437939.8929634049,18525.45357378116,-419414.4393896237,core_leveraged
NVDX,NVDA,1.997914,500,ols,,0,,False,True,18.424999237060547,,1.0,False,False,False,False,False,False,False,True,False,0.6984,0.403869,0.348296,0.120931,0.403869,0.403869,0.403869,0.4994785,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,4941.156987511965,-2473.157997547424,4941.156987511965,-2473.157997547424,15062.882977884945,0.0,-0.0,15062.882977884945,core_leveraged
TSLT,TSLA,1.993018,500,ols,0.079166,40000,0.079166,False,False,19.36000061035156,0.079166,1.0,False,True,False,False,False,False,False,False,False,0.980009,0.532525,0.491639,0.239183,0.532525,0.453359,0.453359,0.4982545,0.5979053999999999,0.5,0.5979053999999999,bucket_1,,False,0.079166,ETF_LS,3780.7982536665363,-1897.0216293412984,3780.7982536665363,-1897.0216293412984,18819.43801092676,0.0,-0.0,18819.43801092676,core_leveraged
BTCL,IBIT,2.006613,444,ols,,0,,False,True,19.76000022888184,,1.0,False,False,False,False,False,False,False,True,False,0.871344,0.424852,0.435642,0.191671,0.424852,0.424852,0.424852,0.50165325,1.0,0.50165325,1.0,bucket_1,,False,,ETF_LS,5162.633829203837,-2572.809918606047,5162.633829203837,-2572.809918606047,23758.566822937715,0.0,-0.0,23758.566822937715,core_leveraged
ETU,ETHA,1.989531,369,ols,0.030534,700,0.030534,False,False,7.869999885559082,0.030534,1.0,False,True,False,False,False,False,False,True,False,1.447908,0.734003,0.72693,0.520158,0.734003,0.703469,0.703469,0.49738275,0.5968593,0.5,0.5968593,bucket_1,,False,0.030534,ETF_LS,7489.707296393,-3764.5592335042784,7489.707296393,-3764.5592335042784,24575.368961851644,-141007.25678382625,24575.368961851644,-116431.88782197461,core_leveraged
CCUP,CRCL,1.985805,172,ols,0.223873,300000,0.223873,False,False,5.449999809265137,0.223873,1.0,False,True,False,False,False,False,False,False,False,1.939986,1.017778,1.177887,1.358016,1.12579,0.7939050000000001,0.901917,0.49645125,0.5957415,0.5,0.5957415,bucket_1,,False,0.223873,ETF_LS,5481.378158736727,-2760.2801678597475,5481.378158736727,-2760.2801678597475,27401.816932790956,-214841.62673909668,27401.816932790956,-187439.80980630574,core_leveraged
CRWU,CRWV,1.989198,182,ols,0.177463,150000,0.177463,False,False,9.729999542236328,0.177463,1.0,False,True,False,False,False,False,False,False,False,1.952725,1.112957,1.078619,1.144636,1.121757,0.935494,0.944294,0.4972995,0.5967593999999999,0.5,0.5967593999999999,bucket_1,,False,0.177463,ETF_LS,6923.696355342923,-3480.647152944515,6923.696355342923,-3480.647152944515,24626.625554835842,0.0,-0.0,24626.625554835842,core_leveraged
AAPX,AAPL,1.992291,500,ols,0.149081,2000,0.149081,False,False,28.68000030517578,0.149081,1.0,False,True,False,False,False,False,False,False,False,0.480308,0.190424,0.238933,0.056431,0.190424,0.041343,0.041343,0.49807275,0.5976873,0.5,0.5976873,bucket_1,,False,0.149081,ETF_LS,632.0961117515354,-317.2709768560594,632.0961117515354,-317.2709768560594,2406.0338736273643,0.0,-0.0,2406.0338736273643,core_leveraged
GOOX,GOOGL,1.978741,500,ols,0.022064,85000,0.022064,False,False,77.73999786376953,0.022064,1.0,False,True,False,False,False,False,False,False,False,0.564468,0.203668,0.286942,0.079729,0.203668,0.181604,0.181604,0.49468525,0.5936223,0.5,0.5936223,bucket_1,,False,0.022064,ETF_LS,2099.58431502328,-1061.0708096831672,2099.58431502328,-1061.0708096831672,3365.874568598114,0.0,-0.0,3365.874568598114,core_leveraged
MSFX,MSFT,2.006779,500,ols,0.083429,20000,0.083429,False,False,19.649999618530277,0.083429,1.0,False,True,False,False,False,False,False,False,False,0.497977,0.189749,0.24707,0.061666,0.189749,0.10632,0.10632,0.50169475,0.6020336999999999,0.50169475,0.6020336999999999,bucket_1,,False,0.083429,ETF_LS,633.6248645839487,-315.7422240236462,633.6248645839487,-315.7422240236462,3009.693864006145,0.0,-0.0,3009.693864006145,core_leveraged
NFLU,NFLX,1.992016,388,ols,0.043481,3000,0.043481,False,False,32.040000915527344,0.043481,1.0,False,True,False,False,False,False,False,False,False,0.675992,0.240865,0.336285,0.111737,0.240865,0.197384,0.197384,0.498004,0.5976047999999999,0.5,0.5976047999999999,bucket_1,,False,0.043481,ETF_LS,1810.625095986373,-908.9410406273709,1810.625095986373,-908.9410406273709,4955.306686999242,0.0,-0.0,4955.306686999242,core_leveraged
ROBN,HOOD,2.011983,303,ols,0.10796,350000,0.10796,False,False,28.51000022888184,0.10796,1.0,False,True,False,False,False,False,False,False,False,1.344615,0.753064,0.669168,0.455867,0.753064,0.6451039999999999,0.6451039999999999,0.50299575,0.6035948999999999,0.50299575,0.6035948999999999,bucket_1,,False,0.10796,ETF_LS,5207.326908439019,-2588.1565144631036,5207.326908439019,-2588.1565144631036,11042.215573076013,0.0,-0.0,11042.215573076013,core_leveraged
DJTU,DJT,2.003962,282,ols,0.32702,100000,0.3424293253559224,False,False,1.909999966621399,0.32702,1.047120437147338,False,True,False,False,False,False,False,False,False,1.376795,0.833934,0.687161,0.475,0.833934,0.4915046746440775,0.4915046746440775,0.5009905,0.6011886,0.5009905,0.6011886,bucket_1,,False,0.3424293253559224,ETF_LS,633.3287736729869,-316.03831493460797,633.3287736729869,-316.03831493460797,633.3287736729869,0.0,-0.0,633.3287736729869,core_leveraged
RBLU,RBLX,2.019005,282,ols,0.115858,15000,0.115858,False,False,13.199999809265137,0.115858,1.0,False,True,False,False,False,False,False,False,False,1.093889,0.50182,0.54203,0.302225,0.50182,0.385962,0.385962,0.50475125,0.6057015,0.50475125,0.6057015,bucket_1,,False,0.115858,ETF_LS,2277.502997159797,-1128.0323709747113,2277.502997159797,-1128.0323709747113,2277.502997159797,0.0,-0.0,2277.502997159797,core_leveraged
SNOU,SNOW,2.000374,246,ols,0.009656,1000,0.009656,False,False,15.289999961853027,0.009656,1.0,False,True,False,False,False,False,False,False,False,1.041578,0.392211,0.5222,0.272846,0.389369,0.382555,0.379713,0.5000935,0.6001122,0.5000935,0.6001122,bucket_1,,False,0.009656,ETF_LS,4476.912961649836,-2238.0379677249534,4476.912961649836,-2238.0379677249534,4476.912961649836,0.0,-0.0,4476.912961649836,core_leveraged
SMUP,SMR,1.980477,182,ols,0.175176,20000,0.175176,False,False,13.359999656677246,0.175176,1.0,False,True,False,False,False,False,False,False,False,2.018223,1.240796,1.048318,1.066997,1.192519,1.06562,1.017343,0.49511925,0.5941431,0.5,0.5941431,bucket_1,,False,0.175176,ETF_LS,7756.611882904508,-3916.5372195206046,7756.611882904508,-3916.5372195206046,16287.892511638964,0.0,-0.0,16287.892511638964,core_leveraged
