etf,underlying,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,haircut_factor,ema_applied,prev_w_book
GOOX,GOOGL,479.0,500.0,0.07731011660228165,0.07788420000324313,0.34742015466130294,0.0019005341095372464,1.0,True,0.0021056513078124284
NFLU,NFLX,479.0,400.0,0.06983147649988605,0.0765437539567327,0.31930778818054445,0.0017467476619761368,1.0,True,0.001979414743008421
ROBN,HOOD,479.0,315.0,0.32938351385918574,0.09987623045520935,1.154270934388293,0.006314346629057922,1.0,True,0.005658134484486011
DJTU,DJT,479.0,294.0,-0.12371309531123936,0.14106303981573687,0.0,0.0,1.0,True,0.0
RBLU,RBLX,479.0,294.0,0.24114376900405485,0.09751890798681107,0.8654764588097511,0.004734519597957717,1.0,True,0.0043709704680641535
SNOU,SNOW,479.0,258.0,0.24240343285032315,0.11848801320067584,0.7160319361075181,0.003916995314842938,1.0,True,0.003856408180046169
SMUP,SMR,479.0,193.0,-2.265814984293445,2.8176129797752756,0.0,0.0,1.0,True,0.0
GLXU,GLXY,221.0,185.0,0.5892370081488366,0.12895979033299576,1.5992035371611943,0.008748314770139038,0.876984126984127,True,0.008568669637889903
AFRU,AFRM,479.0,159.0,0.1606828463092288,0.14809269009185583,0.3797553827494614,0.00207742138304941,1.0,True,0.0023787895045196423
KTUP,KTOS,479.0,159.0,0.33215528410801953,0.13135922380276116,0.885010934689789,0.004841381382525565,1.0,True,0.004750681691693517
TTDU,TTD,479.0,158.0,0.017359017775205002,0.1390579609331623,0.043691538266133444,0.00023901105810597204,1.0,True,0.0006451613256832899
SBTU,SBET,479.0,134.0,0.45819501457025413,0.21376511933651943,0.7502077775707151,0.004103951516293786,1.0,True,0.004679692629254699
GMEU,GME,479.0,258.0,-0.1727628534034103,0.12628152664442782,0.0,0.0,1.0,True,0.0
APPX,APP,479.0,257.0,0.4391660157611988,0.1091290048905649,1.4084991031537288,0.007705081449307312,1.0,True,0.007020052680757905
ARCX,ACHR,479.0,226.0,0.30662236708174584,0.12396434268712173,0.8657153029034692,0.004735826175428489,1.0,True,0.0045923063301712055
ASTX,ASTS,479.0,205.0,0.8982400211246813,0.11458330383878995,2.7437156798686217,0.015009276711496745,1.0,True,0.015985602740147157
CEGX,CEG,479.0,205.0,0.10580986311975854,0.10772031980463316,0.3437926303884092,0.0018806900287569302,1.0,True,0.002136082944382714
CLSX,CLSK,479.0,159.0,0.7397864739821122,0.138969577728203,1.863179482347898,0.01019237401999391,1.0,True,0.010671966000662662
COZX,CORZ,479.0,123.0,0.4105642881481457,0.14375567255136731,0.9995953432759633,0.005468206205488069,1.0,True,0.005466084178134325
CRDU,CRDO,479.0,159.0,0.681822739020806,0.14224219167543176,1.6776875823300461,0.009177655448555583,1.0,True,0.00950485658026932
CWVX,CRWV,255.0,205.0,0.7994357410764996,0.14004863486325025,1.9978953000861919,0.010929326103143589,1.0,True,0.011762584317747482
GEVX,GEV,479.0,205.0,0.1998093436417371,0.10390480058293844,0.6730513882155632,0.0036818736725913693,1.0,True,0.003584309481416626
IREX,IREN,479.0,132.0,0.704883335239822,0.17222718776241164,1.4324635415534646,0.007836176988767317,1.0,True,0.0087022539145742
JOBX,JOBY,479.0,164.0,0.11233525650458889,0.15419561131897688,0.25498352022012005,0.0013948669098390555,1.0,True,0.0017590776969240135
LABX,ALAB,479.0,183.0,0.7312180061168471,0.1468854643608584,1.742352813837003,0.009531401414444944,1.0,True,0.010132707019482975
LRCU,LRCX,479.0,178.0,0.20744252911473804,0.11017989776695261,0.658966714089069,0.003604824591701934,1.0,True,0.0035547439969396822
NEBX,NBIS,363.0,164.0,0.8165033867782027,0.11839452418101055,2.4137618470889293,0.013204290715846327,1.0,True,0.013558905796646748
NVTX,NVTS,479.0,164.0,1.0777538499189023,0.16893664830927235,2.232871619312882,0.012214745223572007,1.0,True,0.01618128414836098
OPEX,OPEN,479.0,132.0,0.2547997840423162,0.1852817030371645,0.4813207292083374,0.0026330264701527866,1.0,True,0.0029883839145643997
PONX,PONY,336.0,164.0,0.25843231683278156,0.15400084477392045,0.5873429527237969,0.0032130125459650907,1.0,True,0.003421004992176638
QBTX,QBTS,479.0,257.0,0.9197609794585558,0.14558671258854763,2.2111656832329465,0.012096004640028229,1.0,True,0.014016072229119879
QUBX,QUBT,479.0,217.0,0.46893733927606784,0.15817907261181255,1.0376092490402355,0.005676158230068123,1.0,True,0.005856665707246449
RGTU,RGTI,479.0,217.0,0.45964523367283683,0.16040776671028978,1.0029179701507127,0.005486382369490075,1.0,True,0.005685220595427124
SMU,SMR,479.0,205.0,0.8457980837398777,0.13221933420810325,2.2389261833903156,0.012247866231070145,1.0,True,0.013285822478823784
SRPU,SRPT,479.0,131.0,0.2774161205527923,0.3156616867767554,0.30759400415339605,0.0016826683453427895,1.0,True,0.002256057132047104
TARK,ARKK,479.0,500.0,0.016421516801473905,0.12286082680111973,0.046780825346549634,0.0002559107554658088,1.0,True,0.0006451613905259064
TEMT,TEM,451.0,245.0,0.32261076202110084,0.10099045337596113,1.1180637667506728,0.006116278220585431,1.0,True,0.005511110452911232
UNX,U,479.0,159.0,0.45954351886617717,0.21146566026091917,0.7605974010376321,0.00416078711871695,1.0,True,0.004728091832366549
UPSX,UPST,479.0,226.0,0.3261722227251564,0.10797888770929323,1.0572462855993978,0.0057835810646106435,1.0,True,0.005323459572971242
WULX,WULF,479.0,132.0,0.736392844531341,0.1666600320352093,1.546486535725126,0.008459930639173906,1.0,True,0.009388777753365714
OKLL,OKLO,479.0,217.0,0.7446619215231942,0.11448122566228418,2.2766324436634946,0.01245413530564968,1.0,True,0.012264291169991687
GDXU,GDX,479.0,500.0,0.260126091716469,0.1568931970124009,0.5802936891748594,0.003174450114735577,1.0,True,0.003398039429078621
BITX,IBIT,479.0,500.0,0.17014358798308754,0.07301989067273439,0.8155347158896349,0.004461317296260643,1.0,True,0.003983405446304325
ETHU,ETHA,426.0,447.0,0.5192129870010908,0.08604525834458748,2.111964667740611,0.01155333343597066,1.0,True,0.009780853165730395
MSTX,MSTR,479.0,430.0,0.14819273300028618,0.1281112269133363,0.4048626947050243,0.002214768920692581,1.0,True,0.002458676523402791
ORCX,ORCL,479.0,310.0,0.200163834554476,0.09508823905846936,0.7367613785653201,0.00403039406829508,1.0,True,0.0038077548253488466
IONX,IONQ,479.0,288.0,0.5187429328492708,0.11002858495094309,1.650116890789738,0.009026832190339694,1.0,True,0.008290431749862619
HIMZ,HIMS,479.0,286.0,0.3156530660468852,0.3842681050305839,0.28750388510026564,0.001572766959332638,1.0,True,0.002219688316693284
IRE,IREN,479.0,134.0,0.8646755371163328,0.1330190442283526,2.275136163744969,0.01244595002628572,1.0,True,0.013647291130712839
AVGX,AVGO,479.0,425.0,0.0971937240653438,0.07800632342185052,0.4360903312787272,0.002385597203600964,1.0,True,0.0024863413709670748
RKLX,RKLB,479.0,287.0,0.5666296206957606,0.09176523511117171,2.161171025206388,0.011822512870482634,1.0,True,0.010302407826942573
RGTX,RGTI,479.0,274.0,0.7036731946148591,0.11822216653383422,2.0832439916816763,0.011396219279619571,1.0,True,0.011183834739290915
SOFX,SOFI,479.0,325.0,0.19785519572999327,0.08236777963481919,0.8407330974868721,0.004599163023079149,1.0,True,0.0041498575212775
NVOX,NVO,479.0,354.0,0.18267019836602383,0.09338265935915321,0.6846514103032082,0.003745330663652949,1.0,True,0.003578998050720441
LLYX,LLY,479.0,435.0,0.09532969741771319,0.07361000707377705,0.4532725294097378,0.0024795910412833176,1.0,True,0.0025476047187337515
SOUX,SOUN,479.0,217.0,0.3313024685437735,0.1097302240800749,1.0567358716564972,0.005780788886046877,1.0,True,0.005342959559211416
QPUX,IONQ,479.0,186.0,0.18559617040940052,0.5216650707270575,0.12452177323805806,0.0006811863797876305,1.0,True,0.0011532143159283365
HOOX,HOOD,479.0,283.0,0.31281636146865255,0.09670356095742569,1.1321788508101591,0.006193493656575874,1.0,True,0.005516976673992744
RIOX,RIOT,479.0,333.0,0.3901280006373154,0.11222902604041061,1.2166620796824372,0.006655652388593418,1.0,True,0.00613491109629416
QSU,QS,479.0,134.0,0.2839519373685207,0.13253788250891674,0.7498473357026513,0.004101979747944801,1.0,True,0.00410308417077548
MPL,MP,479.0,134.0,0.29888047025097675,0.12463780418317096,0.8392972362872101,0.004591308259474029,1.0,True,0.004472688814150714
OSCX,OSCR,479.0,152.0,0.34234983535791297,0.11608565430512123,1.032189921248378,0.005646512231754556,1.0,True,0.005303850018234479
DKNX,DKNG,479.0,191.0,0.16882059173711345,0.10438803843026835,0.566034269792896,0.0030964451039323377,1.0,True,0.003120953665204565
ANEL,ANET,479.0,167.0,0.20334282549700275,0.0887443104036533,0.8019667807461056,0.0043870949945596805,1.0,True,0.004038464796008829
VSTL,VST,479.0,198.0,0.1367799712877494,0.08397066339014514,0.5701156572776428,0.0031187720070348993,1.0,True,0.0030614771263946577
CVNX,CVNA,479.0,234.0,0.19555226869734005,0.11521298963844212,0.5940588318978239,0.0032497512246931924,1.0,True,0.0032880456778659082
LMNX,LMND,479.0,137.0,0.33349115996439693,0.1333801396073847,0.8751070911390507,0.004787203200197459,1.0,True,0.004720091807943832
AVXX,AVAV,479.0,131.0,0.4228131585031807,0.14254027387184454,1.03819504099707,0.005679362758015392,1.0,True,0.005658216997959988
AMDG,AMD,479.0,320.0,0.27003389344890505,0.09074658175772292,1.0414922620385467,0.0056973999414428175,1.0,True,0.005052798222194176
ARMG,ARM,479.0,327.0,0.08580302137118295,0.10344097387394172,0.290320714850494,0.001588176200705774,1.0,True,0.0018802351079498607
ASMG,ASML,479.0,327.0,0.03057220008971545,0.08535782954983817,0.1253578035879275,0.0006857598168068047,1.0,True,0.001031206295745225
AVGG,AVGO,479.0,242.0,0.16746161376137908,0.08392187245474092,0.698406304603033,0.0038205757104332132,1.0,True,0.0035857487268159344
BAIG,BBAI,479.0,176.0,0.4903686814316044,0.14413595132121637,1.1907441337697562,0.006513870342862038,1.0,True,0.006524928142760656
BOEG,BA,479.0,223.0,0.03384795953419275,0.08918708830142469,0.13283072766014067,0.0007266398489715161,1.0,True,0.0010744259368612313
BULG,BULL,479.0,184.0,0.16217367585683673,0.11023455073803837,0.5149092201117534,0.0,1.0,True,0.0
COIG,COIN,479.0,285.0,0.3095582809955934,0.10136183082260292,1.0688974091053758,0.005847317601885315,1.0,True,0.005295911847437106
CRMG,CRM,479.0,271.0,0.07748738783759795,0.08584915002182791,0.3159097758832048,0.001728159108062168,1.0,True,0.0019767069923065975
CRWG,CRWV,255.0,184.0,0.7981029782828086,0.12822536988459404,2.1784771816247614,0.011917184812040458,1.0,True,0.01242144191410958
GLGG,GLXY,221.0,176.0,0.2348137904547702,0.14851916605255377,0.5533617568933042,0.0030271211378466493,0.876984126984127,True,0.0032303446883716882
HOOG,HOOD,479.0,281.0,0.26380430478497807,0.099591749463664,0.9270999572954527,0.005071626007156313,1.0,True,0.004654248746459513
LULG,LULU,479.0,123.0,-0.5002897506997732,0.16741678762995776,0.0,0.0,1.0,True,0.0
MPG,MP,479.0,130.0,0.26650371639943177,0.12716570677905953,0.7335020038213714,0.004012563920004813,1.0,True,0.003990655828416195
NBIG,NBIS,363.0,130.0,0.8178051694708182,0.12090045561780463,2.3674998398652343,0.012951218113337111,1.0,True,0.013489711800224279
NVDG,NVDA,479.0,346.0,0.10069124515840641,0.082479399023617,0.4272816754563298,0.002337410157958891,1.0,True,0.002459322871568362
PANG,PANW,479.0,281.0,0.06675270147116255,0.08164951522359547,0.2861431014125019,0.0015653229012387194,1.0,True,0.00183601161658718
PLTG,PLTR,479.0,257.0,0.11047549239129266,0.11812550927640715,0.32733338102674453,0.00179065102437125,1.0,True,0.0020746719882800903
TSLG,TSLA,479.0,346.0,0.08158552735388815,0.08979635874480335,0.3179965755071707,0.0017395747781432064,1.0,True,0.0019915389859033127
TSMG,TSM,479.0,327.0,0.08886471288507185,0.08501348036715972,0.3658555016857061,0.0020013831977980915,1.0,True,0.002198264601886323
UNHG,UNH,479.0,198.0,0.06421226191226555,0.102815678101319,0.21858817725391846,0.0011957691033142542,1.0,True,0.0015320383781200803
XYZG,XYZ,479.0,271.0,0.15907986997914905,0.11132801496262094,0.5001252785419409,0.002735895250053684,1.0,True,0.0028524641015691345
NVDB,NVDA,479.0,163.0,0.059645307698888844,0.08402670435942103,0.24844313309391988,0.0013590882462924923,1.0,True,0.001662190992005179
PLTA,PLTR,479.0,163.0,0.19870631293761246,0.08610584748376116,0.8076943849984216,0.004418427394541107,1.0,True,0.004043545925806979
TSLI,TSLA,479.0,163.0,0.17409170052649786,0.07887838317786133,0.7724815434778836,0.004225798367394553,1.0,True,0.003853224505972863
COIA,COIN,479.0,163.0,0.37754089415595127,0.0985799771555268,1.3404275063495958,0.007332701235087888,1.0,True,0.006481904754953776
BITU,IBIT,479.0,500.0,0.1479567374364543,0.07301989067273439,0.7091883817637028,0.0038795581993319723,1.0,True,0.003569571473211268
ETHT,ETHA,426.0,447.0,0.42203760397772083,0.08943052440974342,1.6517085454561977,0.009035539209617721,1.0,True,0.007705991197185285
TSLR,TSLA,479.0,500.0,0.14658433862851117,0.07571959264840206,0.677559357169384,0.003706534155428998,1.0,True,0.003459581732550557
AMDL,AMD,479.0,500.0,0.2855990263401865,0.0743693466861,1.3440975841965845,0.007352778101784523,1.0,True,0.00605819293589438
AMZZ,AMZN,479.0,500.0,0.08190734148902605,0.07301989067273439,0.39259945827149234,0.002147683868710007,1.0,True,0.0022919827698104286
AVGU,AVGO,479.0,203.0,0.0395208410699942,0.09296163545710812,0.1487957296198828,0.0008139751125600639,1.0,True,0.0011637334774525741
BABX,BABA,479.0,500.0,0.1961457708979521,0.07301989067273439,0.9401687565100328,0.005143117825764871,1.0,True,0.004464779181315719
BULX,BULL,479.0,168.0,0.2172997566014307,0.11299016383936347,0.6731109348476292,0.0036821994176692843,1.0,True,0.0036320882359813984
CONL,COIN,479.0,500.0,0.38227221001830336,0.08559789773257916,1.563067283783101,0.008550634292439347,1.0,True,0.0072067077188447395
CRWL,CRWD,479.0,368.0,0.03650456727403365,0.08418386379436021,0.15177016081278666,0.0008302464999932322,1.0,True,0.0011764954548088074
DLLL,DELL,479.0,305.0,0.0793401843069306,0.11702918230906124,0.2372832481567773,0.0012980389902347152,1.0,True,0.001636032502641141
ETRL,ETOR,224.0,168.0,0.09698743432687759,0.10424545292936266,0.3256314885735006,0.0017813409581164368,0.8888888888888888,True,0.0020466867850980086
INTW,INTC,479.0,306.0,0.3696462059337521,0.08859860045001366,1.4602507423331796,0.007988184643423659,1.0,True,0.006821601390247943
IONL,IONQ,479.0,278.0,0.4237141876727203,0.12636542309515508,1.1735802567904985,0.006419976729571865,1.0,True,0.006143607265966107
MRAL,MARA,479.0,291.0,0.08233701721497261,0.1420091815536928,0.20293023105935243,0.001110113563677865,1.0,True,0.0014774388952832973
FBL,META,479.0,500.0,0.1170341406767362,0.07301989067273439,0.5609697420726604,0.003068740010972523,1.0,True,0.0029840887140981094
MVLL,MRVL,479.0,291.0,0.13958026154966247,0.10067865127076908,0.48523784263849995,0.002654454725206694,1.0,True,0.002755808254391985
MSTP,MSTR,479.0,226.0,-0.1898744955587518,0.18287181769595084,0.0,0.0,1.0,True,0.0
MULL,MU,479.0,368.0,0.27066369079137176,0.09347637845161984,1.013435622412461,0.005543918343173557,1.0,True,0.004963767064276949
NBIL,NBIS,363.0,144.0,0.7687012735225689,0.10980448227482945,2.450222797458356,0.013403747422411886,1.0,True,0.013139751460808459
NOWL,NOW,479.0,203.0,0.07514366693217805,0.11255271275517043,0.23367080883667232,0.0012782774304795357,1.0,True,0.001614292956364647
NVDL,NVDA,479.0,500.0,0.07178118133589535,0.0750557425915922,0.3347300632846941,0.0018311139818019918,1.0,True,0.002045657990016963
PTIR,PLTR,479.0,417.0,0.2723496480260137,0.08211655764474199,1.1608179829151468,0.006350161733262833,1.0,True,0.005440434212294361
RDTL,RDDT,479.0,279.0,0.3093171967911691,0.10769152426066919,1.0052882027638639,0.005499348537020635,1.0,True,0.005082645963560479
SMCL,SMCI,479.0,345.0,0.06142391458198096,0.3248908203362999,0.06617106042405264,0.0003619834822846273,1.0,True,0.000689495349042728
TSMU,TSM,479.0,368.0,0.08030708182659846,0.07395166112836665,0.3800790707124209,0.0020791920921064333,1.0,True,0.0022403860420688467
UBRL,UBER,479.0,417.0,0.12896400361796495,0.07301989067273439,0.618152134308002,0.003381551704393571,1.0,True,0.0032120760265487544
VRTL,VRT,479.0,279.0,0.2146839526716932,0.10423885404794875,0.7208385406897251,0.0039432894599493095,1.0,True,0.0037939624644450095
COYY,COIN,479.0,193.0,0.37206943632985867,0.24930004410053577,0.5223597259490844,0.02106514745497473,1.0,True,0.020916567916075286
IOYY,IONQ,479.0,124.0,0.5926066944842076,0.26535583080425484,0.7816385358514114,0.03152105760888129,1.0,True,0.03276201935612101
MAAY,MARA,479.0,124.0,0.5729627896025853,0.24869713312505784,0.806350173164499,0.032517601289403834,1.0,True,0.03292351012646991
FBYY,META,479.0,133.0,0.40896458880004594,0.22835535683184677,0.6268195678256754,0.025277688856890194,1.0,True,0.02429956087725486
MTYY,MSTR,479.0,154.0,0.5268152234296178,0.26215984416513377,0.7033316974518128,0.028363185713946564,1.0,True,0.028911070477983636
SMYY,SMCI,479.0,149.0,0.5259728418098171,0.27152227942055723,0.6779940674713497,0.02734139769089735,1.0,True,0.02818532474911626
XBTY,IBIT,479.0,245.0,0.5034327013497057,0.2095203813519202,0.8409752041088587,0.0339139213850061,1.0,True,0.03200194649697907
MSTZ,MSTR,479.0,405.0,0.6037681077438178,0.3815586370077607,0.5538305707545499,0.010894703119313929,1.0,True,0.009195636969103652
CONI,COIN,479.0,417.0,0.528876145905843,0.4054560473911004,0.4565393764826309,0.008980834991247355,1.0,True,0.010755094336914666
MSDD,MSTR,479.0,225.0,0.8889242577703105,0.3479374193417685,0.8941938202800815,0.017590174175116373,1.0,True,0.01580436305688862
ETHD,ETHA,426.0,447.0,1.091930516281309,0.2776095867659333,1.3766660047683794,0.027081147571845723,1.0,True,0.02500000001115835
CORD,CRWV,255.0,151.0,1.2572696955167006,0.7261363010631656,0.6060079805768673,0.011921113396331404,1.0,True,0.022555071135646663
QBTZ,QBTS,479.0,144.0,2.364061938785431,0.5057721038759462,1.635957523623817,0.03218181241134217,1.0,True,0.025000000157019458
PLTZ,PLTR,479.0,228.0,0.5773543754002757,0.24312271177557493,0.8311606509910509,0.016350214334803055,1.0,True,0.016689834333268587
SMCZ,SMCI,479.0,273.0,-7.15427824527838,0.781046985837608,0.0,0.0,1.0,True,0.0
