ETF,Underlying,Beta_used,Borrow_annual,TradingDays,TotalReturn,CAGR,AnnVol,MaxDD
PLTU,PLTR,1.99189368092254,0.060056,292,0.12342878827064241,0.10565975224601454,0.04479023222789121,-0.02342063890738455
PALU,PANW,2.003879941852249,0.012489999999999998,221,0.057344934036632544,0.0656475723974943,0.01809010998424779,-0.007797091505844955
QCMU,QCOM,2.001457176986732,0.02699,160,0.037724563181448456,0.06005720529039649,0.018592869606587466,-0.0035140382961379446
SHPU,SHOP,2.0098326129486783,0.288816,131,-0.031840428628231,-0.06034887285004875,0.032162583696006504,-0.036915427222381725
TSMX,TSM,1.9939563205227755,0.64323,340,-0.25456366197542546,-0.19567103431536903,0.02321772961904253,-0.25456366197542546
TSLL,TSLA,1.7991418001404802,0.06242400000000001,780,0.33213507301335077,0.09708093883490587,0.08294630097507813,-0.1078610451483003
XOMX,XOM,1.952784293003774,0.047502,203,0.021868466964841682,0.0272183191667994,0.021947696564797402,-0.006841973757489073
XXRP,XRPZ,2.0270101976537416,0.05,54,0.03796668091000588,0.1899332299438956,0.09318269802580903,-0.03742508980737802
MSTU,MSTR,1.9651998662505892,0.515712,351,0.191765573961175,0.13422995552548223,0.10608124621627923,-0.07095786551406513
NVDX,NVDA,1.993465506129708,0.14605600000000002,580,0.14866177165222227,0.06206833078159524,0.03397856223649582,-0.01477044741411293
TSLT,TSLA,1.9920442032952788,0.17559599999999997,580,0.20846396421558988,0.08574822184453534,0.034968730495245556,-0.02144562259709093
BTCL,IBIT,2.006491629724391,0.04671,400,0.20715199064089984,0.12592647587892025,0.03807864948914065,-0.020757762879094255
ETU,ETHA,1.9902943575498395,0.062228000000000006,325,0.23664045095807573,0.17902808604705744,0.05393472807289397,-0.03311439421691165
CCUP,CRCL,1.9702518130196387,0.32920400000000005,128,0.00527705871614681,0.010415763491213204,0.0664020602796843,-0.041465844732596624
CRWU,CRWV,1.9877904991851447,0.236336,138,0.024331526294857575,0.04487739283716241,0.09669726816940036,-0.07253984325998919
AAPX,AAPL,1.9908784276818583,0.14086200000000001,523,0.010365928380680955,0.004981329025589343,0.022523767251412367,-0.016099242716560935
GOOX,GOOGL,1.9801632131589173,0.074808,523,0.09105351179105692,0.04288296513372658,0.0314478005568166,-0.013077518447202618
MSFX,MSFT,2.004224790112127,0.08029800000000001,523,0.08126687455212767,0.03836508644850478,0.019868585782829268,-0.0059323307016397875
NFLU,NFLX,1.98743901726886,0.023136,344,0.10509728123703899,0.07595323881218352,0.02897869257944163,-0.006328905104182825
ROBN,HOOD,2.01049945151493,0.174372,259,0.09368660094729409,0.09104266083087076,0.05562615535872443,-0.030710849551576103
ARMU,ARM,1.9971560573396605,0.438926,238,-0.08692051796505373,-0.09179150602498087,0.05039364967875324,-0.11518066822431106
DJTU,DJT,2.005448062304773,0.42908199999999996,238,0.07844800471884672,0.08324969804069648,0.05600656946725834,-0.022976456358874686
RBLU,RBLX,2.0204090144309195,0.347804,238,-0.004651521680941295,-0.004924465812006118,0.04974000095940693,-0.05114454484830877
SNOU,SNOW,2.001681582193569,0.047402,202,0.0612069350078972,0.07692693125973982,0.05635581058243799,-0.02332499144156641
SMUP,SMR,2.073422859852532,0.31432,138,0.5578007202202102,1.2466916441895108,0.5241142158702817,-0.05771271423293267
DKUP,DKNG,1.9562320200946135,0.086958,135,0.0776263361094105,0.14976027727562014,0.05326276912525317,-0.012940343625279294
GLXU,GLXY,2.012726943090182,0.151836,129,-0.009956862946374434,-0.019358272025704282,0.09556461855461668,-0.07795330303897641
AFRU,AFRM,1.971133151578037,0.258834,103,0.021656872315318765,0.053818405654655344,0.06927705642924543,-0.02073653411608367
AXUP,AXON,1.9706550534961849,0.182118,103,-0.009425985841604478,-0.022904625993484196,0.06552141301768993,-0.03556092658691312
KTUP,KTOS,2.024054650232135,0.191854,103,0.010430370056405902,0.02571178477636482,0.07603655478665575,-0.031370804279229114
TTDU,TTD,1.995133066728215,0.306148,102,-0.014154176639423421,-0.03460601110247519,0.06261195697482803,-0.019561539205713574
BKNU,BKNG,2.037225662053284,0.13893,102,0.01128881143695537,0.028121917741171343,0.048910708915988185,-0.013672369805165285
PXIU,UPXI,1.944437539857613,0.526752,102,-0.048803493137609566,-0.11627991184389108,0.19475236297351636,-0.09701137644563895
BMNU,BMNR,1.9428079398496,0.42838600000000004,95,0.12301521697760576,0.3603621584461041,0.11411812611671546,-0.03265489420391832
SBTU,SBET,2.0188195631197554,0.618764,78,-0.051300817055480064,-0.15645637561594317,0.08440597334502395,-0.06790605107966108
CIFU,CIFR,1.985837282001028,0.49032,55,0.03735157525313637,0.18295957121221407,0.13823407426908274,-0.04022584410657326
SOLX,GSOL,1.967716353871353,0.22733600000000004,48,-0.027046087195468194,-0.1340667578582021,0.07844662853958385,-0.04704997089374219
XRPK,XRPZ,1.966178150625491,0.18895,48,0.03881439887546456,0.22130544594966284,0.09054965204991229,-0.028090443476891602
APLX,APLD,1.995754559753668,0.17341,108,0.18767008327160806,0.4937923796469208,0.11182397020336508,-0.03995811037409902
APPX,APP,1.9767754151835428,0.079954,201,0.11482327251235658,0.1459975118605119,0.07235891885624579,-0.016285615002098353
ARCX,ACHR,1.99149385151978,0.25239,170,0.08296392686144927,0.1254083961003205,0.08442247721571201,-0.0426849948607021
ASTX,ASTS,1.990475694997213,0.163718,149,0.07881625753745292,0.1369025984606882,0.09895708991684875,-0.06904261704775727
AURU,AUR,1.987672670065332,0.14517,87,0.052308328728490006,0.15914660411486148,0.07255786603373066,-0.015365476616060803
BEX,BE,1.9880013558352916,0.31801199999999996,61,0.06374542729604427,0.2908343803773268,0.09581199420197159,-0.026343457947391125
BLSX,BLSH,2.041716155154129,0.07964399999999999,76,0.040762648690096936,0.14165419438044702,0.1705222603247015,-0.06480025246894439
CEGX,CEG,1.9857993458633656,0.076404,149,0.0496976056501266,0.08548885681011353,0.04939854825600141,-0.013180708686948983
CELT,CELH,1.9719690327242008,0.030348,87,0.04027150358008358,0.12115668034891636,0.061127973657672266,-0.022183247811662588
CLSX,CLSK,2.0067559661541625,0.21282800000000002,103,0.014034171135792084,0.03468529975651968,0.12571561095285644,-0.06497598384140069
COZX,CORZ,2.0398677816508752,0.041429999999999995,67,0.035937523653293724,0.1420168469574481,0.0852228451065153,-0.028642230502514465
CRDU,CRDO,1.9823842152859144,0.158702,103,0.046927467378406806,0.1187369388359667,0.08128813612153057,-0.021996616759136778
CSEX,CLS,2.00870934898088,0.10972399999999999,61,0.05973499631480128,0.27084816769940434,0.08201469551936193,-0.012163204982898246
CWVX,CRWV,1.9877890957725253,0.020074,149,0.052308825114351754,0.09005965411356964,0.10682716616787626,-0.04865014180230276
DASX,DASH,2.015735730215178,0.09836,76,-0.00676456626488442,-0.022254713072297205,0.03133546640397419,-0.01584974369705705
DOGD,DDOG,2.0177807562361023,0.234612,127,-0.017922305851663434,-0.035248679759894874,0.040739396196766704,-0.025657815197748013
ENPX,ENPH,2.0149768868587934,0.17532,103,0.07227116099789344,0.18616022258812648,0.06422652492790469,-0.0077616044576322984
FLYT,FLY,1.9949463256221092,0.291308,76,0.12565173521990003,0.48062470607928276,0.1322044160712612,-0.027988433726460094
GEVX,GEV,1.9946970124168704,0.08013,149,0.0565841452150142,0.09756030826036377,0.03977957210986928,-0.011253211118076867
GSX,GS,2.040634515792845,0.045040000000000004,103,0.023483705142957056,0.058434602490690546,0.05417292152249314,-0.015139463586945512
IREX,IREN,1.9786611308580564,0.05,76,0.1619280733459738,0.6448286191812784,0.11094704977920454,-0.01946091793091631
JOBX,JOBY,1.983258791081436,0.357116,108,0.057594556660248486,0.13957999321860237,0.06647721878124234,-0.015302990548733408
LABX,ALAB,1.9946453066325955,0.041291999999999995,127,0.2595488204062557,0.5807086212847437,0.17548000431253968,-0.027192946520388617
LRCU,LRCX,2.041063811952806,0.18847,122,0.02453018023427389,0.05133145989377286,0.03976704683608772,-0.010565825876700075
LYFX,LYFT,1.9504147022817164,0.05,87,0.10198466695159403,0.3248407174913255,0.13682627717324947,-0.020085569721631225
MDBX,MDB,1.9936469383244937,0.063082,122,0.013791100180276405,0.028695908696940498,0.06623221755448307,-0.03276877576226045
NEBX,NBIS,1.9981112228169045,0.070752,108,0.1392379029112527,0.35550251156230894,0.08138504425368519,-0.03100665963789273
NETX,NET,1.9505849547111485,0.24808199999999997,87,0.014215943588110624,0.04173466840157625,0.07780396840831406,-0.021597834147621953
NNEX,NNE,2.006695493878129,0.05,61,0.05280713266344095,0.23687629691945333,0.08985324810528467,-0.012652692543229538
NVTX,NVTS,2.0005182815605727,0.33633399999999997,108,-0.17108650580015083,-0.35456156614502876,0.29787115396048575,-0.2841530964719179
NWMX,NEM,1.221794413977188,0.05,69,-0.17451408807336233,-0.5036257838071285,0.4835322550600813,-0.23380999560337656
OKTX,OKTA,1.692947187486885,0.05,81,0.22050524258465787,0.8588077061528552,0.4344220846718691,-0.07767384572237868
OPEX,OPEN,1.9935294763374296,0.603604,76,0.019413556185645442,0.06583059711895878,0.11328182215847327,-0.047673902013334324
PONX,PONY,2.0158250282865646,0.364378,108,0.023343701575527787,0.0553184935566442,0.08298763891982393,-0.04349078852253763
QBTX,QBTS,1.9937164013347903,0.22450599999999998,201,0.15527589135545838,0.19837030795627864,0.13985807389831012,-0.07380776409264833
QSX,QS,1.697939495605615,0.05,68,-0.08348261021934267,-0.27606775074775003,0.33441441009504036,-0.213776776147385
QUBX,QUBT,1.9710284218068448,0.538928,161,0.1316933752900422,0.21366048137614246,0.11166585681308981,-0.04494996751739255
RGTU,RGTI,1.987645208188314,0.68642,161,-0.07414783472754016,-0.11359866117237194,0.11827055769245592,-0.10933222142607646
SMU,SMR,1.98597987021733,0.23874,149,0.19858464007338772,0.35847118891801566,0.12836435845575683,-0.04000027763762126
SNPX,SNPS,1.9039880620166163,0.251782,61,-0.02397020396403593,-0.0953711957100345,0.05928633944187555,-0.03374988050410843
SRPU,SRPT,1.9533012544367607,0.226686,76,0.047567765536351336,0.16659384897229468,0.11818895494811109,-0.03411347715752022
TARK,ARKK,1.9756812673129287,0.334608,780,-0.2475098531444465,-0.08777858335584277,0.027354019638737223,-0.250060970680696
TEMT,TEM,1.98269879326317,0.065308,189,0.08411786990636427,0.11370115694098293,0.03539623381092907,-0.009989609945488587
UNX,U,2.0126211850084617,0.28720999999999997,103,0.4471503257368199,1.4700912639475585,0.4492065249852841,-0.018161648997027435
UPSX,UPST,1.9865446241259317,0.142414,170,0.08538476768252146,0.12913959154116594,0.06380930954760285,-0.01921790366779952
VOYX,VOYG,1.9713281163092151,0.6171739999999999,108,-0.0014832122942182169,-0.0034574071548439944,0.08851428653269892,-0.041582375478173894
WULX,WULF,1.9855265900464163,0.2077,76,0.09051776382958154,0.33285301149175184,0.11933439502128328,-0.035319616596429904
IWML,SPY,2.2593641947799927,0.16472,779,0.0898215456762741,0.028215524679580106,0.11694578579192201,-0.12093142291492909
AALG,AAL,1.9875181884903892,0.23989,149,0.0025610958697483976,0.0043353511443013915,0.03836412874051325,-0.012324019868509617
ABNG,ABNB,2.004392830790079,0.250714,59,-0.01434934776509511,-0.05986586646737857,0.016127522957499668,-0.01434934776509511
ADBG,ADBE,1.9877360190998337,0.15695,225,0.017764969758232496,0.01991786445382182,0.03179131345077712,-0.01901168625349714
AMDG,AMD,2.0032122717386587,0.069162,264,0.07781909852317526,0.07415391805230498,0.053278932082021384,-0.042464123413471166
ARMG,ARM,1.997162296457494,0.352214,271,-0.0392241369372488,-0.036524973969292995,0.04323934693672261,-0.08791637152642096
ASMG,ASML,1.980117049583787,0.215534,271,-0.00522017941815367,-0.004855078931155554,0.028693634895566728,-0.03637894457876156
AVGG,AVGO,2.002617535905338,0.10195200000000001,186,0.05359311329073391,0.0732926469879287,0.038863958299436195,-0.012274558371985766
BAIG,BBAI,2.011916486216087,0.05,120,0.20717040640179185,0.4849574805846135,0.09056254607238376,-0.019728604456939247
BEG,BE,1.9989636453800832,0.574566,39,0.009472380833040805,0.06281185226608588,0.09581927182225305,-0.023410287465132185
BIDG,BIDU,2.0098433624948187,0.20200200000000001,37,0.00943108299988138,0.06602024615675961,0.049832501058560116,-0.008044881651374514
BLSG,BLSH,2.021917748684388,0.69826,74,-0.04337892882745398,-0.14017177607297415,0.06835088057247352,-0.05519964447822512
BMNG,BMNR,1.9977299990325896,0.224946,74,0.05233475360777806,0.18971532577493933,0.09905151003960684,-0.03530931927853298
BOEG,BA,1.997244420487392,0.053176,167,0.021668219465898142,0.0328766226017605,0.03862066622604858,-0.016724970971844666
BULG,BULL,1.985614551326878,0.12907400000000002,128,0.09572207759134965,0.19718202269763396,0.04901035417906179,-0.007595431187296442
CIFG,CIFR,1.98450834706002,0.294526,42,0.07503668505210936,0.5436175494148108,0.10122080408369813,-0.014539427543114325
CMGG,CMG,1.9555046589762015,0.17245,59,-0.004591314648605849,-0.019463607545197048,0.02860696430378519,-0.010269712249105
CNCG,CNC,2.007534981131156,0.05,37,0.010894011799830405,0.0765869579906282,0.027720196930781434,-0.004819478293046742
COIG,COIN,1.9969359912269056,0.235898,229,0.07404600051885146,0.08177942623174039,0.0811729823151471,-0.039180564387220285
COTG,COST,1.9688224610023712,0.062414,101,0.012675842823603345,0.03192716167745502,0.05348368209995007,-0.01693235061734677
CRCG,CRCL,1.976213930234932,0.156316,128,0.05394172740434677,0.10897097599912686,0.06117094904682946,-0.032674687498224
CRMG,CRM,1.9843599525446045,0.018936,215,0.07123181704953585,0.08399230406308278,0.024423462405381124,-0.0069058432917593615
CRWG,CRWV,1.995631916415758,0.203664,128,0.00475864715976293,0.009390179835084389,0.08986769439975059,-0.07187785611230202
DUOG,DUOL,2.026866297712289,0.24545,42,-0.008419336331126237,-0.049464600636533684,0.04112574277388738,-0.021377642169450484
FIGG,FIG,1.987855968020257,0.346182,83,-0.004719135727506707,-0.014259252902667718,0.05573193199711718,-0.02220743127324898
FUTG,FUTU,1.9985704922285348,0.257422,83,0.009943521709609993,0.030496639036254658,0.03345366271789212,-0.00851496220346093
GEMG,GEMI,2.0146633342948386,0.656652,67,-0.020709789131516,-0.07569338366888667,0.11146167466245233,-0.0459345120135769
GEVG,GEV,1.9227466510967868,0.314322,39,-0.0077164105839907515,-0.04882122598168204,0.04891589949581221,-0.023019068703199697
GLGG,GLXY,1.999108703902567,0.5552900000000001,120,-0.10974056590234504,-0.21659772634986552,0.1010061249289277,-0.12996021950860903
GRAG,GRAB,1.9604753494941145,0.234506,42,-0.0007626709484034322,-0.0045673095531241215,0.04124236900803141,-0.008435077230813048
HOOG,HOOD,2.006027527671352,0.254934,225,0.027309942914928387,0.030636859608109024,0.05339079197081236,-0.039743949665735356
IREG,IREN,1.9599591871305575,0.07864199999999999,39,0.07004530661904451,0.548756811693061,0.09277749858767766,-0.019174179077352194
KLAG,KLAC,2.0200488447144056,0.056596,37,0.0538711931481779,0.4295573399455006,0.11592634475589624,-0.00713938649268131
LACG,LAC,2.014496276116202,0.248008,42,0.01335756049557757,0.08286987569592807,0.06971974297225167,-0.015674228461268425
LULG,LULU,2.007011947402736,0.828306,67,-0.07235572754546526,-0.24609717593685132,0.04886290894384729,-0.07746773707232935
MPG,MP,1.9822148838214808,0.356568,74,0.031130410088173743,0.11003887662642864,0.06297236373102544,-0.015310103179346557
NBIG,NBIS,2.009936876739084,0.117476,74,0.07654075845779218,0.28551384953905923,0.07530256517039138,-0.024013835370097603
NEMG,NEM,1.9937287570797415,0.222476,59,0.014641917873327692,0.06405272250103278,0.05512227747071156,-0.012637521199656443
NETG,NET,2.0110757376299198,0.409958,59,-0.006529809482352378,-0.027593634484878837,0.05703992708258912,-0.02959481071632908
NIOG,NIO,2.024349803044337,0.454716,37,-0.004595589877070538,-0.030884844473675566,0.057608887639401314,-0.014358076393999664
NUG,NU,1.9815897940178775,0.088804,59,0.012785478194795363,0.05576223783107381,0.07937544920401059,-0.027521433782090265
NVDG,NVDA,1.9686632542040563,0.05575000000000001,290,0.10922213993052221,0.09425754484671067,0.03416802163175016,-0.011424506336719653
OKTG,OKTA,1.995937168265682,0.15519,59,0.004367343686625391,0.018787427657106726,0.02169317033198885,-0.006754546967592701
OPEG,OPEN,2.007097923197372,0.10519599999999998,42,0.05825547004709186,0.4045691713671604,0.06666712259102885,-0.007276696646020153
OSCG,OSCR,1.988115115342049,0.13455,67,-0.007264893747744083,-0.02705177874410425,0.06799503033705118,-0.029279841831080677
PANG,PANW,1.9956874364216728,0.060318,225,0.041966153566289854,0.04711901297972276,0.025080983935273568,-0.011254934733911925
PBRG,PBR,1.8527509816141703,0.05,37,-0.05186273159870536,-0.30421631737685817,0.07710147636574002,-0.056750729815074896
PLTG,PLTR,1.994738944816082,0.293598,201,-0.008928750676540309,-0.011181545991477915,0.042399608842347634,-0.043341305939813
PYPG,PYPL,1.9951465383631264,0.45082,215,-0.11352507684295887,-0.1317191621823468,0.02391336196107938,-0.11780423031409759
RTXG,RTX,1.998275204171314,0.292662,172,-0.05502675824047487,-0.07957856205946212,0.03908351198203944,-0.056137859600689954
SATG,SATS,2.0112324331237166,0.225574,39,0.014963930443323115,0.1007301338582145,0.05344753327341825,-0.00736878636371352
SBU,SBUX,1.9998230193196689,0.20766,59,-0.003776505000612218,-0.016030808293635013,0.02041544908979602,-0.010361211482399657
SNAG,SNAP,2.021015503858296,0.24530200000000002,37,-0.027622443727293722,-0.17368433902397518,0.054602338209911214,-0.03317607149817836
SPOG,SPOT,1.936520302692537,0.226432,59,-0.010036341044766806,-0.04216873428866608,0.05315746132967361,-0.019726543447835643
TERG,TER,2.006955153972208,0.05,59,0.03430632711697612,0.15496649272386165,0.04195369561616668,-0.009625641890409709
TSLG,TSLA,1.9911548381691904,0.18191400000000002,290,0.11439381957980332,0.09868957521006094,0.03779550982538133,-0.01313010330057296
TSMG,TSM,1.9757893200580976,0.135802,271,0.04091544018244142,0.03799303921360231,0.035214954830970646,-0.015305038045756336
UNHG,UNH,1.9985148887078068,0.061808,142,0.040947046875792203,0.07381556460794347,0.03068315662069977,-0.008817761579481997
UPSG,UPS,2.003666091248661,0.12497400000000002,42,-0.0029386693047946943,-0.017502985606061117,0.0261658545272769,-0.006557652189403185
VALG,VALE,1.963153169388888,0.10187000000000002,37,0.0029359219169637907,0.02016738084204195,0.029344635668475023,-0.005601754014058713
XYZG,XYZ,1.99873537906574,0.19117800000000001,215,0.12010267255320772,0.14218055675826125,0.10182913151304683,-0.012110053372718643
CRCA,CRCL,1.9769505898779904,0.23281400000000002,130,0.05160294204660354,0.1024498919029384,0.05860556428257115,-0.03743923048899611
NVDB,NVDA,2.0006929983355697,0.017898,107,0.039562646974710125,0.09568491202256624,0.025758553058354953,-0.004766857436443006
PLTA,PLTR,1.9903921596717653,0.06695799999999999,107,0.04724292760934756,0.11484508214533529,0.03325634930029494,-0.010882233718311096
TSLI,TSLA,1.9793099201635551,0.031404,107,0.05419042483913317,0.13234200029391818,0.025552820545097967,-0.004479514060340972
COIA,COIN,1.990399125372928,0.11443,107,0.013523782420500341,0.03214272482482716,0.05188217531398941,-0.02239105993327073
BITU,IBIT,1.9918502629717585,0.008182000000000002,468,0.29007983320079234,0.14699830797438262,0.02760282956861785,-0.022151281630859998
ETHT,ETHA,1.9919220913242093,0.120434,391,0.25250119700879314,0.15616053924763995,0.05588411901236194,-0.03637499298812219
UXRP,XRPZ,2.0098011691299,0.026319999999999996,54,0.037123578724815864,0.18542942646487637,0.10101950041777567,-0.03537292915488055
SOLT,SOEZ,2.0156460370215687,0.0,48,-0.0012507926514379042,-0.006549231298517255,0.09199281771976237,-0.049555525340499895
TSLR,TSLA,1.974154468308492,0.096834,617,0.23767485324969773,0.09099586257818304,0.041468136840970234,-0.03711754135354395
AAPB,AAPL,1.8837043581523003,0.048722,780,0.1346429727608689,0.04165463462518182,0.02405256826311974,-0.01414946664558081
AMDL,AMD,1.9995378398064176,0.023664,478,0.18330390442862554,0.09278851844153824,0.03911850721420056,-0.043105468545119985
AMZZ,AMZN,1.993969336340725,0.013592000000000003,478,0.15248574160244543,0.07769051731134913,0.02258232997022926,-0.00471798581401861
AVGU,AVGO,1.9867301359971867,0.153092,147,0.02085453123431047,0.03601637195946639,0.048401138866206624,-0.01616155248996043
BABX,BABA,1.9264791336705285,0.0,780,0.2580299089001217,0.07698052653723741,0.03770682208177644,-0.024724669455687853
BULX,BULL,1.9663677861795343,0.12335199999999999,112,0.06668332082954098,0.15632491854196706,0.060268124021687026,-0.017432208959638706
CONL,COIN,1.754376529223129,0.133942,780,0.6565898006329431,0.17712694831270936,0.13482797151618173,-0.12993160976672857
CRWL,CRWD,1.9958733783828428,0.11455800000000001,312,0.1049434195713066,0.08394043351084779,0.032473230392564015,-0.009521502656652081
DLLL,DELL,1.9796341755519025,0.319662,249,-0.06079031211831665,-0.06149973030492617,0.04211581450840203,-0.08664226920764051
ETRL,ETOR,1.9582335171627387,0.180352,112,0.014771544796451597,0.03354319415252971,0.0489710898620785,-0.013086921718317046
GOU,GOOGL,2.0289877066251893,0.193884,49,-0.004034007161613284,-0.02057369405614118,0.028331125701792897,-0.01039190675761592
INTW,INTC,1.9892565025500928,0.025826,250,0.23625455706827925,0.23835387865549396,0.07026148106849008,-0.011321280647021426
IONL,IONQ,1.990780978584814,0.42230599999999996,222,0.1453316118682937,0.16652736137336044,0.06576774744475435,-0.024281829835076207
ISUL,ISRG,2.00205582960566,0.134346,88,-0.018390397648911483,-0.05176572538871682,0.020053436199841988,-0.021714267460880454
LCDL,LCID,1.966271012775528,0.535334,204,-0.05936110763115521,-0.07280836771096832,0.06482236088521007,-0.08146417420617347
MRAL,MARA,1.9797306769865723,0.5537179999999999,235,-0.05722491585369305,-0.06123526421885739,0.07688737360955616,-0.11012474806995498
FBL,META,1.8127908845444607,0.0,780,0.47980773340198546,0.13498311915309547,0.05508336316780791,-0.027793109402320715
MVLL,MRVL,1.9983171821381032,0.185492,235,0.15775357112566568,0.1700869808335599,0.09071655600921716,-0.010827728851381169
MSFL,MSFT,1.990133399743915,0.037194000000000005,478,0.08018768791932174,0.04150336668164156,0.017676959523335534,-0.005088234736974506
MSTP,MSTR,1.9944546791163549,0.7405459999999999,170,-0.12676180583836438,-0.18202897751282465,0.06617563059324645,-0.14941627223753728
MULL,MU,1.9979444810434088,0.206208,312,0.12227435019930999,0.09765183287097345,0.044930073131361804,-0.024271156526041837
NBIL,NBIS,1.9979995036436773,0.16896,88,0.08766138123315526,0.2720515488886135,0.07066183728373943,-0.02341711638770927
NOWL,NOW,1.9932508190481864,0.147978,147,0.009958734968781302,0.017132779928908493,0.04533633801306872,-0.012873961665680778
NVDL,NVDA,1.8174423559699049,0.05909999999999999,780,0.5049078341870892,0.1411673913785252,0.07340312219399792,-0.05714839150622353
PDDL,PDD,2.0021270363648265,0.193218,147,-0.03380703638379312,-0.05725289735660577,0.02502441056952001,-0.03530273202129275
PTIR,PLTR,1.99730602179977,0.008712,361,0.16998987182607705,0.11582288027542442,0.043767442334143994,-0.022278830246750148
QCML,QCOM,1.9720531588396957,0.18847,216,-0.011601684567898785,-0.01352217024248592,0.034673327709116256,-0.03640004518663231
RDTL,RDDT,1.98069958397636,0.169356,223,0.07938940568855002,0.0901664151769066,0.058452060320925335,-0.022574304490750152
RVNL,RIVN,1.9923961276106528,1.261628,204,-0.31088219975662,-0.3686867965779079,0.04843516193561627,-0.31088219975662
SMCL,SMCI,1.9885116271203107,0.341684,290,0.14978462888725086,0.12894724187365036,0.07214312951649265,-0.04778835154600902
TSMU,TSM,1.9916192177347527,0.08396400000000001,312,0.11100464029951373,0.0887404506682683,0.026283224002921893,-0.005277397380932802
UBRL,UBER,1.9954154508806548,0.0,361,0.12799296513993874,0.0877098180736513,0.022596195880038757,-0.005762625264260524
VRTL,VRT,1.981135964455289,0.010406000000000002,223,0.19394268171411633,0.22178498094005072,0.07032165299958358,-0.012705053397367383
AMYY,AMD,0.302184111864468,0.21824,103,-0.3617729612395525,-0.666687236803551,0.6438229458280885,-0.5295135740394401
AZYY,AMZN,0.621561407804246,0.09090200000000001,103,0.05259175059626542,0.13360373021491045,0.2034661298362976,-0.09930078941884168
BBYY,BABA,0.6141061853532033,1.25744,77,-0.46070755609375547,-0.867463899515481,0.2378092629526118,-0.4684876344062474
XBTY,IBIT,0.5538222117778819,0.0,189,0.2768037473053333,0.38515656536923837,0.31505226907481865,-0.19997993904301137
COYY,COIN,0.5382037106893857,0.15992800000000001,137,0.5527862378400188,1.246642037442098,0.36697269365344926,-0.134790505693958
NUGY,GDX,0.5167362467573757,2.235346,58,-0.6081182328876029,-0.9829262518262355,0.24762506942233817,-0.6081182328876029
HMYY,HIMS,0.3333892548762045,1.789904,49,-0.22074977415257369,-0.7227254808677612,0.6733396676702158,-0.28167867897224863
HOYY,HOOD,0.5177592300147795,0.256128,93,0.27302421330246873,0.9234174045242403,0.4352599108845366,-0.11116330853988321
IOYY,IONQ,0.4021976715666744,0.16411399999999998,68,0.0841583371027832,0.349116547036715,0.464983911387017,-0.21753107748069844
