pair_key,bucket,d_total,d_real,d_unr,d_borrow,d_pil,day
SNOW/SNOU,bucket_1,-501.78560216442503,0.0,-502.03000000000003,-0.6600000000000001,0.0,2026-06-02
IREN/IRE,bucket_1,-470.382838568798,0.0,-455.71000000000004,-14.879999999999995,0.0,2026-06-02
IREN/IREX,bucket_1,-444.6892447358209,0.0,-430.77,-14.040000000000006,0.0,2026-06-02
FIG/FIGG,bucket_1,-442.6880627414173,0.0,-441.49,-1.8599999999999994,0.0,2026-06-02
HIMS/HIMZ,bucket_1,-438.5595485956403,0.0,-431.88,-7.319999999999993,0.0,2026-06-02
GLXY/GLXU,bucket_1,-411.28633723564326,142.07637677000002,-550.254764,-4.259999999999991,0.0,2026-06-02
MU/MUYY,bucket_2,-407.34643007838724,0.0,-436.578713,-27.81,0.0,2026-06-02
FIGR/(spot),bucket_1,-387.23270561000004,34.113474389999965,-421.34618,0.0,0.0,2026-06-02
DELL/DLLL,bucket_1,-386.6387398072384,0.0,-387.0899999999999,-0.2700000000000031,0.0,2026-06-02
GDX/DUST,bucket_3,-384.6018442083039,0.0,-371.20000000000005,-13.620000000000005,0.0,2026-06-02
ZETA/ZETX,bucket_1,-381.01612691916796,0.0,-379.85,-1.8599999999999994,0.0,2026-06-02
UUUU/(spot),bucket_1,-364.20000000000005,0.0,-364.20000000000005,0.0,0.0,2026-06-02
BLSH/(spot),bucket_1,-362.70000000000005,0.0,-362.69999999999993,0.0,0.0,2026-06-02
EWY/KORU,bucket_1,-350.0161596822943,0.0,-349.79999999999995,-0.8100000000000005,0.0,2026-06-02
OPEN/OPEG,bucket_1,-345.92264621834033,0.0,-341.93999999999994,-4.469999999999999,0.0,2026-06-02
MU/MUU,bucket_1,-342.99578106995614,0.0,-342.99,-0.539999999999992,0.0,2026-06-02
U/UNX,bucket_1,-333.34893803378736,0.0,-332.29999999999995,-1.5300000000000011,0.0,2026-06-02
QUBT/QUBX,bucket_1,-331.14611691649407,0.0,-320.4000000000001,-10.979999999999961,0.0,2026-06-02
TSLA/TSLQ,bucket_3,-328.01095019327386,0.0,-326.88491,-1.5600000000000023,0.0,2026-06-02
TSM/(spot),bucket_1,-323.51160454741023,-346.1176290700072,22.606024522597266,0.0,0.0,2026-06-02
ONDS/ONDG,bucket_1,-311.0092537114442,0.0,-296.3499999999999,-14.429999999999978,0.0,2026-06-02
OKTA/OKTG,bucket_1,-281.20870485752243,0.0,-280.95000000000005,-0.8099999999999952,0.0,2026-06-02
TSUI/(spot),bucket_1,-257.2000000000003,0.0,-257.2000000000003,0.0,0.0,2026-06-02
ORCL/ORCX,bucket_1,-251.76335842235562,0.0,-251.67999999999995,-0.5399999999999991,0.0,2026-06-02
INTC/(spot),bucket_1,-246.09999999999854,0.0,-246.10000000000036,0.0,0.0,2026-06-02
CORZ/COZX,bucket_1,-241.87336995413852,0.0,-240.5,-1.740000000000009,0.0,2026-06-02
ORCL/ORCU,bucket_1,-240.59199337274902,0.0,-240.70000000000005,-0.3300000000000054,0.0,2026-06-02
TSLA/(spot),bucket_1,-238.92000000000002,0.0,-238.92,0.0,0.0,2026-06-02
DUOL/DUOG,bucket_1,-238.85120604348958,0.0,-238.91000199999996,-0.3000000000000007,0.0,2026-06-02
AMD/(spot),bucket_2,-230.96784283994566,-0.05773894154026493,-230.9101038984045,0.0,0.0,2026-06-02
CRWV/CWY,bucket_2,-219.6536982302233,0.0,-215.124883,-7.439999999999999,0.0,2026-06-02
QBTZ/QBTS,bucket_4,-217.88736311548928,0.0,-170.61826733326507,-47.639999999999986,0.0,2026-06-02
OPEN/OPEX,bucket_1,-215.39463411712944,0.0,-210.18,-5.489999999999995,0.0,2026-06-02
ONDS/ONDL,bucket_1,-207.52131190752425,0.0,-192.7199999999998,-14.550000000000004,0.0,2026-06-02
LAC/LACG,bucket_1,-201.320476945192,0.0,-199.03,-2.5800000000000125,0.0,2026-06-02
XRPZ/GXRP,bucket_1,-200.85999999999967,0.0,-200.86,0.0,0.0,2026-06-02
MU/MULL,bucket_1,-196.94824256970878,0.0,-195.84000000000015,-1.4099999999999966,0.0,2026-06-02
ASTN/ASTS,bucket_4,-192.30207217881434,0.0,-144.4337873640534,-50.22,0.0,2026-06-02
PONY/PONX,bucket_1,-190.1657987470199,0.0,-187.53,-2.9399999999999977,0.0,2026-06-02
XBI/LABD,bucket_3,-187.16326815819377,0.0,-184.52495999999996,-2.9099999999999966,0.0,2026-06-02
GEMI/(spot),bucket_1,-179.07999999999998,0.0,-179.07999999999998,0.0,0.0,2026-06-02
WDC/WDCX,bucket_1,-177.23430333845226,0.0,-176.0,-1.3200000000000003,0.0,2026-06-02
CRCD/CRCL,bucket_4,-176.47843269104624,0.0,-143.46281548735533,-33.69,0.0,2026-06-02
GLXY/GLGG,bucket_1,-175.4614186780448,0.0,-170.02,-5.609999999999999,0.0,2026-06-02
CRM/CRMG,bucket_1,-175.2829912877296,0.0,-175.45,-0.15000000000000568,0.0,2026-06-02
MRVL/MVLL,bucket_1,-171.59521649382816,0.0,-170.64000000000004,-1.2300000000000004,0.0,2026-06-02
MARA/MAAY,bucket_2,-170.3613243766115,0.0,-148.65333800000008,-23.730000000000018,0.0,2026-06-02
CIFR/CIFG,bucket_1,-170.04891394907781,0.0,-156.6199999999999,-13.319999999999993,0.0,2026-06-02
NET/NETG,bucket_1,-169.56823923252637,0.0,-168.48000000000002,-1.4099999999999966,0.0,2026-06-02
AMD/(spot),bucket_1,-169.02215716004866,0.05773894153389847,-169.07989610158984,0.0,0.0,2026-06-02
QBTS/(spot),bucket_1,-165.4337208536508,0.0,-165.4337208536508,0.0,0.0,2026-06-02
AMD/AMYY,bucket_2,-165.12219675579126,0.0,0.0,-155.27999999999997,0.0,2026-06-02
TEM/TEMT,bucket_1,-156.85370817068997,0.0,-155.519998,-1.5300000000000011,0.0,2026-06-02
NOW/NOWL,bucket_1,-155.78380299439507,0.0,-155.61,-0.4499999999999993,0.0,2026-06-02
MP/MPG,bucket_1,-151.68213745642186,0.0,-149.31999999999996,-2.6099999999999994,0.0,2026-06-02
HIMS/HMYY,bucket_2,-135.60494481107887,0.0,-122.00999999999999,-11.370000000000005,0.0,2026-06-02
OSCR/OSCX,bucket_1,-132.88768386179072,0.0,-131.38,-1.6199999999999974,0.0,2026-06-02
SHOP/SHPU,bucket_1,-130.33648129339443,0.0,-129.92000000000002,-0.5700000000000003,0.0,2026-06-02
RIOT/RIOX,bucket_1,-129.4796166392254,0.0,-125.54999999999995,-4.050000000000001,0.0,2026-06-02
ANET/ANEL,bucket_1,-126.49608100496675,0.0,-126.22,-0.4800000000000004,0.0,2026-06-02
GDX/(spot),bucket_1,-123.63999999999993,0.0,-123.64000000000001,0.0,0.0,2026-06-02
CNC/CNCG,bucket_1,-123.50754544717529,0.0,-123.53999999999996,-0.08999999999999986,0.0,2026-06-02
QCOM/(spot),bucket_1,-118.13806299999987,0.0,-118.13806299999999,0.0,0.0,2026-06-02
TTD/TTDU,bucket_1,-110.9947207257662,0.0,-110.25,-0.9299999999999997,0.0,2026-06-02
CEG/(spot),bucket_1,-110.24999999999989,0.0,-110.24999999999997,0.0,0.0,2026-06-02
SLV/ZSL,bucket_3,-102.12631025031283,0.0,-91.25999999999999,-10.589999999999975,0.0,2026-06-02
SOUN/SOUX,bucket_1,-100.34233762117225,0.0,-96.59,-3.809999999999995,0.0,2026-06-02
NIO/NIOG,bucket_1,-96.11646944660174,0.0,-95.46000000000001,-0.8100000000000023,0.0,2026-06-02
SMCI/SMCL,bucket_1,-91.764442531118,0.0,-88.88,-2.819999999999993,0.0,2026-06-02
RKT/(spot),bucket_1,-91.07999999999993,0.0,-91.08000000000004,0.0,0.0,2026-06-02
SNAP/SNAG,bucket_1,-88.23392400715613,0.0,-87.61,-0.6899999999999995,0.0,2026-06-02
DKNG/DKNX,bucket_1,-86.54714567662681,0.0,-86.21,-0.4800000000000004,0.0,2026-06-02
PANW/PANG,bucket_1,-83.45014785949206,0.0,-83.31,-0.27000000000001023,0.0,2026-06-02
SVIX/(spot),bucket_1,-83.33152391505348,0.0,-91.41533981224586,1.0020893589948,0.0,2026-06-02
ADBE/ADBG,bucket_1,-83.08919411444857,0.0,-82.94,-0.2699999999999996,0.0,2026-06-02
PAAS/(spot),bucket_1,-78.97,0.0,-78.97,0.0,0.0,2026-06-02
CIFR/CIFU,bucket_1,-78.19309272430007,0.0,-68.0,-10.11,0.0,2026-06-02
IBIT/(spot),bucket_1,-78.1287571853286,0.0,-78.12875718532905,0.0,0.0,2026-06-02
ETHA/(spot),bucket_1,-75.51000000000022,0.0,-75.50999999999999,0.0,0.0,2026-06-02
AVAV/(spot),bucket_1,-72.45000000000002,0.0,-72.45000000000002,0.0,0.0,2026-06-02
PANW/PALU,bucket_1,-71.94899023462222,0.0,-71.69999999999999,-0.35999999999999943,0.0,2026-06-02
LEU/LEUX,bucket_1,-70.54251751009315,0.0,-67.97999999999996,-2.609999999999985,0.0,2026-06-02
GDXJ/(spot),bucket_1,-69.44,0.0,-69.44,0.0,0.0,2026-06-02
SRPT/(spot),bucket_1,-67.59999999999997,0.0,-67.60000000000002,0.0,0.0,2026-06-02
PLTR/PTIR,bucket_1,-65.76789562615795,0.0,-65.51999999999998,-0.2700000000000031,0.0,2026-06-02
CLSZ/CLSK,bucket_4,-65.24202908738584,0.0,-51.285114230232466,-12.850407379397424,0.0,2026-06-02
RDDT/RDTL,bucket_1,-64.76562792782306,0.0,-63.13000000000011,-1.5300000000000011,0.0,2026-06-02
CVNA/(spot),bucket_1,-64.0,0.0,-64.0,0.0,0.0,2026-06-02
MSTZ/MSTR,bucket_4,-62.61531950140426,0.0,-60.33767585717925,-2.58,0.0,2026-06-02
UBER/UBRL,bucket_1,-61.69402209441273,0.0,-61.650000000000034,-0.120000000000001,0.0,2026-06-02
UEC/(spot),bucket_1,-60.30000000000018,0.0,-60.30000000000007,0.0,0.0,2026-06-02
VST/(spot),bucket_1,-60.17,0.0,-60.17,0.0,0.0,2026-06-02
MRNA/(spot),bucket_1,-59.889999999999986,0.0,-59.889999999999986,0.0,0.0,2026-06-02
XPEV/XPEG,bucket_1,-59.68907126202454,0.0,-59.16,-0.6000000000000014,0.0,2026-06-02
AVGO/AVGG,bucket_1,-57.20691275922991,0.0,-57.120000000000005,-0.12000000000000455,0.0,2026-06-02
SBET/SBTU,bucket_1,-56.321965700238195,0.0,-52.280000000000086,-3.8100000000000023,0.0,2026-06-02
MP/MPL,bucket_1,-54.4494177565728,0.0,-53.64,-0.9000000000000004,0.0,2026-06-02
PLTR/PLTU,bucket_1,-54.40189265471213,0.0,-54.120000000000005,-0.29999999999999716,0.0,2026-06-02
SOEZ/(spot),bucket_1,-53.63999899999999,0.0,-53.63999899999999,0.0,0.0,2026-06-02
QS/QSU,bucket_1,-53.03843303608221,0.0,-50.22000000000003,-2.759999999999998,0.0,2026-06-02
PLTR/PLTA,bucket_1,-51.73237550305055,0.0,-51.24000000000001,-0.5099999999999909,0.0,2026-06-02
CRWD/CRWL,bucket_1,-51.45865017565495,0.0,-51.0,-0.5400000000000063,0.0,2026-06-02
NVDA/NVDU,bucket_1,-50.95339265412986,0.0,-50.85,-0.1799999999999926,0.0,2026-06-02
NVDA/NVDL,bucket_1,-50.74393509440165,0.0,-50.64,-0.1799999999999926,0.0,2026-06-02
MSDD/MSTR,bucket_4,-50.349753093671666,0.0,-48.10767585717929,-2.5199999999999996,0.0,2026-06-02
GLW/(spot),bucket_1,-49.059999999999945,0.0,-49.059999999999974,0.0,0.0,2026-06-02
BA/(spot),bucket_1,-47.950000000000045,0.0,-47.95,0.0,0.0,2026-06-02
VRT/VRTL,bucket_1,-46.3364686837067,0.0,-45.360000000000014,-0.9899999999999949,0.0,2026-06-02
NVO/(spot),bucket_1,-45.299999999999955,0.0,-45.3,0.0,0.0,2026-06-02
SMCI/SMCX,bucket_1,-44.437886049847066,0.0,-42.299999999999955,-2.0999999999999996,0.0,2026-06-02
TSM/TSMU,bucket_1,-42.70427737287264,0.0,-42.389999999999986,-0.35999999999999943,0.0,2026-06-02
TSM/TSMG,bucket_1,-42.3762203606351,0.0,-42.11999999999999,-0.30000000000000426,0.0,2026-06-02
COPX/COPZ,bucket_1,-42.06923619564202,0.0,-41.579999999999984,-0.4799999999999969,0.0,2026-06-02
AVGO/AVL,bucket_1,-41.18901302878703,0.0,-41.02999999999997,-0.1799999999999926,0.0,2026-06-02
SOFI/SOFA,bucket_1,-40.793581654714444,0.0,-40.28,-0.4799999999999969,0.0,2026-06-02
LMND/LMNX,bucket_1,-39.3207541571696,0.0,-36.82,-2.460000000000001,0.0,2026-06-02
SPOT/SPOG,bucket_1,-38.52952942920706,0.0,-37.730000000000004,-0.8099999999999987,0.0,2026-06-02
PLTR/PLTG,bucket_1,-37.98243217525618,0.0,-37.72,-0.27,0.0,2026-06-02
WULF/WULX,bucket_1,-37.94439242634144,0.0,-31.590000000000146,-5.789999999999992,0.0,2026-06-02
AMZN/(spot),bucket_1,-37.51999999999998,0.0,-37.52000000000001,0.0,0.0,2026-06-02
SOFI/SOFX,bucket_1,-37.37719450775967,0.0,-36.489999999999995,-0.8699999999999992,0.0,2026-06-02
ALB/(spot),bucket_1,-37.03,0.0,-37.03,0.0,0.0,2026-06-02
FCX/FCXG,bucket_1,-36.37784670987199,0.0,-35.93000000000001,-0.45000000000000107,0.0,2026-06-02
GEV/(spot),bucket_1,-35.559999999999945,0.0,-35.56,0.0,0.0,2026-06-02
MARA/MRAL,bucket_1,-35.450130466960616,0.0,-34.25,-1.2299999999999995,0.0,2026-06-02
TDOG/TXXD,bucket_1,-34.77736006405712,0.0,-32.30999900000006,-2.34,0.0,2026-06-02
RGTI/RGTX,bucket_1,-34.299209346935186,0.0,-19.440000000000055,-14.490000000000009,0.0,2026-06-02
BULL/BULX,bucket_1,-34.10943384967187,0.0,-33.500001999999995,-0.6299999999999999,0.0,2026-06-02
NVDA/NVDB,bucket_1,-33.11318707970031,0.0,-32.89000000000001,-0.269999999999996,0.0,2026-06-02
XLF/FAZ,bucket_3,-30.7976625384509,0.0,-29.041582999999996,-1.5600000000000023,0.0,2026-06-02
TSM/TMYY,bucket_2,-29.109567863891115,0.0,-52.159234000000005,-5.01,0.0,2026-06-02
CONI/COIN,bucket_4,-28.296614991826402,0.0,-26.722917346418598,-1.59,0.0,2026-06-02
SMCI/SMYY,bucket_2,-27.340966366220982,0.0,148.99,-163.04999999999995,0.0,2026-06-02
DNN/(spot),bucket_1,-26.700000000000017,0.0,-26.700000000000003,0.0,0.0,2026-06-02
AFRM/(spot),bucket_1,-25.159999999999854,0.0,-25.159999999999968,0.0,0.0,2026-06-02
BULL/BULG,bucket_1,-24.96166429987835,0.0,-24.46,-0.509999999999998,0.0,2026-06-02
CMG/(spot),bucket_1,-24.889999999999873,0.0,-24.889999999999986,0.0,0.0,2026-06-02
NEM/(spot),bucket_1,-24.299999999999983,0.0,-24.30000000000001,0.0,0.0,2026-06-02
KWEB/CWEB,bucket_1,-23.79184940518485,0.0,-23.76000000000002,-0.02999999999999936,0.0,2026-06-02
KTOS/(spot),bucket_1,-23.67999999999995,0.0,-23.67999999999995,0.0,0.0,2026-06-02
UPST/(spot),bucket_1,-23.579999999999984,0.0,-23.579999999999984,0.0,0.0,2026-06-02
XOP/GUSH,bucket_1,-23.13692149742019,0.0,-22.96,-0.17999999999999972,0.0,2026-06-02
RGTI/RGTU,bucket_1,-22.440204829688128,0.0,-12.960000000000036,-9.3,0.0,2026-06-02
SATS/(spot),bucket_1,-21.239999999999895,0.0,-21.239999999999995,0.0,0.0,2026-06-02
KLAC/KLAG,bucket_1,-20.211097289056625,0.0,-19.70999999999998,-0.45000000000000284,0.0,2026-06-02
MSFT/MSFX,bucket_1,-19.55271476241728,0.0,-19.47,-0.0899999999999892,0.0,2026-06-02
TER/(spot),bucket_1,-19.359999999999673,0.0,-19.360000000000014,0.0,0.0,2026-06-02
MSFT/MSFU,bucket_1,-19.28624188020923,0.0,-19.200000000000003,-0.0899999999999963,0.0,2026-06-02
JOBY/JOBX,bucket_1,-18.99724441107952,0.0,-16.80000000000001,-2.1300000000000026,0.0,2026-06-02
SOXX/SOXL,bucket_1,-16.3920591447104,0.0,-16.1400000000001,-0.15000000000000036,0.0,2026-06-02
ASML/ASMU,bucket_1,-15.827990620199671,0.0,-14.850000000000009,-0.9299999999999926,0.0,2026-06-02
ASML/(spot),bucket_2,-15.809999999999942,0.0,-15.809999999999942,0.0,0.0,2026-06-02
BABA/BABX,bucket_1,-15.763236936736575,0.0,-15.509999999999991,-0.21000000000000085,0.0,2026-06-02
HOOD/(spot),bucket_1,-15.614440794681286,-1.3344407946849586,-14.279999999996562,0.0,0.0,2026-06-02
ARKK/(spot),bucket_1,-14.490000000000009,0.0,-14.490000000000009,0.0,0.0,2026-06-02
ACHR/ARCX,bucket_1,-13.973580094797228,0.0,-12.740000000000009,-1.019999999999996,0.0,2026-06-02
COHR/COHX,bucket_1,-13.960060103278536,0.0,-9.240000000000002,-4.560000000000002,0.0,2026-06-02
GOOGL/(spot),bucket_1,-11.910000000000764,0.0,-11.909999999999997,0.0,0.0,2026-06-02
PLUG/(spot),bucket_1,-11.75,0.0,-11.75,0.0,0.0,2026-06-02
BIDU/(spot),bucket_1,-11.64,0.0,-11.64,0.0,0.0,2026-06-02
AAPL/(spot),bucket_1,-11.5,0.0,-11.5,0.0,0.0,2026-06-02
FXI/YINN,bucket_1,-11.275954003088202,0.0,-11.219999999999999,-0.02999999999999936,0.0,2026-06-02
QQQ/TQQQ,bucket_1,-10.42722848771109,0.0,-10.360000000000014,-0.030000000000000027,0.0,2026-06-02
B/(spot),bucket_1,-10.350000000000001,0.0,-10.350000000000001,0.0,0.0,2026-06-02
NVDA/NVDG,bucket_1,-9.695407865805464,0.0,-9.68,-0.030000000000001137,0.0,2026-06-02
ETOR/(spot),bucket_1,-9.610000000000014,0.0,-9.610000000000014,0.0,0.0,2026-06-02
OKLO/OKLL,bucket_1,-9.576638018176823,0.0,0.0,-8.789999999999992,0.0,2026-06-02
URA/(spot),bucket_1,-8.799999999999955,0.0,-8.799999999999997,0.0,0.0,2026-06-02
PYPL/PYPG,bucket_1,-7.9280056297125725,0.0,-7.669999999999995,-0.23999999999999844,0.0,2026-06-02
EWW/(spot),bucket_1,-7.280000000000001,0.0,-7.280000000000001,0.0,0.0,2026-06-02
APH/(spot),bucket_1,-7.259999999999991,0.0,-7.259999999999998,0.0,0.0,2026-06-02
IWM/(spot),bucket_1,-7.25,0.0,-7.25,0.0,0.0,2026-06-02
XYZ/XYZG,bucket_1,-6.806294831993739,0.0,-6.620000000000019,-0.1200000000000001,0.0,2026-06-02
LRCX/(spot),bucket_1,-6.360000000000127,0.0,-6.360000000000014,0.0,0.0,2026-06-02
BABA/BBYY,bucket_2,-5.861821270258133,0.0,45.0,-45.47999999999999,0.0,2026-06-02
BABA/BABU,bucket_1,-5.703809717250124,0.0,-5.359999999999999,-0.33000000000000007,0.0,2026-06-02
RBLX/(spot),bucket_1,-4.800000000000182,0.0,-4.7999999999999545,0.0,0.0,2026-06-02
SPY/SPXL,bucket_1,-4.558809266679646,0.0,-4.420000000000002,-0.08999999999999986,0.0,2026-06-02
UPS/UPSG,bucket_1,-3.8415495076915533,0.0,-3.780000000000001,-0.0600000000000005,0.0,2026-06-02
QQQ/TQQY,bucket_3,-3.568847790070869,0.0,-1.4162980000000012,-2.1899999999999977,0.0,2026-06-02
SBUX/(spot),bucket_1,-2.650000000000002,0.0,-2.6500000000000004,0.0,0.0,2026-06-02
APP/APPX,bucket_1,-2.4420992498345413,0.0,-1.5299999999999727,-0.5999999999999943,0.0,2026-06-02
NFLX/(spot),bucket_1,-1.5299999999999727,0.0,-1.5300000000000011,0.0,0.0,2026-06-02
HIMS/(spot),bucket_1,-1.4063891378708604,-1.4063891378696667,-1.1368683772161603e-12,0.0,0.0,2026-06-02
UNH/(spot),bucket_1,-1.349999999999909,0.0,-1.3500000000000227,0.0,0.0,2026-06-02
NVDA/NVYY,bucket_3,-1.3276442464421123,0.0,-1.2252039999999997,-0.1200000000000001,0.0,2026-06-02
EWJ/EWV,bucket_3,-0.8478520830801131,0.0,-0.6007319999999936,-0.41999999999999993,0.0,2026-06-02
NU/(spot),bucket_1,-0.5600000000004002,0.0,-0.5599999999999987,0.0,0.0,2026-06-02
NOK/(spot),bucket_1,-0.41849999999999454,0.0,-0.4185000000000001,0.0,0.0,2026-06-02
UNH/UNHU,bucket_1,-0.1346051584320298,0.0,-0.10000000000000009,-0.03,0.0,2026-06-02
TSM/TSMY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
META/FBY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSTR/MSTW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
XRP/XRPZ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSTR/MSTY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SMCZ/SMCI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
TBX/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
SKF/XLF,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
SDOW/DIA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XYZ/XYZY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SCO/USO,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
TWM/IWM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XOM/XOMX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
XOM/XOMO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
XOM/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SNDQ/SNDK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
SLV/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSTR/MSOO,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
SNOW/SNOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
TBT/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
MRVL/MRVU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
STSM/TSM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPY/XYLG,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSFT/MSFL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
TECS/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPY/XYLD,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSFT/MSFO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
