pair_key,bucket,d_total,d_real,d_unr,d_borrow,d_pil,day
PONY/(spot),bucket_1,199.88,0.0,199.88,0.0,0.0,2026-06-02
TSUI/TXXS,bucket_1,211.34124701645578,0.0,221.50000099999988,-9.21,0.0,2026-06-02
CIFR/(spot),bucket_1,226.79999999999927,0.0,226.79999999999927,0.0,0.0,2026-06-02
OKTA/(spot),bucket_1,231.27999999999997,0.0,231.2800000000001,0.0,0.0,2026-06-02
DUOL/(spot),bucket_1,231.35000000000014,0.0,231.35000000000002,0.0,0.0,2026-06-02
IONQ/IONL,bucket_1,238.08477967113595,0.0,243.6500000000001,-4.680000000000007,0.0,2026-06-02
CORZ/(spot),bucket_1,248.20000000000073,0.0,248.20000000000005,0.0,0.0,2026-06-02
HOOD/HOYY,bucket_2,258.3992460195768,0.0,379.030005,-114.4799999999999,0.0,2026-06-02
IONQ/IONX,bucket_1,261.03375556924584,0.0,268.28999999999996,-6.27000000000001,0.0,2026-06-02
DELL/(spot),bucket_1,270.2999999999997,0.0,270.29999999999995,0.0,0.0,2026-06-02
BABA/(spot),bucket_2,273.7524436177216,6.2016536898956335e-09,273.75244361152,0.0,0.0,2026-06-02
COIN/COYY,bucket_2,277.79905647762644,0.0,353.53000000000065,-62.04000000000002,0.0,2026-06-02
U/(spot),bucket_1,306.0,0.0,306.0,0.0,0.0,2026-06-02
BMNR/BMNU,bucket_1,310.5258605538189,0.0,320.18000000000006,-8.189999999999998,0.0,2026-06-02
EWY/(spot),bucket_1,326.10000000000014,0.0,326.0999999999999,0.0,0.0,2026-06-02
QBTS/QBY,bucket_2,336.18281968178474,0.0,453.260005,-109.56000000000003,0.0,2026-06-02
ZETA/(spot),bucket_1,342.51,0.0,342.51,0.0,0.0,2026-06-02
BLSH/BLSG,bucket_1,345.1843056443324,0.0,347.40999899999997,-1.1699999999999982,0.0,2026-06-02
QUBT/(spot),bucket_1,367.22000000000116,0.0,367.2199999999998,0.0,0.0,2026-06-02
NVDA/NVDQ,bucket_3,367.2960794904866,0.0,376.093981,-7.649999999999977,0.0,2026-06-02
BE/BEG,bucket_1,375.1879747804847,0.0,390.3399999999999,-13.709999999999994,0.0,2026-06-02
FIGR/FGRU,bucket_1,376.51813950154155,198.38218840000013,185.825781,-7.0800000000000125,0.0,2026-06-02
UUUU/UUUG,bucket_1,396.5045737393468,0.0,404.93000000000006,-6.8999999999999915,0.0,2026-06-02
FIG/(spot),bucket_1,403.3800000000001,0.0,403.3800000000001,0.0,0.0,2026-06-02
BEZ/BE,bucket_4,405.0706081078797,0.0,505.9482629526783,-101.67000000000002,0.0,2026-06-02
SNOW/(spot),bucket_1,442.98,0.0,442.98,0.0,0.0,2026-06-02
ORCL/(spot),bucket_1,447.39999999999964,0.0,447.39999999999986,0.0,0.0,2026-06-02
TSM/(spot),bucket_2,476.9283265474098,346.1176290700075,130.81069747740275,0.0,0.0,2026-06-02
BBAI/(spot),bucket_1,498.9000000000001,0.0,498.9000000000001,0.0,0.0,2026-06-02
RKLZ/RKLB,bucket_4,511.93585849468445,0.0,527.5065826487903,-17.160000000000004,0.0,2026-06-02
OPEN/(spot),bucket_1,527.5799999999999,0.0,527.5800000000002,0.0,0.0,2026-06-02
ONDS/(spot),bucket_1,546.0,0.0,546.0,0.0,0.0,2026-06-02
CRDO/CRDU,bucket_1,547.4617338860835,0.0,553.3199999999997,-3.839999999999989,0.0,2026-06-02
QBTS/QBTX,bucket_1,565.4283483371009,0.0,591.6899999999996,-23.879999999999967,0.0,2026-06-02
MU/(spot),bucket_1,580.1530340000008,0.0,580.1530340000008,0.0,0.0,2026-06-02
GLXY/(spot),bucket_1,586.9083919999998,0.0,586.9083920000003,0.0,0.0,2026-06-02
MARA/(spot),bucket_2,609.7890032258629,-67.70099677413509,677.4899999999977,0.0,0.0,2026-06-02
USAR/(spot),bucket_1,621.96,0.0,621.96,0.0,0.0,2026-06-02
SMCI/(spot),bucket_2,652.9153709235143,-110.49715088457378,763.4125218080881,0.0,0.0,2026-06-02
ARM/(spot),bucket_1,666.7199999999998,0.0,666.72,0.0,0.0,2026-06-02
HUT/(spot),bucket_1,702.1500000000015,0.0,702.1500000000005,0.0,0.0,2026-06-02
CRCL/CRCA,bucket_1,725.9207646283878,0.0,733.2,-5.039999999999992,0.0,2026-06-02
CLSK/(spot),bucket_1,738.1755216096299,0.0,738.1651142302326,0.010407379397418537,0.0,2026-06-02
CLS/(spot),bucket_1,782.0400000000001,0.0,782.0400000000002,0.0,0.0,2026-06-02
FLY/FLYT,bucket_1,806.2974271796575,0.0,819.7882010000003,-18.330000000000013,0.0,2026-06-02
HIMS/(spot),bucket_2,849.8763891378709,1.4063891378696702,848.4700000000012,0.0,0.0,2026-06-02
META/FBYY,bucket_2,875.8572512521989,0.0,898.6999999999998,-15.030000000000001,0.0,2026-06-02
CORD/CRWV,bucket_4,879.7824853616003,0.0,911.2125076334089,-24.900000000000006,0.0,2026-06-02
PL/PLU,bucket_1,906.579004853539,222.085193,692.814505,-7.02,0.0,2026-06-02
BE/BEX,bucket_1,915.1487647756721,0.0,924.0,-5.52000000000001,0.0,2026-06-02
ALAB/LABX,bucket_1,956.3074732060777,118.31698515000062,841.7294380000003,-1.5600000000000023,0.0,2026-06-02
CRCL/CRCG,bucket_1,981.4854951378961,0.0,987.8000000000001,-3.2700000000000102,0.0,2026-06-02
CRCL/CCUP,bucket_1,993.9916132629613,0.0,1010.8000000000001,-13.680000000000007,0.0,2026-06-02
LITE/(spot),bucket_1,1000.8000000000001,0.0,1000.8000000000001,0.0,0.0,2026-06-02
RKLB/RKLX,bucket_1,1066.9845554026429,301.44705299999987,771.676463,-4.890000000000001,0.0,2026-06-02
RIOT/(spot),bucket_2,1113.6663157295475,-36.89368427045383,1150.5600000000013,0.0,0.0,2026-06-02
SNDK/(spot),bucket_1,1129.6499999999996,0.0,1129.6500000000015,0.0,0.0,2026-06-02
RCAT/(spot),bucket_1,1301.5200000000004,0.0,1301.5200000000004,0.0,0.0,2026-06-02
KEEL/BTFL,bucket_1,1410.3600000000006,0.0,1410.3600000000006,0.0,0.0,2026-06-02
IREN/(spot),bucket_1,1458.4197315843048,0.0,1458.419731584303,0.0,0.0,2026-06-02
EOSE/(spot),bucket_1,1479.8643870000014,0.0,1479.864387,0.0,0.0,2026-06-02
ASTS/ASTX,bucket_1,1496.8336351291464,706.6783800500001,803.6961810000003,-10.649999999999977,0.0,2026-06-02
RDW/RDWU,bucket_1,1520.9822444946767,0.0,1553.3100000000004,-28.170000000000016,0.0,2026-06-02
NBIZ/NBIS,bucket_4,1797.4226052503764,0.0,1813.9627619834682,-9.089999999999996,0.0,2026-06-02
NVTS/NVTX,bucket_1,1812.7273153635178,2537.922136950001,-690.0626680000005,-39.54000000000008,0.0,2026-06-02
IBIT/XBTY,bucket_2,1929.3837439873457,0.0,1983.87,-41.49000000000001,0.0,2026-06-02
MSTR/MTYY,bucket_2,3000.8360689416922,0.0,3080.320014000001,-57.24000000000001,0.0,2026-06-02
LUNR/LUNL,bucket_1,3160.6986279858575,0.0,3229.1200000000003,-59.55000000000001,0.0,2026-06-02
NBIS/(spot),bucket_1,5782.877237016532,0.0,5782.877237016528,0.0,0.0,2026-06-02
CRWV/(spot),bucket_1,5788.099554179595,0.0,5788.0995541795955,0.0,0.0,2026-06-02
CRML/(spot),bucket_1,7890.950000000001,0.0,7890.95,0.0,0.0,2026-06-02
AAOI/(spot),bucket_1,9268.4,0.0,9268.4,0.0,0.0,2026-06-02
