date,bucket,underlying,symbols,cum_pnl_usd
2026-05-19,bucket_4,ASTS,"ASTN, ASTS",548.7961761318392
2026-05-19,bucket_4,BKNG,BKNU,-42.80836925
2026-05-19,bucket_4,CLSK,CLSK,75.27881576350717
2026-05-19,bucket_4,CRCL,CRCD,-528.6449271350839
2026-05-19,bucket_4,CRWV,CORD,-1487.385641213456
2026-05-19,bucket_4,DIA,"DIA, DXD, SDOW",-54.43064591
2026-05-19,bucket_4,IREN,IREZ,-2486.676735879168
2026-05-19,bucket_4,MSTR,"MSTR, MSTZ",-231.19155232565024
2026-05-19,bucket_4,NBIS,NBIZ,-1091.1524932833004
2026-05-19,bucket_4,QBTS,"QBTS, QBTZ",-492.6266716353098
2026-05-19,bucket_4,QQQ,QID,71.65317078
2026-05-19,bucket_4,RKLB,RKLZ,132.71368262643605
2026-05-19,bucket_4,XLK,"WEBS, XLK",311.69477971000003
2026-05-20,bucket_1,AAL,"AAL, AALG",-145.03944628
2026-05-20,bucket_1,AAOI,"AAOI, AAOX",-894.0795313500003
2026-05-20,bucket_1,AAPL,"AAPB, AAPL, AAPU, AAPX",-122.12396323611848
2026-05-20,bucket_1,ABNB,"ABNB, ABNG",-23.73783025
2026-05-20,bucket_1,ACHR,"ACHR, ARCX",156.12478971884462
2026-05-20,bucket_1,ADBE,"ADBE, ADBG",-34.00462273362615
2026-05-20,bucket_1,AFRM,"AFRM, AFRU",17.631801044105373
2026-05-20,bucket_1,AI,AI,-805.05591221
2026-05-20,bucket_1,ALAB,"ALAB, LABX",-379.9063466459029
2026-05-20,bucket_1,ALB,"ALB, ALBG",-48.16928517635583
2026-05-20,bucket_1,AMD,"AMD, AMDG, AMDL, AMUU",-8594.6894071895
2026-05-20,bucket_1,AMZN,"AMZN, AMZU, AMZZ",-1116.3211968129183
2026-05-20,bucket_1,ANET,"ANEL, ANET",20.92652325325878
2026-05-20,bucket_1,APH,"APH, APHU",92.17811632078974
2026-05-20,bucket_1,APP,"APP, APPX",138.1687286714656
2026-05-20,bucket_1,ARKK,"ARKK, TARK",74.80745074793091
2026-05-20,bucket_1,ARM,"ARM, ARMG",463.87889042607605
2026-05-20,bucket_1,ASHR,"ASHR, CHAU",-20.15486933
2026-05-20,bucket_1,ASML,"ASMG, ASML, ASMU",564.8151493416941
2026-05-20,bucket_1,ASTS,"ASTS, ASTX",341.2923752437116
2026-05-20,bucket_1,AVAV,"AVAV, AVXX",36.0356867896636
2026-05-20,bucket_1,AVGO,"AVGG, AVGO, AVL",847.5485136682946
2026-05-20,bucket_1,AXON,AXON,-107.215687
2026-05-20,bucket_1,BA,"BA, BOEG, BOEU",978.1317459699012
2026-05-20,bucket_1,BABA,"BABA, BABU, BABX",709.7139816063186
2026-05-20,bucket_1,BBAI,"BAIG, BBAI",594.2982492356844
2026-05-20,bucket_1,BE,"BE, BEG, BEX",931.8185111562022
2026-05-20,bucket_1,BIDU,"BIDG, BIDU",-21.942726250000007
2026-05-20,bucket_1,BKNG,BKNU,-0.64
2026-05-20,bucket_1,BLSH,"BLSG, BLSH",2276.7776814353
2026-05-20,bucket_1,BMNR,"BMNG, BMNR, BMNU",408.3090415491538
2026-05-20,bucket_1,BULL,"BULG, BULL",57.48522177193439
2026-05-20,bucket_1,CEG,"CEG, CEGX",336.0726700224483
2026-05-20,bucket_1,CELH,CELH,17.107270300000092
2026-05-20,bucket_1,CHNL,"CHNL, CHNU",-49.33045225
2026-05-20,bucket_1,CIFR,"CIFG, CIFR, CIFU",713.689332126655
2026-05-20,bucket_1,CLS,"CLS, CSEX",159.11683514001686
2026-05-20,bucket_1,CLSK,"CLSK, CLSX",-1305.1682050710597
2026-05-20,bucket_1,CMG,"CMG, CMGG",224.6324565543846
2026-05-20,bucket_1,CNC,"CNC, CNCG",-489.0455637428495
2026-05-20,bucket_1,COHR,"COHR, COHX",-32.04749384902622
2026-05-20,bucket_1,COIN,"COIA, COIG, COIN, CONL, CONX",429.6001481856842
2026-05-20,bucket_1,COPX,"COPX, COPZ",529.432451133606
2026-05-20,bucket_1,CORZ,"CORZ, COZX",172.16409650419564
2026-05-20,bucket_1,COST,"COST, COTG",28.104537409999992
2026-05-20,bucket_1,CRCL,"CCUP, CRCA, CRCG, CRCL",2199.9059436073057
2026-05-20,bucket_1,CRDO,"CRDO, CRDU",360.8296483110598
2026-05-20,bucket_1,CRM,"CRM, CRMG",-113.17836010055272
2026-05-20,bucket_1,CRML,"CRML, CRMU",3091.79999233425
2026-05-20,bucket_1,CRWD,"CRWD, CRWL",-140.04803006055377
2026-05-20,bucket_1,CRWV,"CRWG, CRWU, CRWV, CWVX",2796.5310055898426
2026-05-20,bucket_1,CSCO,"CSCL, CSCO",99.41412463000006
2026-05-20,bucket_1,CVNA,CVNA,-241.811604
2026-05-20,bucket_1,DASH,DASH,-319.85229642
2026-05-20,bucket_1,DELL,"DELL, DLLL",-3.0533374592146174
2026-05-20,bucket_1,DIA,DIA,64.971929
2026-05-20,bucket_1,DJT,"DJT, DJTU",-97.77615035
2026-05-20,bucket_1,DKNG,"DKNG, DKNX",-404.838921035842
2026-05-20,bucket_1,DNN,"DNN, DNNG",76.48575713114809
2026-05-20,bucket_1,DUOL,"DUOG, DUOL",-1.001799137132366
2026-05-20,bucket_1,EOSE,"EOSE, EOSU",-256.9248200061402
2026-05-20,bucket_1,ETHA,"ETHA, ETHT, ETHU, ETU",874.4984876691019
2026-05-20,bucket_1,EWJ,EWJ,388.275936
2026-05-20,bucket_1,EWW,"EWW, MEXX",64.52800756444371
2026-05-20,bucket_1,EWY,"EWY, KORU",38.50874249471417
2026-05-20,bucket_1,FCX,"FCX, FCXG",135.78553021540444
2026-05-20,bucket_1,FIG,"FIG, FIGG",22.51918259224476
2026-05-20,bucket_1,FIGR,"FGRU, FIGR",-62.8788111981894
2026-05-20,bucket_1,FLY,"FLY, FLYT",1002.8890152295488
2026-05-20,bucket_1,FUTU,"FUTG, FUTU",-6.0440472500000055
2026-05-20,bucket_1,FXI,"FXI, YINN",344.48806356741613
2026-05-20,bucket_1,GDX,"GDX, GDXU, NUGT",4326.315298193587
2026-05-20,bucket_1,GDXJ,"GDXJ, JNUG",-96.8782018739447
2026-05-20,bucket_1,GEMI,"GEMG, GEMI",-4.002857323536091
2026-05-20,bucket_1,GEV,"GEV, GEVG, GEVX",326.2898844970582
2026-05-20,bucket_1,GLW,"GLW, GLWG",-2.22849002315769
2026-05-20,bucket_1,GLXY,"GLGG, GLXU, GLXY",302.9776241456127
2026-05-20,bucket_1,GME,"GME, GMEU",13.299362725521313
2026-05-20,bucket_1,GOOGL,"GGLL, GOOGL, GOOX",689.2212072406865
2026-05-20,bucket_1,GRAB,"GRAB, GRAG",-252.69215246
2026-05-20,bucket_1,HIMS,"HIMS, HIMZ",1645.8341511596689
2026-05-20,bucket_1,HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",2351.48499132442
2026-05-20,bucket_1,HUT,"HUT, HUTG",740.102382031947
2026-05-20,bucket_1,IBIT,"BITU, BITX, BTCL, IBIT",-1028.8550926440937
2026-05-20,bucket_1,IBM,"IBM, IBX",-12.246726250000004
2026-05-20,bucket_1,INTC,"INTC, INTW",-1029.2338315805064
2026-05-20,bucket_1,IONQ,"IONL, IONQ, IONX, QPUX",-1223.461192551963
2026-05-20,bucket_1,IREN,"IRE, IREG, IREN, IREX",3999.042775410883
2026-05-20,bucket_1,ISRG,"ISRG, ISUL",76.10789711999996
2026-05-20,bucket_1,IWM,"IWM, URTY",29.536582378035533
2026-05-20,bucket_1,JOBY,"JOBX, JOBY",35.92251306535459
2026-05-20,bucket_1,KEEL,"BTFL, KEEX",367.0455889937548
2026-05-20,bucket_1,KLAC,"KLAC, KLAG",741.6273205083394
2026-05-20,bucket_1,KTOS,"KTOS, KTUP",-58.0550527729074
2026-05-20,bucket_1,KWEB,"CWEB, KWEB",330.28600542468644
2026-05-20,bucket_1,LAC,"LAC, LACG",264.1150670762053
2026-05-20,bucket_1,LCID,"LCDL, LCID",-94.99625405
2026-05-20,bucket_1,LEU,"LEU, LEUX",779.4268483915744
2026-05-20,bucket_1,LITE,"LITE, LITX",716.5177336523357
2026-05-20,bucket_1,LLY,"ELIL, LLY",115.96258343
2026-05-20,bucket_1,LMND,"LMND, LMNX",-23.74460723958751
2026-05-20,bucket_1,LMT,"LMT, LMTL",-12.970560700000078
2026-05-20,bucket_1,LRCX,"LRCU, LRCX",117.4470117798782
2026-05-20,bucket_1,LUNR,"LUNL, LUNR",-114.38953899125296
2026-05-20,bucket_1,MARA,"MARA, MRAL",1249.3719764405323
2026-05-20,bucket_1,META,"FBL, META, METU",698.2401249150582
2026-05-20,bucket_1,MP,"MP, MPG, MPL",-26.041730318689275
2026-05-20,bucket_1,MRNA,"MRNA, MRNX",480.0405443388597
2026-05-20,bucket_1,MRVL,"MRVL, MRVU, MVLL",16.835158627534838
2026-05-20,bucket_1,MSFT,"MSFL, MSFT, MSFU, MSFX",-2291.570278032233
2026-05-20,bucket_1,MSTR,"MSTR, MSTU, MSTX",-35.552273068957504
2026-05-20,bucket_1,MU,"MU, MULL, MUU",182.6824477611226
2026-05-20,bucket_1,NBIS,"NBIG, NBIL, NBIS, NEBX",1403.9774403068368
2026-05-20,bucket_1,NEM,"NEM, NEMG",1.9886928440151337
2026-05-20,bucket_1,NET,"NET, NETG",39.05850382487856
2026-05-20,bucket_1,NFLX,"NFLU, NFLX, NFXL",353.9473276120151
2026-05-20,bucket_1,NIO,"NIO, NIOG",36.1174667630101
2026-05-20,bucket_1,NOK,"LNOK, NOK",-472.09817924999993
2026-05-20,bucket_1,NOW,"NOW, NOWL",30.408902113955094
2026-05-20,bucket_1,NU,"NU, NUG",-112.25117764026254
2026-05-20,bucket_1,NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",418.2836470788461
2026-05-20,bucket_1,NVO,"NVO, NVOX",-18.078795313904493
2026-05-20,bucket_1,NVTS,"NVTS, NVTX",2417.4464819880995
2026-05-20,bucket_1,OKLO,"OKLL, OKLO",253.45198257416268
2026-05-20,bucket_1,OKTA,"OKTA, OKTG",32.525800700248055
2026-05-20,bucket_1,ONDS,"ONDG, ONDL, ONDS",543.873039588254
2026-05-20,bucket_1,OPEN,"OPEG, OPEN, OPEX",-286.0373817222744
2026-05-20,bucket_1,ORCL,"ORCL, ORCU, ORCX",63.311407142025246
2026-05-20,bucket_1,ORLY,"ORLG, ORLY",-3.1369749999999925
2026-05-20,bucket_1,OSCR,"OSCG, OSCR, OSCX",-404.8912788678572
2026-05-20,bucket_1,PAAS,"PAAS, PAAU",-399.8802421291633
2026-05-20,bucket_1,PANW,"PALU, PANG, PANW",-1527.4500708358792
2026-05-20,bucket_1,PBR,"PBR, PBRG",-68.59692988
2026-05-20,bucket_1,PL,"PL, PLU",109.0701919877992
2026-05-20,bucket_1,PLTR,"PLTA, PLTR, PLTU, PTIR",-252.1909729095746
2026-05-20,bucket_1,PLUG,"PLUG, PLUL",748.782034550979
2026-05-20,bucket_1,PONY,"PONX, PONY",-312.513099042616
2026-05-20,bucket_1,PYPL,"PYPG, PYPL",-1260.7247611354603
2026-05-20,bucket_1,QBTS,"QBTS, QBTX",-851.9327251289178
2026-05-20,bucket_1,QCOM,"QCMU, QCOM",-289.827258053087
2026-05-20,bucket_1,QQQ,"QQQ, TQQQ",-785.2217810743302
2026-05-20,bucket_1,QS,"QS, QSU",103.40147191697363
2026-05-20,bucket_1,QUBT,"QUBT, QUBX",865.4207533384442
2026-05-20,bucket_1,RBLX,"RBLU, RBLX",-891.1633240944848
2026-05-20,bucket_1,RCAT,"RCAT, RCAX",152.92944480079677
2026-05-20,bucket_1,RDDT,"RDDT, RDTL",-684.084124879696
2026-05-20,bucket_1,RDW,"RDW, RDWU",719.9441980838374
2026-05-20,bucket_1,RGTI,"RGTI, RGTU, RGTX",290.4991983927946
2026-05-20,bucket_1,RIOT,"RIOT, RIOX",718.4200273358215
2026-05-20,bucket_1,RKLB,"RKLB, RKLX",243.41289312637764
2026-05-20,bucket_1,RKT,"RKT, RKTL",351.2836764346239
2026-05-20,bucket_1,RTX,"RTX, RTXG",-24.894027250000025
2026-05-20,bucket_1,SATS,"SATG, SATS",59.77806015387125
2026-05-20,bucket_1,SBET,"SBET, SBTU",-13.822899840569503
2026-05-20,bucket_1,SBUX,"SBU, SBUX",-15.837573250000002
2026-05-20,bucket_1,SHOP,"SHOP, SHPU",-9.948191375799524
2026-05-20,bucket_1,SLV,SLV,950.289985
2026-05-20,bucket_1,SMCI,"SMCI, SMCL",70.54870611149312
2026-05-20,bucket_1,SNAP,"SNAG, SNAP",-63.48928283762156
2026-05-20,bucket_1,SNDK,"SNDK, SNDU, SNXX",-648.2504918962859
2026-05-20,bucket_1,SNOW,"SNOU, SNOW",-259.45722669385395
2026-05-20,bucket_1,SOEZ,"SOEZ, SOLT",334.6843603068264
2026-05-20,bucket_1,SOFI,"SOFA, SOFI, SOFX",75.4091011038604
2026-05-20,bucket_1,SOUN,"SOUN, SOUX",88.00077661127123
2026-05-20,bucket_1,SOXX,"SOXL, SOXX",444.7158357926569
2026-05-20,bucket_1,SPOT,"SPOG, SPOT",106.4615730791908
2026-05-20,bucket_1,SPY,"SPXL, SPY",15.61730919003118
2026-05-20,bucket_1,TDOG,"TDOG, TXXD",-57.1232820185096
2026-05-20,bucket_1,TEM,"TEM, TEMT",-202.36100167912585
2026-05-20,bucket_1,TER,"TER, TERG",625.239487187027
2026-05-20,bucket_1,TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",469.37943143167575
2026-05-20,bucket_1,TSM,"TSM, TSMG, TSMU",843.946219426645
2026-05-20,bucket_1,TSUI,"TSUI, TXXS",30.592658291551288
2026-05-20,bucket_1,TTD,"TTD, TTDU",5.783709504908302
2026-05-20,bucket_1,U,"U, UNX",187.1963472454031
2026-05-20,bucket_1,UBER,"UBER, UBRL",79.92975486927418
2026-05-20,bucket_1,UEC,"UEC, UECG",522.0849047615297
2026-05-20,bucket_1,UNH,"UNH, UNHG",-137.7920084428638
2026-05-20,bucket_1,UPS,"UPS, UPSG",-26.98545548545421
2026-05-20,bucket_1,UPST,"UPST, UPSX",-21.81006014265376
2026-05-20,bucket_1,URA,"URA, URAA",409.36107469389776
2026-05-20,bucket_1,USAR,"USAR, USGG",221.27191335820496
2026-05-20,bucket_1,UUUU,"UUUG, UUUU",132.70891711552758
2026-05-20,bucket_1,VALE,"VALE, VALG",-7.902814299999989
2026-05-20,bucket_1,VRT,"VRT, VRTL",353.485787964215
2026-05-20,bucket_1,VST,"VST, VSTL",5.614492206005735
2026-05-20,bucket_1,WDC,"WDC, WDCX",24.48201374182532
2026-05-20,bucket_1,WULF,"WULF, WULX",591.392041117414
2026-05-20,bucket_1,XBI,"LABU, XBI",79.23486328000001
2026-05-20,bucket_1,XLE,"ERX, XLE",-133.58269224999998
2026-05-20,bucket_1,XLF,XLF,-19.135827
2026-05-20,bucket_1,XLK,XLK,-138.632917
2026-05-20,bucket_1,XOM,"XOM, XOMX",87.46254221197535
2026-05-20,bucket_1,XOP,"GUSH, XOP",-61.50334813209816
2026-05-20,bucket_1,XPEV,"XPEG, XPEV",178.08671556257775
2026-05-20,bucket_1,XRPZ,"GXRP, UXRP, XRPT, XXRP",1058.9916985315294
2026-05-20,bucket_1,XYZ,"XYZ, XYZG",-967.71955029532
2026-05-20,bucket_1,ZETA,"ZETA, ZETX",49.3131787810738
2026-05-20,bucket_2,AAPL,APLY,-103.76495595
2026-05-20,bucket_2,ABNB,ABNB,-319.038604
2026-05-20,bucket_2,AI,AIYY,733.4852614600001
2026-05-20,bucket_2,AMD,"AMD, AMDY, AMYY",6390.594961183742
2026-05-20,bucket_2,AMZN,"AMZW, AMZY",1411.58432284
2026-05-20,bucket_2,ARM,ARMW,-394.01817473
2026-05-20,bucket_2,ASML,ASML,-1.3495760000000097
2026-05-20,bucket_2,BABA,"BABA, BABO, BBYY",-347.3796746422552
2026-05-20,bucket_2,CMG,CMG,-73.843729
2026-05-20,bucket_2,COIN,"COIN, COIW, CONY, COYY",2948.7586265777195
2026-05-20,bucket_2,CVNA,"CVNA, CVNY",-506.98012811
2026-05-20,bucket_2,DKNG,"DKNG, DRAY",67.4398085
2026-05-20,bucket_2,GOOGL,GOOY,138.45614422000003
2026-05-20,bucket_2,HIMS,"HIMS, HMYY",-1403.915810223692
2026-05-20,bucket_2,HOOD,"HOOD, HOOW, HOOY, HOYY",-1899.1087121354617
2026-05-20,bucket_2,IBIT,"IBIT, XBTY",143.4727233970534
2026-05-20,bucket_2,IONQ,"IONQ, IOYY",811.0710472593719
2026-05-20,bucket_2,MARA,"MAAY, MARA, MARO",3948.457525021669
2026-05-20,bucket_2,META,"FBY, FBYY, META, METW",-426.6050270055614
2026-05-20,bucket_2,MSFT,"MSFO, MSFW",1390.44038577
2026-05-20,bucket_2,MSTR,"MSTR, MSTW, MSTY, MTYY",5760.686848077845
2026-05-20,bucket_2,NFLX,"NFLW, NFLY",-483.08011771
2026-05-20,bucket_2,NVDA,NVDY,13.093847689999995
2026-05-20,bucket_2,PLTR,PLTW,772.4335369099999
2026-05-20,bucket_2,PYPL,PYPY,1191.33550389
2026-05-20,bucket_2,QBTS,"QBTS, QBY",-111.54141206191488
2026-05-20,bucket_2,QQQ,"JEPQ, QQQX, QYLD, QYLG",311.44778075
2026-05-20,bucket_2,RBLX,RBLY,575.5320815400001
2026-05-20,bucket_2,RDDT,RDYY,690.08119775
2026-05-20,bucket_2,RIOT,"RIOT, RTYY",225.3047521304084
2026-05-20,bucket_2,SMCI,"SMCI, SMYY",102.159479938925
2026-05-20,bucket_2,SNOW,SNOY,606.9012534699999
2026-05-20,bucket_2,SPY,"JEPI, SPYI, XYLD, XYLG",-88.87323578000002
2026-05-20,bucket_2,TSLA,"TSLW, TSLY",581.88873331
2026-05-20,bucket_2,TSM,TSMY,-394.89204713
2026-05-20,bucket_2,XOM,"XOM, XOMO",-54.51976694197526
2026-05-20,bucket_2,XYZ,XYZY,957.76321044
2026-05-20,bucket_3,AMZO,AMZO,4039.6070769738094
2026-05-20,bucket_3,AZYY,AZYY,99.42178575
2026-05-20,bucket_3,DUST,DUST,-2836.3955185503387
2026-05-20,bucket_3,EWV,EWV,-322.1681959618612
2026-05-20,bucket_3,FAZ,FAZ,-98.2944472413009
2026-05-20,bucket_3,LABD,LABD,182.0132034752472
2026-05-20,bucket_3,NVDQ,NVDQ,1533.8358890231764
2026-05-20,bucket_3,NVYY,NVYY,-56.48585236708599
2026-05-20,bucket_3,SDS,SDS,639.2611372020538
2026-05-20,bucket_3,SOXS,SOXS,2298.991211909454
2026-05-20,bucket_3,SQQQ,SQQQ,1372.3058310480153
2026-05-20,bucket_3,TQQY,TQQY,-10.823632038090386
2026-05-20,bucket_3,TSLQ,TSLQ,427.3488932772728
2026-05-20,bucket_3,TSYY,TSYY,2.5848066664516853
2026-05-20,bucket_3,ZSL,ZSL,-1654.4661160879868
2026-05-20,bucket_4,ASTS,"ASTN, ASTS",705.0479494573933
2026-05-20,bucket_4,BKNG,BKNU,-42.80836925
2026-05-20,bucket_4,CRCL,CRCD,-565.9105453397008
2026-05-20,bucket_4,CRWV,CORD,-2143.4846548897426
2026-05-20,bucket_4,DIA,"DIA, DXD, SDOW",-54.43064591
2026-05-20,bucket_4,IREN,IREZ,-3635.71575004569
2026-05-20,bucket_4,MSTR,"MSTR, MSTZ",-266.105545265215
2026-05-20,bucket_4,NBIS,NBIZ,-1386.8434823001678
2026-05-20,bucket_4,QBTS,"QBTS, QBTZ",-1292.2361257193015
2026-05-20,bucket_4,QQQ,QID,71.65317078
2026-05-20,bucket_4,RKLB,RKLZ,66.9978227185004
2026-05-20,bucket_4,XLK,"WEBS, XLK",311.69477971000003
2026-05-21,bucket_1,AAL,"AAL, AALG",42.75055372
2026-05-21,bucket_1,AAOI,"AAOI, AAOX",-847.7471680640183
2026-05-21,bucket_1,AAPL,"AAPB, AAPL, AAPU, AAPX",-122.00098554489932
2026-05-21,bucket_1,ABNB,"ABNB, ABNG",-23.73783025
2026-05-21,bucket_1,ACHR,"ACHR, ARCX",141.44298114354456
2026-05-21,bucket_1,ADBE,"ADBE, ADBG",-31.34672732832556
2026-05-21,bucket_1,AFRM,"AFRM, AFRU",6.2316611833067554
2026-05-21,bucket_1,AI,AI,-764.10591221
2026-05-21,bucket_1,ALAB,"ALAB, LABX",-369.99933615956616
2026-05-21,bucket_1,ALB,"ALB, ALBG",-50.34269539358184
2026-05-21,bucket_1,AMD,"AMD, AMDG, AMDL, AMUU",-6837.371683517587
2026-05-21,bucket_1,AMZN,"AMZN, AMZU, AMZZ",-1695.2066379711978
2026-05-21,bucket_1,ANET,"ANEL, ANET",18.95813992465014
2026-05-21,bucket_1,APH,"APH, APHU",55.68267133318176
2026-05-21,bucket_1,APP,"APP, APPX",146.26152404653158
2026-05-21,bucket_1,ARKK,"ARKK, TARK",66.93631208039115
2026-05-21,bucket_1,ARM,"ARM, ARMG",401.05169704919535
2026-05-21,bucket_1,ASHR,"ASHR, CHAU",-20.15486933
2026-05-21,bucket_1,ASML,"ASMG, ASML, ASMU",-42.758679172239226
2026-05-21,bucket_1,ASTS,"ASTS, ASTX",172.90183200932324
2026-05-21,bucket_1,AVAV,"AVAV, AVXX",47.13078368567983
2026-05-21,bucket_1,AVGO,"AVGG, AVGO, AVL",847.7078810656403
2026-05-21,bucket_1,AXON,AXON,-101.115687
2026-05-21,bucket_1,BA,"BA, BOEG, BOEU",954.8928266959751
2026-05-21,bucket_1,BABA,"BABA, BABU, BABX",1194.0525806947603
2026-05-21,bucket_1,BBAI,"BAIG, BBAI",657.8434401675659
2026-05-21,bucket_1,BE,"BE, BEG, BEX",1087.050599182394
2026-05-21,bucket_1,BIDU,"BIDG, BIDU",-21.942726250000007
2026-05-21,bucket_1,BKNG,BKNU,-0.64
2026-05-21,bucket_1,BLSH,"BLSG, BLSH",2270.1123935968126
2026-05-21,bucket_1,BMNR,"BMNG, BMNR, BMNU",450.0569275580328
2026-05-21,bucket_1,BULL,"BULG, BULL",64.75967945826915
2026-05-21,bucket_1,CEG,"CEG, CEGX",328.0559355186315
2026-05-21,bucket_1,CELH,CELH,17.107270300000092
2026-05-21,bucket_1,CHNL,"CHNL, CHNU",-49.33045225
2026-05-21,bucket_1,CIFR,"CIFG, CIFR, CIFU",766.3856977901926
2026-05-21,bucket_1,CLS,"CLS, CSEX",163.33988684183328
2026-05-21,bucket_1,CLSK,"CLSK, CLSX",-2130.408845483215
2026-05-21,bucket_1,CMG,"CMG, CMGG",225.471123305992
2026-05-21,bucket_1,CNC,"CNC, CNCG",-428.79463230419424
2026-05-21,bucket_1,COHR,"COHR, COHX",-37.48908602215706
2026-05-21,bucket_1,COIN,"COIA, COIG, COIN, CONL, CONX",571.8531382240676
2026-05-21,bucket_1,COPX,"COPX, COPZ",529.6303565560436
2026-05-21,bucket_1,CORZ,"CORZ, COZX",159.36136870978544
2026-05-21,bucket_1,COST,"COST, COTG",28.104537409999992
2026-05-21,bucket_1,CRCL,"CCUP, CRCA, CRCG, CRCL",2159.878682814552
2026-05-21,bucket_1,CRDO,"CRDO, CRDU",397.5173317597364
2026-05-21,bucket_1,CRM,"CRM, CRMG",-113.79164980246924
2026-05-21,bucket_1,CRML,"CRML, CRMU, CRMX",3606.5797720281103
2026-05-21,bucket_1,CRWD,"CRWD, CRWL",-230.4928601588728
2026-05-21,bucket_1,CRWV,"CRWG, CRWU, CRWV, CWVX",2624.579979197961
2026-05-21,bucket_1,CSCO,"CSCL, CSCO",99.41412463000006
2026-05-21,bucket_1,CVNA,CVNA,-241.811604
2026-05-21,bucket_1,DASH,DASH,-319.85229642
2026-05-21,bucket_1,DELL,"DELL, DLLL",-5.584169523038099
2026-05-21,bucket_1,DIA,DIA,64.971929
2026-05-21,bucket_1,DJT,"DJT, DJTU",-92.37615035
2026-05-21,bucket_1,DKNG,"DKNG, DKNX",-405.9281034097793
2026-05-21,bucket_1,DNN,"DNN, DNNG",77.78070563243301
2026-05-21,bucket_1,DUOL,"DUOG, DUOL",23.59848987565488
2026-05-21,bucket_1,EOSE,"EOSE, EOSU",-255.1772575288296
2026-05-21,bucket_1,ETHA,"ETHA, ETHT, ETHU, ETU",875.908796772419
2026-05-21,bucket_1,EWJ,EWJ,388.275936
2026-05-21,bucket_1,EWW,"EWW, MEXX",38.82536720851857
2026-05-21,bucket_1,EWY,"EWY, KORU",17.854695746669563
2026-05-21,bucket_1,FCX,"FCX, FCXG",144.17261654823653
2026-05-21,bucket_1,FIG,"FIG, FIGG",38.96522309235115
2026-05-21,bucket_1,FIGR,"FGRU, FIGR",-59.66183227253941
2026-05-21,bucket_1,FLY,"FLY, FLYT",971.5510800367596
2026-05-21,bucket_1,FUTU,"FUTG, FUTU",-6.0440472500000055
2026-05-21,bucket_1,FXI,"FXI, YINN",344.6657335796325
2026-05-21,bucket_1,GDX,"GDX, GDXU, NUGT",4282.289967858164
2026-05-21,bucket_1,GDXJ,"GDXJ, JNUG",-86.6388609176488
2026-05-21,bucket_1,GEMI,"GEMG, GEMI",0.4217486971288622
2026-05-21,bucket_1,GEV,"GEV, GEVG, GEVX",322.88712362846354
2026-05-21,bucket_1,GLW,"GLW, GLWG",5.429766426306685
2026-05-21,bucket_1,GLXY,"GLGG, GLXU, GLXY",285.6808546252508
2026-05-21,bucket_1,GME,"GME, GMEU",11.863633249824126
2026-05-21,bucket_1,GOOGL,"GGLL, GOOGL, GOOX",658.8074194139235
2026-05-21,bucket_1,GRAB,"GRAB, GRAG",-240.06215246
2026-05-21,bucket_1,HIMS,"HIMS, HIMZ",1606.9740117483957
2026-05-21,bucket_1,HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",2129.94503760358
2026-05-21,bucket_1,HUT,"HUT, HUTG",753.8911144783215
2026-05-21,bucket_1,IBIT,"BITU, BITX, BTCL, IBIT",-945.339322138116
2026-05-21,bucket_1,IBM,"IBM, IBX",-12.246726250000004
2026-05-21,bucket_1,INTC,"INTC, INTW",-1084.9697304434776
2026-05-21,bucket_1,IONQ,"IONL, IONQ, IONX, QPUX",-1219.191212742423
2026-05-21,bucket_1,IREN,"IRE, IREG, IREN, IREX",3422.668446650546
2026-05-21,bucket_1,ISRG,"ISRG, ISUL",76.10789711999996
2026-05-21,bucket_1,IWM,"IWM, URTY",21.889531960128306
2026-05-21,bucket_1,JOBY,"JOBX, JOBY",33.75701250835951
2026-05-21,bucket_1,KEEL,"BTFL, KEEX",353.52338674729253
2026-05-21,bucket_1,KLAC,"KLAC, KLAG",735.1262263118265
2026-05-21,bucket_1,KTOS,"KTOS, KTUP",-34.32954957582604
2026-05-21,bucket_1,KWEB,"CWEB, KWEB",333.1422461410434
2026-05-21,bucket_1,LAC,"LAC, LACG",256.20213232747625
2026-05-21,bucket_1,LCID,"LCDL, LCID",-87.78625404999997
2026-05-21,bucket_1,LEU,"LEU, LEUX",778.2707395977861
2026-05-21,bucket_1,LITE,"LITE, LITX",634.4112229235782
2026-05-21,bucket_1,LLY,"ELIL, LLY",113.42258343
2026-05-21,bucket_1,LMND,"LMND, LMNX",-45.12428219583601
2026-05-21,bucket_1,LMT,"LMT, LMTL",-12.970560700000078
2026-05-21,bucket_1,LRCX,"LRCU, LRCX",99.78859241557792
2026-05-21,bucket_1,LUNR,"LUNL, LUNR",-28.30613158277629
2026-05-21,bucket_1,MARA,"MARA, MRAL",1215.5120753514682
2026-05-21,bucket_1,META,"FBL, META, METU",669.5817579342361
2026-05-21,bucket_1,MP,"MP, MPG, MPL",-16.018469542106686
2026-05-21,bucket_1,MRNA,"MRNA, MRNX",476.3452238694893
