date,total_pnl,hedged_pnl,unhedged_pnl,hedged_daily,unhedged_daily,b12_daily,b3_daily,b5_daily,b4_hedged_daily,b4_unhedged_daily,recon_residual
2026-06-06,87604.38490991999,84756.03379552098,2848.3511143989926,23894.302044745564,-15485.989992795588,28142.124836202143,-4534.61761061514,-110.47645968612356,-4247.8227914565805,-10840.895922494325,0.0
2026-06-09,101841.49143437002,96455.49624259368,5385.995191776321,11699.462447072698,2537.644077377329,10464.763484628656,563.3957520878207,38.42838507560448,1234.698962444042,1935.8199402139016,1.8189894035458565e-12
2026-06-10,70901.55373328,70419.03719147098,482.5165418090028,-26036.459051122703,-4903.478649967318,-24169.27184837425,-914.152791552644,-40.69256439106444,-1867.1872027484549,-3948.633294023606,-3.637978807091713e-12
2026-06-11,54414.30679695,60841.73569808841,-6427.428901138409,-9577.301493382578,-6909.945442947412,-7119.853887943707,-2823.175132439192,-148.06749556434434,-2457.447605438871,-3938.702814943876,0.0
2026-06-12,83478.65598147,78411.64922406407,5067.006757405933,17569.91352597566,11494.435658544342,13710.462883656826,3624.288699885066,165.52606108261728,3859.4506423188336,7704.620897576658,0.0
2026-06-13,106700.50135004,103372.52751123278,3327.973838807203,24960.87828716872,-1739.0329185987302,23424.55886196333,824.4328419298399,122.9241897062781,1536.319425205386,-2686.3899502348445,-3.637978807091713e-12
2026-06-16,107315.94578862,93156.1053529407,14159.840435679263,-10216.422158292067,10831.866596872062,-15127.180904836656,3026.1296892939527,100.84956320341789,4910.758746544589,7704.887344374691,-3.410605131648481e-13
2026-06-17,73730.42477694,63537.32369954992,10193.101077390062,-29618.78165339079,-3966.7393582892014,-28712.10611422704,-184.6903967410936,-3.0034851883084457,-906.6755391637552,-3779.0454763598,0.0
2026-06-18,72421.69674794,64069.63489725231,8352.061850687665,532.3111977023951,-1841.039226702396,-43.02868461656908,-1706.856970873304,-8.49334914551389,575.3398823189642,-125.688906683578,0.0
2026-06-19,101678.13621693998,89325.54567701054,12352.590539929424,25255.910779758226,4000.52868924176,23511.05680202845,712.867006958907,61.17906139848833,1744.8539777297733,3226.4826208843647,0.0
2026-06-20,101678.71671693998,89326.12617701053,12352.590539929424,0.5804999999963911,0.0,0.5804999999963911,0.0,0.0,0.0,0.0,0.0
2026-06-23,96204.35218042,91044.24764450664,5160.10453591336,1718.1214674960877,-7192.486004016065,2998.35338934173,-716.1061280543236,-25.45630864634137,-1280.231921845642,-6450.9235673154,0.0
2026-06-24,63937.435959420014,63812.705940536034,124.73001888398176,-27231.541703970608,-5035.374517029379,-24952.75367844481,-2456.848200175836,-58.75223192531962,-2278.7880255257987,-2519.7740849282227,0.0
2026-06-25,36173.93320321,45588.20018776292,-9414.266984552918,-18224.50575277312,-9538.9970034369,-15087.50495471563,-1639.2837704703293,48.69103252015492,-3137.000798057488,-7948.404265486726,0.0
2026-06-26,44523.47013659999,58607.81653439428,-14084.346397794288,13019.616346631354,-4670.0794132413685,14351.872644337574,-238.86675517941785,9.001062362187895,-1332.2562977062207,-4440.213720424139,0.0
2026-06-28,71768.46533768,91850.89104911308,-20082.425711433047,33243.07451471878,-5998.079313638758,32562.7761932938,742.9451800964307,25.31459730880817,680.2983214249819,-6766.339091043994,-3.637978807091713e-12
2026-06-30,78691.40593294002,83538.9480875775,-4847.5421546374455,-8311.942961535584,15234.8835567956,-15598.189753205716,1705.4109630232997,3.3390038924336523,7286.246791670133,13526.133589879868,0.0
2026-07-01,55110.408560360025,51244.14940901592,3866.259151344151,-32294.798678561587,8713.801305981597,-30233.2865133118,376.40396867069103,2.4603602366083805,-2061.512165249785,8334.936977074294,3.637978807091713e-12
2026-07-02,65264.06413369,80641.92832358617,-15377.86418989612,29397.778914570248,-19244.12334124028,28626.81249501642,149.39947814510197,46.58090288001813,770.9664195538292,-19440.1037222654,-1.8189894035458565e-12
2026-07-03,127078.44334869,158038.22658195056,-30959.78323326048,77396.29825836438,-15581.919043364363,79304.04258582379,644.6401199646943,-68.0961395678753,-1907.7443274594136,-16158.463023761182,0.0
2026-07-06,93124.06434469004,124204.6190387641,-31080.554694074013,-33833.60754318645,-120.77146081353186,-37233.3509797444,-120.95957243217164,0.0296636614937142,3399.743436557947,0.1584479571460481,0.0
2026-07-07,116935.74686491,140620.93153261457,-23685.18466770452,16416.31249385047,7395.370026369494,14015.977260038242,1349.2797364566568,-71.51878798288408,2400.3352338122268,6117.609077895724,-3.637978807091713e-12
2026-07-08,74878.50489987002,119918.89374831376,-45040.38884844368,-20702.037784300817,-21355.204180739154,-20061.467180022373,-1297.915150199974,-9.86503156401318,-640.5706042784454,-20047.423998975173,7.275957614183426e-12
2026-07-09,76837.80445123,108230.46090962597,-31392.65645839591,-11688.43283868779,13647.732390047771,-11109.41974034394,-1219.3608832119853,66.8640134622965,-579.0130983438502,14800.22925979746,-9.094947017729282e-13
2026-07-10,78427.38126473001,96676.19655885214,-18248.815294122083,-11554.264350773825,13143.841164273828,-12432.176735076762,1797.577020890737,0.502398842416369,877.9123843029399,11345.761744540674,-9.094947017729282e-13
2026-07-11,97443.31306273,117245.96073184408,-19802.647669114027,20569.764172991945,-1553.8323749919443,20266.617465108568,-21.34460806757397,-50.478205234919415,303.1467078833763,-1482.0095616894473,-3.637978807091713e-12
2026-07-13,97443.31306273,117245.96073184408,-19802.647669114027,6.117772954894463e-12,-6.608047442568937e-13,0.0973542254723724,0.0,0.0,-0.0973542254662547,-6.608047442568937e-13,0.0
2026-07-14,102319.2782632,143757.53833328228,-41438.26007008224,26511.577601438188,-21635.612400968206,32068.611492302363,-1750.7318097402022,132.73214460425174,-5557.033890864174,-20017.612735832256,0.0
2026-07-15,87244.91956057,125552.85367751184,-38307.93411694178,-18204.68465577045,3130.3259531404537,-20009.586856279635,1177.6685260598342,-35.69860380424598,1804.902200509188,1988.356030884864,1.8189894035458565e-12
2026-07-16,90285.71562568002,141739.7295628722,-51454.013937192125,16186.87588536038,-13146.079820250348,18075.13265482256,-2739.7766316886227,16.715872612254543,-1888.25676946218,-10423.019061173978,0.0
2026-07-17,72272.04443067998,159699.70887029526,-87427.66443961523,17959.97930742304,-35973.6505024231,25358.083981238,-1877.3389069779005,40.33195673779187,-7398.1046738149535,-34136.64355218299,0.0
2026-07-18,88874.32167618,174382.15642884318,-85507.8347526631,14682.44755854791,1919.8296869521296,14544.770211955794,-382.2890847560302,-54.89977454002724,137.67734659211652,2357.0185462481872,0.0
2026-07-20,88874.32167618,174382.15642884315,-85507.8347526631,-1.4551915228366852e-11,0.0,-1.4551915228366852e-11,0.0,0.0,0.0,0.0,0.0
2026-07-21,101469.44159635002,175185.1550537237,-73715.71345737361,802.9986248805376,11792.121295289484,-1531.8882262659608,-335.2167398986312,292.2031419760856,2334.8868511464984,11835.134893212027,0.0
2026-07-22,99739.08459335,149782.67569685122,-50043.59110350117,-25402.479356872464,23672.122353872444,-34593.81956501657,1949.279299099728,-174.54305012154396,9191.34020814411,21897.386104894264,-2.501110429875553e-12
2026-07-23,106655.20465992998,157033.43092004608,-50378.22626011604,7250.755223194868,-334.63515661487145,6180.665245620323,332.29505494351406,-38.338458933099446,1070.0899775745456,-628.5917526252852,-9.094947017729282e-13
