date,symbol,underlying,bucket,pair,type,category,amount_usd,ex_date,description
2026-04-10,ASO,ASO,,,Dividends,dividends,194.1,2026-03-20,ASO(US00402L1070) CASH DIVIDEND USD 0.15 PER SHARE (Ordinary Dividend)
2026-04-10,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-11.79,2026-04-09,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-10,DRAY,DKNG,bucket_2,DKNG | DRAY,Payment In Lieu Of Dividends,pil_dividends,-11.96,2026-04-09,DRAY(US88636R3057) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-10,TSM,TSM,bucket_1,TSM (spot),Dividends,dividends,37.56,2026-03-17,TSM(US8740391003) CASH DIVIDEND USD 0.938972 PER SHARE (Ordinary Div - NRA Withholding Exempt)
2026-04-10,TSM,TSM,bucket_1,TSM (spot),Withholding Tax,withholding_tax,-7.89,,TSM(US8740391003) CASH DIVIDEND USD 0.938972 PER SHARE - TW TAX
2026-04-14,APH,APH,bucket_1,APH (spot),Dividends,dividends,4.0,2026-03-23,APH(US0320951017) CASH DIVIDEND USD 0.25 PER SHARE (Ordinary Dividend)
2026-04-14,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-104.76,2026-04-10,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,GEV,GEV,bucket_1,GEV (spot),Dividends,dividends,5.0,2026-03-17,GEV(US36828A1016) CASH DIVIDEND USD 0.50 PER SHARE (Ordinary Dividend)
2026-04-14,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-11.61,2026-04-10,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-594.03,2026-04-10,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-833.53,2026-04-10,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.29,2026-04-10,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-2.79,2026-04-10,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.11,2026-04-10,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-14,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-249.02,2026-04-10,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-15,COLD,COLD,,,Dividends,dividends,460.0,2026-03-31,COLD(US03064D1081) CASH DIVIDEND USD 0.23 PER SHARE (Ordinary Dividend)
2026-04-15,COLD,COLD,,,Payment In Lieu Of Dividends,pil_dividends,460.0,2026-03-31,COLD(US03064D1081) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-15,CSU,CSU,,,Dividends,dividends,302.9092875,2026-03-27,CSU(CA21037X1006) CASH DIVIDEND CAD 1.3875 PER SHARE (Ordinary Dividend)
2026-04-15,CSU,CSU,,,Withholding Tax,withholding_tax,-45.4382124,,CSU(CA21037X1006) CASH DIVIDEND CAD 1.3875 PER SHARE - CA TAX
2026-04-15,MU,MU,bucket_1,MU (spot),Dividends,dividends,3.0,2026-03-30,MU(US5951121038) CASH DIVIDEND USD 0.15 PER SHARE (Ordinary Dividend)
2026-04-17,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-15.91,2026-04-16,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-17,DRAY,DKNG,bucket_2,DKNG | DRAY,Payment In Lieu Of Dividends,pil_dividends,-13.66,2026-04-16,DRAY(US88636R3057) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-108.71,2026-04-17,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-23.02,2026-04-17,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-675.94,2026-04-17,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-862.12,2026-04-17,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.8,2026-04-17,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,SOEZ,SOEZ,bucket_1,SOEZ (spot),Dividends,dividends,11.79,2026-04-20,SOEZ(US3546461019) CASH DIVIDEND USD 0.02018 PER SHARE (Ordinary Dividend)
2026-04-21,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-3.51,2026-04-17,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.52,2026-04-17,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-21,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-250.15,2026-04-17,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-22,CSCO,CSCO,bucket_1,CSCO (spot),Dividends,dividends,45.36,2026-04-02,CSCO(US17275R1023) CASH DIVIDEND USD 0.42 PER SHARE (Ordinary Dividend)
2026-04-23,BITX,IBIT,bucket_1,IBIT | BITX,Payment In Lieu Of Dividends,pil_dividends,-4.35,2026-04-22,BITX(US92864M3016) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-23,CHNL,CHNL,bucket_1,CHNL (spot),Dividends,dividends,2.31,2026-04-22,CHNL(US92865J7946) CASH DIVIDEND USD 0.0137 PER SHARE (Ordinary Dividend)
2026-04-23,CHNU,CHNL,bucket_1,CHNL | CHNU,Payment In Lieu Of Dividends,pil_dividends,-0.23,2026-04-22,CHNU(US92865J7862) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-23,CRM,CRM,bucket_1,CRM (spot),Dividends,dividends,22.44,2026-04-09,CRM(US79466L3024) CASH DIVIDEND USD 0.44 PER SHARE (Ordinary Dividend)
2026-04-23,ETHU,ETHA,bucket_1,ETHA | ETHU,Dividends,dividends,-0.81,2026-04-22,ETHU(US92864M7983) CASH DIVIDEND USD 0.0133 PER SHARE (Ordinary Dividend)
2026-04-23,ETHU,ETHA,bucket_1,ETHA | ETHU,Payment In Lieu Of Dividends,pil_dividends,-1.94,2026-04-22,ETHU(US92864M7983) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-23,SOLT,SOEZ,bucket_1,SOEZ | SOLT,Payment In Lieu Of Dividends,pil_dividends,-3.89,2026-04-22,SOLT(US92865J7375) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-24,AIYY,AI,bucket_2,AI | AIYY,Payment In Lieu Of Dividends,pil_dividends,-15.32,2026-04-23,AIYY(US88636X8645) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-24,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-7.86,2026-04-23,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-24,DRAY,DKNG,bucket_2,DKNG | DRAY,Payment In Lieu Of Dividends,pil_dividends,-9.27,2026-04-23,DRAY(US88636R3057) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-24,ORCL,ORCL,bucket_1,ORCL (spot),Dividends,dividends,7.5,2026-04-09,ORCL(US68389X1054) CASH DIVIDEND USD 0.50 PER SHARE (Ordinary Dividend)
2026-04-28,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-114.76,2026-04-24,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-95.34,2026-04-24,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-722.3,2026-04-24,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1129.63,2026-04-24,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-916.07,2026-04-24,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.92,2026-04-24,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-57.03,2026-04-24,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.18,2026-04-24,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.8,2026-04-24,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-28,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-250.96,2026-04-24,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-04-29,FUTU,FUTU,bucket_1,FUTU (spot),Dividends,dividends,13.0,2026-04-16,FUTU(US36118L1061) CASH DIVIDEND USD 2.60 PER SHARE (Ordinary Dividend)
2026-04-30,JPM,JPM,,,Dividends,dividends,11418.0,2026-04-06,JPM(US46625H1005) CASH DIVIDEND USD 1.50 PER SHARE (Ordinary Dividend)
2026-04-30,MRVL,MRVL,bucket_1,MRVL (spot),Dividends,dividends,8.76,2026-04-10,MRVL(US5738741041) CASH DIVIDEND USD 0.06 PER SHARE (Ordinary Dividend)
2026-05-01,AIYY,AI,bucket_2,AI | AIYY,Payment In Lieu Of Dividends,pil_dividends,-14.48,2026-04-30,AIYY(US88636X8645) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-01,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-14.64,2026-04-30,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-01,DELL,DELL,bucket_1,DELL (spot),Dividends,dividends,11.97,2026-04-21,DELL(US24703L2025) CASH DIVIDEND USD 0.63 PER SHARE (Ordinary Dividend)
2026-05-01,DRAY,DKNG,bucket_2,DKNG | DRAY,Payment In Lieu Of Dividends,pil_dividends,-14.88,2026-04-30,DRAY(US88636R3057) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-01,FCX,FCX,bucket_1,FCX (spot),Dividends,dividends,6.15,2026-04-15,FCX(US35671D8570) CASH DIVIDEND USD 0.15 PER SHARE (Ordinary Dividend)
2026-05-01,NAN,NAN,,,Dividends,dividends,0.72,2026-04-15,NAN(US67066X1072) CASH DIVIDEND USD 0.072 PER SHARE (Ordinary Dividend)
2026-05-05,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-205.1,2026-05-01,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,FIHO12,FIHO12,,,Dividends,dividends,559.48171699,2026-05-04,FIHO12(MXCFFI0T0005) CASH DIVIDEND MXN 0.1555 PER SHARE (Return of Capital)
2026-05-05,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-110.78,2026-05-01,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-662.74,2026-05-01,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1079.15,2026-05-01,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-857.38,2026-05-01,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-2.14,2026-05-01,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-71.21,2026-05-01,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.56,2026-05-01,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.79,2026-05-01,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-05,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-234.12,2026-05-01,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-06,ASML,ASML,bucket_1,ASML (spot),Dividends,dividends,19.01,2026-04-27,ASML(USN070592100) CASH DIVIDEND USD 3.16845 PER SHARE (Ordinary Dividend)
2026-05-06,ASML,ASML,bucket_1,ASML (spot),Withholding Tax,withholding_tax,-2.85,,ASML(USN070592100) CASH DIVIDEND USD 3.16845 PER SHARE - NL TAX
2026-05-06,XYZY,XYZ,bucket_2,XYZ | XYZY,Payment In Lieu Of Dividends,pil_dividends,31.28,2026-02-05,XYZY(US88636X8728) PAYMENT IN LIEU OF DIVIDEND - REVERSAL (Ordinary Dividend)
2026-05-06,XYZY,XYZ,bucket_2,XYZ | XYZY,Payment In Lieu Of Dividends,pil_dividends,-31.29,2026-02-05,XYZY(US88636X8728) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-07,BITU,IBIT,bucket_1,IBIT | BITU,Payment In Lieu Of Dividends,pil_dividends,-5.35,2026-05-01,BITU(US74349Y7040) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-07,ETHT,ETHA,bucket_1,ETHA | ETHT,Payment In Lieu Of Dividends,pil_dividends,-1.0,2026-05-01,ETHT(US74349Y5713) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-08,AIYY,AI,bucket_2,AI | AIYY,Payment In Lieu Of Dividends,pil_dividends,-14.85,2026-05-07,AIYY(US88636X8645) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-08,AXP,AXP,,,Dividends,dividends,345.8,2026-04-02,AXP(US0258161092) CASH DIVIDEND USD 0.95 PER SHARE (Ordinary Dividend)
2026-05-08,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-13.73,2026-05-07,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-109.4,2026-05-08,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-706.6,2026-05-08,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1083.92,2026-05-08,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-876.04,2026-05-08,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-2.08,2026-05-08,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-72.26,2026-05-08,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.79,2026-05-08,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.89,2026-05-08,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-12,XBTY,IBIT,bucket_2,IBIT | XBTY,Dividends,dividends,-1.58,2026-05-08,XBTY(US38747R4213) CASH DIVIDEND USD 0.1319 PER SHARE (Ordinary Dividend)
2026-05-12,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-242.17,2026-05-08,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-13,JL80,JL80,,,Dividends,dividends,196.254,2026-05-05,JL80(NO0013052209) CASH DIVIDEND NOK 1.80 PER SHARE (Ordinary Dividend)
2026-05-13,JL80,JL80,,,Withholding Tax,withholding_tax,-49.0635,,JL80(NO0013052209) CASH DIVIDEND NOK 1.80 PER SHARE - NO TAX
2026-05-13,NOK,NOK,bucket_1,NOK (spot),Dividends,dividends,14.17,2026-04-28,NOK(US6549022043) CASH DIVIDEND USD 0.047097 PER SHARE (Ordinary Div - NRA Withholding Exempt)
2026-05-13,NOK,NOK,bucket_1,NOK (spot),Withholding Tax,withholding_tax,-4.96,,NOK(US6549022043) CASH DIVIDEND USD 0.047097 PER SHARE - FI TAX
2026-05-14,AAPL,AAPL,bucket_1,AAPL (spot),Dividends,dividends,16.74,2026-05-11,AAPL(US0378331005) CASH DIVIDEND USD 0.27 PER SHARE (Ordinary Dividend)
2026-05-14,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-199.06,2026-05-08,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-15,AIYY,AI,bucket_2,AI | AIYY,Payment In Lieu Of Dividends,pil_dividends,-16.05,2026-05-14,AIYY(US88636X8645) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-15,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-14.65,2026-05-14,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-180.43,2026-05-15,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-58.06,2026-05-15,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,COYY,COIN,bucket_2,COIN | COYY,Payment In Lieu Of Dividends,pil_dividends,-1663.56,2026-05-15,COYY(US38747R3710) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-198.29,2026-05-15,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-108.52,2026-05-15,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-309.1,2026-05-15,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-875.42,2026-05-15,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1008.89,2026-05-15,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-694.01,2026-05-15,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-2.15,2026-05-15,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-68.66,2026-05-15,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,RTYY,RIOT,bucket_2,RIOT | RTYY,Payment In Lieu Of Dividends,pil_dividends,-738.18,2026-05-15,RTYY(US38747R1573) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,SOEZ,SOEZ,bucket_1,SOEZ (spot),Dividends,dividends,12.74,2026-05-18,SOEZ(US3546461019) CASH DIVIDEND USD 0.03736 PER SHARE (Ordinary Dividend)
2026-05-19,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.78,2026-05-15,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.88,2026-05-15,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-19,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-209.86,2026-05-15,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-21,BITX,IBIT,bucket_1,IBIT | BITX,Payment In Lieu Of Dividends,pil_dividends,-0.85,2026-05-20,BITX(US92864M3016) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-21,ETHU,ETHA,bucket_1,ETHA | ETHU,Payment In Lieu Of Dividends,pil_dividends,-3.12,2026-05-20,ETHU(US92864M7983) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-21,SOLT,SOEZ,bucket_1,SOEZ | SOLT,Payment In Lieu Of Dividends,pil_dividends,-3.18,2026-05-20,SOLT(US92865J7375) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-21,XRPT,XRPZ,bucket_1,XRPZ | XRPT,Payment In Lieu Of Dividends,pil_dividends,-2.22,2026-05-20,XRPT(US92865J7292) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-22,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-16.24,2026-05-21,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-1936.64,2026-05-22,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-448.7,2026-05-22,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,COYY,COIN,bucket_2,COIN | COYY,Payment In Lieu Of Dividends,pil_dividends,-1375.43,2026-05-22,COYY(US38747R3710) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-394.93,2026-05-22,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-279.0,2026-05-22,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-546.55,2026-05-22,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-2609.47,2026-05-22,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1036.46,2026-05-22,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-2015.32,2026-05-22,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-2.11,2026-05-22,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-488.92,2026-05-22,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
