ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
MTYY,MSTR,1.0,True,income_style,income_yieldboost,0.324216,188,posterior.yieldboost_peer_MSTR,0.025554298570696767,0.18617476414655038,1,ok,0.35472338454136143,30.0,yieldboost_peer_MSTR
MUYY,MU,1.0,True,income_style,income_yieldboost,0.134857,49,posterior.yieldboost_peer_MU,0.01363883326008532,0.10637486575605652,1,ok,0.13325838111644667,30.0,yieldboost_peer_MU
NUGY,GDX,1.0,True,income_style,income_yieldboost,0.39079,148,posterior.yieldboost_peer_GDX,0.02659411632498484,0.11446445583069932,1,ok,0.43255246315001533,30.0,yieldboost_peer_GDX
NVYY,NVDA,1.0,True,income_style,income_yieldboost,0.505329,279,posterior.yieldboost_peer_NVDA,0.043148604670920694,0.12954272519942361,1,ok,0.5720073173050322,30.0,yieldboost_peer_NVDA
PLYY,PLTR,1.0,True,income_style,income_yieldboost,0.418412,188,posterior.yieldboost_peer_PLTR,0.0418900226588772,0.14637872147775688,1,ok,0.47519498226821977,30.0,yieldboost_peer_PLTR
QBY,QBTS,1.0,True,income_style,income_yieldboost,0.19764,140,posterior.yieldboost_peer_QBTS,0.02865478579032006,0.18194652509129997,1,ok,0.21237266103660732,30.0,yieldboost_peer_QBTS
RGYY,RGTI,1.0,True,income_style,income_yieldboost,0.225673,143,posterior.yieldboost_peer_RGTI,0.03482800851184747,0.18766760849153968,1,ok,0.2378198432916605,30.0,yieldboost_peer_RGTI
RTYY,RIOT,1.0,True,income_style,income_yieldboost,0.271164,139,posterior.yieldboost_peer_RIOT,0.027488121684978252,0.1539732625411085,1,ok,0.2986989924145271,30.0,yieldboost_peer_RIOT
SEMY,SOXX,1.0,True,income_style,income_yieldboost,0.357899,148,posterior.yieldboost_peer_SOXX,0.036350492514485154,0.15114499546171462,1,ok,0.4390732660296715,30.0,yieldboost_peer_SOXX
SMYY,SMCI,1.0,True,income_style,income_yieldboost,0.200119,183,posterior.yieldboost_peer_SMCI,0.03434032561964433,0.21454644728698677,1,ok,0.22762329719650237,30.0,yieldboost_peer_SMCI
TECY,XLK,1.0,True,income_style,income_yieldboost,0.36185,34,posterior.yieldboost_peer_XLK,0.0376921799339439,0.08006494409578362,1,ok,0.3666069915195745,30.0,yieldboost_peer_XLK
TMYY,TSM,1.0,True,income_style,income_yieldboost,0.320974,49,posterior.yieldboost_peer_TSM,0.028625805935504824,0.10001147738820516,1,ok,0.32463903158469565,30.0,yieldboost_peer_TSM
TQQY,QQQ,1.0,True,income_style,income_yieldboost,0.727208,332,posterior.yieldboost_peer_QQQ,0.08192595209684153,0.13878269980438207,1,ok,0.8200368234276009,30.0,yieldboost_peer_QQQ
TSYY,TSLA,1.0,True,income_style,income_yieldboost,0.493252,377,posterior.yieldboost_peer_TSLA,0.029385897101537294,0.19498478788530996,1,ok,0.5317249092297677,30.0,yieldboost_peer_TSLA
XBTY,IBIT,1.0,True,income_style,income_yieldboost,0.493653,279,posterior.yieldboost_peer_IBIT,0.049489048547968706,0.146852472007409,1,ok,0.519762786815725,30.0,yieldboost_peer_IBIT
XEY,ETHA,1.0,True,income_style,income_yieldboost,0.245027,39,posterior.yieldboost_peer_ETHA,0.07527271073016206,0.1452303772819936,1,ok,0.20536686448763872,30.0,yieldboost_peer_ETHA
YSPY,SPY,1.0,True,income_style,income_yieldboost,0.827463,306,posterior.yieldboost_peer_SPY,0.13234295091204265,0.11884166196616805,1,ok,0.8303175204489747,30.0,yieldboost_peer_SPY
SDS,SPY,-2.0,False,,letf_inverse,-1.990884,500,posterior.nominal_L,0.007753121085078523,0.02009559584037525,1,ok,-2.0,240.0,nominal_L
QID,QQQ,-2.0,False,,letf_inverse,-1.994915,500,posterior.nominal_L,0.0225173129089543,0.034456582233518274,1,ok,-2.0,240.0,nominal_L
DXD,DIA,-2.0,False,,letf_inverse,-2.002074,500,posterior.nominal_L,0.010058135211785953,0.01721693042672709,1,ok,-2.0,240.0,nominal_L
TWM,IWM,-2.0,False,,letf_inverse,-2.002798,500,posterior.nominal_L,0.01002482937902299,0.027552907203601325,1,ok,-2.0,240.0,nominal_L
SCO,USO,-2.0,False,,letf_inverse,-1.744845,500,posterior.nominal_L,0.06331234915203687,0.23736982974599388,1,ok,-2.0,240.0,nominal_L
MSTZ,MSTR,-2.0,False,,letf_inverse,-1.988216,439,posterior.nominal_L,0.0255293619343099,0.2725636287310611,1,ok,-2.0,240.0,nominal_L
NVDQ,NVDA,-2.0,False,,letf_inverse,-1.993219,500,posterior.nominal_L,0.028901509115006045,0.12580132633328225,1,ok,-2.0,240.0,nominal_L
BTCZ,IBIT,-2.0,False,,letf_inverse,-1.99595,490,posterior.nominal_L,0.01759626812563304,0.10347770816886191,1,ok,-2.0,240.0,nominal_L
CONI,COIN,-2.0,False,,letf_inverse,-1.925132,451,posterior.nominal_L,0.058366170691787324,0.45511415596782906,1,ok,-2.0,240.0,nominal_L
NVD,NVDA,-2.0,False,,letf_inverse,-2.000177,500,posterior.nominal_L,0.02752384430958997,0.11562303323981128,1,ok,-2.0,240.0,nominal_L
TSDD,TSLA,-2.0,False,,letf_inverse,-2.007466,500,posterior.nominal_L,0.039422555697204195,0.19836202602015088,1,ok,-2.0,240.0,nominal_L
ETHD,ETHA,-2.0,False,,letf_inverse,-1.985614,481,posterior.nominal_L,0.02573514003945926,0.2095644514534135,1,ok,-2.0,240.0,nominal_L
CRCD,CRCL,-2.0,False,,letf_inverse,-1.992655,184,posterior.nominal_L,0.051390217169878405,0.3867238418452926,1,ok,-2.0,240.0,nominal_L
CORD,CRWV,-2.0,False,,letf_inverse,-2.005892,185,posterior.nominal_L,0.03527399992365247,0.351437235229332,1,ok,-2.0,240.0,nominal_L
TSLQ,TSLA,-2.0,False,,letf_inverse,-2.003412,500,posterior.nominal_L,0.043373324301215044,0.22516383629572784,1,ok,-2.0,240.0,nominal_L
ZSL,SLV,-2.0,False,,letf_inverse,-2.010222,499,posterior.nominal_L,0.017032449363046657,0.1290070257306134,1,ok,-2.0,240.0,nominal_L
SQQQ,QQQ,-3.0,False,,letf_inverse,-2.996398,500,posterior.nominal_L,0.035839814607963774,0.07110138561160907,1,ok,-3.0,540.0,nominal_L
SPXS,SPY,-3.0,False,,letf_inverse,-2.994047,500,posterior.nominal_L,0.013722934671145189,0.04043685760770984,1,ok,-3.0,540.0,nominal_L
TZA,IWM,-3.0,False,,letf_inverse,-2.997545,500,posterior.nominal_L,0.016082380157178874,0.05067388185866676,1,ok,-3.0,540.0,nominal_L
SOXS,SOXX,-3.0,False,,letf_inverse,-3.000915,499,posterior.nominal_L,0.0242197187028698,0.15971076450554744,1,ok,-3.0,540.0,nominal_L
FAZ,XLF,-3.0,False,,letf_inverse,-2.993647,500,posterior.nominal_L,0.021254750531519418,0.04956299714118724,1,ok,-3.0,540.0,nominal_L
LABD,XBI,-3.0,False,,letf_inverse,-2.999266,500,posterior.nominal_L,0.01561571214902065,0.06571622546832624,1,ok,-3.0,540.0,nominal_L
TECS,XLK,-3.0,False,,letf_inverse,-2.99742,500,posterior.nominal_L,0.0343066821504197,0.10087253697604427,1,ok,-3.0,540.0,nominal_L
SDOW,DIA,-3.0,False,,letf_inverse,-2.999225,500,posterior.nominal_L,0.02122087601399547,0.030539029677137106,1,ok,-3.0,540.0,nominal_L
DUST,GDX,-2.0,False,,letf_inverse,-1.986896,500,posterior.nominal_L,0.01653494824608594,0.08207719496002763,1,ok,-2.0,240.0,nominal_L
WEBS,XLK,-3.0,False,,letf_inverse,-2.744104,500,posterior.nominal_L,0.09026651946778258,0.4473821610769644,1,ok,-3.0,540.0,nominal_L
FNGD,XLK,-3.0,False,,letf_inverse,-2.904557,500,posterior.nominal_L,0.06401142581731271,0.3628198038164293,1,ok,-3.0,540.0,nominal_L
REW,XLK,-2.0,False,,letf_inverse,-2.005936,500,posterior.nominal_L,0.02086476859385636,0.0590063304083,1,ok,-2.0,240.0,nominal_L
SKF,XLF,-2.0,False,,letf_inverse,-1.998082,500,posterior.nominal_L,0.01398615562365365,0.03028027694005378,1,ok,-2.0,240.0,nominal_L
SPXU,SPY,-3.0,False,,letf_inverse,-2.992115,500,posterior.nominal_L,0.013731217048475452,0.03795048465389342,1,ok,-3.0,540.0,nominal_L
DUG,XLE,-2.0,False,,letf_inverse,-1.990282,500,posterior.nominal_L,0.016135032311552222,0.03641041678438576,1,ok,-2.0,240.0,nominal_L
DRIP,XOP,-2.0,False,,letf_inverse,-1.995651,500,posterior.nominal_L,0.016955164556865368,0.05388015236930593,1,ok,-2.0,240.0,nominal_L
TMV,TLT,-3.0,False,,letf_inverse,-2.989937,500,posterior.nominal_L,0.005387958658065339,0.024360006183050224,1,ok,-3.0,540.0,nominal_L
TBT,TLT,-2.0,False,,letf_inverse,-2.000061,500,posterior.nominal_L,0.009168536377248838,0.028172549594876663,1,ok,-2.0,240.0,nominal_L
TBX,TLT,-2.0,False,,letf_inverse,-1.37072,500,posterior.nominal_L,0.014744331326671639,0.051260498965516085,1,ok,-2.0,240.0,nominal_L
NVDS,NVDA,-1.5,False,,letf_inverse,-1.495219,500,posterior.nominal_L,0.018042947639609393,0.07190322723314853,1,ok,-1.5,135.0,nominal_L
EWV,EWJ,-2.0,False,,letf_inverse,-1.99489,500,posterior.nominal_L,0.017123087870110392,0.0743378255812257,1,ok,-2.0,240.0,nominal_L
APLZ,APLD,-2.0,False,,letf_inverse,-2.007656,104,posterior.nominal_L,0.04943441989911335,0.4349226901353105,1,ok,-2.0,240.0,nominal_L
AMZO,AMZN,-2.0,False,,letf_inverse,-1.999127,63,posterior.nominal_L,0.019325870104993793,0.0578534088871761,1,ok,-2.0,240.0,nominal_L
BEZ,BE,-2.0,False,,letf_inverse,-2.012958,90,posterior.nominal_L,0.059711717774736696,0.4590856006679933,1,ok,-2.0,240.0,nominal_L
NBIZ,NBIS,-2.0,False,,letf_inverse,-2.037087,105,posterior.nominal_L,0.026648804510102955,0.37446939814085123,1,ok,-2.0,240.0,nominal_L
SMZ,SMR,-2.0,False,,letf_inverse,-2.005433,91,posterior.nominal_L,0.03727241616144426,0.4750083342276468,1,ok,-2.0,240.0,nominal_L
QBTZ,QBTS,-2.0,False,,letf_inverse,-1.997238,177,posterior.nominal_L,0.05268975238687541,0.5225112988687298,1,ok,-2.0,240.0,nominal_L
IONZ,IONQ,-2.0,False,,letf_inverse,-2.015946,251,posterior.nominal_L,0.05437817177856027,0.4243622412195025,1,ok,-2.0,240.0,nominal_L
HIBS,SPHB,-3.0,False,,letf_inverse,-3.005216,500,posterior.nominal_L,0.03749040140618364,0.11881674956412705,1,ok,-3.0,540.0,nominal_L
IREZ,IREN,-2.0,False,,letf_inverse,-2.008665,105,posterior.nominal_L,0.024813870334579383,0.3183537481707435,1,ok,-2.0,240.0,nominal_L
RGTZ,RGTI,-2.0,False,,letf_inverse,-1.986443,175,posterior.nominal_L,0.05240637205320222,0.49419166158131805,1,ok,-2.0,240.0,nominal_L
PLTZ,PLTR,-2.0,False,,letf_inverse,-1.988811,262,posterior.nominal_L,0.019107380658379757,0.10315445393455645,1,ok,-2.0,240.0,nominal_L
SMST,MSTR,-2.0,False,,letf_inverse,-1.963049,458,posterior.nominal_L,0.02704706254045816,0.29271800801265685,1,ok,-2.0,240.0,nominal_L
SMCZ,SMCI,-2.0,False,,letf_inverse,-2.008903,307,posterior.nominal_L,0.11103256292927954,0.5079986428140796,1,ok,-2.0,240.0,nominal_L
BMNZ,BMNR,-2.0,False,,letf_inverse,-1.987515,151,posterior.nominal_L,0.021654810881376156,0.3040787560799284,1,ok,-2.0,240.0,nominal_L
HOOZ,HOOD,-2.0,False,,letf_inverse,-2.008836,151,posterior.nominal_L,0.029642284458071304,0.2065314959080552,1,ok,-2.0,240.0,nominal_L
DAMD,AMD,-2.0,False,,letf_inverse,-2.024538,150,posterior.nominal_L,0.05044174140829536,0.2742810605184547,1,ok,-2.0,240.0,nominal_L
RKLZ,RKLB,-2.0,False,,letf_inverse,-1.994172,147,posterior.nominal_L,0.02433155371683434,0.2956191341930955,1,ok,-2.0,240.0,nominal_L
STSM,TSM,-2.0,False,,letf_inverse,-1.995463,148,posterior.nominal_L,0.013255003923052898,0.08901785838900667,1,ok,-2.0,240.0,nominal_L
OKLS,OKLO,-2.0,False,,letf_inverse,-2.000732,142,posterior.nominal_L,0.028267705011450803,0.3588382920982578,1,ok,-2.0,240.0,nominal_L
ASTN,ASTS,-2.0,False,,letf_inverse,-1.988667,94,posterior.nominal_L,0.029386079073111835,0.47187499023321616,1,ok,-2.0,240.0,nominal_L
SPCG,SPCX,-2.0,False,,letf_inverse,-2.0,1,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
LITZ,LITE,-2.0,False,,letf_inverse,-1.999762,42,posterior.nominal_L,0.03398709679572636,0.32982121403288667,1,ok,-2.0,240.0,nominal_L
SNDQ,SNDK,-2.0,False,,letf_inverse,-2.020809,42,posterior.nominal_L,0.03254221022547208,0.3596955984572683,1,ok,-2.0,240.0,nominal_L
CBRZ,CBRS,-2.0,False,,letf_inverse,-2.0,17,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
MUZ,MU,-2.0,False,,letf_inverse,-2.0,10,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
SSPC,SPCX,-2.0,False,,letf_inverse,-2.0,6,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
UVIX,SVIX,-2.0,False,,volatility_etp,-1.991402,487,posterior.volatility_etp,0.0553701006081958,0.2302421254805336,1,ok,0.0,0.0,volatility_etp
SNK,SPCX,-2.0,False,,letf_inverse,-2.0,6,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
