ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
HIBL,SPHB,3.0,False,,letf_long,2.998733,500,posterior.nominal_L,0.015962712603971193,0.06923456931856496,1,ok,3.0,540.0,nominal_L
LABU,XBI,3.0,False,,letf_long,2.992526,500,posterior.nominal_L,0.008000046199733648,0.04469553876294653,1,ok,3.0,540.0,nominal_L
SOXL,SOXX,3.0,False,,letf_long,2.989225,500,posterior.nominal_L,0.014831536788274435,0.10949113100413188,1,ok,3.0,540.0,nominal_L
CHAU,ASHR,2.0,False,,letf_long,1.986538,500,posterior.nominal_L,0.009981330695233576,0.03157683017240006,1,ok,2.0,240.0,nominal_L
CWEB,KWEB,2.0,False,,letf_long,1.997263,500,posterior.nominal_L,0.0061136664107880835,0.033949317579143934,1,ok,2.0,240.0,nominal_L
ERX,XLE,2.0,False,,letf_long,2.002569,500,posterior.nominal_L,0.004553206453689708,0.02490775554171074,1,ok,2.0,240.0,nominal_L
NUGT,GDX,2.0,False,,letf_long,1.992056,500,posterior.nominal_L,0.007813976089145191,0.04579923609359436,1,ok,2.0,240.0,nominal_L
JNUG,GDXJ,2.0,False,,letf_long,1.995913,500,posterior.nominal_L,0.008663036687348774,0.06493471734909542,1,ok,2.0,240.0,nominal_L
GUSH,XOP,2.0,False,,letf_long,2.00578,500,posterior.nominal_L,0.007058511766246687,0.029310981725378913,1,ok,2.0,240.0,nominal_L
URAA,URA,2.0,False,,letf_long,1.948498,499,posterior.nominal_L,0.012592608236060768,0.12442542193283083,1,ok,2.0,240.0,nominal_L
TQQQ,QQQ,3.0,False,,letf_long,2.991619,500,posterior.nominal_L,0.014133852898593958,0.03594232032758886,1,ok,3.0,540.0,nominal_L
SPXL,SPY,3.0,False,,letf_long,2.991317,500,posterior.nominal_L,0.039481273430381006,0.04211365721765245,1,ok,3.0,540.0,nominal_L
URTY,IWM,3.0,False,,letf_long,2.996344,500,posterior.nominal_L,0.007798766858615663,0.030204187776456008,1,ok,3.0,540.0,nominal_L
MSTU,MSTR,2.0,False,,letf_long,1.993379,441,posterior.nominal_L,0.008882494383110834,0.12539742683585006,1,ok,2.0,240.0,nominal_L
NVDX,NVDA,2.0,False,,letf_long,2.000919,500,posterior.nominal_L,0.010986730871569143,0.05700095683629884,1,ok,2.0,240.0,nominal_L
TSLT,TSLA,2.0,False,,letf_long,1.995593,500,posterior.nominal_L,0.009309298060684727,0.06574931411616362,1,ok,2.0,240.0,nominal_L
BTCL,IBIT,2.0,False,,letf_long,1.999709,490,posterior.nominal_L,0.008926799232025984,0.06323909958223216,1,ok,2.0,240.0,nominal_L
ETU,ETHA,2.0,False,,letf_long,1.997272,415,posterior.nominal_L,0.010567470360014777,0.0919331036566385,1,ok,2.0,240.0,nominal_L
CCUP,CRCL,2.0,False,,letf_long,1.996493,218,posterior.nominal_L,0.019492319987477445,0.15944748203154493,1,ok,2.0,240.0,nominal_L
CRWU,CRWV,2.0,False,,letf_long,1.996093,228,posterior.nominal_L,0.013972937388934778,0.13925652680994824,1,ok,2.0,240.0,nominal_L
AAPX,AAPL,2.0,False,,letf_long,2.001734,500,posterior.nominal_L,0.013043459380997822,0.042733279406672174,1,ok,2.0,240.0,nominal_L
GOOX,GOOGL,2.0,False,,letf_long,1.983658,500,posterior.nominal_L,0.009609353457539249,0.06412410908470538,1,ok,2.0,240.0,nominal_L
MSFX,MSFT,2.0,False,,letf_long,2.008338,500,posterior.nominal_L,0.009628618580616841,0.042162177240132645,1,ok,2.0,240.0,nominal_L
NFLU,NFLX,2.0,False,,letf_long,2.003618,434,posterior.nominal_L,0.01360042254801985,0.05671021025576624,1,ok,2.0,240.0,nominal_L
ROBN,HOOD,2.0,False,,letf_long,1.999147,349,posterior.nominal_L,0.010992330935518909,0.10529158448459965,1,ok,2.0,240.0,nominal_L
DJTU,DJT,2.0,False,,letf_long,2.009847,328,posterior.nominal_L,0.027631172817344025,0.13706952942500814,1,ok,2.0,240.0,nominal_L
RBLU,RBLX,2.0,False,,letf_long,2.007636,328,posterior.nominal_L,0.017519419364564078,0.09572431044876684,1,ok,2.0,240.0,nominal_L
SNOU,SNOW,2.0,False,,letf_long,2.002175,292,posterior.nominal_L,0.05070846062800459,0.16495270075239402,1,ok,2.0,240.0,nominal_L
SMUP,SMR,2.0,False,,letf_long,1.996429,228,posterior.nominal_L,0.008703148438389664,0.16751981790414136,1,ok,2.0,240.0,nominal_L
GLXU,GLXY,2.0,False,,letf_long,2.001514,219,posterior.nominal_L,0.014777680464135277,0.14412944228245028,1,ok,2.0,240.0,nominal_L
AFRU,AFRM,2.0,False,,letf_long,1.999204,193,posterior.nominal_L,0.010221000470111841,0.14892881548870565,1,ok,2.0,240.0,nominal_L
KTUP,KTOS,2.0,False,,letf_long,2.008883,193,posterior.nominal_L,0.010686819466837957,0.12374857914476588,1,ok,2.0,240.0,nominal_L
TTDU,TTD,2.0,False,,letf_long,2.001973,192,posterior.nominal_L,0.011126526477496568,0.10390500406559013,1,ok,2.0,240.0,nominal_L
BMNU,BMNR,2.0,False,,letf_long,1.994439,185,posterior.nominal_L,0.008344984141602877,0.1479545560527501,1,ok,2.0,240.0,nominal_L
SBTU,SBET,2.0,False,,letf_long,2.008082,168,posterior.nominal_L,0.01107814775896753,0.15754777406949602,1,ok,2.0,240.0,nominal_L
CIFU,CIFR,2.0,False,,letf_long,1.9964,145,posterior.nominal_L,0.012726054332893966,0.1851544726543534,1,ok,2.0,240.0,nominal_L
XRPT,XRPZ,2.0,False,,letf_long,1.998666,144,posterior.nominal_L,0.026176445456365723,0.13727686574778342,1,ok,2.0,240.0,nominal_L
CHNU,CHNL,2.0,False,,letf_long,2.000597,57,posterior.nominal_L,0.007071092145401098,0.052882094162503564,1,ok,2.0,240.0,nominal_L
CRDX,CRDD,2.0,False,,letf_long,2.003298,57,posterior.nominal_L,0.016096076068763565,0.08978733310511447,1,ok,2.0,240.0,nominal_L
STLU,STLR,2.0,False,,letf_long,1.994028,57,posterior.nominal_L,0.026240253590757594,0.2877514265703931,1,ok,2.0,240.0,nominal_L
GMEU,GME,2.0,False,,letf_long,1.998218,292,posterior.nominal_L,0.036738731489173775,0.10968796091702367,1,ok,2.0,240.0,nominal_L
APLX,APLD,2.0,False,,letf_long,1.989432,198,posterior.nominal_L,0.010608355366856552,0.1531923351759311,1,ok,2.0,240.0,nominal_L
APPX,APP,2.0,False,,letf_long,1.998513,291,posterior.nominal_L,0.017865422145422964,0.1092593004070201,1,ok,2.0,240.0,nominal_L
ARCX,ACHR,2.0,False,,letf_long,1.995044,260,posterior.nominal_L,0.014507669192153402,0.1304075330613719,1,ok,2.0,240.0,nominal_L
ASTX,ASTS,2.0,False,,letf_long,1.999361,239,posterior.nominal_L,0.010186330708526769,0.1534938513828636,1,ok,2.0,240.0,nominal_L
BEX,BE,2.0,False,,letf_long,1.990374,151,posterior.nominal_L,0.01116230808960316,0.15458174632244764,1,ok,2.0,240.0,nominal_L
CEGX,CEG,2.0,False,,letf_long,2.001265,239,posterior.nominal_L,0.006520976657143753,0.08401188001559923,1,ok,2.0,240.0,nominal_L
CLSX,CLSK,2.0,False,,letf_long,1.998807,193,posterior.nominal_L,0.00826269137501203,0.13026184042324218,1,ok,2.0,240.0,nominal_L
COZX,CORZ,2.0,False,,letf_long,2.004338,157,posterior.nominal_L,0.009067661256456243,0.11232787838229631,1,ok,2.0,240.0,nominal_L
CRDU,CRDO,2.0,False,,letf_long,1.996422,193,posterior.nominal_L,0.00842051535165487,0.13458786789908872,1,ok,2.0,240.0,nominal_L
CSEX,CLS,2.0,False,,letf_long,2.003678,151,posterior.nominal_L,0.012826125076942842,0.12746722693348603,1,ok,2.0,240.0,nominal_L
CWVX,CRWV,2.0,False,,letf_long,1.997625,239,posterior.nominal_L,0.014075237308723464,0.14009543727112858,1,ok,2.0,240.0,nominal_L
FLYT,FLY,2.0,False,,letf_long,1.996106,166,posterior.nominal_L,0.019762646881815747,0.30092217337335825,1,ok,2.0,240.0,nominal_L
GEVX,GEV,2.0,False,,letf_long,1.996009,239,posterior.nominal_L,0.010572721661746285,0.08372044841460971,1,ok,2.0,240.0,nominal_L
IREX,IREN,2.0,False,,letf_long,1.995444,166,posterior.nominal_L,0.009989113711538418,0.13956106855131342,1,ok,2.0,240.0,nominal_L
JOBX,JOBY,2.0,False,,letf_long,1.989623,198,posterior.nominal_L,0.014607311273751361,0.1563069740993448,1,ok,2.0,240.0,nominal_L
LABX,ALAB,2.0,False,,letf_long,1.993263,217,posterior.nominal_L,0.015133113825163094,0.16858877959562338,1,ok,2.0,240.0,nominal_L
LRCU,LRCX,2.0,False,,letf_long,2.001779,212,posterior.nominal_L,0.008898530412238419,0.09422241675652465,1,ok,2.0,240.0,nominal_L
NEBX,NBIS,2.0,False,,letf_long,1.989054,198,posterior.nominal_L,0.00763263100949127,0.1216328707473054,1,ok,2.0,240.0,nominal_L
NVTX,NVTS,2.0,False,,letf_long,1.98563,198,posterior.nominal_L,0.014306472953735713,0.2519232956851725,1,ok,2.0,240.0,nominal_L
OPEX,OPEN,2.0,False,,letf_long,2.006636,166,posterior.nominal_L,0.013207005805950883,0.17426341358929595,1,ok,2.0,240.0,nominal_L
PONX,PONY,2.0,False,,letf_long,2.0057,198,posterior.nominal_L,0.009322407564211018,0.14701032059431118,1,ok,2.0,240.0,nominal_L
QBTX,QBTS,2.0,False,,letf_long,1.982729,291,posterior.nominal_L,0.018118895543499842,0.20754349513409978,1,ok,2.0,240.0,nominal_L
QUBX,QUBT,2.0,False,,letf_long,1.991962,251,posterior.nominal_L,0.007909521161927478,0.1778633564157128,1,ok,2.0,240.0,nominal_L
RGTU,RGTI,2.0,False,,letf_long,1.996231,251,posterior.nominal_L,0.016574090182167222,0.18958600648287335,1,ok,2.0,240.0,nominal_L
SMU,SMR,2.0,False,,letf_long,1.99791,239,posterior.nominal_L,0.010886856049091185,0.15529474389277903,1,ok,2.0,240.0,nominal_L
TARK,ARKK,2.0,False,,letf_long,1.99175,500,posterior.nominal_L,0.007378613951568518,0.057065105847462896,1,ok,2.0,240.0,nominal_L
TEMT,TEM,2.0,False,,letf_long,1.993014,279,posterior.nominal_L,0.010197394366462581,0.09904280106984557,1,ok,2.0,240.0,nominal_L
UNX,U,2.0,False,,letf_long,2.003222,193,posterior.nominal_L,0.061397080068664255,0.25015265871263137,1,ok,2.0,240.0,nominal_L
UPSX,UPST,2.0,False,,letf_long,1.99913,260,posterior.nominal_L,0.012009624655869529,0.10751827988341457,1,ok,2.0,240.0,nominal_L
WULX,WULF,2.0,False,,letf_long,1.992379,166,posterior.nominal_L,0.008195683356721916,0.16688619607922256,1,ok,2.0,240.0,nominal_L
CRMU,CRML,2.0,False,,letf_long,1.991506,92,posterior.nominal_L,0.018391404337102388,0.21449305351965736,1,ok,2.0,240.0,nominal_L
UECG,UEC,2.0,False,,letf_long,1.99971,92,posterior.nominal_L,0.019243798633793743,0.15817920214268696,1,ok,2.0,240.0,nominal_L
DNNG,DNN,2.0,False,,letf_long,2.000788,92,posterior.nominal_L,0.011273772377906601,0.11870366054241542,1,ok,2.0,240.0,nominal_L
RCAX,RCAT,2.0,False,,letf_long,2.002209,97,posterior.nominal_L,0.023087561171443862,0.19794474047427074,1,ok,2.0,240.0,nominal_L
RDWU,RDW,2.0,False,,letf_long,1.997716,99,posterior.nominal_L,0.01633934667591774,0.25085225674082884,1,ok,2.0,240.0,nominal_L
OKLL,OKLO,2.0,False,,letf_long,1.999545,251,posterior.nominal_L,0.008505674287395827,0.12378829513645827,1,ok,2.0,240.0,nominal_L
GDXU,GDX,2.0,False,,letf_long,2.432178,500,posterior.nominal_L,0.023953811513877155,0.12686850290860213,1,ok,2.0,240.0,nominal_L
MRNX,MRNA,2.0,False,,letf_long,1.99466,96,posterior.nominal_L,0.017016236143691483,0.13765242998675192,1,ok,2.0,240.0,nominal_L
ZETX,ZETA,2.0,False,,letf_long,1.99572,96,posterior.nominal_L,0.010696842823165301,0.1838348615817292,1,ok,2.0,240.0,nominal_L
LITX,LITE,2.0,False,,letf_long,1.997636,102,posterior.nominal_L,0.005939660848730568,0.13497350031993968,1,ok,2.0,240.0,nominal_L
SNXX,SNDK,2.0,False,,letf_long,1.988603,102,posterior.nominal_L,0.009715942377878728,0.1541577246837113,1,ok,2.0,240.0,nominal_L
WDCX,WDC,2.0,False,,letf_long,2.000318,102,posterior.nominal_L,0.011795055918683555,0.09881005916532912,1,ok,2.0,240.0,nominal_L
LNOK,NOK,2.0,False,,letf_long,2.00687,106,posterior.nominal_L,0.0132636455690846,0.12738071613372662,1,ok,2.0,240.0,nominal_L
USGG,USAR,2.0,False,,letf_long,1.994463,111,posterior.nominal_L,0.015180311813725075,0.16952703866971994,1,ok,2.0,240.0,nominal_L
ONDG,ONDS,2.0,False,,letf_long,1.996292,111,posterior.nominal_L,0.020312530293287192,0.1742936390947966,1,ok,2.0,240.0,nominal_L
PLUL,PLUG,2.0,False,,letf_long,1.990845,111,posterior.nominal_L,0.01618825022057213,0.1705558560947845,1,ok,2.0,240.0,nominal_L
ALBG,ALB,2.0,False,,letf_long,1.999489,111,posterior.nominal_L,0.011937905293742704,0.0819774031525146,1,ok,2.0,240.0,nominal_L
UUUG,UUUU,2.0,False,,letf_long,1.994815,111,posterior.nominal_L,0.01028768499383823,0.1310484532281725,1,ok,2.0,240.0,nominal_L
HUTG,HUT,2.0,False,,letf_long,1.994025,111,posterior.nominal_L,0.021440998839371214,0.1558900224550587,1,ok,2.0,240.0,nominal_L
XPEG,XPEV,2.0,False,,letf_long,2.000766,109,posterior.nominal_L,0.007458767465193073,0.07388313750433062,1,ok,2.0,240.0,nominal_L
ORLG,ORLY,2.0,False,,letf_long,1.998597,109,posterior.nominal_L,0.006243288177845582,0.029716407748791262,1,ok,2.0,240.0,nominal_L
LUNL,LUNR,2.0,False,,letf_long,1.994363,111,posterior.nominal_L,0.014615172378436759,0.223677085710575,1,ok,2.0,240.0,nominal_L
RKTL,RKT,2.0,False,,letf_long,2.00258,111,posterior.nominal_L,0.022897758059138965,0.15363259511495508,1,ok,2.0,240.0,nominal_L
EOSU,EOSE,2.0,False,,letf_long,1.996734,109,posterior.nominal_L,0.020278230119472496,0.2326752428470819,1,ok,2.0,240.0,nominal_L
KEEX,KEEL,2.0,False,,letf_long,1.993786,120,posterior.nominal_L,0.01229443169804742,0.22748379474637462,1,ok,2.0,240.0,nominal_L
FGRU,FIGR,2.0,False,,letf_long,1.999674,87,posterior.nominal_L,0.03038562268399783,0.22408416363979983,1,ok,2.0,240.0,nominal_L
APHU,APH,2.0,False,,letf_long,1.994472,87,posterior.nominal_L,0.012012044639696897,0.08993623536037428,1,ok,2.0,240.0,nominal_L
COPZ,COPX,2.0,False,,letf_long,1.996809,87,posterior.nominal_L,0.013226185702779657,0.09385130096565628,1,ok,2.0,240.0,nominal_L
LEUX,LEU,2.0,False,,letf_long,1.997053,86,posterior.nominal_L,0.01668322244737279,0.18446757971466926,1,ok,2.0,240.0,nominal_L
COHX,COHR,2.0,False,,letf_long,2.001499,86,posterior.nominal_L,0.010490905550628626,0.14863485759725292,1,ok,2.0,240.0,nominal_L
AXPG,AXP,2.0,False,,letf_long,2.006185,86,posterior.nominal_L,0.00999396172443333,0.05005902198969053,1,ok,2.0,240.0,nominal_L
FCXG,FCX,2.0,False,,letf_long,2.000232,86,posterior.nominal_L,0.011840986650748708,0.1175591168454855,1,ok,2.0,240.0,nominal_L
GLWG,GLW,2.0,False,,letf_long,1.99459,73,posterior.nominal_L,0.009227869506750318,0.1041607416823955,1,ok,2.0,240.0,nominal_L
SNDU,SNDK,2.0,False,,letf_long,1.99193,70,posterior.nominal_L,0.01231748255341359,0.14429892646233752,1,ok,2.0,240.0,nominal_L
PAAU,PAAS,2.0,False,,letf_long,1.99741,71,posterior.nominal_L,0.014643155602656513,0.11904141178754432,1,ok,2.0,240.0,nominal_L
BITX,IBIT,2.0,False,,letf_long,1.998836,500,posterior.nominal_L,0.00844350846278665,0.050432957104563476,1,ok,2.0,240.0,nominal_L
ETHU,ETHA,2.0,False,,letf_long,2.001296,481,posterior.nominal_L,0.012049612092887093,0.09579040001321397,1,ok,2.0,240.0,nominal_L
XXRP,XRPZ,2.0,False,,letf_long,1.998947,144,posterior.nominal_L,0.028824781032346695,0.1477062349435039,1,ok,2.0,240.0,nominal_L
TXXD,TDOG,2.0,False,,letf_long,2.006812,105,posterior.nominal_L,0.01579655548407554,0.09950665065525871,1,ok,2.0,240.0,nominal_L
TXXS,TSUI,2.0,False,,letf_long,2.005201,83,posterior.nominal_L,0.03483379263495158,0.19873786190918247,1,ok,2.0,240.0,nominal_L
SUIL,TSUI,2.0,False,,letf_long,2.0,26,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AVAZ,VAVX,2.0,False,,letf_long,2.0,26,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
TXXH,THYP,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ONDL,ONDS,2.0,False,,letf_long,1.99269,120,posterior.nominal_L,0.02169078586912923,0.2151904437955064,1,ok,2.0,240.0,nominal_L
MSTX,MSTR,2.0,False,,letf_long,1.995697,464,posterior.nominal_L,0.010493833774585163,0.1384032025527318,1,ok,2.0,240.0,nominal_L
SMCX,SMCI,2.0,False,,letf_long,1.996552,457,posterior.nominal_L,0.04966156251006813,0.24345019443003682,1,ok,2.0,240.0,nominal_L
ORCX,ORCL,2.0,False,,letf_long,1.99697,344,posterior.nominal_L,0.021464661743997318,0.10302429120274188,1,ok,2.0,240.0,nominal_L
IONX,IONQ,2.0,False,,letf_long,1.986664,322,posterior.nominal_L,0.011500932889064104,0.13127654853281945,1,ok,2.0,240.0,nominal_L
HIMZ,HIMS,2.0,False,,letf_long,1.995053,320,posterior.nominal_L,0.02122397785903135,0.15485322448533798,1,ok,2.0,240.0,nominal_L
IRE,IREN,2.0,False,,letf_long,1.997105,168,posterior.nominal_L,0.009281021380089278,0.13851097241999277,1,ok,2.0,240.0,nominal_L
AVGX,AVGO,2.0,False,,letf_long,1.993636,459,posterior.nominal_L,0.01890404441311463,0.07410705419886307,1,ok,2.0,240.0,nominal_L
RKLX,RKLB,2.0,False,,letf_long,1.995641,321,posterior.nominal_L,0.021175444213062528,0.13847482734186978,1,ok,2.0,240.0,nominal_L
RGTX,RGTI,2.0,False,,letf_long,1.986685,308,posterior.nominal_L,0.016147872545069167,0.17068217985708814,1,ok,2.0,240.0,nominal_L
SOFX,SOFI,2.0,False,,letf_long,2.003369,359,posterior.nominal_L,0.012300176872883808,0.07229383452744896,1,ok,2.0,240.0,nominal_L
NVOX,NVO,2.0,False,,letf_long,2.002898,388,posterior.nominal_L,0.025973311532100526,0.08793218515232688,1,ok,2.0,240.0,nominal_L
LLYX,LLY,2.0,False,,letf_long,1.994184,469,posterior.nominal_L,0.013028417924332224,0.05730926009074012,1,ok,2.0,240.0,nominal_L
SOUX,SOUN,2.0,False,,letf_long,2.001291,251,posterior.nominal_L,0.015983559814929056,0.1301853526573739,1,ok,2.0,240.0,nominal_L
QPUX,IONQ,2.0,False,,letf_long,1.973243,220,posterior.nominal_L,0.051744814831825726,0.7668058338582111,1,ok,2.0,240.0,nominal_L
HOOX,HOOD,2.0,False,,letf_long,1.995292,317,posterior.nominal_L,0.008862404626511975,0.09358794549469136,1,ok,2.0,240.0,nominal_L
RIOX,RIOT,2.0,False,,letf_long,1.993489,367,posterior.nominal_L,0.00918189030762903,0.1304367430820172,1,ok,2.0,240.0,nominal_L
QSU,QS,2.0,False,,letf_long,1.999068,168,posterior.nominal_L,0.018487214636170625,0.16215301293952974,1,ok,2.0,240.0,nominal_L
MPL,MP,2.0,False,,letf_long,2.000021,168,posterior.nominal_L,0.00853201495636788,0.11710865014828771,1,ok,2.0,240.0,nominal_L
OSCX,OSCR,2.0,False,,letf_long,1.996939,186,posterior.nominal_L,0.01406294870968167,0.1044724580973564,1,ok,2.0,240.0,nominal_L
DKNX,DKNG,2.0,False,,letf_long,2.008437,225,posterior.nominal_L,0.009850578831807772,0.06441153897803095,1,ok,2.0,240.0,nominal_L
ANEL,ANET,2.0,False,,letf_long,2.000429,201,posterior.nominal_L,0.012473382471772895,0.07597008798843354,1,ok,2.0,240.0,nominal_L
VSTL,VST,2.0,False,,letf_long,1.997426,232,posterior.nominal_L,0.009784148778865503,0.061267248942258865,1,ok,2.0,240.0,nominal_L
LMNX,LMND,2.0,False,,letf_long,2.005657,171,posterior.nominal_L,0.01720528841721602,0.13376216701793706,1,ok,2.0,240.0,nominal_L
AVXX,AVAV,2.0,False,,letf_long,2.000894,165,posterior.nominal_L,0.015825105835329777,0.13087494693807994,1,ok,2.0,240.0,nominal_L
PLU,PL,2.0,False,,letf_long,1.998315,115,posterior.nominal_L,0.05558865161232642,0.3134225980687339,1,ok,2.0,240.0,nominal_L
ADBU,ADBE,2.0,False,,letf_long,2.001344,62,posterior.nominal_L,0.017534910741977005,0.0744725299104161,1,ok,2.0,240.0,nominal_L
PYPU,PYPL,2.0,False,,letf_long,1.997559,62,posterior.nominal_L,0.009202825923939445,0.06520890675251038,1,ok,2.0,240.0,nominal_L
TXNU,TXN,2.0,False,,letf_long,1.99237,62,posterior.nominal_L,0.017810577676283572,0.08190965678783199,1,ok,2.0,240.0,nominal_L
UNHU,UNH,2.0,False,,letf_long,1.985035,62,posterior.nominal_L,0.006887586341825543,0.057555225877569116,1,ok,2.0,240.0,nominal_L
AAOX,AAOI,2.0,False,,letf_long,1.993268,63,posterior.nominal_L,0.011491942507652533,0.22198747195144425,1,ok,2.0,240.0,nominal_L
IBX,IBM,2.0,False,,letf_long,1.999687,63,posterior.nominal_L,0.009923907488672286,0.09996312107124643,1,ok,2.0,240.0,nominal_L
AXTX,AXTI,2.0,False,,letf_long,2.005052,41,posterior.nominal_L,0.01643730416793474,0.2692855873954746,1,ok,2.0,240.0,nominal_L
CPNX,CPNG,2.0,False,,letf_long,1.994196,41,posterior.nominal_L,0.027224290690466738,0.16509952909910297,1,ok,2.0,240.0,nominal_L
MPWX,MPWR,2.0,False,,letf_long,2.001282,41,posterior.nominal_L,0.008897190430595576,0.12314018041670792,1,ok,2.0,240.0,nominal_L
STXX,STX,2.0,False,,letf_long,1.998534,41,posterior.nominal_L,0.013228912751149229,0.10276198618706521,1,ok,2.0,240.0,nominal_L
