underlying,etf,beta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl,bucket,symbol
ARM,,,182.53892000000002,763.8132210891171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.3521410891171,bucket_1,ARM
ASHR,,,174.214813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.214813,bucket_1,ASHR
ASML,,,1095.370701,24.860423999999995,19.01,-2.85,0.0,0.0,0.0,0.0,0.0,1136.391125,bucket_1,ASML
ASTS,,,-98.91344160267631,-1270.2094384031304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1369.1228800058068,bucket_1,ASTS
AVAV,,,0.0,-687.697829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-687.697829,bucket_1,AVAV
AVGO,,,5889.6255142,741.702679,34.45,0.0,0.0,0.0,0.0,0.0,0.0,6665.7781932,bucket_1,AVGO
AXON,,,313.047712,-0.08646400000003496,0.0,0.0,0.0,-6.18,0.0,0.0,0.0,306.78124799999995,bucket_1,AXON
B,,,0.0,-4.913257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.913257,bucket_1,B
BA,,,-955.65857475,35.497872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920.1607027499999,bucket_1,BA
BABA,,,-1369.3841793669178,-365.6098765313838,0.0,0.0,0.0,0.0,0.0,-0.8403391921982573,0.0,-1735.8343950904998,bucket_1,BABA
BBAI,,,1164.038639,837.139678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.178317,bucket_1,BBAI
BE,,,0.0,3657.138263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.138263,bucket_1,BE
BIDU,,,69.771605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.771605,bucket_1,BIDU
BKNG,,,-42.80836925,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,-43.44836925,bucket_1,BKNU
BLSH,,,1762.8205719,-529.222832,0.0,0.0,0.0,-40.47,0.0,0.0,0.0,1193.1277398999998,bucket_1,BLSH
BMNR,,,1050.15768311,-1622.568979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-572.4112958899998,bucket_1,BMNR
KEEL,,,599.718214,6059.810752,0.0,0.0,0.0,-9.42,0.0,0.0,0.0,6650.108966,bucket_1,BTFL
BULL,,,175.763327,209.485331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.248658,bucket_1,BULL
CEG,,,-795.371121,-122.13,14.93,0.0,0.0,0.0,0.0,0.0,0.0,-902.5711210000001,bucket_1,CEG
CELH,,,834.2166743000001,0.0,0.0,0.0,0.0,-24.38,0.0,0.0,0.0,809.8366743000001,bucket_1,CELH
CHNL,,,53.87704,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,56.18704,bucket_1,CHNL
CIFR,,,0.0,2012.139219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.139219,bucket_1,CIFR
CLS,,,-52.838314,-136.512796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-189.35111,bucket_1,CLS
CLSK,,,826.2720168159333,194.7276757356754,0.0,0.0,0.0,-0.1623747410160675,0.0,0.0,0.0,1020.8373178105926,bucket_1,CLSK
CMG,,,-1289.361949,-78.913729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1368.2756780000002,bucket_1,CMG
CNC,,,-728.292223,3521.898141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.605918,bucket_1,CNC
COHR,,,0.0,246.709465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.709465,bucket_1,COHR
COIN,,,26.835811588536874,-622.5801972389601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-595.7443856504232,bucket_1,COIN
COPX,,,-475.956674,-174.134933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0916070000001,bucket_1,COPX
CORZ,,,3152.71671225,590.502564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.21927625,bucket_1,CORZ
COST,,,111.168532,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,118.968532,bucket_1,COST
CRCL,,,1391.7682157151396,2448.6602929468736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840.428508662013,bucket_1,CRCL
CRDO,,,447.300125,4219.904286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4667.204411,bucket_1,CRDO
CRM,,,-1965.673346,-306.385328,22.44,0.0,0.0,0.0,0.0,0.0,0.0,-2249.618674,bucket_1,CRM
CRML,,,0.0,3030.648909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.648909,bucket_1,CRML
CRWD,,,-529.3348389999999,434.201914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.13292499999989,bucket_1,CRWD
CRWV,,,12.553028103967637,139.2211800900114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.77420819397904,bucket_1,CRWV
CSCO,,,1161.2683472,0.0,49.05,0.0,0.0,0.0,0.0,0.0,0.0,1210.3183472,bucket_1,CSCO
CVNA,,,-241.811604,-289.248729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-531.060333,bucket_1,CVNA
DASH,,,-66.96179542000002,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,-84.96179542000002,bucket_1,DASH
DELL,,,893.008275,944.391089,11.97,0.0,0.0,0.0,0.0,0.0,0.0,1849.369364,bucket_1,DELL
DIA,,,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,-0.21,bucket_1,DIA
DJT,,,0.0,-86.541879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.541879,bucket_1,DJT
DKNG,,,1192.8288971547165,-459.60345908177317,0.0,0.0,0.0,-24.29,0.0,0.0,0.0,708.9354380729434,bucket_1,DKNG
DNN,,,-45.789544,-195.365338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241.15488200000001,bucket_1,DNN
DUOL,,,528.950171,621.584471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.534642,bucket_1,DUOL
EOSE,,,4527.130703,957.974509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485.1052119999995,bucket_1,EOSE
ETHA,,,-4424.994076,1143.0991640000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3281.8949119999997,bucket_1,ETHA
ETOR,,,681.941381,188.433345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.374726,bucket_1,ETOR
EWJ,,,388.675936,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.275936,bucket_1,EWJ
EWW,,,35.435009,-6.150137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.284872,bucket_1,EWW
EWY,,,3.552713678800501e-15,691.75264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.75264,bucket_1,EWY
FCX,,,76.56465,178.636172,6.15,0.0,0.0,0.0,0.0,0.0,0.0,261.350822,bucket_1,FCX
FIG,,,-688.78176,-1647.563079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2336.344839,bucket_1,FIG
FIGR,,,2042.720213,1874.843512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.563725,bucket_1,FIGR
FLY,,,0.0,508.905946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.905946,bucket_1,FLY
FUTU,,,13.693016,0.0,13.0,0.0,0.0,0.0,0.0,-0.25,0.0,26.443016,bucket_1,FUTU
FXI,,,-27.99048,-25.711843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.702323,bucket_1,FXI
GDX,,,221.508338,196.267183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.775521,bucket_1,GDX
GDXJ,,,-31.433606000000005,-492.405551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523.839157,bucket_1,GDXJ
GEMI,,,0.0,435.994694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.994694,bucket_1,GEMI
GEV,,,2031.907901,725.918875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2762.826776,bucket_1,GEV
GLW,,,34.133253,-137.462281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.329028,bucket_1,GLW
GLXY,,,420.683374,2138.640343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2559.323717,bucket_1,GLXY
GME,,,0.0,-59.682257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.682257,bucket_1,GME
GOOGL,,,3088.7029382886776,157.6299851291169,5.6315394469859985,0.0,0.0,0.0,0.0,0.0,0.0,3251.9644628647807,bucket_1,GOOGL
GRAB,,,0.0,-200.768178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.768178,bucket_1,GRAB
XRPZ,,,-3076.75710312,329.224552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2747.53255112,bucket_1,GXRP
HIMS,,,-605.92684571075,-458.1313198581479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1064.058165568898,bucket_1,HIMS
HL,,,-236.791688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-236.791688,bucket_1,HL
HOOD,,,2910.1058885499997,-4579.933244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1669.8273554500001,bucket_1,HOOD
HUT,,,1425.9899619999999,6792.022402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8218.012364,bucket_1,HUT
IBIT,,,9.485139,-1419.6919532069082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1410.2068142069083,bucket_1,IBIT
IBM,,,23.345738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.345738,bucket_1,IBM
INTC,,,14583.785464,2523.266511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17107.051975000002,bucket_1,INTC
IONQ,,,0.0,6706.928359999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6706.928359999998,bucket_1,IONQ
IREN,,,0.0,1823.7628006523198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.7628006523198,bucket_1,IREN
ISRG,,,-445.14145704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-445.14145704,bucket_1,ISRG
IWM,,,31.392123,26.472486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.864609,bucket_1,IWM
JOBY,,,0.0,221.073537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.073537,bucket_1,JOBY
KLAC,,,2166.031528,333.401672,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2510.8332,bucket_1,KLAC
KTOS,,,0.0,-990.175657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-990.175657,bucket_1,KTOS
KWEB,,,-472.1785,-72.2231999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544.4016999999999,bucket_1,KWEB
LAC,,,258.883121,128.666046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.549167,bucket_1,LAC
LCID,,,0.0,-227.805365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-227.805365,bucket_1,LCID
LEU,,,-524.267447,-179.780478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704.047925,bucket_1,LEU
LITE,,,0.0,1656.167908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.167908,bucket_1,LITE
LLY,,,-171.18254298,-45.918032,8.65,0.0,0.0,0.0,0.0,0.0,0.0,-208.45057497999997,bucket_1,LLY
LMND,,,0.0,-273.003986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-273.003986,bucket_1,LMND
LMT,,,631.13687991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.13687991,bucket_1,LMT
LRCX,,,154.651297,490.448594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0998910000001,bucket_1,LRCX
LUNR,,,92.312619,-1401.724059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1309.4114399999999,bucket_1,LUNR
MARA,,,1.1799997992056888e-06,305.85630016037845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.85630134037825,bucket_1,MARA
META,,,109.22587921704365,-456.4819946462528,3.733466168956424,0.0,0.0,0.0,0.0,0.0,0.0,-343.52264926025276,bucket_1,META
MP,,,-14.725567999999969,132.372074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.64650600000003,bucket_1,MP
MRNA,,,125.24585263,-16.07117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.17468263,bucket_1,MRNA
MRVL,,,11153.762106999999,107.715369,8.76,0.0,0.0,0.0,0.0,0.0,0.0,11270.237475999998,bucket_1,MRVL
MSFT,,,-1885.285647310908,51.91250719402248,55.03761246635064,0.0,0.0,0.0,0.0,0.0,0.0,-1778.335527650535,bucket_1,MSFT
MSTR,,,186.03399863218112,1123.8200662784666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.8540649106476,bucket_1,MSTR
MU,,,9719.400688,2837.982829,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12560.383517,bucket_1,MU
NBIS,,,6177.902484592312,11721.601831694024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17899.504316286337,bucket_1,NBIS
NEM,,,-102.635452,-157.744084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-260.379536,bucket_1,NEM
NET,,,0.0,-48.390348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.390348,bucket_1,NET
NFLX,,,628.0857183198051,106.00096722159888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.086685541404,bucket_1,NFLX
NIO,,,-108.579936,-69.189058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177.76899400000002,bucket_1,NIO
NOK,,,0.0,1532.253866,14.17,-4.96,0.0,0.0,0.0,-0.45,0.0,1541.013866,bucket_1,NOK
NOW,,,-196.488979,-197.527128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-394.01610700000003,bucket_1,NOW
NU,,,-2501.10280727,-61.204978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2562.3077852700003,bucket_1,NU
NVDA,,,7170.39962544005,179.85384401340008,1.1987799074480752,0.0,0.0,0.0,0.0,0.0,0.0,7351.452249360897,bucket_1,NVDA
NVO,,,647.7822100000001,142.835435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.617645,bucket_1,NVO
NVTS,,,12761.101463,18482.217897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31243.31936,bucket_1,NVTS
OKLO,,,0.0,-501.730069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-501.730069,bucket_1,OKLO
OKTA,,,154.114834,173.4187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.53353400000003,bucket_1,OKTA
ONDS,,,0.0,1162.090675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.090675,bucket_1,ONDS
OPEN,,,-898.50408474,-4055.608326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4954.11241074,bucket_1,OPEN
ORCL,,,482.919457,614.020614,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1104.440071,bucket_1,ORCL
ORLY,,,62.169038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.169038,bucket_1,ORLY
OSCR,,,1470.642034,1148.732611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.374645,bucket_1,OSCR
PAAS,,,89.18413699999999,-252.465262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.281125,bucket_1,PAAS
PANW,,,8986.20923509,342.228943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9328.43817809,bucket_1,PANW
PBR,,,361.388758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.388758,bucket_1,PBR
PL,,,-15.270383,-184.898988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.169371,bucket_1,PL
PLTR,,,-2064.808305626989,247.4322961229177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1817.3760095040711,bucket_1,PLTR
PLUG,,,0.0,9620.187292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.187292,bucket_1,PLUG
PONY,,,-940.567426,-458.287136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1398.854562,bucket_1,PONY
PYPL,,,0.0,-159.48235000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.48235000000003,bucket_1,PYPL
QBTS,,,0.0,708.9815305859954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.9815305859954,bucket_1,QBTS
QCOM,,,2784.198022,256.381387,52.51,0.0,0.0,0.0,0.0,0.0,0.0,3093.089409,bucket_1,QCOM
QQQ,,,372.780309,414.36696833675717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.1472773367572,bucket_1,QQQ
QS,,,160.301166,326.635853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.93701899999996,bucket_1,QS
QUBT,,,5069.048767,3056.501736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.550503,bucket_1,QUBT
RBLX,,,-2389.40375,-1132.7358357123383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3522.139585712338,bucket_1,RBLX
RCAT,,,0.0,-6391.908666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6391.908666,bucket_1,RCAT
RDDT,,,-47.330961590817665,-345.5228439115541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-392.85380550237176,bucket_1,RDDT
RDW,,,0.0,2814.976004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814.976004,bucket_1,RDW
RGTI,,,0.0,-343.700595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.700595,bucket_1,RGTI
RIOT,,,-0.480186,-0.3439969999993764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8241829999993764,bucket_1,RIOT
RKLB,,,1446.4401366979757,1102.0027531973547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.44288989533,bucket_1,RKLB
RKT,,,-732.2959099999999,-1449.277535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2181.573445,bucket_1,RKT
RTX,,,-310.591708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.591708,bucket_1,RTX
SATS,,,672.735072,151.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.541672,bucket_1,SATS
SBET,,,-93.160092,206.755083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.59499100000001,bucket_1,SBET
SBUX,,,19.938863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.938863,bucket_1,SBUX
SHOP,,,0.0,-566.699614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.699614,bucket_1,SHOP
SLV,,,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985,bucket_1,SLV
SMCI,,,0.0,-143.71270672811096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.71270672811096,bucket_1,SMCI
SMR,,,-2020.2965796570797,-760.3052040234066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2780.6017836804863,bucket_1,SMR
SNAP,,,-1.046319000000004,-63.353397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.39971600000001,bucket_1,SNAP
SNDK,,,3050.740429,5942.592974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8993.333403,bucket_1,SNDK
SNOW,,,-318.27028114935626,-211.98171226363343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-530.2519934129897,bucket_1,SNOW
SOEZ,,,-1854.83278,442.57234300000005,19.7,0.0,0.0,0.0,0.0,0.0,0.0,-1392.5604369999999,bucket_1,SOEZ
SOFI,,,-1604.820513,-871.635414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2476.455927,bucket_1,SOFI
SOUN,,,31.220369,95.140516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.36088500000001,bucket_1,SOUN
SOXX,,,3079.115661,1121.330943,0.0,0.0,4.16,0.0,0.0,0.0,0.0,4204.606604,bucket_1,SOXX
SPOT,,,-65.81833,-81.553128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.37145800000002,bucket_1,SPOT
SPY,,,87.59771444,203.25132466666608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.84903910666605,bucket_1,SPY
SRPT,,,-798.122257,326.975331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-471.146926,bucket_1,SRPT
TDOG,,,0.0,-177.650737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177.650737,bucket_1,TDOG
TEM,,,-1920.18907006,-462.494011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2382.68308106,bucket_1,TEM
TER,,,2143.815032,658.948646,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2805.883678,bucket_1,TER
TSLA,,,1043.6942853987262,276.3619856583135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0562710570396,bucket_1,TSLA
TSM,,,1212.0495779635328,154.42935971514882,25.68983400324428,-5.396506663620802,0.0,0.0,0.0,0.0,0.0,1386.772265018305,bucket_1,TSM
TSUI,,,0.0,-920.425006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920.425006,bucket_1,TSUI
TTD,,,-108.74409800000001,-33.737018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.48111600000001,bucket_1,TTD
U,,,769.270719,1087.296117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.566836,bucket_1,U
UBER,,,-322.63103506,55.126361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-267.50467405999996,bucket_1,UBER
UEC,,,-626.203531,-577.654495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1203.8580259999999,bucket_1,UEC
UNH,,,2199.553865,211.689343,64.09,0.0,0.0,0.0,0.0,0.0,0.0,2475.333208,bucket_1,UNH
UPS,,,-143.282012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.282012,bucket_1,UPS
UPST,,,-403.095676,75.261666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.83401000000003,bucket_1,UPST
URA,,,-541.250048,-139.131637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-680.3816850000001,bucket_1,URA
USAR,,,958.95555133,3239.531946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4198.48749733,bucket_1,USAR
UUUU,,,0.0,-1327.785332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.785332,bucket_1,UUUU
VALE,,,387.170313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.170313,bucket_1,VALE
VRT,,,6032.010926,603.2394,2.06,0.0,0.0,0.0,0.0,0.0,0.0,6637.310326000001,bucket_1,VRT
VST,,,0.0,-90.490529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.490529,bucket_1,VST
WDC,,,0.0,1956.170229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.170229,bucket_1,WDC
WULF,,,646.661456,3922.066417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4568.727873,bucket_1,WULF
XBI,,,275.08774239,0.0,0.0,0.0,0.0,-2.5399999999999996,0.0,0.0,0.0,272.54774239,bucket_1,XBI
XLE,,,271.359146,0.0,61.63,0.0,0.0,0.0,0.0,0.0,0.0,332.989146,bucket_1,XLE
XLF,,,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,-0.12,bucket_1,XLF
XLK,,,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.2,bucket_1,XLK
XOM,,,121.67125710004554,-440.5856459330143,17.383508771929826,0.0,0.0,0.0,0.0,0.0,0.0,-301.53088006103894,bucket_1,XOM
XOP,,,1101.569991,92.934182,19.14,0.0,26.22,0.0,0.0,0.0,0.0,1239.8641730000002,bucket_1,XOP
XPEV,,,19.559829000000022,-112.586075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.02624599999997,bucket_1,XPEV
XYZ,,,-28.241258083201874,-320.37509998003014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.61635806323204,bucket_1,XYZ
ZETA,,,-1.364807,-195.345747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196.710554,bucket_1,ZETA
AAPL,,,851.6446789310351,13.663719973756514,11.367433641006432,0.0,0.0,0.0,0.0,0.0,0.0,876.675832545798,bucket_2,AAPL
ABNB,,,-319.038604,772.0460053931877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.00740139318765,bucket_2,ABNB
AI,,,-766.576655,-30.599999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-797.176655,bucket_2,AI
AMD,,,1302.9990700815397,1312.3803978544865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.3794679360262,bucket_2,AMD
AMZN,,,1177.5060398171213,13.687293339535245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.1933331566565,bucket_2,AMZN
ARM,,,415.216836,-164.41873208911704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.79810391088296,bucket_2,ARM
BABA,,,-612.2740545630824,-125.85321046861617,0.0,0.0,0.0,0.0,0.0,-0.2796608078017429,0.0,-738.4069258395002,bucket_2,BABA
COIN,,,88.09682940349182,-2043.811540604996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1955.714711201504,bucket_2,COIN
CVNA,,,-1037.360983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1037.360983,bucket_2,CVNA
DKNG,,,-1127.9098323547164,-10.416716918226854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1138.3265492729433,bucket_2,DKNG
GOOGL,,,1984.3134937613222,30.808148870883088,5.708460553014001,0.0,0.0,0.0,0.0,0.0,0.0,2020.8301031852193,bucket_2,GOOGL
HIMS,,,-129.93876628925003,-16.14146114185212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.08022743110214,bucket_2,HIMS
HOOD,,,-2910.10589,-17.600000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2927.7058899999997,bucket_2,HOOD
IBIT,,,0.0,627.4024732069083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.4024732069083,bucket_2,IBIT
IONQ,,,0.0,2142.9100000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.9100000000017,bucket_2,IONQ
MARA,,,3722.974732,16.579836839621535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.554568839622,bucket_2,MARA
META,,,456.34383457295644,-1158.5263373537473,8.866533831043576,0.0,0.0,0.0,0.0,0.0,0.0,-693.3159689497472,bucket_2,META
MSFT,,,-619.122715139092,-5.182164194022491,11.39238753364937,0.0,0.0,0.0,0.0,0.0,0.0,-612.912491799465,bucket_2,MSFT
MSTR,,,40.26796968866979,243.25635473704156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.52432442571137,bucket_2,MSTR
NFLX,,,17.250404020194907,-0.6529672215988853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59743679859602,bucket_2,NFLX
NVDA,,,1205.4080075599504,12.125498986599922,0.2412200925519248,0.0,0.0,0.0,0.0,0.0,0.0,1217.7747266391023,bucket_2,NVDA
PLTR,,,-1891.3336343730111,-159.66218712291766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2050.995821495929,bucket_2,PLTR
PYPL,,,-1257.3366010000002,0.5500000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.7866010000002,bucket_2,PYPL
QBTS,,,0.0,8.41747463921768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41747463921768,bucket_2,QBTS
QQQ,,,-788.744264,-262.04272033675716,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,-1051.266984336757,bucket_2,QQQ
RBLX,,,-698.191405,120.81944771233827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-577.3719572876618,bucket_2,RBLX
