ETF,Underlying,is_yieldboost,scenario_style,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_current,shares_available,borrow_missing_from_ftp,borrow_spiking,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,expected_gross_decay_p10_annual,expected_gross_decay_p50_annual,expected_gross_decay_p90_annual,expected_gross_decay_mean_annual,expected_gross_decay_dist_model,expected_logIV_mu_annual,expected_logIV_sigma_annual,expected_gross_decay_dist_n_obs,expected_gross_decay_dist_horizon_days,asof_date,product_class,expected_decay_available,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_avg_annual,borrow_median_60d,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,gross_anchor_shift_annual,gross_anchor_target_annual,gross_anchor_source,schema_v,edge_sign_convention,expected_gross_decay_simple_ito_annual,expected_gross_decay_adjusted_annual,expected_decay_adjustment_annual,expected_decay_model,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,strategy_blacklisted
BITX,IBIT,False,,2.003428,500,ols,,,0,True,False,17.950000762939453,,1.0,False,,False,False,False,False,False,False,True,False,0.875683,0.864875,0.433238,0.425787,0.436477,0.435276,,missing,0.0,0.045,0.236647,0.235595,True,0.433238,0.433238,0.433238,0.236647,0.236647,0.236647,0.236647,simple_ito_fallback,-1.44632,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.433238,0.33494250000000003,0.0,0.05525866666666667,0.056574,0.1257913301111149,0.15976917176727745,0.1823040895117061,0.2089632749412638,0.24526738672246015,"{""e"":[0.10338,0.111701,0.120023,0.128344,0.136665,0.144987,0.153308,0.16163,0.169951,0.178273,0.186594,0.194916,0.203237,0.211559,0.21988,0.228202,0.236523,0.244845,0.253166,0.261488,0.269809],""c"":[2,9,8,15,19,24,27,34,39,44,22,28,39,25,12,17,10,11,5,2]}",0.236647,0.19659100000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1946;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.19654786843423494,mean_reversion,False,incomplete_regime,90.0,51.0,weighted_empirical,-0.19460583461686948,0.236647,simple_ito_fallback,2,short_favorable_positive,0.236647,,,simple_ito,0.500857,1.0,0.500857,1.0,bucket_1,,False,False
ETHU,ETHA,False,,2.00074,443,ols,,,0,True,False,24.709999084472656,,1.0,False,,False,False,False,False,False,False,True,False,1.441344,1.451908,0.776581,0.765195,0.719053,0.72495,,missing,0.0,0.045,0.562645,0.571169,True,0.776581,0.776581,0.776581,0.562645,0.562645,0.562645,0.562645,simple_ito_fallback,-0.576216,0.0,422.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.776581,0.669613,0.0,0.019480142857142856,0.01919,0.4279269755020988,0.49018049114325524,0.5423523078683337,0.5941282217971325,0.6591580879386253,"{""e"":[0.399118,0.414695,0.430273,0.44585,0.461428,0.477006,0.492583,0.508161,0.523738,0.539316,0.554894,0.570471,0.586049,0.601626,0.617204,0.632782,0.648359,0.663937,0.679514,0.695092,0.71067],""c"":[9,9,13,18,21,31,29,25,35,34,31,32,20,24,26,13,7,7,4,4]}",0.562645,0.21393600000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2140;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.1578512291814658,mean_reversion,False,incomplete_regime,90.0,49.0,weighted_empirical,-0.2140261956685493,0.562645,simple_ito_fallback,2,short_favorable_positive,0.562645,,,simple_ito,0.500185,1.0,0.500185,1.0,bucket_1,,False,False
XXRP,XRPZ,False,,2.020736,106,ols,,,0,True,False,3.7799999713897705,,1.0,False,,False,False,False,False,False,False,True,False,1.522032,1.508378,0.836975,0.847612,0.765477,0.763931,,missing,0.0,0.045,0.65024,0.647801,True,0.728787,0.836975,0.728787,0.65024,0.65024,0.65024,0.65024,simple_ito_fallback,-0.461252,0.0,0.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.836975,0.7436075,0.0,0.037349428571428575,0.039384,0.22551228808466747,0.42018094695886393,0.5893584625503864,0.7637192521389742,1.0729369401660775,"{""e"":[0.120117,0.179254,0.238391,0.297528,0.356665,0.415802,0.474939,0.534076,0.593213,0.65235,0.711488,0.770625,0.829762,0.888899,0.948036,1.007173,1.06631,1.125447,1.184584,1.243721,1.302858],""c"":[9,10,19,23,32,24,41,42,34,31,34,23,16,16,14,7,7,3,2,5]}",0.65024,0.18673499999999998,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1795;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.2643450527166495,mean_reversion,False,incomplete_regime,90.0,49.0,weighted_empirical,-0.17953280176555064,0.65024,simple_ito_fallback,2,short_favorable_positive,0.65024,,,simple_ito,0.505184,1.0,0.505184,1.0,bucket_1,,False,False
ONDL,ONDS,False,,1.954117,82,ols,,,0,True,False,15.539999961853027,,1.0,False,,False,False,False,False,False,False,True,False,1.993232,1.996158,1.452842,1.424919,1.236019,1.263608,,missing,0.0,0.045,1.46714,1.531429,True,1.462487,1.452842,1.462487,1.46714,1.46714,1.46714,1.46714,simple_ito_fallback,0.453493,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.452842,1.459991,0.0,0.3061103333333333,0.311997,0.64212374624476,0.9319306905109774,1.154475537783969,1.3873752677927178,1.7356936732159478,"{""e"":[0.441365,0.516928,0.592491,0.668054,0.743617,0.819181,0.894744,0.970307,1.04587,1.121433,1.196996,1.27256,1.348123,1.423686,1.499249,1.574812,1.650376,1.725939,1.801502,1.877065,1.952628],""c"":[4,6,10,16,23,28,18,34,37,40,35,31,32,29,15,10,7,8,3,6]}",1.46714,-0.014298000000000144,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0021;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.030578131260722015,none,False,ok,90.0,3.0,weighted_empirical,-0.0020747159646996582,1.46714,simple_ito_fallback,2,short_favorable_positive,1.46714,,,simple_ito,0.48852925,1.0,0.5,1.0,bucket_1,,False,False
MSTX,MSTR,False,,1.953732,426,ols,,,0,True,False,29.459999084472656,,1.0,False,,False,False,False,False,False,False,True,False,1.363884,1.360571,1.165471,1.150365,0.678209,0.682545,,missing,0.0,0.045,0.471455,0.476952,True,1.165471,1.165471,1.165471,0.471455,0.471455,0.471455,0.471455,simple_ito_fallback,-0.681153,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.165471,0.8184629999999999,0.0,0.3224351428571429,0.272061,-0.12592044393848287,0.09249174541845873,0.18532303303144676,0.26683080227653155,0.37538537966147717,"{""e"":[-0.198073,-0.165733,-0.133392,-0.101052,-0.068711,-0.036371,-0.004031,0.02831,0.06065,0.092991,0.125331,0.157672,0.190012,0.222353,0.254693,0.287034,0.319374,0.351715,0.384055,0.416396,0.448736],""c"":[7,7,5,6,8,14,5,23,24,21,39,42,46,32,43,30,14,14,10,2]}",0.471455,0.694016,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.6907;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.22060881731386156,mean_reversion,False,incomplete_regime,90.0,14.0,weighted_empirical,-0.6907218776634645,0.471455,simple_ito_fallback,2,short_favorable_positive,0.471455,,,simple_ito,0.488433,1.0,0.5,1.0,bucket_1,,False,False
SMCX,SMCI,False,,1.844277,422,ols,,,0,True,False,31.94999885559082,,1.0,False,,False,False,False,False,False,False,True,False,1.383058,1.373894,0.602352,0.937107,0.798514,0.767182,,missing,0.0,0.045,0.534409,0.496217,True,0.602352,0.602352,0.602352,0.534409,0.534409,0.534409,0.534409,simple_ito_fallback,-0.376259,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.602352,0.5683805,0.0,0.5597657,0.538598,-1.096171835300975,-0.38307097456459216,0.05598400636630313,0.41269396123964264,0.8062903899186938,"{""e"":[-1.75045,-1.608367,-1.466283,-1.3242,-1.182116,-1.040033,-0.897949,-0.755866,-0.613782,-0.471699,-0.329615,-0.187532,-0.045448,0.096635,0.238719,0.380802,0.522886,0.664969,0.807053,0.949136,1.09122],""c"":[4,1,4,4,6,12,16,15,20,23,28,38,36,44,34,39,27,25,9,7]}",0.534409,0.06794299999999998,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0922;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.24492628975005837,mean_reversion,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.09215757322714091,0.534409,simple_ito_fallback,2,short_favorable_positive,0.534409,,,simple_ito,0.46106925,1.0,0.5,1.0,bucket_1,,False,False
ORCX,ORCL,False,,1.982551,306,ols,,,0,True,False,32.04999923706055,,1.0,False,,False,False,False,False,False,False,True,False,1.12492,1.221102,0.458646,0.452504,0.584505,0.616229,,missing,0.0,0.045,0.376971,0.414072,True,0.458646,0.458646,0.458646,0.376971,0.376971,0.376971,0.376971,simple_ito_fallback,-0.949221,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.458646,0.4178085,0.0,0.07851240000000001,0.07857900000000001,0.1652146171875589,0.23374212473599962,0.2994090027719857,0.34766309187112565,0.4490438685303721,"{""e"":[0.103406,0.125139,0.146871,0.168604,0.190337,0.212069,0.233802,0.255535,0.277268,0.299,0.320733,0.342466,0.364198,0.385931,0.407664,0.429397,0.451129,0.472862,0.494595,0.516327,0.53806],""c"":[3,5,9,12,31,36,28,32,38,56,37,26,22,19,14,8,9,1,2,4]}",0.376971,0.081675,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0793;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1152749286534676,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.07934453149018827,0.376971,simple_ito_fallback,2,short_favorable_positive,0.376971,,,simple_ito,0.49563775,1.0,0.5,1.0,bucket_1,,False,False
IONX,IONQ,False,,1.988299,284,ols,,,0,True,False,39.95000076293945,,1.0,False,,False,False,False,False,False,False,True,False,1.804342,1.909583,1.137683,1.114157,0.926011,0.961278,,missing,0.0,0.045,0.886978,0.952374,True,1.137683,1.137683,1.137683,0.886978,0.886978,0.886978,0.886978,simple_ito_fallback,-0.102297,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.137683,1.0123305,0.0,0.2588943,0.2519475,0.454257710083856,0.5479857731271826,0.6216830478162867,0.7188279987529875,0.8093145530795067,"{""e"":[0.383938,0.409131,0.434325,0.459519,0.484712,0.509906,0.5351,0.560293,0.585487,0.610681,0.635874,0.661068,0.686262,0.711455,0.736649,0.761842,0.787036,0.81223,0.837423,0.862617,0.887811],""c"":[5,6,7,22,19,27,26,41,30,37,26,23,17,33,27,18,12,8,4,4]}",0.886978,0.25070499999999996,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2655;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1601022046503639,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.2654766196561964,0.886978,simple_ito_fallback,2,short_favorable_positive,0.886978,,,simple_ito,0.49707475,1.0,0.5,1.0,bucket_1,,False,False
HIMZ,HIMS,False,,1.998509,283,ols,,,0,True,False,33.7400016784668,,1.0,False,,False,False,False,False,False,False,True,False,2.140471,2.034865,1.399487,1.393619,1.011339,1.019965,,missing,0.0,0.045,1.065453,1.082936,True,1.399487,1.399487,1.399487,1.065453,1.065453,1.065453,1.065453,simple_ito_fallback,0.065638,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.399487,1.23247,0.0,0.18932880000000002,0.177448,0.4448924310253591,0.6518490930998014,0.8384898522461124,1.070480614546023,1.4311829878884696,"{""e"":[0.357202,0.423973,0.490745,0.557516,0.624288,0.69106,0.757831,0.824603,0.891374,0.958146,1.024917,1.091689,1.15846,1.225232,1.292004,1.358775,1.425547,1.492318,1.55909,1.625861,1.692633],""c"":[12,20,21,29,39,37,29,38,27,26,29,17,24,8,9,10,5,5,2,5]}",1.065453,0.33403399999999994,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.3486;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1010323676291793,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.3485640158517225,1.065453,simple_ito_fallback,2,short_favorable_positive,1.065453,,,simple_ito,0.49962725,1.0,0.5,1.0,bucket_1,,False,False
IRE,IREN,False,,1.989895,130,ols,,,0,True,False,19.06999969482422,,1.0,False,,False,False,False,False,False,False,True,False,2.1499,2.127845,1.528399,1.468017,0.974705,0.976123,,missing,0.0,0.045,0.980243,0.982968,True,1.263022,1.528399,1.263022,0.980243,0.980243,0.980243,0.980243,simple_ito_fallback,-0.004733,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.528399,1.254321,0.0,0.22645570000000004,0.22720649999999998,0.48669431143836495,0.6456323202064419,0.7397382384688512,0.8582335734781656,1.0590563475446277,"{""e"":[0.407455,0.445039,0.482623,0.520207,0.557791,0.595375,0.632959,0.670543,0.708127,0.745711,0.783296,0.82088,0.858464,0.896048,0.933632,0.971216,1.0088,1.046384,1.083968,1.121552,1.159136],""c"":[6,9,16,5,27,24,40,37,35,33,32,32,21,20,18,13,6,7,6,5]}",0.980243,0.5481560000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.5409;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.007922828721348259,none,False,ok,90.0,10.0,weighted_empirical,-0.5409097050063456,0.980243,simple_ito_fallback,2,short_favorable_positive,0.980243,,,simple_ito,0.49747375,1.0,0.5,1.0,bucket_1,,False,False
AVGX,AVGO,False,,1.978232,421,ols,,,0,True,False,58.47999954223633,,1.0,False,,False,False,False,False,False,False,True,False,0.843302,0.84838,0.423966,0.414293,0.423217,0.424069,,missing,0.0,0.045,0.217327,0.218026,True,0.423966,0.423966,0.423966,0.217327,0.217327,0.217327,0.217327,simple_ito_fallback,-1.4934,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.423966,0.3206465,0.0,0.09843955555555556,0.097132,0.03579176019261753,0.0838545375441549,0.11710796188173443,0.1517900620959513,0.20592087434496748,"{""e"":[0.016048,0.028201,0.040355,0.052508,0.064662,0.076815,0.088969,0.101122,0.113276,0.125429,0.137582,0.149736,0.161889,0.174043,0.186196,0.19835,0.210503,0.222657,0.23481,0.246964,0.259117],""c"":[8,15,18,17,19,30,38,36,40,35,32,38,21,11,10,9,7,2,4,2]}",0.217327,0.20663900000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2081;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.12313703270580735,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,9.0,weighted_empirical,-0.20808872376438553,0.217327,simple_ito_fallback,2,short_favorable_positive,0.217327,,,simple_ito,0.494558,1.0,0.5,1.0,bucket_1,,False,False
RKLX,RKLB,False,,1.995546,283,ols,,,0,True,False,34.70000076293945,,1.0,False,,False,False,False,False,False,False,True,False,1.666596,1.665693,0.948628,0.929759,0.832911,0.833983,,missing,0.0,0.045,0.733912,0.735687,True,0.948628,0.948628,0.948628,0.733912,0.733912,0.733912,0.733912,simple_ito_fallback,-0.302673,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.948628,0.84127,0.0,0.1476381,0.145996,0.46148330699803486,0.5233517548716924,0.5854009815133824,0.6362294560594788,0.7317516954961416,"{""e"":[0.392902,0.412816,0.432729,0.452643,0.472556,0.49247,0.512384,0.532297,0.552211,0.572125,0.592038,0.611952,0.631866,0.651779,0.671693,0.691607,0.71152,0.731434,0.751347,0.771261,0.791175],""c"":[3,2,7,12,24,24,31,33,36,38,33,41,33,23,15,11,9,7,8,2]}",0.733912,0.21471600000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2126;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.14976701317590196,mean_reversion,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.21256047960718982,0.733912,simple_ito_fallback,2,short_favorable_positive,0.733912,,,simple_ito,0.4988865,1.0,0.5,1.0,bucket_1,,False,False
RGTX,RGTI,False,,1.991905,270,ols,,,0,True,False,17.84000015258789,,1.0,False,,False,False,False,False,False,False,True,False,2.051756,2.150203,1.411187,1.38311,1.044221,1.078433,,missing,0.0,0.045,1.121829,1.19357,True,1.411187,1.411187,1.411187,1.121829,1.121829,1.121829,1.121829,simple_ito_fallback,0.127144,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.411187,1.266508,0.0,0.29290770000000005,0.29657999999999995,0.593232869058475,0.7422319572418306,0.8280796166287374,0.9268965437217737,1.0507931674910036,"{""e"":[0.490441,0.524915,0.559388,0.593861,0.628334,0.662807,0.69728,0.731754,0.766227,0.8007,0.835173,0.869646,0.904119,0.938593,0.973066,1.007539,1.042012,1.076485,1.110958,1.145431,1.179905],""c"":[5,5,7,13,15,20,28,25,38,51,34,38,28,38,15,13,9,3,5,2]}",1.121829,0.289358,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2826;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.07419927058227196,mean_reversion,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.28264395231215955,1.121829,simple_ito_fallback,2,short_favorable_positive,1.121829,,,simple_ito,0.49797625,1.0,0.5,1.0,bucket_1,,False,False
SOFX,SOFI,False,,1.99455,321,ols,,,0,True,False,8.390000343322754,,1.0,False,,False,False,False,False,False,False,True,False,1.129582,1.102756,0.592717,0.584063,0.557491,0.552974,,missing,0.0,0.045,0.353015,0.34804,True,0.592717,0.592717,0.592717,0.353015,0.353015,0.353015,0.353015,simple_ito_fallback,-1.033051,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.592717,0.472866,0.0,0.1098924,0.108866,0.1506514107038905,0.20388835179317696,0.24181466939529384,0.2777217034486338,0.33912438419822033,"{""e"":[0.122956,0.135182,0.147408,0.159634,0.17186,0.184086,0.196311,0.208537,0.220763,0.232989,0.245215,0.257441,0.269667,0.281892,0.294118,0.306344,0.31857,0.330796,0.343022,0.355248,0.367474],""c"":[5,6,15,12,15,26,25,38,29,35,32,34,30,20,18,18,11,8,9,6]}",0.353015,0.23970200000000003,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2433;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1301399097632548,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.24325322607944072,0.353015,simple_ito_fallback,2,short_favorable_positive,0.353015,,,simple_ito,0.4986375,1.0,0.5,1.0,bucket_1,,False,False
NVOX,NVO,False,,1.994611,350,ols,,,0,True,False,11.90999984741211,,1.0,False,,False,False,False,False,False,False,True,False,1.141498,1.049824,0.535646,0.528985,0.544176,0.526876,,missing,0.0,0.045,0.338496,0.320116,True,0.535646,0.535646,0.535646,0.338496,0.338496,0.338496,0.338496,simple_ito_fallback,-1.075141,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.535646,0.437071,0.0,0.07705577777777778,0.074985,0.13962963545678714,0.20409634596621123,0.25645005292734985,0.31072961754661466,0.40340533324836814,"{""e"":[0.088029,0.105563,0.123097,0.140631,0.158165,0.175699,0.193234,0.210768,0.228302,0.245836,0.26337,0.280904,0.298438,0.315972,0.333506,0.351041,0.368575,0.386109,0.403643,0.421177,0.438711],""c"":[4,3,10,16,31,15,24,28,33,43,32,33,31,14,24,14,10,11,7,9]}",0.338496,0.19714999999999994,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1939;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.18474053447668592,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,9.0,weighted_empirical,-0.19385656831694764,0.338496,simple_ito_fallback,2,short_favorable_positive,0.338496,,,simple_ito,0.49865275,1.0,0.5,1.0,bucket_1,,False,False
LLYX,LLY,False,,1.992259,431,ols,,,0,True,False,14.550000190734863,,1.0,False,,False,False,False,False,False,False,True,False,0.795407,0.771822,0.291581,0.289472,0.393744,0.389537,,missing,0.0,0.045,0.19789,0.194633,True,0.291581,0.291581,0.291581,0.19789,0.19789,0.19789,0.19789,simple_ito_fallback,-1.608395,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.291581,0.2447355,0.0,0.06889411111111111,0.068235,0.06541236925191571,0.10192578554673162,0.12758531587499522,0.1533035937768382,0.19877796373881496,"{""e"":[0.047724,0.056865,0.066005,0.075146,0.084287,0.093427,0.102568,0.111709,0.120849,0.12999,0.139131,0.148271,0.157412,0.166553,0.175693,0.184834,0.193974,0.203115,0.212256,0.221396,0.230537],""c"":[4,13,10,22,26,25,30,34,41,36,37,31,30,12,15,8,6,4,5,3]}",0.19789,0.09369099999999997,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0945;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.39357968323412074,mean_reversion,False,incomplete_regime,90.0,9.0,weighted_empirical,-0.09446826667049624,0.19789,simple_ito_fallback,2,short_favorable_positive,0.19789,,,simple_ito,0.49806475,1.0,0.5,1.0,bucket_1,,False,False
SOUX,SOUN,False,,2.000056,213,ols,,,0,True,False,19.405000686645508,,1.0,False,,False,False,False,False,False,False,True,False,1.567823,1.620794,0.988546,0.979223,0.803822,0.827354,,missing,0.0,0.045,0.691187,0.729575,True,0.942526,0.988546,0.942526,0.691187,0.691187,0.691187,0.691187,simple_ito_fallback,-0.369429,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.988546,0.8398665000000001,0.0,0.288414,0.284198,0.23063615753486463,0.32720569172531977,0.39464921911373946,0.4772228808037159,0.5801250848466015,"{""e"":[0.178745,0.203679,0.228612,0.253545,0.278478,0.303411,0.328345,0.353278,0.378211,0.403144,0.428078,0.453011,0.477944,0.502877,0.52781,0.552744,0.577677,0.60261,0.627543,0.652476,0.67741],""c"":[5,11,9,26,24,22,41,33,31,33,34,27,28,23,18,9,4,5,5,4]}",0.691187,0.29735900000000004,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.3006;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.10450974224133576,mean_reversion,False,incomplete_regime,90.0,9.0,weighted_empirical,-0.300635017721521,0.691187,simple_ito_fallback,2,short_favorable_positive,0.691187,,,simple_ito,0.500014,1.0,0.500014,1.0,bucket_1,,False,False
QPUX,IONQ,False,,1.786128,182,ols,,,0,True,False,22.260000228881836,,1.0,False,,False,False,False,False,False,False,True,False,1.833661,1.876192,1.405897,1.32346,0.926011,0.961278,,missing,0.0,0.045,0.637392,0.684121,True,1.192423,1.405897,1.192423,0.637392,0.637392,0.637392,0.637392,simple_ito_fallback,-0.096638,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.405897,1.0216444999999998,0.0,0.31469099999999994,0.301681,-1.2646215416269273,-0.3078377396684004,0.30223799879688146,0.9809785517565464,1.7984144868781309,"{""e"":[-1.689296,-1.482329,-1.275362,-1.068395,-0.861428,-0.654461,-0.447494,-0.240527,-0.03356,0.173407,0.380374,0.587341,0.794308,1.001275,1.208242,1.415209,1.622176,1.829143,2.03611,2.243077,2.450044],""c"":[7,9,7,12,17,27,26,32,36,33,33,35,25,24,26,11,17,9,3,3]}",0.637392,0.768505,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.7979;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1601022046503639,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,10.0,weighted_empirical,-0.797925921905196,0.637392,simple_ito_fallback,2,short_favorable_positive,0.637392,,,simple_ito,0.446532,1.0,0.5,1.0,bucket_1,,False,False
