ETF,Underlying,Leverage,is_yieldboost,scenario_style,Beta,Beta_n_obs,Beta_source
SNDU,SNDK,2.0,False,,2.002779,33,ols
PAAU,PAAS,2.0,False,,1.948271,33,ols
BITX,IBIT,2.0,False,,2.003428,500,ols
ETHU,ETHA,2.0,False,,2.00074,443,ols
XXRP,XRPZ,2.0,False,,2.020736,106,ols
ONDL,ONDS,2.0,False,,1.954117,82,ols
MSTX,MSTR,2.0,False,,1.953732,426,ols
SMCX,SMCI,2.0,False,,1.844277,422,ols
ORCX,ORCL,2.0,False,,1.982551,306,ols
IONX,IONQ,2.0,False,,1.988299,284,ols
HIMZ,HIMS,2.0,False,,1.998509,283,ols
IRE,IREN,2.0,False,,1.989895,130,ols
AVGX,AVGO,2.0,False,,1.978232,421,ols
RKLX,RKLB,2.0,False,,1.995546,283,ols
RGTX,RGTI,2.0,False,,1.991905,270,ols
SOFX,SOFI,2.0,False,,1.99455,321,ols
NVOX,NVO,2.0,False,,1.994611,350,ols
LLYX,LLY,2.0,False,,1.992259,431,ols
SOUX,SOUN,2.0,False,,2.000056,213,ols
QPUX,IONQ,2.0,False,,1.786128,182,ols
HOOX,HOOD,2.0,False,,1.999295,279,ols
RIOX,RIOT,2.0,False,,1.999963,329,ols
QSU,QS,2.0,False,,1.991085,130,ols
MPL,MP,2.0,False,,1.988959,130,ols
OSCX,OSCR,2.0,False,,2.010021,148,ols
DKNX,DKNG,2.0,False,,1.992889,187,ols
ANEL,ANET,2.0,False,,1.991407,163,ols
VSTL,VST,2.0,False,,1.979914,194,ols
CVNX,CVNA,2.0,False,,1.987336,230,ols
LMNX,LMND,2.0,False,,2.014923,133,ols
AVXX,AVAV,2.0,False,,1.997316,127,ols
BU,B,2.0,False,,2.02146,109,ols
PLU,PL,2.0,False,,2.010004,77,ols
ADBU,ADBE,2.0,False,,2.007289,24,ols_short_history
PYPU,PYPL,2.0,False,,2.018104,24,ols_short_history
TXNU,TXN,2.0,False,,1.982166,24,ols_short_history
UNHU,UNH,2.0,False,,1.947864,24,ols_short_history
AAOX,AAOI,2.0,False,,1.982624,25,ols_short_history
HLXX,HL,2.0,False,,1.995468,25,ols_short_history
IBX,IBM,2.0,False,,1.932944,25,ols_short_history
AXTX,AXT,2.0,False,,2.0,0,imputed_missing_prices
CPNX,CPNG,2.0,False,,2.0,0,imputed_no_overlap
MPWX,MPWR,2.0,False,,2.0,0,imputed_no_overlap
STXX,STX,2.0,False,,2.0,0,imputed_no_overlap
STXL,STX,2.0,False,,2.0,0,imputed_no_overlap
AALG,AAL,2.0,False,,1.988876,201,ols
ABNG,ABNB,2.0,False,,1.989218,111,ols
ADBG,ADBE,2.0,False,,1.987616,277,ols
AMDG,AMD,2.0,False,,2.004308,316,ols
ARMG,ARM,2.0,False,,1.995592,323,ols
ASMG,ASML,2.0,False,,1.985301,323,ols
AVGG,AVGO,2.0,False,,1.998914,238,ols
BAIG,BBAI,2.0,False,,2.006267,172,ols
BEG,BE,2.0,False,,1.97278,91,ols
BIDG,BIDU,2.0,False,,2.013313,89,ols
BLSG,BLSH,2.0,False,,2.016467,126,ols
BMNG,BMNR,2.0,False,,1.99115,126,ols
BOEG,BA,2.0,False,,1.99315,219,ols
BULG,BULL,2.0,False,,1.975804,180,ols
CIFG,CIFR,2.0,False,,1.989945,94,ols
CMGG,CMG,2.0,False,,1.973158,111,ols
CNCG,CNC,2.0,False,,1.9981,89,ols
COIG,COIN,2.0,False,,1.996553,281,ols
COTG,COST,2.0,False,,1.987484,153,ols
CRCG,CRCL,2.0,False,,1.990284,180,ols
CRMG,CRM,2.0,False,,1.983604,267,ols
CRWG,CRWV,2.0,False,,1.997426,180,ols
DUOG,DUOL,2.0,False,,2.020583,94,ols
FIGG,FIG,2.0,False,,2.002561,135,ols
FUTG,FUTU,2.0,False,,1.999532,135,ols
GEMG,GEMI,2.0,False,,1.961908,119,ols
GEVG,GEV,2.0,False,,1.968555,91,ols
GLGG,GLXY,2.0,False,,1.999864,172,ols
GRAG,GRAB,2.0,False,,1.978706,94,ols
HOOG,HOOD,2.0,False,,2.005833,277,ols
IREG,IREN,2.0,False,,1.972418,91,ols
KLAG,KLAC,2.0,False,,2.000045,89,ols
LACG,LAC,2.0,False,,2.001406,94,ols
LULG,LULU,2.0,False,,1.988646,119,ols
MPG,MP,2.0,False,,1.988438,126,ols
NBIG,NBIS,2.0,False,,2.008664,126,ols
NEMG,NEM,2.0,False,,1.988621,111,ols
NETG,NET,2.0,False,,2.001364,111,ols
NIOG,NIO,2.0,False,,1.962985,89,ols
NUG,NU,2.0,False,,1.985175,111,ols
NVDG,NVDA,2.0,False,,1.970309,342,ols
OKTG,OKTA,2.0,False,,1.997721,111,ols
OPEG,OPEN,2.0,False,,2.007439,94,ols
OSCG,OSCR,2.0,False,,1.989774,119,ols
PANG,PANW,2.0,False,,1.997191,277,ols
PBRG,PBR,2.0,False,,1.944252,89,ols
PLTG,PLTR,2.0,False,,1.992995,253,ols
PYPG,PYPL,2.0,False,,1.995027,267,ols
RTXG,RTX,2.0,False,,2.018625,224,ols
SATG,SATS,2.0,False,,1.994894,91,ols
SBU,SBUX,2.0,False,,1.987864,111,ols
SNAG,SNAP,2.0,False,,1.988062,89,ols
SPOG,SPOT,2.0,False,,1.967911,111,ols
TERG,TER,2.0,False,,1.992327,111,ols
TSLG,TSLA,2.0,False,,1.991994,342,ols
TSMG,TSM,2.0,False,,1.987283,323,ols
UNHG,UNH,2.0,False,,1.995487,194,ols
UPSG,UPS,2.0,False,,2.004667,94,ols
VALG,VALE,2.0,False,,1.988688,89,ols
XYZG,XYZ,2.0,False,,1.999315,267,ols
COIO,COIN,2.0,False,,0.930321,178,ols
MSOO,MSTR,2.0,False,,0.906636,178,ols
NVDO,NVDA,2.0,False,,0.887238,178,ols
PLOO,PLTR,2.0,False,,0.908729,178,ols
TSLO,TSLA,2.0,False,,0.857632,178,ols
CRCA,CRCL,2.0,False,,1.98009,182,ols
NVDB,NVDA,2.0,False,,1.996188,159,ols
PLTA,PLTR,2.0,False,,1.992444,159,ols
TSLI,TSLA,2.0,False,,1.984613,159,ols
COIA,COIN,2.0,False,,2.004344,159,ols
BITU,IBIT,2.0,False,,1.994052,500,ols
ETHT,ETHA,2.0,False,,1.991543,443,ols
UXRP,XRPZ,2.0,False,,2.0,106,ols
SOLT,SOEZ,2.0,False,,2.018221,100,ols
TSLR,TSLA,2.0,False,,1.999007,500,ols
AAPB,AAPL,2.0,False,,1.989393,500,ols
AMDL,AMD,2.0,False,,1.998355,500,ols
AMZZ,AMZN,2.0,False,,1.993411,500,ols
AVGU,AVGO,2.0,False,,1.993751,199,ols
BABX,BABA,2.0,False,,2.006687,500,ols
BULX,BULL,2.0,False,,1.98136,164,ols
CONL,COIN,2.0,False,,1.98776,500,ols
CRWL,CRWD,2.0,False,,1.996956,364,ols
DLLL,DELL,2.0,False,,1.98666,301,ols
ETRL,ETOR,2.0,False,,1.996907,164,ols
GOU,GOOGL,2.0,False,,2.007389,101,ols
INTW,INTC,2.0,False,,1.988634,302,ols
IONL,IONQ,2.0,False,,1.986993,274,ols
ISUL,ISRG,2.0,False,,1.998751,140,ols
LCDL,LCID,2.0,False,,1.957405,256,ols
MRAL,MARA,2.0,False,,1.978456,287,ols
FBL,META,2.0,False,,1.994627,500,ols
MVLL,MRVL,2.0,False,,1.99369,287,ols
MSFL,MSFT,2.0,False,,1.992462,500,ols
MSTP,MSTR,2.0,False,,1.997089,222,ols
MULL,MU,2.0,False,,1.999349,364,ols
NBIL,NBIS,2.0,False,,1.998905,140,ols
NOWL,NOW,2.0,False,,1.992953,199,ols
NVDL,NVDA,2.0,False,,1.987674,500,ols
PDDL,PDD,2.0,False,,2.002668,199,ols
PTIR,PLTR,2.0,False,,1.996375,413,ols
QCML,QCOM,2.0,False,,1.968965,268,ols
RDTL,RDDT,2.0,False,,1.981385,275,ols
RVNL,RIVN,2.0,False,,1.985913,256,ols
SMCL,SMCI,2.0,False,,1.772676,342,ols
TSMU,TSM,2.0,False,,1.99351,364,ols
UBRL,UBER,2.0,False,,1.99713,413,ols
VRTL,VRT,2.0,False,,1.980718,275,ols
QYLD,QQQ,1.0,False,,0.624593,500,ols
QYLG,QQQ,1.0,False,,0.798776,500,ols
QQQX,QQQ,1.0,False,,0.781826,500,ols
JEPQ,QQQ,1.0,False,,0.760433,500,ols
XYLD,SPY,1.0,False,,0.644384,500,ols
XYLG,SPY,1.0,False,,0.817466,500,ols
JEPI,SPY,1.0,False,,0.593063,500,ols
SPYI,SPY,1.0,False,,0.823479,500,ols
RYLD,IWM,1.0,False,,0.575025,500,ols
AMYY,AMD,1.0,True,income_style,0.292411,155,ols
AZYY,AMZN,1.0,True,income_style,0.597679,155,ols
BBYY,BABA,1.0,True,income_style,0.58008,129,ols
COYY,COIN,1.0,True,income_style,0.463609,189,ols
CWY,CRWV,1.0,True,income_style,0.285965,10,ols_short_history
HMYY,HIMS,1.0,True,income_style,0.257393,101,ols
HOYY,HOOD,1.0,True,income_style,0.458817,145,ols
IOYY,IONQ,1.0,True,income_style,0.304998,120,ols
MAAY,MARA,1.0,True,income_style,0.308897,120,ols
FBYY,META,1.0,True,income_style,0.563588,129,ols
MTYY,MSTR,1.0,True,income_style,0.372411,150,ols
MUYY,MU,1.0,True,income_style,0.22883,11,ols_short_history
NUGY,GDX,1.0,True,income_style,0.487549,110,ols
NVYY,NVDA,1.0,True,income_style,0.636675,241,ols
PLYY,PLTR,1.0,True,income_style,0.527673,150,ols
QBY,QBTS,1.0,True,income_style,0.251443,102,ols
RGYY,RGTI,1.0,True,income_style,0.302271,105,ols
RTYY,RIOT,1.0,True,income_style,0.333338,101,ols
SEMY,SOXX,1.0,True,income_style,0.63652,110,ols
SMYY,SMCI,1.0,True,income_style,0.337292,145,ols
TMYY,TSM,1.0,True,income_style,0.306183,11,ols_short_history
TQQY,QQQ,1.0,True,income_style,0.864376,294,ols
TSYY,TSLA,1.0,True,income_style,0.533905,339,ols
XBTY,IBIT,1.0,True,income_style,0.539488,241,ols
YSPY,SPY,1.0,True,income_style,0.83689,268,ols
