ETF,Underlying,Leverage,is_yieldboost,scenario_style,Beta,Beta_n_obs,Beta_source
CRDU,CRDO,2.0,False,,1.996153,153,ols
CSEX,CLS,2.0,False,,1.999782,111,ols
CWVX,CRWV,2.0,False,,1.989494,199,ols
DOGD,DDOG,2.0,False,,1.909712,176,ols
FLYT,FLY,2.0,False,,1.99309,126,ols
GEVX,GEV,2.0,False,,1.992727,199,ols
IREX,IREN,2.0,False,,1.982831,126,ols
JOBX,JOBY,2.0,False,,1.978973,158,ols
LABX,ALAB,2.0,False,,1.996411,177,ols
LRCU,LRCX,2.0,False,,2.037646,172,ols
NEBX,NBIS,2.0,False,,1.997508,158,ols
NVTX,NVTS,2.0,False,,2.004233,158,ols
OPEX,OPEN,2.0,False,,2.000597,126,ols
PONX,PONY,2.0,False,,2.00755,158,ols
QBTX,QBTS,2.0,False,,2.0,0,imputed_no_overlap
QUBX,QUBT,2.0,False,,1.967356,211,ols
RGTU,RGTI,2.0,False,,1.988975,211,ols
SMU,SMR,2.0,False,,1.982961,199,ols
SNPX,SNPS,2.0,False,,1.577177,111,ols
SRPU,SRPT,2.0,False,,1.966614,126,ols
TARK,ARKK,2.0,False,,1.978729,499,ols
TEMT,TEM,2.0,False,,1.985204,239,ols
UNX,U,2.0,False,,2.028276,153,ols
UPSX,UPST,2.0,False,,1.989562,220,ols
VOYX,VOYG,2.0,False,,1.902478,157,ols
WULX,WULF,2.0,False,,1.991785,126,ols
CRMU,CRML,2.0,False,,1.956515,52,ols
UECG,UEC,2.0,False,,1.993577,52,ols
DNNG,DNN,2.0,False,,1.984065,51,ols
RCAX,RCAT,2.0,False,,2.002826,57,ols
RDWU,RDW,2.0,False,,1.985637,59,ols
OKLL,OKLO,2.0,False,,1.997955,211,ols
GDXU,GDX,2.0,False,,3.041181,499,ols
MRNX,MRNA,2.0,False,,2.002922,56,ols
ZETX,ZETA,2.0,False,,2.03558,56,ols
LITX,LITE,2.0,False,,1.981789,62,ols
SNXX,SNDK,2.0,False,,1.994067,62,ols
WDCX,WDC,2.0,False,,2.042204,62,ols
LNOK,NOK,2.0,False,,1.992431,66,ols
USGG,USAR,2.0,False,,1.996647,71,ols
ONDG,ONDS,2.0,False,,2.00387,71,ols
PLUL,PLUG,2.0,False,,1.952726,71,ols
ALBG,ALB,2.0,False,,1.993942,71,ols
UUUG,UUUU,2.0,False,,1.996616,71,ols
HUTG,HUT,2.0,False,,2.001227,71,ols
XPEG,XPEV,2.0,False,,1.999254,69,ols
ORLG,ORLY,2.0,False,,2.003526,68,ols
LUNL,LUNR,2.0,False,,1.986117,71,ols
RKTL,RKT,2.0,False,,1.971127,71,ols
EOSU,EOSE,2.0,False,,1.971159,70,ols
BTFL,KEEL,2.0,False,,2.04528,79,ols
FGRU,FIGR,2.0,False,,1.990207,47,ols
APHU,APH,2.0,False,,1.974994,47,ols
COPZ,COPX,2.0,False,,2.018479,47,ols
LEUX,LEU,2.0,False,,2.028088,46,ols
COHX,COHR,2.0,False,,2.048555,46,ols
AXPG,AXP,2.0,False,,2.02109,46,ols
FCXG,FCX,2.0,False,,2.017061,46,ols
GLWG,GLW,2.0,False,,1.990796,33,ols
SNDU,SNDK,2.0,False,,2.007388,31,ols
PAAU,PAAS,2.0,False,,1.933423,31,ols
BITX,IBIT,2.0,False,,2.003456,499,ols
ETHU,ETHA,2.0,False,,2.000723,441,ols
XXRP,XRPZ,2.0,False,,2.02104,104,ols
ONDL,ONDS,2.0,False,,1.950843,80,ols
MSTX,MSTR,2.0,False,,1.953747,424,ols
SMCX,SMCI,2.0,False,,1.843806,420,ols
ORCX,ORCL,2.0,False,,1.982658,304,ols
IONX,IONQ,2.0,False,,1.988132,282,ols
HIMZ,HIMS,2.0,False,,1.998474,281,ols
IRE,IREN,2.0,False,,1.989943,128,ols
AVGX,AVGO,2.0,False,,1.978115,419,ols
RKLX,RKLB,2.0,False,,1.99549,281,ols
RGTX,RGTI,2.0,False,,1.991984,268,ols
SOFX,SOFI,2.0,False,,1.994575,319,ols
NVOX,NVO,2.0,False,,1.994467,348,ols
LLYX,LLY,2.0,False,,1.992155,429,ols
SOUX,SOUN,2.0,False,,2.000232,211,ols
QPUX,IONQ,2.0,False,,1.78476,180,ols
HOOX,HOOD,2.0,False,,1.999401,277,ols
RIOX,RIOT,2.0,False,,2.000076,327,ols
QSU,QS,2.0,False,,1.989658,128,ols
MPL,MP,2.0,False,,1.986323,128,ols
OSCX,OSCR,2.0,False,,2.00982,146,ols
DKNX,DKNG,2.0,False,,1.993127,185,ols
ANEL,ANET,2.0,False,,1.996592,161,ols
VSTL,VST,2.0,False,,1.980082,192,ols
CVNX,CVNA,2.0,False,,1.987567,228,ols
LMNX,LMND,2.0,False,,2.016045,131,ols
AVXX,AVAV,2.0,False,,1.996494,125,ols
BU,B,2.0,False,,2.023101,107,ols
PLU,PL,2.0,False,,2.011198,75,ols
ADBU,ADBE,2.0,False,,1.983552,22,ols_short_history
PYPU,PYPL,2.0,False,,1.920517,22,ols_short_history
TXNU,TXN,2.0,False,,1.981076,22,ols_short_history
UNHU,UNH,2.0,False,,1.920778,22,ols_short_history
AAOX,AAOI,2.0,False,,1.981683,23,ols_short_history
HLXX,HL,2.0,False,,1.988639,23,ols_short_history
IBX,IBM,2.0,False,,1.925316,23,ols_short_history
AXTX,AXT,2.0,False,,2.0,0,imputed_missing_prices
CPNX,CPNG,2.0,False,,2.0,0,imputed_no_overlap
MPWX,MPWR,2.0,False,,2.0,0,imputed_no_overlap
STXX,STX,2.0,False,,2.0,0,imputed_no_overlap
STXL,STX,2.0,False,,2.0,0,imputed_no_overlap
AALG,AAL,2.0,False,,1.988745,199,ols
ABNG,ABNB,2.0,False,,1.989358,108,ols
ADBG,ADBE,2.0,False,,1.98786,275,ols
AMDG,AMD,2.0,False,,2.003902,314,ols
ARMG,ARM,2.0,False,,1.995634,321,ols
ASMG,ASML,2.0,False,,1.985745,321,ols
AVGG,AVGO,2.0,False,,1.99915,236,ols
BAIG,BBAI,2.0,False,,2.001862,170,ols
BEG,BE,2.0,False,,1.987177,89,ols
BIDG,BIDU,2.0,False,,2.013619,87,ols
BLSG,BLSH,2.0,False,,2.017582,124,ols
BMNG,BMNR,2.0,False,,1.990973,124,ols
BOEG,BA,2.0,False,,1.992226,217,ols
BULG,BULL,2.0,False,,1.972797,178,ols
CIFG,CIFR,2.0,False,,1.98921,92,ols
CMGG,CMG,2.0,False,,1.975703,108,ols
CNCG,CNC,2.0,False,,2.009576,86,ols
COIG,COIN,2.0,False,,1.996415,279,ols
COTG,COST,2.0,False,,1.988013,151,ols
CRCG,CRCL,2.0,False,,1.990226,178,ols
CRMG,CRM,2.0,False,,1.984038,265,ols
CRWG,CRWV,2.0,False,,1.997215,178,ols
DUOG,DUOL,2.0,False,,2.021888,92,ols
FIGG,FIG,2.0,False,,2.002547,133,ols
FUTG,FUTU,2.0,False,,1.999639,133,ols
GEMG,GEMI,2.0,False,,1.962048,117,ols
GEVG,GEV,2.0,False,,1.972127,89,ols
GLGG,GLXY,2.0,False,,1.998758,170,ols
GRAG,GRAB,2.0,False,,1.982381,92,ols
HOOG,HOOD,2.0,False,,2.006134,275,ols
IREG,IREN,2.0,False,,1.970622,89,ols
KLAG,KLAC,2.0,False,,2.000634,87,ols
LACG,LAC,2.0,False,,2.000485,92,ols
LULG,LULU,2.0,False,,1.988301,117,ols
MPG,MP,2.0,False,,1.985783,124,ols
NBIG,NBIS,2.0,False,,2.008919,124,ols
NEMG,NEM,2.0,False,,1.98809,109,ols
NETG,NET,2.0,False,,2.001371,109,ols
NIOG,NIO,2.0,False,,1.963689,87,ols
NUG,NU,2.0,False,,1.983378,109,ols
NVDG,NVDA,2.0,False,,1.969384,340,ols
OKTG,OKTA,2.0,False,,1.997485,109,ols
OPEG,OPEN,2.0,False,,2.008669,92,ols
OSCG,OSCR,2.0,False,,1.991113,117,ols
PANG,PANW,2.0,False,,1.99852,275,ols
PBRG,PBR,2.0,False,,1.94284,87,ols
PLTG,PLTR,2.0,False,,1.992984,251,ols
PYPG,PYPL,2.0,False,,1.994778,265,ols
RTXG,RTX,2.0,False,,2.014896,222,ols
SATG,SATS,2.0,False,,1.990926,89,ols
SBU,SBUX,2.0,False,,1.999913,109,ols
SNAG,SNAP,2.0,False,,1.978378,87,ols
SPOG,SPOT,2.0,False,,1.97132,109,ols
TERG,TER,2.0,False,,1.993121,109,ols
TSLG,TSLA,2.0,False,,1.992112,340,ols
TSMG,TSM,2.0,False,,1.986405,321,ols
UNHG,UNH,2.0,False,,1.995234,192,ols
UPSG,UPS,2.0,False,,1.981439,91,ols
VALG,VALE,2.0,False,,1.979936,86,ols
XYZG,XYZ,2.0,False,,1.99921,264,ols
COIO,COIN,2.0,False,,0.930436,176,ols
MSOO,MSTR,2.0,False,,0.912248,176,ols
NVDO,NVDA,2.0,False,,0.909547,176,ols
PLOO,PLTR,2.0,False,,0.907422,176,ols
TSLO,TSLA,2.0,False,,0.855546,176,ols
CRCA,CRCL,2.0,False,,1.979795,180,ols
NVDB,NVDA,2.0,False,,1.996021,157,ols
PLTA,PLTR,2.0,False,,1.99252,157,ols
TSLI,TSLA,2.0,False,,1.985435,157,ols
COIA,COIN,2.0,False,,2.004658,157,ols
BITU,IBIT,2.0,False,,1.992233,499,ols
ETHT,ETHA,2.0,False,,1.991478,441,ols
UXRP,XRPZ,2.0,False,,1.999951,104,ols
SOLT,SOEZ,2.0,False,,2.018128,98,ols
TSLR,TSLA,2.0,False,,1.998857,499,ols
AAPB,AAPL,2.0,False,,1.989726,499,ols
AMDL,AMD,2.0,False,,1.998138,499,ols
AMZZ,AMZN,2.0,False,,1.991395,499,ols
AVGU,AVGO,2.0,False,,1.993721,197,ols
BABX,BABA,2.0,False,,2.006571,499,ols
BULX,BULL,2.0,False,,1.980624,162,ols
CONL,COIN,2.0,False,,1.987831,499,ols
CRWL,CRWD,2.0,False,,1.996812,362,ols
DLLL,DELL,2.0,False,,1.985928,299,ols
ETRL,ETOR,2.0,False,,1.997109,161,ols
GOU,GOOGL,2.0,False,,2.010516,99,ols
INTW,INTC,2.0,False,,1.987714,300,ols
IONL,IONQ,2.0,False,,1.986919,272,ols
ISUL,ISRG,2.0,False,,1.998666,138,ols
LCDL,LCID,2.0,False,,1.957758,254,ols
MRAL,MARA,2.0,False,,1.978465,285,ols
FBL,META,2.0,False,,1.994712,499,ols
MVLL,MRVL,2.0,False,,1.993426,285,ols
MSFL,MSFT,2.0,False,,1.992255,499,ols
MSTP,MSTR,2.0,False,,1.997188,220,ols
MULL,MU,2.0,False,,1.999261,362,ols
NBIL,NBIS,2.0,False,,1.997922,138,ols
NOWL,NOW,2.0,False,,1.992633,197,ols
NVDL,NVDA,2.0,False,,1.987631,499,ols
PDDL,PDD,2.0,False,,2.002477,197,ols
PTIR,PLTR,2.0,False,,1.996457,411,ols
QCML,QCOM,2.0,False,,1.979456,266,ols
RDTL,RDDT,2.0,False,,1.981315,273,ols
RVNL,RIVN,2.0,False,,1.985604,254,ols
SMCL,SMCI,2.0,False,,1.771938,340,ols
TSMU,TSM,2.0,False,,1.993489,362,ols
UBRL,UBER,2.0,False,,1.998485,411,ols
VRTL,VRT,2.0,False,,1.979461,273,ols
QYLD,QQQ,1.0,False,,0.623473,499,ols
QYLG,QQQ,1.0,False,,0.798272,499,ols
QQQX,QQQ,1.0,False,,0.780912,499,ols
JEPQ,QQQ,1.0,False,,0.761678,499,ols
XYLD,SPY,1.0,False,,0.642564,499,ols
XYLG,SPY,1.0,False,,0.81646,499,ols
JEPI,SPY,1.0,False,,0.593475,499,ols
SPYI,SPY,1.0,False,,0.824388,499,ols
RYLD,IWM,1.0,False,,0.574141,499,ols
AMYY,AMD,1.0,True,income_style,0.293581,153,ols
AZYY,AMZN,1.0,True,income_style,0.597556,153,ols
BBYY,BABA,1.0,True,income_style,0.579021,126,ols
COYY,COIN,1.0,True,income_style,0.465686,187,ols
CWY,CRWV,1.0,True,income_style,0.352217,8,ols_short_history
HMYY,HIMS,1.0,True,income_style,0.258474,99,ols
HOYY,HOOD,1.0,True,income_style,0.478203,143,ols
IOYY,IONQ,1.0,True,income_style,0.30537,118,ols
MAAY,MARA,1.0,True,income_style,0.308143,118,ols
FBYY,META,1.0,True,income_style,0.563731,126,ols
MTYY,MSTR,1.0,True,income_style,0.373819,148,ols
MUYY,MU,1.0,True,income_style,0.177151,9,ols_short_history
NUGY,GDX,1.0,True,income_style,0.486597,108,ols
NVYY,NVDA,1.0,True,income_style,0.644177,239,ols
PLYY,PLTR,1.0,True,income_style,0.528006,148,ols
QBY,QBTS,1.0,True,income_style,1.0,0,imputed_no_overlap
RGYY,RGTI,1.0,True,income_style,0.302718,103,ols
RTYY,RIOT,1.0,True,income_style,0.335406,99,ols
SEMY,SOXX,1.0,True,income_style,0.648511,108,ols
SMYY,SMCI,1.0,True,income_style,0.337026,143,ols
TMYY,TSM,1.0,True,income_style,0.275116,9,ols_short_history
TQQY,QQQ,1.0,True,income_style,0.864309,292,ols
TSYY,TSLA,1.0,True,income_style,0.534203,337,ols
XBTY,IBIT,1.0,True,income_style,0.539213,239,ols
YSPY,SPY,1.0,True,income_style,0.836946,266,ols
AAPW,AAPL,1.0,False,,1.104709,296,ols
AMDW,AMD,1.0,False,,1.199971,190,ols
AMZW,AMZN,1.0,False,,1.210187,214,ols
ARMW,ARM,1.0,False,,1.204262,126,ols
AVGW,AVGO,1.0,False,,1.198953,190,ols
BABW,BABA,1.0,False,,1.219894,126,ols
BRKW,BRK-B,1.0,False,,1.181371,214,ols
COIW,COIN,1.0,False,,1.216797,297,ols
COSW,COST,1.0,False,,1.231875,126,ols
GOOW,GOOGL,1.0,False,,1.227628,190,ols
HOOW,HOOD,1.0,False,,1.208468,214,ols
METW,META,1.0,False,,1.18953,214,ols
MSFW,MSFT,1.0,False,,1.213725,190,ols
MSTW,MSTR,1.0,False,,1.212401,190,ols
NFLW,NFLX,1.0,False,,1.190956,214,ols
NVDW,NVDA,1.0,False,,1.200176,297,ols
PLTW,PLTR,1.0,False,,1.195597,297,ols
TSLW,TSLA,1.0,False,,1.198456,297,ols
UBEW,UBER,1.0,False,,1.218281,126,ols
UNHW,UNH,1.0,False,,1.200009,98,ols
TSYW,TLT,1.0,False,,1.152481,111,ols
GLDW,GOLD,1.0,False,,0.338944,121,ols
GDXW,GDX,1.0,False,,1.201548,121,ols
TOPW,TOP,1.0,False,,0.033059,161,ols
SDS,SPY,-2.0,False,,-1.935452,499,ols
QID,QQQ,-2.0,False,,-1.992552,499,ols
DXD,DIA,-2.0,False,,-1.989233,499,ols
TWM,IWM,-2.0,False,,-2.003384,499,ols
SCO,USO,-2.0,False,,-1.339851,499,ols
MSTZ,MSTR,-2.0,False,,-1.982553,401,ols
NVDQ,NVDA,-2.0,False,,-1.991216,499,ols
BTCZ,IBIT,-2.0,False,,-1.992099,450,ols
CONI,COIN,-2.0,False,,-1.503778,411,ols
MSDD,MSTR,-2.0,False,,-2.00001,220,ols
NVD,NVDA,-2.0,False,,-1.991818,499,ols
TSDD,TSLA,-2.0,False,,-1.991746,499,ols
ETHD,ETHA,-2.0,False,,-1.981427,441,ols
CRCD,CRCL,-2.0,False,,-2.009012,145,ols
CORD,CRWV,-2.0,False,,-2.006098,145,ols
TSLQ,TSLA,-2.0,False,,-1.924684,499,ols
ZSL,SLV,-2.0,False,,-2.023424,499,ols
SQQQ,QQQ,-3.0,False,,-2.976171,499,ols
SPXS,SPY,-3.0,False,,-2.901825,499,ols
TZA,IWM,-3.0,False,,-2.990721,499,ols
SOXS,SOXX,-3.0,False,,-2.990775,499,ols
FAZ,XLF,-3.0,False,,-3.000449,499,ols
LABD,XBI,-3.0,False,,-2.987516,499,ols
TECS,XLK,-3.0,False,,-2.965139,499,ols
SDOW,DIA,-3.0,False,,-2.987383,499,ols
DUST,GDX,-3.0,False,,-1.984853,499,ols
WEBS,XLK,-3.0,False,,-2.23416,499,ols
FNGD,XLK,-3.0,False,,-2.815537,499,ols
REW,XLK,-2.0,False,,-1.998856,499,ols
SKF,XLF,-2.0,False,,-2.004489,499,ols
SPXU,SPY,-3.0,False,,-2.895033,499,ols
DUG,XLE,-2.0,False,,-1.976905,499,ols
DRIP,XOP,-2.0,False,,-1.998714,499,ols
TMV,TLT,-3.0,False,,-2.965942,499,ols
TBT,TLT,-2.0,False,,-1.981431,499,ols
TBX,TLT,-2.0,False,,-0.422265,499,ols
NVDS,NVDA,-1.5,False,,-1.465323,499,ols
EWV,EWJ,-2.0,False,,-1.973923,499,ols
APLZ,APLD,-2.0,False,,-1.98702,65,ols
AMZO,AMZN,-2.0,False,,-1.972521,23,ols_short_history
BEZ,BE,-2.0,False,,-1.982246,51,ols
NBIZ,NBIS,-2.0,False,,-1.988244,65,ols
SMZ,SMR,-2.0,False,,-1.983022,51,ols
QBTZ,QBTS,-2.0,False,,-2.0,0,imputed_no_overlap
IONZ,IONQ,-2.0,False,,-1.985297,211,ols
HIBS,SPHB,-3.0,False,,-3.01568,499,ols
CLSZ,CLSK,-2.0,False,,-2.03803,46,ols
IREZ,IREN,-2.0,False,,-2.008956,65,ols
RGTZ,RGTI,-2.0,False,,-1.750332,136,ols
PLTZ,PLTR,-2.0,False,,-1.996669,222,ols
SMST,MSTR,-2.0,False,,-1.629698,420,ols
SMCZ,SMCI,-2.0,False,,-1.988243,268,ols
BMNZ,BMNR,-2.0,False,,-1.965711,111,ols
HOOZ,HOOD,-2.0,False,,-2.009092,111,ols
DAMD,AMD,-2.0,False,,-2.00803,110,ols
RKLZ,RKLB,-2.0,False,,-1.998274,108,ols
STSM,TSM,-2.0,False,,-1.986456,108,ols
OKLS,OKLO,-2.0,False,,-2.003611,102,ols
ASTN,ASTS,-2.0,False,,-1.904234,54,ols
LITZ,LITE,-2.0,False,,-2.0,0,imputed_no_overlap
SNDQ,SNDK,-2.0,False,,-2.0,0,imputed_no_overlap
UVIX,SVIX,-2.0,False,,-2.046718,499,ols
