date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,deployed_gross_usd,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,equity
2026-03-25,2026-03-24,199,1.243738454196098,1305221.0873927085,2878.439382804937,1399257.256052809,1334702.259502732,1309007.7758308598,64554.99655007711,0,150,40,49,49,1046564.502656802
2026-03-27,2026-03-24,199,0.04260264265017058,44584.72133891044,104.42352218463208,1393415.7541648613,1329130.256402511,1225500.760729024,64285.497762350366,0,0,0,157,42,1044957.3921014615
2026-04-02,2026-04-01,237,0.6796681397635531,713140.2339682638,1598.3559888953469,700776.9763478746,683996.9454798069,783942.4840159481,16780.030868067755,0,40,2,194,187,1049567.1085329168
2026-04-08,2026-04-07,245,1.5262919783413593,1601512.76176504,3611.2975388496893,2493284.4375622105,2416650.300479079,2327377.325476822,76634.13708313135,0,19,11,207,174,1043568.1662372788
2026-04-10,2026-04-07,245,0.033003936845576315,34436.938705880784,76.95711997138773,2480632.634205208,2404387.3657237496,2364209.5845178505,76245.26848145854,0,0,0,181,32,1041788.749246216
2026-04-17,2026-04-16,241,0.9118502280340811,961416.2257350996,2146.2115403026924,2520194.163197249,2416328.429747304,2488853.2513473416,103865.73344994523,0,6,10,210,154,1056335.337002542
2026-04-20,2026-04-18,252,0.8407013215533387,888062.5138215285,1976.7276922444173,2008294.4170117155,1940055.1014476768,2061440.5862344094,68239.3155640387,1,12,1,236,187,1057409.9278527447
2026-04-21,2026-04-20,279,0.4965097668143866,525014.3567053836,1159.005597551886,1955402.8056466551,1891428.055224053,2019932.7209498922,63974.750422602054,3,32,3,232,124,1030327.0260171117
2026-04-22,2026-04-21,285,0.2897390310469921,298525.954179727,678.9895702600091,1953294.363338828,1859760.2020616008,1992844.7055720962,93534.16127722734,38,9,5,238,103,1029694.8268104332
2026-04-23,2026-04-22,284,1.3359910954689247,1375663.1196691552,3100.673971384213,3310779.0135723515,3167695.089395012,3025243.9055687315,143083.92417733977,4,5,6,249,211,1035602.8048358628
2026-04-24,2026-04-23,237,0.698155565017027,723011.8613433997,1652.0735065012618,2441910.792382483,2305296.346793278,2372045.5285151736,136614.44558920478,3,1,48,165,46,1023950.4592941412
2026-04-27,2026-04-25,244,0.3745784700581462,383549.79645773553,872.3058477393884,2453824.675150481,2346398.073896345,2420483.9678884377,107426.60125413584,1,14,7,189,105,1029734.0577154626
2026-04-29,2026-04-28,249,0.3775600931434649,389705.316990146,877.3860713422728,2451221.8330830797,2379180.785476946,2323843.710394165,72041.04760613386,4,5,0,167,82,1028635.783823551
2026-04-30,2026-04-29,247,0.2144243183752325,220564.52680273794,487.2416256290955,2437159.537692431,2363274.5687897373,2330884.4374065315,73884.9689026936,4,1,3,178,74,1023119.7642051918
2026-05-01,2026-04-30,253,0.2229256238784574,228079.61173782262,522.7937029872728,2432973.5929741887,2386517.6741994056,2393577.071102903,46455.918774783146,25,9,2,163,57,1021326.1153461719
2026-05-04,2026-05-03,209,0.7388967744818288,754654.5723233427,1646.1254870251084,2440951.3711990733,2440951.3711990733,2366863.898395087,0.0,0,2,46,188,143,1023553.4504165857
2026-05-05,2026-05-04,219,0.4765723190521279,487797.2415388394,1070.9968090787138,2435951.8586854925,2435951.8586854925,2472502.819460733,0.0,3,13,3,160,73,1022028.783838828
2026-05-06,2026-05-05,229,0.7206808465296426,736556.5691146277,1626.712494393,2439715.028079298,2439715.0280792983,2467442.9645991195,0.0,2,15,4,184,118,1023053.5992989121
2026-05-07,2026-05-06,232,1.4643412445052202,1498099.580792914,3314.107360796139,2106476.856899537,2106476.856899536,2072021.5521848486,9.313225746154785e-10,2,4,0,208,181,1017388.9576772053
2026-05-08,2026-05-07,231,0.22241303355258973,226280.56437989455,493.30792939429165,2218178.466994291,2218178.466994291,2182611.7081565033,0.0,2,1,1,199,51,1025390.1054922326
2026-05-11,2026-05-09,233,0.6652307268931333,682121.0052256245,1495.0738245464834,2237136.5925274217,2237136.5925274217,2269230.9603253677,0.0,3,5,2,198,84,1027955.9601648559
2026-05-12,2026-05-11,247,2.1878683123160183,2249032.2717010756,4983.590756872393,2811468.032048608,2811468.032048608,2847453.756295604,0.0,2,15,2,225,207,1015777.4217054468
2026-05-13,2026-05-12,250,0.533951045913976,542375.4167354252,1274.3997267535567,2773744.1432587453,2773744.143258745,2851599.071631389,4.656612873077393e-10,1,4,2,222,48,1012994.4031616279
2026-05-14,2026-05-13,243,2.4705694997901926,2502673.0759092877,5575.841717305691,321543.14631430426,321543.1463143043,468696.86279118864,0.0,1,3,11,237,198,1016640.0779233006
2026-05-15,2026-05-14,245,1.9271056590345026,1959172.8473672702,4350.1377916236,2495085.5801149327,2495085.580114933,2399946.28626706,0.0,1,5,4,211,161,1013564.9332167057
2026-05-18,2026-05-16,242,0.844188157457457,855639.5134357013,1932.1105880795403,1914480.9657226766,1914480.9657226768,1855322.5477524293,0.0,41,9,15,190,92,1011870.3803546984
2026-05-19,2026-05-18,236,0.607899384802498,615115.3817174908,1398.2182564439279,2203464.4922952587,2203464.4922952587,2088470.3297547968,0.0,17,8,15,191,80,1005162.9484027569
2026-05-20,2026-05-19,240,1.7868311027381274,1796056.4195260056,3992.586661668018,274792.3056429606,274792.3056429606,512689.23331360024,0.0,26,14,11,221,154,1001237.1777406724
2026-05-21,2026-05-20,251,1.4853981238796103,1487235.8253745106,3275.2263268632437,2095016.699722958,2095016.6997229578,1980859.6501850437,2.3283064365386963e-10,30,17,5,208,150,997939.4879433664
2026-05-22,2026-05-21,251,0.08656027167104871,86381.91318764504,189.73971307234717,2094427.4285569955,2094427.428556995,2011965.8728922638,4.656612873077393e-10,99,7,10,192,26,999154.5511748208
2026-05-26,2026-05-25,251,0.0,0.0,0.0,2050651.3735800632,2050651.3735800635,2011965.8728922638,0.0,253,2,22,193,0,998568.6060326798
2026-05-27,2026-05-26,242,0.5013071320086281,500589.5640040964,1120.0390459578553,2200192.0944093503,2200192.0944093503,2158205.8891919195,0.0,31,4,15,188,72,997366.0653737308
2026-05-28,2026-05-27,241,0.6261682062014693,624518.9200812863,1369.9465554616731,2092138.3528718406,2092138.3528718408,2052936.9664771457,0.0,17,8,10,165,33,1008921.6438925958
2026-05-29,2026-05-28,235,0.09625631724662258,97115.08183150967,211.91050420611126,1865717.6320460846,1865717.6320460849,2042899.793848518,0.0,95,8,15,178,24,1011017.9950673211
2026-06-01,2026-05-30,234,0.5174474384554721,523148.67177997244,1219.5100393808416,2285428.5405908935,2280064.225116195,2269395.851531841,5364.31547469832,69,13,14,161,32,1012533.5824415209
2026-06-02,2026-06-01,242,0.7549748265957968,764437.3658262081,1758.4456923945536,1964437.0914636033,1964437.091463603,1931410.9693254167,2.3283064365386963e-10,38,20,9,166,39,1012818.2610132634
2026-06-03,2026-06-02,242,0.44477555685343695,450476.80603350385,1008.6178658415826,1783981.4750423515,1783981.475042352,1736420.8018534402,0.0,32,11,11,182,72,1026887.2723800526
2026-06-04,2026-06-03,248,0.17712278195331235,181885.13043640374,415.4526659350304,1818935.1512325408,1816314.7737257832,1846198.3025035048,2620.3775067576207,42,12,5,152,21,1017791.7777719019
2026-06-05,2026-06-04,245,0.3794870754026084,386238.8251154806,887.2240991748605,2096585.3758140903,2096585.3758140903,2011724.74381993,0.0,60,8,11,183,64,1035245.1370136627
2026-06-08,2026-06-06,242,0.21277347450756476,220272.70476945696,493.7490470262336,2236752.501773701,2068756.848450262,2002150.3902597507,167995.65332343895,45,12,17,167,44,979753.0936254695
2026-06-10,2026-06-09,251,0.44486154717793636,435109.597147668,979.7077861357238,1881332.4636790573,1881332.463679057,1837228.9890507688,2.3283064365386963e-10,71,22,13,176,47,993372.8239323333
2026-06-11,2026-06-10,252,0.11418756160308209,113430.82052760092,258.03755098990894,1869204.874894175,1869204.874894175,1863058.0886791907,0.0,42,8,8,160,24,981661.6603490888
2026-06-12,2026-06-11,253,0.24177323146860388,237339.51183143427,541.2509442514947,1978035.0128084156,1978035.0128084158,1938707.4650482726,0.0,40,10,9,164,44,992413.5669678563
2026-06-15,2026-06-14,254,0.20897283543189868,207387.4770103574,465.8447745087406,2082605.900103957,2082605.900103957,2024524.9016893068,0.0,64,9,11,172,49,989702.5933151459
2026-06-17,2026-06-16,255,0.5540774776225604,550080.9511499495,1223.3163536912095,2061804.0591591103,2061804.0591591103,1939560.0995803955,0.0,39,12,12,183,95,988038.9410499681
2026-06-18,2026-06-17,261,0.14413165320059904,142407.68600010112,320.15815442935747,2038480.446729016,2038480.446729016,2016842.389200576,0.0,41,8,9,175,39,987733.1940399304
2026-06-22,2026-06-20,257,0.6529531848952344,644943.534875115,1453.5999887806408,2019360.0828356303,2019360.0828356303,1978192.8942742886,0.0,35,7,14,186,113,994019.9499501896
2026-06-23,2026-06-22,265,0.42760129544016384,425044.2182920679,952.5364618090995,2271241.604947062,2271241.604947062,2165416.593575009,0.0,18,8,9,183,101,1002250.7834536356
2026-06-24,2026-06-23,270,0.5033528719528941,504485.81026842573,1128.3067686008962,2144885.313101793,2144885.3131017927,2214016.654665352,4.656612873077393e-10,32,11,16,171,80,1009045.3537379806
2026-06-25,2026-06-24,249,1.027066825294558,1036357.008041892,2398.692012629846,2202658.832139964,2185723.3479935923,2112258.3349529793,16935.48414637195,32,7,40,207,152,1000216.9227728775
2026-06-26,2026-06-25,250,0.4362607638984726,436355.3987930751,999.7767553985303,2318778.71357331,2256619.245852107,2280969.117729341,62159.46772120288,32,6,19,169,72,981093.0773405666
2026-06-29,2026-06-27,248,0.34105934751661704,334610.9648108435,792.3996477915804,2302814.530807898,2302088.9555386454,2529114.7911513606,725.5752692525275,41,7,24,141,42,973109.3934498003
2026-06-30,2026-06-29,246,0.6015970732558248,585419.7630571508,1297.165081917485,2734711.9830179303,2731728.1226177346,2712680.6431896626,2983.860400195699,23,10,23,164,99,988159.3947875906
2026-07-01,2026-06-30,235,0.8159181083183598,806257.1441121062,1785.3164544562064,2247344.759150974,2247344.7591509735,2270413.9524660986,4.656612873077393e-10,8,7,26,153,104,1006194.9282382673
2026-07-02,2026-07-01,255,0.8058613879240628,810853.6413922429,1845.444303885421,2435786.741043588,2435486.1960955923,2492891.2102639736,300.54494799580425,8,21,9,165,97,1009383.2310663078
2026-07-06,2026-07-05,249,0.5882494067504467,593769.0868586046,1336.798466146229,2588984.4524190133,2580800.16425513,2605524.6339187613,8184.288163883146,17,3,17,172,81,974895.8957442878
2026-07-07,2026-07-06,247,0.6956659628315818,678201.8919735074,1548.9444317106127,2451250.4668291956,2270684.3442406035,2300787.484884563,180566.12258859212,17,4,14,174,84,1016363.5112849282
2026-07-08,2026-07-07,252,0.5231591532468777,531719.8739548464,1181.7416277958687,2736527.405572339,2527399.654524039,2546853.977840776,209127.75104829995,20,8,13,169,72,986122.9259740725
2026-07-09,2026-07-08,252,0.0014938825003209255,1473.1517822779344,2.973347080489485,2463479.3007554607,2254954.6991189504,2545985.8438348984,208524.60163651034,238,5,16,164,2,985525.2651618898
