etf,days_in_ledger,long_pnl_usd,short_pnl_usd,gross_trading_pnl_usd,borrow_paid_usd,borrow_underlying_usd,margin_debit_allocated_usd,short_credit_usd,net_financing_allocated_usd,txn_cost_usd,turnover_usd,rebalance_days,gross_notional_mean,gross_notional_max,net_trading_pnl_usd,flow_sleeve_alloc_max_usd,flow_sleeve_alloc_days_gt0,underlying,beta_abs,bucket_universe,incumbent_cohort,from_screener_extra,pair_weight_gtp,bucket_runtime_last
OPEX,132,-2497.6751532554626,3970.6900310516357,1473.014877796173,1018.2492613774368,0.0,102.79123358286073,77.19608104556083,25.595152537299896,127.26073648158508,80157.12484693527,29,19376.881986462708,31150.259656906128,301.90972739985136,0.0,0,OPEN,2.002,bucket_core_screener,post_start,1,0.0010480715541058882,bucket_core_screener
ARCX,224,-5964.320702552795,7434.342656135559,1470.0219535827637,1013.5441534882473,0.0,540.2472609515036,396.9078997543939,143.3393611971096,501.8033457379607,365768.3779745102,48,52903.660869489824,148993.77871704102,-188.66490684055384,0.0,0,ACHR,1.996,bucket_core_screener,post_start,0,0.006106009807275634,bucket_core_screener
VSTL,196,-1642.8960876464844,3093.0754261016846,1450.1793384552002,786.7922178804655,0.0,167.92238956728727,123.57911102681106,44.34327854047619,81.16340482043383,79646.87033843994,42,19396.953362172964,34762.02102661133,537.8804372138246,0.0,0,VST,2.0,bucket_core_screener,post_start,1,0.001706014326063505,bucket_core_screener
GEVX,206,11100.973754882812,-9702.465898513794,1398.5078563690186,365.83187353804385,0.0,261.91536106929647,195.87446002077527,66.04090104852119,113.29346577505896,112691.81461524963,44,28646.064803447538,49910.76692581177,853.3416160073946,0.0,0,GEV,1.991,bucket_core_screener,post_start,0,0.004136058561719637,bucket_core_screener
XYZG,272,15971.489681243896,-14625.5027551651,1345.9869260787964,124.87313828370502,0.0,407.7326333527776,294.53915779951865,113.19347555325899,250.19850632425226,236140.52985668182,58,30897.283175748937,88300.47290039062,857.7218059175801,0.0,0,XYZ,1.997,bucket_core_screener,post_start,1,0.006991197421240188,bucket_core_screener
AVXX,132,-25337.700454711914,26680.28069972992,1342.5802450180054,1600.4658053180194,0.0,314.9785661733476,236.1288229615431,78.8497432118045,254.77042785820203,251489.29705238342,29,59372.522478493775,93654.79751586914,-591.5057313700206,0.0,0,AVAV,2.002,bucket_core_screener,post_start,1,0.0068851333004079016,bucket_core_screener
SRPU,132,1596.04052734375,-329.05731678009033,1266.9832105636597,296.87001234969216,0.0,77.30567917960074,58.63192901581777,18.67375016378297,60.30742617408134,51391.62463569641,29,14641.16771379023,27444.010013580322,891.1320218761031,0.0,0,SRPT,1.997,bucket_core_screener,post_start,1,0.00978167362969928,bucket_core_screener
PALU,277,7683.51921081543,-6691.205720901489,992.3134899139404,576.8931374802166,0.0,313.412449877598,222.80147393159018,90.61097594600785,161.81172818725432,158676.76428604126,59,23118.630269312256,68941.56018066406,162.9976483004616,0.0,0,PANW,2.006,bucket_core_screener,post_start,0,0.002722922238740397,bucket_core_screener
PANG,282,5023.600173950195,-4050.4297075271606,973.1704664230347,526.9048430570823,0.0,269.191508786116,190.66879650919344,78.52271227692255,136.6820089909428,134052.91380786896,60,19398.965316451187,55932.80373096466,231.06090209808707,0.0,0,PANW,2.005,bucket_core_screener,post_start,1,0.002846325781199596,bucket_core_screener
ANEL,167,5256.940719604492,-4292.251485824585,964.6892337799072,534.0126028806042,0.0,196.1686905829516,146.68107973928477,49.48761084366684,109.41496106178373,106788.20767784119,36,27902.69244307672,40921.01263809204,271.7740589938525,0.0,0,ANET,1.997,bucket_core_screener,post_start,1,0.004307220075928145,bucket_core_screener
TSLI,162,-1066.1102905273438,1989.3717079162598,923.261417388916,256.8935834921571,0.0,164.76858464098777,123.7227326957729,41.04585194521487,75.09311891885274,74466.87274169922,35,24383.268553863338,34558.36214065552,550.2288630326913,0.0,0,TSLA,1.998,bucket_core_screener,post_start,1,0.0017975739345210376,bucket_core_screener
DKNX,191,-8213.50986289978,9110.916652679443,897.4067897796631,259.02960769444127,0.0,173.97925965433086,126.5827740830644,47.39648557126647,96.23388305378161,86899.88264846802,41,20688.2366299055,36012.409465789795,494.74681346017377,0.0,0,DKNG,2.012,bucket_core_screener,post_start,1,0.006524648082093768,bucket_core_screener
TSYY,342,0.0,829.755232334137,829.755232334137,256.7852600873613,0.0,0.0,108.42220504609512,-108.42220504609512,6.397096977545992,6334.420854091644,73,3234.838446127741,5437.800114154816,674.9950803153247,108.33333333333333,73,TSLA,0.538,bucket_3_inverse,post_start,0,0.0,bucket_3_inverse
CRMG,272,-15.99261474609375,834.0190572738647,818.026442527771,68.84180347055795,0.0,237.06503180232352,168.21433583971526,68.85069596260826,106.72255351349926,105220.37048721313,58,17879.455167745844,48255.37360954285,573.6113895811055,0.0,0,CRM,2.001,bucket_core_screener,post_start,0,0.007446986300874034,bucket_core_screener
PLTG,258,6890.5900802612305,-6109.440797805786,781.1492824554443,374.8624078193674,0.0,207.2398697448805,150.72366473329492,56.516205011585605,110.66048602235026,107954.04168128967,55,16894.62709681193,41957.68835449219,239.11018360214106,0.0,0,PLTR,2.0,bucket_core_screener,post_start,0,0.0015315258415859244,bucket_core_screener
PLTA,162,-2968.810073852539,3728.617196083069,759.8071222305298,611.2536309352074,0.0,183.33371848053406,137.16435603975268,46.16936244078138,107.84984476429945,105569.02019023895,35,27100.630917184146,38921.31185913086,-5.465715909758476,0.0,0,PLTR,2.004,bucket_core_screener,post_start,1,0.0006653487084110819,bucket_core_screener
DLLL,306,7843.665252685547,-7154.6738538742065,688.9913988113403,324.00159007385764,0.0,363.80874484771044,258.1353290960709,105.6734157516395,233.37320967667148,225707.84132289886,65,23791.46088598912,79536.35934066772,25.943183309171562,0.0,0,DELL,1.991,bucket_core_screener,post_start,0,0.006967068486283096,bucket_core_screener
BOEU,258,3929.159423828125,-3296.7737255096436,632.3856983184814,269.42730620120005,0.0,198.85698967001673,143.88303208626746,54.973957583749254,86.213446563724,84760.76503181458,55,16190.352905450865,39382.30911254883,221.77098796980817,0.0,0,BA,1.998,bucket_core_screener,post_start,0,0.003083498514170693,bucket_core_screener
QCMU,215,2608.1683959960938,-1994.3866863250732,613.7817096710205,329.9501522704229,0.0,149.25001462675678,110.22054883762624,39.02946578913054,76.71693759346861,75040.0371723175,46,15405.73496607847,31168.27434539795,168.0851540179985,0.0,0,QCOM,2.001,bucket_core_screener,post_start,1,0.002167906095625871,bucket_core_screener
PONX,162,-9301.109958648682,9868.62124300003,567.5112843513489,1620.2399186356095,0.0,167.33830861211618,123.71319971165829,43.62510890045789,126.56894114007429,100619.89413928986,35,24600.73336253343,36678.31881904602,-1222.9226843247927,0.0,0,PONY,2.006,bucket_core_screener,post_start,1,0.001558541446869587,bucket_core_screener
CEGX,206,834.4573669433594,-270.5211305618286,563.9362363815308,195.130929492899,0.0,114.49556516142985,84.30449438906378,30.191070772366075,56.9724300687317,56355.95738887787,44,12438.471917425544,23041.36085128784,281.641806047534,0.0,0,CEG,2.001,bucket_core_screener,post_start,0,0.004761138147178122,bucket_core_screener
QPUX,186,6177.350332260132,-5624.407344818115,552.9429874420166,875.6577398966195,0.0,86.72819578359123,65.53555879672898,21.192636986862247,80.7909710225493,75134.10719108582,40,10753.745501672069,24156.330932617188,-424.69836046401474,0.0,0,IONQ,1.957,bucket_core_screener,post_start,1,0.0009392763913079083,bucket_core_screener
BOEG,224,1568.9000549316406,-1073.777943611145,495.1221113204956,224.757250342994,0.0,133.25892739473474,98.4337590452165,34.825168349518236,64.07644938073264,63045.654116630554,48,13094.534050711563,30597.820892333984,171.46324324725074,0.0,0,BA,1.996,bucket_core_screener,post_start,1,0.001691800566089947,bucket_core_screener
JOBX,162,-3106.039821624756,3589.3538303375244,483.31400871276855,555.8722018196042,0.0,64.96044700987139,48.20209912219524,16.75834788767614,45.160949054609624,35144.77429676056,35,9570.701116535398,13882.739616394043,-134.47749004912143,0.0,0,JOBY,1.994,bucket_core_screener,post_start,1,0.001592871459987362,bucket_core_screener
GLGG,176,11928.925300598145,-11446.762243270874,482.1630573272705,2418.0936814086417,0.0,180.72210614916992,136.0260105107685,44.69609563840143,160.0332700006664,141017.2929840088,38,23946.05241694911,42562.665758132935,-2140.659989720439,0.0,0,GLXY,2.003,bucket_core_screener,post_start,1,0.0004334211017774415,bucket_core_screener
LRCU,176,19859.167083740234,-19428.451157569885,430.7159261703491,472.4582524559599,0.0,192.52739708447356,144.893858579798,47.63353850467555,117.18541367555983,114420.86342906952,38,25577.61045647209,43889.54265117645,-206.56127846584613,0.0,0,LRCX,2.005,bucket_core_screener,post_start,0,0.004832385364968546,bucket_core_screener
ETRL,167,-157.5399055480957,534.6358652114868,377.0959596633911,265.3375418395417,0.0,69.23991783322555,51.6606370597732,17.579280773452336,43.48716380084284,39802.57394504547,36,9844.996366949139,14079.787326812744,50.69197324955423,0.0,0,ETOR,1.994,bucket_core_screener,post_start,1,0.002034976541075094,bucket_core_screener
AVGU,201,4182.1197509765625,-3817.6188411712646,364.50090980529785,392.42638065321785,0.0,102.32859123061405,76.17815776140955,26.150433469204508,52.134526173269926,51577.11653327942,43,11502.766887835602,20698.746124267578,-106.21043049039443,0.0,0,AVGO,1.997,bucket_core_screener,post_start,0,0.0005705080636741884,bucket_core_screener
BULX,167,-7971.120683193207,8326.191370248795,355.07068705558777,684.3197152037905,0.0,175.4562640611205,129.69168534580322,45.76457871531728,137.73936365459116,97354.133405447,36,24857.074647973397,42316.199422836304,-512.7529705181112,0.0,0,BULL,1.998,bucket_core_screener,post_start,1,0.004544296260438132,bucket_core_screener
PLYY,152,0.0,347.04218101501465,347.04218101501465,34.213744207435504,0.0,0.0,15.23377821625577,-15.23377821625577,2.5407288864680666,2486.15020942688,33,1101.9854492137306,2139.4799423217773,325.5214861373669,76.47058823529412,33,PLTR,0.497,bucket_3_inverse,post_start,0,0.0,bucket_3_inverse
TTDU,157,-3503.2099647521973,3827.961239337921,324.7512745857239,278.2563428844043,0.0,60.95483996367762,45.23101332016097,15.723826643516652,38.80904200447723,34966.627101421356,34,9345.028065632863,14010.580105781555,-8.037936946674309,0.0,0,TTD,2.0,bucket_core_screener,post_start,1,0.001700055860740106,bucket_core_screener
NOWL,201,-3861.7434463500977,4184.394937992096,322.6514916419983,292.24855662323114,0.0,101.13974092582454,73.6447168220969,27.495024103727644,56.43115184050525,55100.84873342514,43,11284.402385839776,19682.488025665283,-53.52324092546574,0.0,0,NOW,2.012,bucket_core_screener,post_start,0,0.002814183069784951,bucket_core_screener
NVDB,162,915.1368103027344,-593.307933807373,321.8288764953613,158.30679114728974,0.0,65.37681419718334,49.3466726522949,16.03014154488844,28.42085308875255,27890.203102111816,35,9700.809825143697,13136.857898712158,119.07109071443061,0.0,0,NVDA,1.995,bucket_core_screener,post_start,1,0.0006359921347474567,bucket_core_screener
SHPU,186,-1073.2603912353516,1319.1308164596558,245.8704252243042,310.8440726013762,0.0,119.29480793501286,88.0227802507782,31.27202768423466,75.39813990799036,73541.17089176178,40,14710.370042308685,25568.284914016724,-171.643814969297,0.0,0,SHOP,2.009,bucket_core_screener,post_start,0,0.003944315754380955,bucket_core_screener
AFRU,157,34.769630432128906,206.96366834640503,241.73329877853394,482.65620939328545,0.0,83.84999674010697,63.4442373184967,20.405759421610277,62.929852710124834,59708.65608167648,34,12951.11161226224,21787.920249938965,-324.2585227464867,0.0,0,AFRM,1.992,bucket_core_screener,post_start,1,0.0015541279395514546,bucket_core_screener
UNHG,196,4555.341079711914,-4379.842164993286,175.49891471862793,198.66841943781094,0.0,96.90600963569696,71.97706555694924,24.92894407874772,46.234087140712695,45686.14397239685,42,11222.293411595481,19986.16153717041,-94.33253593864343,0.0,0,UNH,1.992,bucket_core_screener,post_start,0,0.00377403399802181,bucket_core_screener
PLTZ,229,0.0,145.4099998474121,145.4099998474121,168.49978099884646,0.0,0.0,35.6876790281905,-35.6876790281905,3.945221570691625,3859.289981842041,49,1665.907788322482,3992.7601318359375,8.65267630606445,86.66666666666667,49,PLTR,1.99,bucket_3_inverse,post_start,1,0.0018001863722333603,bucket_3_inverse
AMZO,27,0.0,96.03998279571533,96.03998279571533,3.288266817331,0.0,0.0,0.41955932556125847,-0.41955932556125847,0.5036423828751884,496.4599962234497,7,174.91740760096798,332.58000087738037,92.6676329210704,72.22222222222223,7,AMZN,2.006,bucket_3_inverse,post_start,1,0.0,bucket_3_inverse
AAPB,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,AAPL,1.998,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
AAPU,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,AAPL,1.998,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
USGG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,USAR,1.991,bucket_core_screener,post_start,1,0.005062603885289131,bucket_core_screener
URTY,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,IWM,2.396,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
VALG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,VALE,1.998,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ASTN,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,ASTS,1.985,bucket_whitelist,post_start,1,0.0,bucket_whitelist
ASMU,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,ASML,1.997,bucket_core_screener,post_start,1,0.0015804535708686899,bucket_core_screener
APLZ,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,APLD,2.007,bucket_core_screener,post_start,1,0.0,bucket_core_screener
APLX,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0,APLD,1.99,bucket_core_screener,post_start,1,0.0,bucket_core_screener
APHU,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,APH,2.004,bucket_core_screener,post_start,1,0.0,bucket_core_screener
IONZ,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0,IONQ,2.016,bucket_core_screener,post_start,1,0.0,bucket_core_screener
IBX,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,IBM,1.997,bucket_core_screener,post_start,1,0.0,bucket_core_screener
HUTG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,HUT,1.997,bucket_core_screener,post_start,1,0.0043702690770306895,bucket_core_screener
HOOZ,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,HOOD,1.995,bucket_core_screener,post_start,1,0.0,bucket_core_screener
LNOK,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,NOK,1.994,bucket_core_screener,post_start,1,0.0,bucket_core_screener
LMTL,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0,LMT,2.004,bucket_core_screener,post_start,0,0.0,bucket_core_screener
LITX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,LITE,1.995,bucket_core_screener,post_start,0,0.008861791278965143,bucket_core_screener
LINT,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,INTC,1.987,bucket_core_screener,post_start,1,0.007437499008760131,bucket_core_screener
LEUX,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,LEU,1.996,bucket_core_screener,post_start,1,0.0015707467210176846,bucket_core_screener
LCDL,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0,LCID,1.984,bucket_core_screener,post_start,1,0.0,bucket_core_screener
LACG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,LAC,1.995,bucket_core_screener,post_start,1,0.004142236450694577,bucket_core_screener
LABU,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XBI,2.392,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
KORU,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,EWY,2.365,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
KLAG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,KLAC,1.996,bucket_core_screener,post_start,1,0.005325825705571756,bucket_core_screener
KEEX,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,KEEL,2.003,bucket_core_screener,post_start,1,0.005012879705618413,bucket_core_screener
MSOO,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,MSTR,1.718,bucket_core_screener,post_start,1,0.0,bucket_core_screener
MSFX,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.0,0.0,0.0,0.0,0,MSFT,2.008,bucket_core_screener,post_start,0,0.0,bucket_core_screener
MSFL,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,0.0,0.0,0.0,0,MSFT,1.998,bucket_core_screener,post_start,0,0.0,bucket_core_screener
MRVU,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,MRVL,1.992,bucket_core_screener,post_start,1,0.0,bucket_core_screener
MRNX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,MRNA,1.998,bucket_core_screener,post_start,1,0.008420658673698768,bucket_core_screener
GUSH,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XOP,2.006,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
GRAG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,GRAB,2.001,bucket_core_screener,post_start,1,0.0,bucket_core_screener
GOU,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,GOOGL,1.993,bucket_core_screener,post_start,1,0.0,bucket_core_screener
GMEY,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0,NAN,1.0,bucket_whitelist,post_start,0,0.0,bucket_whitelist
GMEU,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0,GME,1.991,bucket_core_screener,post_start,1,0.009239075016020722,bucket_core_screener
GLWG,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,GLW,1.997,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ISUL,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0,ISRG,2.001,bucket_core_screener,post_start,1,0.0,bucket_core_screener
IREZ,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,IREN,2.008,bucket_4_inverse_decay,post_start,1,0.0025534373958522715,bucket_4_inverse_decay
IREG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,IREN,1.991,bucket_core_screener,post_start,1,0.0007421296229548863,bucket_core_screener
MEXX,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,EWW,2.384,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
LUNL,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,LUNR,1.995,bucket_core_screener,post_start,1,0.0033587173181989245,bucket_core_screener
LULG,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0,LULU,2.004,bucket_core_screener,post_start,1,0.008093905892815985,bucket_core_screener
NETG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,NET,1.998,bucket_core_screener,post_start,1,0.0016554944236822787,bucket_core_screener
NEMG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,NEM,1.999,bucket_core_screener,post_start,1,0.0061134662329581715,bucket_core_screener
NBIZ,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,NBIS,2.021,bucket_4_inverse_decay,post_start,1,0.0019171624613841844,bucket_4_inverse_decay
FLYT,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0,FLY,1.993,bucket_core_screener,post_start,1,0.0062535229810685026,bucket_core_screener
FIGG,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0,FIG,2.006,bucket_core_screener,post_start,0,0.009762619275048635,bucket_core_screener
FGRU,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,FIGR,1.993,bucket_core_screener,post_start,1,0.004948142157936036,bucket_core_screener
FCXG,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,FCX,2.002,bucket_core_screener,post_start,1,0.008039395313699963,bucket_core_screener
HODU,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,HOOD,2.006,bucket_core_screener,post_start,1,0.001365888782950057,bucket_core_screener
HMYY,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,HIMS,0.27,bucket_whitelist,post_start,0,0.03857607823921773,bucket_whitelist
HLXX,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,HL,1.999,bucket_core_screener,post_start,1,0.0,bucket_core_screener
HIBS,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SPHB,3.006,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
HIBL,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SPHB,2.394,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
MSTP,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0,MSTR,1.995,bucket_core_screener,post_start,1,9.427652740433338e-05,bucket_core_screener
NVDX,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0,NVDA,2.0,bucket_core_screener,post_start,0,0.0006359921347474567,bucket_core_screener
AAPX,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.0,0.0,0.0,0.0,0,AAPL,1.999,bucket_core_screener,post_start,0,0.0,bucket_core_screener
AAOX,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,AAOI,1.993,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ABNG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,ABNB,1.998,bucket_core_screener,post_start,1,0.0017472849548749835,bucket_core_screener
ADBG,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0,ADBE,2.002,bucket_core_screener,post_start,0,0.0,bucket_core_screener
ADBU,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,ADBE,2.0,bucket_core_screener,post_start,1,0.0,bucket_core_screener
AIYY,607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.0,0.0,0.0,0.0,0,NAN,1.0,bucket_whitelist,post_start,0,0.0,bucket_whitelist
ALBG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,ALB,1.999,bucket_core_screener,post_start,1,0.0,bucket_core_screener
UXRP,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,XRPZ,1.997,bucket_core_screener,post_start,1,0.0018111259980350856,bucket_core_screener
UVIX,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SVIX,1.98,bucket_whitelist,incumbent,1,0.0,bucket_whitelist
UUUG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,UUUU,1.992,bucket_core_screener,post_start,0,0.007934643446188612,bucket_core_screener
GEVG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,GEV,1.991,bucket_core_screener,post_start,1,0.003062741930896335,bucket_core_screener
GGLL,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,GOOGL,1.996,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
DJTU,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0,DJT,2.005,bucket_core_screener,post_start,1,0.0016811248497740408,bucket_core_screener
DNNG,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,DNN,1.999,bucket_core_screener,post_start,1,0.004075014611759368,bucket_core_screener
DRAY,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0,NAN,1.0,bucket_whitelist,post_start,0,0.0,bucket_whitelist
DRIP,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XOP,1.998,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
DUG,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLE,1.992,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
