date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,deployed_gross_usd,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,turnover_budget_usd,turnover_used_usd,n_deferred_pace,turnover_pace_mode,target_confirmed_today,persistent_target_pairs,n_hedge_repairs,hedge_repair_turnover_usd,hedge_reserve_usd,reserve_committed_usd,unused_reserve_to_tracking_usd,tracking_budget_usd,max_request_age,equity
2026-05-29,2026-05-28,288,0.05572692092533285,60749.27587850715,131.03619191899918,4381319.872642079,4381319.872642079,4260531.605476508,3842909.1768732485,0.25,3367844.641185103,3963697.4440388195,3963697.4440388195,0.8496724809937636,0.0,123,1,3,235,101,475643.6932846583,60749.27587850715,0,hedge_safe_v1,True,286,44,16626.836746190074,95128.73865693167,16491.52848937754,78637.21016755413,459152.1647952808,5,1097944.1198587276
2026-06-01,2026-05-30,288,0.16879613155869272,185328.72009976686,403.95975577112137,4407830.317738337,4407830.317738336,4286311.1861716155,3842909.176873248,0.25,3491743.191347925,3964428.3084399696,3964428.3084399696,0.8807684033317658,1.862645149230957e-09,89,1,3,237,127,475731.3970127963,185328.72009976686,0,hedge_safe_v1,True,286,71,40464.70000215999,95146.27940255927,48706.448571938454,46439.83083062082,427024.9484408579,5,1104315.4181235114
2026-06-02,2026-06-01,286,0.1984391649625483,219139.42942769697,470.6856393447072,4405955.821951222,4405955.821951222,4284488.368213218,3842909.176873248,0.25,3551145.953092554,3964376.630611252,3964376.630611252,0.8957640214282608,0.0,48,1,4,234,137,475725.19567335024,219139.42942769697,0,hedge_safe_v1,True,285,69,29909.091803374533,95145.03913467005,35236.38726667537,59908.65186799468,440488.8084066749,5,1103778.8937970516
2026-06-03,2026-06-02,286,0.10938854874086426,120740.77132325602,263.64480420445466,4375979.936541854,4375979.9365418535,4255338.885659748,3842909.176873248,0.25,3479531.313347947,3963550.2277553543,3963550.2277553543,0.8778824824729122,9.313225746154785e-10,43,1,2,229,106,475626.0273306425,120740.77132325602,0,hedge_safe_v1,True,285,65,37827.338851274224,95125.20546612851,41488.40844514963,53636.79702097888,434137.6188854929,5,1096473.1813967614
2026-06-04,2026-06-03,286,0.10410074059560842,114143.67022662576,251.38517260414588,4356164.103524941,4356164.103524941,4236069.353803702,3842909.176873248,0.25,3547970.695433165,3963003.9265944874,3963003.9265944874,0.8952730709207317,0.0,47,1,2,231,97,475560.4711913385,114143.67022662576,0,hedge_safe_v1,True,285,53,26970.16746755363,95112.0942382677,23887.74561703063,71224.34862123708,451672.72557430784,5,1091519.0668386593
2026-06-05,2026-06-04,289,0.20185416514062585,220327.66997179255,501.3251044096177,4361699.000247186,4361699.000247186,4241451.659388241,4035920.920159528,0.25,3457444.259847354,4156168.2610184737,4156168.2610184737,0.8318826483218713,0.0,79,4,3,226,137,498740.1913222168,220327.66997179255,0,hedge_safe_v1,True,287,84,51026.8718875684,99748.03826444337,72825.96440684194,26922.073857601426,425914.22691537486,5,1092656.3190678174
2026-06-08,2026-06-06,289,0.11726967823953532,128135.454963478,288.3336327139723,4345526.4947289685,4345526.494728968,4225725.012418144,4035920.920159529,0.25,3618226.7684395155,4155722.402470352,4155722.402470352,0.8706613238383477,9.313225746154785e-10,52,3,2,231,130,498686.6882964422,128135.454963478,0,hedge_safe_v1,True,290,67,29622.72079042626,99737.33765928845,33295.56241257227,66441.77524671618,465391.12588386994,5,1088816.0510111377
2026-06-09,2026-06-06,289,0.022146831468628978,24113.825582081798,55.6536185824252,4326783.582903376,4326783.582903376,4207498.822472455,4035920.920159528,0.25,3584168.978216214,4155205.680590448,4155205.680590448,0.8625731801817592,0.0,250,3,2,231,38,498624.68167085375,24113.825582081798,0,hedge_safe_v1,True,290,14,9081.045748013608,99724.93633417075,8158.868747824168,91566.06758634659,490465.8129230296,5,1084351.2593897823
2026-06-10,2026-06-09,289,0.12655874926715602,137234.13915463633,307.8658166421333,4328149.516224036,4328149.516224036,4208827.098483524,4035920.920159528,0.25,3553617.2666647565,4155243.3379000407,4155243.3379000407,0.8552127944595102,0.0,81,3,1,226,128,498629.2005480049,137234.13915463633,0,hedge_safe_v1,True,291,76,38882.74052170214,99725.84010960098,53391.4146060916,46334.425503509374,445237.78594191326,5,1084441.386369833
2026-06-11,2026-06-10,289,0.11652274686940257,126362.08915867606,283.91165620186166,4312253.833668946,4312253.833668946,4193369.6427657926,4035920.920159529,0.25,3773475.0217370004,4154805.1110626822,4154805.1110626822,0.9082195002816514,0.0,46,3,1,221,126,498576.61332752183,126362.08915867606,0,hedge_safe_v1,True,291,65,35947.71519839258,99715.32266550437,41977.72425400358,57737.59841150079,456598.8890735182,5,1080481.460190652
2026-06-12,2026-06-11,292,0.15063199074630224,162755.0733129894,370.63356788432,4382879.53706307,4382879.53706307,4262048.271630253,4152151.9322501863,0.25,3854419.269182121,4272983.197683003,4272983.197683003,0.9020440967968595,0.0,40,7,1,231,146,512757.98372196034,162755.0733129894,0,hedge_safe_v1,True,295,62,25594.900218674276,102551.59674439207,24560.803999046602,77990.79274534546,488197.1797229137,6,1098095.4158213562
2026-06-15,2026-06-14,292,0.1202900986380929,132090.00588318857,295.57870051985475,4381754.413101552,4381754.413101552,4260954.166123815,4152151.932250187,0.25,4014285.0265748245,4272952.179227924,4272952.179227924,0.939464065638142,0.0,70,4,2,231,132,512754.26150735084,132090.00588318857,0,hedge_safe_v1,True,294,73,38697.41998563772,102550.85230147018,47619.325410286474,54931.526891183705,465134.93609706435,6,1097888.484733453
2026-06-16,2026-06-14,294,0.13241112812406935,145372.6528179816,330.45761561133554,4446122.041817886,4446122.041817886,4323547.248685061,4152151.932250187,0.25,3998623.2884280803,4274726.725383011,4274726.725383011,0.9354102718858147,0.0,50,4,2,238,132,512967.2070459613,145372.6528179816,0,hedge_safe_v1,True,294,70,37640.178365753934,102593.44140919227,40447.94470776096,62145.49670143131,472519.26233820035,6,1113985.843591879
2026-06-17,2026-06-16,295,0.09499322024095766,105821.10258563237,234.83475314882133,4419729.269805128,4419729.269805128,4297882.096953357,4152151.932250186,0.25,4011831.566568495,4273999.105101957,4273999.105101957,0.9386598985899394,0.0,57,4,3,227,111,512879.8926122348,105821.10258563237,0,hedge_safe_v1,True,295,65,27217.862932826658,102575.97852244697,29428.338185411547,73147.64033703542,483451.5544268233,6,1107466.7366265825
2026-06-18,2026-06-17,294,0.11766000748103456,130304.54451648062,286.51600742298996,4429560.450028016,4429560.450028016,4307442.242132507,4152151.9322501863,0.25,4045672.29418308,4274270.140145696,4274270.140145696,0.94651768875918,0.0,53,3,2,230,121,512912.4168174835,130304.54451648062,0,hedge_safe_v1,True,296,68,33124.315167992114,102582.4833634967,34333.844341917196,68248.63902157951,478578.5724755663,6,1109879.0103153882
2026-06-22,2026-06-20,294,0.08224993960069106,91287.48156251544,201.91472858819256,4458273.266017702,4458273.2660177015,4335363.4767289935,4152151.932250186,0.25,4064353.3279139493,4275061.721538896,4275061.721538896,0.9507121984781315,9.313225746154785e-10,58,4,1,228,99,513007.40658466745,91287.48156251544,0,hedge_safe_v1,True,297,62,34018.51410812614,102601.4813169335,28014.23565247907,74587.24566445443,484993.1709321884,6,1117159.8060778535
2026-06-23,2026-06-22,293,0.07613169060139681,85051.2647086356,191.2282683518463,4473825.068507963,4473825.068507963,4350486.532784685,4152151.932250187,0.25,3961385.9166475683,4275490.467973463,4275490.467973463,0.926533679895028,0.0,25,4,2,216,118,513058.85615681554,85051.2647086356,0,hedge_safe_v1,True,296,76,38646.745927496544,102611.77123136312,37101.215526952226,65510.555704410894,475957.6406298633,7,1121068.187397804
2026-06-24,2026-06-23,295,0.07897436579073168,88535.64910790672,207.27215407485608,4492201.630717741,4492201.630717741,4368356.472978655,4152151.932250187,0.25,3884183.8450371865,4275997.089989272,4275997.089989272,0.9083691507018615,0.0,52,3,1,216,122,513119.6507987126,88535.64910790672,0,hedge_safe_v1,True,295,72,33497.55219817305,102623.93015974254,41191.37958978672,61432.55056995582,471928.27120892593,8,1125657.7982012487
2026-06-25,2026-06-24,295,0.06321310455038891,71156.32408565612,159.9558233762276,4474952.2363305,4468232.177952354,4340703.669240585,4152151.932250187,0.25,3861668.0258300574,4279680.440961957,4279680.440961957,0.9023262552196674,6720.05837814603,48,3,5,221,112,513561.6529154348,71156.32408565612,0,hedge_safe_v1,True,293,57,20600.610892562454,102712.33058308696,25817.158387741863,76895.1721953451,487744.4945276929,9,1118578.1032592484
2026-06-26,2026-06-25,300,0.08467338974693135,94713.79969965357,208.56156033782756,4410747.8060358865,4409217.756042673,4278425.371854809,4307959.107057907,0.25,3867124.9846637184,4438751.491245771,4438751.491245771,0.8712190786734896,1530.0499932132661,47,10,6,234,153,532650.1789494925,94713.79969965357,0,hedge_safe_v1,True,299,69,23897.799530234355,106530.03578989851,30229.5644243435,76300.47136555501,502420.614525149,9,1102478.3899486337
2026-06-29,2026-06-27,301,0.0702217423766835,77417.95347483376,171.24783139556925,4446448.922887855,4445572.233273644,4313055.45520122,4307959.107057907,0.25,4001232.041515876,4440475.885130332,4440475.885130332,0.9010818085770184,876.6896142112091,66,2,5,242,129,532857.1062156399,77417.95347483376,0,hedge_safe_v1,True,297,76,36351.7424911361,106571.42124312797,42355.0023448086,64216.418898319374,490502.10387083126,10,1111440.9828905684
2026-06-30,2026-06-29,301,0.08497023337609301,94439.3996999658,208.85718089367168,4491052.283564425,4487570.976393681,4356320.715057491,4307959.107057907,0.25,4044135.242406844,4439209.368394096,4439209.368394096,0.9110034933697727,3481.307170744054,65,1,5,246,126,532705.1242072915,94439.3996999658,0,hedge_safe_v1,True,297,71,35399.56722964924,106541.0248414583,29821.760260489697,76719.26458096861,502883.3639468018,10,1122554.2137102124
2026-07-01,2026-06-30,302,0.10954149294299328,122966.2644792646,279.12335694524364,4503976.418947367,4502897.886770125,4368857.126378946,4307959.107057907,0.25,3987013.6197891175,4441999.867449085,4441999.867449085,0.8975717556873198,1078.5321772424504,54,3,5,242,163,533039.9840938902,122966.2644792646,0,hedge_safe_v1,True,299,84,36056.6272232881,106607.99681877805,49646.28720452951,56961.70961424854,483393.69688936067,10,1125714.9813798964
2026-07-02,2026-07-01,302,0.08748703916883006,98485.4706689218,220.26264214457214,4578010.353920721,4575361.97567332,4440670.0433031,4307959.107057907,0.25,3957351.8642627425,4442651.039428126,4442651.039428126,0.8907636069413516,2648.378247401677,46,1,4,241,155,533118.1247313751,98485.4706689218,0,hedge_safe_v1,True,299,94,38632.61033237484,106623.62494627503,41458.62305744497,65165.001888830055,491659.50167393015,8,1144282.3258380361
2026-07-06,2026-07-05,302,0.30622643859457677,350409.50138810085,816.5264224841777,4549750.428517245,4549750.428517247,4413257.915661729,4307959.107057907,0.25,3831564.211553078,4444451.619913424,4444451.619913424,0.8621005557548886,0.0,56,1,6,243,149,533334.1943896109,350409.50138810085,0,hedge_safe_v1,True,297,84,44974.070617225036,106666.83887792219,38012.74988928142,68654.08898864077,495321.4445003295,9,1136621.0807068273
2026-07-07,2026-07-06,302,0.09379244317946786,106606.46812878046,241.53295425817302,4656297.707941276,4653742.065457467,4516608.776703037,4307959.107057907,0.25,3734554.9783190414,4445092.395812337,4445092.395812337,0.8401523850971728,2555.6424838090315,53,1,4,241,165,533411.0874974804,106606.46812878046,0,hedge_safe_v1,True,299,94,31809.6263696128,106682.2174994961,45376.30676375443,61305.910735741665,488034.780733726,10,1163832.8940310606
2026-07-08,2026-07-07,302,0.0962141751411452,111977.22190133035,244.73442960601002,4577669.864450079,4574659.860584266,4440339.768516577,4307959.107057907,0.25,3734622.030147512,4442279.199125595,4442279.199125595,0.8406995289451018,3010.0038658138365,55,2,4,240,129,533073.5038950715,111977.22190133035,0,hedge_safe_v1,True,300,60,21689.71407048998,106614.7007790143,27313.63813830179,79301.06264071251,505759.86575676966,11,1144172.7316829138
2026-07-09,2026-07-08,302,0.05048490518388324,57763.451872996586,128.07286361003287,4555258.39138699,4552147.513438244,4418600.639645381,4307959.107057907,0.25,3798810.4687576992,4441505.980850769,4441505.980850769,0.8552978393220666,3110.877948746085,51,1,3,239,131,532980.7177020923,57763.451872996586,0,hedge_safe_v1,True,300,75,28529.7169955969,106596.14354041846,23262.915698481822,83333.22784193663,509717.8020036104,12,1138686.5249831376
2026-07-10,2026-07-09,309,0.09780443591537868,111368.59326041854,258.5469147161475,4655122.980727897,4652138.111831021,4515469.29130606,4362402.942786658,0.25,3752587.253517676,4499071.763311617,4499071.763311617,0.8340803283287754,2984.868896876462,45,8,3,245,158,539888.611597394,111368.59326041854,0,hedge_safe_v1,True,307,45,12494.89863922492,107977.72231947881,16465.066300289756,91512.65601918905,523423.5452971042,1,1163522.198267258
2026-07-13,2026-07-11,309,0.14596556075741482,169834.1701237803,407.40876715781036,4632231.870557187,4625183.081266611,4489162.232571972,4362402.942786657,0.25,3695573.1090700375,4498423.7914812965,4498423.7914812965,0.8215262234892977,7048.789290576242,46,3,4,254,159,539810.8549777556,169834.1701237803,0,hedge_safe_v1,True,308,76,23469.376601679953,107962.17099555112,31795.8901679978,76166.28082755332,508014.9648097578,2,1157650.5588721388
