ETF,Underlying,sleeve,strategy_tag,Delta,borrow_current,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,gross_target_usd,long_usd,short_usd
CRWU,CRWV,core_leveraged,ETF_LS,1.996093,0.148521,16564.884376319602,11036.055873225872,-5528.8285030937295,11036.055873225872,-5528.8285030937295,haircut,haircut,0.0,1.0,16564.884376319602,11036.055873225872,-5528.8285030937295
AAPX,AAPL,,ETF_LS,2.001734,0.045974,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
GOOX,GOOGL,core_leveraged,ETF_LS,1.983657,0.042907,570.2831288917475,379.14750945166196,-191.13561944008563,379.14750945166196,-191.13561944008563,haircut,haircut,0.0,1.0,570.2831288917475,379.14750945166196,-191.13561944008563
MSFX,MSFT,,ETF_LS,2.008339,0.050076,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
NFLU,NFLX,core_leveraged,ETF_LS,2.003618,0.079432,390.3854238969032,260.41369516944746,-129.97172872745577,260.41369516944746,-129.97172872745577,haircut,haircut,0.0,1.0,390.3854238969032,260.41369516944746,-129.97172872745577
ROBN,HOOD,core_leveraged,ETF_LS,1.999147,0.0483349999999999,7058.8483621258465,4705.229695843118,-2353.6186662827286,4705.229695843118,-2353.6186662827286,haircut,haircut,0.0,1.0,7058.8483621258465,4705.229695843118,-2353.6186662827286
RBLU,RBLX,core_leveraged,ETF_LS,2.007636,0.1022879999999999,6017.341339371711,4016.653310843089,-2000.688028528622,4016.653310843089,-2000.688028528622,haircut,haircut,0.0,1.0,6017.341339371711,4016.653310843089,-2000.688028528622
SNOU,SNOW,core_leveraged,ETF_LS,2.002175,0.0359839999999999,6910.988435601154,4608.994569287181,-2301.993866313974,4608.994569287181,-2301.993866313974,haircut,haircut,0.0,1.0,6910.988435601154,4608.994569287181,-2301.993866313974
SMUP,SMR,core_leveraged,ETF_LS,1.996429,0.219174,30872.030453602652,20569.089701927023,-10302.94075167563,20569.089701927023,-10302.94075167563,haircut,haircut,0.0,1.0,30872.030453602652,20569.089701927023,-10302.94075167563
GLXU,GLXY,core_leveraged,ETF_LS,2.001514,0.107126,16366.98731103553,10914.07677620693,-5452.9105348286,10914.07677620693,-5452.9105348286,haircut,haircut,0.0,1.0,16366.98731103553,10914.07677620693,-5452.9105348286
AFRU,AFRM,core_leveraged,ETF_LS,1.999204,0.17831,2243.838187758358,1495.6936174795912,-748.1445702787665,1495.6936174795912,-748.1445702787665,haircut,haircut,0.0,1.0,2243.838187758358,1495.6936174795912,-748.1445702787665
KTUP,KTOS,core_leveraged,ETF_LS,2.008883,0.307127,4770.900641147355,3185.2954045371725,-1585.6052366101821,3185.2954045371725,-1585.6052366101821,haircut,haircut,0.0,1.0,4770.900641147355,3185.2954045371725,-1585.6052366101821
TTDU,TTD,core_leveraged,ETF_LS,2.001973,0.156037,1302.7838190348689,868.8079574815275,-433.9758615533414,868.8079574815275,-433.9758615533414,haircut,haircut,0.0,1.0,1302.7838190348689,868.8079574815275,-433.9758615533414
BMNU,BMNR,core_leveraged,ETF_LS,1.994459,0.2342742700912582,18093.1883409135,12050.965575160655,-6042.222765752846,12050.965575160655,-6042.222765752846,haircut,haircut,0.0,1.0,18093.1883409135,12050.965575160655,-6042.222765752846
SBTU,SBET,core_leveraged,ETF_LS,2.008082,0.1644393193759058,9624.629423527045,6425.039311446641,-3199.5901120804033,6425.039311446641,-3199.5901120804033,haircut,haircut,0.0,1.0,9624.629423527045,6425.039311446641,-3199.5901120804033
XRPT,XRPZ,core_leveraged,ETF_LS,1.998666,0.053391,10898.352303260843,7263.952105552648,-3634.4001977081953,7263.952105552648,-3634.4001977081953,haircut,haircut,0.0,1.0,10898.352303260843,7263.952105552648,-3634.4001977081953
CHNU,CHNL,,ETF_LS,2.000336,,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
APPX,APP,core_leveraged,ETF_LS,1.998513,0.021819,9022.77153417448,6013.689521131856,-3009.082013042625,6013.689521131856,-3009.082013042625,haircut,haircut,0.0,1.0,9022.77153417448,6013.689521131856,-3009.082013042625
ARCX,ACHR,core_leveraged,ETF_LS,1.995044,0.035891,10670.543771373894,7107.810211742084,-3562.7335596318094,7107.810211742084,-3562.7335596318094,haircut,haircut,0.0,1.0,10670.543771373894,7107.810211742084,-3562.7335596318094
ASTX,ASTS,core_leveraged,ETF_LS,1.999361,0.077272,45288.76120844547,30189.291285203326,-15099.469923242139,30189.291285203326,-15099.469923242139,haircut,haircut,0.0,1.0,45288.76120844547,30189.291285203326,-15099.469923242139
BEX,BE,core_leveraged,ETF_LS,1.990374,0.058542,26584.89728214957,17694.73930119148,-8890.15798095809,17694.73930119148,-8890.15798095809,haircut,haircut,0.0,1.0,26584.89728214957,17694.73930119148,-8890.15798095809
CEGX,CEG,core_leveraged,ETF_LS,2.001264,0.0461629999999999,2551.8731839484703,1701.607034769834,-850.266149178636,1701.607034769834,-850.266149178636,haircut,haircut,0.0,1.0,2551.8731839484703,1701.607034769834,-850.266149178636
CLSX,CLSK,core_leveraged,ETF_LS,1.998807,0.110062,11933.71837457053,7954.229739733232,-3979.488634837297,7954.229739733232,-3979.488634837297,haircut,haircut,0.0,1.0,11933.71837457053,7954.229739733232,-3979.488634837297
COZX,CORZ,core_leveraged,ETF_LS,2.004338,0.115795,4706.907189845041,3140.203579983221,-1566.70360986182,3140.203579983221,-1566.70360986182,haircut,haircut,0.0,1.0,4706.907189845041,3140.203579983221,-1566.70360986182
CRDU,CRDO,core_leveraged,ETF_LS,1.996422,0.079968,10942.208993086866,7290.450664958563,-3651.7583281283028,7290.450664958563,-3651.7583281283028,haircut,haircut,0.0,1.0,10942.208993086866,7290.450664958563,-3651.7583281283028
CSEX,CLS,core_leveraged,ETF_LS,2.003678,0.036502,16981.074154744536,11327.647204603896,-5653.42695014064,11327.647204603896,-5653.42695014064,haircut,haircut,0.0,1.0,16981.074154744536,11327.647204603896,-5653.42695014064
CWVX,CRWV,core_leveraged,ETF_LS,1.997625,0.102489,20720.30177698631,13808.062328427433,-6912.23944855888,13808.062328427433,-6912.23944855888,haircut,haircut,0.0,1.0,20720.30177698631,13808.062328427433,-6912.23944855888
FLYT,FLY,core_leveraged,ETF_LS,1.996106,0.199287,45481.6956824214,30301.42646550404,-15180.269216917357,30301.42646550404,-15180.269216917357,haircut,haircut,0.0,1.0,45481.6956824214,30301.42646550404,-15180.269216917357
GEVX,GEV,core_leveraged,ETF_LS,1.996009,0.051378,5013.385264795017,3340.030723872404,-1673.3545409226133,3340.030723872404,-1673.3545409226133,haircut,haircut,0.0,1.0,5013.385264795017,3340.030723872404,-1673.3545409226133
IREX,IREN,core_leveraged,ETF_LS,1.995444,0.138191,25922.4855630405,17268.51454470716,-8653.971018333343,17268.51454470716,-8653.971018333343,haircut,haircut,0.0,1.0,25922.4855630405,17268.51454470716,-8653.971018333343
JOBX,JOBY,core_leveraged,ETF_LS,1.989623,0.240821,3591.8031094611974,2390.3796826742087,-1201.4234267869888,2390.3796826742087,-1201.4234267869888,haircut,haircut,0.0,1.0,3591.8031094611974,2390.3796826742087,-1201.4234267869888
LABX,ALAB,core_leveraged,ETF_LS,1.993263,0.031315,11836.301449152497,7881.987561882152,-3954.313887270346,7881.987561882152,-3954.313887270346,haircut,haircut,0.0,1.0,11836.301449152497,7881.987561882152,-3954.313887270346
LRCU,LRCX,core_leveraged,ETF_LS,2.001779,0.3486809999999999,1392.8631994532093,928.8506257583406,-464.0125736948687,928.8506257583406,-464.0125736948687,haircut,haircut,0.0,1.0,1392.8631994532093,928.8506257583406,-464.0125736948687
NEBX,NBIS,core_leveraged,ETF_LS,1.989054,0.068494,16694.11193300081,11109.029852516212,-5585.082080484598,11109.029852516212,-5585.082080484598,haircut,haircut,0.0,1.0,16694.11193300081,11109.029852516212,-5585.082080484598
NVTX,NVTS,core_leveraged,ETF_LS,1.98563,0.279452,31622.54129460808,21030.96052451665,-10591.580770091432,21030.96052451665,-10591.580770091432,haircut,haircut,3.637978807091713e-12,0.9999999999999999,31622.541294608076,21030.960524516646,-10591.58077009143
OPEX,OPEN,core_leveraged,ETF_LS,2.006636,0.287732,4323.611104529329,2885.588309442285,-1438.022795087044,2885.588309442285,-1438.022795087044,haircut,haircut,0.0,1.0,4323.611104529329,2885.588309442285,-1438.022795087044
PONX,PONY,core_leveraged,ETF_LS,2.005697,0.127561,4679.3914025713375,3122.5507088582526,-1556.8406937130846,3122.5507088582526,-1556.8406937130846,haircut,haircut,0.0,1.0,4679.3914025713375,3122.5507088582526,-1556.8406937130846
QBTX,QBTS,core_leveraged,ETF_LS,1.982729,0.285011,16488.801576649672,10960.709156369561,-5528.09242028011,10960.709156369561,-5528.09242028011,haircut,haircut,0.0,1.0,16488.801576649672,10960.709156369561,-5528.09242028011
QUBX,QUBT,core_leveraged,ETF_LS,1.991962,0.2250519999999999,18509.810591797206,12323.297998456379,-6186.512593340826,12323.297998456379,-6186.512593340826,haircut,haircut,0.0,1.0,18509.810591797206,12323.297998456379,-6186.512593340826
SMU,SMR,core_leveraged,ETF_LS,1.99791,0.183689,32618.27993365842,21737.939985608475,-10880.33994804995,21737.939985608475,-10880.33994804995,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,32618.279933658425,21737.939985608475,-10880.33994804995
TARK,ARKK,core_leveraged,ETF_LS,1.99175,0.031654,1649.5234701258375,1098.166080596018,-551.3573895298196,1098.166080596018,-551.3573895298196,haircut,haircut,0.0,1.0,1649.5234701258375,1098.166080596018,-551.3573895298196
TEMT,TEM,core_leveraged,ETF_LS,1.993014,0.07021,8620.459297695726,5740.265854666149,-2880.193443029577,5740.265854666149,-2880.193443029577,haircut,haircut,0.0,1.0,8620.459297695726,5740.265854666149,-2880.193443029577
UNX,U,core_leveraged,ETF_LS,2.003222,0.070476,8414.402655790822,5612.610894878435,-2801.7917609123874,5612.610894878435,-2801.7917609123874,haircut,haircut,0.0,1.0,8414.402655790822,5612.610894878435,-2801.7917609123874
UPSX,UPST,core_leveraged,ETF_LS,1.99913,0.101642,9083.851804255108,6055.022842437811,-3028.8289618172957,6055.022842437811,-3028.8289618172957,haircut,haircut,0.0,1.0,9083.851804255108,6055.022842437811,-3028.8289618172957
WULX,WULF,core_leveraged,ETF_LS,1.992379,0.119449,13223.390942030634,8804.368170506494,-4419.02277152414,8804.368170506494,-4419.02277152414,haircut,haircut,0.0,1.0,13223.390942030634,8804.368170506494,-4419.02277152414
CRMU,CRML,core_leveraged,ETF_LS,1.991554,0.154031,89383.97962516444,59505.20102876791,-29878.778596396536,59505.20102876791,-29878.778596396536,haircut,haircut,0.0,1.0,89383.97962516444,59505.20102876791,-29878.778596396536
UECG,UEC,core_leveraged,ETF_LS,1.999689,0.109571,13202.410505988879,8801.15074006352,-4401.2597659253615,8801.15074006352,-4401.2597659253615,haircut,haircut,0.0,1.0,13202.410505988879,8801.15074006352,-4401.2597659253615
DNNG,DNN,core_leveraged,ETF_LS,2.000791,0.080262,3495.0586710873567,2330.346209910502,-1164.7124611768554,2330.346209910502,-1164.7124611768554,haircut,haircut,0.0,1.0,3495.0586710873567,2330.346209910502,-1164.7124611768554
RCAX,RCAT,core_leveraged,ETF_LS,2.002209,0.134722,49011.47694552522,32686.33870713968,-16325.138238385542,32686.33870713968,-16325.138238385542,haircut,shares_available,34750.98419552522,0.29096231410961376,14260.492750000001,9510.492750000001,-4750.0
OKLL,OKLO,core_leveraged,ETF_LS,1.999545,0.134729,28170.84816403759,18779.14103377697,-9391.70713026062,18779.14103377697,-9391.70713026062,haircut,haircut,0.0,1.0,28170.84816403759,18779.14103377697,-9391.70713026062
GDXU,GDX,core_leveraged,ETF_LS,2.432178,0.083988,3505.2053260733446,2483.9280712009736,-1021.277254872371,2483.9280712009736,-1021.277254872371,haircut,haircut,0.0,1.0,3505.2053260733446,2483.9280712009736,-1021.277254872371
MRNX,MRNA,,ETF_LS,1.99466,0.136904,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
ZETX,ZETA,core_leveraged,ETF_LS,1.99572,0.162343,3516.0764856455908,2342.376511801042,-1173.6999738445481,2342.376511801042,-1173.6999738445481,haircut,haircut,0.0,1.0,3516.0764856455908,2342.376511801042,-1173.6999738445481
LITX,LITE,core_leveraged,ETF_LS,1.997636,0.094732,37631.507987285455,25077.779653596688,-12553.728333688765,25077.779653596688,-12553.728333688765,haircut,haircut,0.0,1.0,37631.507987285455,25077.779653596688,-12553.728333688765
SNXX,SNDK,core_leveraged,ETF_LS,1.988603,0.067852,15152.841228742436,10082.632429265746,-5070.208799476691,10082.632429265746,-5070.208799476691,haircut,haircut,0.0,1.0,15152.841228742436,10082.632429265746,-5070.208799476691
WDCX,WDC,core_leveraged,ETF_LS,2.000318,0.037429,7489.436009885053,4993.221938614924,-2496.21407127013,4993.221938614924,-2496.21407127013,haircut,haircut,0.0,1.0,7489.436009885053,4993.221938614924,-2496.21407127013
USGG,USAR,,ETF_LS,1.994463,0.443177,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
ONDG,ONDS,core_leveraged,ETF_LS,1.996292,0.217808,32174.69972899415,21436.52743837823,-10738.172290615918,21436.52743837823,-10738.172290615918,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,32174.699728994154,21436.527438378234,-10738.17229061592
PLUL,PLUG,core_leveraged,ETF_LS,1.990845,0.285147,10132.87503129165,6744.911084215941,-3387.9639470757097,6744.911084215941,-3387.9639470757097,haircut,haircut,0.0,1.0,10132.87503129165,6744.911084215941,-3387.9639470757097
ALBG,ALB,core_leveraged,ETF_LS,1.999489,0.100913,2159.560922538106,1439.5846457329214,-719.9762768051845,1439.5846457329214,-719.9762768051845,haircut,haircut,0.0,1.0,2159.560922538106,1439.5846457329214,-719.9762768051845
UUUG,UUUU,core_leveraged,ETF_LS,1.994818,0.137235,23179.364810605708,15439.540617414099,-7739.824193191608,15439.540617414099,-7739.824193191608,haircut,haircut,0.0,1.0,23179.364810605708,15439.540617414099,-7739.824193191608
HUTG,HUT,core_leveraged,ETF_LS,1.994026,0.150587,14550.11956535049,9690.40239343866,-4859.7171719118305,9690.40239343866,-4859.7171719118305,haircut,haircut,0.0,1.0,14550.11956535049,9690.40239343866,-4859.7171719118305
XPEG,XPEV,core_leveraged,ETF_LS,2.000773,0.100449,1166.5911328406717,777.8275932991363,-388.76353954153535,777.8275932991363,-388.76353954153535,haircut,haircut,0.0,1.0,1166.5911328406717,777.8275932991363,-388.76353954153535
ORLG,ORLY,,ETF_LS,1.9986,0.051387,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
RKTL,RKT,core_leveraged,ETF_LS,2.00258,0.063633,11333.927421354825,7559.197881640704,-3774.7295397141206,7559.197881640704,-3774.7295397141206,haircut,haircut,0.0,1.0,11333.927421354825,7559.197881640704,-3774.7295397141206
EOSU,EOSE,core_leveraged,ETF_LS,1.996734,0.151577,36071.68012601206,24034.682472562654,-12036.99765344941,24034.682472562654,-12036.99765344941,haircut,haircut,0.0,1.0,36071.68012601206,24034.682472562654,-12036.99765344941
KEEX,KEEL,core_leveraged,ETF_LS,1.993786,0.119209,13477.957544167566,8975.97993315343,-4501.977611014136,8975.97993315343,-4501.977611014136,haircut,haircut,0.0,1.0,13477.957544167566,8975.97993315343,-4501.977611014136
FGRU,FIGR,,ETF_LS,1.999674,0.353261,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
APHU,APH,core_leveraged,ETF_LS,1.994472,0.10295,443.30878626913045,295.2663980721026,-148.0423881970279,295.2663980721026,-148.0423881970279,haircut,haircut,0.0,1.0,443.30878626913045,295.2663980721026,-148.0423881970279
COPZ,COPX,core_leveraged,ETF_LS,1.996719,0.058152,3355.8796512924046,2236.0283568292252,-1119.8512944631793,2236.0283568292252,-1119.8512944631793,haircut,haircut,0.0,1.0,3355.8796512924046,2236.0283568292252,-1119.8512944631793
LEUX,LEU,core_leveraged,ETF_LS,1.997053,0.257668,10366.426885486882,6907.553490359442,-3458.873395127441,6907.553490359442,-3458.873395127441,haircut,haircut,0.0,1.0,10366.426885486882,6907.553490359442,-3458.873395127441
COHX,COHR,core_leveraged,ETF_LS,2.001499,0.26677,9991.219605464996,6662.476332365456,-3328.74327309954,6662.476332365456,-3328.74327309954,haircut,haircut,0.0,1.0,9991.219605464996,6662.476332365456,-3328.74327309954
FCXG,FCX,,ETF_LS,2.000285,,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
