date,replay_end,ETF,Underlying,sleeve,reason,on_model_cadence,on_operator_day,prev_etf_usd,prev_underlying_usd,etf_usd,underlying_usd,turnover_usd,txn_cost
2026-04-20,2026-07-17,BEZ,BE,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-507.1419721834491,-1005.2375458670899,1512.379518050539,3.0754112192305643
2026-04-20,2026-07-17,IREZ,IREN,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-367.49389710424515,-738.1875635705769,1105.6814606748221,2.3585538593841826
2026-04-20,2026-07-17,CONI,COIN,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-78.34808896702715,-117.40139904544255,195.7494880124697,0.4002857850649443
2026-04-27,2026-07-17,ETHD,ETHA,inverse_decay_bucket4,hard_exit,False,True,-686.4632372596056,-1291.8994129201972,0.0,0.0,1978.3626501798028,4.26568200644331
2026-05-12,2026-07-17,MSDD,MSTR,inverse_decay_bucket4,cadence_resize,True,False,-690.8085994070043,-1926.09210742375,-1301.9823576481795,-2372.0351646713452,1057.1168154887705,2.20591451553441
2026-05-14,2026-07-17,CLSZ,CLSK,inverse_decay_bucket4,cadence_resize,True,False,-1290.9432626637715,-6281.268274133499,-2714.7474604060885,-6807.004857284284,1949.540780893102,4.795015815141966
2026-05-18,2026-07-17,QBTZ,QBTS,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1067.976027777989,-1601.163860628171,2669.13988840616,5.869630535830101
2026-05-18,2026-07-17,ASTN,ASTS,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1068.1144969159898,-1601.0253914901698,2669.1398884061596,5.833010679126857
2026-05-18,2026-07-17,NBIZ,NBIS,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1057.1624551167297,-1611.9774332894299,2669.1398884061596,5.7016602769468046
2026-05-18,2026-07-17,CORD,CRWV,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1025.6888145429723,-1545.345077654042,2571.033892197014,5.764016963491551
2026-05-18,2026-07-17,RKLZ,RKLB,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-119.28739991974479,-180.42258006266374,299.7099799824085,0.7795834978639768
2026-05-26,2026-07-17,QBTZ,QBTS,inverse_decay_bucket4,cadence_resize,True,True,-266.485451457942,-2337.060826976098,-1623.507239641888,-3390.6160507122872,2410.577011920135,6.162244069558026
2026-05-26,2026-07-17,CRCD,CRCL,inverse_decay_bucket4,cadence_resize,True,True,-676.2785883284474,-1966.905842337437,-1141.124518258235,-2230.0938231370305,728.0339107293811,1.953487469221738
2026-05-26,2026-07-17,RKLZ,RKLB,inverse_decay_bucket4,cadence_resize,True,True,-93.68644875577051,-196.98469192580012,-365.73432271364777,-546.1093286025657,621.1725106346428,1.7600586071285966
2026-05-26,2026-07-17,MSTZ,MSTR,inverse_decay_bucket4,cadence_resize,True,True,-1306.8115620820975,-2523.6403341760715,-1438.0775398205526,-2523.6403341760715,131.26597773845515,0.3384709484687086
2026-05-26,2026-07-17,UVIX,SVIX,inverse_decay_bucket4,enter_membership,True,True,0.0,0.0,-439.14519954027975,-652.8871587098233,1092.032358250103,2.3099702974086553
2026-05-27,2026-07-17,NBIZ,NBIS,inverse_decay_bucket4,cadence_resize,True,False,-899.1626482262021,-1680.6150749413034,-2081.917991639053,-2622.181049062424,2124.3213175339715,4.705314768427848
2026-06-01,2026-07-17,CONI,COIN,inverse_decay_bucket4,cadence_resize,True,False,-89.28669928684701,-101.30259914332932,-1603.3509106389965,-1169.045835501373,2581.8074477101927,5.300155983959119
2026-06-02,2026-07-17,BEZ,BE,inverse_decay_bucket4,hard_exit,False,True,-158.85186193043054,-1394.7688227527196,0.0,0.0,1553.62068468315,3.1578935524957865
2026-06-02,2026-07-17,IREZ,IREN,inverse_decay_bucket4,hard_exit,False,True,-124.29149205934486,-1009.0987146060272,0.0,0.0,1133.390206665372,2.4139713513652823
2026-06-02,2026-07-17,CORD,CRWV,inverse_decay_bucket4,cadence_resize,True,True,-704.9575165487695,-1776.1714193569073,-1574.5269280731754,-2410.93005555716,1504.3280477246585,3.730168422444184
2026-06-02,2026-07-17,LITZ,LITE,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-568.4428575462326,-384.3327122038918,952.7755697501244,2.062413324821099
2026-06-02,2026-07-17,SNDQ,SNDK,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-481.97981256572683,-384.9277145669916,866.9075271327184,2.0284901399055224
2026-06-04,2026-07-17,MSDD,MSTR,inverse_decay_bucket4,cadence_resize,True,False,-2400.550606991861,-1663.9745185888587,-3186.332901277721,-2504.2548615754954,1626.0626372724964,3.33288761942425
2026-06-08,2026-07-17,RKLZ,RKLB,inverse_decay_bucket4,cadence_resize,True,False,-516.330827737449,-433.4170904445689,-1895.7312145708513,-2152.9022634358475,3098.885559824681,8.079475347991165
2026-06-10,2026-07-17,QBTZ,QBTS,inverse_decay_bucket4,cadence_resize,True,False,-1991.1717661176417,-2833.6385350042606,-3159.3633391403864,-3920.312226568768,2254.865264587252,5.5215876749904
2026-06-15,2026-07-17,MSTZ,MSTR,inverse_decay_bucket4,cadence_resize,True,False,-1889.7050920411946,-2069.344132056971,-1959.592401625061,-2069.344132056971,69.88730958386645,0.17054261783591687
2026-06-16,2026-07-17,RKLZ,RKLB,inverse_decay_bucket4,hard_exit,False,True,-2032.1662800833221,-1982.0339189250005,0.0,0.0,4014.2001990083227,10.607981750116918
2026-06-16,2026-07-17,CONI,COIN,inverse_decay_bucket4,hard_exit,False,True,-1730.6974056508311,-1083.6448875122705,0.0,0.0,2814.3422931631017,5.774012483904942
2026-06-18,2026-07-17,LITZ,LITE,inverse_decay_bucket4,cadence_resize,True,False,-743.553461681024,-317.4297212491463,-1938.0136488067842,-1446.040152279115,2323.070618155729,4.900675531007069
2026-06-18,2026-07-17,SNDQ,SNDK,inverse_decay_bucket4,cadence_resize,True,False,-240.15022096555884,-489.9734505450955,-1383.161226372291,-1489.4938674236178,2142.5314222852544,5.685453833470677
2026-06-25,2026-07-17,CORD,CRWV,inverse_decay_bucket4,cadence_resize,True,False,-2043.6123121238302,-1996.3399357651379,-2639.408301116431,-2387.3977112803996,986.8537645078627,2.3586137325351473
2026-06-30,2026-07-17,QBTZ,QBTS,inverse_decay_bucket4,cadence_resize,True,False,-2510.4483230125247,-4045.087716907375,-3118.8028020080305,-4411.9524679918595,975.2192300799902,2.559899396141711
2026-07-01,2026-07-17,CRCD,CRCL,inverse_decay_bucket4,hard_exit,False,True,-2433.0282752050084,-1326.2389984945921,0.0,0.0,3759.2672736996005,8.792843455228073
2026-07-08,2026-07-17,MSTZ,MSTR,inverse_decay_bucket4,cadence_resize,True,False,-3132.8830310637804,-1481.2363906045925,-3523.6584976169843,-1946.4871253136012,856.0262012622125,1.8370088525836674
2026-07-09,2026-07-17,DAMD,AMD,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1403.2503846002548,-1286.2850614378006,2689.5354460380554,8.662022815643
2026-07-09,2026-07-17,RKLZ,RKLB,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-913.4071303186658,-1023.9067793339561,1937.313909652622,4.806074710284159
2026-07-09,2026-07-17,CONI,COIN,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-1020.6157043444257,-751.1670120210376,1771.7827163654633,3.6286384837064123
2026-07-09,2026-07-17,SSPC,SPCX,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-251.75967732843876,-377.6395159926581,629.3991933210968,1.3378088232088603
2026-07-10,2026-07-17,LITZ,LITE,inverse_decay_bucket4,cadence_resize,True,False,-1934.538571382059,-1364.398443118658,-2660.200713019036,-2071.728121329615,1432.991819847934,3.0211553244217892
2026-07-10,2026-07-17,SNDQ,SNDK,inverse_decay_bucket4,cadence_resize,True,False,-1151.0223768543167,-1306.2140546655362,-1834.917278707544,-1885.4834806641475,1263.1643278518386,3.533114612746937
2026-07-10,2026-07-17,NBIZ,NBIS,inverse_decay_bucket4,cadence_resize,True,False,-2037.574522897727,-2764.131424479408,-2552.092882202544,-3149.251667639138,899.6386024645467,2.0013675631931065
2026-07-10,2026-07-17,SSPC,SPCX,inverse_decay_bucket4,cadence_resize,True,False,-272.0531599416778,-360.6139688853166,-533.0683944589491,-574.4127612101897,474.8140268421445,1.0222487622489584
2026-07-16,2026-07-17,ASTN,ASTS,inverse_decay_bucket4,hard_exit,False,True,-1037.3862302735165,-1014.3084445623865,0.0,0.0,2051.6946748359032,4.5981202519863436
2026-07-16,2026-07-17,MUZ,MU,inverse_decay_bucket4,enter_membership,False,True,0.0,0.0,-326.040071332643,-274.640458132147,600.68052946479,1.2719846597686035
2026-07-17,2026-07-17,QBTZ,QBTS,inverse_decay_bucket4,cadence_resize,True,False,-5545.443166135536,-3076.78046994962,-5733.174501430698,-3692.854583982484,803.8054493280265,1.8329812344665883
