ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
UBRL,UBER,2.0,1.995822,371,ols
VRTL,VRT,2.0,1.983419,233,ols
AMYY,AMD,2.0,0.31391,113,ols
AZYY,AMZN,2.0,0.636333,113,ols
BBYY,BABA,2.0,0.639699,87,ols
XBTY,IBIT,2.0,0.552212,199,ols
COYY,COIN,2.0,0.510565,147,ols
NUGY,GDX,2.0,0.518297,68,ols
HMYY,HIMS,2.0,0.461742,59,ols
HOYY,HOOD,2.0,0.526033,103,ols
IOYY,IONQ,2.0,0.373049,78,ols
MAAY,MARA,2.0,0.323926,78,ols
FBYY,META,2.0,0.604725,87,ols
MTYY,MSTR,2.0,0.394671,108,ols
NVYY,NVDA,2.0,0.665674,199,ols
PLYY,PLTR,2.0,0.564302,108,ols
QBY,QBTS,2.0,0.292613,60,ols
TQQY,QQQ,2.0,0.859729,252,ols
RGYY,RGTI,2.0,0.32183,63,ols
RTYY,RIOT,2.0,0.37824,59,ols
SEMY,SOXX,2.0,0.85493,68,ols
SMYY,SMCI,2.0,0.439124,103,ols
YSPY,SPY,2.0,0.791333,226,ols
TSYY,TSLA,2.0,0.540117,297,ols
QYLD,QQQ,1.0,0.615209,501,ols
QYLG,QQQ,1.0,0.792051,501,ols
QQQX,QQQ,1.0,0.773393,501,ols
JEPQ,QQQ,1.0,0.76229,501,ols
XYLD,SPY,1.0,0.634024,501,ols
XYLG,SPY,1.0,0.808297,501,ols
JEPI,SPY,1.0,0.589668,501,ols
SPYI,SPY,1.0,0.820197,501,ols
RYLD,IWM,1.0,0.566697,501,ols
ABNY,ABNB,1.0,0.78961,420,ols
AIYY,AI,1.0,0.743685,501,ols
AMDY,AMD,1.0,0.797021,501,ols
AMZY,AMZN,1.0,0.765447,501,ols
APLY,AAPL,1.0,0.78017,501,ols
BABO,BABA,1.0,0.768114,389,ols
BRKC,BRK-B,1.0,0.77986,183,ols
CONY,COIN,1.0,0.765734,501,ols
CRCO,CRCL,1.0,0.826384,103,ols
CVNY,CVNA,1.0,0.80901,269,ols
DISO,DIS,1.0,0.754356,501,ols
DRAY,DKNG,1.0,0.826834,157,ols
FBY,META,1.0,0.781428,501,ols
GMEY,GME,1.0,0.632214,118,ols
GOOY,GOOGL,1.0,0.741265,501,ols
HIYY,HIMS,1.0,0.880319,108,ols
HOOY,HOOD,1.0,0.789099,202,ols
MARO,MARA,1.0,0.778922,303,ols
MRNY,MRNA,1.0,0.754323,501,ols
MSFO,MSFT,1.0,0.779338,501,ols
MSTY,MSTR,1.0,0.747524,501,ols
NFLY,NFLX,1.0,0.78001,501,ols
NVDY,NVDA,1.0,0.784618,501,ols
PLTY,PLTR,1.0,0.793112,347,ols
PYPY,PYPL,1.0,0.805923,501,ols
RBLY,RBLX,1.0,0.837745,147,ols
RDYY,RDDT,1.0,0.823271,118,ols
SMCY,SMCI,1.0,0.742107,365,ols
SNOY,SNOW,1.0,0.793381,429,ols
TSLY,TSLA,1.0,0.752696,501,ols
TSMY,TSM,1.0,0.791113,380,ols
XOMO,XOM,1.0,0.798425,501,ols
XYZY,XYZ,1.0,0.805065,501,ols
AAPW,AAPL,1.0,1.095038,256,ols
AMDW,AMD,1.0,1.19266,150,ols
AMZW,AMZN,1.0,1.215627,174,ols
ARMW,ARM,1.0,1.191623,86,ols
AVGW,AVGO,1.0,1.197801,150,ols
BABW,BABA,1.0,1.218431,86,ols
BRKW,BRK-B,1.0,1.162667,174,ols
COIW,COIN,1.0,1.215338,257,ols
COSW,COST,1.0,1.245082,86,ols
GOOW,GOOGL,1.0,1.221722,150,ols
HOOW,HOOD,1.0,1.201587,174,ols
METW,META,1.0,1.18315,174,ols
MSFW,MSFT,1.0,1.21642,150,ols
MSTW,MSTR,1.0,1.222058,150,ols
NFLW,NFLX,1.0,1.190558,174,ols
NVDW,NVDA,1.0,1.199138,257,ols
PLTW,PLTR,1.0,1.190512,257,ols
TSLW,TSLA,1.0,1.194383,257,ols
UBEW,UBER,1.0,1.217591,86,ols
UNHW,UNH,1.0,1.204255,58,ols
TSYW,TLT,1.0,1.178766,71,ols
GLDW,GOLD,1.0,0.313273,81,ols
GDXW,GDX,1.0,1.192117,81,ols
SDS,SPY,2.0,-1.932838,501,ols
QID,QQQ,2.0,-1.993072,501,ols
DXD,DIA,2.0,-1.988152,501,ols
TWM,IWM,2.0,-2.002444,501,ols
SCO,USO,2.0,-1.608627,501,ols
MSTZ,MSTR,2.0,-1.982952,361,ols
NVDQ,NVDA,2.0,-1.991585,501,ols
BTCZ,IBIT,2.0,-1.992194,410,ols
ETHD,ETHA,2.0,-1.979923,401,ols
CRCD,CRCL,2.0,-2.012717,105,ols
CORD,CRWV,2.0,-1.999552,105,ols
TSLQ,TSLA,2.0,-1.834424,501,ols
ZSL,SLV,2.0,-2.02341,501,ols
SQQQ,QQQ,3.0,-2.975102,501,ols
SPXS,SPY,3.0,-2.898549,501,ols
TZA,IWM,3.0,-2.99093,501,ols
SOXS,SOXX,3.0,-2.987282,501,ols
FAZ,XLF,3.0,-3.001209,501,ols
TECS,XLK,3.0,-2.962301,501,ols
SDOW,DIA,3.0,-2.98808,501,ols
DUST,GDX,3.0,-1.985114,501,ols
TTXD,XLK,2.0,-1.887688,101,ols
TSXD,SOXX,2.0,-1.935579,101,ols
WEBS,XLK,3.0,-2.240008,501,ols
FNGD,XLK,3.0,-2.851789,501,ols
REW,XLK,2.0,-1.999443,501,ols
SKF,XLF,2.0,-2.00117,501,ols
SPXU,SPY,3.0,-2.890521,501,ols
DUG,XLE,2.0,-1.974483,501,ols
DRIP,XOP,2.0,-1.997853,501,ols
TMV,TLT,3.0,-2.967703,501,ols
TBT,TLT,2.0,-1.982628,501,ols
TBX,TLT,2.0,-0.426874,501,ols
NVDS,NVDA,1.5,-1.442696,501,ols
EWV,EWJ,2.0,-1.962514,501,ols
APLZ,APLD,2.0,-1.98235,25,ols_short_history
