date,A_baseline,B_idle_spy_mix,C_capital_split,D_SPY
2026-04-21,1317875.5219890664,1521664.2744015206,1468462.409741581,1622095.8227385283
2026-04-22,1319683.4851608367,1529825.0443636219,1477606.6186890716,1638522.3201260965
2026-04-23,1319994.3920933434,1527697.589866337,1474586.594895502,1632163.6395946003
2026-04-24,1318591.707033219,1530716.4874633965,1480186.7426374934,1644811.7803635842
2026-04-27,1322788.330681493,1536531.3545124072,1483765.70666258,1647645.4420938757
2026-04-28,1326278.9651853347,1537450.1963022586,1481555.2102072344,1639628.0121136925
2026-04-29,1323543.6399299288,1534086.6159016183,1480017.7230161051,1639374.6742963127
2026-04-30,1327278.422098059,1544466.685715475,1490097.3534221426,1655685.8515199318
2026-05-01,1327014.4902981613,1545767.503525131,1492252.7507658373,1660270.6034169872
2026-05-04,1325601.1472019856,1541756.88120895,1488482.2363577965,1654188.3811269389
2026-05-05,1325650.911095981,1546653.058281039,1495142.092453498,1667458.658672827
2026-05-06,1329241.2728516785,1559349.4003703755,1508580.0225598835,1690635.3330408977
2026-05-07,1329926.5428113595,1558125.1837181484,1506340.457320977,1685451.7057692013
2026-05-08,1329556.408908892,1562746.9340963056,1513106.3624511925,1699366.958559671
2026-05-11,1327733.9618535528,1561929.3447375929,1514101.3187000372,1703237.373939941
2026-05-12,1330930.5822736304,1564621.383875683,1514457.777493686,1700657.0500270291
2026-05-13,1329349.9272331775,1566170.8916550148,1518399.599602105,1710171.9504002053
2026-05-14,1332122.4753996378,1574290.859659738,1526577.9515650356,1723672.5863176007
2026-05-15,1331414.5168328558,1565743.2442469262,1515844.7888879557,1702937.9362526205
2026-05-18,1334330.3860975266,1568611.012967419,1516747.6543059836,1701739.903546948
2026-05-19,1333752.221349936,1563620.4224329693,1510781.2413683168,1690404.9746693904
2026-05-20,1335663.7108904258,1572210.0507931844,1520427.926188825,1707729.9260971153
2026-05-21,1339350.9348933324,1577678.4441648116,1524020.6417733897,1711116.5043103024
2026-05-22,1338376.8804952924,1578907.076086263,1526881.337692705,1717843.8428231278
2026-05-26,1344442.448993896,1590151.0349217572,1535708.5814057114,1729247.991994694
2026-05-27,1345767.4891166394,1591493.347904493,1536240.7190785753,1728948.4133291782
2026-05-28,1348448.49299069,1598091.3205039666,1542390.4190070783,1738486.293148227
2026-05-29,1350487.072254217,1602001.186614997,1545605.7038022089,1742817.5662497072
2026-06-01,1348334.385803339,1601106.6226460296,1546868.191728081,1747563.4562242613
2026-06-02,1349672.0131632877,1603458.7451233992,1548743.1227997928,1749936.5421897338
2026-06-03,1350263.6125919234,1599498.2931190864,1542907.206277074,1737656.9184238834
2026-06-04,1353524.270799508,1605690.8496622604,1547869.6895885868,1744222.9778810146
2026-06-05,1348201.3179484408,1582568.404461303,1522616.7267769775,1699205.6795039768
2026-06-08,1350677.228700964,1586806.4786463247,1525815.392739099,1703052.9744601785
2026-06-09,1349384.3385999796,1583301.991336964,1522648.4653365465,1698053.7466682447
2026-06-10,1343278.5518653737,1566038.5261855826,1506115.378245706,1671282.9741831566
2026-06-11,1350326.1508310654,1585174.8147777074,1523949.6809515134,1699689.5166710592
2026-06-12,1354465.28379894,1593481.2191523353,1530677.9245989511,1708881.8589328472
2026-06-15,1358252.8098601196,1609566.3077046797,1547695.9503834755,1739016.2301852503
2026-06-16,1358365.9196101304,1605571.3704787078,1542569.5026298729,1728648.9756418578
2026-06-17,1358027.1742221233,1596674.9558499567,1531600.2444389658,1707061.830428466
2026-06-18,1360283.7465054796,1606161.6434804476,1541636.219854475,1724810.139377388
2026-06-22,1360051.2018897424,1603755.573388962,1538801.4203017275,1719382.1968928264
2026-06-23,1352008.510116506,1584953.4429767062,1522171.2568262902,1694413.4077030907
2026-06-24,1354466.5830333072,1587427.315234544,1523044.37816372,1693628.0181757547
2026-06-25,1356608.5922953568,1590737.4840850232,1525371.480593284,1696076.3864976442
2026-06-26,1356321.3571154622,1585711.4676524175,1519090.0123444973,1683811.4244641296
2026-06-29,1362757.1837676158,1603583.797494734,1536275.9707977818,1711551.9859563159
2026-06-30,1366427.2374724695,1612805.9825482664,1544830.0536906866,1724879.5006495924
2026-07-01,1366153.0750623557,1611495.2841298417,1543521.3049133716,1722546.5934698477
2026-07-02,1366518.8945182115,1610962.9808139827,1542577.0441732456,1720283.0475623072
2026-07-06,1370096.8696399776,1620735.5764107832,1551926.68748944,1735296.6614742046
2026-07-07,1368644.1013139617,1615806.1999187986,1547054.0305138773,1727050.705839056
2026-07-08,1367672.9609626029,1612542.2298242308,1543884.758256205,1721715.104072571
2026-07-09,1370231.4464864107,1620949.5331928974,1552489.5756628215,1736289.8528617623
2026-07-10,1372482.5273134636,1626319.2315857755,1557390.4319936137,1743773.539393643
2026-07-13,1372143.7006882047,1623560.1215003051,1554202.8264112542,1737749.5410983511
