date,A_baseline,B_idle_spy_mix,C_capital_split,D_SPY
2023-08-25,1114471.6299152293,1088307.4148925438,1044715.6787040028,979041.194604116
2023-08-28,1120022.7870571483,1096452.1095602757,1050595.5266515869,985249.7333573655
2023-08-29,1122856.1649956522,1105598.8866021493,1059132.9890328587,999491.2801814051
2023-08-30,1125856.595450072,1110336.0965354582,1062691.5211594563,1003607.9139801804
2023-08-31,1127221.838281169,1110940.5803118383,1062639.8576435507,1002139.3441172723
2023-09-01,1128708.3745586753,1113163.4739023787,1064317.6702405182,1004008.4330337007
2023-09-05,1128453.7065103515,1110900.4664169033,1062020.7522761412,999669.2651532704
2023-09-06,1126151.6927842004,1105563.218807294,1057509.4948778946,992948.7640829288
2023-09-07,1126240.969627321,1104214.2757512913,1056030.0180275056,989900.53353903
2023-09-08,1129031.047165162,1107543.4537156096,1058170.4085162296,991391.236978637
2023-09-11,1132637.8494934177,1113950.1151886405,1063233.7894739527,997911.1965658275
2023-09-12,1131334.819454467,1110126.2695282965,1059845.2180326774,992437.0837222276
2023-09-13,1133548.2995296996,1112745.5500741473,1061530.532584777,993594.2327511944
2023-09-14,1137032.429227453,1119987.6488138284,1067556.2199050426,1002161.4776939718
2023-09-15,1134419.5025650784,1111872.8837790797,1060212.6120618298,990087.1886699208
2023-09-18,1135129.5360745783,1112756.221302601,1060857.938165739,990667.8073682395
2023-09-19,1136491.0146177146,1113077.3838487254,1060511.4045709786,988613.2616355825
2023-09-20,1132445.6619105006,1104907.811551521,1053944.4370624353,979524.6793257097
2023-09-21,1123732.0600857667,1089043.9109967723,1041492.6681623396,963334.7433502524
2023-09-22,1123923.9725710764,1088067.6682896286,1040505.5594177822,961168.6133758279
2023-09-25,1124075.2921124345,1090150.730789504,1042602.1063769339,965210.387752773
2023-09-26,1122055.164584526,1081061.5249363605,1034502.0024475869,951030.3074219874
2023-09-27,1124544.901964938,1083570.1222126572,1035936.5925444367,951409.750235275
2023-09-28,1125605.6375681977,1087293.8297419797,1039224.9167853547,956925.6631138517
2023-09-29,1125651.0763560617,1086086.6258356343,1038086.4692717472,954603.3292987724
2023-10-02,1125528.9106387782,1085698.14418435,1037835.5945173639,954223.7455072893
2023-10-03,1123004.4381888406,1076829.4769947575,1030186.6935890848,941450.4161006686
2023-10-04,1126605.594070835,1083643.8211062374,1035415.0506209149,948305.9742823347
2023-10-05,1126783.3772764925,1083553.965349661,1035325.2523609006,947948.5945566486
2023-10-06,1127668.740195345,1089986.300259523,1041395.3956961222,959203.5183082392
2023-10-09,1127828.3470964604,1093129.8698667467,1044545.6337563758,965344.3875276309
2023-10-10,1128477.4584900185,1096130.8495996324,1047382.5266312689,970369.0618838592
2023-10-11,1129885.8114076338,1099356.1618480207,1050074.0727125602,974343.8011288265
2023-10-12,1129150.6865698434,1095670.3602008445,1046736.5226482892,968403.8258380748
2023-10-13,1124611.0293239953,1088844.3043941474,1042054.8743006688,963580.1863886821
2023-10-16,1133836.8022536596,1102536.1606236126,1051736.9489869701,973718.5628316203
2023-10-17,1131183.752637569,1099855.4767648254,1050388.0791349323,973673.8727436352
2023-10-18,1127138.4019974605,1089709.349507654,1041878.2216581499,960699.508430179
2023-10-19,1122332.2206863812,1081001.9245341076,1035254.7372519198,952258.7209287982
2023-10-20,1121747.0044117968,1074840.7448291134,1029111.322532553,940557.1077646491
2023-10-23,1126594.9872654518,1078579.7897181986,1030720.248521884,938926.9768896559
2023-10-24,1127215.9992449689,1082700.8632128926,1034570.1883333407,946005.8445330524
2023-10-25,1127292.9407703674,1075798.9475053118,1027820.0303127051,932428.5869663826
2023-10-26,1127309.4991730156,1069993.7498256688,1022245.6082153169,921263.1843689579
2023-10-27,1126845.1043509773,1067312.0857695378,1019925.3827502008,917087.128260764
2023-10-30,1128908.7955241622,1074879.6305091097,1026439.5179157343,928051.7074186463
2023-10-31,1129568.6531489706,1078333.5876447854,1029683.6422526306,933880.0984676305
2023-11-01,1131397.8439363125,1084958.6605293367,1035578.0809363492,943839.7850477257
2023-11-02,1132327.167142118,1094741.520406996,1045086.775739335,961927.8514478918
2023-11-03,1132820.7178295364,1099449.0570166348,1049721.567908228,970703.8850982593
2023-11-06,1132827.846723802,1100398.5692094692,1050841.679664013,972936.9797155638
2023-11-07,1133777.9766250846,1102507.9591331223,1052701.2209839243,975705.932454104
2023-11-08,1136306.5609522832,1105217.6217609588,1054322.8576286607,976420.6214163783
2023-11-09,1132697.7632364244,1098164.080471908,1048711.0253993175,968805.7546735506
2023-11-10,1137862.4334804914,1110035.1274362367,1058852.3294096484,983923.6924501454
2023-11-13,1138563.9309511872,1110214.1210961817,1058734.1494220917,982985.8350043361
2023-11-14,1140209.1759730247,1120485.9721342514,1069092.1141445397,1002056.5194273945
2023-11-15,1142178.1957229683,1123308.5585410038,1071137.3087181821,1004177.8888247359
2023-11-16,1143855.3722647124,1125440.2919538075,1072590.1037424596,1005406.3023315467
2023-11-17,1144566.864207871,1126633.1496925238,1073571.0880112452,1006656.778925959
2023-11-20,1145649.7817561384,1131163.1976248038,1077986.9447996728,1014405.5749545469
2023-11-21,1147334.7414130548,1131738.931962039,1077723.9441078282,1012194.6139139417
2023-11-22,1147418.845474147,1133531.096747096,1079719.9891730647,1016102.5999833222
2023-11-24,1149333.940150716,1135629.905124574,1080990.1556599524,1016727.8382805284
2023-11-27,1149060.314084241,1134458.430383015,1079937.7949803493,1014896.7429877975
2023-11-28,1150803.7720456363,1136554.869877602,1081312.0407390383,1015901.7765437799
2023-11-29,1149213.6092146356,1134584.4390474216,1080159.544353303,1015186.9466033101
2023-11-30,1150920.1853468912,1137992.7780819351,1083011.586031204,1019184.4538268567
2023-12-01,1152129.990237676,1141828.902376515,1086631.1662099576,1025213.8092935787
2023-12-04,1152097.49282252,1139298.443070434,1083923.996195069,1019831.9666789577
2023-12-05,1153555.3042972577,1140570.7333615012,1084552.3844790198,1019630.9317721219
2023-12-06,1153093.0399954729,1138177.897149852,1082266.8123291172,1015522.0517741012
2023-12-07,1152521.9394331719,1141041.711166089,1085855.7305513583,1023270.9887808847
2023-12-08,1157314.8011205974,1147700.0865515685,1090451.7032018378,1027670.0723944181
2023-12-11,1158524.3806607325,1150635.3082177103,1093055.140850032,1031667.3681506714
2023-12-12,1161307.420698266,1155463.4261298636,1096802.5827389648,1036379.2118910033
2023-12-13,1162515.6274778815,1163094.3291581601,1104552.5536595979,1050670.946952654
2023-12-14,1162480.14315152,1164502.292459645,1106220.8049813919,1054042.9339226035
2023-12-15,1160591.589138124,1161758.977144741,1104408.7719366152,1052307.4218464463
2023-12-18,1161017.3159955782,1164736.0025339192,1107581.331602444,1058226.8143206497
2023-12-19,1158949.994602085,1165425.2915652688,1109765.1457733384,1064661.7640559315
2023-12-20,1150858.950547339,1150797.2537372366,1098342.974909046,1049908.4663820928
2023-12-21,1156078.5030001372,1160300.5120863456,1105930.3035298153,1059863.571170833
2023-12-22,1159643.7045830234,1164735.5195027383,1108777.888854893,1061993.5402381022
2023-12-26,1163571.0849200306,1170584.3068051361,1112983.6610006664,1066477.7041926421
2023-12-27,1168817.1787069193,1176640.3690321017,1116570.9635070344,1068406.2154184892
2023-12-28,1169300.2313628248,1177225.6282665837,1117014.2648773491,1068809.7655032135
2023-12-29,1169264.4526652398,1175723.72674308,1115449.3160552839,1065715.6465566675
2024-01-02,1169454.688471911,1173160.6623027127,1112562.3574329764,1059751.4935053813
2024-01-03,1166263.6507744626,1166002.855116364,1106639.4423831492,1051096.7011031755
2024-01-04,1166936.1565058872,1165074.279307237,1105282.8643214032,1047711.0392482592
2024-01-05,1170947.7504616983,1169647.784260199,1108006.1698254938,1049146.0563006292
2024-01-08,1173445.8168544048,1178781.6874078487,1116744.000013316,1064123.6502835671
2024-01-09,1176254.0394095273,1180799.4234693616,1117340.9406323307,1062509.3089664741
2024-01-10,1177882.2100309941,1185053.413941944,1121159.482757249,1068518.2225948432
2024-01-11,1180035.9700990366,1186926.4587648476,1122000.9292047233,1068047.35542175
2024-01-12,1177294.0141506374,1184418.9498755166,1120999.8780156127,1068787.2089919278
2024-01-16,1173863.9716277602,1179138.0740987381,1117323.0041850824,1064863.5038537446
2024-01-17,1169280.4961178468,1171833.2280054647,1112071.675926671,1058944.3228468348
2024-01-18,1175440.5403574938,1182124.6732137052,1119860.1583101335,1068361.243374113
2024-01-19,1178250.4149657458,1190826.0147552604,1127924.2359249936,1081679.5239955813
2024-01-22,1182127.475179656,1195684.3042592118,1131006.3811541442,1083966.754239972
2024-01-23,1184963.9420739808,1199890.8198428184,1134005.2268851176,1087127.978807594
2024-01-24,1183735.306004986,1199097.1116052333,1133985.1671893569,1088316.4954850674
2024-01-25,1181301.1323848106,1199192.9724927582,1135727.706127273,1094235.7469810753
2024-01-26,1183471.0764447327,1200693.0697311442,1136117.5499195906,1092845.4905057882
2024-01-29,1182400.5944628038,1203418.99659969,1139909.66988518,1101500.2124188961
2024-01-30,1184257.6336285204,1204842.3506414976,1140412.1533611258,1100648.140205071
2024-01-31,1181031.6088965687,1193438.240977375,1129819.3586076829,1082688.5754301366
2024-02-01,1181921.3507064453,1200646.6770156093,1137349.4411748168,1096858.9987545281
2024-02-02,1182527.3828139917,1206354.1310255833,1143425.9725149614,1108406.029327271
2024-02-05,1186131.724953794,1208139.837128127,1143210.2521830453,1104370.2465236362
2024-02-06,1188867.1012941161,1212287.463621427,1146181.0739037541,1107576.513624732
2024-02-07,1189914.725898326,1217445.3322997696,1151323.7195816855,1116814.1803763849
2024-02-08,1190295.447442061,1217967.562433678,1151760.7217066449,1117307.4630825685
2024-02-09,1189415.4993705126,1219811.8997714012,1154549.4303050567,1123764.8283509407
2024-02-12,1186830.9199753706,1216863.959237967,1153010.534498943,1123271.616133855
2024-02-13,1176670.620632559,1199743.5966870724,1140194.9112384275,1107800.6689556357
2024-02-14,1189113.3810828438,1216723.6228170297,1151449.917935215,1117867.9218989257
2024-02-15,1189278.1112011205,1220178.893960347,1155388.8472669115,1125581.0504440425
2024-02-16,1190951.4477272453,1219367.7545832077,1153422.7985136027,1119975.6164113
2024-02-20,1186605.2690918627,1212150.4664267583,1148166.7275268128,1113809.6530731025
2024-02-21,1187706.1924216351,1213631.8304717967,1149221.6796644279,1114818.6340185602
2024-02-22,1190778.9301631649,1226782.8248357645,1162293.977075037,1137890.491098249
2024-02-23,1196512.8753187105,1232946.7509606092,1165553.25672644,1138675.1052455097
2024-02-26,1197767.106835142,1232323.7598551484,1164095.1639944697,1134504.6882651371
2024-02-27,1200121.9506391592,1235590.9014172263,1166326.3274190188,1136612.1713102183
2024-02-28,1199117.9957017396,1233809.3077089759,1165073.2886135862,1135110.0486367727
2024-02-29,1200429.8765412925,1236898.774866709,1167769.5712128193,1139190.732995686
2024-03-01,1201031.805265594,1242216.4444895172,1173418.049998978,1149885.7618437016
2024-03-04,1200929.8501202625,1241474.9773352433,1172750.4690435827,1148652.5550782424
2024-03-05,1196723.1084969584,1231956.3794561701,1164907.2414897433,1137172.8415938683
2024-03-06,1197623.479787883,1235357.2160655842,1168238.5985173935,1142935.1843582436
2024-03-07,1198522.6808750837,1241231.9238217974,1174360.8444484584,1154280.4751331732
2024-03-08,1196024.2184632465,1235509.8036655646,1169647.4970218074,1147352.242691708
2024-03-11,1197500.1959125777,1236491.1049662593,1169892.2030402892,1146365.6772793408
2024-03-12,1200378.8276799635,1245064.1432067538,1177497.4470176306,1158697.5334666376
2024-03-13,1199768.11902775,1243505.623997344,1176283.9111558753,1156881.1703953403
2024-03-14,1200865.930717397,1243500.4136584618,1175689.342856699,1154594.2221073406
2024-03-15,1199328.5738272304,1238388.9894349787,1170956.709998607,1146666.3132813233
2024-03-18,1202360.706047418,1244405.0369241694,1175880.078116632,1153480.9172971859
2024-03-19,1206344.8209070154,1251246.3681006983,1181077.239577413,1159891.1253591508
2024-03-20,1209025.5757412147,1258647.6493470627,1187781.6258673985,1170619.1431049223
2024-03-21,1209118.8855524785,1260349.4616394967,1189762.6073494432,1174487.7962577478
2024-03-22,1209760.451010374,1259957.9370548308,1188970.050023687,1172261.1161483403
2024-03-25,1210125.071022161,1258832.8875750322,1187533.084475644,1169022.5650404666
2024-03-26,1210590.462510238,1258282.402655417,1186686.1691982609,1166863.3429976236
2024-03-27,1211777.0303616624,1263740.2700156562,1192182.5337865509,1176669.5043227791
2024-03-28,1211012.5277857208,1262756.8610253884,1191687.7466539927,1176444.4326336046
2024-04-01,1210713.9630372871,1261463.4439326525,1190515.1035583736,1174397.7111907997
2024-04-02,1208405.3914333254,1255715.5078541478,1185627.3979376357,1166930.8715532857
2024-04-03,1209630.5675806722,1257461.9974431018,1186880.9433773176,1168212.7862853028
2024-04-04,1208500.8435660324,1249971.457448569,1179186.3558425612,1153953.33523043
2024-04-05,1203567.0793992782,1250407.160122896,1182747.031753913,1166008.451219888
2024-04-08,1205563.888354057,1252691.1876977647,1184071.5187975792,1166660.6163524415
2024-04-09,1205950.9092639645,1253627.1141319321,1184939.891874568,1168010.3415965117
2024-04-10,1206088.5033388725,1248253.7209564005,1179160.9133611517,1156314.7904947707
2024-04-11,1206076.1420008787,1252065.808102228,1183518.1135776686,1165041.552265798
2024-04-12,1200235.919831669,1238787.5756744542,1172557.3815997145,1148960.3104790996
2024-04-15,1192695.2224687992,1224576.9283954885,1161589.9198133764,1134566.0842692936
2024-04-16,1198561.587111804,1229594.0484617339,1163488.4984023822,1132496.8768043006
2024-04-17,1201532.2524068162,1229549.6219110903,1161622.638363781,1125794.4914320854
2024-04-18,1200342.9992982144,1227203.1542528206,1159869.6644658512,1123477.7967448274
2024-04-19,1196815.9461023416,1218657.5292981013,1153203.0924498858,1113671.7059087697
2024-04-22,1198105.7714990473,1224959.2343272648,1158975.9812772467,1123927.658166786
2024-04-23,1197869.2858147223,1231203.1818959666,1165526.3595294682,1137264.9003555542
2024-04-24,1197884.855664461,1230870.0189095028,1165264.2416989822,1136725.0948448433
2024-04-25,1197590.7673085674,1228421.5995671093,1162958.0459672902,1132406.7917373525
2024-04-26,1199161.0368283195,1235059.8609766467,1169107.3658227962,1143135.1619286127
2024-04-29,1199523.2540465926,1237191.0853365797,1171312.6041189027,1147183.4213025526
2024-04-30,1198025.0826771613,1227295.651941851,1161477.191775443,1129010.7679850643
2024-05-01,1197948.2675345202,1225449.158447048,1159605.7504612026,1125344.700499225
2024-05-02,1200561.673371296,1232878.158093022,1166175.3103971784,1135870.4145344007
2024-05-03,1202733.6777841856,1241492.6384359342,1174301.0940423072,1149949.9774117686
2024-05-06,1204261.315685975,1248265.5130762581,1181002.4916546294,1161825.1347346238
2024-05-07,1204500.7137217133,1248993.5703803126,1181763.2537721538,1163107.260933934
2024-05-08,1205514.4214585894,1250006.3588657756,1182326.2874515133,1163219.620555777
2024-05-09,1206023.1063302888,1253418.5642433937,1185931.8930625683,1169922.1469061878
2024-05-10,1208379.5091506199,1256446.69885851,1187863.6229278785,1171429.203816477
2024-05-13,1206037.453035261,1253993.1186542413,1186771.1902142111,1171586.3945045008
2024-05-14,1208674.0813571974,1259026.2554068733,1190777.0774503457,1176961.540654834
2024-05-15,1211314.0669271392,1267995.3747972492,1199384.3036517166,1191536.007487634
2024-05-16,1211635.4495628492,1267188.6279013,1198319.1895593784,1189084.3966672474
2024-05-17,1213109.7454901533,1269380.7819055298,1199911.0883225705,1190793.8982663278
2024-05-20,1213013.2226758283,1269784.5703800987,1200548.8268148906,1192165.8980652927
2024-05-21,1215782.9962039778,1273860.7914736494,1203395.5869775852,1195089.6448625326
2024-05-22,1214004.0714818984,1270422.1410835108,1200785.6972073112,1191648.7900440635
2024-05-23,1212386.093900219,1264886.9911091786,1195624.4295638562,1182944.2323388334
2024-05-24,1216573.2066473174,1272569.570549458,1201631.5406455097,1190771.3417550419
2024-05-28,1214530.6400422768,1270706.2384063555,1201026.4954653122,1191603.817999687
2024-05-29,1210501.017491985,1262813.652225761,1194839.4344932516,1183259.3186058581
2024-05-30,1211342.2341791734,1260221.1231342764,1191335.3156067454,1175409.864145657
2024-05-31,1215423.7149307693,1269036.6869473355,1198729.103800726,1186115.9597820223
2024-06-03,1217222.7874199937,1271246.2609253437,1200112.1247669319,1187082.9292252099
2024-06-04,1216279.34189705,1270748.6051944508,1200303.8453936568,1188409.8160016031
2024-06-05,1218994.5937605728,1279629.8238718568,1208723.7035417412,1202534.2804342497
2024-06-06,1220159.561662553,1280753.8780433566,1209294.9092370886,1202511.7239229637
2024-06-07,1221350.555223565,1281280.9372991135,1209159.5045628333,1201049.9210134416
2024-06-10,1221118.2632871673,1282559.1768472313,1210898.8431151933,1204760.8900545593
2024-06-11,1221601.9642322196,1284235.2541980045,1212591.3592197942,1207662.2213187087
2024-06-12,1223950.7837664408,1290919.0739547405,1218725.099949502,1217580.8832439026
2024-06-13,1224036.3882460513,1291980.1003753885,1219993.6371104026,1220032.3530860937
2024-06-14,1221266.1783263346,1289287.0460206785,1218979.7277393928,1220774.744263791
2024-06-17,1222512.6892733946,1294691.396231017,1224460.950852929,1230490.679543803
2024-06-18,1223355.101946822,1296817.275847152,1226445.3234217558,1233617.0120080293
2024-06-20,1220566.312177791,1292361.6552755928,1223375.3321941863,1230265.8193219216
2024-06-21,1222931.8081288878,1294080.683981553,1223733.3577258438,1228616.3744341398
2024-06-24,1223098.5796406341,1292478.1625045345,1221819.9283201327,1224622.7441109708
2024-06-25,1225942.9558126046,1297400.4480078826,1225599.9062373745,1229338.3237734844
2024-06-26,1227776.820706642,1299905.4465485713,1227284.1830027006,1230873.0124100992
2024-06-27,1228134.174342374,1301022.008962627,1228433.0012731538,1232813.2953152736
2024-06-28,1227180.7869966389,1297856.9011603727,1225530.707256976,1227962.094628653
2024-07-01,1232996.1405771053,1305000.552407292,1229702.0421029045,1230489.4107400433
2024-07-02,1233885.8585362907,1309422.5982706076,1234287.4306854159,1238770.4699458806
2024-07-03,1234656.3794589532,1312526.8159692413,1237436.6391593455,1244298.3659710777
2024-07-05,1233687.2798986377,1314481.6633305566,1240539.7024992108,1251473.592211124
2024-07-08,1235451.830854683,1316887.2921064347,1242143.927316578,1252917.4908898128
2024-07-09,1236146.7279074052,1318058.0187995604,1243100.6836040495,1254136.1064120338
2024-07-10,1236515.3811731269,1323648.3605918295,1249489.9540461737,1266545.9940305604
2024-07-11,1235534.9787426712,1317886.063997123,1243539.2443832152,1255624.977135099
2024-07-12,1238297.8969198924,1324117.5379196333,1248880.7809844571,1263545.1321603619
2024-07-15,1236302.2983714796,1323368.1294271308,1249620.256013852,1267019.680767564
2024-07-16,1236602.3056933465,1326777.942509814,1253527.1171185505,1274533.3956550944
2024-07-17,1231900.3418032932,1314148.9136607936,1242241.007629493,1256663.1405670326
2024-07-18,1228191.247199609,1306053.5917825934,1235557.8161523165,1247005.8522163641
2024-07-19,1221712.9280301784,1295628.3097004346,1228178.3384319758,1238725.2159451132
2024-07-22,1230782.017603438,1310526.3478786158,1239098.3496072541,1251496.14872241
2024-07-23,1232504.218334709,1311441.0835472634,1238977.8892864638,1249533.0273495584
2024-07-24,1212580.441847907,1278479.6792941038,1214857.2084198033,1221215.4421030395
2024-07-25,1212427.84483698,1275148.6069092085,1211599.4549756586,1214852.532225677
2024-07-26,1212576.9477202378,1281786.2749888645,1218477.0502211163,1228458.6198333343
2024-07-29,1213271.3164384486,1282760.408462451,1219185.1387607958,1229180.428194483
2024-07-30,1211931.6821055398,1278327.7888365048,1215401.6066786158,1222952.9983630315
2024-07-31,1212749.5031205195,1288429.3918966402,1225749.8324169458,1242831.628824712
2024-08-01,1211370.0674363207,1278620.508501691,1216260.1851203353,1225231.76991569
2024-08-02,1207383.865157999,1263603.8508929037,1202861.243071262,1202420.0880958647
2024-08-05,1175776.2035238366,1214427.3092896212,1169547.955613047,1167401.1748135968
2024-08-06,1219976.1140681827,1265210.8652291987,1197029.2953207055,1178163.9436845682
2024-08-07,1222382.0490078807,1263642.1510509253,1194294.8475228555,1170289.11314917
2024-08-08,1222223.6897144867,1276813.634348424,1207742.7019606684,1197343.18131819
2024-08-09,1223118.2655295618,1280238.584793843,1210829.8770687322,1202622.9557192423
2024-08-12,1223483.8538135206,1280823.0422640364,1211328.6738360075,1203254.9609698341
2024-08-13,1224485.6850389359,1291142.3775712585,1221723.7211678857,1223043.2244081753
2024-08-14,1224829.9950750587,1293219.1968260698,1223825.1627918696,1226901.7976200203
2024-08-15,1224094.5300389144,1301268.1876038346,1233972.0775206236,1247931.0921136725
2024-08-16,1224768.651159018,1303069.1250887255,1235707.9942258904,1250728.8044041025
2024-08-19,1227462.9708261047,1310873.9980031417,1243034.5327558378,1262687.5617969108
2024-08-20,1222620.6668772327,1304759.6040544733,1239586.777561502,1260634.3553571114
2024-08-21,1221039.2378917683,1304778.4677361134,1240962.1225540969,1264966.474327765
2024-08-22,1215634.6944603738,1294845.2059203628,1233295.86759535,1255038.5078416655
2024-08-23,1225446.6851099823,1310740.0135628683,1244869.285699876,1268373.3534011096
2024-08-26,1225931.7049231043,1309910.953576719,1243600.1569047924,1265350.0759978206
2024-08-27,1229165.8303550049,1314001.8896574858,1246086.068239837,1267087.7732360086
2024-08-28,1222580.1043938661,1303817.3280909304,1239115.2251159053,1259731.8129492842
2024-08-29,1228189.3473427224,1309754.4580877018,1241976.1673794505,1259844.4545275182
2024-08-30,1231577.0279501185,1318339.0336234039,1249683.2211464816,1271870.8814541844
2024-09-03,1209746.4144582564,1284197.2939455833,1225681.1199761536,1245697.2926053905
2024-09-04,1203706.464609691,1276674.0770211914,1221386.2792296307,1243147.5609609103
2024-09-05,1216200.5788734416,1288456.6884073336,1226121.556681666,1240124.0016012304
2024-09-06,1214695.298421572,1277225.7253200477,1214933.146509308,1219252.4617083836
2024-09-09,1218224.0446746345,1287152.4003769166,1223522.9084836603,1232903.239404026
2024-09-10,1218584.2579965126,1289841.5630911381,1226388.2268349905,1238273.6627848085
2024-09-11,1220987.8541723818,1297974.9950810722,1233941.586055547,1250976.785050052
2024-09-12,1221500.1809689142,1303123.0704536089,1239466.5980447114,1261514.4822318484
2024-09-13,1221504.4994711098,1305956.3631790255,1242762.9243018222,1268102.8162438744
2024-09-16,1221304.557464508,1306428.6936623517,1243599.400962375,1269975.711571582
2024-09-17,1219199.1769912408,1304302.0854078096,1242806.1810946271,1270494.6523093532
2024-09-18,1223419.694994447,1307166.778348325,1243032.407491075,1266726.587099043
2024-09-19,1226680.983635654,1319583.6599914257,1255471.0041943192,1288342.4918643245
2024-09-20,1227456.0490883784,1319402.4951780457,1254745.0206432333,1286115.4593094282
2024-09-23,1226780.035692765,1319918.4670538807,1256013.8834181563,1289329.1982548872
2024-09-24,1226587.7610882756,1321147.471881095,1257762.3753154143,1293018.4566538925
2024-09-25,1226306.5297033642,1319576.2588532753,1256195.9061532984,1290166.7497145722
2024-09-26,1226364.7629586107,1321661.597850431,1258782.5082261562,1295281.7206050418
2024-09-27,1221270.5180227535,1315313.6283052743,1255296.0480413653,1293403.045171317
2024-09-30,1224490.5457024002,1320813.7916360078,1259497.5935606458,1298586.108530231
2024-10-01,1214400.40617473,1305136.3851348974,1248635.904427154,1286952.8697909175
2024-10-02,1217555.9374447472,1308657.4244961338,1250485.2645558643,1287496.0587783211
2024-10-03,1210749.8942211897,1300309.2932879755,1245905.4274568413,1285142.4278038326
2024-10-04,1217307.9909871228,1312329.6841973078,1255023.7222098485,1296820.9205439137
2024-10-07,1213567.9710538809,1303129.9026244644,1247291.7683837055,1285097.0328248697
2024-10-08,1217398.3918756864,1312438.1053277398,1255283.9848914216,1297251.0450184967
2024-10-09,1218928.0418311006,1317899.3456320406,1260541.432515401,1306236.2903110408
2024-10-10,1218360.4344640106,1316108.500278993,1259114.5776224427,1303950.1878922146
2024-10-11,1218638.117658488,1319969.9483735117,1263157.5988777825,1311758.5472084167
2024-10-14,1218814.328979545,1324981.5965118879,1268609.7839002945,1322486.7059323837
2024-10-15,1218723.1443677074,1320085.3470208035,1263426.3822362288,1312211.0872160902
2024-10-16,1219169.810952672,1323036.4839409667,1266501.4929571294,1317914.6420729265
2024-10-17,1219358.067251032,1323190.4405898743,1266652.1533627198,1318027.7065857472
2024-10-18,1220069.1124625783,1326140.1024219182,1269542.6049024416,1323097.564453645
2024-10-21,1220245.7045592,1325267.404298889,1268544.5229759454,1320924.8085040303
2024-10-22,1220362.1731269504,1324982.0598310356,1268252.0035093245,1320223.3010030387
2024-10-23,1219839.1598876123,1318957.3044048753,1261958.7447936095,1308159.7968109464
2024-10-24,1220475.812257138,1320818.1701773312,1263691.7166814874,1310989.0882171765
2024-10-25,1219780.777038922,1319762.3061424382,1263117.7176012495,1310536.1252749164
2024-10-28,1221708.8422955032,1323569.7008675765,1266107.6068994051,1314587.8386146468
2024-10-29,1221654.2315811575,1324373.8054237866,1267143.9820275581,1316715.1995852985
2024-10-30,1221612.9404696561,1322422.601740643,1265131.66701436,1312731.8606704036
2024-10-31,1220095.2546605328,1309021.8380504854,1251506.0966486344,1286998.4057480756
2024-11-01,1221307.8878273536,1312796.564098764,1254828.2171908678,1292430.0136657215
2024-11-04,1221333.0797152729,1311399.58568124,1253448.9354102914,1289646.2582166498
2024-11-05,1221124.0171944618,1318483.3409927199,1261141.4852104452,1305240.4203377683
2024-11-06,1221514.7614817857,1334128.1873742323,1277564.5049968706,1337695.7156232954
2024-11-07,1221123.1389903654,1337848.9818744438,1282540.408365334,1348039.144851642
2024-11-08,1221662.1130075352,1340729.3378292941,1285729.5538034877,1353878.4617107802
2024-11-11,1222411.603742375,1341983.2208026417,1286749.3449045867,1355168.5531781383
2024-11-12,1223321.429619769,1341169.4782934296,1285099.3828948203,1350958.8032812113
2024-11-13,1224779.9680235344,1342942.2014701033,1286156.8493359126,1351615.1977596309
2024-11-14,1224916.3596459294,1339433.6637263522,1281879.5332478809,1342924.173961172
2024-11-15,1220232.3172832127,1327180.498835375,1270936.9257805008,1325723.0013891286
2024-11-18,1224848.4005083859,1334348.6935086125,1275960.9828192033,1331155.0322413608
2024-11-19,1221648.4367937134,1332846.010153441,1276794.002660443,1336021.0356385126
2024-11-20,1220056.9002263527,1331205.7239054674,1276224.5043805994,1336473.5756461858
2024-11-21,1220779.4434047034,1334938.6783525657,1280173.0366443088,1343648.0969952543
2024-11-22,1223372.025582493,1339440.9324617058,1283551.6461703815,1347812.7338696097
2024-11-25,1225410.8402139999,1343407.1486432524,1286857.1559049613,1352384.9387072625
2024-11-26,1226799.7146556238,1347661.2130982128,1291082.1805657013,1359446.113587119
2024-11-27,1227764.3516944302,1346981.6912268184,1289504.8781374083,1355326.8716917264
2024-11-29,1229362.6924825516,1352020.2741466959,1294513.7984283965,1363746.3714855812
2024-12-02,1230666.8922047773,1354340.460903694,1296388.1087557164,1366190.7924179952
2024-12-03,1231861.8322035684,1355815.516994453,1297302.3567604832,1366824.348428738
2024-12-04,1231391.4464628214,1358610.3188188092,1301310.8190430638,1375311.658734646
2024-12-05,1231551.2995155016,1357788.328568332,1300259.1135938293,1373048.3947834966
2024-12-06,1233380.5914279807,1360753.545512793,1302475.1997621676,1375651.2752076944
2024-12-09,1231602.6035257191,1355865.1124661646,1298044.19913727,1368567.2618601609
2024-12-10,1232176.2517492026,1354696.8550916526,1296203.4508110667,1364312.1169842705
2024-12-11,1233575.118795004,1360384.3857302228,1302176.3147162206,1374858.977748777
2024-12-12,1232392.6963639343,1356151.200017913,1298043.1673160167,1367775.105379439
2024-12-13,1233554.3973994458,1357226.0455704501,1298488.1853423726,1367503.4403966393
2024-12-16,1231317.7911095573,1357003.3062908517,1300289.399648802,1373342.4752993865
2024-12-17,1228587.0650521303,1351662.6139611837,1296094.886192054,1367684.1744433176
2024-12-18,1222021.221783001,1328343.897818701,1272431.2402524045,1326922.7258331478
