ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
FRDU,F,1.982199,166,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.622356,0.209997,0.346035,0.116562,0.17811,,,0.49554975,1.0,0.5,1.0
GGLL,GOOGL,1.990692,500,ols,0.043852,-0.007451999999999999,0.051304,45000,0.051304,False,False,False,,True,False,False,False,True,False,False,False,False,0.589983,0.195827,0.296197,0.086512,0.195827,0.144523,0.144523,0.497673,0.5972076,0.5,0.5972076
HODU,HOOD,2.007825,82,ols,0.097848,-0.061448,0.159296,30000,0.159296,False,False,False,,True,False,False,False,True,False,False,False,False,1.41973,0.649829,0.703707,0.501031,0.549449,0.490533,0.39015299999999997,0.50195625,0.6023474999999999,0.50195625,0.6023474999999999
LINT,INTC,1.986308,82,ols,0.22936900000000002,-0.192969,0.422338,30000,0.422338,False,False,False,,False,True,False,False,False,False,True,False,False,1.411714,0.597696,0.619999,0.37654,0.448503,0.175358,0.026164999999999994,0.496577,0.5958924,0.5,0.5958924
ELIL,LLY,1.991174,246,ols,0.090095,-0.05369500000000001,0.14379,1000,0.14379,False,False,False,,True,False,False,False,True,False,False,False,False,0.848396,0.286847,0.372694,0.137067,0.283281,0.14305700000000002,0.139491,0.4977935,0.5973522,0.5,0.5973522
LMTL,LMT,1.983626,156,ols,0.113847,-0.077447,0.19129400000000002,20000,0.19129400000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.474561,0.146436,0.240986,0.056656,0.112234,-0.04485800000000001,-0.07906000000000002,0.4959065,0.5950878,0.5,0.5950878
METU,META,1.998784,447,ols,0.08225199999999999,-0.045852000000000004,0.128104,100000,0.128104,False,False,False,,True,False,False,False,True,False,False,False,False,0.705719,0.23437,0.352025,0.123696,0.23437,0.106266,0.106266,0.499696,0.5996351999999999,0.5,0.5996351999999999
MRVU,MRVL,2.020658,25,ols_short_history,0.051603,-0.015203,0.066806,10000,0.066806,False,False,False,,True,False,False,False,True,False,False,False,False,1.372591,,0.631,0.410584,0.410584,,0.34377800000000003,0.5051645,0.6061974,0.5051645,0.6061974
MSFU,MSFT,1.990053,500,ols,0.040778,-0.004378,0.045156,100000,0.045156,False,False,False,,True,False,False,False,True,False,False,False,False,0.476563,0.158005,0.239223,0.056377,0.158005,0.112849,0.112849,0.49751325,0.5970159,0.5,0.5970159
MUU,MU,1.994024,360,ols,0.045461,-0.009061,0.054522,80000,0.054522,False,False,False,,True,False,False,False,True,False,False,False,False,1.256407,0.510057,0.601767,0.358884,0.510057,0.45553499999999997,0.45553499999999997,0.498506,0.5982071999999999,0.5,0.5982071999999999
NFXL,NFLX,1.996854,365,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.697985,0.230695,0.329184,0.107851,0.230695,,,0.4992135,1.0,0.5,1.0
NVDU,NVDA,1.985478,500,ols,0.051066,-0.014665999999999998,0.065732,6000,0.065732,False,False,False,,True,False,False,False,True,False,False,False,False,0.979722,0.340483,0.493121,0.237897,0.340483,0.27475099999999997,0.27475099999999997,0.4963695,0.5956434,0.5,0.5956434
ORCU,ORCL,2.005171,82,ols,0.140457,-0.104057,0.244514,80000,0.244514,False,False,False,,True,False,False,False,True,False,False,False,False,1.086512,0.392936,0.510813,0.262957,0.305252,0.148422,0.060738000000000014,0.50129275,0.6015512999999999,0.50129275,0.6015512999999999
PALU,PANW,2.005647,246,ols,0.05357,-0.01717,0.07074,150000,0.07074,False,False,False,,True,False,False,False,True,False,False,False,False,0.715772,0.240993,0.339821,0.116458,0.238028,0.17025300000000002,0.167288,0.50141175,0.6016941,0.50141175,0.6016941
PLTU,PLTR,1.991766,317,ols,0.10214499999999999,-0.065745,0.16788999999999998,15000,0.16788999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,1.283172,0.501213,0.624013,0.384596,0.501213,0.33332300000000004,0.33332300000000004,0.4979415,0.5975298,0.5,0.5975298
QCMU,QCOM,2.00338,185,ols,0.028354,0.008046,0.020308,5000,0.020308,False,False,False,,True,False,False,False,True,False,False,False,False,0.6515,0.223132,0.382984,0.147421,0.203002,0.202824,0.182694,0.500845,0.6010139999999999,0.500845,0.6010139999999999
SHPU,SHOP,2.010481,156,ols,0.17879699999999998,-0.142397,0.321194,9000,0.321194,False,False,False,,False,True,False,False,False,True,True,False,False,1.016427,0.354333,0.575322,0.336217,0.347432,0.03313900000000003,0.02623800000000004,0.50262025,0.6031443,0.50262025,0.6031443
SOFA,SOFI,2.002304,26,ols_short_history,0.052956,-0.016556,0.069512,700,0.069512,False,False,False,,True,False,False,False,True,False,False,True,False,0.829606,,0.571878,0.328176,0.328176,,0.258664,0.500576,0.6006912,0.500576,0.6006912
TSLL,TSLA,1.992759,500,ols,0.061681999999999994,-0.025282,0.08696399999999999,20000,0.08696399999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.245187,0.501672,0.624724,0.386051,0.501672,0.414708,0.414708,0.49818975,0.5978277,0.5,0.5978277
TSMX,TSM,1.993844,365,ols,0.22514800000000001,-0.188748,0.41389600000000004,350000,0.41389600000000004,False,False,False,,False,True,False,False,False,False,True,False,False,0.801088,0.276358,0.403967,0.161686,0.276358,-0.13753800000000005,-0.13753800000000005,0.498461,0.5981531999999999,0.5,0.5981531999999999
XOMX,XOM,1.969797,228,ols,0.052956,-0.016556,0.069512,8000,0.069512,False,False,False,,True,False,False,False,True,False,False,False,False,0.426352,0.12797,0.224839,0.048285,0.120381,0.058457999999999996,0.050869,0.49244925,0.5909390999999999,0.5,0.5909390999999999
YINN,FXI,2.973519,500,ols,0.019459999999999998,0.01694,0.002519999999999998,200000,0.002519999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.855455,0.368406,0.286996,0.241676,0.368406,0.365886,0.365886,0.74337975,0.8920557,0.74337975,0.8920557
MEXX,EWW,2.956993,500,ols,0.058369,-0.021969,0.08033799999999999,9000,0.08033799999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.730412,0.294301,0.246383,0.175643,0.294301,0.213963,0.213963,0.73924825,0.8870979,0.73924825,0.8870979
KORU,EWY,2.932958,500,ols,0.10215999999999999,-0.06576,0.16791999999999999,85000,0.16791999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.872536,0.358954,0.297178,0.250341,0.358954,0.191034,0.191034,0.7332395,0.8798874,0.7332395,0.8798874
HIBL,SPY,4.484113,500,ols,0.759808,-0.723408,1.483216,3000,1.483216,False,False,False,,False,True,False,False,False,False,True,False,False,0.800748,0.399407,0.164678,0.211841,0.399407,-1.083809,-1.083809,1.0,1.0,1.0,1.0
LABU,XBI,2.987444,500,ols,0.157487,-0.121087,0.278574,15000,0.278574,False,False,False,,True,False,False,False,True,False,False,False,False,0.775125,0.320198,0.259264,0.199549,0.320198,0.041623999999999994,0.041623999999999994,0.746861,0.8962332,0.746861,0.8962332
SOXL,SOXX,2.960371,500,ols,0.021810999999999997,0.014589000000000001,0.007221999999999996,150000,0.007221999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,1.114056,0.53901,0.376006,0.410246,0.53901,0.531788,0.531788,0.74009275,0.8881112999999999,0.74009275,0.8881112999999999
CHAU,ASHR,1.966501,500,ols,0.015242,0.021158,0.0,90000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.515122,0.115098,0.26148,0.064975,0.115098,0.115098,0.115098,0.49162525,0.5899503,0.5,0.5899503
CWEB,KWEB,1.987309,500,ols,0.023146,0.013253999999999998,0.009892000000000001,30000,0.009892000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.702551,0.190738,0.353254,0.122423,0.190738,0.18084599999999998,0.18084599999999998,0.49682725,0.5961927,0.5,0.5961927
ERX,XLE,1.987564,500,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.438365,0.108052,0.220254,0.047611,0.108052,,,0.496891,1.0,0.5,1.0
NUGT,GDX,1.980673,500,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.76506,0.210383,0.385916,0.144641,0.210383,,,0.49516825,1.0,0.5,1.0
JNUG,GDXJ,1.973343,500,ols,0.043853,-0.0074529999999999996,0.051306000000000004,30000,0.051306000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.85004,0.245068,0.429685,0.177312,0.245068,0.193762,0.193762,0.49333575,0.5920029,0.5,0.5920029
GUSH,XOP,2.010852,500,ols,0.03718,-0.00078,0.03796,60000,0.03796,False,False,False,,True,False,False,False,True,False,False,False,False,0.579768,0.147817,0.288109,0.084363,0.147817,0.10985700000000001,0.10985700000000001,0.502713,0.6032555999999999,0.502713,0.6032555999999999
URAA,URA,1.932183,434,ols,0.033623,0.002777,0.030846,30000,0.030846,False,False,False,,True,False,False,False,True,False,False,False,False,0.878413,0.389838,0.435768,0.171013,0.389838,0.35899200000000003,0.35899200000000003,0.48304575,0.5796549,0.5,0.5796549
MSTU,MSTR,1.965764,376,ols,0.27251200000000003,-0.236112,0.508624,1700000,0.508624,False,False,False,,False,True,False,False,False,False,True,False,False,1.725082,1.097681,0.899181,0.767479,1.097681,0.5890569999999999,0.5890569999999999,0.491441,0.5897292,0.5,0.5897292
NVDX,NVDA,1.997612,500,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.986121,0.408025,0.493121,0.242298,0.408025,,,0.499403,1.0,0.5,1.0
TSLT,TSLA,1.992877,500,ols,0.09007199999999999,-0.053672000000000004,0.14374399999999998,40000,0.14374399999999998,False,False,False,,True,False,False,False,True,False,False,False,False,1.245459,0.532352,0.624724,0.38612,0.532352,0.38860800000000006,0.38860800000000006,0.49821925,0.5978631,0.5,0.5978631
BTCL,IBIT,2.006453,425,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.006914,0.432812,0.506827,0.259365,0.432812,,,0.50161325,1.0,0.50161325,1.0
ETU,ETHA,1.989557,350,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.527466,0.756992,0.753592,0.559036,0.756992,,,0.49738925,1.0,0.5,1.0
CCUP,CRCL,1.982311,153,ols,0.217215,-0.18081499999999998,0.39803,75000,0.39803,False,False,False,,False,True,False,False,False,True,True,False,False,1.906825,0.941069,1.184286,1.365539,1.107825,0.543039,0.7097950000000001,0.49557775,0.5946933,0.5,0.5946933
CRWU,CRWV,1.989142,163,ols,0.193191,-0.156791,0.349982,7000,0.349982,False,False,False,,False,True,False,False,False,True,True,False,False,1.957405,1.138398,1.193728,1.401862,1.231447,0.788416,0.8814649999999999,0.4972855,0.5967426,0.5,0.5967426
AAPX,AAPL,1.995245,500,ols,0.15739699999999998,-0.12099700000000001,0.278394,15000,0.278394,False,False,False,,True,False,False,False,True,False,False,False,False,0.566217,0.194632,0.283248,0.079658,0.194632,-0.08376199999999998,-0.08376199999999998,0.49881125,0.5985735,0.5,0.5985735
GOOX,GOOGL,1.983459,500,ols,0.039939,-0.003539,0.043478,30000,0.043478,False,False,False,,True,False,False,False,True,False,False,False,False,0.590471,0.204278,0.296197,0.085568,0.204278,0.1608,0.1608,0.49586475,0.5950377,0.5,0.5950377
MSFX,MSFT,2.007268,500,ols,0.067141,-0.030741,0.09788200000000001,15000,0.09788200000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.481651,0.187499,0.239223,0.057853,0.187499,0.08961699999999999,0.08961699999999999,0.501817,0.6021804,0.501817,0.6021804
NFLU,NFLX,1.989953,369,ols,0.037921,-0.0015210000000000002,0.039442000000000005,15000,0.039442000000000005,False,False,False,,True,False,False,False,True,False,False,False,False,0.692893,0.233654,0.329184,0.106735,0.233654,0.194212,0.194212,0.49748825,0.5969859,0.5,0.5969859
ROBN,HOOD,2.012051,284,ols,0.10647500000000001,-0.070075,0.17655,100000,0.17655,False,False,False,,True,False,False,False,True,False,False,False,False,1.52564,0.755485,0.703707,0.504191,0.755485,0.578935,0.578935,0.50301275,0.6036153,0.50301275,0.6036153
ARMU,ARM,1.9749,263,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.134524,0.574674,0.625334,0.376443,0.574674,,,0.493725,1.0,0.5,1.0
DJTU,DJT,2.002774,263,ols,0.27014,-0.23373999999999998,0.50388,75000,0.50388,False,False,False,,False,True,False,False,False,False,True,False,False,1.462137,0.844008,1.032701,1.070913,0.844008,0.340128,0.340128,0.5006935,0.6008322,0.5006935,0.6008322
RBLU,RBLX,2.019055,263,ols,0.061801,-0.025400999999999996,0.087202,1000,0.087202,False,False,False,,True,False,False,False,True,False,False,False,False,1.120223,0.500413,0.519919,0.278091,0.500413,0.413211,0.413211,0.50476375,0.6057164999999999,0.50476375,0.6057164999999999
SNOU,SNOW,2.022479,227,ols,0.020481,0.015919000000000003,0.004561999999999997,10000,0.004561999999999997,False,False,False,,True,False,False,False,True,False,False,False,False,0.986304,0.360698,0.518275,0.277734,0.352467,0.356136,0.34790499999999996,0.50561975,0.6067437,0.50561975,0.6067437
SMUP,SMR,2.05783,163,ols,0.161206,-0.12480600000000001,0.286012,5900000,0.286012,False,False,False,,True,False,False,False,True,False,False,False,False,2.301701,4.707897,1.156995,1.456996,3.559761,4.421885,3.273749,0.5144575,0.617349,0.5144575,0.617349
DKUP,DKNG,1.895664,160,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.957393,0.313356,0.473924,0.190675,0.268568,,,0.473916,1.0,0.5,1.0
BULU,BULL,1.941332,159,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.13686,0.73526,0.571679,0.298619,0.574119,,,0.485333,1.0,0.5,1.0
GLXU,GLXY,2.011244,154,ols,0.0989,-0.0625,0.1614,100000,0.1614,False,False,False,,True,False,False,False,True,False,False,False,False,1.84636,1.080172,0.896544,0.817399,0.977982,0.9187719999999999,0.816582,0.502811,0.6033731999999999,0.502811,0.6033731999999999
AFRU,AFRM,1.951272,128,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.203693,0.691168,0.753498,0.526935,0.610355,,,0.487818,1.0,0.5,1.0
AXUP,AXON,1.969672,124,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.074479,0.486126,0.522939,0.26115,0.371852,,,0.492418,1.0,0.5,1.0
KTUP,KTOS,2.025803,128,ols,0.166663,-0.13026300000000002,0.296926,20000,0.296926,False,False,False,,True,False,False,False,True,False,False,False,False,1.52307,0.816036,0.551613,0.316155,0.570063,0.51911,0.27313699999999996,0.50645075,0.6077408999999999,0.50645075,0.6077408999999999
TTDU,TTD,1.998209,127,ols,0.21536999999999998,-0.17897,0.39433999999999997,50000,0.39433999999999997,False,False,False,,False,True,False,False,False,True,True,False,False,1.012731,0.518272,0.618322,0.381296,0.450328,0.12393199999999999,0.05598800000000004,0.49955225,0.5994626999999999,0.5,0.5994626999999999
BKNU,BKNG,2.004394,123,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.718895,0.304188,0.29187,0.08575,0.192369,,,0.5010985,1.0,0.5010985,1.0
PXIU,UPXI,1.911583,123,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.840736,2.54263,1.486065,1.924133,2.226018,,,0.47789575,1.0,0.5,1.0
BMNU,BMNR,1.944014,120,ols,0.207785,-0.171385,0.37917,20000,0.37917,False,False,False,,False,True,False,False,False,True,True,False,False,2.085964,1.746052,1.082931,1.076092,1.395121,1.366882,1.015951,0.4860035,0.5832042,0.5,0.5832042
SBTU,SBET,2.026871,103,ols,0.040819,-0.004419,0.045238,45000,0.045238,False,False,False,,True,False,False,False,True,False,False,False,False,1.749891,0.913473,0.863346,0.775679,0.832,0.868235,0.786762,0.50671775,0.6080612999999999,0.50671775,0.6080612999999999
CIFU,CIFR,1.988881,80,ols,0.31005,-0.27365,0.5837,15000,0.5837,False,False,False,,False,True,False,False,False,False,True,False,False,2.074347,1.317312,1.114778,1.22208,1.252312,0.733612,0.6686120000000001,0.49722025,0.5966642999999999,0.5,0.5966642999999999
SOLX,GSOL,1.982275,73,ols,0.057022,-0.020621999999999998,0.077644,1000,0.077644,False,False,False,,True,False,False,False,True,False,False,False,False,1.594639,0.820108,1.128791,1.240492,1.118714,0.7424639999999999,1.04107,0.49556875,0.5946825,0.5,0.5946825
XRPK,XRPZ,1.96088,73,ols,0.10302199999999999,-0.066622,0.169644,400,0.169644,False,False,False,,True,False,False,False,True,False,False,True,False,1.695558,1.116778,0.854213,0.687421,0.811798,0.947134,0.642154,0.49022,0.588264,0.5,0.588264
XRPT,XRPZ,2.018366,79,ols,0.082233,-0.045833000000000006,0.128066,1000,0.128066,False,False,False,,True,False,False,False,True,False,False,False,False,1.615488,0.962937,0.854213,0.749905,0.816689,0.834871,0.688623,0.5045915,0.6055098,0.5045915,0.6055098
GMEU,GME,1.967248,227,ols,0.20952,-0.17312000000000002,0.38264000000000004,15000,0.38264000000000004,False,False,False,,False,True,False,False,False,True,True,False,False,0.894431,0.623138,0.447736,0.190726,0.58024,0.24049799999999993,0.19759999999999994,0.491812,0.5901744,0.5,0.5901744
APLX,APLD,1.994612,133,ols,0.144007,-0.107607,0.251614,45000,0.251614,False,False,False,,True,False,False,False,True,False,False,False,False,2.156862,1.336193,1.318369,1.724075,1.519359,1.084579,1.267745,0.498653,0.5983836,0.5,0.5983836
APPX,APP,1.984465,226,ols,0.05771,-0.02131,0.07901999999999999,250000,0.07901999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.410294,0.658502,0.814763,0.64845,0.657465,0.579482,0.578445,0.49611625,0.5953394999999999,0.5,0.5953394999999999
ARCX,ACHR,1.989162,195,ols,0.146107,-0.10970700000000001,0.255814,10000,0.255814,False,False,False,,True,False,False,False,True,False,False,False,False,1.458899,0.70103,0.870387,0.745302,0.711044,0.44521600000000006,0.45523,0.4972905,0.5967486,0.5,0.5967486
ASTX,ASTS,1.989604,174,ols,0.094959,-0.058559,0.153518,70000,0.153518,False,False,False,,True,False,False,False,True,False,False,False,False,2.05019,1.197273,1.292381,1.644293,1.335636,1.043755,1.182118,0.497401,0.5968812,0.5,0.5968812
AURU,AUR,1.850768,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.200002,1.145614,0.906557,0.647028,0.842901,,,0.462692,1.0,0.5,1.0
BEX,BE,1.975749,86,ols,0.11297700000000001,-0.076577,0.189554,100000,0.189554,False,False,False,,True,False,False,False,True,False,False,False,False,2.111402,1.163574,0.983855,0.933044,1.011717,0.9740200000000001,0.822163,0.49393725,0.5927247,0.5,0.5927247
BLSX,BLSH,1.878182,100,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.411557,1.127225,0.822043,0.55729,0.783455,,,0.4695455,1.0,0.5,1.0
CEGX,CEG,1.981124,174,ols,0.10685399999999999,-0.070454,0.177308,20000,0.177308,False,False,False,,True,False,False,False,True,False,False,False,False,0.933839,0.316288,0.583161,0.330508,0.320689,0.13898000000000002,0.143381,0.495281,0.5943372,0.5,0.5943372
CELT,CELH,1.854188,112,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.191091,0.609156,0.613084,0.297658,0.436102,,,0.463547,1.0,0.5,1.0
CLSX,CLSK,1.998298,128,ols,0.15612600000000001,-0.119726,0.275852,6000,0.275852,False,False,False,,True,False,False,False,True,False,False,False,False,2.066159,1.284883,0.964753,0.928373,1.109457,1.009031,0.8336049999999999,0.4995745,0.5994894,0.5,0.5994894
COZX,CORZ,2.040243,92,ols,0.030063,0.006337000000000001,0.023725999999999997,25000,0.023725999999999997,False,False,False,,True,False,False,False,True,False,False,False,False,1.425114,0.7245,0.856873,0.779147,0.759197,0.700774,0.735471,0.51006075,0.6120728999999999,0.51006075,0.6120728999999999
CRDU,CRDO,1.988349,128,ols,0.097229,-0.060829,0.158058,15000,0.158058,False,False,False,,True,False,False,False,True,False,False,False,False,1.733727,1.022884,0.902838,0.800926,0.913667,0.8648259999999999,0.755609,0.49708725,0.5965047,0.5,0.5965047
CSEX,CLS,2.000243,86,ols,0.065331,-0.028931,0.094262,25000,0.094262,False,False,False,,True,False,False,False,True,False,False,False,False,1.482604,0.602752,0.699962,0.490125,0.528561,0.50849,0.43429899999999994,0.50006075,0.6000729,0.50006075,0.6000729
CWVX,CRWV,1.989876,174,ols,0.053914,-0.017514000000000002,0.07142799999999999,1000,0.07142799999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.934188,0.943913,1.193728,1.40342,1.086141,0.872485,1.014713,0.497469,0.5969628,0.5,0.5969628
DASX,DASH,1.886686,101,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.022944,-0.124425,0.404066,0.136566,0.031962,,,0.4716715,1.0,0.5,1.0
DOGD,DDOG,2.015695,152,ols,0.125962,-0.089562,0.215524,10000,0.215524,False,False,False,,True,False,False,False,True,False,False,False,False,1.186212,0.415459,0.477089,0.233001,0.343055,0.19993500000000003,0.127531,0.50392375,0.6047085,0.50392375,0.6047085
ENPX,ENPH,2.01795,128,ols,0.17969100000000002,-0.143291,0.322982,2000,0.322982,False,False,False,,False,True,False,False,False,True,True,False,False,1.63077,0.738849,0.723865,0.538173,0.640104,0.415867,0.317122,0.5044875,0.605385,0.5044875,0.605385
FLYT,FLY,1.96692,101,ols,0.172379,-0.135979,0.308358,2000,0.308358,False,False,False,,False,True,False,False,False,True,True,False,False,2.23937,1.393359,1.061694,1.07188,1.200727,1.085001,0.8923690000000001,0.49173,0.5900759999999999,0.5,0.5900759999999999
GEVX,GEV,1.993538,174,ols,0.035893,0.0005070000000000001,0.035386,45000,0.035386,False,False,False,,True,False,False,False,True,False,False,False,False,0.997752,0.312073,0.529302,0.277451,0.301357,0.276687,0.26597099999999996,0.4983845,0.5980614,0.5,0.5980614
IREX,IREN,1.982205,101,ols,0.34076500000000004,-0.304365,0.64513,45000,0.64513,False,False,False,,False,True,False,False,False,False,True,False,False,2.195655,1.437171,1.063235,1.100473,1.235419,0.792041,0.5902890000000001,0.49555125,0.5946615,0.5,0.5946615
JOBX,JOBY,1.978642,133,ols,0.239936,-0.203536,0.443472,6000,0.443472,False,False,False,,False,True,False,False,False,False,True,False,False,1.462499,0.732044,0.810557,0.636104,0.686739,0.28857200000000005,0.243267,0.4946605,0.5935926,0.5,0.5935926
LABX,ALAB,1.993677,152,ols,0.051603,-0.015203,0.066806,25000,0.066806,False,False,False,,True,False,False,False,True,False,False,False,False,1.762638,0.991901,0.914696,0.82875,0.927159,0.925095,0.8603529999999999,0.49841925,0.5981031,0.5,0.5981031
LRCU,LRCX,2.045567,147,ols,0.069194,-0.032794,0.101988,20000,0.101988,False,False,False,,True,False,False,False,True,False,False,False,False,1.066522,0.428737,0.489649,0.256393,0.356927,0.32674899999999996,0.254939,0.51139175,0.6136701,0.51139175,0.6136701
LYFX,LYFT,1.839153,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.049726,0.65629,0.58515,0.264219,0.418247,,,0.45978825,1.0,0.5,1.0
MDBX,MDB,1.992191,147,ols,0.083762,-0.047362,0.13112400000000002,7000,0.13112400000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.568023,0.652639,0.66524,0.437374,0.562945,0.521515,0.431821,0.49804775,0.5976573,0.5,0.5976573
NEBX,NBIS,1.998628,133,ols,0.062578,-0.026178,0.088756,85000,0.088756,False,False,False,,True,False,False,False,True,False,False,False,False,1.864196,0.974336,1.115845,1.242549,1.100992,0.88558,1.012236,0.499657,0.5995884,0.5,0.5995884
NETX,NET,1.510233,107,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.982181,1.008047,0.503985,0.097863,0.48433,,,0.37755825,1.0,0.5,1.0
NNEX,NNE,1.993375,86,ols,0.158669,-0.122269,0.280938,300,0.280938,False,False,False,,True,False,False,False,True,False,False,True,False,1.667066,0.842888,1.521796,2.2929,1.798055,0.56195,1.5171169999999998,0.49834375,0.5980125,0.5,0.5980125
