ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AXUP,AXON,2.0,1.969672,124,ols
KTUP,KTOS,2.0,2.025803,128,ols
TTDU,TTD,2.0,1.998209,127,ols
BKNU,BKNG,2.0,2.004394,123,ols
PXIU,UPXI,2.0,1.911583,123,ols
BMNU,BMNR,2.0,1.944014,120,ols
SBTU,SBET,2.0,2.026871,103,ols
CIFU,CIFR,2.0,1.988881,80,ols
SOLX,GSOL,2.0,1.982275,73,ols
XRPK,XRPZ,2.0,1.96088,73,ols
XRPT,XRPZ,2.0,2.018366,79,ols
GMEU,GME,2.0,1.967248,227,ols
APLX,APLD,2.0,1.994612,133,ols
APPX,APP,2.0,1.984465,226,ols
ARCX,ACHR,2.0,1.989162,195,ols
ASTX,ASTS,2.0,1.989604,174,ols
AURU,AUR,2.0,1.850768,99,ols
BEX,BE,2.0,1.975749,86,ols
BLSX,BLSH,2.0,1.878182,100,ols
CEGX,CEG,2.0,1.981124,174,ols
CELT,CELH,2.0,1.854188,112,ols
CLSX,CLSK,2.0,1.998298,128,ols
COZX,CORZ,2.0,2.040243,92,ols
CRDU,CRDO,2.0,1.988349,128,ols
CSEX,CLS,2.0,2.000243,86,ols
CWVX,CRWV,2.0,1.989876,174,ols
DASX,DASH,2.0,1.886686,101,ols
DOGD,DDOG,2.0,2.015695,152,ols
ENPX,ENPH,2.0,2.01795,128,ols
FLYT,FLY,2.0,1.96692,101,ols
GEVX,GEV,2.0,1.993538,174,ols
IREX,IREN,2.0,1.982205,101,ols
JOBX,JOBY,2.0,1.978642,133,ols
LABX,ALAB,2.0,1.993677,152,ols
LRCU,LRCX,2.0,2.045567,147,ols
LYFX,LYFT,2.0,1.839153,99,ols
MDBX,MDB,2.0,1.992191,147,ols
NEBX,NBIS,2.0,1.998628,133,ols
NETX,NET,2.0,1.510233,107,ols
NNEX,NNE,2.0,1.993375,86,ols
NVTX,NVTS,2.0,2.000241,133,ols
NWMX,NEM,2.0,1.221794,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,2.000392,101,ols
PONX,PONY,2.0,2.017784,133,ols
QBTX,QBTS,2.0,1.992765,226,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.965248,186,ols
RGTU,RGTI,2.0,1.986469,186,ols
SMU,SMR,2.0,1.986329,174,ols
SNPX,SNPS,2.0,1.912939,86,ols
SRPU,SRPT,2.0,1.955987,101,ols
TARK,ARKK,2.0,1.977514,500,ols
TEMT,TEM,2.0,1.984268,214,ols
UNX,U,2.0,2.025286,128,ols
UPSX,UPST,2.0,1.989082,195,ols
VOYX,VOYG,2.0,1.970788,133,ols
WULX,WULF,2.0,1.996625,101,ols
CRMU,CRML,2.0,1.959269,27,ols_short_history
UECG,UEC,2.0,1.997337,27,ols_short_history
DNNG,DNN,2.0,1.960759,27,ols_short_history
RCAX,RCAT,2.0,2.027161,32,ols
RDWU,RDW,2.0,1.96925,34,ols
OKLL,OKLO,2.0,1.99758,186,ols
GDXU,GDX,2.0,3.043928,500,ols
MRNX,MRNA,2.0,2.019092,31,ols
ZETX,ZETA,2.0,2.077538,31,ols
LITX,LITE,2.0,1.979933,37,ols
SNXX,SNDX,2.0,1.412156,37,ols
WDCX,WDC,2.0,2.054503,37,ols
LNOK,NOK,2.0,1.956781,41,ols
USGG,USAR,2.0,2.001151,46,ols
ONDG,ONDS,2.0,2.000004,46,ols
PLUL,PLUG,2.0,1.933971,46,ols
ALBG,ALB,2.0,2.010157,46,ols
UUUG,UUUU,2.0,1.997077,46,ols
HUTG,HUT,2.0,2.002991,46,ols
XPEG,XPEV,2.0,1.991483,44,ols
ORLG,ORLY,2.0,2.012778,44,ols
LUNL,LUNR,2.0,2.016687,46,ols
RKTL,RKT,2.0,1.95222,46,ols
EOSU,EOSE,2.0,1.977353,45,ols
BTFL,KEEL,2.0,2.027923,55,ols
FGRU,FIGR,2.0,2.008455,22,ols_short_history
APHU,APH,2.0,2.023543,22,ols_short_history
COPZ,COPX,2.0,2.075988,22,ols_short_history
LEUX,LEU,2.0,2.098365,21,ols_short_history
COHX,COHR,2.0,2.046088,21,ols_short_history
AXPG,AXP,2.0,2.021008,21,ols_short_history
FCXG,FCX,2.0,2.057508,21,ols_short_history
GLWG,GLW,2.0,2.009293,8,ols_short_history
SNDU,SNDK,2.0,1.934594,6,ols_short_history
PAAU,PAAS,2.0,2.098439,6,ols_short_history
BITX,IBIT,2.0,2.004016,500,ols
ETHU,ETHA,2.0,2.001036,416,ols
XXRP,XRPZ,2.0,2.019738,79,ols
AALG,AAL,2.0,1.97896,174,ols
ABNG,ABNB,2.0,1.991959,84,ols
ADBG,ADBE,2.0,1.991545,250,ols
AMDG,AMD,2.0,2.002717,289,ols
ARMG,ARM,2.0,1.997118,296,ols
ASMG,ASML,2.0,1.983172,296,ols
AVGG,AVGO,2.0,1.999646,211,ols
BAIG,BBAI,2.0,2.01107,145,ols
BEG,BE,2.0,2.001797,64,ols
BIDG,BIDU,2.0,2.01395,62,ols
BLSG,BLSH,2.0,2.010969,99,ols
BMNG,BMNR,2.0,1.993259,99,ols
BOEG,BA,2.0,1.988081,192,ols
BULG,BULL,2.0,1.985428,153,ols
CIFG,CIFR,2.0,1.995001,67,ols
CMGG,CMG,2.0,1.97043,84,ols
CNCG,CNC,2.0,2.005251,62,ols
COIG,COIN,2.0,1.995462,254,ols
COTG,COST,2.0,1.987092,126,ols
CRCG,CRCL,2.0,1.989729,153,ols
CRMG,CRM,2.0,1.983493,240,ols
CRWG,CRWV,2.0,1.996912,153,ols
DUOG,DUOL,2.0,2.020932,67,ols
FIGG,FIG,2.0,1.996273,108,ols
FUTG,FUTU,2.0,1.998821,108,ols
GEMG,GEMI,2.0,1.978599,92,ols
GEVG,GEV,2.0,1.943571,64,ols
GLGG,GLXY,2.0,2.002317,145,ols
GRAG,GRAB,2.0,1.988925,67,ols
HOOG,HOOD,2.0,2.006398,250,ols
IREG,IREN,2.0,1.969246,64,ols
KLAG,KLAC,2.0,2.017802,62,ols
LACG,LAC,2.0,2.012913,67,ols
LULG,LULU,2.0,1.990696,92,ols
MPG,MP,2.0,1.985027,99,ols
NBIG,NBIS,2.0,2.008619,99,ols
NEMG,NEM,2.0,1.997452,84,ols
NETG,NET,2.0,2.006231,84,ols
NIOG,NIO,2.0,1.975606,62,ols
NUG,NU,2.0,1.991412,84,ols
NVDG,NVDA,2.0,1.969018,315,ols
OKTG,OKTA,2.0,2.000191,84,ols
OPEG,OPEN,2.0,2.005957,67,ols
OSCG,OSCR,2.0,1.990201,92,ols
PANG,PANW,2.0,1.998171,250,ols
PBRG,PBR,2.0,1.929858,62,ols
PLTG,PLTR,2.0,1.995803,226,ols
PYPG,PYPL,2.0,1.994795,240,ols
RTXG,RTX,2.0,2.01059,197,ols
SATG,SATS,2.0,2.008844,64,ols
SBU,SBUX,2.0,1.998352,84,ols
SNAG,SNAP,2.0,1.99934,62,ols
SPOG,SPOT,2.0,1.987439,84,ols
TERG,TER,2.0,1.991317,84,ols
TSLG,TSLA,2.0,1.991067,315,ols
TSMG,TSM,2.0,1.978645,296,ols
UNHG,UNH,2.0,1.995538,167,ols
UPSG,UPS,2.0,1.995406,67,ols
VALG,VALE,2.0,1.97648,62,ols
XYZG,XYZ,2.0,1.999469,240,ols
COIO,COIN,2.0,0.941283,151,ols
MSOO,MSTR,2.0,0.971336,151,ols
NVDO,NVDA,2.0,0.942147,151,ols
PLOO,PLTR,2.0,0.895533,151,ols
TSLO,TSLA,2.0,0.857298,151,ols
CRCA,CRCL,2.0,1.978072,155,ols
NVDB,NVDA,2.0,1.99383,132,ols
PLTA,PLTR,2.0,1.99118,132,ols
TSLI,TSLA,2.0,1.979229,132,ols
COIA,COIN,2.0,1.999566,132,ols
BITU,IBIT,2.0,1.992361,493,ols
ETHT,ETHA,2.0,1.991313,416,ols
UXRP,XRPZ,2.0,2.001598,79,ols
SOLT,SOEZ,2.0,2.014083,73,ols
TSLR,TSLA,2.0,1.998954,500,ols
AAPB,AAPL,2.0,1.990732,500,ols
AMDL,AMD,2.0,1.99735,500,ols
AMZZ,AMZN,2.0,1.991879,500,ols
AVGU,AVGO,2.0,1.989421,172,ols
BABX,BABA,2.0,2.006142,500,ols
BULX,BULL,2.0,1.968692,137,ols
CONL,COIN,2.0,1.986633,500,ols
CRWL,CRWD,2.0,1.996547,337,ols
DLLL,DELL,2.0,1.986404,274,ols
ETRL,ETOR,2.0,1.999449,137,ols
GOU,GOOGL,2.0,2.052559,74,ols
INTW,INTC,2.0,1.98768,275,ols
IONL,IONQ,2.0,1.987943,247,ols
ISUL,ISRG,2.0,2.002151,113,ols
LCDL,LCID,2.0,1.962366,229,ols
MRAL,MARA,2.0,1.979434,260,ols
FBL,META,2.0,1.997153,500,ols
MVLL,MRVL,2.0,1.992667,260,ols
MSFL,MSFT,2.0,1.991958,500,ols
MSTP,MSTR,2.0,1.995144,195,ols
MULL,MU,2.0,1.997522,337,ols
NBIL,NBIS,2.0,1.998006,113,ols
NOWL,NOW,2.0,1.996502,172,ols
NVDL,NVDA,2.0,1.987867,500,ols
PDDL,PDD,2.0,2.00585,172,ols
PTIR,PLTR,2.0,1.996742,386,ols
QCML,QCOM,2.0,1.972718,241,ols
RDTL,RDDT,2.0,1.981867,248,ols
RVNL,RIVN,2.0,1.989587,229,ols
SMCL,SMCI,2.0,1.989154,315,ols
TSMU,TSM,2.0,1.990488,337,ols
UBRL,UBER,2.0,1.99567,386,ols
VRTL,VRT,2.0,1.982098,248,ols
AMYY,AMD,2.0,0.318005,128,ols
AZYY,AMZN,2.0,0.638735,128,ols
BBYY,BABA,2.0,0.60537,102,ols
XBTY,IBIT,2.0,0.539814,214,ols
COYY,COIN,2.0,0.487987,162,ols
NUGY,GDX,2.0,0.507994,83,ols
HMYY,HIMS,2.0,0.260431,74,ols
HOYY,HOOD,2.0,0.519538,118,ols
IOYY,IONQ,2.0,0.37043,93,ols
MAAY,MARA,2.0,0.321763,93,ols
FBYY,META,2.0,0.62885,102,ols
MTYY,MSTR,2.0,0.390043,123,ols
NVYY,NVDA,2.0,0.660393,214,ols
PLYY,PLTR,2.0,0.549521,123,ols
QBY,QBTS,2.0,0.29217,75,ols
TQQY,QQQ,2.0,0.873919,267,ols
RGYY,RGTI,2.0,0.325481,78,ols
RTYY,RIOT,2.0,0.365133,74,ols
SEMY,SOXX,2.0,0.775458,83,ols
SMYY,SMCI,2.0,0.338541,118,ols
YSPY,SPY,2.0,0.826655,241,ols
TSYY,TSLA,2.0,0.5426,312,ols
QYLD,QQQ,1.0,0.625327,500,ols
QYLG,QQQ,1.0,0.798358,500,ols
QQQX,QQQ,1.0,0.770893,500,ols
JEPQ,QQQ,1.0,0.769456,500,ols
XYLD,SPY,1.0,0.645282,500,ols
XYLG,SPY,1.0,0.814793,500,ols
JEPI,SPY,1.0,0.598811,500,ols
SPYI,SPY,1.0,0.825123,500,ols
RYLD,IWM,1.0,0.576287,500,ols
ABNY,ABNB,1.0,0.795612,435,ols
AIYY,AI,1.0,0.771491,500,ols
AMDY,AMD,1.0,0.803884,500,ols
AMZY,AMZN,1.0,0.765406,500,ols
APLY,AAPL,1.0,0.786646,500,ols
BABO,BABA,1.0,0.773757,404,ols
BRKC,BRK-B,1.0,0.827707,198,ols
CONY,COIN,1.0,0.769647,500,ols
CRCO,CRCL,1.0,0.830344,118,ols
CVNY,CVNA,1.0,0.816573,284,ols
DISO,DIS,1.0,0.757533,500,ols
DRAY,DKNG,1.0,0.802104,172,ols
FBY,META,1.0,0.783652,500,ols
GMEY,GME,1.0,0.647752,133,ols
GOOY,GOOGL,1.0,0.745604,500,ols
HIYY,HIMS,1.0,0.8727,123,ols
HOOY,HOOD,1.0,0.788169,217,ols
MARO,MARA,1.0,0.783296,318,ols
MRNY,MRNA,1.0,0.759768,500,ols
MSFO,MSFT,1.0,0.787831,500,ols
MSTY,MSTR,1.0,0.756261,500,ols
NFLY,NFLX,1.0,0.780426,500,ols
NVDY,NVDA,1.0,0.787652,500,ols
PLTY,PLTR,1.0,0.794297,362,ols
PYPY,PYPL,1.0,0.814166,500,ols
RBLY,RBLX,1.0,0.846233,162,ols
RDYY,RDDT,1.0,0.825132,133,ols
SMCY,SMCI,1.0,0.759976,380,ols
SNOY,SNOW,1.0,0.793839,444,ols
TSLY,TSLA,1.0,0.754168,500,ols
TSMY,TSM,1.0,0.793126,395,ols
XOMO,XOM,1.0,0.802108,500,ols
XYZY,XYZ,1.0,0.812985,500,ols
AAPW,AAPL,1.0,1.099151,271,ols
AMDW,AMD,1.0,1.199349,165,ols
AMZW,AMZN,1.0,1.210276,189,ols
ARMW,ARM,1.0,1.190814,101,ols
AVGW,AVGO,1.0,1.198644,165,ols
BABW,BABA,1.0,1.225289,101,ols
BRKW,BRK-B,1.0,1.177248,189,ols
COIW,COIN,1.0,1.217699,272,ols
COSW,COST,1.0,1.249,101,ols
GOOW,GOOGL,1.0,1.222736,165,ols
HOOW,HOOD,1.0,1.208389,189,ols
METW,META,1.0,1.181261,189,ols
MSFW,MSFT,1.0,1.217091,165,ols
MSTW,MSTR,1.0,1.220081,165,ols
NFLW,NFLX,1.0,1.192044,189,ols
NVDW,NVDA,1.0,1.200123,272,ols
PLTW,PLTR,1.0,1.193939,272,ols
TSLW,TSLA,1.0,1.197673,272,ols
UBEW,UBER,1.0,1.219662,101,ols
UNHW,UNH,1.0,1.203835,73,ols
TSYW,TLT,1.0,1.158204,86,ols
GLDW,GOLD,1.0,0.341292,96,ols
GDXW,GDX,1.0,1.20151,96,ols
TOPW,TOP,1.0,1.0,0,imputed_missing_prices
SDS,SPY,-2.0,-1.933744,500,ols
QID,QQQ,-2.0,-1.992816,500,ols
DXD,DIA,-2.0,-1.98873,500,ols
TWM,IWM,-2.0,-2.001999,500,ols
SCO,USO,-2.0,-1.475631,500,ols
MSTZ,MSTR,-2.0,-1.982407,376,ols
NVDQ,NVDA,-2.0,-1.992205,500,ols
BTCZ,IBIT,-2.0,-1.992798,425,ols
ETHD,ETHA,-2.0,-1.98148,416,ols
CRCD,CRCL,-2.0,-2.010741,120,ols
CORD,CRWV,-2.0,-2.003478,120,ols
TSLQ,TSLA,-2.0,-1.854315,500,ols
ZSL,SLV,-2.0,-2.024709,500,ols
SQQQ,QQQ,-3.0,-2.975883,500,ols
SPXS,SPY,-3.0,-2.89913,500,ols
TZA,IWM,-3.0,-2.990875,500,ols
SOXS,SOXX,-3.0,-2.989516,500,ols
FAZ,XLF,-3.0,-3.001775,500,ols
LABD,XBI,-3.0,-2.991027,500,ols
TECS,XLK,-3.0,-2.961916,500,ols
SDOW,DIA,-3.0,-2.988176,500,ols
DUST,GDX,-3.0,-1.98788,500,ols
TTXD,XLK,-2.0,-1.845678,116,ols
TSXD,SOXX,-2.0,-1.897903,116,ols
WEBS,XLK,-3.0,-2.23603,500,ols
FNGD,XLK,-3.0,-2.831883,500,ols
REW,XLK,-2.0,-1.99812,500,ols
SKF,XLF,-2.0,-2.003007,500,ols
SPXU,SPY,-3.0,-2.89232,500,ols
DUG,XLE,-2.0,-1.975326,500,ols
DRIP,XOP,-2.0,-1.999064,500,ols
TMV,TLT,-3.0,-2.964932,500,ols
TBT,TLT,-2.0,-1.981373,500,ols
TBX,TLT,-2.0,-0.426118,500,ols
NVDS,NVDA,-1.5,-1.451387,500,ols
EWV,EWJ,-2.0,-1.971391,500,ols
APLZ,APLD,-2.0,-1.986543,40,ols
HIBS,SPY,-3.0,-4.472787,500,ols
CLSZ,CLSK,-2.0,-2.063834,21,ols_short_history
