ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
QCMU,QCOM,2.003552,186,ols,0.028744,0.007656,0.021088,10000,0.021088,False,False,False,True,False,False,False,False,False,False,False,0.651985,0.219934,0.383667,0.147986,0.20109,0.198846,0.180002,0.500888,0.6010656,0.500888,0.6010656,,ETF_LS,3176.1254182997227,-1585.2473099274303,core_leveraged
SHPU,SHOP,2.011829,157,ols,0.150089,-0.113689,0.263778,20000,0.263778,False,False,False,True,False,False,False,False,False,False,False,1.021767,0.337352,0.576945,0.338795,0.337896,0.0735739999999999,0.0741179999999999,0.50295725,0.6035487,0.50295725,0.6035487,,ETF_LS,2099.3526335184174,-1043.5045093387248,core_leveraged
SOFA,SOFI,1.990626,27,ols_short_history,0.052956,-0.016556,0.069512,1000,0.069512,False,False,False,True,False,False,False,False,False,False,False,0.841168,0.275613,0.572828,0.323532,0.318398,0.2061009999999999,0.248886,0.4976565,0.5971877999999999,0.5,0.5971877999999999,,ETF_LS,2953.476182049305,-1483.692156160577,core_leveraged
TSLL,TSLA,1.992883,499,ols,0.063304,-0.0269039999999999,0.090208,5400000,0.090208,False,False,False,True,False,False,False,False,False,False,False,1.248248,0.494021,0.626225,0.387981,0.494021,0.403813,0.403813,0.49822075,0.5978648999999999,0.5,0.5978648999999999,,ETF_LS,3844.264627645606,-1928.9966483961205,core_leveraged
XOMX,XOM,1.968812,229,ols,0.051603,-0.015203,0.066806,3000,0.066806,False,False,False,True,False,False,False,False,False,False,False,0.426373,0.132474,0.22525,0.048389,0.1248,0.065668,0.0579939999999999,0.492203,0.5906435999999999,0.5,0.5906435999999999,,ETF_LS,2084.2326348528827,-1058.62450800426,core_leveraged
YINN,FXI,2.97359,499,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.856703,0.367038,0.287407,0.242383,0.367038,0.367038,0.367038,0.7433975,1.0,0.7433975,1.0,,ETF_LS,4999.5340498202095,-1681.3125043533942,core_leveraged
MEXX,EWW,2.957548,499,ols,0.058369,-0.021969,0.0803379999999999,9000,0.0803379999999999,False,False,False,True,False,False,False,False,False,False,False,0.732648,0.291327,0.247089,0.176734,0.291327,0.210989,0.210989,0.739387,0.8872644,0.739387,0.8872644,,ETF_LS,2712.132231292249,-917.0205289287777,core_leveraged
KORU,EWY,2.93091,499,ols,0.115851,-0.079451,0.195302,2000,0.195302,False,False,False,True,False,False,False,False,False,False,False,0.882002,0.363347,0.300616,0.255716,0.363347,0.1680449999999999,0.1680449999999999,0.7327275,0.879273,0.7327275,0.879273,,ETF_LS,2343.333077727912,-799.5240651292303,core_leveraged
LABU,XBI,2.987636,499,ols,0.166628,-0.130228,0.296856,1000,0.296856,False,False,False,True,False,False,False,False,False,False,False,0.775891,0.319741,0.259504,0.199951,0.319741,0.0228849999999999,0.0228849999999999,0.746909,0.8962908,0.746909,0.8962908,,ETF_LS,2354.7066840747602,-788.1504587823819,core_leveraged
SOXL,SOXX,2.960377,499,ols,0.026949,0.009451,0.017498,100000,0.017498,False,False,False,True,False,False,False,False,False,False,False,1.116721,0.537649,0.376905,0.412212,0.537649,0.520151,0.520151,0.74009425,0.8881130999999999,0.74009425,0.8881130999999999,,ETF_LS,5852.793302960452,-1977.0432289402506,core_leveraged
CHAU,ASHR,1.96663,499,ols,0.021962,0.014438,0.007524,75000,0.007524,False,False,False,True,False,False,False,False,False,False,False,0.51575,0.11774,0.261774,0.065134,0.11774,0.110216,0.110216,0.4916575,0.589989,0.5,0.589989,,ETF_LS,2831.2358702631923,-1439.6383001699314,core_leveraged
CWEB,KWEB,1.987359,499,ols,0.023364,0.013036,0.0103279999999999,9000,0.0103279999999999,False,False,False,True,False,False,False,False,False,False,False,0.70377,0.189465,0.353857,0.122851,0.189465,0.179137,0.179137,0.49683975,0.5962077,0.5,0.5962077,,ETF_LS,3333.9277857861925,-1677.566954831106,core_leveraged
ERX,XLE,1.988366,499,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,0.439395,0.102551,0.220647,0.047839,0.102551,0.102551,0.102551,0.4970915,1.0,0.5,1.0,,ETF_LS,2895.5008220687737,-1456.221250045904,core_leveraged
NUGT,GDX,1.980823,499,ols,0.0243889999999999,0.012011,0.0123779999999999,10000,0.0123779999999999,False,False,False,True,False,False,False,False,False,False,False,0.768403,0.210004,0.387576,0.145922,0.210004,0.197626,0.197626,0.49520575,0.5942469,0.5,0.5942469,,ETF_LS,3445.224823992972,-1739.2895902324296,core_leveraged
JNUG,GDXJ,1.974065,499,ols,0.042768,-0.006368,0.049136,10000,0.049136,False,False,False,True,False,False,False,False,False,False,False,0.854362,0.242479,0.431718,0.179192,0.242479,0.193343,0.193343,0.49351625,0.5922195,0.5,0.5922195,,ETF_LS,2832.661859580718,-1434.9384947206493,core_leveraged
GUSH,XOP,2.010751,499,ols,0.039024,-0.002624,0.041648,250000,0.041648,False,False,False,True,False,False,False,False,False,False,False,0.580679,0.142933,0.288564,0.084617,0.142933,0.101285,0.101285,0.50268775,0.6032253,0.50268775,0.6032253,,ETF_LS,2239.809717573164,-1113.9169979640265,core_leveraged
URAA,URA,1.933418,435,ols,0.032317,0.004083,0.028234,45000,0.028234,False,False,False,True,False,False,False,False,False,False,False,0.880463,0.380303,0.437131,0.172423,0.380303,0.352069,0.352069,0.4833545,0.5800254,0.5,0.5800254,,ETF_LS,4400.520521324499,-2276.0316296447527,core_leveraged
NVDX,NVDA,1.997339,499,ols,0.1076319999999999,-0.071232,0.178864,200000,0.178864,False,False,False,True,False,False,False,False,False,False,False,0.987391,0.407792,0.493822,0.242888,0.407792,0.228928,0.228928,0.49933475,0.5992017,0.5,0.5992017,,ETF_LS,2094.308032176921,-1048.5491106802208,core_leveraged
TSLT,TSLA,1.992848,499,ols,0.0943929999999999,-0.0579929999999999,0.152386,25000,0.152386,False,False,False,True,False,False,False,False,False,False,False,1.248433,0.531274,0.626225,0.387961,0.531274,0.378888,0.378888,0.498212,0.5978544,0.5,0.5978544,,ETF_LS,2673.8340238013266,-1341.7149846859002,core_leveraged
BTCL,IBIT,2.006518,426,ols,0.04126,-0.00486,0.04612,25000,0.04612,False,False,False,True,False,False,False,False,False,False,False,1.007057,0.426785,0.501264,0.253728,0.426785,0.380665,0.380665,0.5016295,0.6019553999999999,0.5016295,0.6019553999999999,,ETF_LS,4356.303497811507,-2171.07621153237,core_leveraged
ETU,ETHA,1.989576,351,ols,0.037278,-0.000878,0.0381559999999999,50000,0.0381559999999999,False,False,False,True,False,False,False,False,False,False,False,1.527517,0.745585,0.753611,0.55908,0.745585,0.7074290000000001,0.7074290000000001,0.497394,0.5968728,0.5,0.5968728,,ETF_LS,7041.145236830188,-3539.0179801275185,core_leveraged
CRWU,CRWV,1.989127,164,ols,0.185424,-0.149024,0.3344479999999999,25000,0.3344479999999999,False,False,False,False,True,False,False,True,True,False,False,1.957521,1.104447,1.193807,1.402016,1.20836,0.769999,0.8739120000000001,0.49728175,0.5967381,0.5,0.5967381,,ETF_LS,0.0,0.0,
AAPX,AAPL,1.995163,499,ols,0.12679,-0.09039,0.21718,15000,0.21718,False,False,False,True,False,False,False,False,False,False,False,0.567449,0.192051,0.283879,0.080004,0.192051,-0.025129,-0.025129,0.49879075,0.5985488999999999,0.5,0.5985488999999999,,ETF_LS,2093.5462563186993,-1049.310886538443,core_leveraged
GOOX,GOOGL,1.983577,499,ols,0.003454,0.032946,0.0,45000,0.0,False,False,False,True,False,False,False,False,False,False,False,0.590971,0.206906,0.296422,0.085713,0.206906,0.206906,0.206906,0.49589425,0.5950730999999999,0.5,0.5950730999999999,,ETF_LS,3712.949515747734,-1871.8454165115518,core_leveraged
MSFX,MSFT,2.007469,499,ols,0.066361,-0.029961,0.096322,20000,0.096322,False,False,False,True,False,False,False,False,False,False,False,0.482277,0.185655,0.23951,0.058009,0.185655,0.0893329999999999,0.0893329999999999,0.50186725,0.6022407,0.50186725,0.6022407,,ETF_LS,2097.8398399831503,-1045.0173028739923,core_leveraged
NFLU,NFLX,1.990005,370,ols,0.040211,-0.003811,0.044022,70000,0.044022,False,False,False,True,False,False,False,False,False,False,False,0.693656,0.23093,0.33009,0.107331,0.23093,0.186908,0.186908,0.49750125,0.5970015,0.5,0.5970015,,ETF_LS,2867.053259052929,-1440.7266610148863,core_leveraged
ROBN,HOOD,2.012045,285,ols,0.102251,-0.0658509999999999,0.1681019999999999,30000,0.1681019999999999,False,False,False,True,False,False,False,False,False,False,False,1.526415,0.744235,0.704055,0.504685,0.744235,0.576133,0.576133,0.50301125,0.6036135,0.50301125,0.6036135,,ETF_LS,3977.559739056847,-1976.8741449902197,core_leveraged
ARMU,ARM,1.9749,263,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.134524,0.574674,0.626975,0.378421,0.574674,0.574674,0.574674,0.493725,1.0,0.5,1.0,,ETF_LS,6598.8009773941785,-3341.3342333253217,core_leveraged
RBLU,RBLX,2.019056,264,ols,0.064347,-0.027947,0.092294,2000,0.092294,False,False,False,True,False,False,False,False,False,False,False,1.12023,0.492169,0.520737,0.278967,0.492169,0.399875,0.399875,0.504764,0.6057167999999999,0.504764,0.6057167999999999,,ETF_LS,3786.1017569010423,-1875.1841241159443,core_leveraged
SNOU,SNOW,2.024181,228,ols,0.0102289999999999,0.026171,0.0,15000,0.0,False,False,False,True,False,False,False,False,False,False,False,0.991483,0.347522,0.52021,0.280513,0.34114,0.347522,0.34114,0.50604525,0.6072543,0.50604525,0.6072543,,ETF_LS,4771.3060784699255,-2357.153870365311,core_leveraged
SMUP,SMR,2.057711,164,ols,0.090844,-0.054444,0.145288,1000,0.145288,False,False,False,True,False,False,False,False,False,False,False,2.302574,4.578531,1.157671,1.458451,3.488979,4.433243,3.343691,0.51442775,0.6173133,0.51442775,0.6173133,,ETF_LS,25923.122932802886,-12598.038758991368,core_leveraged
BULU,BULL,1.941332,159,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.13686,0.73526,0.574009,0.301058,0.575019,0.73526,0.575019,0.485333,1.0,0.5,1.0,,ETF_LS,6602.005242801318,-3400.760530811483,core_leveraged
GLXU,GLXY,2.011764,155,ols,0.091418,-0.055018,0.146436,85000,0.146436,False,False,False,True,False,False,False,False,False,False,False,1.848864,1.038197,0.897228,0.819279,0.953931,0.891761,0.807495,0.502941,0.6035292,0.502941,0.6035292,,ETF_LS,6127.824968053089,-3045.995935931396,core_leveraged
AFRU,AFRM,1.954245,129,ols,0.194132,-0.1577319999999999,0.3518639999999999,7000,0.3518639999999999,False,False,False,False,True,False,False,True,True,False,False,1.214809,0.649427,0.755173,0.531743,0.591986,0.297563,0.240122,0.48856125,0.5862735,0.5,0.5862735,,ETF_LS,0.0,0.0,
KTUP,KTOS,2.026284,129,ols,0.1673,-0.1309,0.2982,10000,0.2982,False,False,False,True,False,False,False,False,False,False,False,1.524061,0.770935,0.552552,0.317456,0.549594,0.472735,0.251394,0.506571,0.6078852,0.506571,0.6078852,,ETF_LS,2104.3369171092804,-1038.5202257478618,core_leveraged
TTDU,TTD,1.998193,128,ols,0.217184,-0.1807839999999999,0.397968,40000,0.397968,False,False,False,False,True,False,False,True,True,False,False,1.012654,0.499576,0.619179,0.382344,0.44189,0.101608,0.043922,0.49954825,0.5994579,0.5,0.5994579,,ETF_LS,0.0,0.0,
BMNU,BMNR,1.944109,121,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,2.086258,1.675226,1.083065,1.076519,1.363993,1.675226,1.363993,0.48602725,1.0,0.5,1.0,,ETF_LS,12812.885389807756,-6590.6208910137,core_leveraged
SBTU,SBET,2.028841,104,ols,0.126531,-0.090131,0.216662,45000,0.216662,False,False,False,True,False,False,False,False,False,False,False,1.753445,0.810552,0.864259,0.779568,0.792355,0.59389,0.575693,0.50721025,0.6086522999999999,0.50721025,0.6086522999999999,,ETF_LS,3218.0953724844862,-1586.1742603212801,core_leveraged
SOLX,GSOL,1.979749,74,ols,0.061093,-0.024693,0.085786,1000,0.085786,False,False,False,True,False,False,False,False,False,False,False,1.596678,0.824324,1.127641,1.233209,1.11314,0.7385379999999999,1.027354,0.49493725,0.5939247,0.5,0.5939247,,ETF_LS,8805.106277987385,-4447.587183015314,core_leveraged
XRPK,XRPZ,1.960829,74,ols,0.1030219999999999,-0.066622,0.169644,500,0.169644,False,False,False,True,False,False,False,False,False,True,False,1.695691,1.055836,0.854309,0.687521,0.795677,0.886192,0.626033,0.49020725,0.5882487,0.5,0.5882487,,ETF_LS,4335.5575326120725,-2211.0839510289134,core_leveraged
XRPT,XRPZ,2.018385,80,ols,0.074983,-0.038583,0.113566,20000,0.113566,False,False,False,True,False,False,False,False,False,False,False,1.615538,0.905748,0.854309,0.750094,0.799508,0.7921819999999999,0.685942,0.50459625,0.6055155,0.50459625,0.6055155,,ETF_LS,5691.221069290599,-2819.6905294533003,core_leveraged
GMEU,GME,1.968507,228,ols,0.217796,-0.181396,0.399192,5000,0.399192,False,False,False,False,True,False,False,True,True,False,False,0.896231,0.601057,0.448392,0.191657,0.562067,0.2018649999999999,0.162875,0.49212675,0.5905521,0.5,0.5905521,,ETF_LS,0.0,0.0,
APPX,APP,1.984301,227,ols,0.057474,-0.021074,0.078548,250000,0.078548,False,False,False,True,False,False,False,False,False,False,False,1.412243,0.648767,0.816637,0.651274,0.649016,0.570219,0.570468,0.49607525,0.5952903,0.5,0.5952903,,ETF_LS,5333.035489755316,-2687.61417232331,core_leveraged
ARCX,ACHR,1.989448,196,ols,0.145592,-0.109192,0.254784,6000,0.254784,False,False,False,True,False,False,False,False,False,False,False,1.460049,0.678992,0.871623,0.747744,0.69427,0.424208,0.439486,0.497362,0.5968344,0.5,0.5968344,,ETF_LS,2091.5402633338517,-1051.3168795232907,core_leveraged
ASTX,ASTS,1.989532,175,ols,0.099714,-0.063314,0.163028,100000,0.163028,False,False,False,True,False,False,False,False,False,False,False,2.050973,1.163284,1.294995,1.650771,1.312238,1.000256,1.14921,0.497383,0.5968596,0.5,0.5968596,,ETF_LS,8547.21113839499,-4296.091311119897,core_leveraged
BEX,BE,1.976617,87,ols,0.111339,-0.074939,0.186278,10000,0.186278,False,False,False,True,False,False,False,False,False,False,False,2.11814,1.1305,0.986368,0.939063,1.005154,0.944222,0.8188760000000002,0.49415425,0.5929851,0.5,0.5929851,,ETF_LS,5591.061702263586,-2828.601444925135,core_leveraged
CEGX,CEG,1.97903,175,ols,0.095577,-0.059177,0.154754,7000,0.154754,False,False,False,True,False,False,False,False,False,False,False,0.936455,0.322469,0.583532,0.329874,0.324732,0.167715,0.169978,0.4947575,0.593709,0.5,0.593709,,ETF_LS,2087.8636910096807,-1054.993451847461,core_leveraged
CLSX,CLSK,1.998537,129,ols,0.151667,-0.115267,0.266934,4000,0.266934,False,False,False,True,False,False,False,False,False,False,False,2.070507,1.237946,0.955933,0.911804,1.078758,0.971012,0.8118240000000001,0.49963425,0.5995611,0.5,0.5995611,,ETF_LS,4272.982262296463,-2138.0551184673905,core_leveraged
COZX,CORZ,2.038435,93,ols,0.0271439999999999,0.009256,0.0178879999999999,20000,0.0178879999999999,False,False,False,True,False,False,False,False,False,False,False,1.431173,0.71422,0.858726,0.780469,0.75602,0.696332,0.738132,0.50960875,0.6115305000000001,0.50960875,0.6115305000000001,,ETF_LS,7594.313470146766,-3725.5607709575065,core_leveraged
CRDU,CRDO,1.988222,129,ols,0.112494,-0.076094,0.1885879999999999,100000,0.1885879999999999,False,False,False,True,False,False,False,False,False,False,False,1.7341,0.992792,0.904591,0.803885,0.900587,0.804204,0.711999,0.4970555,0.5964666,0.5,0.5964666,,ETF_LS,4717.267255210565,-2372.6059037725995,core_leveraged
CSEX,CLS,1.998485,87,ols,0.057661,-0.021261,0.0789219999999999,20000,0.0789219999999999,False,False,False,True,False,False,False,False,False,False,False,1.49516,0.594769,0.702314,0.492125,0.527562,0.5158469999999999,0.44864,0.49962125,0.5995455,0.5,0.5995455,,ETF_LS,4373.597071669682,-2188.4562914756334,core_leveraged
CWVX,CRWV,1.989906,175,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.934324,0.921738,1.193807,1.403669,1.068995,0.921738,1.068995,0.4974765,1.0,0.5,1.0,,ETF_LS,10475.106604928693,-5264.121322780419,core_leveraged
DOGD,DDOG,2.015953,153,ols,0.125962,-0.089562,0.215524,10000,0.215524,False,False,False,True,False,False,False,False,False,False,False,1.188819,0.401695,0.478499,0.234469,0.335999,0.186171,0.120475,0.50398825,0.6047859,0.50398825,0.6047859,,ETF_LS,2100.779516694817,-1042.0776261623248,core_leveraged
ENPX,ENPH,2.018096,129,ols,0.1842089999999999,-0.147809,0.332018,2000,0.332018,False,False,False,False,True,False,False,True,True,False,False,1.637356,0.72048,0.725809,0.541184,0.632966,0.388462,0.300948,0.504524,0.6054288,0.504524,0.6054288,,ETF_LS,0.0,0.0,
FLYT,FLY,1.965718,102,ols,0.177221,-0.140821,0.318042,300,0.318042,False,False,False,False,True,False,False,True,True,True,False,2.243212,1.364636,1.063922,1.074388,1.191869,1.0465939999999998,0.873827,0.4914295,0.5897154,0.5,0.5897154,,ETF_LS,0.0,0.0,
GEVX,GEV,1.992854,175,ols,0.03997,-0.00357,0.0435399999999999,30000,0.0435399999999999,False,False,False,True,False,False,False,False,False,False,False,1.003125,0.309886,0.530201,0.278107,0.300176,0.2663459999999999,0.256636,0.4982135,0.5978562,0.5,0.5978562,,ETF_LS,3422.1236716491762,-1717.197382070727,core_leveraged
LABX,ALAB,1.994276,153,ols,0.0551069999999999,-0.018707,0.0738139999999999,35000,0.0738139999999999,False,False,False,True,False,False,False,False,False,False,False,1.770189,0.959504,0.902789,0.808044,0.900002,0.8856900000000001,0.8261879999999999,0.498569,0.5982828,0.5,0.5982828,,ETF_LS,7412.787924603063,-3717.0321081951865,core_leveraged
LRCU,LRCX,2.045165,148,ols,0.0595469999999999,-0.023147,0.0826939999999999,20000,0.0826939999999999,False,False,False,True,False,False,False,False,False,False,False,1.067471,0.421512,0.490846,0.257498,0.353824,0.338818,0.27113,0.51129125,0.6135495,0.51129125,0.6135495,,ETF_LS,2936.2187348292578,-1435.6879444099905,core_leveraged
MDBX,MDB,1.992841,148,ols,0.0837609999999999,-0.047361,0.131122,6000,0.131122,False,False,False,True,False,False,False,False,False,False,False,1.575609,0.631472,0.667834,0.441224,0.552957,0.5003500000000001,0.421835,0.49821025,0.5978523,0.5,0.5978523,,ETF_LS,3343.990872205412,-1678.001843702238,core_leveraged
NEBX,NBIS,1.998508,134,ols,0.067036,-0.030636,0.097672,75000,0.097672,False,False,False,True,False,False,False,False,False,False,False,1.865526,0.938145,1.116136,1.242973,1.080882,0.840473,0.98321,0.499627,0.5995524,0.5,0.5995524,,ETF_LS,8268.994190262942,-4137.583732595987,core_leveraged
NNEX,NNE,1.993255,87,ols,0.152146,-0.115746,0.267892,500,0.267892,False,False,False,True,False,False,False,False,False,True,False,1.674804,0.806484,1.522022,2.293166,1.779907,0.538592,1.512015,0.49831375,0.5979765,0.5,0.5979765,,ETF_LS,9746.664035579128,-4889.822945673849,core_leveraged
QBTX,QBTS,1.992738,227,ols,0.075286,-0.038886,0.114172,45000,0.114172,False,False,False,True,False,False,False,False,False,False,False,2.377101,1.361552,1.399371,1.93696,1.418636,1.2473800000000002,1.304464,0.4981845,0.5978214,0.5,0.5978214,,ETF_LS,10529.989354352125,-5284.18154034907,core_leveraged
