ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AMZZ,AMZN,2.0,1.99389,496,ols
AVGU,AVGO,2.0,1.988825,165,ols
BABX,BABA,2.0,2.005801,500,ols
BULX,BULL,2.0,1.971276,130,ols
CONL,COIN,2.0,1.987141,500,ols
CRWL,CRWD,2.0,1.996401,330,ols
DLLL,DELL,2.0,1.986181,267,ols
ETRL,ETOR,2.0,1.998425,130,ols
GOU,GOOGL,2.0,2.057298,67,ols
INTW,INTC,2.0,1.988367,268,ols
IONL,IONQ,2.0,1.987724,240,ols
ISUL,ISRG,2.0,2.00053,106,ols
LCDL,LCID,2.0,1.962902,222,ols
MRAL,MARA,2.0,1.981105,253,ols
FBL,META,2.0,1.99783,500,ols
MVLL,MRVL,2.0,1.992432,253,ols
MSFL,MSFT,2.0,1.990451,496,ols
MSTP,MSTR,2.0,1.994844,188,ols
MULL,MU,2.0,1.997519,330,ols
NBIL,NBIS,2.0,1.997181,106,ols
NOWL,NOW,2.0,1.99353,165,ols
NVDL,NVDA,2.0,1.988036,500,ols
PDDL,PDD,2.0,2.002622,165,ols
PTIR,PLTR,2.0,1.996869,379,ols
QCML,QCOM,2.0,1.973179,234,ols
RDTL,RDDT,2.0,1.981952,241,ols
RVNL,RIVN,2.0,1.993937,222,ols
SMCL,SMCI,2.0,1.988226,308,ols
TSMU,TSM,2.0,1.993352,330,ols
UBRL,UBER,2.0,1.995707,379,ols
VRTL,VRT,2.0,1.983628,241,ols
AMYY,AMD,2.0,0.318272,121,ols
AZYY,AMZN,2.0,0.632204,121,ols
BBYY,BABA,2.0,0.618674,95,ols
XBTY,IBIT,2.0,0.54474,207,ols
COYY,COIN,2.0,0.489482,155,ols
NUGY,GDX,2.0,0.527081,76,ols
HMYY,HIMS,2.0,0.264161,67,ols
HOYY,HOOD,2.0,0.518237,111,ols
IOYY,IONQ,2.0,0.369581,86,ols
MAAY,MARA,2.0,0.326065,86,ols
FBYY,META,2.0,0.600952,95,ols
MTYY,MSTR,2.0,0.393347,116,ols
NVYY,NVDA,2.0,0.655628,207,ols
PLYY,PLTR,2.0,0.550386,116,ols
QBY,QBTS,2.0,0.293143,68,ols
TQQY,QQQ,2.0,0.865001,260,ols
RGYY,RGTI,2.0,0.322925,71,ols
RTYY,RIOT,2.0,0.361066,67,ols
SEMY,SOXX,2.0,0.78819,76,ols
SMYY,SMCI,2.0,0.446485,111,ols
YSPY,SPY,2.0,0.806107,234,ols
TSYY,TSLA,2.0,0.542127,305,ols
QYLD,QQQ,1.0,0.622162,500,ols
QYLG,QQQ,1.0,0.79615,500,ols
QQQX,QQQ,1.0,0.773826,500,ols
JEPQ,QQQ,1.0,0.767247,500,ols
XYLD,SPY,1.0,0.639634,500,ols
XYLG,SPY,1.0,0.811323,500,ols
JEPI,SPY,1.0,0.594309,500,ols
SPYI,SPY,1.0,0.822956,500,ols
RYLD,IWM,1.0,0.569924,500,ols
ABNY,ABNB,1.0,0.795225,428,ols
AIYY,AI,1.0,0.771674,500,ols
AMDY,AMD,1.0,0.806025,500,ols
AMZY,AMZN,1.0,0.76408,500,ols
APLY,AAPL,1.0,0.77946,500,ols
BABO,BABA,1.0,0.770907,397,ols
BRKC,BRK-B,1.0,0.832165,191,ols
CONY,COIN,1.0,0.770417,500,ols
CRCO,CRCL,1.0,0.829319,111,ols
CVNY,CVNA,1.0,0.818122,277,ols
DISO,DIS,1.0,0.756841,500,ols
DRAY,DKNG,1.0,0.803412,165,ols
FBY,META,1.0,0.782756,500,ols
GMEY,GME,1.0,0.643797,126,ols
GOOY,GOOGL,1.0,0.739153,500,ols
HIYY,HIMS,1.0,0.871414,116,ols
HOOY,HOOD,1.0,0.787874,210,ols
MARO,MARA,1.0,0.783459,311,ols
MRNY,MRNA,1.0,0.759241,500,ols
MSFO,MSFT,1.0,0.780677,500,ols
MSTY,MSTR,1.0,0.752464,500,ols
NFLY,NFLX,1.0,0.781192,500,ols
NVDY,NVDA,1.0,0.788564,500,ols
PLTY,PLTR,1.0,0.795008,355,ols
PYPY,PYPL,1.0,0.808186,500,ols
RBLY,RBLX,1.0,0.840959,155,ols
RDYY,RDDT,1.0,0.826932,126,ols
SMCY,SMCI,1.0,0.744219,373,ols
SNOY,SNOW,1.0,0.793169,437,ols
TSLY,TSLA,1.0,0.753759,500,ols
TSMY,TSM,1.0,0.792636,388,ols
XOMO,XOM,1.0,0.802425,500,ols
XYZY,XYZ,1.0,0.805056,500,ols
AAPW,AAPL,1.0,1.097454,264,ols
AMDW,AMD,1.0,1.198441,158,ols
AMZW,AMZN,1.0,1.21299,182,ols
ARMW,ARM,1.0,1.190925,94,ols
AVGW,AVGO,1.0,1.198194,158,ols
BABW,BABA,1.0,1.224987,94,ols
BRKW,BRK-B,1.0,1.175727,182,ols
COIW,COIN,1.0,1.217723,265,ols
COSW,COST,1.0,1.250459,94,ols
GOOW,GOOGL,1.0,1.2244,158,ols
HOOW,HOOD,1.0,1.208239,182,ols
METW,META,1.0,1.183609,182,ols
MSFW,MSFT,1.0,1.217955,158,ols
MSTW,MSTR,1.0,1.221015,158,ols
NFLW,NFLX,1.0,1.191563,182,ols
NVDW,NVDA,1.0,1.200132,265,ols
PLTW,PLTR,1.0,1.193557,265,ols
TSLW,TSLA,1.0,1.197873,265,ols
UBEW,UBER,1.0,1.217438,94,ols
UNHW,UNH,1.0,1.203645,66,ols
TSYW,TLT,1.0,1.168731,79,ols
GLDW,GOLD,1.0,0.303519,89,ols
GDXW,GDX,1.0,1.197468,89,ols
SDS,SPY,-2.0,-1.933043,500,ols
QID,QQQ,-2.0,-1.99259,500,ols
DXD,DIA,-2.0,-1.98839,500,ols
TWM,IWM,-2.0,-2.002606,500,ols
SCO,USO,-2.0,-1.508747,500,ols
MSTZ,MSTR,-2.0,-1.982384,369,ols
NVDQ,NVDA,-2.0,-1.99244,500,ols
BTCZ,IBIT,-2.0,-1.992829,418,ols
ETHD,ETHA,-2.0,-1.981146,409,ols
CRCD,CRCL,-2.0,-2.010574,113,ols
CORD,CRWV,-2.0,-2.002541,113,ols
TSLQ,TSLA,-2.0,-1.843977,500,ols
ZSL,SLV,-2.0,-2.02543,500,ols
SQQQ,QQQ,-3.0,-2.975454,500,ols
SPXS,SPY,-3.0,-2.897856,500,ols
TZA,IWM,-3.0,-2.990894,500,ols
SOXS,SOXX,-3.0,-2.989587,500,ols
FAZ,XLF,-3.0,-3.001344,500,ols
LABD,XBI,-3.0,-2.992895,500,ols
TECS,XLK,-3.0,-2.962044,500,ols
SDOW,DIA,-3.0,-2.988012,500,ols
DUST,GDX,-3.0,-1.986559,500,ols
TTXD,XLK,-2.0,-1.848022,109,ols
TSXD,SOXX,-2.0,-1.899858,109,ols
WEBS,XLK,-3.0,-2.236655,500,ols
FNGD,XLK,-3.0,-2.837066,500,ols
REW,XLK,-2.0,-1.9979,500,ols
SKF,XLF,-2.0,-2.001529,500,ols
SPXU,SPY,-3.0,-2.890685,500,ols
DUG,XLE,-2.0,-1.974421,500,ols
DRIP,XOP,-2.0,-2.000108,500,ols
TMV,TLT,-3.0,-2.964309,500,ols
TBT,TLT,-2.0,-1.982468,500,ols
TBX,TLT,-2.0,-0.425707,500,ols
NVDS,NVDA,-1.5,-1.450564,500,ols
EWV,EWJ,-2.0,-1.966116,500,ols
APLZ,APLD,-2.0,-1.988927,33,ols
HIBS,SPY,-3.0,-4.480093,500,ols
CLSZ,CLSK,-2.0,-2.063191,14,ols_short_history
