date,bucket,n_pairs,gross_notional_usd,sum_abs_long_usd,sum_abs_short_usd,sum_long_sh,sum_short_sh
2023-02-14,bucket_3_inverse,6,4586.465038299561,0.0,4586.465038299561,0.0,-34.0
2023-02-14,bucket_core_screener,27,7869352.245707035,5534307.715753555,2335044.5299534798,101037.0,-116652.0
2023-02-15,bucket_3_inverse,6,4563.8765869140625,0.0,4563.8765869140625,0.0,-34.0
2023-02-15,bucket_core_screener,27,7866727.563506603,5535652.305229187,2331075.258277416,101037.0,-116652.0
2023-02-16,bucket_3_inverse,6,4725.01265335083,0.0,4725.01265335083,0.0,-34.0
2023-02-16,bucket_core_screener,27,7741197.408894539,5469497.048715591,2271700.3601789474,101037.0,-116652.0
2023-02-17,bucket_3_inverse,7,5610.159240722656,0.0,5610.159240722656,0.0,-35.0
2023-02-17,bucket_core_screener,27,7620554.922762394,5408675.273077011,2211879.649685383,101037.0,-116652.0
2023-02-21,bucket_3_inverse,7,6312.541679382324,0.0,6312.541679382324,0.0,-39.0
2023-02-21,bucket_core_screener,27,7385710.288224697,5270794.417394638,2114915.870830059,101037.0,-117052.0
2023-02-22,bucket_3_inverse,7,6329.024158477783,0.0,6329.024158477783,0.0,-39.0
2023-02-22,bucket_core_screener,27,7348599.879148006,5251987.359855652,2096612.5192923546,101037.0,-117052.0
2023-02-23,bucket_3_inverse,7,6295.744495391846,0.0,6295.744495391846,0.0,-39.0
2023-02-23,bucket_core_screener,27,7432405.396937847,5298987.289813995,2133418.107123852,101037.0,-117052.0
2023-02-24,bucket_3_inverse,7,6530.866024017334,0.0,6530.866024017334,0.0,-39.0
2023-02-24,bucket_core_screener,27,7219777.090783596,5187201.123994827,2032575.9667887688,101037.0,-117052.0
2023-02-27,bucket_3_inverse,7,7105.603927612305,0.0,7105.603927612305,0.0,-45.0
2023-02-27,bucket_core_screener,27,7856665.84387064,5540246.246330261,2316419.5975403786,112641.0,-117195.0
2023-02-28,bucket_3_inverse,7,7064.805587768555,0.0,7064.805587768555,0.0,-45.0
2023-02-28,bucket_core_screener,27,7877236.243807316,5553098.569732666,2324137.67407465,112641.0,-117195.0
2023-03-01,bucket_3_inverse,7,7092.56803894043,0.0,7092.56803894043,0.0,-45.0
2023-03-01,bucket_core_screener,27,8017358.731070995,5620299.416240692,2397059.314830303,112641.0,-117195.0
2023-03-02,bucket_3_inverse,7,7145.685409545898,0.0,7145.685409545898,0.0,-45.0
2023-03-02,bucket_core_screener,27,8075998.673024654,5650162.644041061,2425836.028983593,112641.0,-117195.0
2023-03-03,bucket_3_inverse,8,8107.048797607422,0.0,8107.048797607422,0.0,-46.0
2023-03-03,bucket_core_screener,27,8262148.398672581,5746879.386587143,2515269.012085438,112641.0,-117195.0
2023-03-06,bucket_3_inverse,8,9448.913558959961,0.0,9448.913558959961,0.0,-52.0
2023-03-06,bucket_core_screener,27,7687265.680134773,5458315.924636841,2228949.7554979324,107005.0,-107918.0
2023-03-07,bucket_3_inverse,8,9882.660850524902,0.0,9882.660850524902,0.0,-52.0
2023-03-07,bucket_core_screener,27,7451428.6495399475,5338324.73390007,2113103.9156398773,107005.0,-107918.0
2023-03-08,bucket_3_inverse,8,9930.66756439209,0.0,9930.66756439209,0.0,-52.0
2023-03-08,bucket_core_screener,27,7452958.114694595,5339895.841913223,2113062.272781372,107005.0,-107918.0
2023-03-09,bucket_3_inverse,8,10424.196632385254,0.0,10424.196632385254,0.0,-52.0
2023-03-09,bucket_core_screener,27,7205854.428368568,5210070.752458572,1995783.675909996,107005.0,-107918.0
2023-03-10,bucket_3_inverse,8,10690.624542236328,0.0,10690.624542236328,0.0,-52.0
2023-03-10,bucket_core_screener,27,7129053.775715828,5169246.880842209,1959806.894873619,107005.0,-107918.0
2023-03-13,bucket_3_inverse,8,10959.723918914795,0.0,10959.723918914795,0.0,-57.0
2023-03-13,bucket_core_screener,27,7891136.406293869,5547027.622982025,2344108.783311844,113314.0,-121829.0
2023-03-14,bucket_3_inverse,8,10597.313415527344,0.0,10597.313415527344,0.0,-57.0
2023-03-14,bucket_core_screener,27,8065605.534362316,5638274.709432602,2427330.824929714,113314.0,-121829.0
2023-03-15,bucket_3_inverse,8,10887.505981445312,0.0,10887.505981445312,0.0,-57.0
2023-03-15,bucket_core_screener,27,7961207.690176487,5587922.902648926,2373284.787527561,113314.0,-121829.0
2023-03-16,bucket_3_inverse,8,10587.977626800537,0.0,10587.977626800537,0.0,-57.0
2023-03-16,bucket_core_screener,27,8172652.101442814,5698281.106832504,2474370.9946103096,113314.0,-121829.0
2023-03-17,bucket_3_inverse,8,10789.346138000488,0.0,10789.346138000488,0.0,-57.0
2023-03-17,bucket_core_screener,27,8238001.920280933,5729477.583745956,2508524.336534977,113314.0,-121829.0
2023-03-20,bucket_3_inverse,8,11783.6215133667,0.0,11783.6215133667,0.0,-62.0
2023-03-20,bucket_core_screener,27,7869192.703995228,5552387.903968811,2316804.800026417,108213.0,-109656.0
2023-03-21,bucket_3_inverse,8,11543.344173431396,0.0,11543.344173431396,0.0,-62.0
2023-03-21,bucket_core_screener,27,7968162.687160015,5607304.531139374,2360858.1560206413,108213.0,-109656.0
2023-03-22,bucket_3_inverse,8,11989.567462921143,0.0,11989.567462921143,0.0,-62.0
2023-03-22,bucket_core_screener,27,7908547.200341225,5575711.569051743,2332835.631289482,108213.0,-109656.0
2023-03-23,bucket_3_inverse,8,11828.266681671143,0.0,11828.266681671143,0.0,-62.0
2023-03-23,bucket_core_screener,27,8067612.486466408,5655875.261190414,2411737.2252759933,108213.0,-109656.0
2023-03-24,bucket_3_inverse,8,11775.187480926514,0.0,11775.187480926514,0.0,-62.0
2023-03-24,bucket_core_screener,27,8076981.5718688965,5662366.392820358,2414615.179048538,108213.0,-109656.0
2023-03-27,bucket_3_inverse,8,12108.733131408691,0.0,12108.733131408691,0.0,-66.0
2023-03-27,bucket_core_screener,27,7958897.781755447,5627993.521873474,2330904.2598819733,108213.0,-108188.0
2023-03-28,bucket_3_inverse,8,12129.043460845947,0.0,12129.043460845947,0.0,-66.0
2023-03-28,bucket_core_screener,27,8172191.762504101,5738704.28222847,2433487.480275631,108213.0,-108188.0
2023-03-29,bucket_3_inverse,8,11724.99825668335,0.0,11724.99825668335,0.0,-66.0
2023-03-29,bucket_core_screener,27,8290778.936264038,5799284.986124039,2491493.9501399994,108213.0,-108188.0
2023-03-30,bucket_3_inverse,8,11727.700576782227,0.0,11727.700576782227,0.0,-66.0
2023-03-30,bucket_core_screener,27,8433819.058947563,5872820.303705215,2560998.7552423477,108213.0,-108188.0
2023-03-31,bucket_3_inverse,8,11328.354278564453,0.0,11328.354278564453,0.0,-66.0
2023-03-31,bucket_core_screener,27,8500035.197629452,5908039.468391418,2591995.7292380333,108213.0,-108188.0
2023-04-03,bucket_3_inverse,8,13114.006378173828,0.0,13114.006378173828,0.0,-73.0
2023-04-03,bucket_core_screener,27,7888379.377747536,5578504.197217941,2309875.1805295944,102412.0,-97204.0
2023-04-04,bucket_3_inverse,8,13166.850326538086,0.0,13166.850326538086,0.0,-73.0
2023-04-04,bucket_core_screener,27,7911946.198244572,5590360.416252136,2321585.7819924355,102412.0,-97204.0
2023-04-05,bucket_3_inverse,8,13387.050064086914,0.0,13387.050064086914,0.0,-73.0
2023-04-05,bucket_core_screener,27,7794380.555841923,5529541.188579559,2264839.3672623634,102412.0,-97204.0
2023-04-06,bucket_3_inverse,8,13231.229614257812,0.0,13231.229614257812,0.0,-73.0
2023-04-06,bucket_core_screener,27,7865320.761994839,5569438.435857773,2295882.326137066,102412.0,-97204.0
2023-04-10,bucket_3_inverse,8,14651.220008850098,0.0,14651.220008850098,0.0,-80.0
2023-04-10,bucket_core_screener,27,7875456.1001935005,5575435.651470184,2300020.448723316,102412.0,-98537.0
2023-04-11,bucket_3_inverse,8,14472.904914855957,0.0,14472.904914855957,0.0,-80.0
2023-04-11,bucket_core_screener,27,7921985.280560017,5596945.924259186,2325039.356300831,102412.0,-98537.0
2023-04-12,bucket_3_inverse,8,14654.524635314941,0.0,14654.524635314941,0.0,-80.0
2023-04-12,bucket_core_screener,27,7792418.856049061,5530090.610113144,2262328.245935917,102412.0,-98537.0
2023-04-13,bucket_3_inverse,8,13900.48184967041,0.0,13900.48184967041,0.0,-80.0
2023-04-13,bucket_core_screener,27,8035298.18469429,5655478.366428375,2379819.818265915,102412.0,-98537.0
2023-04-14,bucket_3_inverse,8,14055.785041809082,0.0,14055.785041809082,0.0,-80.0
2023-04-14,bucket_core_screener,27,7920465.500441074,5598700.083742142,2321765.4166989326,102412.0,-98537.0
2023-04-17,bucket_3_inverse,8,15156.253929138184,0.0,15156.253929138184,0.0,-86.0
2023-04-17,bucket_core_screener,27,7905818.730509758,5594188.324010849,2311630.406498909,102412.0,-98565.0
2023-04-18,bucket_3_inverse,8,15126.154586791992,0.0,15126.154586791992,0.0,-86.0
2023-04-18,bucket_core_screener,27,7904061.4811964035,5594151.611509323,2309909.8696870804,102412.0,-98565.0
2023-04-19,bucket_3_inverse,8,15150.648384094238,0.0,15150.648384094238,0.0,-86.0
2023-04-19,bucket_core_screener,27,7805981.767456055,5544266.236166,2261715.5312900543,102412.0,-98565.0
2023-04-20,bucket_3_inverse,8,15546.620491027832,0.0,15546.620491027832,0.0,-86.0
2023-04-20,bucket_core_screener,27,7698661.302686691,5487886.76011467,2210774.5425720215,102412.0,-98565.0
2023-04-21,bucket_3_inverse,8,15442.055252075195,0.0,15442.055252075195,0.0,-86.0
2023-04-21,bucket_core_screener,27,7615027.9000582695,5446070.609825134,2168957.290233135,102412.0,-98565.0
2023-04-24,bucket_3_inverse,8,16187.486526489258,0.0,16187.486526489258,0.0,-92.0
2023-04-24,bucket_core_screener,27,7627202.345048904,5418256.447605133,2208945.8974437714,102412.0,-101319.0
2023-04-25,bucket_3_inverse,8,16672.173904418945,0.0,16672.173904418945,0.0,-92.0
2023-04-25,bucket_core_screener,27,7410597.563216686,5307964.671504974,2102632.891711712,102412.0,-101319.0
2023-04-26,bucket_3_inverse,8,16960.119033813477,0.0,16960.119033813477,0.0,-92.0
2023-04-26,bucket_core_screener,27,7409711.977297783,5309839.2803115845,2099872.6969861984,102412.0,-101319.0
2023-04-27,bucket_3_inverse,8,16434.009338378906,0.0,16434.009338378906,0.0,-92.0
2023-04-27,bucket_core_screener,27,7601656.800329208,5413192.856834412,2188463.9434947968,102412.0,-101319.0
2023-04-28,bucket_3_inverse,8,16124.116348266602,0.0,16124.116348266602,0.0,-92.0
2023-04-28,bucket_core_screener,27,7652970.72894001,5439502.121217728,2213468.6077222824,102412.0,-101319.0
2023-05-01,bucket_3_inverse,8,17219.510555267334,0.0,17219.510555267334,0.0,-98.0
2023-05-01,bucket_core_screener,27,7650618.412379265,5422194.844396591,2228423.5679826736,102412.0,-102376.0
2023-05-02,bucket_3_inverse,8,17520.653839111328,0.0,17520.653839111328,0.0,-98.0
2023-05-02,bucket_core_screener,27,7617494.308009148,5405853.647382736,2211640.6606264114,102412.0,-102376.0
2023-05-03,bucket_3_inverse,8,17291.174312591553,0.0,17291.174312591553,0.0,-98.0
2023-05-03,bucket_core_screener,27,7577098.105600834,5383946.094181061,2193152.011419773,102412.0,-102376.0
2023-05-04,bucket_3_inverse,8,17234.356510162354,0.0,17234.356510162354,0.0,-98.0
2023-05-04,bucket_core_screener,27,7657742.007749081,5425272.611150742,2232469.396598339,102412.0,-102376.0
2023-05-05,bucket_3_inverse,8,16632.77296066284,0.0,16632.77296066284,0.0,-98.0
2023-05-05,bucket_core_screener,27,7834677.01104784,5518707.985326767,2315969.025721073,102412.0,-102376.0
2023-05-08,bucket_3_inverse,8,17916.542488098145,0.0,17916.542488098145,0.0,-104.0
2023-05-08,bucket_core_screener,27,7818346.846036434,5529129.7305336,2289217.1155028343,102412.0,-101731.0
2023-05-09,bucket_3_inverse,8,17921.663772583008,0.0,17921.663772583008,0.0,-104.0
2023-05-09,bucket_core_screener,27,7750421.497667313,5494552.696170807,2255868.8014965057,102412.0,-101731.0
2023-05-10,bucket_3_inverse,8,17895.5595703125,0.0,17895.5595703125,0.0,-104.0
2023-05-10,bucket_core_screener,27,7788805.415455818,5517963.469888687,2270841.945567131,102412.0,-101731.0
2023-05-11,bucket_3_inverse,8,18253.78671646118,0.0,18253.78671646118,0.0,-104.0
2023-05-11,bucket_core_screener,27,7716439.4449772835,5482477.382520676,2233962.062456608,102412.0,-101731.0
2023-05-12,bucket_3_inverse,8,18446.549251556396,0.0,18446.549251556396,0.0,-104.0
2023-05-12,bucket_core_screener,27,7622815.868613243,5434615.203252792,2188200.6653604507,102412.0,-101731.0
2023-05-15,bucket_3_inverse,8,19165.34197998047,0.0,19165.34197998047,0.0,-110.0
2023-05-15,bucket_core_screener,27,7878696.278260708,5536555.159143448,2342141.11911726,102412.0,-102979.0
2023-05-16,bucket_3_inverse,8,19613.75035095215,0.0,19613.75035095215,0.0,-110.0
2023-05-16,bucket_core_screener,27,7761423.088882446,5478261.709861755,2283161.379020691,102412.0,-102979.0
2023-05-17,bucket_3_inverse,8,19108.378875732422,0.0,19108.378875732422,0.0,-110.0
2023-05-17,bucket_core_screener,27,7859964.178145409,5529956.346464157,2330007.8316812515,102412.0,-102979.0
2023-05-18,bucket_3_inverse,8,19062.178619384766,0.0,19062.178619384766,0.0,-110.0
2023-05-18,bucket_core_screener,27,7836149.1711063385,5518454.166009903,2317695.0050964355,102412.0,-102979.0
2023-05-19,bucket_3_inverse,9,21781.47100830078,0.0,21781.47100830078,0.0,-111.0
2023-05-19,bucket_core_screener,27,7803421.829255104,5502655.435096741,2300766.3941583633,102412.0,-102979.0
2023-05-22,bucket_3_inverse,9,22210.417964935303,0.0,22210.417964935303,0.0,-118.0
2023-05-22,bucket_core_screener,27,7857738.499379158,5548304.798574448,2309433.7008047104,102412.0,-100576.0
2023-05-23,bucket_3_inverse,9,22746.119243621826,0.0,22746.119243621826,0.0,-118.0
2023-05-23,bucket_core_screener,27,7700059.508460045,5466651.779071808,2233407.729388237,102412.0,-100576.0
2023-05-24,bucket_3_inverse,9,23501.25157546997,0.0,23501.25157546997,0.0,-118.0
2023-05-24,bucket_core_screener,27,7586276.34149456,5409429.831832886,2176846.5096616745,102412.0,-100576.0
2023-05-25,bucket_3_inverse,9,23010.34432220459,0.0,23010.34432220459,0.0,-118.0
2023-05-25,bucket_core_screener,27,7620529.2673892975,5432587.840997696,2187941.4263916016,102412.0,-100576.0
2023-05-26,bucket_3_inverse,9,21896.574657440186,0.0,21896.574657440186,0.0,-118.0
2023-05-26,bucket_core_screener,27,7838004.251991272,5545555.48138237,2292448.770608902,102412.0,-100576.0
2023-05-30,bucket_3_inverse,9,22398.40559387207,0.0,22398.40559387207,0.0,-123.0
2023-05-30,bucket_core_screener,27,7805913.500185013,5528666.523864746,2277246.9763202667,102412.0,-99368.0
2023-05-31,bucket_3_inverse,9,22504.022827148438,0.0,22504.022827148438,0.0,-123.0
2023-05-31,bucket_core_screener,27,7787161.01371479,5518598.162282944,2268562.8514318466,102412.0,-99368.0
2023-06-01,bucket_3_inverse,9,21692.050773620605,0.0,21692.050773620605,0.0,-123.0
2023-06-01,bucket_core_screener,27,8030964.5625600815,5646487.915271759,2384476.6472883224,102412.0,-99368.0
2023-06-02,bucket_3_inverse,9,21193.178741455078,0.0,21193.178741455078,0.0,-123.0
2023-06-02,bucket_core_screener,27,8121040.380828857,5694089.057126999,2426951.3237018585,102412.0,-99368.0
2023-06-05,bucket_3_inverse,9,24645.081802368164,0.0,24645.081802368164,0.0,-133.0
2023-06-05,bucket_core_screener,27,8041204.154671669,5680938.869981766,2360265.2846899033,102412.0,-97528.0
2023-06-06,bucket_3_inverse,9,24146.641162872314,0.0,24146.641162872314,0.0,-133.0
2023-06-06,bucket_core_screener,27,8140321.721138954,5729046.061090469,2411275.660048485,102412.0,-97528.0
2023-06-07,bucket_3_inverse,9,24485.262210845947,0.0,24485.262210845947,0.0,-133.0
2023-06-07,bucket_core_screener,27,8024840.534196854,5668514.339002609,2356326.1951942444,102412.0,-97528.0
2023-06-08,bucket_3_inverse,9,23840.77503967285,0.0,23840.77503967285,0.0,-133.0
2023-06-08,bucket_core_screener,27,8154049.605633736,5737555.921989441,2416493.6836442947,102412.0,-97528.0
2023-06-09,bucket_3_inverse,9,23752.804008483887,0.0,23752.804008483887,0.0,-133.0
2023-06-09,bucket_core_screener,27,8146918.680805206,5733516.6315898895,2413402.049215317,102412.0,-97528.0
2023-06-12,bucket_3_inverse,9,23867.92738342285,0.0,23867.92738342285,0.0,-139.0
2023-06-12,bucket_core_screener,27,8180090.4671468735,5774744.930437088,2405345.5367097855,102412.0,-96624.0
2023-06-13,bucket_3_inverse,9,23502.025230407715,0.0,23502.025230407715,0.0,-139.0
2023-06-13,bucket_core_screener,27,8276565.400629997,5824899.3347091675,2451666.06592083,102412.0,-96624.0
2023-06-14,bucket_3_inverse,9,23477.790840148926,0.0,23477.790840148926,0.0,-139.0
2023-06-14,bucket_core_screener,27,8344524.277029514,5860745.476509094,2483778.80052042,102412.0,-96624.0
2023-06-15,bucket_3_inverse,9,23236.434143066406,0.0,23236.434143066406,0.0,-139.0
2023-06-15,bucket_core_screener,27,8452312.844319344,5917980.348243713,2534332.49607563,102412.0,-96624.0
2023-06-16,bucket_3_inverse,9,23374.778228759766,0.0,23374.778228759766,0.0,-139.0
2023-06-16,bucket_core_screener,27,8428650.758142948,5907539.692037582,2521111.0661053658,102412.0,-96624.0
2023-06-20,bucket_3_inverse,9,25047.94231414795,0.0,25047.94231414795,0.0,-147.0
2023-06-20,bucket_core_screener,27,8142869.975766659,5803096.931089401,2339773.0446772575,102412.0,-93484.0
2023-06-21,bucket_3_inverse,9,25594.11476135254,0.0,25594.11476135254,0.0,-147.0
2023-06-21,bucket_core_screener,27,8024151.733812332,5743021.253305435,2281130.480506897,102412.0,-93484.0
2023-06-22,bucket_3_inverse,9,25739.178173065186,0.0,25739.178173065186,0.0,-147.0
2023-06-22,bucket_core_screener,27,8028546.413731575,5748325.939334869,2280220.4743967056,102412.0,-93484.0
2023-06-23,bucket_3_inverse,9,26422.799297332764,0.0,26422.799297332764,0.0,-147.0
2023-06-23,bucket_core_screener,27,7908250.658811569,5686202.35928154,2222048.2995300293,102412.0,-93484.0
2023-06-26,bucket_3_inverse,9,27747.142234802246,0.0,27747.142234802246,0.0,-153.0
2023-06-26,bucket_core_screener,27,8021523.163128853,5672214.663007736,2349308.5001211166,102412.0,-97487.0
2023-06-27,bucket_3_inverse,9,27230.79104232788,0.0,27230.79104232788,0.0,-153.0
2023-06-27,bucket_core_screener,27,8192047.751286507,5763844.057674408,2428203.6936120987,102412.0,-97487.0
2023-06-28,bucket_3_inverse,9,27161.577724456787,0.0,27161.577724456787,0.0,-153.0
2023-06-28,bucket_core_screener,27,8128151.69118309,5731870.193222046,2396281.4979610443,102412.0,-97487.0
2023-06-29,bucket_3_inverse,9,27102.909072875977,0.0,27102.909072875977,0.0,-153.0
2023-06-29,bucket_core_screener,27,8127313.837085724,5731773.338069916,2395540.499015808,102412.0,-97487.0
2023-06-30,bucket_3_inverse,9,26424.34285736084,0.0,26424.34285736084,0.0,-153.0
2023-06-30,bucket_core_screener,27,8252872.384123802,5797674.382146835,2455198.001976967,102412.0,-97487.0
2023-07-03,bucket_3_inverse,9,26404.430130004883,0.0,26404.430130004883,0.0,-158.0
2023-07-03,bucket_core_screener,27,8369861.595719337,5881912.209230423,2487949.3864889145,102412.0,-95612.0
2023-07-05,bucket_3_inverse,9,26683.073028564453,0.0,26683.073028564453,0.0,-158.0
2023-07-05,bucket_core_screener,27,8266024.31923008,5829530.326507568,2436493.9927225113,102412.0,-95612.0
2023-07-06,bucket_3_inverse,9,27556.55535888672,0.0,27556.55535888672,0.0,-158.0
2023-07-06,bucket_core_screener,27,8060130.372112274,5728423.75551033,2331706.616601944,102412.0,-95612.0
2023-07-07,bucket_3_inverse,9,27309.96551513672,0.0,27309.96551513672,0.0,-158.0
2023-07-07,bucket_core_screener,27,8192586.332675934,5798192.582479477,2394393.750196457,102412.0,-95612.0
2023-07-10,bucket_3_inverse,9,27706.482917785645,0.0,27706.482917785645,0.0,-165.0
2023-07-10,bucket_core_screener,27,8284443.608675957,5839722.115562439,2444721.4931135178,102412.0,-95682.0
2023-07-11,bucket_3_inverse,9,27472.920013427734,0.0,27472.920013427734,0.0,-165.0
2023-07-11,bucket_core_screener,27,8413095.901339531,5906096.388080597,2506999.513258934,102412.0,-95682.0
2023-07-12,bucket_3_inverse,9,26346.70775604248,0.0,26346.70775604248,0.0,-165.0
2023-07-12,bucket_core_screener,27,8690978.643079758,6045665.958995819,2645312.6840839386,102412.0,-95682.0
2023-07-13,bucket_3_inverse,9,25674.445373535156,0.0,25674.445373535156,0.0,-165.0
2023-07-13,bucket_core_screener,27,8970616.17698288,6191161.184398651,2779454.9925842285,102412.0,-95682.0
2023-07-14,bucket_3_inverse,9,25908.328979492188,0.0,25908.328979492188,0.0,-165.0
2023-07-14,bucket_core_screener,27,8849739.457709312,6133129.036752701,2716610.4209566116,102412.0,-95682.0
2023-07-17,bucket_3_inverse,9,27965.40727996826,0.0,27965.40727996826,0.0,-174.0
2023-07-17,bucket_core_screener,27,8403843.641515732,5933545.715045929,2470297.926469803,104213.0,-82865.0
2023-07-18,bucket_3_inverse,9,27436.97006225586,0.0,27436.97006225586,0.0,-174.0
2023-07-18,bucket_core_screener,27,8438211.901359558,5952351.130065918,2485860.77129364,104213.0,-82865.0
2023-07-19,bucket_3_inverse,9,27426.26953125,0.0,27426.26953125,0.0,-174.0
2023-07-19,bucket_core_screener,27,8445261.565376282,5956541.167694092,2488720.39768219,104213.0,-82865.0
2023-07-20,bucket_3_inverse,9,28635.61644744873,0.0,28635.61644744873,0.0,-174.0
2023-07-20,bucket_core_screener,27,8182611.213884354,5821484.540519714,2361126.6733646393,104213.0,-82865.0
2023-07-21,bucket_3_inverse,9,28667.529327392578,0.0,28667.529327392578,0.0,-174.0
