ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve
METU,META,1.998304,469,ols,0.070648,300000,0.070648,False,False,30.729999542236328,0.070648,1.0,False,True,False,False,False,False,False,False,False,0.705063,0.710344,0.242282,0.238991,0.352618,0.354659,0.0102,yfinance,0.0,0.03595,0.170112,0.171552,True,0.242282,0.171634,0.171634,0.499576,0.5994912,0.5,0.5994912,bucket_1,,False,0.070648,ETF_LS,1259.5184579129082,-630.2937180293429,1259.5184579129082,-630.2937180293429,18115.183819290072,0.0,-0.0,18115.183819290072,core_leveraged
MSFU,MSFT,1.991652,500,ols,0.034786,1200000,0.034786,False,False,31.1200008392334,0.034786,1.0,False,True,False,False,False,False,False,False,False,0.495985,0.489992,0.165179,0.162204,0.245374,0.24427,0.0098,yfinance,0.0,0.03595,0.104906,0.104373,True,0.165179,0.1303929999999999,0.1303929999999999,0.497913,0.5974956,0.5,0.5974956,bucket_1,,False,0.034786,ETF_LS,1682.3132145334118,-844.6823112337958,1682.3132145334118,-844.6823112337958,2521.776535661882,0.0,-0.0,2521.776535661882,core_leveraged
MUU,MU,1.993693,382,ols,0.048877,350000,0.048877,False,False,242.1000061035156,0.048877,1.0,False,True,False,False,False,False,False,False,False,1.186776,1.180587,0.525299,0.51727,0.59933,0.591569,0.0101,yfinance,0.0,0.03595,0.401629,0.392473,True,0.525299,0.4764219999999999,0.4764219999999999,0.49842325,0.5981078999999999,0.5,0.5981078999999999,bucket_1,,False,0.048877,ETF_LS,6097.490072883948,-3058.389668260835,6097.490072883948,-3058.389668260835,12733.673644246635,0.0,-0.0,12733.673644246635,core_leveraged
NFXL,NFLX,1.995512,387,ols,0.054423,40000,0.054423,False,False,27.65999984741211,0.054423,1.0,False,True,False,False,False,False,False,False,False,0.67841,0.67602,0.237306,0.234185,0.336695,0.337291,0.0105,yfinance,0.0,0.03595,0.15889,0.159289,True,0.237306,0.182883,0.182883,0.498878,0.5986536,0.5,0.5986536,bucket_1,,False,0.054423,ETF_LS,1866.1317259550024,-935.164371827883,1866.1317259550024,-935.164371827883,4136.340023124516,0.0,-0.0,4136.340023124516,core_leveraged
NVDU,NVDA,1.986787,500,ols,0.054988,35000,0.054988,False,False,128.82000732421875,0.054988,1.0,False,True,False,False,False,False,False,False,False,0.670189,0.670177,0.348481,0.343482,0.337739,0.336373,0.0092,yfinance,0.0,0.03595,0.156492,0.155589,True,0.348481,0.293493,0.293493,0.49669675,0.5960361,0.5,0.5960361,bucket_1,,False,0.054988,ETF_LS,3387.2509660532473,-1704.8888310892146,3387.2509660532473,-1704.8888310892146,12891.76835462524,0.0,-0.0,12891.76835462524,core_leveraged
ORCU,ORCL,2.004963,104,ols,0.107949,300000,0.107949,False,False,15.149999618530272,0.107949,1.0,False,True,False,False,False,False,False,False,False,1.131159,1.137354,0.4367,0.396213,0.583274,0.614628,0.0097,yfinance,0.0,0.03595,0.388574,0.426413,True,0.408436,0.3287509999999999,0.300487,0.50124075,0.6014889,0.50124075,0.6014889,bucket_1,,False,0.107949,ETF_LS,2013.0770847633464,-1004.046999751789,2013.0770847633464,-1004.046999751789,5915.908980202699,0.0,-0.0,5915.908980202699,core_leveraged
PALU,PANW,2.00497,268,ols,0.059028,25000,0.059028,False,False,15.746999740600586,0.059028,1.0,False,True,False,False,False,False,False,False,False,0.706971,0.693201,0.256217,0.250427,0.348509,0.345757,0.0108,yfinance,0.0,0.03595,0.169294,0.167369,True,0.256217,0.1971889999999999,0.1971889999999999,0.5012425,0.601491,0.5012425,0.601491,bucket_1,,False,0.059028,ETF_LS,1937.3623282757217,-966.2799584411346,1937.3623282757217,-966.2799584411346,3940.513826638122,0.0,-0.0,3940.513826638122,core_leveraged
PLTU,PLTR,1.991956,339,ols,0.0529769999999999,500000,0.0529769999999999,False,False,47.20000076293945,0.0529769999999999,1.0,False,True,False,False,False,False,False,False,False,1.080532,1.060746,0.508663,0.497957,0.535026,0.531238,0.0097,yfinance,0.0,0.03595,0.328169,0.324179,True,0.508663,0.455686,0.455686,0.497989,0.5975868,0.5,0.5975868,bucket_1,,False,0.0529769999999999,ETF_LS,5696.014855885226,-2859.508370609203,5696.014855885226,-2859.508370609203,16122.062214450512,0.0,-0.0,16122.062214450512,core_leveraged
QCMU,QCOM,2.001309,207,ols,0.06409,1000,0.06409,False,False,16.049999237060547,0.06409,1.0,False,True,False,False,False,False,False,False,False,0.636457,0.631671,0.220978,0.219899,0.323385,0.322637,0.0107,yfinance,0.0,0.03595,0.15148,0.150996,True,0.208568,0.156888,0.144478,0.50032725,0.6003927,0.50032725,0.6003927,bucket_1,,False,0.06409,ETF_LS,1064.9349412167371,-532.1191985928895,1064.9349412167371,-532.1191985928895,1064.9349412167371,0.0,-0.0,1064.9349412167371,core_leveraged
SHPU,SHOP,2.010142,178,ols,0.076111,30000,0.076111,False,False,16.729999542236328,0.076111,1.0,False,True,False,False,False,False,False,False,False,1.042804,1.029776,0.357732,0.351321,0.543499,0.552167,0.0109,yfinance,0.0,0.03595,0.347115,0.356757,True,0.354614,0.281621,0.278503,0.5025355,0.6030426,0.5025355,0.6030426,bucket_1,,False,0.076111,ETF_LS,2591.6166544951784,-1289.2704368622606,2591.6166544951784,-1289.2704368622606,2591.6166544951784,0.0,-0.0,2591.6166544951784,core_leveraged
SOFA,SOFI,1.985666,48,ols,0.0565139999999999,500,0.0565139999999999,False,False,18.850000381469727,0.0565139999999999,1.0,False,True,False,False,False,False,False,True,False,0.891612,0.886803,0.371119,0.309775,0.538195,0.536363,0.0097,yfinance,0.0,0.03595,0.32859,0.326664,True,0.336691,0.3146049999999999,0.280177,0.4964165,0.5956998,0.5,0.5956998,bucket_1,,False,0.0565139999999999,ETF_LS,3159.820032533067,-1591.314970661263,3159.820032533067,-1591.314970661263,7401.741972280762,0.0,-0.0,7401.741972280762,core_leveraged
TSLL,TSLA,1.994112,500,ols,0.059907,1200000,0.059907,False,False,12.93000030517578,0.059907,1.0,False,True,False,False,False,False,False,False,False,0.976983,0.96867,0.503124,0.489695,0.487329,0.486041,0.0083,yfinance,0.0,0.03595,0.279434,0.278192,True,0.503124,0.443217,0.443217,0.498528,0.5982336,0.5,0.5982336,bucket_1,,False,0.059907,ETF_LS,5329.737173586381,-2672.737124888863,5329.737173586381,-2672.737124888863,22784.17941803739,0.0,-0.0,22784.17941803739,core_leveraged
TSMX,TSM,1.996633,387,ols,0.141536,1200000,0.141536,False,False,73.88999938964844,0.141536,1.0,False,True,False,False,False,False,False,False,False,0.707614,0.706801,0.282752,0.278362,0.354488,0.351501,0.0099,yfinance,0.0,0.03595,0.170757,0.168659,True,0.282752,0.141216,0.141216,0.49915825,0.5989899,0.5,0.5989899,bucket_1,,False,0.141536,ETF_LS,838.0382445919174,-419.7257305633621,838.0382445919174,-419.7257305633621,5969.306929520527,0.0,-0.0,5969.306929520527,core_leveraged
YINN,FXI,2.974738,500,ols,0.012253,1200000,0.012253,False,False,35.5,0.012253,1.0,False,True,False,False,False,False,False,False,False,0.588252,0.588713,0.370717,0.367027,0.199929,0.200185,0.0134,yfinance,0.0,0.03595,0.201795,0.202096,True,0.370717,0.358464,0.358464,0.7436845,0.8924213999999999,0.7436845,0.8924213999999999,bucket_1,,False,0.012253,ETF_LS,5209.1016842070185,-1751.1127649584666,5209.1016842070185,-1751.1127649584666,5209.1016842070185,0.0,-0.0,5209.1016842070185,core_leveraged
MEXX,EWW,2.955963,500,ols,0.07274,20000,0.07274,False,False,32.470001220703125,0.07274,1.0,False,True,False,False,False,False,False,False,False,0.633699,0.630567,0.299701,0.296854,0.213354,0.212336,0.0123,yfinance,0.0,0.03595,0.214209,0.212957,True,0.299701,0.226961,0.226961,0.73899075,0.8867889,0.73899075,0.8867889,bucket_1,,False,0.07274,ETF_LS,1982.7346690725067,-670.7576072746873,1982.7346690725067,-670.7576072746873,1982.7346690725067,0.0,-0.0,1982.7346690725067,core_leveraged
KORU,EWY,2.932432,500,ols,0.030206,300000,0.030206,False,False,542.739990234375,0.030206,1.0,False,True,False,False,False,False,False,False,False,1.101012,1.080613,0.39801,0.393246,0.373032,0.367723,0.0132,yfinance,0.0,0.03595,0.476941,0.465799,True,0.39801,0.3678039999999999,0.3678039999999999,0.733108,0.8797296,0.733108,0.8797296,bucket_1,,False,0.030206,ETF_LS,4880.126459603318,-1664.1908353214392,4880.126459603318,-1664.1908353214392,4880.126459603318,0.0,-0.0,4880.126459603318,core_leveraged
SOXL,SOXX,2.96358,500,ols,0.01622,2000000,0.01622,False,False,105.63999938964844,0.01622,1.0,False,True,False,False,False,False,False,False,False,0.975019,0.966129,0.548801,0.544247,0.327642,0.323235,0.0075,yfinance,0.0,0.03595,0.390436,0.38209,True,0.548801,0.532581,0.532581,0.740895,0.8890739999999999,0.740895,0.8890739999999999,bucket_1,,False,0.01622,ETF_LS,7337.887936885357,-2476.021547211601,7337.887936885357,-2476.021547211601,7337.887936885357,0.0,-0.0,7337.887936885357,core_leveraged
CWEB,KWEB,1.987795,500,ols,0.011822,1200000,0.011822,False,False,28.0,0.011822,1.0,False,True,False,False,False,False,False,False,False,0.527267,0.528652,0.190958,0.188334,0.263664,0.264482,0.0127,yfinance,0.0,0.03595,0.116462,0.116887,True,0.190958,0.179136,0.179136,0.49694875,0.5963385,0.5,0.5963385,bucket_1,,False,0.011822,ETF_LS,2997.708683766553,-1508.057261320485,2997.708683766553,-1508.057261320485,2997.708683766553,0.0,-0.0,2997.708683766553,core_leveraged
NUGT,GDX,1.976712,500,ols,0.00893,150000,0.00893,False,False,196.7899932861328,0.00893,1.0,False,True,False,False,False,False,False,False,False,0.911691,0.887501,0.21578,0.213665,0.453838,0.447919,0.0113,yfinance,0.0,0.03595,0.245243,0.24009,True,0.21578,0.20685,0.20685,0.494178,0.5930136,0.5,0.5930136,bucket_1,,False,0.00893,ETF_LS,3464.0910101640525,-1752.4510450505954,3464.0910101640525,-1752.4510450505954,10273.66872114252,0.0,-0.0,10273.66872114252,core_leveraged
JNUG,GDXJ,1.973515,500,ols,0.034947,100000,0.034947,False,False,215.6199951171875,0.034947,1.0,False,True,False,False,False,False,False,False,False,1.010502,0.982735,0.25282,0.249873,0.500435,0.493713,0.0103,yfinance,0.0,0.03595,0.285872,0.279452,True,0.25282,0.2178729999999999,0.2178729999999999,0.49337875,0.5920544999999999,0.5,0.5920544999999999,bucket_1,,False,0.034947,ETF_LS,2893.7174502404973,-1466.275883507598,2893.7174502404973,-1466.275883507598,2893.7174502404973,0.0,-0.0,2893.7174502404973,core_leveraged
GUSH,XOP,2.010181,500,ols,0.032509,350000,0.032509,False,False,37.31999969482422,0.032509,1.0,False,True,False,False,False,False,False,False,False,0.545853,0.542849,0.153368,0.152487,0.272268,0.270962,0.0094,yfinance,0.0,0.03595,0.120982,0.120261,True,0.153368,0.120859,0.120859,0.50254525,0.6030543,0.50254525,0.6030543,bucket_1,,False,0.032509,ETF_LS,1614.5178573868316,-803.1703898240165,1614.5178573868316,-803.1703898240165,1614.5178573868316,0.0,-0.0,1614.5178573868316,core_leveraged
URAA,URA,1.924906,456,ols,0.026274,65000,0.026274,False,False,45.970001220703125,0.026274,1.0,False,True,False,False,False,False,False,False,False,0.92161,0.926016,0.408176,0.399459,0.487163,0.487117,0.013,yfinance,0.0,0.03595,0.257514,0.257475,True,0.408176,0.3819019999999999,0.3819019999999999,0.4812265,0.5774718,0.5,0.5774718,bucket_1,,False,0.026274,ETF_LS,5428.719846149501,-2820.2519219896976,5428.719846149501,-2820.2519219896976,5428.719846149501,0.0,-0.0,5428.719846149501,core_leveraged
TQQQ,QQQ,2.97089,500,ols,0.008619,0,0.008619,False,False,60.209999084472656,0.008619,1.0,False,True,False,False,False,False,False,True,False,0.499331,0.497312,0.241984,0.238754,0.168066,0.166586,0.0082,yfinance,0.0,0.03595,0.161748,0.160298,True,0.241984,0.233365,0.233365,0.7427225,0.8912669999999999,0.7427225,0.8912669999999999,bucket_1,,False,0.008619,ETF_LS,3703.875361148864,-1246.7224842215176,3703.875361148864,-1246.7224842215176,3703.875361148864,0.0,-0.0,3703.875361148864,core_leveraged
SPXL,SPY,2.883025,500,ols,0.025372,250000,0.025372,False,False,239.69000244140625,0.025372,1.0,False,True,False,False,False,False,False,False,False,0.386874,0.385508,0.171458,0.169449,0.130227,0.128989,0.0084,yfinance,0.0,0.03595,0.122129,0.121257,True,0.171458,0.146086,0.146086,0.72075625,0.8649074999999999,0.72075625,0.8649074999999999,bucket_1,,False,0.025372,ETF_LS,2161.663762091628,-749.7901551639782,2161.663762091628,-749.7901551639782,2161.663762091628,0.0,-0.0,2161.663762091628,core_leveraged
URTY,IWM,2.999639,500,ols,0.055662,250000,0.055662,False,False,70.58999633789062,0.055662,1.0,False,True,False,False,False,False,False,False,False,0.584146,0.584897,0.258181,0.254724,0.196398,0.195444,0.0095,yfinance,0.0,0.03595,0.197069,0.195948,True,0.258181,0.202519,0.202519,0.74990975,0.8998917000000001,0.74990975,0.8998917000000001,bucket_1,,False,0.055662,ETF_LS,2106.292044276903,-702.1818439741926,2106.292044276903,-702.1818439741926,2106.292044276903,0.0,-0.0,2106.292044276903,core_leveraged
MSTU,MSTR,1.966718,398,ols,0.244125,90000,0.244125,False,False,8.319999694824219,0.244125,1.0,False,True,False,False,False,False,False,False,False,1.354733,1.356282,1.085061,1.068963,0.681442,0.687109,0.0105,rex_shares,0.0,0.03595,0.486691,0.494064,True,1.085061,0.840936,0.840936,0.4916795,0.5900154,0.5,0.5900154,bucket_1,,False,0.244125,ETF_LS,5743.755495441656,-2920.477412339571,5743.755495441656,-2920.477412339571,46159.97641484598,0.0,-0.0,46159.97641484598,core_leveraged
NVDX,NVDA,1.997243,500,ols,0.1735259999999999,450000,0.1735259999999999,False,False,18.530000686645508,0.1735259999999999,1.0,False,True,False,False,False,False,False,False,False,0.674038,0.674647,0.407126,0.400013,0.337739,0.336373,0.0105,rex_shares,0.0,0.03595,0.159947,0.15903,True,0.407126,0.2336,0.2336,0.49931075,0.5991729,0.5,0.5991729,bucket_1,,False,0.1735259999999999,ETF_LS,838.1236673272925,-419.6403078279871,838.1236673272925,-419.6403078279871,12891.76835462524,0.0,-0.0,12891.76835462524,core_leveraged
TSLT,TSLA,1.992971,500,ols,,0,,False,True,18.040000915527344,,1.0,False,False,False,False,False,False,False,True,False,0.977088,0.968771,0.537757,0.524996,0.487329,0.486041,0.0105,yfinance,0.0,0.03595,0.281189,0.279948,True,0.537757,0.537757,0.537757,0.49824275,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,8307.65339957119,-4168.476811539751,8307.65339957119,-4168.476811539751,22784.17941803739,0.0,-0.0,22784.17941803739,core_leveraged
BTCL,IBIT,2.006123,447,ols,0.042577,45000,0.042577,False,False,20.34000015258789,0.042577,1.0,False,True,False,False,False,False,False,False,False,0.886134,0.876394,0.431047,0.424517,0.439285,0.438331,0.0095,rex_shares,0.0,0.03595,0.240417,0.239572,True,0.431047,0.38847,0.38847,0.50153075,0.6018369,0.50153075,0.6018369,bucket_1,,False,0.042577,ETF_LS,5048.193263249271,-2516.3926953877058,5048.193263249271,-2516.3926953877058,16314.45003960866,0.0,-0.0,16314.45003960866,core_leveraged
ETU,ETHA,1.989486,372,ols,0.0299529999999999,65000,0.0299529999999999,False,False,7.599999904632568,0.0299529999999999,1.0,False,True,False,False,False,False,False,False,False,1.44062,1.452952,0.740117,0.729702,0.723798,0.729507,0.0095,rex_shares,0.0,0.03595,0.560722,0.568889,True,0.740117,0.710164,0.710164,0.4973715,0.5968458,0.5,0.5968458,bucket_1,,False,0.0299529999999999,ETF_LS,9872.565274458195,-4962.369815348384,9872.565274458195,-4962.369815348384,29625.844292535887,0.0,-0.0,29625.844292535887,core_leveraged
CCUP,CRCL,1.984574,175,ols,0.2179189999999999,600000,0.2179189999999999,False,False,5.21999979019165,0.2179189999999999,1.0,False,True,False,False,False,False,False,False,False,1.897625,1.94709,1.057236,1.010135,1.128174,1.178171,0.015,rex_shares,0.0,0.03595,1.293873,1.406529,True,1.129542,0.8393170000000001,0.911623,0.4961435,0.5953722,0.5,0.5953722,bucket_1,,False,0.2179189999999999,ETF_LS,7450.218766866188,-3754.0644827888445,7450.218766866188,-3754.0644827888445,33284.17103001467,0.0,-0.0,33284.17103001467,core_leveraged
CRWU,CRWV,1.989348,185,ols,0.190975,100000,0.190975,False,False,10.710000038146973,0.190975,1.0,False,True,False,False,False,False,False,False,False,1.975297,1.942886,1.110669,1.081807,1.060102,1.074666,0.015,rex_shares,0.0,0.03595,1.156491,1.187086,True,1.122852,0.919694,0.931877,0.497337,0.5968043999999999,0.5,0.5968043999999999,bucket_1,,False,0.190975,ETF_LS,8478.50415128298,-4261.951227881185,8478.50415128298,-4261.951227881185,33242.28148698502,0.0,-0.0,33242.28148698502,core_leveraged
GOOX,GOOGL,1.978669,500,ols,0.01657,200000,0.01657,False,False,76.81999969482422,0.01657,1.0,False,True,False,False,False,False,False,False,False,0.563147,0.562601,0.205419,0.200495,0.288288,0.285891,0.0105,rex_shares,0.0,0.03595,0.126153,0.12482,True,0.205419,0.188849,0.188849,0.49466725,0.5936007,0.5,0.5936007,bucket_1,,False,0.01657,ETF_LS,3001.0761785236705,-1516.7146089233067,3001.0761785236705,-1516.7146089233067,4678.98900611988,0.0,-0.0,4678.98900611988,core_leveraged
MSFX,MSFT,2.006842,500,ols,0.072127,200000,0.072127,False,False,20.559999465942383,0.072127,1.0,False,True,False,False,False,False,False,False,False,0.497648,0.49244,0.192186,0.189317,0.245374,0.24427,0.0105,rex_shares,0.0,0.03595,0.107524,0.106978,True,0.192186,0.120059,0.120059,0.5017105,0.6020525999999999,0.5017105,0.6020525999999999,bucket_1,,False,0.072127,ETF_LS,839.4633211284703,-418.30065402680947,839.4633211284703,-418.30065402680947,2521.776535661882,0.0,-0.0,2521.776535661882,core_leveraged
NFLU,NFLX,1.992004,391,ols,0.046049,60000,0.046049,False,False,29.450000762939453,0.046049,1.0,False,True,False,False,False,False,False,False,False,0.681489,0.67811,0.241284,0.237407,0.336695,0.337291,0.0105,rex_shares,0.0,0.03595,0.15817,0.158567,True,0.241284,0.195235,0.195235,0.498001,0.5976012,0.5,0.5976012,bucket_1,,False,0.046049,ETF_LS,2270.208297169513,-1139.6605113089697,2270.208297169513,-1139.6605113089697,4136.340023124516,0.0,-0.0,4136.340023124516,core_leveraged
ROBN,HOOD,2.012261,306,ols,0.100457,450000,0.100457,False,False,26.940000534057617,0.100457,1.0,False,True,False,False,False,False,False,False,False,1.32856,1.338628,0.755219,0.745105,0.661588,0.665853,0.0105,yfinance,0.0,0.03595,0.492672,0.498438,True,0.755219,0.654762,0.654762,0.50306525,0.6036783,0.50306525,0.6036783,bucket_1,,False,0.100457,ETF_LS,7134.611126185174,-3545.569449581925,7134.611126185174,-3545.569449581925,18729.721411049653,0.0,-0.0,18729.721411049653,core_leveraged
DJTU,DJT,2.003349,285,ols,0.296881,800000,0.3620500031580286,False,False,1.6399999856948853,0.296881,1.2195122057593062,False,False,True,False,False,True,True,False,False,1.258472,1.35809,0.820237,0.81494,0.642572,0.678056,0.0105,rex_shares,0.0,0.03595,0.461546,0.508643,True,0.820237,0.4581869968419714,0.4581869968419714,0.50083725,0.6010047,0.50083725,0.6010047,bucket_1,,False,0.3620500031580286,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,
RBLU,RBLX,2.018988,285,ols,0.111084,50000,0.111084,False,False,12.9399995803833,0.111084,1.0,False,True,False,False,False,False,False,False,False,1.122789,1.096277,0.496894,0.490083,0.546935,0.543229,0.0105,rex_shares,0.0,0.03595,0.354844,0.350689,True,0.496894,0.38581,0.38581,0.504747,0.6056963999999999,0.504747,0.6056963999999999,bucket_1,,False,0.111084,ETF_LS,3109.413843348381,-1540.085351348488,3109.413843348381,-1540.085351348488,3109.413843348381,0.0,-0.0,3109.413843348381,core_leveraged
SNOU,SNOW,2.003017,249,ols,0.008264,50000,0.008264,False,False,17.959999084472656,0.008264,1.0,False,True,False,False,False,False,False,False,False,1.039285,1.042515,0.384841,0.378544,0.517847,0.52262,0.015,yfinance,0.0,0.03595,0.320439,0.325427,True,0.384074,0.376577,0.37581,0.50075425,0.6009051,0.50075425,0.6009051,bucket_1,,False,0.008264,ETF_LS,5825.639433006751,-2908.4323463089686,5825.639433006751,-2908.4323463089686,5825.639433006751,0.0,-0.0,5825.639433006751,core_leveraged
