ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
GGLL,GOOGL,1.995061,502,ols,0.05344,-0.01704,0.05344,70000,0.05344,False,False,False,True,False,False,False,False,False,False,False,0.601535,0.190751,0.301393,0.090166,0.190751,0.137311,0.137311,0.49876525,0.5985183,0.5,0.5985183,0.05344,ETF_LS,929.2094682025154,-465.7549158659888,core_leveraged
HODU,HOOD,2.006495,90,ols,0.098778,-0.062378,0.098778,9000,0.098778,False,False,False,True,False,False,False,False,False,False,False,1.421517,0.636663,0.705916,0.503183,0.550854,0.537885,0.4520759999999999,0.50162375,0.6019485,0.50162375,0.6019485,0.098778,ETF_LS,1586.3183500228822,-790.5917283735479,core_leveraged
LINT,INTC,1.988162,90,ols,0.147152,-0.110752,0.147152,10000,0.147152,False,False,False,True,False,False,False,False,False,False,False,1.457366,0.632192,0.62897,0.388606,0.475601,0.4850399999999999,0.328449,0.4970405,0.5964486,0.5,0.5964486,0.147152,ETF_LS,883.3043349978554,-444.2818718986961,core_leveraged
ELIL,LLY,1.993246,254,ols,0.102039,-0.065639,0.102039,2000,0.102039,False,False,False,True,False,False,False,False,False,False,False,0.851025,0.279578,0.375847,0.139833,0.279578,0.177539,0.177539,0.4983115,0.5979738,0.5,0.5979738,0.102039,ETF_LS,884.0589435521584,-443.52726334439325,core_leveraged
LMTL,LMT,1.981386,164,ols,0.196387,-0.159987,0.196387,15000,0.196387,False,False,False,True,False,False,False,False,False,False,False,0.48295,0.182426,0.242966,0.057394,0.138764,-0.013961,-0.057623,0.4953465,0.5944158,0.5,0.5944158,0.196387,ETF_LS,882.2945851821706,-445.29162171438105,core_leveraged
METU,META,1.998281,455,ols,0.078108,-0.0417079999999999,0.078108,250000,0.078108,False,False,False,True,False,False,False,False,False,False,False,0.722316,0.239778,0.361133,0.130081,0.239778,0.1616699999999999,0.1616699999999999,0.49957025,0.5994843,0.5,0.5994843,0.078108,ETF_LS,884.8037569205314,-442.78244997602013,core_leveraged
MRVU,MRVL,2.014533,33,ols,0.253103,-0.216703,0.253103,6000,0.253103,False,False,False,True,False,False,False,False,False,False,False,1.573516,0.600786,0.641547,0.420598,0.444194,0.347683,0.1910909999999999,0.50363325,0.6043599000000001,0.50363325,0.6043599000000001,0.253103,ETF_LS,887.1908929634975,-440.3953139330542,core_leveraged
MSFU,MSFT,1.991738,502,ols,0.0362679999999999,0.000132,0.0362679999999999,400000,0.0362679999999999,False,False,False,True,False,False,False,False,False,False,False,0.481244,0.161358,0.241392,0.05755,0.161358,0.12509,0.12509,0.4979345,0.5975214,0.5,0.5975214,0.0362679999999999,ETF_LS,1013.7681167748196,-508.98668237228975,core_leveraged
MUU,MU,1.994217,368,ols,0.036248,0.000152,0.036248,150000,0.036248,False,False,False,True,False,False,False,False,False,False,False,1.280458,0.52225,0.612124,0.371452,0.52225,0.486002,0.486002,0.49855425,0.5982651,0.5,0.5982651,0.036248,ETF_LS,2139.29548714956,-1072.7495990404052,core_leveraged
NFXL,NFLX,1.996704,373,ols,0.108608,-0.072208,0.108608,200000,0.108608,False,False,False,True,False,False,False,False,False,False,False,0.696147,0.227682,0.329996,0.10836,0.227682,0.119074,0.119074,0.499176,0.5990112,0.5,0.5990112,0.108608,ETF_LS,884.5707449435021,-443.0154619530496,core_leveraged
NVDU,NVDA,1.987304,502,ols,0.0563619999999999,-0.019962,0.0563619999999999,35000,0.0563619999999999,False,False,False,True,False,False,False,False,False,False,False,0.983492,0.35541,0.494623,0.240012,0.35541,0.299048,0.299048,0.496826,0.5961911999999999,0.5,0.5961911999999999,0.0563619999999999,ETF_LS,1411.5862508255614,-710.3021232914347,core_leveraged
ORCU,ORCL,2.004174,90,ols,0.139353,-0.1029529999999999,0.139353,200000,0.139353,False,False,False,True,False,False,False,False,False,False,False,1.084278,0.383283,0.513966,0.265817,0.307769,0.2439299999999999,0.168416,0.5010435,0.6012521999999999,0.5010435,0.6012521999999999,0.139353,ETF_LS,885.6723207845782,-441.91388611197345,core_leveraged
PALU,PANW,2.004366,254,ols,0.0529469999999999,-0.016547,0.0529469999999999,200000,0.0529469999999999,False,False,False,True,False,False,False,False,False,False,False,0.734275,0.243987,0.346628,0.120939,0.243987,0.19104,0.19104,0.5010915,0.6013098,0.5010915,0.6013098,0.0529469999999999,ETF_LS,1101.4228867168408,-549.5118589702882,core_leveraged
PLTU,PLTR,1.991923,325,ols,0.078213,-0.041813,0.078213,150000,0.078213,False,False,False,True,False,False,False,False,False,False,False,1.287308,0.501539,0.627288,0.388736,0.501539,0.423326,0.423326,0.49798075,0.5975769,0.5,0.5975769,0.078213,ETF_LS,1642.8524773219053,-824.7570198857613,core_leveraged
QCMU,QCOM,2.002538,193,ols,0.031443,0.004957,0.031443,20000,0.031443,False,False,False,True,False,False,False,False,False,False,False,0.64412,0.221159,0.382979,0.147232,0.203851,0.189716,0.172408,0.5006345,0.6007614,0.5006345,0.6007614,0.031443,ETF_LS,1197.2154231317536,-597.8490411326794,core_leveraged
SHPU,SHOP,2.012168,164,ols,0.050037,-0.013637,0.050037,35000,0.050037,False,False,False,True,False,False,False,False,False,False,False,1.022746,0.339361,0.578248,0.340498,0.339758,0.289324,0.289721,0.503042,0.6036503999999999,0.503042,0.6036503999999999,0.050037,ETF_LS,1430.4100992776469,-710.8800553818801,core_leveraged
SOFA,SOFI,1.993536,34,ols,0.043086,-0.006686,0.043086,3000,0.043086,False,False,False,True,False,False,False,False,False,False,False,0.852094,0.212588,0.573203,0.325383,0.310165,0.1695019999999999,0.267079,0.498384,0.5980608,0.5,0.5980608,0.043086,ETF_LS,1407.7665519270654,-706.1656031930527,core_leveraged
TSLL,TSLA,1.993773,502,ols,0.058647,-0.022247,0.058647,1500000,0.058647,False,False,False,True,False,False,False,False,False,False,False,1.248186,0.496723,0.625952,0.388164,0.496723,0.438076,0.438076,0.49844325,0.5981318999999999,0.5,0.5981318999999999,0.058647,ETF_LS,1829.2764190529144,-917.4948296786616,core_leveraged
TSMX,TSM,1.994622,373,ols,0.218698,-0.182298,0.218698,450000,0.218698,False,False,False,True,False,False,False,False,False,False,False,0.811901,0.279213,0.408995,0.16593,0.279213,0.0605149999999999,0.0605149999999999,0.4986555,0.5983866,0.5,0.5983866,0.218698,ETF_LS,884.2627400628238,-443.3234668337278,core_leveraged
XOMX,XOM,1.97567,236,ols,0.0545289999999999,-0.018129,0.0545289999999999,1000,0.0545289999999999,False,False,False,True,False,False,False,False,False,False,False,0.447734,0.142099,0.230204,0.051076,0.13632,0.08757,0.081791,0.4939175,0.592701,0.5,0.592701,0.0545289999999999,ETF_LS,881.4392191941009,-446.14698770245076,core_leveraged
YINN,FXI,2.972942,502,ols,0.017397,0.019003,0.017397,1000000,0.017397,False,False,False,True,False,False,False,False,False,False,False,0.858196,0.370981,0.287975,0.243209,0.370981,0.353584,0.353584,0.7432355,0.8918826000000001,0.7432355,0.8918826000000001,0.017397,ETF_LS,1892.8890569768282,-636.7056797531967,core_leveraged
MEXX,EWW,2.956265,502,ols,0.045707,-0.009307,0.045707,500,0.045707,False,False,False,True,False,False,False,False,False,True,False,0.741849,0.29905,0.250302,0.181163,0.29905,0.253343,0.253343,0.73906625,0.8868795,0.73906625,0.8868795,0.045707,ETF_LS,1417.765167011376,-479.57986412293076,core_leveraged
KORU,EWY,2.930173,502,ols,0.109929,-0.073529,0.109929,35000,0.109929,False,False,False,True,False,False,False,False,False,False,False,0.907136,0.382701,0.309266,0.270473,0.382701,0.272772,0.272772,0.73254325,0.8790519,0.73254325,0.8790519,0.109929,ETF_LS,1047.1811015110084,-357.3785921551418,core_leveraged
LABU,XBI,2.98841,502,ols,0.1646,-0.1282,0.1646,85000,0.1646,False,False,False,True,False,False,False,False,False,False,False,0.796438,0.325992,0.266318,0.210726,0.325992,0.161392,0.161392,0.7471025,0.896523,0.7471025,0.896523,0.1646,ETF_LS,994.7251903770485,-332.86101651950315,core_leveraged
SOXL,SOXX,2.961403,502,ols,0.019131,0.017269,0.019131,6800000,0.019131,False,False,False,True,False,False,False,False,False,False,False,1.132394,0.549702,0.382074,0.423964,0.549702,0.530571,0.530571,0.74035075,0.8884209,0.74035075,0.8884209,0.019131,ETF_LS,2389.4990031073867,-806.8807261650599,core_leveraged
CHAU,ASHR,1.966542,502,ols,0.084866,-0.0484659999999999,0.084866,7000,0.084866,False,False,False,True,False,False,False,False,False,False,False,0.515712,0.116677,0.261767,0.065121,0.116677,0.031811,0.031811,0.4916355,0.5899626,0.5,0.5899626,0.084866,ETF_LS,880.0664323925831,-447.51977450396845,core_leveraged
CWEB,KWEB,1.987614,502,ols,0.0159319999999999,0.020468,0.0159319999999999,550000,0.0159319999999999,False,False,False,True,False,False,False,False,False,False,False,0.704744,0.189108,0.354295,0.123202,0.189108,0.173176,0.173176,0.4969035,0.5962841999999999,0.5,0.5962841999999999,0.0159319999999999,ETF_LS,1309.0587486210306,-658.6081344873957,core_leveraged
ERX,XLE,1.987243,502,ols,0.201566,-0.165166,0.201566,6000,0.201566,False,False,False,True,False,False,False,False,False,False,False,0.444461,0.110281,0.223352,0.048936,0.110281,-0.091285,-0.091285,0.49681075,0.5961729,0.5,0.5961729,0.201566,ETF_LS,883.1676554440747,-444.418551452477,core_leveraged
NUGT,GDX,1.978449,502,ols,0.022877,0.013523,0.022877,300000,0.022877,False,False,False,True,False,False,False,False,False,False,False,0.778839,0.214733,0.393307,0.149726,0.214733,0.191856,0.191856,0.49461225,0.5935347,0.5,0.5935347,0.022877,ETF_LS,1316.4636349094276,-665.401855144827,core_leveraged
JNUG,GDXJ,1.975633,502,ols,0.0448369999999999,-0.008437,0.0448369999999999,100000,0.0448369999999999,False,False,False,True,False,False,False,False,False,False,False,0.869959,0.249392,0.439292,0.185981,0.249392,0.204555,0.204555,0.49390825,0.5926899,0.5,0.5926899,0.0448369999999999,ETF_LS,1198.1021112935664,-606.4396126677203,core_leveraged
GUSH,XOP,2.010362,502,ols,0.039676,-0.003276,0.039676,200000,0.039676,False,False,False,True,False,False,False,False,False,False,False,0.585376,0.14845,0.290971,0.085985,0.14845,0.108774,0.108774,0.5025905,0.6031086,0.5025905,0.6031086,0.039676,ETF_LS,941.118514446484,-468.1338557167734,core_leveraged
URAA,URA,1.931924,442,ols,0.03063,0.00577,0.03063,60000,0.03063,False,False,False,True,False,False,False,False,False,False,False,0.883572,0.377285,0.439781,0.174106,0.377285,0.346655,0.346655,0.482981,0.5795772,0.5,0.5795772,0.03063,ETF_LS,1740.229363313254,-900.7752703073486,core_leveraged
MSTU,MSTR,1.965988,384,ols,0.251469,-0.215069,0.251469,2300000,0.251469,False,False,False,True,False,False,False,False,False,False,False,1.71542,1.084279,0.882264,0.739128,1.084279,0.83281,0.83281,0.491497,0.5897964,0.5,0.5897964,0.251469,ETF_LS,1674.9635586753332,-851.9703877517732,core_leveraged
NVDX,NVDA,1.997723,502,ols,0.107708,-0.071308,0.107708,300000,0.107708,False,False,False,True,False,False,False,False,False,False,False,0.989174,0.410846,0.494623,0.243817,0.410846,0.303138,0.303138,0.49943075,0.5993168999999999,0.5,0.5993168999999999,0.107708,ETF_LS,1057.3950249451996,-529.3001206599712,core_leveraged
TSLT,TSLA,1.992542,502,ols,0.076121,-0.039721,0.076121,350000,0.076121,False,False,False,True,False,False,False,False,False,False,False,1.247702,0.532162,0.625952,0.387444,0.532162,0.456041,0.456041,0.4981355,0.5977626,0.5,0.5977626,0.076121,ETF_LS,1759.900274628801,-883.2437532703456,core_leveraged
BTCL,IBIT,2.005999,433,ols,0.046078,-0.0096779999999999,0.046078,20000,0.046078,False,False,False,True,False,False,False,False,False,False,False,1.003171,0.428918,0.500601,0.252861,0.428918,0.38284,0.38284,0.50149975,0.6017997,0.50149975,0.6017997,0.046078,ETF_LS,1748.1300473543822,-871.4511060844906,core_leveraged
ETU,ETHA,1.989215,358,ols,0.03802,-0.00162,0.03802,50000,0.03802,False,False,False,True,False,False,False,False,False,False,False,1.519113,0.74464,0.75033,0.55392,0.74464,0.70662,0.70662,0.49730375,0.5967644999999999,0.5,0.5967644999999999,0.03802,ETF_LS,2814.3681944573837,-1414.8134789137341,core_leveraged
CCUP,CRCL,1.984011,161,ols,0.201273,-0.164873,0.201273,400000,0.201273,False,False,False,True,False,False,False,False,False,False,False,1.95078,1.015639,1.192431,1.387972,1.150093,0.8143659999999999,0.94882,0.49600275,0.5952033,0.5,0.5952033,0.201273,ETF_LS,2398.6069616809605,-1208.9685801545256,core_leveraged
CRWU,CRWV,1.988573,171,ols,0.207212,-0.170812,0.207212,200000,0.207212,False,False,False,True,False,False,False,False,False,False,False,1.970012,1.131783,1.192216,1.397109,1.217066,0.924571,1.009854,0.49714325,0.5965718999999999,0.5,0.5965718999999999,0.207212,ETF_LS,2546.4569062931714,-1280.5448461249205,core_leveraged
AAPX,AAPL,1.995734,502,ols,0.130084,-0.0936839999999999,0.130084,25000,0.130084,False,False,False,True,False,False,False,False,False,False,False,0.566811,0.192412,0.283478,0.079846,0.192412,0.0623279999999999,0.0623279999999999,0.4989335,0.5987201999999999,0.5,0.5987201999999999,0.130084,ETF_LS,884.4272992977623,-443.15890759878937,core_leveraged
GOOX,GOOGL,1.978088,502,ols,0.018906,0.017494,0.018906,100000,0.018906,False,False,False,True,False,False,False,False,False,False,False,0.599237,0.206832,0.301393,0.087874,0.206832,0.1879259999999999,0.1879259999999999,0.494522,0.5934264,0.5,0.5934264,0.018906,ETF_LS,1332.6642424261495,-673.7133243951479,core_leveraged
MSFX,MSFT,2.007336,502,ols,0.0601199999999999,-0.0237199999999999,0.0601199999999999,25000,0.0601199999999999,False,False,False,True,False,False,False,False,False,False,False,0.485998,0.188036,0.241392,0.058913,0.188036,0.127916,0.127916,0.501834,0.6022008,0.501834,0.6022008,0.0601199999999999,ETF_LS,886.1369618183323,-441.44924507821923,core_leveraged
NFLU,NFLX,1.992526,377,ols,0.033333,0.003067,0.033333,10000,0.033333,False,False,False,True,False,False,False,False,False,False,False,0.69214,0.232,0.329996,0.10768,0.232,0.198667,0.198667,0.4981315,0.5977578,0.5,0.5977578,0.033333,ETF_LS,1264.310470078739,-634.5264604219664,core_leveraged
ROBN,HOOD,2.011457,292,ols,0.106006,-0.069606,0.106006,100000,0.106006,False,False,False,True,False,False,False,False,False,False,False,1.523429,0.745358,0.705916,0.506914,0.745358,0.6393519999999999,0.6393519999999999,0.50286425,0.6034371,0.50286425,0.6034371,0.106006,ETF_LS,2117.9511270093612,-1052.943775089083,core_leveraged
DJTU,DJT,2.007177,271,ols,0.259984,-0.223584,0.259984,100000,0.259984,False,False,False,True,False,False,False,False,False,False,False,1.46724,0.834359,0.975571,0.962009,0.834359,0.574375,0.574375,0.50179425,0.6021531,0.50179425,0.6021531,0.259984,ETF_LS,886.1136208477252,-441.47258604882643,core_leveraged
RBLU,RBLX,2.018322,271,ols,0.077474,-0.041074,0.077474,40000,0.077474,False,False,False,True,False,False,False,False,False,False,False,1.129113,0.498405,0.525616,0.283911,0.498405,0.420931,0.420931,0.5045805,0.6054965999999999,0.5045805,0.6054965999999999,0.077474,ETF_LS,1642.9010828848025,-813.9935465623437,core_leveraged
SNOU,SNOW,2.018126,235,ols,0.008303,0.0280969999999999,0.008303,4000,0.008303,False,False,False,True,False,False,False,False,False,False,False,0.995393,0.342081,0.523099,0.281117,0.337968,0.333778,0.329665,0.5045315,0.6054378,0.5045315,0.6054378,0.008303,ETF_LS,1853.8964830401876,-918.6227634152613,core_leveraged
GLXU,GLXY,2.011764,162,ols,0.092897,-0.056497,0.092897,90000,0.092897,False,False,False,True,False,False,False,False,False,False,False,1.847377,1.063769,0.897615,0.819986,0.976704,0.970872,0.883807,0.502941,0.6035292,0.502941,0.6035292,0.092897,ETF_LS,2972.7204733538947,-1477.6685900303887,core_leveraged
AFRU,AFRM,1.95044,136,ols,0.18015,-0.14375,0.18015,10000,0.18015,False,False,False,True,False,False,False,False,False,False,False,1.20332,0.639297,0.753578,0.526361,0.587311,0.4591469999999999,0.407161,0.48761,0.585132,0.5,0.585132,0.18015,ETF_LS,877.6240972123853,-449.96210968416636,core_leveraged
KTUP,KTOS,2.027921,136,ols,0.188269,-0.151869,0.188269,10000,0.188269,False,False,False,True,False,False,False,False,False,False,False,1.554439,0.784753,0.563495,0.330949,0.575859,0.596484,0.38759,0.50698025,0.6083763,0.50698025,0.6083763,0.188269,ETF_LS,889.1381077233725,-438.4480991731791,core_leveraged
TTDU,TTD,1.995239,135,ols,0.1298419999999999,-0.093442,0.1298419999999999,60000,0.1298419999999999,False,False,False,True,False,False,False,False,False,False,False,1.012512,0.514209,0.620461,0.382227,0.452932,0.384367,0.32309,0.49880975,0.5985716999999999,0.5,0.5985716999999999,0.1298419999999999,ETF_LS,960.574290623702,-481.43319703739854,core_leveraged
BMNU,BMNR,1.946511,128,ols,0.216661,-0.180261,0.216661,1600000,0.216661,False,False,False,True,False,False,False,False,False,False,False,2.063085,1.670507,1.06819,1.051113,1.365726,1.453846,1.149065,0.48662775,0.5839533,0.5,0.5839533,0.216661,ETF_LS,2913.5785180764087,-1496.820987950445,core_leveraged
SBTU,SBET,2.025603,111,ols,0.058036,-0.021636,0.058036,30000,0.058036,False,False,False,True,False,False,False,False,False,False,False,1.756889,0.853428,0.867341,0.781418,0.813137,0.795392,0.755101,0.50640075,0.6076809,0.50640075,0.6076809,0.058036,ETF_LS,2821.4555348845893,-1392.8966015969513,core_leveraged
CIFU,CIFR,1.986374,88,ols,0.334406,-0.298006,0.334406,1000,0.334406,False,False,False,False,True,False,False,True,True,False,False,2.101182,1.352119,1.117236,1.22282,1.267972,1.017713,0.933566,0.4965935,0.5959122,0.5,0.5959122,0.334406,ETF_LS,0.0,0.0,
SOLX,GSOL,1.979316,81,ols,0.050598,-0.0141979999999999,0.050598,8000,0.050598,False,False,False,True,False,False,False,False,False,False,False,1.559193,0.778491,1.123983,1.224412,1.08108,0.727893,1.030482,0.494829,0.5937948,0.5,0.5937948,0.050598,ETF_LS,3734.992341917424,-1887.0116453953908,core_leveraged
XRPK,XRPZ,1.957457,81,ols,0.1030219999999999,-0.066622,0.1030219999999999,7000,0.1030219999999999,False,False,False,True,False,False,False,False,False,False,False,1.63212,1.041774,0.825842,0.63911,0.768538,0.938752,0.6655160000000001,0.48936425,0.5872371,0.5,0.5872371,0.1030219999999999,ETF_LS,2218.70712231553,-1133.4640415168915,core_leveraged
XRPT,XRPZ,2.01607,87,ols,0.077846,-0.041446,0.077846,600,0.077846,False,False,False,True,False,False,False,False,False,True,False,1.594449,0.91055,0.825842,0.698543,0.771736,0.832704,0.69389,0.5040175,0.6048209999999999,0.5040175,0.6048209999999999,0.077846,ETF_LS,2489.3773811826304,-1234.767335054155,core_leveraged
GMEU,GME,1.967731,235,ols,0.2467899999999999,-0.21039,0.2467899999999999,10000,0.2467899999999999,False,False,False,True,False,False,False,False,False,False,False,0.888019,0.607472,0.444061,0.187748,0.579157,0.360682,0.3323670000000001,0.49193275,0.5903193,0.5,0.5903193,0.2467899999999999,ETF_LS,880.245727959427,-447.3404789371246,core_leveraged
APPX,APP,1.985953,234,ols,0.051131,-0.014731,0.051131,200000,0.051131,False,False,False,True,False,False,False,False,False,False,False,1.422752,0.657628,0.820015,0.658323,0.657678,0.606497,0.606547,0.49648825,0.5957859,0.5,0.5957859,0.051131,ETF_LS,2408.1769398286006,-1212.6052025544413,core_leveraged
ARCX,ACHR,1.987174,203,ols,0.142398,-0.105998,0.142398,15000,0.142398,False,False,False,True,False,False,False,False,False,False,False,1.452516,0.688264,0.871734,0.745363,0.699367,0.545866,0.5569689999999999,0.4967935,0.5961522,0.5,0.5961522,0.142398,ETF_LS,1598.8348158609695,-804.5771612656815,core_leveraged
ASTX,ASTS,1.989256,182,ols,0.0809559999999999,-0.044556,0.0809559999999999,150000,0.0809559999999999,False,False,False,True,False,False,False,False,False,False,False,2.077856,1.216692,1.298722,1.659594,1.33972,1.135736,1.258764,0.497314,0.5967768,0.5,0.5967768,0.0809559999999999,ETF_LS,4228.273027257102,-2125.5549950620243,core_leveraged
BEX,BE,1.975872,94,ols,0.104375,-0.067975,0.104375,150000,0.104375,False,False,False,True,False,False,False,False,False,False,False,2.150365,1.210405,0.993337,0.951294,1.047947,1.10603,0.943572,0.493968,0.5927616,0.5,0.5927616,0.104375,ETF_LS,3077.8123706815977,-1557.6982571146298,core_leveraged
CEGX,CEG,1.983505,182,ols,0.098962,-0.0625619999999999,0.098962,10000,0.098962,False,False,False,True,False,False,False,False,False,False,False,0.93922,0.323883,0.584529,0.333267,0.32649,0.2249209999999999,0.227528,0.49587625,0.5950515,0.5,0.5950515,0.098962,ETF_LS,882.610848418335,-444.9753584782166,core_leveraged
CLSX,CLSK,1.998532,136,ols,0.148755,-0.112355,0.148755,30000,0.148755,False,False,False,True,False,False,False,False,False,False,False,2.051257,1.255281,0.952205,0.904699,1.093902,1.106526,0.945147,0.499633,0.5995596,0.5,0.5995596,0.148755,ETF_LS,2763.8839788201926,-1382.957079906748,core_leveraged
COZX,CORZ,2.037879,100,ols,,,,0,,False,True,False,False,False,False,False,False,False,True,False,1.455903,0.747858,0.860798,0.783606,0.76942,0.747858,0.76942,0.50946975,1.0,0.50946975,1.0,,ETF_LS,3280.2963801203928,-1609.6619966741855,core_leveraged
CRDU,CRDO,1.990013,136,ols,0.095286,-0.058886,0.095286,75000,0.095286,False,False,False,True,False,False,False,False,False,False,False,1.736305,0.987122,0.907558,0.811364,0.906218,0.8918360000000001,0.810932,0.49750325,0.5970039,0.5,0.5970039,0.095286,ETF_LS,2728.9173618805858,-1371.30629894407,core_leveraged
CSEX,CLS,1.996813,94,ols,0.073253,-0.036853,0.073253,20000,0.073253,False,False,False,True,False,False,False,False,False,False,False,1.547148,0.659138,0.710609,0.502554,0.560962,0.585885,0.4877089999999999,0.49920325,0.5990439,0.5,0.5990439,0.073253,ETF_LS,1879.474008593847,-941.2368652416861,core_leveraged
CWVX,CRWV,1.989325,182,ols,0.059155,-0.022755,0.059155,100000,0.059155,False,False,False,True,False,False,False,False,False,False,False,1.947089,0.952486,1.192216,1.3987,1.076434,0.8933310000000001,1.0172789999999998,0.49733125,0.5967975,0.5,0.5967975,0.059155,ETF_LS,3631.5632407999556,-1825.5253620197582,core_leveraged
DOGD,DDOG,2.014736,160,ols,0.135497,-0.099097,0.135497,10000,0.135497,False,False,False,True,False,False,False,False,False,False,False,1.189533,0.36177,0.482223,0.237704,0.316476,0.2262729999999999,0.1809789999999999,0.503684,0.6044208,0.503684,0.6044208,0.135497,ETF_LS,887.220547383894,-440.3656595126577,core_leveraged
ENPX,ENPH,2.017804,136,ols,0.1869739999999999,-0.1505739999999999,0.1869739999999999,5000,0.1869739999999999,False,False,False,True,False,False,False,False,False,False,False,1.63841,0.742343,0.72652,0.542011,0.650127,0.555369,0.463153,0.504451,0.6053411999999999,0.504451,0.6053411999999999,0.1869739999999999,ETF_LS,990.6853521849799,-490.9720429660066,core_leveraged
FLYT,FLY,1.982715,109,ols,0.220071,-0.183671,0.220071,2000,0.220071,False,False,False,True,False,False,False,False,False,False,False,2.357478,1.514856,1.102892,1.185015,1.327684,1.294785,1.1076130000000002,0.49567875,0.5948145,0.5,0.5948145,0.220071,ETF_LS,2759.140540731518,-1391.5971487236027,core_leveraged
