ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
FRDU,F,1.984377,174,ols,,0,,False,True,24.844999313354492,,1.0,False,,False,False,False,False,False,True,False,True,False,0.621182,0.201048,0.34479,0.116109,0.174757,0.201048,0.174757,0.49609425,1.0,0.5,1.0
GGLL,GOOGL,1.994595,501,ols,0.053583,45000,0.053583,False,False,83.44999694824219,0.053583,1.0,False,,True,False,False,False,False,True,False,False,False,0.600744,0.191035,0.301067,0.089908,0.191035,0.13745200000000002,0.13745200000000002,0.49864875,0.5983784999999999,0.5,0.5983784999999999
HODU,HOOD,2.006336,90,ols,0.09893700000000001,10000,0.09893700000000001,False,False,7.210000038146973,0.09893700000000001,1.0,False,,True,False,False,False,False,True,False,False,False,1.420755,0.639843,0.706516,0.503919,0.552463,0.540906,0.45352600000000004,0.501584,0.6019008,0.501584,0.6019008
LINT,INTC,1.989699,90,ols,0.147152,10000,0.147152,False,False,38.31999969482422,0.147152,1.0,False,,True,False,False,False,False,True,False,False,False,1.453058,0.622641,0.628931,0.389463,0.472741,0.475489,0.325589,0.49742475,0.5969097,0.5,0.5969097
ELIL,LLY,1.992329,254,ols,0.102039,2000,0.102039,False,False,20.89299964904785,0.102039,1.0,False,,True,False,False,False,False,True,False,False,False,0.84653,0.278641,0.375027,0.139031,0.278641,0.17660200000000004,0.17660200000000004,0.49808225,0.5976987,0.5,0.5976987
LMTL,LMT,1.993929,164,ols,0.196387,15000,0.196387,False,False,46.93000030517578,0.196387,1.0,False,,True,False,False,False,False,True,False,False,False,0.484809,0.156395,0.243138,0.058579,0.122237,-0.039992,-0.07415000000000001,0.49848225,0.5981787,0.5,0.5981787
METU,META,1.998283,455,ols,0.07810800000000001,300000,0.07810800000000001,False,False,22.969999313354492,0.07810800000000001,1.0,False,,True,False,False,False,False,True,False,False,False,0.721318,0.238935,0.360944,0.129945,0.238935,0.160827,0.160827,0.49957075,0.5994849,0.5,0.5994849
MRVU,MRVL,2.009497,33,ols,0.253103,100,0.253103,False,False,38.7400016784668,0.253103,1.0,False,,True,False,False,False,False,True,False,True,False,1.567239,0.624738,0.64208,0.418158,0.44521,0.371635,0.19210699999999997,0.50237425,0.6028491,0.50237425,0.6028491
MSFU,MSFT,1.991664,501,ols,0.036267999999999995,450000,0.036267999999999995,False,False,22.920000076293945,0.036267999999999995,1.0,False,,True,False,False,False,False,True,False,False,False,0.481585,0.16157,0.241572,0.057629,0.16157,0.125302,0.125302,0.497916,0.5974992,0.5,0.5974992
MUU,MU,1.994267,368,ols,0.036267,150000,0.036267,False,False,141.77000427246094,0.036267,1.0,False,,True,False,False,False,False,True,False,False,False,1.276815,0.520192,0.611202,0.370362,0.520192,0.483925,0.483925,0.49856675,0.5982801,0.5,0.5982801
NFXL,NFLX,1.996722,373,ols,0.10858599999999999,150000,0.10858599999999999,False,False,29.709999084472656,0.10858599999999999,1.0,False,,True,False,False,False,False,True,False,False,False,0.696198,0.228314,0.330343,0.108591,0.228314,0.119728,0.119728,0.4991805,0.5990166,0.5,0.5990166
NVDU,NVDA,1.987284,501,ols,0.056361999999999995,25000,0.056361999999999995,False,False,98.08000183105469,0.056361999999999995,1.0,False,,True,False,False,False,False,True,False,False,False,0.984254,0.356116,0.495013,0.240384,0.356116,0.29975399999999996,0.29975399999999996,0.496821,0.5961852,0.5,0.5961852
ORCU,ORCL,2.004102,90,ols,0.139353,200000,0.139353,False,False,9.288000106811523,0.139353,1.0,False,,True,False,False,False,False,True,False,False,False,1.084614,0.377671,0.514504,0.266345,0.306104,0.23831799999999997,0.16675099999999998,0.5010255,0.6012306,0.5010255,0.6012306
PALU,PANW,2.004325,254,ols,0.052946999999999994,200000,0.052946999999999994,False,False,12.609000205993652,0.052946999999999994,1.0,False,,True,False,False,False,False,True,False,False,False,0.734273,0.246147,0.346621,0.120927,0.246147,0.1932,0.1932,0.50108125,0.6012975,0.50108125,0.6012975
PLTU,PLTR,1.99193,325,ols,0.07796299999999999,150000,0.07796299999999999,False,False,44.54999923706055,0.07796299999999999,1.0,False,,True,False,False,False,False,True,False,False,False,1.287311,0.501655,0.627873,0.389465,0.501655,0.42369199999999996,0.42369199999999996,0.4979825,0.597579,0.5,0.597579
QCMU,QCOM,2.002481,193,ols,0.031443,20000,0.031443,False,False,14.206999778747559,0.031443,1.0,False,,True,False,False,False,False,True,False,False,False,0.644589,0.220907,0.383438,0.147572,0.203737,0.189464,0.172294,0.50062025,0.6007443,0.50062025,0.6007443
SHPU,SHOP,2.011967,164,ols,0.050037000000000005,35000,0.050037000000000005,False,False,13.8100004196167,0.050037000000000005,1.0,False,,True,False,False,False,False,True,False,False,False,1.022532,0.34479,0.578822,0.341073,0.343492,0.294753,0.293455,0.50299175,0.6035900999999999,0.50299175,0.6035900999999999
SOFA,SOFI,1.99336,34,ols,0.043086,3000,0.043086,False,False,12.9399995803833,0.043086,1.0,False,,True,False,False,False,False,True,False,False,False,0.852745,0.297595,0.573875,0.32606,0.322219,0.254509,0.27913299999999996,0.49834,0.598008,0.5,0.598008
TSLL,TSLA,1.993786,501,ols,0.058496,1700000,0.058496,False,False,12.770000457763672,0.058496,1.0,False,,True,False,False,False,False,True,False,False,False,1.24735,0.497056,0.625528,0.387646,0.497056,0.43856,0.43856,0.4984465,0.5981358,0.5,0.5981358
TSMX,TSM,1.994771,373,ols,0.218689,450000,0.218689,False,False,58.400001525878906,0.218689,1.0,False,,True,False,False,False,False,True,False,False,False,0.811647,0.277058,0.409211,0.166143,0.277058,0.05836900000000003,0.05836900000000003,0.49869275,0.5984313,0.5,0.5984313
XOMX,XOM,1.981024,236,ols,0.054528999999999994,2000,0.054528999999999994,False,False,49.65999984741211,0.054528999999999994,1.0,False,,True,False,False,False,False,True,False,False,False,0.447288,0.149347,0.229679,0.05126,0.143119,0.09481800000000001,0.08859,0.495256,0.5943071999999999,0.5,0.5943071999999999
YINN,FXI,2.97289,501,ols,0.017397,950000,0.017397,False,False,31.950000762939453,0.017397,1.0,False,,True,False,False,False,False,True,False,False,False,0.859082,0.370446,0.288278,0.243711,0.370446,0.353049,0.353049,0.7432225,0.891867,0.7432225,0.891867
MEXX,EWW,2.956222,501,ols,,0,,False,True,30.31999969482422,,1.0,False,,False,False,False,False,False,True,False,True,False,0.742361,0.29927,0.250479,0.181413,0.29927,0.29927,0.29927,0.7390555,1.0,0.7390555,1.0
KORU,EWY,2.929762,501,ols,0.110029,100000,0.110029,False,False,305.9599914550781,0.110029,1.0,False,,True,False,False,False,False,True,False,False,False,0.906568,0.382706,0.309116,0.270115,0.382706,0.272677,0.272677,0.7324405,0.8789286000000001,0.7324405,0.8789286000000001
HIBL,SPY,4.472404,501,ols,0.659639,4000,0.659639,False,False,61.63999938964844,0.659639,1.0,False,,False,True,False,False,False,False,True,False,False,0.808753,0.400863,0.166998,0.216553,0.400863,-0.25877599999999995,-0.25877599999999995,1.0,1.0,1.0,1.0
LABU,XBI,2.988408,501,ols,0.1646,85000,0.1646,False,False,169.6300048828125,0.1646,1.0,False,,True,False,False,False,False,True,False,False,False,0.793648,0.327152,0.265385,0.209251,0.327152,0.162552,0.162552,0.747102,0.8965224,0.747102,0.8965224
SOXL,SOXX,2.96137,501,ols,0.019131,3700000,0.019131,False,False,52.2599983215332,0.019131,1.0,False,,True,False,False,False,False,True,False,False,False,1.131688,0.549079,0.38184,0.423433,0.549079,0.529948,0.529948,0.7403425,0.888411,0.7403425,0.888411
CHAU,ASHR,1.966446,501,ols,0.06286699999999999,15000,0.06286699999999999,False,False,20.399999618530273,0.06286699999999999,1.0,False,,True,False,False,False,False,True,False,False,False,0.516153,0.117782,0.262006,0.065231,0.117782,0.054915000000000005,0.054915000000000005,0.4916115,0.5899338,0.5,0.5899338
CWEB,KWEB,1.987657,501,ols,0.015705,500000,0.015705,False,False,26.440000534057617,0.015705,1.0,False,,True,False,False,False,False,True,False,False,False,0.705485,0.188875,0.35466,0.123464,0.188875,0.17317,0.17317,0.49691425,0.5962971,0.5,0.5962971
ERX,XLE,1.987162,501,ols,0.20156600000000002,2000,0.20156600000000002,False,False,95.4000015258789,0.20156600000000002,1.0,False,,True,False,False,False,False,True,False,False,False,0.443197,0.110039,0.222724,0.048655,0.110039,-0.09152700000000003,-0.09152700000000003,0.4967905,0.5961486,0.5,0.5961486
NUGT,GDX,1.978139,501,ols,0.022877,300000,0.022877,False,False,205.0,0.022877,1.0,False,,True,False,False,False,False,True,False,False,False,0.777771,0.214955,0.392827,0.14929,0.214955,0.192078,0.192078,0.49453475,0.5934417,0.5,0.5934417
JNUG,GDXJ,1.974834,501,ols,0.044836999999999995,100000,0.044836999999999995,False,False,215.97999572753906,0.044836999999999995,1.0,False,,True,False,False,False,False,True,False,False,False,0.868582,0.250668,0.438771,0.185314,0.250668,0.20583100000000001,0.20583100000000001,0.4937085,0.5924501999999999,0.5,0.5924501999999999
GUSH,XOP,2.010507,501,ols,0.040182999999999996,200000,0.040182999999999996,False,False,40.81999969482422,0.040182999999999996,1.0,False,,True,False,False,False,False,True,False,False,False,0.584867,0.148308,0.290697,0.085841,0.148308,0.108125,0.108125,0.50262675,0.6031521,0.50262675,0.6031521
URAA,URA,1.932222,442,ols,0.03063,55000,0.03063,False,False,36.36000061035156,0.03063,1.0,False,,True,False,False,False,False,True,False,False,False,0.883029,0.374964,0.439866,0.174256,0.374964,0.34433400000000003,0.34433400000000003,0.4830555,0.5796666,0.5,0.5796666
MSTU,MSTR,1.966007,384,ols,0.25123999999999996,2300000,0.25123999999999996,False,False,4.099999904632568,0.25123999999999996,1.0,False,,True,False,False,False,False,True,False,False,False,1.715634,1.084612,0.882843,0.74012,1.084612,0.833372,0.833372,0.49150175,0.5898021,0.5,0.5898021
NVDX,NVDA,1.997801,501,ols,0.108277,200000,0.108277,False,False,14.149999618530273,0.108277,1.0,False,,True,False,False,False,False,True,False,False,False,0.989989,0.410722,0.495013,0.24423,0.410722,0.30244499999999996,0.30244499999999996,0.49945025,0.5993402999999999,0.5,0.5993402999999999
TSLT,TSLA,1.992573,501,ols,0.076545,300000,0.076545,False,False,17.8700008392334,0.076545,1.0,False,,True,False,False,False,False,True,False,False,False,1.246878,0.532614,0.625528,0.386937,0.532614,0.45606900000000006,0.45606900000000006,0.49814325,0.5977718999999999,0.5,0.5977718999999999
BTCL,IBIT,2.006037,433,ols,,0,,False,True,15.449999809265137,,1.0,False,,False,False,False,False,False,True,False,True,False,1.003132,0.427379,0.499574,0.251839,0.427379,0.427379,0.427379,0.50150925,1.0,0.50150925,1.0
ETU,ETHA,1.989231,358,ols,0.03802,40000,0.03802,False,False,6.175000190734863,0.03802,1.0,False,,True,False,False,False,False,True,False,False,False,1.519113,0.744212,0.750324,0.553925,0.744212,0.7061919999999999,0.7061919999999999,0.49730775,0.5967693,0.5,0.5967693
CCUP,CRCL,1.9843,161,ols,0.208096,400000,0.208096,False,False,4.159999847412109,0.208096,1.0,False,,True,False,False,False,False,True,False,False,False,1.953492,1.022515,1.193317,1.390646,1.155451,0.814419,0.947355,0.496075,0.59529,0.5,0.59529
CRWU,CRWV,1.988525,171,ols,0.20856000000000002,200000,0.20856000000000002,False,False,4.534999847412109,0.20856000000000002,1.0,False,,True,False,False,False,False,True,False,False,False,1.969104,1.133128,1.19204,1.396595,1.217814,0.9245679999999998,1.0092539999999999,0.49713125,0.5965575,0.5,0.5965575
AAPX,AAPL,1.995695,501,ols,0.130084,25000,0.130084,False,False,25.829999923706055,0.130084,1.0,False,,True,False,False,False,False,True,False,False,False,0.567295,0.193703,0.283726,0.079981,0.193703,0.06361899999999998,0.06361899999999998,0.49892375,0.5987085,0.5,0.5987085
GOOX,GOOGL,1.97938,501,ols,0.018906,100000,0.018906,False,False,59.25,0.018906,1.0,False,,True,False,False,False,False,True,False,False,False,0.598957,0.205851,0.301067,0.087857,0.205851,0.186945,0.186945,0.494845,0.593814,0.5,0.593814
MSFX,MSFT,2.007296,501,ols,0.060148,20000,0.060148,False,False,15.149999618530273,0.060148,1.0,False,,True,False,False,False,False,True,False,False,False,0.486351,0.1882,0.241572,0.058997,0.1882,0.128052,0.128052,0.501824,0.6021888000000001,0.501824,0.6021888000000001
NFLU,NFLX,1.992365,377,ols,,0,,False,True,31.75,,1.0,False,,False,False,False,False,False,True,False,True,False,0.692133,0.229085,0.330343,0.10788,0.229085,0.229085,0.229085,0.49809125,1.0,0.5,1.0
ROBN,HOOD,2.011346,292,ols,0.10614900000000001,100000,0.10614900000000001,False,False,17.520000457763672,0.10614900000000001,1.0,False,,True,False,False,False,False,True,False,False,False,1.523225,0.750086,0.706516,0.507692,0.750086,0.643937,0.643937,0.5028365,0.6034038,0.5028365,0.6034038
DJTU,DJT,2.007309,271,ols,0.26023399999999997,100000,0.3379662421379149,False,False,1.5399999618530273,0.26023399999999997,1.2987013308711195,False,,False,True,False,False,True,False,True,False,False,1.46786,0.829375,0.975672,0.962398,0.829375,0.4914087578620851,0.4914087578620851,0.50182725,0.6021926999999999,0.50182725,0.6021926999999999
RBLU,RBLX,2.017971,271,ols,0.077474,40000,0.077474,False,False,12.260000228881836,0.077474,1.0,False,,True,False,False,False,False,True,False,False,False,1.128253,0.502182,0.525532,0.283673,0.502182,0.42470800000000003,0.42470800000000003,0.50449275,0.6053913000000001,0.50449275,0.6053913000000001
SNOU,SNOW,2.016588,235,ols,0.00695,3000,0.00695,False,False,18.200000762939453,0.00695,1.0,False,,True,False,False,False,False,True,False,False,False,0.993782,0.353402,0.523113,0.280494,0.348484,0.346452,0.341534,0.504147,0.6049764,0.504147,0.6049764
SMUP,SMR,1.981747,171,ols,0.131247,1200000,0.6925962912550238,False,False,0.3790000081062317,0.131247,5.277044742013332,False,,False,True,False,False,False,False,True,False,False,1.995144,1.20328,1.124019,1.229037,1.211559,0.5106837087449762,0.5189627087449763,0.49543675,0.5945241,0.5,0.5945241
GLXU,GLXY,2.01146,162,ols,0.092897,90000,0.092897,False,False,4.510000228881836,0.092897,1.0,False,,True,False,False,False,False,True,False,False,False,1.852745,1.056364,0.899853,0.823708,0.973273,0.9634670000000001,0.880376,0.502865,0.603438,0.502865,0.603438
AFRU,AFRM,1.949346,136,ols,0.18015,10000,0.18015,False,False,4.710000038146973,0.18015,1.0,False,,True,False,False,False,False,True,False,False,False,1.202203,0.654001,0.754171,0.526288,0.595212,0.473851,0.41506199999999993,0.4873365,0.5848038,0.5,0.5848038
KTUP,KTOS,2.027032,136,ols,0.188269,10000,0.188269,False,False,14.390000343322754,0.188269,1.0,False,,True,False,False,False,False,True,False,False,False,1.557395,0.781701,0.564602,0.331818,0.574612,0.593432,0.386343,0.506758,0.6081096,0.506758,0.6081096
TTDU,TTD,1.995539,135,ols,0.12984199999999999,60000,0.12984199999999999,False,False,4.570000171661377,0.12984199999999999,1.0,False,,True,False,False,False,False,True,False,False,False,1.014007,0.518977,0.621248,0.38337,0.456017,0.389135,0.326175,0.49888475,0.5986617,0.5,0.5986617
BMNU,BMNR,1.94655,128,ols,0.219146,400000,0.2504525714285714,False,False,1.75,0.219146,1.1428571428571428,False,,True,False,False,False,False,True,False,False,False,2.062402,1.662767,1.06774,1.050292,1.36139,1.4123144285714286,1.1109374285714286,0.4866375,0.583965,0.5,0.583965
SBTU,SBET,2.024824,111,ols,0.057485,25000,0.057485,False,False,3.119999885559082,0.057485,1.0,False,,True,False,False,False,False,True,False,False,False,1.754855,0.887105,0.86667,0.779317,0.826795,0.82962,0.7693099999999999,0.506206,0.6074472000000001,0.506206,0.6074472000000001
CIFU,CIFR,1.985321,88,ols,0.334506,10000,0.334506,False,False,11.619999885559082,0.334506,1.0,False,,False,True,False,False,True,False,True,False,False,2.100669,1.323855,1.114892,1.215749,1.2535,0.989349,0.9189940000000001,0.49633025,0.5955963,0.5,0.5955963
SOLX,GSOL,1.97961,81,ols,,0,,False,True,9.09000015258789,,1.0,False,,False,False,False,False,False,True,False,True,False,1.556407,0.780778,1.124931,1.227028,1.083591,0.780778,1.083591,0.4949025,1.0,0.5,1.0
XRPK,XRPZ,1.957466,81,ols,0.10302199999999999,7000,0.10302199999999999,False,False,7.989999771118164,0.10302199999999999,1.0,False,,True,False,False,False,False,True,False,False,False,1.63183,1.040513,0.825699,0.638897,0.767988,0.9374910000000001,0.6649660000000001,0.4893665,0.5872398,0.5,0.5872398
XRPT,XRPZ,2.016129,87,ols,0.116531,10000,0.116531,False,False,40.792999267578125,0.116531,1.0,False,,True,False,False,False,False,True,False,False,False,1.594372,0.905313,0.825699,0.698362,0.769809,0.7887820000000001,0.653278,0.50403225,0.6048387,0.50403225,0.6048387
GMEU,GME,1.966928,235,ols,0.24678999999999998,10000,0.24678999999999998,False,False,10.0600004196167,0.24678999999999998,1.0,False,,True,False,False,False,False,True,False,False,False,0.888056,0.593958,0.444284,0.187704,0.566552,0.34716800000000003,0.319762,0.491732,0.5900784,0.5,0.5900784
APLX,APLD,1.994405,141,ols,0.138792,25000,0.138792,False,False,11.600000381469727,0.138792,1.0,False,,True,False,False,False,False,True,False,False,False,2.209959,1.374227,1.327713,1.748055,1.538889,1.235435,1.400097,0.49860125,0.5983215,0.5,0.5983215
APPX,APP,1.986211,234,ols,0.051131,150000,0.051131,False,False,25.889999389648438,0.051131,1.0,False,,True,False,False,False,False,True,False,False,False,1.423902,0.662858,0.821049,0.660242,0.662671,0.6117269999999999,0.61154,0.49655275,0.5958633,0.5,0.5958633
ARCX,ACHR,1.987089,203,ols,0.142398,15000,0.142398,False,False,14.899999618530273,0.142398,1.0,False,,True,False,False,False,False,True,False,False,False,1.451319,0.687416,0.872005,0.74573,0.698755,0.545018,0.556357,0.49677225,0.5961267,0.5,0.5961267
ASTX,ASTS,1.989303,182,ols,0.08123799999999999,150000,0.08123799999999999,False,False,37.279998779296875,0.08123799999999999,1.0,False,,True,False,False,False,False,True,False,False,False,2.076544,1.215804,1.28809,1.632648,1.331594,1.1345660000000002,1.250356,0.49732575,0.5967909,0.5,0.5967909
BEX,BE,1.975859,94,ols,0.104375,150000,0.104375,False,False,15.859999656677246,0.104375,1.0,False,,True,False,False,False,False,True,False,False,False,2.152212,1.2131,0.994536,0.953573,1.050381,1.1087250000000002,0.946006,0.49396475,0.5927576999999999,0.5,0.5927576999999999
CEGX,CEG,1.983439,182,ols,0.099252,10000,0.099252,False,False,15.920000076293945,0.099252,1.0,False,,True,False,False,False,False,True,False,False,False,0.938518,0.314591,0.584987,0.333756,0.319915,0.215339,0.220663,0.49585975,0.5950316999999999,0.5,0.5950316999999999
CLSX,CLSK,1.998695,136,ols,0.149771,40000,0.149771,False,False,8.699999809265137,0.149771,1.0,False,,True,False,False,False,False,True,False,False,False,2.050966,1.244259,0.950726,0.902111,1.086762,1.0944880000000001,0.936991,0.49967375,0.5996085,0.5,0.5996085
COZX,CORZ,2.039501,100,ols,,0,,False,True,9.029999732971191,,1.0,False,,False,False,False,False,False,True,False,True,False,1.457358,0.710605,0.860967,0.785763,0.755938,0.710605,0.755938,0.50987525,1.0,0.50987525,1.0
CRDU,CRDO,1.989424,136,ols,0.09528600000000001,75000,0.09528600000000001,False,False,15.710000038146973,0.09528600000000001,1.0,False,,True,False,False,False,False,True,False,False,False,1.732438,0.996948,0.907821,0.811111,0.911404,0.901662,0.816118,0.497356,0.5968272,0.5,0.5968272
CSEX,CLS,1.996202,94,ols,0.073253,20000,0.073253,False,False,13.9399995803833,0.073253,1.0,False,,True,False,False,False,False,True,False,False,False,1.543086,0.66311,0.710894,0.502495,0.562407,0.589857,0.489154,0.4990505,0.5988606,0.5,0.5988606
CWVX,CRWV,1.989415,182,ols,0.059155,100000,0.059155,False,False,19.739999771118164,0.059155,1.0,False,,True,False,False,False,False,True,False,False,False,1.946331,0.947721,1.19204,1.398478,1.072931,0.8885660000000001,1.013776,0.49735375,0.5968245,0.5,0.5968245
DOGD,DDOG,2.013138,160,ols,0.135497,10000,0.135497,False,False,16.253999710083008,0.135497,1.0,False,,True,False,False,False,False,True,False,False,False,1.187588,0.41093,0.482613,0.237525,0.347623,0.27543300000000004,0.212126,0.5032845,0.6039414,0.5032845,0.6039414
ENPX,ENPH,2.01821,136,ols,0.18705100000000002,5000,0.18705100000000002,False,False,17.139999389648438,0.18705100000000002,1.0,False,,True,False,False,False,False,True,False,False,False,1.638517,0.722635,0.726684,0.542581,0.639753,0.5355840000000001,0.452702,0.5045525,0.605463,0.5045525,0.605463
FLYT,FLY,1.984324,109,ols,0.216328,1000,0.216328,False,False,16.770000457763672,0.216328,1.0,False,,True,False,False,False,False,True,False,False,False,2.356589,1.469015,1.101725,1.185406,1.308078,1.2526869999999999,1.09175,0.496081,0.5952972,0.5,0.5952972
GEVX,GEV,1.996615,182,ols,0.031631,6000,0.031631,False,False,54.790000915527344,0.031631,1.0,False,,True,False,False,False,False,True,False,False,False,1.015826,0.316053,0.531837,0.281416,0.306432,0.28442199999999995,0.27480099999999996,0.49915375,0.5989845,0.5,0.5989845
IREX,IREN,1.981936,109,ols,0.314853,45000,0.314853,False,False,17.270000457763672,0.314853,1.0,False,,False,True,False,False,True,False,True,False,False,2.188423,1.414196,1.053954,1.080902,1.225065,1.099343,0.910212,0.495484,0.5945807999999999,0.5,0.5945807999999999
JOBX,JOBY,1.978875,141,ols,0.22886199999999998,35000,0.22886199999999998,False,False,18.5,0.22886199999999998,1.0,False,,True,False,False,False,False,True,False,False,False,1.444508,0.719128,0.811744,0.638196,0.683479,0.490266,0.45461699999999994,0.49471875,0.5936625,0.5,0.5936625
LABX,ALAB,1.994835,160,ols,0.039958999999999995,60000,0.039958999999999995,False,False,14.010000228881836,0.039958999999999995,1.0,False,,True,False,False,False,False,True,False,False,False,1.777142,0.988617,0.905628,0.813819,0.924802,0.948658,0.884843,0.49870875,0.5984505,0.5,0.5984505
LRCU,LRCX,2.03992,155,ols,0.065086,25000,0.065086,False,False,33.4900016784668,0.065086,1.0,False,,True,False,False,False,False,True,False,False,False,1.102614,0.434903,0.499351,0.264481,0.369304,0.36981699999999995,0.304218,0.50998,0.611976,0.50998,0.611976
MDBX,MDB,1.99084,155,ols,0.07815699999999999,5000,0.07815699999999999,False,False,20.410999298095703,0.07815699999999999,1.0,False,,True,False,False,False,False,True,False,False,False,1.554888,0.628153,0.669059,0.441508,0.556309,0.5499959999999999,0.4781520000000001,0.49771,0.597252,0.5,0.597252
NEBX,NBIS,1.997159,141,ols,0.075211,55000,0.075211,False,False,31.0,0.075211,1.0,False,,True,False,False,False,False,True,False,False,False,1.880477,0.983243,1.11591,1.239953,1.096318,0.908032,1.021107,0.49928975,0.5991477,0.5,0.5991477
NNEX,NNE,1.985342,94,ols,0.123356,500,0.123356,False,False,5.610000133514404,0.123356,1.0,False,,True,False,False,False,False,True,False,True,False,1.648055,0.832579,1.513384,2.24022,1.715148,0.7092229999999999,1.5917919999999999,0.4963355,0.5956026,0.5,0.5956026
NVTX,NVTS,1.998184,141,ols,0.23433900000000002,6000,0.23433900000000002,False,False,20.1200008392334,0.23433900000000002,1.0,False,,True,False,False,False,False,True,False,False,False,2.46742,1.642474,1.610064,2.585249,2.057744,1.408135,1.823405,0.499546,0.5994552,0.5,0.5994552
OPEX,OPEN,1.996865,109,ols,0.311138,25000,0.311138,False,False,20.43000030517578,0.311138,1.0,False,,False,True,False,False,True,False,True,False,False,1.876824,1.084911,1.297202,1.674828,1.419665,0.7737729999999999,1.108527,0.49921625,0.5990595,0.5,0.5990595
PONX,PONY,2.006066,141,ols,0.265098,20000,0.265098,False,False,6.670000076293945,0.265098,1.0,False,,True,False,False,False,False,True,False,False,False,1.611398,0.818961,1.250643,1.578369,1.153462,0.553863,0.8883639999999999,0.5015165,0.6018198,0.5015165,0.6018198
QBTX,QBTS,1.992373,234,ols,0.075186,200000,0.075186,False,False,7.110000133514404,0.075186,1.0,False,,True,False,False,False,False,True,False,False,False,2.372318,1.378643,1.399548,1.936383,1.418482,1.303457,1.343296,0.49809325,0.5977119,0.5,0.5977119
