ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
CWEB,KWEB,1.98692,501,ols,0.01237,0.02403,0.0,200000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.7033,0.189495,0.353704,0.122663,0.189495,0.189495,0.189495,0.49673,0.5960759999999999,0.5,0.5960759999999999
ERX,XLE,1.986316,501,ols,0.073023,-0.036623,0.10964600000000001,2000,0.10964600000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.437063,0.10881,0.219732,0.047296,0.10881,-0.0008360000000000034,-0.0008360000000000034,0.496579,0.5958948,0.5,0.5958948
NUGT,GDX,1.980525,501,ols,0.027149999999999997,0.009250000000000001,0.017899999999999996,150000,0.017899999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.749115,0.202301,0.37789,0.138656,0.202301,0.184401,0.184401,0.49513125,0.5941575,0.5,0.5941575
JNUG,GDXJ,1.970747,501,ols,0.052438000000000005,-0.016038,0.06847600000000001,150000,0.06847600000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.83226,0.231443,0.421213,0.169711,0.231443,0.162967,0.162967,0.49268675,0.5912241,0.5,0.5912241
GUSH,XOP,2.011055,501,ols,0.033567,0.002833,0.030734,300000,0.030734,False,False,False,,True,False,False,False,True,False,False,False,False,0.575584,0.14642,0.285993,0.083153,0.14642,0.115686,0.115686,0.50276375,0.6033164999999999,0.50276375,0.6033164999999999
URAA,URA,1.933093,422,ols,0.025581,0.010819,0.014761999999999999,55000,0.014761999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.878282,0.368208,0.433586,0.16955,0.368208,0.353446,0.353446,0.48327325,0.5799278999999999,0.5,0.5799278999999999
MSTU,MSTR,1.965818,364,ols,0.317154,-0.280754,0.597908,1300000,0.597908,False,False,False,,False,True,False,False,False,False,True,False,False,1.746541,1.105035,0.937745,0.834792,1.105035,0.507127,0.507127,0.4914545,0.5897454,0.5,0.5897454
NVDX,NVDA,1.998274,501,ols,0.12232699999999999,-0.085927,0.208254,550000,0.208254,False,False,False,,True,False,False,False,True,False,False,False,False,0.995387,0.411316,0.497591,0.246956,0.411316,0.20306200000000002,0.20306200000000002,0.4995685,0.5994822,0.5,0.5994822
TSLT,TSLA,1.992802,501,ols,0.07646,-0.040060000000000005,0.11652000000000001,100000,0.11652000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,1.250708,0.534159,0.627384,0.389371,0.534159,0.41763900000000004,0.41763900000000004,0.4982005,0.5978405999999999,0.5,0.5978405999999999
BTCL,IBIT,2.007006,413,ols,0.042659,-0.006259,0.048918,1000,0.048918,False,False,False,,True,False,False,False,True,False,False,False,False,1.014318,0.432897,0.515269,0.268299,0.432897,0.38397899999999996,0.38397899999999996,0.5017515,0.6021018,0.5017515,0.6021018
ETU,ETHA,1.989286,338,ols,0.036167,0.00023300000000000003,0.035934,55000,0.035934,False,False,False,,True,False,False,False,True,False,False,False,False,1.535393,0.758538,0.756645,0.563344,0.758538,0.722604,0.722604,0.4973215,0.5967858,0.5,0.5967858
CCUP,CRCL,1.981283,141,ols,0.182193,-0.145793,0.327986,350000,0.327986,False,False,False,,False,True,False,False,False,True,True,False,False,1.938973,0.954891,1.209547,1.422186,1.160723,0.626905,0.832737,0.49532075,0.5943849,0.5,0.5943849
CRWU,CRWV,1.989718,151,ols,0.170308,-0.133908,0.304216,95000,0.304216,False,False,False,,False,True,False,False,False,True,True,False,False,2.004948,1.161662,1.217027,1.458389,1.280588,0.8574459999999999,0.976372,0.4974295,0.5969154,0.5,0.5969154
AAPX,AAPL,1.994566,501,ols,0.119488,-0.083088,0.20257599999999998,7000,0.20257599999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.569188,0.194657,0.284827,0.080466,0.194657,-0.007918999999999982,-0.007918999999999982,0.4986415,0.5983698,0.5,0.5983698
GOOX,GOOGL,1.9815,501,ols,0.051881000000000004,-0.015481,0.067362,20000,0.067362,False,False,False,,True,False,False,False,True,False,False,False,False,0.592731,0.193032,0.297624,0.086137,0.193032,0.12567,0.12567,0.495375,0.59445,0.5,0.59445
MSFX,MSFT,2.008226,501,ols,0.062388000000000006,-0.025988,0.08837600000000001,6000,0.08837600000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.485682,0.188839,0.241096,0.058846,0.188839,0.100463,0.100463,0.5020565,0.6024678,0.5020565,0.6024678
NFLU,NFLX,1.988978,357,ols,0.053672000000000004,-0.017272,0.07094400000000001,30000,0.07094400000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.700704,0.235131,0.329258,0.106625,0.235131,0.164187,0.164187,0.4972445,0.5966933999999999,0.5,0.5966933999999999
ROBN,HOOD,2.011353,272,ols,0.080534,-0.044134,0.124668,100000,0.124668,False,False,False,,True,False,False,False,True,False,False,False,False,1.548622,0.770247,0.706417,0.507555,0.770247,0.645579,0.645579,0.50283825,0.6034059,0.50283825,0.6034059
ARMU,ARM,1.998133,251,ols,0.289176,-0.252776,0.541952,400,0.541952,False,False,False,,False,True,False,False,False,False,True,True,False,1.133661,0.414104,0.626419,0.391303,0.414014,-0.12784799999999996,-0.127938,0.49953325,0.5994398999999999,0.5,0.5994398999999999
DJTU,DJT,2.002099,251,ols,0.24326599999999998,-0.206866,0.450132,15000,0.450132,False,False,False,,False,True,False,False,False,False,True,False,False,1.482965,0.847334,1.045334,1.096166,0.848321,0.39720200000000006,0.398189,0.50052475,0.6006296999999999,0.50052475,0.6006296999999999
RBLU,RBLX,2.021308,251,ols,0.05793,-0.02153,0.07946,80000,0.07946,False,False,False,,True,False,False,False,True,False,False,False,False,1.124357,0.494013,0.519481,0.278547,0.493158,0.41455299999999995,0.413698,0.505327,0.6063923999999999,0.505327,0.6063923999999999
SNOU,SNOW,2.019971,215,ols,0.046180000000000006,-0.00978,0.05596000000000001,25000,0.05596000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.993595,0.35552,0.517703,0.276099,0.343859,0.29956,0.287899,0.50499275,0.6059913,0.50499275,0.6059913
SMUP,SMR,2.06153,151,ols,0.162251,-0.12585100000000002,0.288102,0,0.288102,False,False,False,,True,False,False,False,True,False,False,True,False,2.385804,4.994683,1.237959,1.67689,3.664933,4.706581,3.376831,0.5153825,0.618459,0.5153825,0.618459
DKUP,DKNG,1.982857,148,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.97961,0.421136,0.476604,0.221344,0.338682,,,0.49571425,1.0,0.5,1.0
BULU,BULL,1.981733,148,ols,0.188128,-0.151728,0.339856,1,0.339856,False,False,False,,False,True,False,False,False,True,True,True,False,1.169046,0.733718,0.582478,0.330041,0.567121,0.393862,0.227265,0.49543325,0.5945199,0.5,0.5945199
GLXU,GLXY,2.012817,142,ols,0.09582,-0.05942,0.15524,100000,0.15524,False,False,False,,True,False,False,False,True,False,False,False,False,1.837424,1.054982,0.891187,0.809549,0.947849,0.899742,0.7926090000000001,0.50320425,0.6038451,0.50320425,0.6038451
AFRU,AFRM,1.958284,116,ols,0.146251,-0.10985099999999999,0.256102,900000,0.256102,False,False,False,,True,False,False,False,True,False,False,False,False,1.225081,0.664802,0.762109,0.544972,0.600132,0.4087,0.34403,0.489571,0.5874851999999999,0.5,0.5874851999999999
AXUP,AXON,1.970159,116,ols,0.13270400000000002,-0.096304,0.22900800000000002,10000,0.22900800000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.09162,0.475985,0.519711,0.25813,0.358412,0.24697699999999997,0.129404,0.49253975,0.5910477,0.5,0.5910477
KTUP,KTOS,2.023386,116,ols,0.159721,-0.123321,0.283042,4000,0.283042,False,False,False,,True,False,False,False,True,False,False,False,False,1.544798,0.80339,0.54346,0.30579,0.534844,0.520348,0.25180199999999997,0.5058465,0.6070158,0.5058465,0.6070158
TTDU,TTD,1.993564,115,ols,0.18816299999999997,-0.15176299999999998,0.33992599999999995,10000,0.33992599999999995,False,False,False,,False,True,False,False,False,True,True,False,False,0.847865,0.454765,0.600961,0.357675,0.401982,0.11483900000000002,0.062056000000000056,0.498391,0.5980692,0.5,0.5980692
BKNU,BKNG,2.018801,115,ols,0.135379,-0.098979,0.234358,2000,0.234358,False,False,False,,True,False,False,False,True,False,False,False,False,0.690674,0.307852,0.284405,0.083182,0.18571,0.073494,-0.048648000000000025,0.50470025,0.6056402999999999,0.50470025,0.6056402999999999
PXIU,UPXI,1.933441,115,ols,0.313635,-0.277235,0.59087,30000,0.59087,False,False,False,,False,True,False,False,False,False,True,False,False,2.906999,2.556048,1.503536,2.039931,2.275461,1.965178,1.684591,0.48336025,0.5800323,0.5,0.5800323
BMNU,BMNR,1.943245,108,ols,0.187185,-0.150785,0.33797,800000,0.33797,False,False,False,,False,True,False,False,False,True,True,False,False,2.13262,1.76526,1.110912,1.131049,1.402854,1.4272900000000002,1.0648840000000002,0.48581125,0.5829734999999999,0.5,0.5829734999999999
SBTU,SBET,2.026275,91,ols,0.357328,-0.320928,0.678256,6000,0.678256,False,False,False,,False,True,False,False,False,False,True,False,False,1.78389,0.872397,0.880379,0.805882,0.829901,0.194141,0.15164500000000003,0.50656875,0.6078825,0.50656875,0.6078825
CIFU,CIFR,1.991979,68,ols,0.270401,-0.234001,0.504402,10000,0.504402,False,False,False,,False,True,False,False,False,False,True,False,False,2.179683,1.342345,1.139348,1.282537,1.298676,0.8379429999999999,0.7942739999999999,0.49799475,0.5975937,0.5,0.5975937
SOLX,GSOL,1.982642,61,ols,0.073211,-0.036810999999999997,0.110022,600,0.110022,False,False,False,,True,False,False,False,True,False,False,True,False,1.690054,0.895508,1.226405,1.465134,1.327248,0.785486,1.217226,0.4956605,0.5947926,0.5,0.5947926
XRPK,XRPZ,1.959026,61,ols,0.109721,-0.073321,0.18304199999999998,100,0.18304199999999998,False,False,False,,True,False,False,False,True,False,False,True,False,1.800791,1.250009,0.902551,0.765216,0.882567,1.066967,0.699525,0.4897565,0.5877078,0.5,0.5877078
XRPT,XRPZ,2.021728,67,ols,0.075946,-0.039546,0.115492,35000,0.115492,False,False,False,,True,False,False,False,True,False,False,False,False,1.645516,1.016165,0.902551,0.84134,0.887821,0.900673,0.7723289999999999,0.505432,0.6065184,0.505432,0.6065184
GMEU,GME,1.96609,215,ols,0.226299,-0.18989899999999998,0.41619799999999996,10000,0.41619799999999996,False,False,False,,False,True,False,False,False,False,True,False,False,0.911599,0.625403,0.457594,0.198862,0.562776,0.20920500000000009,0.1465780000000001,0.4915225,0.589827,0.5,0.589827
APLX,APLD,1.992736,121,ols,0.150247,-0.113847,0.264094,20000,0.264094,False,False,False,,True,False,False,False,True,False,False,False,False,2.220812,1.375045,1.322078,1.728891,1.558989,1.110951,1.294895,0.498184,0.5978208,0.5,0.5978208
APPX,APP,1.983868,214,ols,0.059847000000000004,-0.023447,0.083294,400000,0.083294,False,False,False,,True,False,False,False,True,False,False,False,False,1.419455,0.656633,0.812292,0.643938,0.654719,0.573339,0.5714250000000001,0.495967,0.5951603999999999,0.5,0.5951603999999999
ARCX,ACHR,1.990287,183,ols,0.14462,-0.10822,0.25284,15000,0.25284,False,False,False,,True,False,False,False,True,False,False,False,False,1.489695,0.707429,0.872981,0.751028,0.719367,0.45458899999999997,0.46652699999999997,0.49757175,0.5970861,0.5,0.5970861
ASTX,ASTS,1.990057,162,ols,0.082953,-0.046553000000000004,0.129506,15000,0.129506,False,False,False,,True,False,False,False,True,False,False,False,False,2.084357,1.2058,1.289815,1.638893,1.360476,1.0762939999999999,1.2309700000000001,0.49751425,0.5970171,0.5,0.5970171
AURU,AUR,1.850768,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.200002,1.145614,0.908923,0.65041,0.844954,,,0.462692,1.0,0.5,1.0
BEX,BE,1.982061,74,ols,0.149705,-0.113305,0.26301,65000,0.26301,False,False,False,,True,False,False,False,True,False,False,False,False,2.112592,1.114817,0.975261,0.925693,0.981229,0.851807,0.7182189999999999,0.49551525,0.5946183,0.5,0.5946183
BLSX,BLSH,2.021065,89,ols,0.067677,-0.031277,0.098954,6000,0.098954,False,False,False,,True,False,False,False,True,False,False,False,False,1.495948,0.712723,0.835278,0.719889,0.717358,0.613769,0.6184040000000001,0.50526625,0.6063195,0.50526625,0.6063195
CEGX,CEG,1.985149,162,ols,0.082104,-0.045704,0.127808,35000,0.127808,False,False,False,,True,False,False,False,True,False,False,False,False,0.911821,0.286379,0.576997,0.325546,0.300367,0.158571,0.172559,0.49628725,0.5955447,0.5,0.5955447
CELT,CELH,1.978263,100,ols,0.035996,0.000404,0.035592,3000,0.035592,False,False,False,,True,False,False,False,True,False,False,False,False,1.249869,0.642427,0.614188,0.365016,0.4751,0.606835,0.439508,0.49456575,0.5934789,0.5,0.5934789
CLSX,CLSK,2.00132,116,ols,0.152133,-0.115733,0.267866,25000,0.267866,False,False,False,,True,False,False,False,True,False,False,False,False,2.143649,1.338352,0.994674,0.991336,1.151074,1.070486,0.883208,0.50033,0.600396,0.50033,0.600396
COZX,CORZ,2.035451,80,ols,0.035396000000000004,0.0010040000000000001,0.034392000000000006,35000,0.034392000000000006,False,False,False,,True,False,False,False,True,False,False,False,False,1.477737,0.769838,0.871269,0.799953,0.790393,0.735446,0.756001,0.50886275,0.6106353,0.50886275,0.6106353
CRDU,CRDO,1.984378,116,ols,0.099695,-0.063295,0.16299000000000002,4000,0.16299000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.733432,1.02194,0.897714,0.787104,0.895203,0.8589500000000001,0.732213,0.4960945,0.5953134,0.5,0.5953134
CSEX,CLS,2.006715,74,ols,0.067453,-0.031053,0.098506,10000,0.098506,False,False,False,,True,False,False,False,True,False,False,False,False,1.527399,0.591543,0.697926,0.492018,0.521244,0.49303700000000006,0.42273800000000006,0.50167875,0.6020144999999999,0.50167875,0.6020144999999999
CWVX,CRWV,1.99072,162,ols,0.052301,-0.015901000000000002,0.068202,150000,0.068202,False,False,False,,True,False,False,False,True,False,False,False,False,1.977406,0.956804,1.217027,1.460601,1.136732,0.888602,1.06853,0.49768,0.597216,0.5,0.597216
DASX,DASH,2.01717,89,ols,0.048897,-0.012497000000000001,0.061394000000000004,200,0.061394000000000004,False,False,False,,True,False,False,False,True,False,False,True,False,1.073554,0.448048,0.400927,0.164906,0.264905,0.386654,0.203511,0.5042925,0.605151,0.5042925,0.605151
DOGD,DDOG,2.01207,140,ols,0.185515,-0.149115,0.33463,10000,0.33463,False,False,False,,False,True,False,False,False,True,True,False,False,1.212237,0.443002,0.474772,0.229506,0.348115,0.10837200000000002,0.013485000000000025,0.5030175,0.603621,0.5030175,0.603621
ENPX,ENPH,2.017607,116,ols,0.1702,-0.1338,0.304,1000,0.304,False,False,False,,False,True,False,False,False,True,True,False,False,1.687835,0.754292,0.724259,0.538486,0.637825,0.45029199999999997,0.333825,0.50440175,0.6052820999999999,0.50440175,0.6052820999999999
FLYT,FLY,1.963508,89,ols,0.174629,-0.13822900000000002,0.312858,10000,0.312858,False,False,False,,False,True,False,False,False,True,True,False,False,2.312611,1.558943,1.080158,1.103653,1.26445,1.2460849999999999,0.951592,0.490877,0.5890524,0.5,0.5890524
GEVX,GEV,1.993002,162,ols,0.011364,0.025036,0.0,30000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,1.009044,0.32117,0.531854,0.279906,0.306433,0.32117,0.306433,0.4982505,0.5979006,0.5,0.5979006
IREX,IREN,1.983125,89,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.251708,1.455219,1.075262,1.127087,1.242975,,,0.49578125,1.0,0.5,1.0
JOBX,JOBY,1.980761,121,ols,0.243863,-0.207463,0.451326,30000,0.451326,False,False,False,,False,True,False,False,False,False,True,False,False,1.511379,0.764614,0.809019,0.635745,0.697623,0.313288,0.246297,0.49519025,0.5942282999999999,0.5,0.5942282999999999
LABX,ALAB,1.993504,140,ols,0.040056,-0.003656,0.043712,600000,0.043712,False,False,False,,True,False,False,False,True,False,False,False,False,1.799615,1.010326,0.920055,0.838271,0.933857,0.9666140000000001,0.8901450000000001,0.498376,0.5980512,0.5,0.5980512
LRCU,LRCX,2.053631,135,ols,0.089491,-0.053091,0.142582,8000,0.142582,False,False,False,,True,False,False,False,True,False,False,False,False,1.058132,0.425511,0.484019,0.253458,0.345629,0.282929,0.20304700000000003,0.51340775,0.6160893000000001,0.51340775,0.6160893000000001
LYFX,LYFT,1.839153,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.049726,0.65629,0.588144,0.266929,0.419892,,,0.45978825,1.0,0.5,1.0
MDBX,MDB,1.99096,135,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.621992,0.701709,0.667534,0.439577,0.580005,,,0.49774,1.0,0.5,1.0
