ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
ARCX,ACHR,2.0,1.990287,183,ols
ASTX,ASTS,2.0,1.990057,162,ols
AURU,AUR,2.0,1.850768,99,ols
BEX,BE,2.0,1.982061,74,ols
BLSX,BLSH,2.0,2.021065,89,ols
CEGX,CEG,2.0,1.985149,162,ols
CELT,CELH,2.0,1.978263,100,ols
CLSX,CLSK,2.0,2.00132,116,ols
COZX,CORZ,2.0,2.035451,80,ols
CRDU,CRDO,2.0,1.984378,116,ols
CSEX,CLS,2.0,2.006715,74,ols
CWVX,CRWV,2.0,1.99072,162,ols
DASX,DASH,2.0,2.01717,89,ols
DOGD,DDOG,2.0,2.01207,140,ols
ENPX,ENPH,2.0,2.017607,116,ols
FLYT,FLY,2.0,1.963508,89,ols
GEVX,GEV,2.0,1.993002,162,ols
IREX,IREN,2.0,1.983125,89,ols
JOBX,JOBY,2.0,1.980761,121,ols
LABX,ALAB,2.0,1.993504,140,ols
LRCU,LRCX,2.0,2.053631,135,ols
LYFX,LYFT,2.0,1.839153,99,ols
MDBX,MDB,2.0,1.99096,135,ols
NEBX,NBIS,2.0,1.998832,121,ols
NETX,NET,2.0,1.57305,99,ols
NNEX,NNE,2.0,1.990159,74,ols
NVTX,NVTS,2.0,2.000313,121,ols
NWMX,NEM,2.0,1.221794,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,1.997892,89,ols
PONX,PONY,2.0,2.016603,121,ols
QBTX,QBTS,2.0,1.993379,214,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.967406,174,ols
RGTU,RGTI,2.0,1.987599,174,ols
SMU,SMR,2.0,1.986416,162,ols
SNPX,SNPS,2.0,1.905444,74,ols
SRPU,SRPT,2.0,1.954018,89,ols
TARK,ARKK,2.0,1.976758,501,ols
TEMT,TEM,2.0,1.984452,202,ols
UNX,U,2.0,2.027292,116,ols
UPSX,UPST,2.0,1.988052,183,ols
VOYX,VOYG,2.0,1.974608,121,ols
WULX,WULF,2.0,1.990199,89,ols
CRMU,CRML,2.0,1.958977,15,ols_short_history
UECG,UEC,2.0,2.011134,15,ols_short_history
DNNG,DNN,2.0,2.009299,15,ols_short_history
RCAX,RCAT,2.0,2.024025,20,ols_short_history
RDWU,RDW,2.0,2.006175,22,ols_short_history
OKLL,OKLO,2.0,1.997339,174,ols
GDXU,GDX,2.0,3.043488,501,ols
MRNX,MRNA,2.0,2.070965,19,ols_short_history
ZETX,ZETA,2.0,2.082233,19,ols_short_history
LITX,LITE,2.0,1.977563,25,ols_short_history
SNXX,SNDX,2.0,1.159921,25,ols_short_history
WDCX,WDC,2.0,2.081549,25,ols_short_history
LNOK,NOK,2.0,1.926655,29,ols_short_history
USGG,USAR,2.0,2.011481,34,ols
ONDG,ONDS,2.0,2.001918,34,ols
PLUL,PLUG,2.0,1.933363,34,ols
ALBG,ALB,2.0,2.019087,34,ols
UUUG,UUUU,2.0,2.002659,34,ols
HUTG,HUT,2.0,1.9711,34,ols
XPEG,XPEV,2.0,1.987648,32,ols
ORLG,ORLY,2.0,2.001789,31,ols
LUNL,LUNR,2.0,2.019317,34,ols
RKTL,RKT,2.0,1.932453,34,ols
EOSU,EOSE,2.0,1.987994,33,ols
BTFL,KEEL,2.0,2.023856,43,ols
FGRU,FIGR,2.0,1.966129,10,ols_short_history
APHU,APH,2.0,1.983241,10,ols_short_history
COPZ,COPX,2.0,2.079998,10,ols_short_history
LEUX,LEU,2.0,2.328815,9,ols_short_history
COHX,COHR,2.0,2.077671,9,ols_short_history
AXPG,AXP,2.0,2.024164,9,ols_short_history
FCXG,FCX,2.0,2.150578,9,ols_short_history
BITX,IBIT,2.0,2.003113,501,ols
ETHU,ETHA,2.0,2.000989,404,ols
XXRP,XRPZ,2.0,2.022378,67,ols
AALG,AAL,2.0,1.980227,162,ols
ABNG,ABNB,2.0,1.983732,72,ols
ADBG,ADBE,2.0,1.989075,238,ols
AMDG,AMD,2.0,2.002695,277,ols
ARMG,ARM,2.0,1.997121,284,ols
ASMG,ASML,2.0,1.98233,284,ols
AVGG,AVGO,2.0,2.002502,199,ols
BAIG,BBAI,2.0,2.010841,133,ols
BEG,BE,2.0,2.002406,52,ols
BIDG,BIDU,2.0,2.011896,50,ols
BLSG,BLSH,2.0,2.002861,87,ols
BMNG,BMNR,2.0,1.992063,87,ols
BOEG,BA,2.0,1.995373,180,ols
BULG,BULL,2.0,1.981944,141,ols
CIFG,CIFR,2.0,1.995445,55,ols
CMGG,CMG,2.0,1.977487,71,ols
CNCG,CNC,2.0,2.009243,49,ols
COIG,COIN,2.0,1.994667,242,ols
COTG,COST,2.0,1.982642,114,ols
CRCG,CRCL,2.0,1.988684,141,ols
CRMG,CRM,2.0,1.982921,228,ols
CRWG,CRWV,2.0,1.997123,141,ols
DUOG,DUOL,2.0,2.032046,55,ols
FIGG,FIG,2.0,1.996994,96,ols
FUTG,FUTU,2.0,1.99937,96,ols
GEMG,GEMI,2.0,1.994621,80,ols
GEVG,GEV,2.0,1.939385,52,ols
GLGG,GLXY,2.0,2.001098,133,ols
GRAG,GRAB,2.0,1.987684,55,ols
HOOG,HOOD,2.0,2.006422,238,ols
IREG,IREN,2.0,1.968794,52,ols
KLAG,KLAC,2.0,2.019242,50,ols
LACG,LAC,2.0,2.019975,55,ols
LULG,LULU,2.0,1.991699,80,ols
MPG,MP,2.0,1.984051,87,ols
NBIG,NBIS,2.0,2.009081,87,ols
NEMG,NEM,2.0,2.00114,72,ols
NETG,NET,2.0,2.00751,72,ols
NIOG,NIO,2.0,2.01304,50,ols
NUG,NU,2.0,1.969894,71,ols
NVDG,NVDA,2.0,1.968417,303,ols
OKTG,OKTA,2.0,1.996747,72,ols
OPEG,OPEN,2.0,2.014472,55,ols
OSCG,OSCR,2.0,1.9657,80,ols
PANG,PANW,2.0,1.996988,238,ols
PBRG,PBR,2.0,1.919701,50,ols
PLTG,PLTR,2.0,1.994927,214,ols
PYPG,PYPL,2.0,1.995746,228,ols
RTXG,RTX,2.0,2.009899,185,ols
SATG,SATS,2.0,2.012357,52,ols
SBU,SBUX,2.0,1.99302,72,ols
SNAG,SNAP,2.0,2.016344,50,ols
SPOG,SPOT,2.0,1.984491,72,ols
TERG,TER,2.0,1.999607,72,ols
TSLG,TSLA,2.0,1.991023,303,ols
TSMG,TSM,2.0,1.977454,284,ols
UNHG,UNH,2.0,1.997316,155,ols
UPSG,UPS,2.0,1.993493,54,ols
VALG,VALE,2.0,1.963389,50,ols
XYZG,XYZ,2.0,2.000047,228,ols
COIO,COIN,2.0,0.93363,139,ols
MSOO,MSTR,2.0,0.949528,139,ols
NVDO,NVDA,2.0,0.939277,139,ols
PLOO,PLTR,2.0,0.91226,139,ols
TSLO,TSLA,2.0,0.847957,139,ols
CRCA,CRCL,2.0,1.977281,143,ols
NVDB,NVDA,2.0,1.997361,120,ols
PLTA,PLTR,2.0,1.993004,120,ols
TSLI,TSLA,2.0,1.980668,120,ols
COIA,COIN,2.0,1.999171,120,ols
BITU,IBIT,2.0,1.992118,481,ols
ETHT,ETHA,2.0,1.991432,404,ols
UXRP,XRPZ,2.0,2.005033,67,ols
SOLT,SOEZ,2.0,2.022074,61,ols
TSLR,TSLA,2.0,2.000038,501,ols
AAPB,AAPL,2.0,1.990357,501,ols
AMDL,AMD,2.0,1.999257,491,ols
AMZZ,AMZN,2.0,1.993751,491,ols
AVGU,AVGO,2.0,1.989659,160,ols
BABX,BABA,2.0,2.005552,501,ols
BULX,BULL,2.0,1.968515,125,ols
CONL,COIN,2.0,1.987483,501,ols
CRWL,CRWD,2.0,1.996399,325,ols
DLLL,DELL,2.0,1.985783,262,ols
ETRL,ETOR,2.0,1.999047,125,ols
GOU,GOOGL,2.0,2.050748,62,ols
INTW,INTC,2.0,1.988482,263,ols
IONL,IONQ,2.0,1.987673,235,ols
ISUL,ISRG,2.0,2.000805,101,ols
LCDL,LCID,2.0,1.963733,217,ols
MRAL,MARA,2.0,1.981572,248,ols
FBL,META,2.0,1.998418,501,ols
MVLL,MRVL,2.0,1.997709,248,ols
MSFL,MSFT,2.0,1.990418,491,ols
MSTP,MSTR,2.0,1.994941,183,ols
MULL,MU,2.0,1.997886,325,ols
NBIL,NBIS,2.0,2.000779,101,ols
NOWL,NOW,2.0,1.993885,160,ols
NVDL,NVDA,2.0,1.987666,501,ols
PDDL,PDD,2.0,2.003451,160,ols
PTIR,PLTR,2.0,1.996917,374,ols
QCML,QCOM,2.0,1.973534,229,ols
RDTL,RDDT,2.0,1.982458,236,ols
RVNL,RIVN,2.0,1.993702,217,ols
SMCL,SMCI,2.0,1.987999,303,ols
TSMU,TSM,2.0,1.991648,325,ols
UBRL,UBER,2.0,1.995929,374,ols
VRTL,VRT,2.0,1.983766,236,ols
AMYY,AMD,2.0,0.319251,116,ols
AZYY,AMZN,2.0,0.64374,116,ols
BBYY,BABA,2.0,0.630811,89,ols
XBTY,IBIT,2.0,0.545673,202,ols
COYY,COIN,2.0,0.493088,150,ols
NUGY,GDX,2.0,0.558255,71,ols
HMYY,HIMS,2.0,0.432989,62,ols
HOYY,HOOD,2.0,0.519933,106,ols
IOYY,IONQ,2.0,0.376358,81,ols
MAAY,MARA,2.0,0.334783,81,ols
FBYY,META,2.0,0.608353,89,ols
MTYY,MSTR,2.0,0.38807,111,ols
NVYY,NVDA,2.0,0.655323,202,ols
PLYY,PLTR,2.0,0.562622,111,ols
QBY,QBTS,2.0,0.298776,63,ols
TQQY,QQQ,2.0,0.865178,255,ols
RGYY,RGTI,2.0,0.327964,66,ols
RTYY,RIOT,2.0,0.386128,62,ols
SEMY,SOXX,2.0,0.849661,71,ols
SMYY,SMCI,2.0,0.447147,106,ols
YSPY,SPY,2.0,0.795239,229,ols
TSYY,TSLA,2.0,0.539382,300,ols
QYLD,QQQ,1.0,0.616818,501,ols
QYLG,QQQ,1.0,0.79294,501,ols
QQQX,QQQ,1.0,0.773891,501,ols
JEPQ,QQQ,1.0,0.763645,501,ols
XYLD,SPY,1.0,0.635057,501,ols
XYLG,SPY,1.0,0.809572,501,ols
JEPI,SPY,1.0,0.591003,501,ols
SPYI,SPY,1.0,0.820961,501,ols
RYLD,IWM,1.0,0.566878,501,ols
ABNY,ABNB,1.0,0.792277,423,ols
AIYY,AI,1.0,0.773561,501,ols
AMDY,AMD,1.0,0.805807,501,ols
AMZY,AMZN,1.0,0.7667,501,ols
APLY,AAPL,1.0,0.780942,501,ols
BABO,BABA,1.0,0.770514,392,ols
BRKC,BRK-B,1.0,0.811833,186,ols
CONY,COIN,1.0,0.768546,501,ols
CRCO,CRCL,1.0,0.829947,106,ols
CVNY,CVNA,1.0,0.818037,272,ols
DISO,DIS,1.0,0.756887,501,ols
DRAY,DKNG,1.0,0.808155,160,ols
FBY,META,1.0,0.782695,501,ols
GMEY,GME,1.0,0.642495,121,ols
GOOY,GOOGL,1.0,0.741233,501,ols
HIYY,HIMS,1.0,0.885204,111,ols
HOOY,HOOD,1.0,0.789519,205,ols
MARO,MARA,1.0,0.783457,306,ols
MRNY,MRNA,1.0,0.755435,501,ols
MSFO,MSFT,1.0,0.781985,501,ols
MSTY,MSTR,1.0,0.754072,501,ols
NFLY,NFLX,1.0,0.783208,501,ols
NVDY,NVDA,1.0,0.787261,501,ols
PLTY,PLTR,1.0,0.794914,350,ols
PYPY,PYPL,1.0,0.807708,501,ols
RBLY,RBLX,1.0,0.840176,150,ols
RDYY,RDDT,1.0,0.825981,121,ols
SMCY,SMCI,1.0,0.74442,368,ols
SNOY,SNOW,1.0,0.794203,432,ols
TSLY,TSLA,1.0,0.754312,501,ols
TSMY,TSM,1.0,0.79213,383,ols
XOMO,XOM,1.0,0.800532,501,ols
XYZY,XYZ,1.0,0.806515,501,ols
AAPW,AAPL,1.0,1.096552,259,ols
AMDW,AMD,1.0,1.198163,153,ols
AMZW,AMZN,1.0,1.221176,177,ols
ARMW,ARM,1.0,1.185552,89,ols
AVGW,AVGO,1.0,1.200339,153,ols
BABW,BABA,1.0,1.22104,89,ols
BRKW,BRK-B,1.0,1.172806,177,ols
COIW,COIN,1.0,1.216546,260,ols
COSW,COST,1.0,1.243321,89,ols
GOOW,GOOGL,1.0,1.223618,153,ols
HOOW,HOOD,1.0,1.208525,177,ols
METW,META,1.0,1.184749,177,ols
MSFW,MSFT,1.0,1.217225,153,ols
MSTW,MSTR,1.0,1.221692,153,ols
NFLW,NFLX,1.0,1.191935,177,ols
NVDW,NVDA,1.0,1.201039,260,ols
PLTW,PLTR,1.0,1.192707,260,ols
TSLW,TSLA,1.0,1.197998,260,ols
UBEW,UBER,1.0,1.220566,89,ols
UNHW,UNH,1.0,1.202973,61,ols
TSYW,TLT,1.0,1.167739,74,ols
GLDW,GOLD,1.0,0.318637,84,ols
GDXW,GDX,1.0,1.19324,84,ols
SDS,SPY,-2.0,-1.932948,501,ols
QID,QQQ,-2.0,-1.993097,501,ols
DXD,DIA,-2.0,-1.988419,501,ols
TWM,IWM,-2.0,-2.00249,501,ols
SCO,USO,-2.0,-1.59944,501,ols
MSTZ,MSTR,-2.0,-1.982689,364,ols
NVDQ,NVDA,-2.0,-1.991979,501,ols
BTCZ,IBIT,-2.0,-1.992452,413,ols
ETHD,ETHA,-2.0,-1.981316,404,ols
CRCD,CRCL,-2.0,-2.011076,108,ols
CORD,CRWV,-2.0,-2.001479,108,ols
TSLQ,TSLA,-2.0,-1.840489,501,ols
ZSL,SLV,-2.0,-2.025508,501,ols
SQQQ,QQQ,-3.0,-2.975316,501,ols
SPXS,SPY,-3.0,-2.898582,501,ols
TZA,IWM,-3.0,-2.990625,501,ols
SOXS,SOXX,-3.0,-2.988526,501,ols
FAZ,XLF,-3.0,-3.001195,501,ols
LABD,XBI,-3.0,-2.994533,501,ols
TECS,XLK,-3.0,-2.962147,501,ols
SDOW,DIA,-3.0,-2.988387,501,ols
DUST,GDX,-3.0,-1.986199,501,ols
TTXD,XLK,-2.0,-1.855957,104,ols
TSXD,SOXX,-2.0,-1.903685,104,ols
WEBS,XLK,-3.0,-2.237994,501,ols
FNGD,XLK,-3.0,-2.849498,501,ols
REW,XLK,-2.0,-2.000109,501,ols
SKF,XLF,-2.0,-2.000947,501,ols
SPXU,SPY,-3.0,-2.890873,501,ols
DUG,XLE,-2.0,-1.974182,501,ols
DRIP,XOP,-2.0,-1.998929,501,ols
TMV,TLT,-3.0,-2.966341,501,ols
TBT,TLT,-2.0,-1.982401,501,ols
TBX,TLT,-2.0,-0.427124,501,ols
NVDS,NVDA,-1.5,-1.444887,501,ols
EWV,EWJ,-2.0,-1.965569,501,ols
APLZ,APLD,-2.0,-1.978399,28,ols_short_history
HIBS,SPY,-3.0,-4.454992,501,ols
CLSZ,CLSK,-2.0,-1.940526,9,ols_short_history
