ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
UNX,U,2.0,2.028402,141,ols
UPSX,UPST,2.0,1.986259,208,ols
VOYX,VOYG,2.0,1.969143,146,ols
WULX,WULF,2.0,1.994684,114,ols
CRMU,CRML,2.0,1.963283,40,ols
UECG,UEC,2.0,1.990756,40,ols
DNNG,DNN,2.0,1.977891,40,ols
RCAX,RCAT,2.0,2.008319,45,ols
RDWU,RDW,2.0,1.977325,47,ols
OKLL,OKLO,2.0,1.997967,199,ols
GDXU,GDX,2.0,3.043385,500,ols
MRNX,MRNA,2.0,2.014433,44,ols
ZETX,ZETA,2.0,2.058344,44,ols
LITX,LITE,2.0,1.980217,50,ols
SNXX,SNDX,2.0,1.262558,50,ols
WDCX,WDC,2.0,2.043623,50,ols
LNOK,NOK,2.0,1.951915,54,ols
USGG,USAR,2.0,1.996371,59,ols
ONDG,ONDS,2.0,2.003969,59,ols
PLUL,PLUG,2.0,1.942875,59,ols
ALBG,ALB,2.0,2.006491,59,ols
UUUG,UUUU,2.0,1.999932,59,ols
HUTG,HUT,2.0,1.999789,59,ols
XPEG,XPEV,2.0,1.990168,57,ols
ORLG,ORLY,2.0,2.005455,57,ols
LUNL,LUNR,2.0,1.989387,59,ols
RKTL,RKT,2.0,1.94983,59,ols
EOSU,EOSE,2.0,1.970556,58,ols
BTFL,BITF,2.0,2.053051,68,ols
FGRU,FIGR,2.0,1.999287,35,ols
APHU,APH,2.0,2.003353,35,ols
COPZ,COPX,2.0,2.037529,35,ols
LEUX,LEU,2.0,2.023053,34,ols
COHX,COHR,2.0,2.05154,34,ols
AXPG,AXP,2.0,2.021861,34,ols
FCXG,FCX,2.0,2.046152,34,ols
GLWG,GLW,2.0,1.987744,21,ols_short_history
SNDU,SNDK,2.0,1.978137,19,ols_short_history
PAAU,PAAS,2.0,1.959504,19,ols_short_history
BITX,IBIT,2.0,2.004445,500,ols
ETHU,ETHA,2.0,2.001236,429,ols
XXRP,XRPZ,2.0,2.021454,92,ols
ADBU,ADBE,2.0,1.933538,10,ols_short_history
PYPU,PYPL,2.0,1.973727,10,ols_short_history
TXNU,TXN,2.0,1.993124,10,ols_short_history
UNHU,UNH,2.0,1.975625,10,ols_short_history
AAOX,AAOI,2.0,1.969809,11,ols_short_history
HLXX,HL,2.0,2.018609,11,ols_short_history
IBX,IBM,2.0,1.903869,11,ols_short_history
AALG,AAL,2.0,1.984651,187,ols
ABNG,ABNB,2.0,1.990203,97,ols
ADBG,ADBE,2.0,1.992657,263,ols
AMDG,AMD,2.0,2.0031,302,ols
ARMG,ARM,2.0,1.995799,309,ols
ASMG,ASML,2.0,1.985685,309,ols
AVGG,AVGO,2.0,1.997959,224,ols
BAIG,BBAI,2.0,2.000066,158,ols
BEG,BE,2.0,1.992555,77,ols
BIDG,BIDU,2.0,2.017591,75,ols
BLSG,BLSH,2.0,2.018313,112,ols
BMNG,BMNR,2.0,1.991741,112,ols
BOEG,BA,2.0,1.991558,205,ols
BULG,BULL,2.0,1.97549,166,ols
CIFG,CIFR,2.0,1.992218,80,ols
CMGG,CMG,2.0,1.975786,97,ols
CNCG,CNC,2.0,2.009697,75,ols
COIG,COIN,2.0,1.996295,267,ols
COTG,COST,2.0,1.989196,139,ols
CRCG,CRCL,2.0,1.989918,166,ols
CRMG,CRM,2.0,1.982964,253,ols
CRWG,CRWV,2.0,1.996574,166,ols
DUOG,DUOL,2.0,2.019672,80,ols
FIGG,FIG,2.0,1.995873,121,ols
FUTG,FUTU,2.0,2.002176,121,ols
GEMG,GEMI,2.0,1.978199,105,ols
GEVG,GEV,2.0,1.961663,77,ols
GLGG,GLXY,2.0,1.998259,158,ols
GRAG,GRAB,2.0,1.973462,80,ols
HOOG,HOOD,2.0,2.006453,263,ols
IREG,IREN,2.0,1.969996,77,ols
KLAG,KLAC,2.0,2.011944,75,ols
LACG,LAC,2.0,2.008159,80,ols
LULG,LULU,2.0,1.989956,105,ols
MPG,MP,2.0,1.987305,112,ols
NBIG,NBIS,2.0,2.009397,112,ols
NEMG,NEM,2.0,1.998113,97,ols
NETG,NET,2.0,2.002944,97,ols
NIOG,NIO,2.0,1.965787,75,ols
NUG,NU,2.0,1.984339,97,ols
NVDG,NVDA,2.0,1.96946,328,ols
OKTG,OKTA,2.0,1.992699,97,ols
OPEG,OPEN,2.0,2.003225,80,ols
OSCG,OSCR,2.0,1.992635,105,ols
PANG,PANW,2.0,1.996525,263,ols
PBRG,PBR,2.0,1.932923,75,ols
PLTG,PLTR,2.0,1.995634,239,ols
PYPG,PYPL,2.0,1.995343,253,ols
RTXG,RTX,2.0,2.013809,210,ols
SATG,SATS,2.0,2.002894,77,ols
SBU,SBUX,2.0,2.000087,97,ols
SNAG,SNAP,2.0,1.967757,75,ols
SPOG,SPOT,2.0,1.973539,97,ols
TERG,TER,2.0,1.995234,97,ols
TSLG,TSLA,2.0,1.991174,328,ols
TSMG,TSM,2.0,1.982846,309,ols
UNHG,UNH,2.0,1.995792,180,ols
UPSG,UPS,2.0,1.982799,80,ols
VALG,VALE,2.0,1.97714,75,ols
XYZG,XYZ,2.0,1.998972,253,ols
COIO,COIN,2.0,0.94789,164,ols
MSOO,MSTR,2.0,0.975294,164,ols
NVDO,NVDA,2.0,0.95485,164,ols
PLOO,PLTR,2.0,0.898217,164,ols
TSLO,TSLA,2.0,0.864185,164,ols
CRCA,CRCL,2.0,1.981678,168,ols
NVDB,NVDA,2.0,1.996117,145,ols
PLTA,PLTR,2.0,1.991424,145,ols
TSLI,TSLA,2.0,1.981148,145,ols
COIA,COIN,2.0,2.001419,145,ols
BITU,IBIT,2.0,1.992527,500,ols
ETHT,ETHA,2.0,1.991607,429,ols
UXRP,XRPZ,2.0,2.000267,92,ols
SOLT,SOEZ,2.0,2.016924,86,ols
TSLR,TSLA,2.0,1.998824,500,ols
AAPB,AAPL,2.0,1.98956,500,ols
AMDL,AMD,2.0,1.998099,500,ols
AMZZ,AMZN,2.0,1.98914,500,ols
AVGU,AVGO,2.0,1.990735,185,ols
BABX,BABA,2.0,2.006213,500,ols
BULX,BULL,2.0,1.972755,150,ols
CONL,COIN,2.0,1.987359,500,ols
CRWL,CRWD,2.0,1.996461,350,ols
DLLL,DELL,2.0,1.985837,287,ols
ETRL,ETOR,2.0,1.998604,150,ols
GOU,GOOGL,2.0,2.016557,87,ols
INTW,INTC,2.0,1.987406,288,ols
IONL,IONQ,2.0,1.985424,260,ols
ISUL,ISRG,2.0,2.001487,126,ols
LCDL,LCID,2.0,1.960248,242,ols
MRAL,MARA,2.0,1.977532,273,ols
FBL,META,2.0,1.996808,500,ols
MVLL,MRVL,2.0,1.993906,273,ols
MSFL,MSFT,2.0,1.99231,500,ols
MSTP,MSTR,2.0,1.996457,208,ols
MULL,MU,2.0,1.998679,350,ols
NBIL,NBIS,2.0,1.998449,126,ols
NOWL,NOW,2.0,1.99551,185,ols
NVDL,NVDA,2.0,1.98759,500,ols
PDDL,PDD,2.0,2.005071,185,ols
PTIR,PLTR,2.0,1.996529,399,ols
QCML,QCOM,2.0,1.97391,254,ols
RDTL,RDDT,2.0,1.981036,261,ols
RVNL,RIVN,2.0,1.986352,242,ols
SMCL,SMCI,2.0,1.764669,328,ols
TSMU,TSM,2.0,1.990736,350,ols
UBRL,UBER,2.0,1.997331,399,ols
VRTL,VRT,2.0,1.981054,261,ols
AMYY,AMD,2.0,0.314154,141,ols
AZYY,AMZN,2.0,0.6137,141,ols
BBYY,BABA,2.0,0.595439,115,ols
XBTY,IBIT,2.0,0.540683,227,ols
COYY,COIN,2.0,0.475175,175,ols
NUGY,GDX,2.0,0.484905,96,ols
HMYY,HIMS,2.0,0.264265,87,ols
HOYY,HOOD,2.0,0.512027,131,ols
IOYY,IONQ,2.0,0.367382,106,ols
MAAY,MARA,2.0,0.312648,106,ols
FBYY,META,2.0,0.566217,115,ols
MTYY,MSTR,2.0,0.39228,136,ols
NVYY,NVDA,2.0,0.655465,227,ols
PLYY,PLTR,2.0,0.536113,136,ols
QBY,QBTS,2.0,0.287493,88,ols
TQQY,QQQ,2.0,0.872144,280,ols
RGYY,RGTI,2.0,0.32483,91,ols
RTYY,RIOT,2.0,0.335347,87,ols
SEMY,SOXX,2.0,0.681983,96,ols
SMYY,SMCI,2.0,0.328972,131,ols
YSPY,SPY,2.0,0.838601,254,ols
TSYY,TSLA,2.0,0.540686,325,ols
QYLD,QQQ,1.0,0.626296,500,ols
QYLG,QQQ,1.0,0.801092,500,ols
QQQX,QQQ,1.0,0.786927,500,ols
JEPQ,QQQ,1.0,0.773251,500,ols
XYLD,SPY,1.0,0.644162,500,ols
XYLG,SPY,1.0,0.817229,500,ols
JEPI,SPY,1.0,0.600461,500,ols
SPYI,SPY,1.0,0.829065,500,ols
RYLD,IWM,1.0,0.577551,500,ols
ABNY,ABNB,1.0,0.795585,448,ols
AIYY,AI,1.0,0.770733,500,ols
AMDY,AMD,1.0,0.797883,500,ols
AMZY,AMZN,1.0,0.76524,500,ols
APLY,AAPL,1.0,0.788408,500,ols
BABO,BABA,1.0,0.774441,417,ols
BRKC,BRK-B,1.0,0.827635,211,ols
CONY,COIN,1.0,0.775983,500,ols
CRCO,CRCL,1.0,0.835421,131,ols
CVNY,CVNA,1.0,0.815431,297,ols
DISO,DIS,1.0,0.758702,500,ols
DRAY,DKNG,1.0,0.799809,185,ols
FBY,META,1.0,0.790018,500,ols
GMEY,GME,1.0,0.649431,146,ols
GOOY,GOOGL,1.0,0.753799,500,ols
HIYY,HIMS,1.0,0.871644,136,ols
HOOY,HOOD,1.0,0.78995,230,ols
MARO,MARA,1.0,0.781408,331,ols
MRNY,MRNA,1.0,0.762685,500,ols
MSFO,MSFT,1.0,0.79213,500,ols
MSTY,MSTR,1.0,0.761756,500,ols
NFLY,NFLX,1.0,0.784543,500,ols
NVDY,NVDA,1.0,0.786677,500,ols
PLTY,PLTR,1.0,0.795589,375,ols
PYPY,PYPL,1.0,0.815141,500,ols
RBLY,RBLX,1.0,0.841821,175,ols
RDYY,RDDT,1.0,0.821791,146,ols
SMCY,SMCI,1.0,0.759215,393,ols
SNOY,SNOW,1.0,0.798427,457,ols
TSLY,TSLA,1.0,0.755383,500,ols
TSMY,TSM,1.0,0.796839,408,ols
XOMO,XOM,1.0,0.808254,500,ols
XYZY,XYZ,1.0,0.811556,500,ols
AAPW,AAPL,1.0,1.1007,284,ols
AMDW,AMD,1.0,1.198654,178,ols
AMZW,AMZN,1.0,1.210071,202,ols
ARMW,ARM,1.0,1.204388,114,ols
AVGW,AVGO,1.0,1.197233,178,ols
BABW,BABA,1.0,1.22664,114,ols
BRKW,BRK-B,1.0,1.180445,202,ols
COIW,COIN,1.0,1.217669,285,ols
COSW,COST,1.0,1.237205,114,ols
GOOW,GOOGL,1.0,1.225571,178,ols
HOOW,HOOD,1.0,1.210103,202,ols
METW,META,1.0,1.187371,202,ols
MSFW,MSFT,1.0,1.21632,178,ols
MSTW,MSTR,1.0,1.217408,178,ols
NFLW,NFLX,1.0,1.191703,202,ols
NVDW,NVDA,1.0,1.200417,285,ols
PLTW,PLTR,1.0,1.194519,285,ols
TSLW,TSLA,1.0,1.197848,285,ols
UBEW,UBER,1.0,1.222255,114,ols
UNHW,UNH,1.0,1.199172,86,ols
TSYW,TLT,1.0,1.153304,99,ols
GLDW,GOLD,1.0,0.334079,109,ols
GDXW,GDX,1.0,1.202422,109,ols
TOPW,TOP,1.0,0.029549,149,ols
SDS,SPY,-2.0,-1.935728,500,ols
QID,QQQ,-2.0,-1.99291,500,ols
DXD,DIA,-2.0,-1.989501,500,ols
TWM,IWM,-2.0,-2.003707,500,ols
SCO,USO,-2.0,-1.356523,500,ols
MSTZ,MSTR,-2.0,-1.982226,389,ols
NVDQ,NVDA,-2.0,-1.991911,500,ols
BTCZ,IBIT,-2.0,-1.992707,438,ols
ETHD,ETHA,-2.0,-1.981534,429,ols
CRCD,CRCL,-2.0,-2.011021,133,ols
CORD,CRWV,-2.0,-2.005437,133,ols
TSLQ,TSLA,-2.0,-1.866619,500,ols
ZSL,SLV,-2.0,-2.023714,500,ols
SQQQ,QQQ,-3.0,-2.976515,500,ols
SPXS,SPY,-3.0,-2.901421,500,ols
TZA,IWM,-3.0,-2.991252,500,ols
SOXS,SOXX,-3.0,-2.990151,500,ols
FAZ,XLF,-3.0,-3.000672,500,ols
LABD,XBI,-3.0,-2.991789,500,ols
TECS,XLK,-3.0,-2.963251,500,ols
SDOW,DIA,-3.0,-2.988453,500,ols
DUST,GDX,-3.0,-1.985424,500,ols
TTXD,XLK,-2.0,-1.892594,129,ols
TSXD,SOXX,-2.0,-1.883142,129,ols
WEBS,XLK,-3.0,-2.247188,500,ols
FNGD,XLK,-3.0,-2.842157,500,ols
REW,XLK,-2.0,-1.99931,500,ols
SKF,XLF,-2.0,-2.004175,500,ols
SPXU,SPY,-3.0,-2.8955,500,ols
DUG,XLE,-2.0,-1.974992,500,ols
DRIP,XOP,-2.0,-1.998522,500,ols
TMV,TLT,-3.0,-2.966168,500,ols
TBT,TLT,-2.0,-1.982105,500,ols
TBX,TLT,-2.0,-0.42289,500,ols
NVDS,NVDA,-1.5,-1.454182,500,ols
EWV,EWJ,-2.0,-1.981834,500,ols
APLZ,APLD,-2.0,-1.983721,53,ols
AMZO,AMZN,-2.0,-1.961821,11,ols_short_history
BEZ,BE,-2.0,-1.974356,39,ols
NBIZ,NBIS,-2.0,-1.986371,53,ols
SMZ,SMR,-2.0,-1.977218,39,ols
HIBS,SPY,-3.0,-4.463863,500,ols
CLSZ,CLSK,-2.0,-2.037651,34,ols
IREZ,IREN,-2.0,-2.010729,53,ols
