ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
SHPU,SHOP,2.009716,171,ols,0.076943,25000,0.076943,False,False,12.81700038909912,0.076943,1.0,False,True,False,False,False,False,False,False,False,1.019793,0.345899,0.581077,0.342587,0.344834,0.268956,0.267891,0.502429,0.6029148,0.502429,0.6029148,0.268956,net_decay_annual,0.076943,ETF_LS,4976.706043996645,-2476.3230446474254,4976.706043996645,-2476.3230446474254,4976.706043996645,0.0,-0.0,4976.706043996645,core_leveraged,0.5,1.0,7453.029088644071,0.1593419837285407,1.0,1.0,0.0401862872579363,0.0014848758144141,primary,SHPU,False,,,1.0,0.0,,False,0.0,0.0,4709.477689265897,3144.719522958546,-1564.7581663073518,3144.719522958546,-1564.7581663073518,haircut,haircut,-2743.5513993781733,1.5825595916148891,normal,False,False,False,4709.477689265897,3144.719522958546,-1564.7581663073518,2026-04-14
SOFA,SOFI,1.974593,41,ols,,0,0.0,False,True,15.199999809265137,,1.0,False,False,False,False,False,False,False,True,False,0.853134,0.318082,0.572214,0.315056,0.315548,0.318082,0.315548,0.49364825,1.0,0.5,1.0,0.318082,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,7288.109654032792,4837.989703494082,-2450.1199505387094,4837.989703494082,-2450.1199505387094,haircut,haircut,7288.109654032792,0.0,normal,False,False,False,7288.109654032792,4837.989703494082,-2450.1199505387094,2026-04-14
YINN,FXI,2.973818,499,ols,0.013975,1400000,0.013975,False,False,34.20000076293945,0.013975,1.0,False,True,False,False,False,False,False,False,False,0.858375,0.369624,0.287946,0.24334,0.369624,0.355649,0.355649,0.7434545,0.8921454,0.7434545,0.8921454,0.355649,net_decay_annual,0.013975,ETF_LS,5437.809630836074,-1828.5616775593105,5437.809630836074,-1828.5616775593105,5437.809630836074,0.0,-0.0,5437.809630836074,core_leveraged,0.5,1.0,7266.371308395384,0.1570492267810764,1.0,1.0,0.0391798396663883,0.0014476877637347,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,6405.878290948415,4793.857234385579,-1612.0210565628358,4793.857234385579,-1612.0210565628358,haircut,haircut,-860.4930174469691,1.1343286553949763,normal,False,False,False,6405.878290948415,4793.857234385579,-1612.0210565628358,2026-04-14
MEXX,EWW,2.955323,499,ols,0.048528,25000,0.048528,False,False,33.63999938964844,0.048528,1.0,False,True,False,False,False,False,False,False,False,0.745034,0.297572,0.251425,0.182646,0.297572,0.249044,0.249044,0.73883075,0.8865968999999999,0.73883075,0.8865968999999999,0.249044,net_decay_annual,0.048528,ETF_LS,2934.21595763391,-992.8579575342222,2934.21595763391,-992.8579575342222,2934.21595763391,0.0,-0.0,2934.21595763391,core_leveraged,0.5,1.0,3927.073915168132,0.1104898458883531,1.0,1.0,0.0211745477658945,0.0007823955882494,primary,MEXX,False,,,1.0,0.0,,False,0.0,0.0,3216.276055962019,2403.124751767136,-813.1513041948836,2403.124751767136,-813.1513041948836,haircut,haircut,-710.7978592061131,1.2210002645415046,normal,False,False,False,3216.276055962019,2403.124751767136,-813.1513041948836,2026-04-14
KORU,EWY,2.931822,499,ols,0.088268,350000,0.088268,False,False,414.0199890136719,0.088268,1.0,False,True,False,False,False,False,False,False,False,0.927863,0.386506,0.316165,0.283076,0.386506,0.298238,0.298238,0.7329555,0.8795466,0.7329555,0.8795466,0.298238,net_decay_annual,0.088268,ETF_LS,4056.633714378345,-1383.6562091349151,4056.633714378345,-1383.6562091349151,4056.633714378345,0.0,-0.0,4056.633714378345,core_leveraged,0.5,1.0,5440.28992351326,0.1331097227096793,1.0,1.0,0.0293337180135083,0.0010838754061934,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,4231.439217853496,3155.236068816359,-1076.2031490371376,3155.236068816359,-1076.2031490371376,haircut,haircut,-1208.8507056597637,1.285683107666848,normal,False,False,False,4231.439217853496,3155.236068816359,-1076.2031490371376,2026-04-14
LABU,XBI,2.986834,499,ols,,0,0.0,False,True,182.6999969482422,,1.0,False,False,False,False,False,False,False,True,False,0.789606,0.321319,0.26417,0.207066,0.321319,0.321319,0.321319,0.7467085,1.0,0.7467085,1.0,0.321319,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,5438.887508487696,4074.675326970308,-1364.2121815173884,4074.675326970308,-1364.2121815173884,haircut,haircut,5438.887508487696,0.0,normal,False,False,False,5438.887508487696,4074.675326970308,-1364.2121815173884,2026-04-14
SOXL,SOXX,2.963095,499,ols,0.015384,5200000,0.015384,False,False,80.55999755859375,0.015384,1.0,False,True,False,False,False,False,False,False,False,1.138714,0.545304,0.383995,0.428853,0.545304,0.5299200000000001,0.5299200000000001,0.74077375,0.8889285,0.74077375,0.8889285,0.5299200000000001,net_decay_annual,0.015384,ETF_LS,10969.024345274076,-3701.880751469013,10969.024345274076,-3701.880751469013,10969.024345274076,0.0,-0.0,10969.024345274076,core_leveraged,0.5,1.0,14670.905096743089,0.2346395024358814,1.0,1.0,0.0791046431644747,0.0029229018020219,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,12965.893942508928,9694.235316483326,-3271.6586260256,9694.235316483326,-3271.6586260256,haircut,haircut,-1705.011154234162,1.131499699272123,normal,False,False,False,12965.893942508928,9694.235316483326,-3271.6586260256,2026-04-14
CWEB,KWEB,1.987646,499,ols,0.014194,900000,0.014194,False,False,27.1299991607666,0.014194,1.0,False,True,False,False,False,False,False,False,False,0.705767,0.189576,0.354804,0.123563,0.189576,0.1753819999999999,0.1753819999999999,0.4969115,0.5962938,0.5,0.5962938,0.1753819999999999,net_decay_annual,0.014194,ETF_LS,2380.5024169732837,-1197.6490868964006,2380.5024169732837,-1197.6490868964006,2380.5024169732837,0.0,-0.0,2380.5024169732837,core_leveraged,0.5,1.0,3578.151503869684,0.1047685031359601,1.0,1.0,0.0192931789849064,0.0007128793629024,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,2468.676105530327,1642.3813887096835,-826.294716820643,1642.3813887096835,-826.294716820643,haircut,haircut,-1109.475398339357,1.4494212083366915,normal,False,False,False,2468.676105530327,1642.3813887096835,-826.294716820643,2026-04-14
NUGT,GDX,1.976867,499,ols,0.018157,200000,0.018157,False,False,217.3300018310547,0.018157,1.0,False,True,False,False,False,False,False,False,False,0.777034,0.209792,0.392703,0.148906,0.209792,0.191635,0.191635,0.49421675,0.5930601,0.5,0.5930601,0.191635,net_decay_annual,0.018157,ETF_LS,0.0,-0.0,0.0,-0.0,14824.039029156858,0.0,-0.0,14824.039029156858,core_leveraged,0.5,1.0,0.0,0.1149454387216071,2.0,2.0,0.1061999421670533,0.0039240680435065,not_selected,NUGT,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,19888.72265369936,13207.63053446818,-6681.092119231178,13207.63053446818,-6681.092119231178,haircut,haircut,19888.72265369936,0.0,normal,False,False,False,19888.72265369936,13207.63053446818,-6681.092119231178,2026-04-14
JNUG,GDXJ,1.975339,499,ols,0.038451,90000,0.038451,False,False,229.5399932861328,0.038451,1.0,False,True,False,False,False,False,False,False,False,0.868281,0.251313,0.438503,0.18523,0.251313,0.212862,0.212862,0.49383475,0.5926017,0.5,0.5926017,0.212862,net_decay_annual,0.038451,ETF_LS,3361.260773064683,-1701.6121147128076,3361.260773064683,-1701.6121147128076,3361.260773064683,0.0,-0.0,3361.260773064683,core_leveraged,0.5,1.0,5062.87288777749,0.1277517651897734,1.0,1.0,0.0272987079211385,0.0010086821630642,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3327.354827627681,2209.043661193308,-1118.311166434373,2209.043661193308,-1118.311166434373,haircut,haircut,-1735.5180601498091,1.5215909183293173,normal,False,False,False,3327.354827627681,2209.043661193308,-1118.311166434373,2026-04-14
GUSH,XOP,2.010352,499,ols,0.036683,350000,0.036683,False,False,37.79999923706055,0.036683,1.0,False,True,False,False,False,False,False,False,False,0.590421,0.148288,0.293488,0.087477,0.148288,0.111605,0.111605,0.502588,0.6031056,0.502588,0.6031056,0.111605,net_decay_annual,0.036683,ETF_LS,1067.3614389888212,-530.932612293181,1067.3614389888212,-530.932612293181,1067.3614389888212,0.0,-0.0,1067.3614389888212,core_leveraged,0.5,1.0,1598.294051282002,0.066104278898298,1.0,1.0,0.0086179059686394,0.0003184300172243,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,989.930455789186,661.0883616456487,-328.84209414353734,661.0883616456487,-328.84209414353734,haircut,haircut,-608.3635954928162,1.614551852541824,normal,False,False,False,989.930455789186,661.0883616456487,-328.84209414353734,2026-04-14
URAA,URA,1.927462,449,ols,0.028842,35000,0.028842,False,False,39.2599983215332,0.028842,1.0,False,True,False,False,False,False,False,False,False,0.881264,0.384298,0.44161,0.174313,0.384298,0.355456,0.355456,0.4818655,0.5782385999999999,0.5,0.5782385999999999,0.355456,net_decay_annual,0.028842,ETF_LS,8444.634004992591,-4381.219450755756,8444.634004992591,-4381.219450755756,8444.634004992591,0.0,-0.0,8444.634004992591,core_leveraged,0.5,1.0,12825.853455748347,0.2172933727288487,1.0,1.0,0.0691562350247943,0.0025553099778825,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,8696.409047008572,5725.77815683525,-2970.6308901733214,5725.77815683525,-2970.6308901733214,haircut,haircut,-4129.444408739777,1.474844776322963,normal,False,False,False,8696.409047008572,5725.77815683525,-2970.6308901733214,2026-04-14
TQQQ,QQQ,2.970932,499,ols,0.0079379999999999,0,0.0079379999999999,False,False,50.65999984741211,0.0079379999999999,1.0,False,True,False,False,False,False,False,True,False,0.631734,0.23905,0.212593,0.132322,0.23905,0.231112,0.231112,0.742733,0.8912796,0.742733,0.8912796,0.231112,net_decay_annual,0.0079379999999999,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,3021.6577687428185,2260.71354488232,-760.9442238604989,2260.71354488232,-760.9442238604989,haircut,haircut,3021.6577687428185,0.0,normal,False,False,False,3021.6577687428185,2260.71354488232,-760.9442238604989,2026-04-14
SPXL,SPY,2.882597,499,ols,0.034925,250000,0.034925,False,False,215.9100036621093,0.034925,1.0,False,True,False,False,False,False,False,False,False,0.483146,0.170669,0.167241,0.075892,0.170669,0.1357439999999999,0.1357439999999999,0.72064925,0.8647791,0.72064925,0.8647791,0.1357439999999999,net_decay_annual,0.034925,ETF_LS,1041.624684877782,-361.3493960056789,1041.624684877782,-361.3493960056789,1041.624684877782,0.0,-0.0,1041.624684877782,core_leveraged,0.5,1.0,1402.9740808834608,0.0613596247190196,1.0,1.0,0.0075647523656826,0.0002795161881399,primary,SPXL,False,,,1.0,0.0,,False,0.0,0.0,1100.714126976431,817.2146736526813,-283.49945332374983,817.2146736526813,-283.49945332374983,haircut,haircut,-302.25995390702974,1.274603501944063,normal,False,False,False,1100.714126976431,817.2146736526813,-283.49945332374983,2026-04-14
URTY,IWM,3.000056,499,ols,0.0771319999999999,100000,0.0771319999999999,False,False,62.5099983215332,0.0771319999999999,1.0,False,True,False,False,False,False,False,False,False,0.655907,0.254172,0.218558,0.143309,0.254172,0.17704,0.17704,0.750014,0.9000168,0.750014,0.9000168,0.17704,net_decay_annual,0.0771319999999999,ETF_LS,1589.3183095936904,-529.7628809574522,1589.3183095936904,-529.7628809574522,1589.3183095936904,0.0,-0.0,1589.3183095936904,core_leveraged,0.5,1.0,2119.0811905511428,0.0776648271126605,1.0,1.0,0.0114259590877124,0.0004221870559211,primary,URTY,False,,,1.0,0.0,,False,0.0,0.0,1561.0354887621038,1170.7820801192988,-390.25340864280497,1170.7820801192988,-390.25340864280497,haircut,haircut,-558.045701789039,1.3574843146145046,normal,False,False,False,1561.0354887621038,1170.7820801192988,-390.25340864280497,2026-04-14
MSTU,MSTR,1.966126,391,ols,0.2084829999999999,1900000,0.2084829999999999,False,False,4.684999942779541,0.2084829999999999,1.0,False,True,False,False,False,False,False,False,False,1.706051,1.067239,0.87632,0.729358,1.067239,0.8587560000000001,0.8587560000000001,0.4915315,0.5898378,0.5,0.5898378,0.8587560000000001,net_decay_annual,0.2084829999999999,ETF_LS,38777.86668039848,-19722.981477483376,38777.86668039848,-19722.981477483376,38777.86668039848,-572.8619914695603,572.8619914695603,38205.00468892892,core_leveraged,0.5,1.0,58500.84815788186,0.517203285067837,1.0,1.0,0.3154330757258938,0.0116551932803684,primary,MSTU,False,,,1.0,0.0,,False,0.0,0.0,37261.15082843526,24698.92291619038,-12562.227912244882,24698.92291619038,-12562.227912244882,haircut,haircut,-21239.6973294466,1.570022580012152,normal,False,False,False,37261.15082843526,24698.92291619038,-12562.227912244882,2026-04-14
TSLT,TSLA,1.992644,499,ols,0.079463,400000,0.079463,False,False,15.119999885559082,0.079463,1.0,False,True,False,False,False,False,False,False,False,1.245413,0.528215,0.624768,0.386039,0.528215,0.448752,0.448752,0.498161,0.5977932,0.5,0.5977932,0.448752,net_decay_annual,0.079463,ETF_LS,12292.473587248043,-6168.926103833923,12292.473587248043,-6168.926103833923,12292.473587248043,0.0,-0.0,12292.473587248043,core_leveraged,0.5,1.0,18461.39969108197,0.2675679617144902,5.0,1.0,0.0995427633980118,0.0036780865303865,primary,TSLT,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-18461.39969108197,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-14
BTCL,IBIT,2.006534,440,ols,0.040803,5000,0.040803,False,False,17.719999313354492,0.040803,1.0,False,True,False,False,False,False,False,False,False,0.99939,0.42409,0.495382,0.247814,0.42409,0.383287,0.383287,0.5016335,0.6019602,0.5016335,0.6019602,0.383287,net_decay_annual,0.040803,ETF_LS,0.0,-0.0,0.0,-0.0,9610.591060996026,0.0,-0.0,9610.591060996026,core_leveraged,0.5,1.0,0.0,0.2273469839755684,3.0,2.0,0.0776751342268454,0.0028700817135586,not_selected,BITX,False,266378.90207788465,shares_available,1.0,0.0,,False,0.0,0.0,27172.871516761094,18134.932309434287,-9037.939207326808,18134.932309434287,-9037.939207326808,haircut,haircut,27172.871516761094,0.0,normal,False,False,False,27172.871516761094,18134.932309434287,-9037.939207326808,2026-04-14
GOOX,GOOGL,1.978222,499,ols,0.015637,150000,0.015637,False,False,69.0199966430664,0.015637,1.0,False,True,False,False,False,False,False,False,False,0.599515,0.202148,0.301494,0.087951,0.202148,0.1865109999999999,0.1865109999999999,0.4945555,0.5934666,0.5,0.5934666,0.1865109999999999,net_decay_annual,0.015637,ETF_LS,2663.450973186709,-1346.3862868710935,2663.450973186709,-1346.3862868710935,2663.450973186709,0.0,-0.0,2663.450973186709,core_leveraged,0.5,1.0,4009.8372600578023,0.1118145138950499,2.0,1.0,0.0216208027734365,0.0007988846274957,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,3109.426462227814,2065.371834255885,-1044.054627971929,2065.371834255885,-1044.054627971929,haircut,haircut,-900.4107978299885,1.289574559414044,normal,False,False,False,3109.426462227814,2065.371834255885,-1044.054627971929,2026-04-14
NFLU,NFLX,1.991698,384,ols,0.0383369999999999,10000,0.0383369999999999,False,False,36.7400016784668,0.0383369999999999,1.0,False,True,False,False,False,False,False,False,False,0.688886,0.227571,0.329663,0.107328,0.227571,0.189234,0.189234,0.4979245,0.5975094,0.5,0.5975094,0.189234,net_decay_annual,0.0383369999999999,ETF_LS,2713.803434190252,-1362.5576940832657,2713.803434190252,-1362.5576940832657,2713.803434190252,0.0,-0.0,2713.803434190252,core_leveraged,0.5,1.0,4076.3611282735183,0.1128707872247025,2.0,1.0,0.0219794954936486,0.0008121382565665,primary,NFLU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4979.9678638899695,3315.372084539925,-1664.5957793500445,3315.372084539925,-1664.5957793500445,haircut,haircut,903.6067356164511,0.8185516934419286,normal,False,False,False,4979.9678638899695,3315.372084539925,-1664.5957793500445,2026-04-14
