ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
UNX,U,2.025216,118,ols,0.012157,0.0241429999999999,0.0,200000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.73547,1.160744,0.726406,0.547792,0.834809,1.160744,0.834809,0.506304,0.6075647999999999,0.506304,0.6075647999999999,1.160744,net_decay_annual,0.0,ETF_LS,86088.57799024785,-42508.34379653719,86088.57799024785,-42508.34379653719,86088.57799024785,0.0,-0.0,86088.57799024785,core_leveraged,0.5,1.0,128596.92178678504,1.0,0.0,,False,0.0,0.0,128155.23112940634,85792.89034798565,-42362.34078142068,85792.89034798565,-42362.34078142068,haircut,haircut,-441.69065737869823,1.0034465285067662,False,2026-03-06
UPSX,UPST,1.98828,185,ols,0.112871,-0.076571,0.189442,55000,0.189442,False,False,False,True,False,False,False,True,False,False,False,False,1.425524,0.720511,0.89562,0.788089,0.738478,0.531069,0.549036,0.49707,0.596484,0.5,0.596484,0.531069,net_decay_annual,0.189442,ETF_LS,18750.588749893563,-9430.55744155429,18750.588749893563,-9430.55744155429,18750.588749893563,0.0,-0.0,18750.588749893563,core_leveraged,0.5,1.0,28181.146191447853,1.0,0.0,,False,0.0,0.0,28084.35266937876,18686.186276209857,-9398.166393168898,18686.186276209857,-9398.166393168898,haircut,haircut,-96.79352206909608,1.0034465285067664,False,2026-03-06
WULX,WULF,1.98957,91,ols,0.150087,-0.113787,0.263874,25000,0.263874,False,False,False,True,False,False,False,True,False,False,False,False,2.089658,1.250442,1.174111,1.357044,1.318549,0.986568,1.054675,0.4973925,0.596871,0.5,0.596871,0.986568,net_decay_annual,0.263874,ETF_LS,57809.62700575869,-29056.34232812049,57809.62700575869,-29056.34232812049,57809.62700575869,0.0,-0.0,57809.62700575869,core_leveraged,0.5,1.0,86865.96933387917,1.0,0.0,,False,0.0,0.0,86567.61159276204,57611.068814783255,-28956.542777978782,57611.068814783255,-28956.542777978782,haircut,haircut,-298.35774111712817,1.0034465285067664,False,2026-03-06
RDWU,RDW,2.000625,24,ols_short_history,0.171902,-0.135602,0.307504,35000,0.307504,False,False,False,False,True,False,False,False,True,True,False,False,2.193297,,1.061513,1.127866,1.127866,,0.820362,0.50015625,0.6001875,0.50015625,0.6001875,1.127866,net_decay_annual,0.307504,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
OKLL,OKLO,1.997103,176,ols,0.161663,-0.125363,0.287026,350000,0.287026,False,False,False,True,False,False,False,True,False,False,False,False,2.066143,1.307121,1.295202,1.670265,1.416641,1.020095,1.129615,0.49927575,0.5991309,0.5,0.5991309,1.020095,net_decay_annual,0.287026,ETF_LS,60796.6526819207,-30442.42218950184,60796.6526819207,-30442.42218950184,60796.6526819207,0.0,-0.0,60796.6526819207,core_leveraged,0.5,1.0,91239.07487142252,1.0,0.0,,False,0.0,0.0,90925.69686517912,60587.83498149373,-30337.861883685386,60587.83498149373,-30337.861883685386,haircut,haircut,-313.37800624342344,1.0034465285067662,False,2026-03-06
GDXU,GDX,3.042815,501,ols,0.032564,0.0037359999999999,0.028828,65000,0.028828,False,False,False,True,False,False,False,True,False,False,False,False,1.155773,0.664454,0.378857,0.446093,0.664454,0.635626,0.635626,0.76070375,0.9128445,0.76070375,0.9128445,0.635626,net_decay_annual,0.028828,ETF_LS,24370.621734910183,-8009.235439850987,24370.621734910183,-8009.235439850987,27637.60425602531,0.0,-0.0,27637.60425602531,core_leveraged,0.5,1.0,32379.85717476117,1.0,0.0,,False,0.0,0.0,32268.64237892756,24286.91618593392,-7981.726192993633,24286.91618593392,-7981.726192993633,haircut,haircut,-111.2147958336136,1.003446528506766,False,2026-03-06
ONDG,ONDS,2.002766,36,ols,0.204388,-0.168088,0.372476,100000,0.372476,False,False,False,False,True,False,False,False,True,True,False,False,2.19776,,1.320797,1.751749,1.751749,,1.379273,0.5006915,0.6008298,0.5006915,0.6008298,1.751749,net_decay_annual,0.372476,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
EOSU,EOSE,1.981931,35,ols,0.20428,-0.16798,0.37226,450000,0.37226,False,False,False,False,True,False,False,False,True,True,False,False,2.93543,,1.125001,1.231531,1.231531,,0.8592709999999999,0.49548275,0.5945793,0.5,0.5945793,1.231531,net_decay_annual,0.37226,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
BITX,IBIT,2.004372,501,ols,0.045832,-0.009532,0.055364,1000000,0.055364,False,False,False,True,False,False,False,True,False,False,False,False,1.021936,0.463517,0.509588,0.261385,0.463517,0.408153,0.408153,0.501093,0.6013116,0.501093,0.6013116,0.408153,net_decay_annual,0.055364,ETF_LS,13069.415584835198,-6520.454079799158,13069.415584835198,-6520.454079799158,24617.88526927461,0.0,-0.0,24617.88526927461,core_leveraged,0.5,1.0,19589.86966463436,1.0,0.0,,False,0.0,0.0,19522.5845205585,13024.52618405473,-6498.058336503767,13024.52618405473,-6498.058336503767,haircut,haircut,-67.2851440758568,1.0034465285067662,False,2026-03-06
ETHU,ETHA,2.001096,406,ols,0.028539,0.007761,0.0207779999999999,900000,0.0207779999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.487888,0.802548,0.756839,0.573747,0.802548,0.7817700000000001,0.7817700000000001,0.500274,0.6003288,0.500274,0.6003288,0.7817700000000001,net_decay_annual,0.0207779999999999,ETF_LS,42820.70803982914,-21398.627572005116,42820.70803982914,-21398.627572005116,108535.2748761118,0.0,-0.0,108535.2748761118,core_leveraged,0.5,1.0,64219.335611834256,1.0,0.0,,False,0.0,0.0,63998.76205401732,42673.63215013643,-21325.12990388089,42673.63215013643,-21325.12990388089,haircut,haircut,-220.5735578169333,1.0034465285067664,False,2026-03-06
XXRP,XRPZ,2.023508,69,ols,0.038639,-0.002339,0.040978,250000,0.040978,False,False,False,True,False,False,False,True,False,False,False,False,1.582124,1.077499,0.893705,0.827093,0.895657,1.036521,0.8546790000000001,0.505877,0.6070524,0.505877,0.6070524,1.036521,net_decay_annual,0.040978,ETF_LS,69426.15035150443,-34309.79781226683,69426.15035150443,-34309.79781226683,261465.62380388225,0.0,-0.0,261465.62380388225,core_leveraged,0.5,1.0,103735.94816377127,1.0,0.0,,False,0.0,0.0,103379.64726246176,69187.69299527882,-34191.95426718294,69187.69299527882,-34191.95426718294,haircut,haircut,-356.3009013095143,1.0034465285067662,False,2026-03-06
AMDG,AMD,2.002705,279,ols,0.053631,-0.017331,0.070962,25000,0.070962,False,False,False,True,False,False,False,True,False,False,False,False,1.258944,0.49527,0.556394,0.310832,0.49527,0.424308,0.424308,0.50067625,0.6008115,0.50067625,0.6008115,0.424308,net_decay_annual,0.070962,ETF_LS,13793.32707291488,-6887.348397749484,13793.32707291488,-6887.348397749484,46227.59650950551,0.0,-0.0,46227.59650950551,core_leveraged,0.5,1.0,20680.67547066437,1.0,0.0,,False,0.0,0.0,20609.643745979552,13745.95126004452,-6863.692485935032,13745.95126004452,-6863.692485935032,haircut,haircut,-71.03172468481353,1.0034465285067662,False,2026-03-06
ARMG,ARM,1.996446,286,ols,0.115092,-0.078792,0.193884,650000,0.193884,False,False,False,True,False,False,False,True,False,False,False,False,1.192555,0.460027,0.627615,0.391803,0.460027,0.266143,0.266143,0.4991115,0.5989338,0.5,0.5989338,0.266143,net_decay_annual,0.193884,ETF_LS,4628.153261573368,-2318.196065194534,4628.153261573368,-2318.196065194534,4628.153261573368,0.0,-0.0,4628.153261573368,core_leveraged,0.5,1.0,6946.349326767902,1.0,0.0,,False,0.0,0.0,6922.490765008474,4612.256986389245,-2310.233778619229,4612.256986389245,-2310.233778619229,haircut,haircut,-23.858561759428085,1.0034465285067662,False,2026-03-06
ASMG,ASML,1.982344,286,ols,0.1018019999999999,-0.065502,0.167304,80000,0.167304,False,False,False,True,False,False,False,True,False,False,False,False,0.814899,0.282574,0.433728,0.183167,0.282574,0.1152699999999999,0.1152699999999999,0.495586,0.5947032,0.5,0.5947032,0.1152699999999999,net_decay_annual,0.167304,ETF_LS,693.3553724496159,-349.765415311175,693.3553724496159,-349.765415311175,693.3553724496159,0.0,-0.0,693.3553724496159,core_leveraged,0.5,1.0,1043.1207877607908,1.0,0.0,,False,0.0,0.0,1039.537990442863,690.9739111673458,-348.5640792755172,690.9739111673458,-348.5640792755172,haircut,haircut,-3.5827973179277706,1.0034465285067662,False,2026-03-06
AVGG,AVGO,2.000916,201,ols,0.040767,-0.004467,0.0452339999999999,450000,0.0452339999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.847331,0.297088,0.536085,0.287782,0.295205,0.251854,0.249971,0.500229,0.6002748,0.500229,0.6002748,0.251854,net_decay_annual,0.0452339999999999,ETF_LS,5507.3647675443935,-2752.42177459943,5507.3647675443935,-2752.42177459943,14046.955774190958,0.0,-0.0,14046.955774190958,core_leveraged,0.5,1.0,8259.786542143824,1.0,0.0,,False,0.0,0.0,8231.416729733723,5488.448672735885,-2742.9680569978377,5488.448672735885,-2742.9680569978377,haircut,haircut,-28.36981241010108,1.0034465285067664,False,2026-03-06
BAIG,BBAI,2.010984,135,ols,0.179799,-0.143499,0.323298,200000,0.323298,False,False,False,False,True,False,False,False,True,True,False,False,1.934527,1.13593,1.185965,1.429772,1.272357,0.8126320000000001,0.949059,0.502746,0.6032952,0.502746,0.6032952,0.8126320000000001,net_decay_annual,0.323298,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
BMNG,BMNR,1.994444,89,ols,0.123367,-0.0870669999999999,0.210434,1500000,0.210434,False,False,False,True,False,False,False,True,False,False,False,False,2.219201,1.592689,1.098494,1.196651,1.336522,1.382255,1.126088,0.498611,0.5983332,0.5,0.5983332,1.382255,net_decay_annual,0.210434,ETF_LS,109893.72868733658,-55099.93195463828,109893.72868733658,-55099.93195463828,109893.72868733658,0.0,-0.0,109893.72868733658,core_leveraged,0.5,1.0,164993.66064197486,1.0,0.0,,False,0.0,0.0,164426.9584424222,109516.27771423956,-54910.68072818267,109516.27771423956,-54910.68072818267,haircut,haircut,-566.7021995526447,1.003446528506766,False,2026-03-06
BOEG,BA,1.997714,182,ols,0.046696,-0.010396,0.057092,10000,0.057092,False,False,False,True,False,False,False,True,False,False,False,False,0.588277,0.168612,0.349141,0.121482,0.15552,0.11152,0.0984279999999999,0.4994285,0.5993142,0.5,0.5993142,0.11152,net_decay_annual,0.057092,ETF_LS,1129.592516280342,-565.4425589850908,1129.592516280342,-565.4425589850908,2992.632314503865,0.0,-0.0,2992.632314503865,core_leveraged,0.5,1.0,1695.0350752654326,1.0,0.0,,False,0.0,0.0,1689.2131539762488,1125.712715316574,-563.500438659675,1125.712715316574,-563.500438659675,haircut,haircut,-5.82192128918382,1.0034465285067664,False,2026-03-06
BULG,BULL,1.984405,143,ols,0.102765,-0.066465,0.16923,30000,0.16923,False,False,False,True,False,False,False,True,False,False,False,False,1.156047,0.625978,0.582703,0.331641,0.498666,0.456748,0.329436,0.49610125,0.5953215,0.5,0.5953215,0.456748,net_decay_annual,0.16923,ETF_LS,14318.71194680504,-7215.619768547772,14318.71194680504,-7215.619768547772,29692.66814646642,0.0,-0.0,29692.66814646642,core_leveraged,0.5,1.0,21534.33171535281,1.0,0.0,,False,0.0,0.0,21460.36794546308,14269.53159936961,-7190.83634609347,14269.53159936961,-7190.83634609347,haircut,haircut,-73.96376988973134,1.0034465285067662,False,2026-03-06
CMGG,CMG,1.973852,74,ols,0.046425,-0.010125,0.05655,100,0.05655,False,False,False,True,False,False,False,True,False,False,True,False,0.658869,0.209369,0.352966,0.119741,0.14606,0.1528189999999999,0.0895099999999999,0.493463,0.5921556,0.5,0.5921556,0.1528189999999999,net_decay_annual,0.05655,ETF_LS,2112.69607742799,-1070.3416859156564,2112.69607742799,-1070.3416859156564,2112.69607742799,0.0,-0.0,2112.69607742799,core_leveraged,0.5,1.0,3183.0377633436465,1.0,0.0,,False,0.0,0.0,3172.1050129899195,2105.439619759214,-1066.6653932307054,2105.439619759214,-1066.6653932307054,haircut,haircut,-10.932750353726988,1.0034465285067666,False,2026-03-06
COIG,COIN,1.994753,244,ols,0.149768,-0.113468,0.263236,15000,0.263236,False,False,False,True,False,False,False,True,False,False,False,False,1.509844,0.704356,0.797827,0.631527,0.702044,0.4411199999999999,0.438808,0.49868825,0.5984259,0.5,0.5984259,0.4411199999999999,net_decay_annual,0.263236,ETF_LS,12011.336634405468,-6021.465632289043,12011.336634405468,-6021.465632289043,91965.7264821816,0.0,-0.0,91965.7264821816,core_leveraged,0.5,1.0,18032.80226669451,1.0,0.0,,False,0.0,0.0,17970.865167603115,11970.08140760584,-6000.783759997273,11970.08140760584,-6000.783759997273,haircut,haircut,-61.937099091395794,1.0034465285067662,False,2026-03-06
CRCG,CRCL,1.98905,143,ols,0.0887839999999999,-0.052484,0.141268,8200000,0.141268,False,False,False,True,False,False,False,True,False,False,False,False,1.938992,0.99765,1.205276,1.428917,1.18419,0.856382,1.042922,0.4972625,0.596715,0.5,0.596715,0.856382,net_decay_annual,0.141268,ETF_LS,47324.304704024544,-23792.41582867426,47324.304704024544,-23792.41582867426,47324.304704024544,0.0,-0.0,47324.304704024544,core_leveraged,0.5,1.0,71116.7205326988,1.0,0.0,,False,0.0,0.0,70872.45659071436,47161.76035254024,-23710.69623817412,47161.76035254024,-23710.69623817412,haircut,haircut,-244.26394198444905,1.0034465285067662,False,2026-03-06
CRMG,CRM,1.983621,230,ols,0.030346,0.005954,0.024392,100000,0.024392,False,False,False,True,False,False,False,True,False,False,False,False,0.684159,0.249234,0.355293,0.123149,0.238227,0.224842,0.213835,0.49590525,0.5950863,0.5,0.5950863,0.224842,net_decay_annual,0.024392,ETF_LS,4680.632922837542,-2359.640739252882,4680.632922837542,-2359.640739252882,4680.632922837542,0.0,-0.0,4680.632922837542,core_leveraged,0.5,1.0,7040.273662090424,1.0,0.0,,False,0.0,0.0,7016.092499285527,4664.556396246459,-2351.536103039068,4664.556396246459,-2351.536103039068,haircut,haircut,-24.18116280489721,1.0034465285067664,False,2026-03-06
CRWG,CRWV,1.996691,143,ols,0.084827,-0.0485269999999999,0.133354,1500000,0.133354,False,False,False,True,False,False,False,True,False,False,False,False,1.993702,1.046004,1.214791,1.468401,1.228707,0.91265,1.095353,0.49917275,0.5990073,0.5,0.5990073,0.91265,net_decay_annual,0.133354,ETF_LS,53269.77615718117,-26679.02853129561,53269.77615718117,-26679.02853129561,103127.90270258916,0.0,-0.0,103127.90270258916,core_leveraged,0.5,1.0,79948.80468847678,1.0,0.0,,False,0.0,0.0,79674.20526876405,53086.810949909006,-26587.394318855047,53086.810949909006,-26587.394318855047,haircut,haircut,-274.5994197127293,1.0034465285067662,False,2026-03-06
DUOG,DUOL,2.028418,57,ols,0.186402,-0.1501019999999999,0.336504,45000,0.336504,False,False,False,False,True,False,False,False,True,True,False,False,1.193579,,0.613798,0.39296,0.39296,,0.0564559999999999,0.5071045,0.6085253999999999,0.5071045,0.6085253999999999,0.39296,net_decay_annual,0.336504,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
FIGG,FIG,1.997633,98,ols,0.0033,0.033,0.0,1200000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.348796,0.615084,0.894991,0.798167,0.726968,0.615084,0.726968,0.49940825,0.5992898999999999,0.5,0.5992898999999999,0.615084,net_decay_annual,0.0,ETF_LS,28495.810872970644,-14264.787812861843,28495.810872970644,-14264.787812861843,28495.810872970644,0.0,-0.0,28495.810872970644,core_leveraged,0.5,1.0,42760.59868583249,1.0,0.0,,False,0.0,0.0,42613.72925318178,28397.936575031457,-14215.792678150316,28397.936575031457,-14215.792678150316,haircut,haircut,-146.86943265071022,1.0034465285067662,False,2026-03-06
FUTG,FUTU,1.999098,98,ols,0.176067,-0.139767,0.315834,450000,0.315834,False,False,False,False,True,False,False,False,True,True,False,False,0.931047,0.341084,0.631989,0.39887,0.376398,0.0252499999999999,0.060564,0.4997745,0.5997294,0.5,0.5997294,0.0252499999999999,net_decay_annual,0.315834,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
GRAG,GRAB,1.986336,57,ols,0.174737,-0.138437,0.313174,2000,0.313174,False,False,False,False,True,False,False,False,True,True,False,False,0.743984,,0.439875,0.189542,0.189542,,-0.123632,0.496584,0.5959008,0.5,0.5959008,0.189542,net_decay_annual,0.313174,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
HOOG,HOOD,2.005823,240,ols,0.157087,-0.1207869999999999,0.277874,150000,0.277874,False,False,False,True,False,False,False,True,False,False,False,False,1.456494,0.672365,0.706279,0.503196,0.664309,0.394491,0.386435,0.50145575,0.6017469,0.50145575,0.6017469,0.394491,net_decay_annual,0.277874,ETF_LS,9316.516279899684,-4644.734994014769,9316.516279899684,-4644.734994014769,53226.64076187997,0.0,-0.0,53226.64076187997,core_leveraged,0.5,1.0,13961.251273914451,1.0,0.0,,False,0.0,0.0,13913.298693344686,9284.516927637029,-4628.781765707657,9284.516927637029,-4628.781765707657,haircut,haircut,-47.95258056976672,1.0034465285067662,False,2026-03-06
MPG,MP,1.983663,89,ols,0.192108,-0.155808,0.347916,60000,0.347916,False,False,False,False,True,False,False,False,True,True,False,False,1.489079,0.603439,0.807377,0.635971,0.624482,0.2555229999999999,0.276566,0.49591575,0.5950989,0.5,0.5950989,0.2555229999999999,net_decay_annual,0.347916,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
NBIG,NBIS,2.00539,89,ols,0.063673,-0.0273729999999999,0.091046,400000,0.091046,False,False,False,True,False,False,False,True,False,False,False,False,1.884062,1.088154,1.112471,1.247616,1.191298,0.997108,1.100252,0.5013475,0.601617,0.5013475,0.601617,0.997108,net_decay_annual,0.091046,ETF_LS,63634.50616914627,-31731.73605590248,63634.50616914627,-31731.73605590248,154421.9689688023,0.0,-0.0,154421.9689688023,core_leveraged,0.5,1.0,95366.24222504876,1.0,0.0,,False,0.0,0.0,95038.6886752837,63415.94131960483,-31622.747355678865,63415.94131960483,-31622.747355678865,haircut,haircut,-327.55354976505623,1.0034465285067664,False,2026-03-06
NEMG,NEM,1.998483,74,ols,0.092652,-0.056352,0.149004,1000,0.149004,False,False,False,True,False,False,False,True,False,False,False,False,1.024196,0.380446,0.405713,0.164229,0.227721,0.231442,0.078717,0.49962075,0.5995448999999999,0.5,0.5995448999999999,0.231442,net_decay_annual,0.149004,ETF_LS,3788.521426901193,-1895.6986008393333,3788.521426901193,-1895.6986008393333,3788.521426901193,0.0,-0.0,3788.521426901193,core_leveraged,0.5,1.0,5684.220027740526,1.0,0.0,,False,0.0,0.0,5664.696489806231,3775.509027410669,-1889.1874623955616,3775.509027410669,-1889.1874623955616,haircut,haircut,-19.523537934295742,1.0034465285067662,False,2026-03-06
NUG,NU,1.983794,74,ols,0.066452,-0.030152,0.096604,3000,0.096604,False,False,False,True,False,False,False,True,False,False,False,False,0.818383,0.267848,0.42957,0.180069,0.205845,0.1712439999999999,0.109241,0.4959485,0.5951382,0.5,0.5951382,0.1712439999999999,net_decay_annual,0.096604,ETF_LS,2337.150174245169,-1178.1214048662157,2337.150174245169,-1178.1214048662157,2337.150174245169,0.0,-0.0,2337.150174245169,core_leveraged,0.5,1.0,3515.271579111385,1.0,0.0,,False,0.0,0.0,3503.1977083447364,2329.1227861668863,-1174.0749221778503,2329.1227861668863,-1174.0749221778503,haircut,haircut,-12.073870766648724,1.0034465285067664,False,2026-03-06
NVDG,NVDA,1.968475,305,ols,0.039528,-0.003228,0.042756,100000,0.042756,False,False,False,True,False,False,False,True,False,False,False,False,0.934934,0.343515,0.497821,0.23623,0.343515,0.300759,0.300759,0.49211875,0.5905425,0.5,0.5905425,0.300759,net_decay_annual,0.042756,ETF_LS,7694.392009691547,-3908.808600409732,7694.392009691547,-3908.808600409732,28813.23926269043,0.0,-0.0,28813.23926269043,core_leveraged,0.5,1.0,11603.20061010128,1.0,0.0,,False,0.0,0.0,11563.347204327927,7667.964152650576,-3895.383051677352,7667.964152650576,-3895.383051677352,haircut,haircut,-39.85340577335046,1.0034465285067662,False,2026-03-06
OKTG,OKTA,2.00181,74,ols,0.107027,-0.070727,0.177754,100,0.177754,False,False,False,True,False,False,False,True,False,False,True,False,0.952704,0.352559,0.433561,0.188486,0.236666,0.174805,0.0589119999999999,0.5004525,0.6005429999999999,0.5004525,0.6005429999999999,0.174805,net_decay_annual,0.177754,ETF_LS,1884.986857149613,-941.6412432496656,1884.986857149613,-941.6412432496656,1884.986857149613,0.0,-0.0,1884.986857149613,core_leveraged,0.5,1.0,2826.6281003992785,1.0,0.0,,False,0.0,0.0,2816.9195070170786,1878.5125102327788,-938.4069967842996,1878.5125102327788,-938.4069967842996,haircut,haircut,-9.70859338219998,1.0034465285067662,False,2026-03-06
OSCG,OSCR,1.98912,82,ols,0.159853,-0.123553,0.283406,50000,0.283406,False,False,False,True,False,False,False,True,False,False,False,False,1.563077,0.745165,0.74912,0.552056,0.614893,0.461759,0.331487,0.49728,0.5967359999999999,0.5,0.5967359999999999,0.461759,net_decay_annual,0.283406,ETF_LS,12913.581362736542,-6492.10774751475,12913.581362736542,-6492.10774751475,12913.581362736542,0.0,-0.0,12913.581362736542,core_leveraged,0.5,1.0,19405.689110251293,1.0,0.0,,False,0.0,0.0,19339.036569421387,12869.227204316812,-6469.809365104575,12869.227204316812,-6469.809365104575,haircut,haircut,-66.65254082990577,1.0034465285067662,False,2026-03-06
PANG,PANW,1.998146,240,ols,0.076232,-0.0399319999999999,0.1161639999999999,20000,0.1161639999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.731996,0.257511,0.34032,0.115496,0.250748,0.141347,0.134584,0.4995365,0.5994438,0.5,0.5994438,0.141347,net_decay_annual,0.1161639999999999,ETF_LS,1453.1301302675608,-727.2392158869076,1453.1301302675608,-727.2392158869076,3999.1304188579225,0.0,-0.0,3999.1304188579225,core_leveraged,0.5,1.0,2180.3693461544685,1.0,0.0,,False,0.0,0.0,2172.8804517357657,1448.1390776546616,-724.741374081104,1448.1390776546616,-724.741374081104,haircut,haircut,-7.488894418702785,1.0034465285067664,False,2026-03-06
PLTG,PLTR,1.994897,216,ols,0.139767,-0.103467,0.243234,75000,0.243234,False,False,False,True,False,False,False,True,False,False,False,False,1.045225,0.4248,0.624939,0.387564,0.419481,0.181566,0.176247,0.49872425,0.5984691,0.5,0.5984691,0.181566,net_decay_annual,0.243234,ETF_LS,1650.9853872027445,-827.6043260392613,1650.9853872027445,-827.6043260392613,46560.82700576572,0.0,-0.0,46560.82700576572,core_leveraged,0.5,1.0,2478.589713242005,1.0,0.0,,False,0.0,0.0,2470.076524087843,1645.3147629695666,-824.7617611182766,1645.3147629695666,-824.7617611182766,haircut,haircut,-8.513189154162319,1.003446528506766,False,2026-03-06
PYPG,PYPL,1.995217,230,ols,0.1083259999999999,-0.072026,0.180352,400000,0.180352,False,False,False,True,False,False,False,True,False,False,False,False,0.818916,0.32086,0.376401,0.140663,0.305129,0.1405079999999999,0.1247769999999999,0.49880425,0.5985651,0.5,0.5985651,0.1405079999999999,net_decay_annual,0.180352,ETF_LS,1093.2853180701975,-547.9530888470765,1093.2853180701975,-547.9530888470765,1093.2853180701975,0.0,-0.0,1093.2853180701975,core_leveraged,0.5,1.0,1641.238406917274,1.0,0.0,,False,0.0,0.0,1635.6012605470953,1089.5302211041785,-546.0710394429169,1089.5302211041785,-546.0710394429169,haircut,haircut,-5.637146370178698,1.0034465285067664,False,2026-03-06
TERG,TER,1.997064,74,ols,0.08711,-0.05081,0.13792,7000,0.13792,False,False,False,True,False,False,False,True,False,False,False,False,1.205275,0.475411,0.549354,0.300462,0.351836,0.337491,0.2139159999999999,0.499266,0.5991192,0.5,0.5991192,0.337491,net_decay_annual,0.13792,ETF_LS,8255.615766114379,-4133.876413632403,8255.615766114379,-4133.876413632403,8255.615766114379,0.0,-0.0,8255.615766114379,core_leveraged,0.5,1.0,12389.49217974678,1.0,0.0,,False,0.0,0.0,12346.938105594569,8227.260279030115,-4119.677826564454,8227.260279030115,-4119.677826564454,haircut,haircut,-42.55407415221271,1.0034465285067664,False,2026-03-06
TSLG,TSLA,1.991135,305,ols,0.111722,-0.075422,0.187144,850000,0.187144,False,False,False,True,False,False,False,True,False,False,False,False,1.209547,0.487345,0.62679,0.387657,0.487345,0.3002009999999999,0.3002009999999999,0.49778375,0.5973405,0.5,0.5973405,0.3002009999999999,net_decay_annual,0.187144,ETF_LS,6045.62243083567,-3036.2694798874354,6045.62243083567,-3036.2694798874354,41591.15363119545,0.0,-0.0,41591.15363119545,core_leveraged,0.5,1.0,9081.891910723103,1.0,0.0,,False,0.0,0.0,9050.698420610326,6024.857587411449,-3025.840833198878,6024.857587411449,-3025.840833198878,haircut,haircut,-31.193490112778814,1.0034465285067664,False,2026-03-06
TSMG,TSM,1.978322,286,ols,0.036073,0.000227,0.035846,35000,0.035846,False,False,False,True,False,False,False,True,False,False,False,False,0.8024,0.283509,0.406164,0.159644,0.283509,0.247663,0.247663,0.4945805,0.5934965999999999,0.5,0.5934965999999999,0.247663,net_decay_annual,0.035846,ETF_LS,5459.393612060368,-2759.608199302423,5459.393612060368,-2759.608199302423,9392.606318517695,0.0,-0.0,9392.606318517695,core_leveraged,0.5,1.0,8219.00181136279,1.0,0.0,,False,0.0,0.0,8190.772081890131,5440.642283335733,-2750.129798554398,5440.642283335733,-2750.129798554398,haircut,haircut,-28.22972947265953,1.0034465285067662,False,2026-03-06
