ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual,net_edge_p50_annual,edge_used_for_prod_replay,blended_gross_decay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
BMNU,BMNR,1.941962,105,ols,0.185748,-0.149448,0.335196,650000,0.335196,False,False,False,False,True,False,False,False,False,True,False,False,8.409459,2.116629,0.687991,0.352795,0.352795,net_decay_annual,,0.335196,ETF_LS,278327.2786324228,-143322.72136757712,278327.2786324228,-143322.72136757712,278327.2786324228,0.0,-0.0,278327.2786324228,core_leveraged,0.5,1.0,421650.0,0.2144578145004277,1.0,1.0,0.0675846832555974,0.09,primary,BMNU,False,,,1.0,0.0,,False,0.0,0.0,388216.09621887066,256257.8669083389,-131958.22931053178,256257.8669083389,-131958.22931053178,haircut,pair_cap,-33433.90378112928,1.086121889604185,normal,False,False,False,388216.09621887066,256257.8669083389,-131958.22931053178,2026-02-28
APPX,APP,1.983777,211,ols,0.060701,-0.024401,0.085102,200000,0.085102,False,False,False,False,True,False,False,False,True,True,False,False,0.811866,1.423335,0.115312,0.03021,0.03021,net_decay_annual,,0.085102,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
ASTX,ASTS,1.990004,159,ols,0.06905,-0.03275,0.1018,100000,0.1018,False,False,False,False,True,False,False,False,True,True,False,False,1.285692,2.067028,0.16334,0.06154,0.06154,net_decay_annual,,0.1018,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
BLSX,BLSH,2.048146,86,ols,0.064196,-0.027896,0.092092,8000,0.092092,False,False,False,False,True,False,False,False,True,True,False,False,0.828897,1.481102,-0.000832,-0.092924,-0.092924,net_decay_annual,,0.092092,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
CEGX,CEG,1.985591,159,ols,0.0629629999999999,-0.026663,0.089626,45000,0.089626,False,False,False,False,True,False,False,False,True,True,False,False,0.577498,0.919924,0.096454,0.006828,0.006828,net_decay_annual,,0.089626,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
COZX,CORZ,2.043645,77,ols,0.04567,-0.00937,0.05504,45000,0.05504,False,False,False,True,False,False,False,True,False,False,False,False,0.869693,1.469197,0.264269,0.2092289999999999,0.2092289999999999,net_decay_annual,,0.05504,ETF_LS,261870.4472034789,-128138.91219046304,261870.4472034789,-128138.91219046304,261870.4472034789,0.0,-0.0,261870.4472034789,core_leveraged,0.5,1.0,390009.3593939419,0.122410250472581,1.0,1.0,0.0253326793771015,0.0832463947479064,primary,COZX,False,,,1.0,0.0,,False,0.0,0.0,213688.48099919525,143480.3979280108,-70208.08307118446,143480.3979280108,-70208.08307118446,haircut,haircut,-176320.87839474663,1.825130477648024,normal,False,False,False,213688.48099919525,143480.3979280108,-70208.08307118446,2026-02-28
NEBX,NBIS,1.998885,118,ols,0.056422,-0.020122,0.076544,100000,0.076544,False,False,False,True,False,False,False,True,False,False,False,False,1.11273,1.781035,0.216289,0.139745,0.139745,net_decay_annual,,0.076544,ETF_LS,132061.549030687,-66067.60720636105,132061.549030687,-66067.60720636105,132061.549030687,0.0,-0.0,132061.549030687,core_leveraged,0.5,1.0,198129.156237048,0.0831276343078656,1.0,1.0,0.0128692870294403,0.0422901080548661,primary,NEBX,False,,,1.0,0.0,,False,0.0,0.0,93330.27436416603,62208.61602642851,-31121.658337737543,62208.61602642851,-31121.658337737543,haircut,haircut,-104798.88187288196,2.0,normal,False,False,False,93330.27436416603,62208.61602642851,-31121.658337737543,2026-02-28
TEMT,TEM,1.983991,199,ols,0.0711519999999999,-0.034852,0.1060039999999999,20000,0.1060039999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.025399,1.353568,0.164991,0.058987,0.058987,net_decay_annual,,0.1060039999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
CRMU,CRML,1.984203,12,ols_short_history,0.108251,-0.071951,0.180202,1000,0.180202,False,False,False,False,True,False,False,False,False,True,False,False,1.585967,1.847823,0.370133,0.1899309999999999,0.1899309999999999,net_decay_annual,,0.180202,ETF_LS,227568.7527585089,-114690.25737714786,227568.7527585089,-114690.25737714786,227568.7527585089,0.0,-0.0,227568.7527585089,core_leveraged,0.5,1.0,342259.0101356568,0.1136073104393161,1.0,1.0,0.0222311017898751,0.0730542177450708,primary,CRMU,False,,,1.0,0.0,,False,0.0,0.0,129353.05999489428,86007.1281012214,-43345.93189367288,86007.1281012214,-43345.93189367288,haircut,haircut,-212905.9501407625,2.0,normal,False,False,False,129353.05999489428,86007.1281012214,-43345.93189367288,2026-02-28
UECG,UEC,1.939254,12,ols_short_history,0.045406,-0.009106,0.054512,800,0.054512,False,False,False,True,False,False,False,True,False,False,True,False,0.696153,0.830128,0.35753,0.303018,0.303018,net_decay_annual,,0.054512,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,421650.0,278195.232225592,-143454.76777440807,278195.232225592,-143454.76777440807,pair_cap,haircut,421650.0,0.0,normal,False,False,False,421650.0,278195.232225592,-143454.76777440807,2026-02-28
DNNG,DNN,1.943432,12,ols_short_history,0.099158,-0.062858,0.162016,200,0.162016,False,False,False,False,True,False,False,False,False,True,True,False,0.606464,0.749162,0.413484,0.251468,0.251468,net_decay_annual,,0.162016,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,253592.55418615416,167437.15661415175,-86155.39757200239,167437.15661415175,-86155.39757200239,haircut,haircut,253592.55418615416,0.0,normal,False,False,False,253592.55418615416,167437.15661415175,-86155.39757200239,2026-02-28
RDWU,RDW,2.012269,19,ols_short_history,0.152147,-0.1158469999999999,0.267994,30000,0.267994,False,False,False,False,True,False,False,False,False,True,False,False,1.060058,2.364403,0.532362,0.264368,0.264368,net_decay_annual,,0.267994,ETF_LS,281672.46147339424,-139977.53852660567,281672.46147339424,-139977.53852660567,281672.46147339424,0.0,-0.0,281672.46147339424,core_leveraged,0.5,1.0,421650.0,0.1564747830103964,1.0,1.0,0.0389293924931053,0.09,primary,RDWU,False,,,1.0,0.0,,False,0.0,0.0,219874.28449659373,146881.37300808,-72992.91148851371,146881.37300808,-72992.91148851371,haircut,pair_cap,-201775.71550340625,1.9176867406999207,normal,False,False,False,219874.28449659373,146881.37300808,-72992.91148851371,2026-02-28
GDXU,GDX,3.045562,501,ols,0.027442,0.008858,0.018584,60000,0.018584,False,False,False,True,False,False,False,True,False,False,False,False,0.374353,1.143125,0.19846,0.1798759999999999,0.1798759999999999,net_decay_annual,,0.018584,ETF_LS,133497.1832354215,-43833.34939016887,133497.1832354215,-43833.34939016887,133497.1832354215,0.0,-0.0,133497.1832354215,core_leveraged,0.5,1.0,177330.53262559036,0.078022998661578,1.0,1.0,0.0115183326209286,0.0378507006671484,primary,GDXU,False,,,1.0,0.0,,False,0.0,0.0,130846.80363574096,98503.50902407985,-32343.294611661117,98503.50902407985,-32343.294611661117,haircut,haircut,-46483.72898984939,1.3552530722817924,normal,False,False,False,130846.80363574096,98503.50902407985,-32343.294611661117,2026-02-28
MRNX,MRNA,2.043326,16,ols_short_history,0.056907,-0.020607,0.077514,600,0.077514,False,False,False,True,False,False,False,True,False,False,True,False,0.660886,1.017916,0.334502,0.256988,0.256988,net_decay_annual,,0.077514,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,300751.1523495052,201927.97259501775,-98823.17975448744,201927.97259501775,-98823.17975448744,haircut,haircut,300751.1523495052,0.0,normal,False,False,False,300751.1523495052,201927.97259501775,-98823.17975448744,2026-02-28
RKTL,RKT,1.931698,31,ols,0.0362489999999999,5.1000000000000006e-05,0.0361979999999999,1000,0.0361979999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.561216,1.320924,0.456761,0.4205629999999999,0.4205629999999999,net_decay_annual,,0.0361979999999999,ETF_LS,277825.4996592418,-143824.50034075815,277825.4996592418,-143824.50034075815,277825.4996592418,0.0,-0.0,277825.4996592418,core_leveraged,0.5,1.0,421650.0,0.2566709034978033,1.0,1.0,0.0925569678709707,0.09,primary,RKTL,False,,,1.0,0.0,,False,0.0,0.0,421650.0,277825.4996592419,-143824.50034075818,277825.4996592419,-143824.50034075818,pair_cap,pair_cap,5.820766091346741e-11,1.0,normal,False,False,False,421650.0,277825.4996592419,-143824.50034075818,2026-02-28
FGRU,FIGR,1.965528,7,ols_short_history,0.109228,-0.0729279999999999,0.1821559999999999,200,0.1821559999999999,False,False,False,False,True,False,False,False,False,True,True,False,1.128556,4.092826,0.838308,0.6561520000000001,0.6561520000000001,net_decay_annual,,0.1821559999999999,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,421650.0,279466.2135039696,-142183.78649603037,279466.2135039696,-142183.78649603037,pair_cap,haircut,421650.0,0.0,normal,False,False,False,421650.0,279466.2135039696,-142183.78649603037,2026-02-28
CLSZ,CLSK,-2.035246,6,ols_short_history,0.040742,-0.004442,0.045184,400,0.045184,False,False,False,True,False,False,False,True,False,False,True,False,0.996052,1.098441,0.87993,0.834746,0.834746,net_decay_annual,,0.045184,ETF_LS,-213.19576120079665,-232.7818643171354,-213.19576120079665,-232.7818643171354,0.0,-213.19576120079665,0.0,-213.19576120079665,inverse_decay_bucket4,,,445.977625517932,,,,,,,,False,,,1.0,0.0,,False,0.0,0.0,445.9776255179321,-213.19576120079665,-232.78186431713544,-213.19576120079665,-232.78186431713544,pair_cap,pair_cap,5.684341886080803e-14,1.0,normal,False,False,False,445.9776255179321,-213.19576120079665,-232.78186431713544,2026-02-28
BITX,IBIT,2.000026,501,ols,0.046546,-0.010246,0.056792,850000,0.056792,False,False,False,True,False,False,False,True,False,False,False,False,0.514436,1.029755,0.221889,0.165097,0.165097,net_decay_annual,,0.056792,ETF_LS,176700.92144385417,-88349.31218086873,176700.92144385417,-88349.31218086873,176700.92144385417,0.0,-0.0,176700.92144385417,core_leveraged,0.5,1.0,265050.23362472287,0.0981663064128699,1.0,1.0,0.0172160806542563,0.0565742227587455,primary,BITX,False,,,1.0,0.0,,False,0.0,0.0,138077.6214203688,92052.14650102847,-46025.47491934029,92052.14650102847,-46025.47491934029,haircut,haircut,-126972.61220435408,1.919574156175488,normal,False,False,False,138077.6214203688,92052.14650102847,-46025.47491934029,2026-02-28
ETHU,ETHA,2.000653,401,ols,0.02629,0.0100099999999999,0.01628,40000,0.01628,False,False,False,True,False,False,False,True,False,False,False,False,0.754822,1.483456,0.213241,0.196961,0.196961,net_decay_annual,,0.01628,ETF_LS,240562.19061290933,-120241.83634688744,240562.19061290933,-120241.83634688744,240562.19061290933,0.0,-0.0,240562.19061290933,core_leveraged,0.5,1.0,360804.0269597968,0.1170850412595312,2.0,1.0,0.0234356753569786,0.07701259913763,primary,ETHU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,305759.26442473265,203861.6893220025,-101897.5751027302,203861.6893220025,-101897.5751027302,haircut,haircut,-55044.76253506413,1.1800264748760023,normal,False,False,False,305759.26442473265,203861.6893220025,-101897.5751027302,2026-02-28
BULG,BULL,1.982038,138,ols,0.084757,-0.048457,0.133214,55000,0.133214,False,False,False,False,True,False,False,False,False,True,False,False,2.734678,1.154614,0.288978,0.155764,0.155764,net_decay_annual,,0.133214,ETF_LS,161009.18307136025,-81234.15548610079,161009.18307136025,-81234.15548610079,161009.18307136025,0.0,-0.0,161009.18307136025,core_leveraged,0.5,1.0,242243.33855746104,0.0932466222232249,1.0,1.0,0.0157346809226602,0.0517061555085295,primary,BULG,False,,,1.0,0.0,,False,0.0,0.0,96462.3776118348,64114.57466236374,-32347.802949471068,64114.57466236374,-32347.802949471068,haircut,haircut,-145780.96094562626,2.0,normal,False,False,False,96462.3776118348,64114.57466236374,-32347.802949471068,2026-02-28
CRWG,CRWV,1.997346,138,ols,0.065713,-0.029413,0.0951259999999999,2200000,0.0951259999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.221353,2.006231,0.150494,0.055368,0.055368,net_decay_annual,,0.0951259999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
IREG,IREN,1.970364,49,ols,0.074498,-0.0381979999999999,0.1126959999999999,3000,0.1126959999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.072478,2.213435,0.190148,0.077452,0.077452,net_decay_annual,,0.1126959999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
OPEG,OPEN,2.009882,52,ols,0.065143,-0.028843,0.093986,10000,0.093986,False,False,False,False,True,False,False,False,True,True,False,False,1.296838,1.659109,0.154102,0.0601159999999999,0.0601159999999999,net_decay_annual,,0.093986,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
PANG,PANW,1.99691,235,ols,0.071933,-0.035633,0.107566,5000,0.107566,False,False,False,False,True,False,False,False,True,True,False,False,0.341069,0.730942,0.132487,0.024921,0.024921,net_decay_annual,,0.107566,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
TERG,TER,2.001646,69,ols,0.067969,-0.031669,0.099638,10000,0.099638,False,False,False,False,True,False,False,False,True,True,False,False,0.54266,1.132783,0.13785,0.0382119999999999,0.0382119999999999,net_decay_annual,,0.099638,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
COIA,COIN,1.99851,117,ols,0.063673,-0.0273729999999999,0.091046,25000,0.091046,False,False,False,False,True,False,False,False,True,True,False,False,0.797515,1.426255,0.225718,0.134672,0.134672,net_decay_annual,,0.091046,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
UXRP,XRPZ,2.006036,64,ols,0.025247,0.011053,0.014194,400000,0.014194,False,False,False,True,False,False,False,True,False,False,False,False,0.904798,1.659231,0.148685,0.134491,0.134491,net_decay_annual,,0.014194,ETF_LS,123064.27980954132,-61346.99467484199,123064.27980954132,-61346.99467484199,123064.27980954132,0.0,-0.0,123064.27980954132,core_leveraged,0.5,1.0,184411.2744843833,0.0797882942939042,2.0,1.0,0.011978255335449,0.0393620649913304,primary,UXRP,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,204284.4227167835,136326.34679328042,-67958.07592350307,136326.34679328042,-67958.07592350307,haircut,haircut,19873.148232400184,0.902718239755598,normal,False,False,False,204284.4227167835,136326.34679328042,-67958.07592350307,2026-02-28
TSLR,TSLA,1.999882,501,ols,0.059652,-0.0233519999999999,0.083004,20000,0.083004,False,False,False,False,True,False,False,False,True,True,False,False,0.628943,1.258086,0.113312,0.030308,0.030308,net_decay_annual,,0.083004,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
ETRL,ETOR,1.999945,122,ols,0.076085,-0.039785,0.11587,1000,0.11587,False,False,False,False,True,False,False,False,True,True,False,False,0.679161,1.149328,0.181288,0.065418,0.065418,net_decay_annual,,0.11587,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
NVDL,NVDA,1.987688,501,ols,0.071577,-0.0352769999999999,0.106854,550000,0.106854,False,False,False,False,True,False,False,False,True,True,False,False,0.498475,0.991251,0.133166,0.026312,0.026312,net_decay_annual,,0.106854,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
TSMU,TSM,1.991866,322,ols,0.061423,-0.025123,0.086546,25000,0.086546,False,False,False,False,True,False,False,False,True,True,False,False,0.406527,0.796504,0.156992,0.070446,0.070446,net_decay_annual,,0.086546,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
