ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,borrow_underlying,reduce_only,keep_open,hard_exit,_plan_date
PLTG,PLTR,1.993849,248,ols,0.109787,100000,0.109787,False,False,16.410999298095703,0.109787,1.0,False,True,False,False,False,False,False,False,False,1.066182,1.043205,0.430295,0.423465,0.534192,0.530403,0.0075,manual,0.0,0.03595,0.325962,0.321966,True,0.428639,0.320508,0.318852,0.49846225,0.5981546999999999,0.5,0.5981546999999999,bucket_1,,False,0.320508,net_decay_annual,0.109787,ETF_LS,3124.289419825781,-1566.9639074101303,3124.289419825781,-1566.9639074101303,19173.10541344581,0.0,-0.0,19173.10541344581,core_leveraged,0.5,1.0,4691.253327235911,3124.28941982578,-1566.96390741013,3124.28941982578,-1566.96390741013,4691.253327235911,3124.28941982578,-1566.96390741013,normal,,4691.253327235912,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
PYPG,PYPL,1.994764,262,ols,0.092197,350000,0.092197,False,False,7.414999961853027,0.092197,1.0,False,True,False,False,False,False,False,False,False,0.841063,0.768989,0.312165,0.30685,0.398859,0.385302,0.0077,yfinance,0.0,0.03595,0.201303,0.190755,True,0.312165,0.219968,0.219968,0.498691,0.5984292,0.5,0.5984292,bucket_1,,False,0.219968,net_decay_annual,0.092197,ETF_LS,1557.7348557494372,-780.9118551114003,1557.7348557494372,-780.9118551114003,1557.7348557494372,0.0,-0.0,1557.7348557494372,core_leveraged,0.5,1.0,2338.646710860837,1557.734855749437,-780.9118551114002,1557.734855749437,-780.9118551114002,2338.646710860837,1557.734855749437,-780.9118551114002,normal,,2338.6467108608376,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
SATG,SATS,1.993183,86,ols,0.1497959999999999,100000,0.1497959999999999,False,False,17.9197998046875,0.1497959999999999,1.0,False,True,False,False,False,False,False,False,False,1.140452,1.127442,0.45653,0.435688,0.960154,1.09799,0.0075,yfinance,0.0,0.03595,0.955695,1.236487,True,0.785345,0.306734,0.6355489999999999,0.49829575,0.5979549,0.5,0.5979549,bucket_1,,False,0.306734,net_decay_annual,0.1497959999999999,ETF_LS,2694.6706755850005,-1351.9434369975063,2694.6706755850005,-1351.9434369975063,2694.6706755850005,0.0,-0.0,2694.6706755850005,core_leveraged,0.5,1.0,4046.614112582506,2694.6706755850005,-1351.9434369975063,2694.6706755850005,-1351.9434369975063,4046.614112582506,2694.6706755850005,-1351.9434369975063,normal,,4046.6141125825066,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
SBU,SBUX,1.998507,106,ols,0.105728,1000,0.105728,False,False,18.90999984741211,0.105728,1.0,False,True,False,False,False,False,False,False,False,0.594055,0.596617,0.20798,0.204445,0.293864,0.294648,0.0075,yfinance,0.0,0.03595,0.129559,0.130019,True,0.162546,0.102252,0.0568179999999999,0.49962675,0.5995521,0.5,0.5995521,bucket_1,,False,0.102252,net_decay_annual,0.105728,ETF_LS,292.936747125638,-146.5777938859549,292.936747125638,-146.5777938859549,292.936747125638,0.0,-0.0,292.936747125638,core_leveraged,0.5,1.0,439.5145410115928,292.936747125638,-146.57779388595486,292.936747125638,-146.57779388595486,439.5145410115928,292.936747125638,-146.57779388595486,normal,,439.51454101159294,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.1368683772161605e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
SNAG,SNAP,1.980058,84,ols,0.0436639999999999,40000,0.0436639999999999,False,False,7.550000190734863,0.0436639999999999,1.0,False,True,False,False,False,False,False,False,False,1.289058,1.263,0.524329,0.50579,0.576901,0.572567,0.0075,manual,0.0,0.03595,0.365659,0.360825,True,0.418549,0.480665,0.374885,0.4950145,0.5940174,0.5,0.5940174,bucket_1,,False,0.480665,net_decay_annual,0.0436639999999999,ETF_LS,7154.691491184233,-3613.374704773412,7154.691491184233,-3613.374704773412,7154.691491184233,0.0,-0.0,7154.691491184233,core_leveraged,0.5,1.0,10768.066195957645,7154.691491184232,-3613.374704773412,7154.691491184232,-3613.374704773412,10768.066195957645,7154.691491184232,-3613.374704773412,normal,,10768.066195957646,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
SPOG,SPOT,1.971715,106,ols,0.099344,20000,0.099344,False,False,8.65999984741211,0.099344,1.0,False,True,False,False,False,False,False,False,False,0.947374,0.959219,0.367698,0.356496,0.429548,0.430756,0.0075,manual,0.0,0.03595,0.21919,0.220186,True,0.281658,0.268354,0.182314,0.49292875,0.5915145,0.5,0.5915145,bucket_1,,False,0.268354,net_decay_annual,0.099344,ETF_LS,2269.938737135331,-1151.2509349146965,2269.938737135331,-1151.2509349146965,2269.938737135331,0.0,-0.0,2269.938737135331,core_leveraged,0.5,1.0,3421.1896720500267,2269.9387371353305,-1151.2509349146962,2269.9387371353305,-1151.2509349146962,3421.1896720500267,2269.9387371353305,-1151.2509349146962,normal,,3421.189672050027,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
TERG,TER,1.994584,106,ols,0.158838,4000,0.158838,False,False,62.55989837646485,0.158838,1.0,False,True,False,False,False,False,False,False,False,1.218184,1.221541,0.455037,0.432067,0.573931,0.580561,0.0075,yfinance,0.0,0.03595,0.369981,0.377573,True,0.405759,0.296199,0.2469209999999999,0.498646,0.5983752,0.5,0.5983752,bucket_1,,False,0.296199,net_decay_annual,0.158838,ETF_LS,2473.883563700594,-1240.300515646668,2473.883563700594,-1240.300515646668,2473.883563700594,0.0,-0.0,2473.883563700594,core_leveraged,0.5,1.0,3714.184079347261,2473.883563700593,-1240.3005156466677,2473.883563700593,-1240.3005156466677,3714.184079347261,2473.883563700593,-1240.3005156466677,normal,,3714.184079347262,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
TSLG,TSLA,1.992076,337,ols,0.121404,150000,0.121404,False,False,6.480100154876709,0.121404,1.0,False,True,False,False,False,False,False,False,False,0.977679,0.96903,0.47848,0.468639,0.487462,0.486128,0.0075,manual,0.0,0.03595,0.277967,0.276684,True,0.47848,0.357076,0.357076,0.498019,0.5976228,0.5,0.5976228,bucket_1,,False,0.357076,net_decay_annual,0.121404,ETF_LS,3780.54041325433,-1897.78924762626,3780.54041325433,-1897.78924762626,23293.01730933302,0.0,-0.0,23293.01730933302,core_leveraged,0.5,1.0,5678.3296608805895,3780.5404132543295,-1897.78924762626,3780.5404132543295,-1897.78924762626,5678.3296608805895,3780.5404132543295,-1897.78924762626,normal,,5678.32966088059,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
TSMG,TSM,1.985014,318,ols,0.053601,30000,0.053601,False,False,33.5,0.053601,1.0,False,True,False,False,False,False,False,False,False,0.700906,0.699922,0.278602,0.283987,0.351192,0.348381,0.0075,manual,0.0,0.03595,0.163488,0.161566,True,0.278602,0.225001,0.225001,0.4962535,0.5955042,0.5,0.5955042,bucket_1,,False,0.225001,net_decay_annual,0.053601,ETF_LS,1770.2333324473032,-891.7989154974742,1770.2333324473032,-891.7989154974742,4429.400387871177,0.0,-0.0,4429.400387871177,core_leveraged,0.5,1.0,2662.0322479447773,1770.2333324473032,-891.7989154974742,1770.2333324473032,-891.7989154974742,2662.0322479447773,1770.2333324473032,-891.7989154974742,normal,,2662.0322479447773,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
UNHG,UNH,1.995771,189,ols,0.076577,450000,0.076577,False,False,17.329999923706055,0.076577,1.0,False,True,False,False,False,False,False,False,False,0.922396,0.867867,0.345192,0.330259,0.47897,0.464747,0.0075,manual,0.0,0.03595,0.271257,0.25792,True,0.326708,0.268615,0.250131,0.49894275,0.5987313,0.5,0.5987313,bucket_1,,False,0.268615,net_decay_annual,0.076577,ETF_LS,2356.04895361435,-1180.5206878015315,2356.04895361435,-1180.5206878015315,2356.04895361435,0.0,-0.0,2356.04895361435,core_leveraged,0.5,1.0,3536.5696414158806,2356.0489536143496,-1180.5206878015313,2356.0489536143496,-1180.5206878015313,3536.5696414158806,2356.0489536143496,-1180.5206878015313,normal,,3536.569641415881,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
UPSG,UPS,1.983788,89,ols,0.053099,4000,0.053099,False,False,16.325000762939453,0.053099,1.0,False,True,False,False,False,False,False,False,False,0.4937,0.493422,0.165049,0.159067,0.273033,0.272085,0.0075,yfinance,0.0,0.03595,0.115611,0.115107,True,0.133071,0.11195,0.0799719999999999,0.495947,0.5951364,0.5,0.5951364,bucket_1,,False,0.11195,net_decay_annual,0.053099,ETF_LS,465.96269855677286,-234.8853297614326,465.96269855677286,-234.8853297614326,465.96269855677286,0.0,-0.0,465.96269855677286,core_leveraged,0.5,1.0,700.8480283182053,465.9626985567728,-234.88532976143253,465.9626985567728,-234.88532976143253,700.8480283182053,465.9626985567728,-234.88532976143253,normal,,700.8480283182055,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
XYZG,XYZ,1.999542,262,ols,0.009656,8000,0.009656,False,False,16.039899826049805,0.009656,1.0,False,True,False,False,False,False,False,False,False,1.071722,1.029682,0.436361,0.428931,0.52166,0.515021,0.0075,manual,0.0,0.03595,0.315376,0.308498,True,0.436361,0.426705,0.426705,0.4998855,0.5998625999999999,0.5,0.5998625999999999,bucket_1,,False,0.426705,net_decay_annual,0.009656,ETF_LS,5963.074810712857,-2982.220333812872,5963.074810712857,-2982.220333812872,5963.074810712857,0.0,-0.0,5963.074810712857,core_leveraged,0.5,1.0,8945.295144525726,5963.074810712855,-2982.22033381287,5963.074810712855,-2982.22033381287,8945.295144525726,5963.074810712855,-2982.22033381287,normal,,8945.295144525728,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CRCA,CRCL,1.980098,177,ols,0.112378,350000,0.112378,False,False,45.54999923706055,0.112378,1.0,False,True,False,False,False,False,False,False,False,1.886199,1.931981,1.150298,1.123235,1.127605,1.177581,,missing,0.0,0.03595,1.269021,1.380809,True,1.185632,1.03792,1.073254,0.4950245,0.5940293999999999,0.5,0.5940293999999999,bucket_1,,False,1.03792,net_decay_annual,0.112378,ETF_LS,27305.686302333062,-13790.068119018888,27305.686302333062,-13790.068119018888,70701.22633749794,0.0,-0.0,70701.22633749794,core_leveraged,0.5,1.0,41095.75442135195,27305.686302333062,-13790.068119018888,27305.686302333062,-13790.068119018888,41095.75442135195,27305.686302333062,-13790.068119018888,normal,,41095.75442135195,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
NVDB,NVDA,1.995883,154,ols,0.105715,45000,0.105715,False,False,30.084999084472656,0.105715,1.0,False,True,False,False,False,False,False,False,False,0.700637,0.703334,0.26138,0.255644,0.337567,0.336251,,missing,0.0,0.03595,0.149051,0.148169,True,0.217697,0.155665,0.111982,0.49897075,0.5987649,0.5,0.5987649,bucket_1,,False,0.155665,net_decay_annual,0.105715,ETF_LS,745.2679035671341,-373.4026010378034,745.2679035671341,-373.4026010378034,11354.854103145364,0.0,-0.0,11354.854103145364,core_leveraged,0.5,1.0,1118.6705046049372,745.2679035671339,-373.40260103780327,745.2679035671339,-373.40260103780327,1118.6705046049372,745.2679035671339,-373.40260103780327,normal,,1118.6705046049374,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
PLTA,PLTR,1.995306,154,ols,0.105728,30000,0.105728,False,False,17.989999771118164,0.105728,1.0,False,True,False,False,False,False,False,False,False,1.050503,1.029954,0.401863,0.385363,0.534192,0.530403,,missing,0.0,0.03595,0.319136,0.315131,True,0.369691,0.296135,0.263963,0.4988265,0.5985918,0.5,0.5985918,bucket_1,,False,0.296135,net_decay_annual,0.105728,ETF_LS,2700.7984708416056,-1353.5760784769882,2700.7984708416056,-1353.5760784769882,19173.10541344581,0.0,-0.0,19173.10541344581,core_leveraged,0.5,1.0,4054.374549318593,2700.7984708416047,-1353.5760784769875,2700.7984708416047,-1353.5760784769875,4054.374549318593,2700.7984708416047,-1353.5760784769875,normal,,4054.3745493185934,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
TSLI,TSLA,1.984246,154,ols,0.044389,30000,0.044389,False,False,24.56999969482422,0.044389,1.0,False,True,False,False,False,False,False,False,False,0.873407,0.878789,0.330538,0.303669,0.487462,0.486128,,missing,0.0,0.03595,0.267417,0.266149,True,0.305991,0.286149,0.261602,0.4960615,0.5952738,0.5,0.5952738,bucket_1,,False,0.286149,net_decay_annual,0.044389,ETF_LS,2801.691857166226,-1411.9680005232344,2801.691857166226,-1411.9680005232344,23293.01730933302,0.0,-0.0,23293.01730933302,core_leveraged,0.5,1.0,4213.659857689459,2801.691857166225,-1411.968000523234,2801.691857166225,-1411.968000523234,4213.659857689459,2801.691857166225,-1411.968000523234,normal,,4213.65985768946,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
COIA,COIN,2.005497,154,ols,0.115302,40000,0.115302,False,False,7.440000057220459,0.115302,1.0,False,True,False,False,False,False,False,False,False,1.429599,1.442494,0.708635,0.702239,0.722539,0.735783,,missing,0.0,0.03595,0.562523,0.581996,True,0.651814,0.593333,0.536512,0.50137425,0.6016491,0.50137425,0.6016491,bucket_1,,False,0.593333,net_decay_annual,0.115302,ETF_LS,9816.170586643811,-4894.632396181003,9816.170586643811,-4894.632396181003,40315.93738659655,-832.9071836245962,832.9071836245962,39483.03020297195,core_leveraged,0.5,1.0,14710.802982824816,9816.170586643811,-4894.632396181003,9816.170586643811,-4894.632396181003,14710.802982824816,9816.170586643811,-4894.632396181003,normal,,14710.802982824816,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
BITU,IBIT,1.992275,501,ols,0.0635609999999999,55000,0.0635609999999999,False,False,15.515000343322754,0.0635609999999999,1.0,False,True,False,False,False,False,False,False,False,0.882579,0.872686,0.406472,0.400967,0.439246,0.438288,0.0098,yfinance,0.0,0.03595,0.236179,0.235348,True,0.406472,0.342911,0.342911,0.49806875,0.5976825,0.5,0.5976825,bucket_1,,False,0.342911,net_decay_annual,0.0635609999999999,ETF_LS,3786.373903387376,-1900.527740089785,3786.373903387376,-1900.527740089785,13768.678326542176,0.0,-0.0,13768.678326542176,core_leveraged,0.5,1.0,5686.90164347716,3786.3739033873753,-1900.5277400897849,3786.3739033873753,-1900.5277400897849,5686.90164347716,3786.3739033873753,-1900.5277400897849,normal,,5686.901643477161,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
ETHT,ETHA,1.991499,438,ols,0.081773,50000,0.081773,False,False,19.21999931335449,0.081773,1.0,False,True,False,False,False,False,False,False,False,1.441287,1.452569,0.76403,0.753345,0.723748,0.729457,0.0094,proshares,0.0,0.03595,0.562195,0.570386,True,0.76403,0.682257,0.682257,0.49787475,0.5974497,0.5,0.5974497,bucket_1,,False,0.682257,net_decay_annual,0.081773,ETF_LS,13003.931545814266,-6529.720349251628,13003.931545814266,-6529.720349251628,43233.8000044053,0.0,-0.0,43233.8000044053,core_leveraged,0.5,1.0,19533.651895065886,13003.93154581426,-6529.7203492516255,13003.93154581426,-6529.7203492516255,19533.651895065886,13003.93154581426,-6529.7203492516255,normal,,19533.651895065894,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000004,0.0,False,False,False,2026-04-22
UXRP,XRPZ,2.000059,101,ols,0.037218,500000,0.037218,False,False,4.235000133514404,0.037218,1.0,False,True,False,False,False,False,False,False,False,1.585022,1.553358,0.854681,0.878529,0.781799,0.781214,,missing,0.0,0.03595,0.647216,0.646301,True,0.730367,0.817463,0.693149,0.50001475,0.6000176999999999,0.50001475,0.6000176999999999,bucket_1,,False,0.817463,net_decay_annual,0.037218,ETF_LS,18413.26265000028,-9206.35973738789,18413.26265000028,-9206.35973738789,81531.43636447337,0.0,-0.0,81531.43636447337,core_leveraged,0.5,1.0,27619.622387388168,18413.26265000028,-9206.359737387887,18413.26265000028,-9206.359737387887,27619.622387388168,18413.26265000028,-9206.359737387887,normal,,27619.62238738817,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
SOLT,SOEZ,2.01531,95,ols,0.077697,100000,0.077697,False,False,51.47299957275391,0.077697,1.0,False,True,False,False,False,False,False,False,False,1.501823,1.487255,0.819812,0.796387,0.749047,0.744745,0.0185,yfinance,0.0,0.03595,0.629023,0.622448,True,0.700947,0.742115,0.62325,0.5038275,0.6045929999999999,0.5038275,0.6045929999999999,bucket_1,,False,0.742115,net_decay_annual,0.077697,ETF_LS,15093.89252037614,-7489.613270601614,15093.89252037614,-7489.613270601614,15093.89252037614,0.0,-0.0,15093.89252037614,core_leveraged,0.5,1.0,22583.50579097775,15093.892520376136,-7489.613270601613,15093.892520376136,-7489.613270601613,22583.50579097775,15093.892520376136,-7489.613270601613,normal,,22583.505790977757,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
TSLR,TSLA,1.998952,501,ols,0.088932,15000,0.088932,False,False,22.420000076293945,0.088932,1.0,False,True,False,False,False,False,False,False,False,0.980221,0.971928,0.486917,0.475919,0.487462,0.486128,0.0115,manual,0.0,0.03595,0.284658,0.283361,True,0.486917,0.397985,0.397985,0.499738,0.5996856,0.5,0.5996856,bucket_1,,False,0.397985,net_decay_annual,0.088932,ETF_LS,4821.578494445216,-2412.053163080062,4821.578494445216,-2412.053163080062,23293.01730933302,0.0,-0.0,23293.01730933302,core_leveraged,0.5,1.0,7233.631657525276,4821.578494445215,-2412.053163080061,4821.578494445215,-2412.053163080061,7233.631657525276,4821.578494445215,-2412.053163080061,normal,,7233.631657525278,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
AAPB,AAPL,1.989855,501,ols,0.038346,70000,0.038346,False,False,30.69499969482422,0.038346,1.0,False,True,False,False,False,False,False,False,False,0.471212,0.474042,0.161489,0.159298,0.236222,0.236681,0.0115,manual,0.0,0.03595,0.10204,0.102254,True,0.161489,0.123143,0.123143,0.49746375,0.5969565,0.5,0.5969565,bucket_1,,False,0.123143,net_decay_annual,0.038346,ETF_LS,595.0550102926604,-299.04440790543055,595.0550102926604,-299.04440790543055,595.0550102926604,0.0,-0.0,595.0550102926604,core_leveraged,0.5,1.0,894.0994181980907,595.0550102926602,-299.04440790543043,595.0550102926602,-299.04440790543043,894.0994181980907,595.0550102926602,-299.04440790543043,normal,,894.0994181980909,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
AMDL,AMD,1.998315,501,ols,0.04398,100000,0.04398,False,False,25.040000915527344,0.04398,1.0,False,True,False,False,False,False,False,False,False,1.146322,1.158902,0.413521,0.409674,0.576866,0.580395,0.0115,manual,0.0,0.03595,0.379323,0.383397,True,0.413521,0.369541,0.369541,0.49957875,0.5994945,0.5,0.5994945,bucket_1,,False,0.369541,net_decay_annual,0.04398,ETF_LS,4442.456264387921,-2223.101094866385,4442.456264387921,-2223.101094866385,17308.043935182646,0.0,-0.0,17308.043935182646,core_leveraged,0.5,1.0,6665.557359254304,4442.456264387919,-2223.1010948663843,4442.456264387919,-2223.1010948663843,6665.557359254304,4442.456264387919,-2223.1010948663843,normal,,6665.557359254306,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
AMZZ,AMZN,1.991151,501,ols,0.048,20000,0.048,False,False,35.7599983215332,0.048,1.0,False,True,False,False,False,False,False,False,False,0.617412,0.620263,0.184855,0.18128,0.311021,0.311714,0.0115,manual,0.0,0.03595,0.142586,0.143012,True,0.184855,0.136855,0.136855,0.49778775,0.5973453,0.5,0.5973453,bucket_1,,False,0.136855,net_decay_annual,0.048,ETF_LS,702.3102270592857,-352.71570416271084,702.3102270592857,-352.71570416271084,978.768652454408,0.0,-0.0,978.768652454408,core_leveraged,0.5,1.0,1055.0259312219962,702.3102270592856,-352.7157041627108,702.3102270592856,-352.7157041627108,1055.0259312219962,702.3102270592856,-352.7157041627108,normal,,1055.0259312219964,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
AVGU,AVGO,1.99206,194,ols,0.134144,35000,0.134144,False,False,45.630001068115234,0.134144,1.0,False,True,False,False,False,False,False,False,False,0.881879,0.889744,0.284392,0.278373,0.425952,0.42574,0.0115,manual,0.0,0.03595,0.226444,0.226266,True,0.271055,0.1502479999999999,0.1369109999999999,0.498015,0.597618,0.5,0.597618,bucket_1,,False,0.1502479999999999,net_decay_annual,0.134144,ETF_LS,624.0053862381814,-313.24628085408136,624.0053862381814,-313.24628085408136,10439.609052659076,0.0,-0.0,10439.609052659076,core_leveraged,0.5,1.0,937.2516670922626,624.0053862381812,-313.2462808540813,624.0053862381812,-313.2462808540813,937.2516670922626,624.0053862381812,-313.2462808540813,normal,,937.2516670922628,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.1368683772161605e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
BABX,BABA,2.006326,501,ols,0.021633,900000,0.021633,False,False,28.74760055541992,0.021633,1.0,False,True,False,False,False,False,False,False,False,0.845358,0.861712,0.289524,0.284306,0.425318,0.430353,0.0115,manual,0.0,0.03595,0.230293,0.234642,True,0.289524,0.267891,0.267891,0.5015815,0.6018978,0.5015815,0.6018978,bucket_1,,False,0.267891,net_decay_annual,0.021633,ETF_LS,2569.6355599717444,-1280.7667148667483,2569.6355599717444,-1280.7667148667483,3618.271372465155,0.0,-0.0,3618.271372465155,core_leveraged,0.5,1.0,3850.402274838492,2569.635559971744,-1280.7667148667483,2569.635559971744,-1280.7667148667483,3850.402274838492,2569.635559971744,-1280.7667148667483,normal,,3850.4022748384928,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
BULX,BULL,1.973709,159,ols,0.099648,10000,0.099648,False,False,5.070000171661377,0.099648,1.0,False,True,False,False,False,False,False,False,False,1.174601,1.161252,0.604804,0.594785,0.789788,0.788858,0.0115,manual,0.0,0.03595,0.645886,0.644476,True,0.619965,0.505156,0.520317,0.49342725,0.5921126999999999,0.5,0.5921126999999999,bucket_1,,False,0.505156,net_decay_annual,0.099648,ETF_LS,7446.661446524879,-3772.9277449334622,7446.661446524879,-3772.9277449334622,13133.88141310708,0.0,-0.0,13133.88141310708,core_leveraged,0.5,1.0,11219.58919145834,7446.661446524878,-3772.927744933462,7446.661446524878,-3772.927744933462,11219.58919145834,7446.661446524878,-3772.927744933462,normal,,11219.58919145834,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CONL,COIN,1.987528,501,ols,0.094479,1100000,0.094479,False,False,9.580400466918944,0.094479,1.0,False,True,False,False,False,False,False,False,False,1.429572,1.462654,0.776842,0.767315,0.722539,0.735783,0.0115,manual,0.0,0.03595,0.559338,0.578292,True,0.776842,0.682363,0.682363,0.496882,0.5962584,0.5,0.5962584,bucket_1,,False,0.682363,net_decay_annual,0.094479,ETF_LS,12909.235673403598,-6495.121413838496,12909.235673403598,-6495.121413838496,40315.93738659655,-832.9071836245962,832.9071836245962,39483.03020297195,core_leveraged,0.5,1.0,19404.357087242093,12909.235673403598,-6495.121413838496,12909.235673403598,-6495.121413838496,19404.357087242093,12909.235673403598,-6495.121413838496,normal,,19404.357087242093,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
CRWL,CRWD,1.996136,359,ols,0.1381129999999999,500,0.1381129999999999,False,False,25.63999938964844,0.1381129999999999,1.0,False,True,False,False,False,False,False,True,False,0.859125,0.854783,0.396601,0.390055,0.426831,0.426571,0.0115,manual,0.0,0.03595,0.228441,0.228221,True,0.396601,0.258488,0.258488,0.499034,0.5988408,0.5,0.5988408,bucket_1,,False,0.258488,net_decay_annual,0.1381129999999999,ETF_LS,1950.5826259312512,-977.1792232248962,1950.5826259312512,-977.1792232248962,1950.5826259312512,0.0,-0.0,1950.5826259312512,core_leveraged,0.5,1.0,2927.761849156147,1950.5826259312507,-977.179223224896,1950.5826259312507,-977.179223224896,2927.761849156147,1950.5826259312507,-977.179223224896,normal,no_locate,2927.7618491561475,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
DLLL,DELL,1.986496,296,ols,0.029062,30000,0.029062,False,False,59.55500030517578,0.029062,1.0,False,True,False,False,False,False,False,False,False,0.979299,1.002662,0.388368,0.382601,0.497725,0.503715,0.0115,manual,0.0,0.03595,0.289699,0.295577,True,0.388368,0.359306,0.359306,0.496624,0.5959488,0.5,0.5959488,bucket_1,,False,0.359306,net_decay_annual,0.029062,ETF_LS,4312.985275252487,-2171.1522576700318,4312.985275252487,-2171.1522576700318,4312.985275252487,0.0,-0.0,4312.985275252487,core_leveraged,0.5,1.0,6484.137532922517,4312.985275252486,-2171.152257670031,4312.985275252486,-2171.152257670031,6484.137532922517,4312.985275252486,-2171.152257670031,normal,,6484.1375329225175,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
