ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
UXRP,XRPZ,2.001539,96,ols,0.0294229999999999,600000,0.0294229999999999,False,False,3.9800000190734863,0.0294229999999999,1.0,False,True,False,False,False,False,False,False,False,1.56538,0.877736,0.79261,0.629682,0.724179,0.848313,0.694756,0.50038475,0.6004617,0.50038475,0.6004617,0.848313,net_decay_annual,0.0294229999999999,ETF_LS,21845.685240371557,-10914.44395556197,21845.685240371557,-10914.44395556197,60533.29824244228,0.0,-0.0,60533.29824244228,core_leveraged,0.5,1.0,32760.12919593353,21845.68524037156,-10914.443955561972,21845.68524037156,-10914.443955561972,32760.12919593353,21845.68524037156,-10914.443955561972,normal,,32760.129195933525,1.0,0.0,,False,0.0,0.0,haircut,haircut,3.637978807091713e-12,1.0,False,False,False,2026-04-16
SOLT,SOEZ,2.017173,90,ols,0.085199,25000,0.085199,False,False,48.29999923706055,0.085199,1.0,False,True,False,False,False,False,False,False,False,1.490592,0.784405,0.750702,0.578153,0.651814,0.699206,0.566615,0.50429325,0.6051519,0.50429325,0.6051519,0.699206,net_decay_annual,0.085199,ETF_LS,14932.988492295566,-7402.928996320873,14932.988492295566,-7402.928996320873,14932.988492295566,0.0,-0.0,14932.988492295566,core_leveraged,0.5,1.0,22335.917488616444,14932.988492295568,-7402.928996320874,14932.988492295568,-7402.928996320874,22335.917488616444,14932.988492295568,-7402.928996320874,normal,,22335.91748861644,1.0,0.0,,False,0.0,0.0,haircut,haircut,3.637978807091713e-12,1.0,False,False,False,2026-04-16
TSLR,TSLA,1.998992,500,ols,0.069878,95000,0.069878,False,False,22.63999938964844,0.069878,1.0,False,True,False,False,False,False,False,False,False,0.981397,0.481738,0.490768,0.240489,0.481738,0.41186,0.41186,0.499748,0.5996976,0.5,0.5996976,0.41186,net_decay_annual,0.069878,ETF_LS,5809.1558219461,-2906.042556421486,5809.1558219461,-2906.042556421486,27084.55662465532,0.0,-0.0,27084.55662465532,core_leveraged,0.5,1.0,8715.198378367588,5809.155821946101,-2906.0425564214866,5809.155821946101,-2906.0425564214866,8715.198378367588,5809.155821946101,-2906.0425564214866,normal,,8715.198378367586,1.0,0.0,,False,0.0,0.0,haircut,haircut,1.8189894035458565e-12,0.9999999999999998,False,False,False,2026-04-16
AAPB,AAPL,1.990047,500,ols,0.038061,35000,0.038061,False,False,29.73200035095215,0.038061,1.0,False,True,False,False,False,False,False,False,False,0.477812,0.157551,0.238246,0.055917,0.157551,0.11949,0.11949,0.49751175,0.5970141,0.5,0.5970141,0.11949,net_decay_annual,0.038061,ETF_LS,622.751567584061,-312.933095340995,622.751567584061,-312.933095340995,622.751567584061,0.0,-0.0,622.751567584061,core_leveraged,0.5,1.0,935.684662925056,622.751567584061,-312.933095340995,622.751567584061,-312.933095340995,935.684662925056,622.751567584061,-312.933095340995,normal,,935.684662925056,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
AMDL,AMD,1.998251,500,ols,0.038722,750000,0.038722,False,False,19.459999084472656,0.038722,1.0,False,True,False,False,False,False,False,False,False,1.15817,0.408445,0.580238,0.335793,0.408445,0.369723,0.369723,0.49956275,0.5994752999999999,0.5,0.5994752999999999,0.369723,net_decay_annual,0.038722,ETF_LS,4953.679535665768,-2479.007660031581,4953.679535665768,-2479.007660031581,18777.04220179898,0.0,-0.0,18777.04220179898,core_leveraged,0.5,1.0,7432.68719569735,4953.679535665768,-2479.007660031581,4953.679535665768,-2479.007660031581,7432.68719569735,4953.679535665768,-2479.007660031581,normal,,7432.68719569735,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
AMZZ,AMZN,1.990852,500,ols,0.0495139999999999,40000,0.0495139999999999,False,False,34.470001220703125,0.0495139999999999,1.0,False,True,False,False,False,False,False,False,False,0.627652,0.185911,0.315554,0.098212,0.185911,0.136397,0.136397,0.497713,0.5972556,0.5,0.5972556,0.136397,net_decay_annual,0.0495139999999999,ETF_LS,768.387765263679,-385.9592602883986,768.387765263679,-385.9592602883986,2723.0114348922766,0.0,-0.0,2723.0114348922766,core_leveraged,0.5,1.0,1154.3470255520772,768.3877652636787,-385.9592602883985,768.3877652636787,-385.9592602883985,1154.3470255520772,768.3877652636787,-385.9592602883985,normal,,1154.3470255520774,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,False,False,False,2026-04-16
AVGU,AVGO,1.991394,189,ols,0.129412,20000,0.129412,False,False,42.060001373291016,0.129412,1.0,False,True,False,False,False,False,False,False,False,0.897194,0.285373,0.427693,0.180567,0.259171,0.155961,0.1297589999999999,0.4978485,0.5974182,0.5,0.5974182,0.155961,net_decay_annual,0.129412,ETF_LS,763.8559828753134,-383.57852985160815,763.8559828753134,-383.57852985160815,7836.762134130268,0.0,-0.0,7836.762134130268,core_leveraged,0.5,1.0,1147.4345127269216,763.8559828753134,-383.57852985160815,763.8559828753134,-383.57852985160815,1147.4345127269216,763.8559828753134,-383.57852985160815,normal,,1147.4345127269216,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BABX,BABA,2.006292,500,ols,0.018159,250000,0.018159,False,False,27.65999984741211,0.018159,1.0,False,True,False,False,False,False,False,False,False,0.869724,0.284803,0.434278,0.190381,0.284803,0.266644,0.266644,0.501573,0.6018876000000001,0.501573,0.6018876000000001,0.266644,net_decay_annual,0.018159,ETF_LS,2837.339307243623,-1414.2205158788563,2837.339307243623,-1414.2205158788563,3933.4443258463743,0.0,-0.0,3933.4443258463743,core_leveraged,0.5,1.0,4251.559823122479,2837.339307243623,-1414.2205158788563,2837.339307243623,-1414.2205158788563,4251.559823122479,2837.339307243623,-1414.2205158788563,normal,,4251.559823122479,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BULX,BULL,1.978073,154,ols,0.1002069999999999,20000,0.1002069999999999,False,False,4.135000228881836,0.1002069999999999,1.0,False,True,False,False,False,False,False,False,False,1.16686,0.56141,0.59304,0.340214,0.475389,0.461203,0.375182,0.49451825,0.5934219,0.5,0.5934219,0.461203,net_decay_annual,0.1002069999999999,ETF_LS,6958.321522145584,-3517.7273650394013,6958.321522145584,-3517.7273650394013,15346.716992926891,0.0,-0.0,15346.716992926891,core_leveraged,0.5,1.0,10476.048887184985,6958.321522145584,-3517.7273650394013,6958.321522145584,-3517.7273650394013,10476.048887184985,6958.321522145584,-3517.7273650394013,normal,,10476.048887184985,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CONL,COIN,1.987624,500,ols,0.1046069999999999,650000,0.1046069999999999,False,False,8.680000305175781,0.1046069999999999,1.0,False,True,False,False,False,False,False,False,False,1.448114,0.764728,0.728767,0.521283,0.764728,0.660121,0.660121,0.496906,0.5962872,0.5,0.5962872,0.660121,net_decay_annual,0.1046069999999999,ETF_LS,13362.608575921173,-6722.905627986566,13362.608575921173,-6722.905627986566,41674.21207414493,0.0,-0.0,41674.21207414493,core_leveraged,0.5,1.0,20085.514203907744,13362.608575921176,-6722.905627986568,13362.608575921176,-6722.905627986568,20085.514203907744,13362.608575921176,-6722.905627986568,normal,,20085.51420390774,1.0,0.0,,False,0.0,0.0,haircut,haircut,3.637978807091713e-12,0.9999999999999998,False,False,False,2026-04-16
CRWL,CRWD,1.995987,354,ols,0.126421,4000,0.126421,False,False,20.530000686645508,0.126421,1.0,False,True,False,False,False,False,False,False,False,0.856954,0.391566,0.427849,0.181954,0.391566,0.265145,0.265145,0.49899675,0.5987960999999999,0.5,0.5987960999999999,0.265145,net_decay_annual,0.126421,ETF_LS,2323.513562336657,-1164.0925328354626,2323.513562336657,-1164.0925328354626,2323.513562336657,0.0,-0.0,2323.513562336657,core_leveraged,0.5,1.0,3487.60609517212,2323.5135623366573,-1164.0925328354629,2323.5135623366573,-1164.0925328354629,3487.60609517212,2323.5135623366573,-1164.0925328354629,normal,,3487.60609517212,1.0,0.0,,False,0.0,0.0,haircut,haircut,4.547473508864641e-13,1.0,False,False,False,2026-04-16
DLLL,DELL,1.985657,291,ols,0.079423,10000,0.079423,False,False,40.42900085449219,0.079423,1.0,False,True,False,False,False,False,False,False,False,0.988484,0.381577,0.496701,0.241429,0.381577,0.302154,0.302154,0.49641425,0.5956971,0.5,0.5956971,0.302154,net_decay_annual,0.079423,ETF_LS,3244.813646666418,-1634.125957638413,3244.813646666418,-1634.125957638413,3244.813646666418,0.0,-0.0,3244.813646666418,core_leveraged,0.5,1.0,4878.939604304831,3244.813646666418,-1634.125957638413,3244.813646666418,-1634.125957638413,4878.939604304831,3244.813646666418,-1634.125957638413,normal,,4878.939604304831,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
ETRL,ETOR,1.999468,154,ols,0.1144149999999999,30000,0.1144149999999999,False,False,11.852999687194824,0.1144149999999999,1.0,False,True,False,False,False,False,False,False,False,1.092296,0.441714,0.649163,0.421076,0.433688,0.327299,0.319273,0.499867,0.5998403999999999,0.5,0.5998403999999999,0.327299,net_decay_annual,0.1144149999999999,ETF_LS,3571.480021596208,-1786.215144026415,3571.480021596208,-1786.215144026415,3571.480021596208,0.0,-0.0,3571.480021596208,core_leveraged,0.5,1.0,5357.695165622622,3571.480021596208,-1786.215144026415,3571.480021596208,-1786.215144026415,5357.695165622622,3571.480021596208,-1786.215144026415,normal,,5357.695165622622,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
INTW,INTC,1.987422,292,ols,0.05731,10000,0.05731,False,False,108.54000091552734,0.05731,1.0,False,True,False,False,False,False,False,False,False,1.265814,0.542042,0.635391,0.396137,0.542042,0.484732,0.484732,0.4968555,0.5962265999999999,0.5,0.5962265999999999,0.484732,net_decay_annual,0.05731,ETF_LS,7927.11770478829,-3988.643430931272,7927.11770478829,-3988.643430931272,15104.303653205883,0.0,-0.0,15104.303653205883,core_leveraged,0.5,1.0,11915.761135719566,7927.117704788292,-3988.643430931273,7927.117704788292,-3988.643430931273,11915.761135719566,7927.117704788292,-3988.643430931273,normal,,11915.761135719564,1.0,0.0,,False,0.0,0.0,haircut,haircut,1.8189894035458565e-12,1.0,False,False,False,2026-04-16
IONL,IONQ,1.986853,264,ols,0.243257,100000,0.243257,False,False,22.6200008392334,0.243257,1.0,False,True,False,False,False,False,False,False,False,1.914128,1.040466,0.962858,0.908893,1.040466,0.7972089999999998,0.7972089999999998,0.49671325,0.5960559,0.5,0.5960559,0.7972089999999998,net_decay_annual,0.243257,ETF_LS,17369.43018907055,-8742.18182677357,17369.43018907055,-8742.18182677357,17369.43018907055,0.0,-0.0,17369.43018907055,core_leveraged,0.5,1.0,26111.612015844123,17369.43018907055,-8742.18182677357,17369.43018907055,-8742.18182677357,26111.612015844123,17369.43018907055,-8742.18182677357,normal,,26111.612015844123,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
LCDL,LCID,1.959234,246,ols,0.268801,35000,0.3288085646090293,False,False,1.6349999904632568,0.268801,1.2232415973490771,False,True,False,False,False,False,False,False,False,1.499793,0.70585,0.758269,0.540291,0.701908,0.3770414353909707,0.3730994353909707,0.4898085,0.5877701999999999,0.5,0.5877701999999999,0.3770414353909707,net_decay_annual,0.3288085646090293,ETF_LS,3520.715597577798,-1796.9857595253031,3520.715597577798,-1796.9857595253031,3520.715597577798,0.0,-0.0,3520.715597577798,core_leveraged,0.5,1.0,5317.701357103101,3520.715597577798,-1796.9857595253031,3520.715597577798,-1796.9857595253031,5317.701357103101,3520.715597577798,-1796.9857595253031,normal,,5317.701357103101,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
MRAL,MARA,1.978115,277,ols,0.311356,1100000,0.311356,False,False,4.630000114440918,0.311356,1.0,False,True,False,False,False,False,False,False,False,1.575999,0.86711,0.794736,0.611023,0.86711,0.5557540000000001,0.5557540000000001,0.49452875,0.5934345,0.5,0.5934345,0.5557540000000001,net_decay_annual,0.311356,ETF_LS,8165.811829971501,-4128.077401956662,8165.811829971501,-4128.077401956662,8165.811829971501,0.0,-0.0,8165.811829971501,core_leveraged,0.5,1.0,12293.88923192816,8165.811829971501,-4128.077401956662,8165.811829971501,-4128.077401956662,12293.88923192816,8165.811829971501,-4128.077401956662,normal,,12293.88923192816,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
FBL,META,1.996704,500,ols,0.049335,10000,0.049335,False,False,31.309999465942383,0.049335,1.0,False,True,False,False,False,False,False,False,False,0.717002,0.227247,0.358241,0.127703,0.227247,0.177912,0.177912,0.499176,0.5990112,0.5,0.5990112,0.177912,net_decay_annual,0.049335,ETF_LS,1272.6372149585857,-637.3689915774124,1272.6372149585857,-637.3689915774124,2373.9503006408186,0.0,-0.0,2373.9503006408186,core_leveraged,0.5,1.0,1910.006206535998,1272.6372149585857,-637.3689915774124,1272.6372149585857,-637.3689915774124,1910.006206535998,1272.6372149585857,-637.3689915774124,normal,,1910.006206535998,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
MVLL,MRVL,1.99395,277,ols,,0,0.0,False,True,46.720001220703125,,1.0,False,False,False,False,False,False,False,True,False,1.146429,0.556007,0.575495,0.328195,0.556007,0.556007,0.556007,0.4984875,1.0,0.5,1.0,0.556007,net_decay_annual,,ETF_LS,10606.90713547247,-5319.545191941858,10606.90713547247,-5319.545191941858,12113.422466182476,0.0,-0.0,12113.422466182476,core_leveraged,0.5,1.0,15926.452327414328,10606.90713547247,-5319.545191941858,10606.90713547247,-5319.545191941858,15926.452327414328,10606.90713547247,-5319.545191941858,normal,no_locate,15926.452327414328,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
MSFL,MSFT,1.992598,500,ols,0.0378169999999999,60000,0.0378169999999999,False,False,18.670000076293945,0.0378169999999999,1.0,False,True,False,False,False,False,False,False,False,0.491487,0.142875,0.24614,0.059914,0.142875,0.105058,0.105058,0.4981495,0.5977794,0.5,0.5977794,0.105058,net_decay_annual,0.0378169999999999,ETF_LS,487.1379391038371,-244.47376696345023,487.1379391038371,-244.47376696345023,1527.7021919292888,0.0,-0.0,1527.7021919292888,core_leveraged,0.5,1.0,731.6117060672873,487.1379391038371,-244.47376696345023,487.1379391038371,-244.47376696345023,731.6117060672873,487.1379391038371,-244.47376696345023,normal,,731.6117060672873,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
MSTP,MSTR,1.996603,212,ols,0.320649,100000,0.3423908121642863,False,False,1.8730000257492063,0.320649,1.0678056446902573,False,True,False,False,False,False,False,False,False,1.393758,0.682448,0.668424,0.444517,0.644681,0.3400571878357137,0.3022901878357136,0.49915075,0.5989808999999999,0.5,0.5989808999999999,0.3400571878357137,net_decay_annual,0.3423908121642863,ETF_LS,2699.545402681562,-1352.0691908614592,2699.545402681562,-1352.0691908614592,23131.889258802574,-627.5060041509947,627.5060041509947,22504.38325465158,core_leveraged,0.5,1.0,4051.614593543022,2699.5454026815623,-1352.0691908614594,2699.5454026815623,-1352.0691908614594,4051.614593543022,2699.5454026815623,-1352.0691908614594,normal,,4051.614593543021,1.0,0.0,,False,0.0,0.0,haircut,haircut,4.547473508864641e-13,1.0,False,False,False,2026-04-16
MULL,MU,1.998922,354,ols,0.0633809999999999,150000,0.0633809999999999,False,False,188.22999572753903,0.0633809999999999,1.0,False,True,False,False,False,False,False,False,False,1.177979,0.595088,0.588503,0.345776,0.595088,0.5317069999999999,0.5317069999999999,0.4997305,0.5996766,0.5,0.5996766,0.5317069999999999,net_decay_annual,0.0633809999999999,ETF_LS,9293.544959385,-4649.2784407720765,9293.544959385,-4649.2784407720765,16683.58194737204,0.0,-0.0,16683.58194737204,core_leveraged,0.5,1.0,13942.823400157078,9293.544959385,-4649.2784407720765,9293.544959385,-4649.2784407720765,13942.823400157078,9293.544959385,-4649.2784407720765,normal,,13942.823400157078,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NBIL,NBIS,1.998807,130,ols,0.13474,200000,0.13474,False,False,25.89999961853028,0.13474,1.0,False,True,False,False,False,False,False,False,False,1.951117,1.015634,1.014165,1.026691,1.020987,0.880894,0.8862470000000001,0.49970175,0.5996421,0.5,0.5996421,0.880894,net_decay_annual,0.13474,ETF_LS,22143.28097239566,-11078.24866152443,22143.28097239566,-11078.24866152443,82094.61126261027,0.0,-0.0,82094.61126261027,core_leveraged,0.5,1.0,33221.529633920094,22143.28097239566,-11078.24866152443,22143.28097239566,-11078.24866152443,33221.529633920094,22143.28097239566,-11078.24866152443,normal,,33221.529633920094,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NOWL,NOW,1.992135,189,ols,0.099624,55000,0.099624,False,False,4.690000057220459,0.099624,1.0,False,True,False,False,False,False,False,False,False,0.837149,0.331038,0.418422,0.173017,0.291533,0.231414,0.191909,0.49803375,0.5976405,0.5,0.5976405,0.231414,net_decay_annual,0.099624,ETF_LS,1875.0046035588832,-941.2035848769702,1875.0046035588832,-941.2035848769702,1875.0046035588832,0.0,-0.0,1875.0046035588832,core_leveraged,0.5,1.0,2816.2081884358536,1875.0046035588837,-941.2035848769704,1875.0046035588837,-941.2035848769704,2816.2081884358536,1875.0046035588837,-941.2035848769704,normal,,2816.208188435853,1.0,0.0,,False,0.0,0.0,haircut,haircut,4.547473508864641e-13,1.0,False,False,False,2026-04-16
NVDL,NVDA,1.987591,500,ols,0.041498,650000,0.041498,False,False,93.73999786376952,0.041498,1.0,False,True,False,False,False,False,False,False,False,0.695392,0.363303,0.348166,0.118973,0.363303,0.321805,0.321805,0.49689775,0.5962773,0.5,0.5962773,0.321805,net_decay_annual,0.041498,ETF_LS,3851.739464001069,-1937.8933915483967,3851.739464001069,-1937.8933915483967,17352.679454695524,0.0,-0.0,17352.679454695524,core_leveraged,0.5,1.0,5789.632855549466,3851.739464001069,-1937.8933915483965,3851.739464001069,-1937.8933915483965,5789.632855549466,3851.739464001069,-1937.8933915483965,normal,,5789.6328555494665,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,False,False,False,2026-04-16
PDDL,PDD,2.005715,189,ols,0.4281089999999999,40000,0.4281089999999999,False,False,21.665000915527344,0.4281089999999999,1.0,False,False,True,False,False,True,True,False,False,0.604721,0.170071,0.333201,0.111976,0.155547,-0.258038,-0.2725619999999999,0.50142875,0.6017144999999999,0.50142875,0.6017144999999999,-0.258038,net_decay_annual,0.4281089999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
PTIR,PLTR,1.99645,403,ols,0.020855,250000,0.020855,False,False,15.18000030517578,0.020855,1.0,False,True,False,False,False,False,False,False,False,1.07492,0.500063,0.538703,0.288657,0.500063,0.479208,0.479208,0.4991125,0.598935,0.5,0.598935,0.479208,net_decay_annual,0.020855,ETF_LS,8018.160449771344,-4016.208995853312,8018.160449771344,-4016.208995853312,21191.8465212748,0.0,-0.0,21191.8465212748,core_leveraged,0.5,1.0,12034.369445624656,8018.160449771344,-4016.208995853312,8018.160449771344,-4016.208995853312,12034.369445624656,8018.160449771344,-4016.208995853312,normal,,12034.369445624656,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
RDTL,RDDT,1.981022,265,ols,0.068285,100000,0.068285,False,False,20.170000076293945,0.068285,1.0,False,True,False,False,False,False,False,False,False,1.293368,0.638018,0.652348,0.41352,0.638018,0.5697329999999999,0.5697329999999999,0.4952555,0.5943066,0.5,0.5943066,0.5697329999999999,net_decay_annual,0.068285,ETF_LS,10523.868126902467,-5312.342885087832,10523.868126902467,-5312.342885087832,10523.868126902467,0.0,-0.0,10523.868126902467,core_leveraged,0.5,1.0,15836.2110119903,10523.868126902467,-5312.342885087832,10523.868126902467,-5312.342885087832,15836.2110119903,10523.868126902467,-5312.342885087832,normal,,15836.2110119903,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
SMCL,SMCI,1.767709,332,ols,0.1465779999999999,350000,0.1465779999999999,False,False,7.170000314712524,0.1465779999999999,1.0,False,True,False,False,False,False,False,False,False,1.376609,0.471791,0.768255,0.400487,0.471791,0.325213,0.325213,0.44192725,0.5303127,0.5,0.5303127,0.325213,net_decay_annual,0.1465779999999999,ETF_LS,3533.313484144995,-1998.80946702483,3533.313484144995,-1998.80946702483,3533.313484144995,0.0,-0.0,3533.313484144995,core_leveraged,0.5,1.0,5532.122951169826,3533.313484144995,-1998.80946702483,3533.313484144995,-1998.80946702483,5532.122951169826,3533.313484144995,-1998.80946702483,normal,,5532.122951169826,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
TSMU,TSM,1.990426,354,ols,0.065149,45000,0.065149,False,False,61.619998931884766,0.065149,1.0,False,True,False,False,False,False,False,False,False,0.698072,0.31076,0.349422,0.120348,0.31076,0.2456109999999999,0.2456109999999999,0.4976065,0.5971278,0.5,0.5971278,0.2456109999999999,net_decay_annual,0.065149,ETF_LS,2253.219754944903,-1132.02889981587,2253.219754944903,-1132.02889981587,4308.907910362331,0.0,-0.0,4308.907910362331,core_leveraged,0.5,1.0,3385.2486547607728,2253.219754944903,-1132.02889981587,2253.219754944903,-1132.02889981587,3385.2486547607728,2253.219754944903,-1132.02889981587,normal,,3385.2486547607728,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
UBRL,UBER,1.997634,403,ols,0.007112,10000,0.007112,False,False,18.03899955749512,0.007112,1.0,False,True,False,False,False,False,False,False,False,0.661813,0.227498,0.331008,0.109178,0.227498,0.220386,0.220386,0.4994085,0.5992902,0.5,0.5992902,0.220386,net_decay_annual,0.007112,ETF_LS,2069.094153714519,-1035.772395601256,2069.094153714519,-1035.772395601256,2069.094153714519,0.0,-0.0,2069.094153714519,core_leveraged,0.5,1.0,3104.866549315775,2069.094153714519,-1035.772395601256,2069.094153714519,-1035.772395601256,3104.866549315775,2069.094153714519,-1035.772395601256,normal,,3104.866549315775,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
VRTL,VRT,1.980693,265,ols,,0,0.0,False,True,144.1999969482422,,1.0,False,False,False,False,False,False,False,True,False,1.145654,0.507745,0.577796,0.324242,0.507745,0.507745,0.507745,0.49517325,1.0,0.5,1.0,0.507745,net_decay_annual,,ETF_LS,9073.633451549724,-4581.0397934206485,9073.633451549724,-4581.0397934206485,9073.633451549724,0.0,-0.0,9073.633451549724,core_leveraged,0.5,1.0,13654.673244970374,9073.633451549724,-4581.0397934206485,9073.633451549724,-4581.0397934206485,13654.673244970374,9073.633451549724,-4581.0397934206485,normal,no_locate,13654.673244970374,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
UNHW,UNH,1.197808,90,ols,0.408601,4000,0.408601,False,False,41.74399948120117,0.408601,1.0,False,False,True,False,False,True,True,False,False,0.544494,0.049995,0.513165,0.031197,0.037911,-0.358606,-0.3706900000000001,0.299452,0.3593424,0.5,0.5,-0.358606,net_decay_annual,0.408601,ETF_LS,0.0,0.0,0.0,0.0,1447.9110541527768,0.0,-0.0,1447.9110541527768,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
GLDW,GOLD,0.334558,113,ols,0.412536,50000,0.412536,False,False,54.13899993896485,0.412536,1.0,False,False,True,False,False,True,True,False,False,0.399121,-0.023055,0.521537,0.030278,0.006363,-0.435591,-0.406173,0.0836395,0.1003674,0.5,0.5,-0.435591,net_decay_annual,0.412536,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
MSTZ,MSTR,-1.982306,393,ols,0.280896,900000,0.280896,False,False,9.100000381469728,0.280896,1.0,False,True,False,False,False,False,False,False,False,1.335566,2.413072,0.668424,1.320678,2.413072,2.1321760000000003,2.1321760000000003,0.4955765,0.5946918,0.5,0.5946918,2.1321760000000003,net_decay_annual,0.280896,ETF_LS,-627.5060041509947,-703.452336320533,-627.5060041509947,-703.452336320533,23131.889258802574,-627.5060041509947,627.5060041509947,22504.38325465158,inverse_decay_bucket4,,,1330.958340471528,-627.5060041509948,-703.4523363205332,-627.5060041509948,-703.4523363205332,1330.958340471528,-627.5060041509948,-703.4523363205332,normal,,1330.9583404715277,1.0,0.0,,False,0.0,0.0,pair_cap,pair_cap,2.273736754432321e-13,0.9999999999999998,False,False,False,2026-04-16
TBX,TLT,-0.423008,500,ols,0.3655279999999999,800,0.3655279999999999,False,False,27.989999771118164,0.3655279999999999,1.0,False,False,True,False,False,True,True,True,False,0.078952,-0.02198,0.103849,0.003246,-0.02198,-0.3875079999999999,-0.3875079999999999,0.105752,0.1269024,0.5,0.5,-0.3875079999999999,net_decay_annual,0.3655279999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,no_locate,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
