ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
UBRL,UBER,1.995912,384,ols,0.0062549999999999,0.0301449999999999,0.0,50000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.766614,0.22899,0.381669,0.144779,0.22899,0.22899,0.22899,0.498978,0.5987735999999999,0.5,0.5987735999999999,0.22899,net_decay_annual,0.0,ETF_LS,4617.566487308081,-2313.512062309401,4617.566487308081,-2313.512062309401,4617.566487308081,0.0,-0.0,4617.566487308081,core_leveraged,0.5,1.0,6710.894250631209,4470.877103721951,-2240.017146909258,4470.877103721951,-2240.017146909258,6710.894250631209,4470.877103721951,-2240.017146909258,normal,,6931.078549617482,1.0,0.0,,False,0.0,0.0,haircut,haircut,-220.18429898627343,1.0328099789332197,False,False,False,2026-03-18
VRTL,VRT,1.983182,246,ols,0.0409309999999999,-0.004531,0.0454619999999999,400,0.0454619999999999,False,False,False,True,False,False,False,True,False,False,True,False,1.25779,0.501561,0.6557,0.419157,0.499599,0.456099,0.454137,0.4957955,0.5949546,0.5,0.5949546,0.456099,net_decay_annual,0.0454619999999999,ETF_LS,14793.249377929897,-7459.350366194275,14793.249377929897,-7459.350366194275,14793.249377929897,0.0,-0.0,14793.249377929897,core_leveraged,0.5,1.0,21545.686232726643,14323.302136574735,-7222.384096151909,14323.302136574735,-7222.384096151909,21545.686232726643,14323.302136574735,-7222.384096151909,normal,no_locate,22252.599744124167,1.0,0.0,,False,0.0,0.0,haircut,haircut,-706.9135113975244,1.0328099789332197,False,False,False,2026-03-18
HOYY,HOOD,0.518536,116,ols,0.170678,-0.134278,0.304956,25000,0.304956,False,False,False,False,True,False,False,False,True,True,False,False,0.422524,0.514854,0.705638,0.062155,0.27054,0.209898,-0.034416,0.129634,0.1555608,0.5,0.5,0.209898,net_decay_annual,0.304956,ETF_LS,0.0,0.0,0.0,0.0,45641.41532196659,0.0,-0.0,45641.41532196659,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
FBYY,META,0.62171,100,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.268896,0.490612,0.352105,0.014579,0.203481,,,0.1554275,1.0,0.5,1.0,0.203481,net_decay_annual,,ETF_LS,0.0,0.0,0.0,0.0,4576.22331868211,0.0,-0.0,4576.22331868211,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,no_locate,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
CVNY,CVNA,0.816889,282,ols,0.186916,-0.150516,0.337432,10000,0.337432,False,False,False,False,True,False,False,False,True,True,False,False,0.604356,0.027294,0.707488,0.037436,0.027294,-0.310138,-0.310138,0.20422225,0.2450666999999999,0.5,0.5,-0.310138,net_decay_annual,0.337432,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
DISO,DIS,0.756925,500,ols,0.178689,-0.142289,0.320978,20000,0.320978,False,False,False,False,True,False,False,False,True,True,False,False,0.220692,0.001884,0.276173,0.007017,0.001884,-0.319094,-0.319094,0.18923125,0.2270775,0.5,0.5,-0.319094,net_decay_annual,0.320978,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
GOOW,GOOGL,1.224987,163,ols,0.19052,-0.15412,0.34464,35000,0.34464,False,False,False,False,True,False,False,False,True,True,False,False,0.338027,0.078249,0.296243,0.012094,0.054885,-0.266391,-0.289755,0.30624675,0.3674961,0.5,0.5,-0.266391,net_decay_annual,0.34464,ETF_LS,0.0,0.0,0.0,0.0,3702.565980249994,0.0,-0.0,3702.565980249994,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
ETHD,ETHA,-1.981471,414,ols,0.195458,-0.159058,0.354516,20000,0.354516,False,False,False,False,True,False,False,False,True,True,False,False,1.477846,1.563416,0.756148,1.688892,1.563416,1.2089,1.2089,0.49536775,0.5944413,0.5,0.5944413,1.2089,net_decay_annual,0.354516,ETF_LS,0.0,0.0,0.0,0.0,101090.72048446962,0.0,-0.0,101090.72048446962,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
ZSL,SLV,-2.025733,500,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.919262,0.554931,0.449081,0.618062,0.554931,,,0.50643325,1.0,0.50643325,1.0,0.554931,net_decay_annual,,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,no_locate,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
SPXS,SPY,-2.898454,500,ols,0.176008,-0.139608,0.315616,100000,0.315616,False,False,False,False,True,False,False,False,True,True,False,False,0.478453,-0.009083,0.164615,0.153097,-0.009083,-0.324699,-0.324699,0.7246135,0.8695362,0.7246135,0.8695362,-0.324699,net_decay_annual,0.315616,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
DUG,XLE,-1.974991,500,ols,0.190974,-0.154574,0.3455479999999999,15000,0.3455479999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.43569,0.021563,0.220243,0.142503,0.021563,-0.3239849999999999,-0.3239849999999999,0.49374775,0.5924973,0.5,0.5924973,-0.3239849999999999,net_decay_annual,0.3455479999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
APLZ,APLD,-1.987602,38,ols,0.203153,-0.166753,0.369906,5000,0.369906,False,False,False,False,True,False,False,False,True,True,False,False,2.384477,,1.320799,5.179593,5.179593,,4.809686999999999,0.4969005,0.5962806,0.5,0.5962806,5.179593,net_decay_annual,0.369906,ETF_LS,0.0,0.0,0.0,0.0,62205.67479079247,0.0,-0.0,62205.67479079247,inverse_decay_bucket4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
CLSZ,CLSK,-2.071376,19,ols_short_history,0.081407,-0.045007,0.126414,2000,0.126414,False,False,False,True,False,False,False,True,False,False,False,False,1.434198,,0.978808,3.047593,3.047593,,2.921179,0.517844,0.6214128,0.517844,0.6214128,3.047593,net_decay_annual,0.126414,ETF_LS,-60786.63221192565,-65213.36778807436,-60786.63221192565,-65213.36778807436,51436.80118198447,-60786.63221192565,51436.80118198447,-9349.831029941177,inverse_decay_bucket4,,,126000.0,-60786.63221192565,-65213.36778807436,-60786.63221192565,-65213.36778807436,126000.0,-60786.63221192565,-65213.36778807436,normal,,126000.0,1.0,0.0,,False,0.0,0.0,pair_cap,pair_cap,0.0,1.0,False,False,False,2026-03-18
