ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
OKLL,OKLO,1.997459,184,ols,0.172879,-0.136479,0.309358,65000,0.309358,False,False,False,False,True,False,False,False,True,True,False,False,2.039102,1.269436,1.299149,1.681361,1.38059,0.960078,1.071232,0.49936475,0.5992377,0.5,0.5992377,0.960078,net_decay_annual,0.309358,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
GDXU,GDX,3.042855,500,ols,0.0375669999999999,-0.001167,0.038734,15000,0.038734,False,False,False,True,False,False,False,True,False,False,False,False,1.171575,0.679698,0.384057,0.458438,0.679698,0.640964,0.640964,0.76071375,0.9128565,0.76071375,0.9128565,0.640964,net_decay_annual,0.038734,ETF_LS,22425.86802072945,-7370.008765034629,22425.86802072945,-7370.008765034629,25625.394200252933,0.0,-0.0,25625.394200252933,core_leveraged,0.5,1.0,28849.33084839089,21713.450177827417,-7135.880670563473,21713.450177827417,-7135.880670563473,28849.33084839089,21713.450177827417,-7135.880670563473,normal,,29795.876785764078,1.0,0.0,,False,0.0,0.0,haircut,haircut,-946.5459373731828,1.0328099789332197,False,False,False,2026-03-18
ONDG,ONDS,2.001051,44,ols,0.184295,-0.147895,0.33219,30000,0.33219,False,False,False,False,True,False,False,False,True,True,False,False,2.06376,,1.320396,1.746195,1.746195,,1.414005,0.50026275,0.6003153,0.50026275,0.6003153,1.746195,net_decay_annual,0.33219,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
COHX,COHR,2.065445,19,ols_short_history,0.2027649999999999,-0.166365,0.3691299999999999,5000,0.3691299999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.943648,,0.683526,0.514073,0.514073,,0.144943,0.51636125,0.6196335,0.51636125,0.6196335,0.514073,net_decay_annual,0.3691299999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
BITX,IBIT,2.004236,500,ols,0.051706,-0.015306,0.067012,500000,0.067012,False,False,False,True,False,False,False,True,False,False,False,False,1.017802,0.456381,0.507581,0.259278,0.456381,0.3893689999999999,0.3893689999999999,0.501059,0.6012708,0.501059,0.6012708,0.3893689999999999,net_decay_annual,0.067012,ETF_LS,10806.59188245704,-5391.875947970718,10806.59188245704,-5391.875947970718,30316.95282471813,0.0,-0.0,30316.95282471813,core_leveraged,0.5,1.0,15683.88005619293,10463.291508491307,-5220.588547701621,10463.291508491307,-5220.588547701621,15683.88005619293,10463.291508491307,-5220.588547701621,normal,,16198.467830427757,1.0,0.0,,False,0.0,0.0,haircut,haircut,-514.5877742348275,1.0328099789332192,False,False,False,2026-03-18
ETHU,ETHA,2.001061,414,ols,0.0201149999999999,0.016285,0.0038299999999999,45000,0.0038299999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.487073,0.794796,0.756148,0.57267,0.794796,0.790966,0.790966,0.50026525,0.6003183,0.50026525,0.6003183,0.790966,net_decay_annual,0.0038299999999999,ETF_LS,40283.18526931716,-20130.913185213827,40283.18526931716,-20130.913185213827,101090.72048446962,0.0,-0.0,101090.72048446962,core_leveraged,0.5,1.0,58494.88258908207,39003.48185144892,-19491.40073763315,39003.48185144892,-19491.40073763315,58494.88258908207,39003.48185144892,-19491.40073763315,normal,,60414.09845453099,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1919.2158654489176,1.0328099789332192,False,False,False,2026-03-18
XXRP,XRPZ,2.019606,77,ols,0.040778,-0.004378,0.045156,100000,0.045156,False,False,False,True,False,False,False,True,False,False,False,False,1.571229,1.030614,0.870842,0.780814,0.857142,0.985458,0.811986,0.5049015,0.6058818,0.5049015,0.6058818,0.985458,net_decay_annual,0.045156,ETF_LS,57903.44132024979,-28670.66215898041,57903.44132024979,-28670.66215898041,210071.86036881467,0.0,-0.0,210071.86036881467,core_leveraged,0.5,1.0,83823.84489415161,56063.98321214687,-27759.861682004743,56063.98321214687,-27759.861682004743,83823.84489415161,56063.98321214687,-27759.861682004743,normal,,86574.1034792302,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2750.258585078584,1.0328099789332197,False,False,False,2026-03-18
AMDG,AMD,2.002697,287,ols,0.043463,-0.007063,0.050526,10000,0.050526,False,False,False,True,False,False,False,True,False,False,False,False,1.24816,0.484339,0.555201,0.309496,0.484339,0.433813,0.433813,0.50067425,0.6008091,0.50067425,0.6008091,0.433813,net_decay_annual,0.050526,ETF_LS,13394.962794784402,-6688.462006376602,13394.962794784402,-6688.462006376602,35288.75019712855,0.0,-0.0,35288.75019712855,core_leveraged,0.5,1.0,19445.420949461582,12969.435876887968,-6475.985072573618,12969.435876887968,-6475.985072573618,19445.420949461582,12969.435876887968,-6475.985072573618,normal,,20083.424801161003,1.0,0.0,,False,0.0,0.0,haircut,haircut,-638.0038516994209,1.0328099789332197,False,False,False,2026-03-18
ARMG,ARM,1.997018,294,ols,0.167972,-0.131572,0.299544,500000,0.299544,False,False,False,True,False,False,False,True,False,False,False,False,1.187202,0.455998,0.627029,0.391408,0.455998,0.1564539999999999,0.1564539999999999,0.4992545,0.5991054,0.5,0.5991054,0.1564539999999999,net_decay_annual,0.299544,ETF_LS,758.2174502272787,-379.6748202706629,758.2174502272787,-379.6748202706629,758.2174502272787,0.0,-0.0,758.2174502272787,core_leveraged,0.5,1.0,1101.744070746935,734.1306394138783,-367.6134313330567,734.1306394138783,-367.6134313330567,1101.744070746935,734.1306394138783,-367.6134313330567,normal,,1137.8922704979416,1.0,0.0,,False,0.0,0.0,haircut,haircut,-36.14819975100659,1.0328099789332197,False,False,False,2026-03-18
ASMG,ASML,1.98304,294,ols,0.082315,-0.045915,0.12823,55000,0.12823,False,False,False,True,False,False,False,True,False,False,False,False,0.813778,0.277421,0.432863,0.182631,0.277421,0.1491909999999999,0.1491909999999999,0.49576,0.594912,0.5,0.594912,0.1491909999999999,net_decay_annual,0.12823,ETF_LS,1432.4969637354952,-722.3742152127518,1432.4969637354952,-722.3742152127518,1432.4969637354952,0.0,-0.0,1432.4969637354952,core_leveraged,0.5,1.0,2086.415916676168,1386.9898557865497,-699.4260608896187,1386.9898557865497,-699.4260608896187,2086.415916676168,1386.9898557865497,-699.4260608896187,normal,,2154.871178948247,1.0,0.0,,False,0.0,0.0,haircut,haircut,-68.45526227207893,1.0328099789332197,False,False,False,2026-03-18
AVGG,AVGO,2.000411,209,ols,0.0241109999999999,0.012289,0.0118219999999999,350000,0.0118219999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.844586,0.291003,0.53494,0.286337,0.290207,0.279181,0.278385,0.50010275,0.6001233,0.50010275,0.6001233,0.279181,net_decay_annual,0.0118219999999999,ETF_LS,6405.287266578843,-3201.9856252434333,6405.287266578843,-3201.9856252434333,14278.60472900335,0.0,-0.0,14278.60472900335,core_leveraged,0.5,1.0,9302.072102116545,6201.806137848133,-3100.2659642684093,6201.806137848133,-3100.2659642684093,9302.072102116545,6201.806137848133,-3100.2659642684093,normal,,9607.272891822277,1.0,0.0,,False,0.0,0.0,haircut,haircut,-305.20078970573377,1.0328099789332197,False,False,False,2026-03-18
BIDG,BIDU,2.013508,60,ols,0.169873,-0.133473,0.303346,2000,0.303346,False,False,False,False,True,False,False,False,True,True,False,False,0.999568,0.31174,0.448954,0.205662,0.230919,0.008394,-0.0724269999999999,0.503377,0.6040523999999999,0.503377,0.6040523999999999,0.008394,net_decay_annual,0.303346,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
BMNG,BMNR,1.993249,97,ols,0.167477,-0.131077,0.298554,100000,0.298554,False,False,False,True,False,False,False,True,False,False,False,False,2.215511,1.526632,1.097962,1.19334,1.321631,1.228078,1.023077,0.49831225,0.5979747,0.5,0.5979747,1.228078,net_decay_annual,0.298554,ETF_LS,78246.77291529934,-39255.89473031184,78246.77291529934,-39255.89473031184,78246.77291529934,0.0,-0.0,78246.77291529934,core_leveraged,0.5,1.0,113769.8802706948,75761.05431913018,-38008.8259515646,75761.05431913018,-38008.8259515646,113769.8802706948,75761.05431913018,-38008.8259515646,normal,,117502.66764561116,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3732.7873749163846,1.0328099789332197,False,False,False,2026-03-18
BULG,BULL,1.986597,151,ols,0.104059,-0.067659,0.171718,90000,0.171718,False,False,False,True,False,False,False,True,False,False,False,False,1.139072,0.616238,0.574435,0.323371,0.498859,0.4445199999999999,0.327141,0.49664925,0.5959791,0.5,0.5959791,0.4445199999999999,net_decay_annual,0.171718,ETF_LS,12365.161147632129,-6224.292671151788,12365.161147632129,-6224.292671151788,24804.925465416967,0.0,-0.0,24804.925465416967,core_leveraged,0.5,1.0,17998.909962106296,11972.348640941676,-6026.561321164622,11972.348640941676,-6026.561321164622,17998.909962106296,11972.348640941676,-6026.561321164622,normal,,18589.45381878392,1.0,0.0,,False,0.0,0.0,haircut,haircut,-590.5438566776211,1.0328099789332197,False,False,False,2026-03-18
CIFG,CIFR,1.994854,65,ols,0.124806,-0.088406,0.213212,7000,0.213212,False,False,False,True,False,False,False,True,False,False,False,False,2.060173,1.127849,1.118583,1.241586,1.212249,0.914637,0.999037,0.4987135,0.5984562,0.5,0.5984562,0.914637,net_decay_annual,0.213212,ETF_LS,46922.41597299576,-23521.72939623439,46922.41597299576,-23521.72939623439,46922.41597299576,0.0,-0.0,46922.41597299576,core_leveraged,0.5,1.0,68206.29816337685,45431.79958569098,-22774.498577685878,45431.79958569098,-22774.498577685878,68206.29816337685,45431.79958569098,-22774.498577685878,normal,,70444.14536923014,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2237.8472058532934,1.0328099789332197,False,False,False,2026-03-18
CMGG,CMG,1.971141,82,ols,0.050169,-0.013769,0.063938,300,0.063938,False,False,False,True,False,False,False,True,False,False,True,False,0.698304,0.226863,0.358176,0.12279,0.156655,0.162925,0.092717,0.49278525,0.5913423,0.5,0.5913423,0.162925,net_decay_annual,0.063938,ETF_LS,2135.4124305296023,-1083.338244463284,2135.4124305296023,-1083.338244463284,2135.4124305296023,0.0,-0.0,2135.4124305296023,core_leveraged,0.5,1.0,3116.4984272494216,2067.575327588577,-1048.9230996608446,2067.575327588577,-1048.9230996608446,3116.4984272494216,2067.575327588577,-1048.9230996608446,normal,no_locate,3218.7506749928866,1.0,0.0,,False,0.0,0.0,haircut,haircut,-102.25224774346498,1.0328099789332197,False,False,False,2026-03-18
CNCG,CNC,2.00415,60,ols,0.111141,-0.074741,0.185882,100,0.185882,False,False,False,True,False,False,False,True,False,False,True,False,1.066595,0.42638,0.494639,0.246193,0.289095,0.240498,0.103213,0.5010375,0.601245,0.5010375,0.601245,0.240498,net_decay_annual,0.185882,ETF_LS,3449.448408164521,-1721.152811997366,3449.448408164521,-1721.152811997366,3449.448408164521,0.0,-0.0,3449.448408164521,core_leveraged,0.5,1.0,5006.343205071039,3339.8674282053566,-1666.4757768656818,3339.8674282053566,-1666.4757768656818,5006.343205071039,3339.8674282053566,-1666.4757768656818,normal,no_locate,5170.601220161887,1.0,0.0,,False,0.0,0.0,haircut,haircut,-164.25801509084795,1.0328099789332197,False,False,False,2026-03-18
COIG,COIN,1.995462,252,ols,0.150227,-0.113827,0.264054,20000,0.264054,False,False,False,True,False,False,False,True,False,False,False,False,1.49237,0.696797,0.796202,0.629629,0.696797,0.432743,0.432743,0.4988655,0.5986386,0.5,0.5986386,0.432743,net_decay_annual,0.264054,ETF_LS,10528.833059117957,-5276.388655418122,10528.833059117957,-5276.388655418122,70094.1557838112,0.0,-0.0,70094.1557838112,core_leveraged,0.5,1.0,15303.126457841894,10194.356439112931,-5108.770018728962,10194.356439112931,-5108.770018728962,15303.126457841894,10194.356439112931,-5108.770018728962,normal,,15805.22171453608,1.0,0.0,,False,0.0,0.0,haircut,haircut,-502.0952566941851,1.0328099789332197,False,False,False,2026-03-18
CRCG,CRCL,1.989504,151,ols,0.10424,-0.06784,0.17208,3400000,0.17208,False,False,False,True,False,False,False,True,False,False,False,False,1.929991,0.969385,1.192252,1.399164,1.141638,0.797305,0.969558,0.497376,0.5968511999999999,0.5,0.5968511999999999,0.797305,net_decay_annual,0.17208,ETF_LS,37239.35050107975,-18717.90682556041,37239.35050107975,-18717.90682556041,67501.41423616032,0.0,-0.0,67501.41423616032,core_leveraged,0.5,1.0,54179.62497267691,36056.34265805986,-18123.28231461704,36056.34265805986,-18123.28231461704,54179.62497267691,36056.34265805986,-18123.28231461704,normal,,55957.25732664017,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1777.6323539632576,1.0328099789332197,False,False,False,2026-03-18
CRMG,CRM,1.983611,238,ols,0.037577,-0.001177,0.038754,50000,0.038754,False,False,False,True,False,False,False,True,False,False,False,False,0.683212,0.246426,0.35705,0.124368,0.239645,0.207672,0.200891,0.49590275,0.5950833,0.5,0.5950833,0.207672,net_decay_annual,0.038754,ETF_LS,3588.811358773073,-1809.2314263094293,3588.811358773073,-1809.2314263094293,3588.811358773073,0.0,-0.0,3588.811358773073,core_leveraged,0.5,1.0,5226.559478693356,3474.803140922328,-1751.7563377710287,3474.803140922328,-1751.7563377710287,5226.559478693356,3474.803140922328,-1751.7563377710287,normal,,5398.042785082503,1.0,0.0,,False,0.0,0.0,haircut,haircut,-171.4833063891465,1.0328099789332192,False,False,False,2026-03-18
CRWG,CRWV,1.99699,151,ols,0.076732,-0.040332,0.117064,5900000,0.117064,False,False,False,True,False,False,False,True,False,False,False,False,1.967416,1.001976,1.200645,1.435046,1.175548,0.8849119999999999,1.058484,0.4992475,0.599097,0.5,0.599097,0.8849119999999999,net_decay_annual,0.117064,ETF_LS,46360.8461880408,-23215.3622141527,46360.8461880408,-23215.3622141527,93144.06088051746,0.0,-0.0,93144.06088051746,core_leveraged,0.5,1.0,67365.93354186814,44888.06957106138,-22477.86397080676,44888.06957106138,-22477.86397080676,67365.93354186814,44888.06957106138,-22477.86397080676,normal,,69576.2084021935,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2210.2748603253567,1.0328099789332197,False,False,False,2026-03-18
DUOG,DUOL,2.02044,65,ols,0.203153,-0.166753,0.369906,75000,0.369906,False,False,False,False,True,False,False,False,True,True,False,False,1.193245,0.484232,0.615345,0.390338,0.414557,0.1143259999999999,0.0446509999999999,0.50511,0.6061319999999999,0.50511,0.6061319999999999,0.1143259999999999,net_decay_annual,0.369906,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
FIGG,FIG,1.995785,106,ols,0.010033,0.0263669999999999,0.0,45000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.357363,0.614053,0.887513,0.782706,0.711765,0.614053,0.711765,0.49894625,0.5987355,0.5,0.5987355,0.614053,net_decay_annual,0.0,ETF_LS,25948.12640934227,-13001.463789607737,25948.12640934227,-13001.463789607737,25948.12640934227,0.0,-0.0,25948.12640934227,core_leveraged,0.5,1.0,37712.25200513719,25123.81458217887,-12588.43742295832,25123.81458217887,-12588.43742295832,37712.25200513719,25123.81458217887,-12588.43742295832,normal,,38949.590198950005,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1237.338193812815,1.0328099789332197,False,False,False,2026-03-18
FUTG,FUTU,1.998224,106,ols,0.181082,-0.144682,0.325764,25000,0.325764,False,False,False,False,True,False,False,False,True,True,False,False,0.961756,0.363404,0.625288,0.389944,0.37878,0.03764,0.053016,0.499556,0.5994672,0.5,0.5994672,0.03764,net_decay_annual,0.325764,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
GEVG,GEV,1.946826,62,ols,0.192328,-0.155928,0.348256,3000,0.348256,False,False,False,False,True,False,False,False,True,True,False,False,0.907564,0.221327,0.530181,0.259069,0.249783,-0.126929,-0.098473,0.4867065,0.5840478,0.5,0.5840478,-0.126929,net_decay_annual,0.348256,ETF_LS,0.0,0.0,0.0,0.0,5932.434504945286,0.0,-0.0,5932.434504945286,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
HOOG,HOOD,2.006192,248,ols,0.151608,-0.1152079999999999,0.266816,100000,0.266816,False,False,False,True,False,False,False,True,False,False,False,False,1.441555,0.662527,0.705638,0.502559,0.659988,0.395711,0.393172,0.501548,0.6018576,0.501548,0.6018576,0.395711,net_decay_annual,0.266816,ETF_LS,8687.870891882256,-4330.528130848023,8687.870891882256,-4330.528130848023,45641.41532196659,0.0,-0.0,45641.41532196659,core_leveraged,0.5,1.0,12604.834662981151,8411.877372501653,-4192.957290479502,8411.877372501653,-4192.957290479502,12604.834662981151,8411.877372501653,-4192.957290479502,normal,,13018.399022730278,1.0,0.0,,False,0.0,0.0,haircut,haircut,-413.5643597491253,1.0328099789332197,False,False,False,2026-03-18
IREG,IREN,1.968903,62,ols,0.138654,-0.102254,0.240908,1000,0.240908,False,False,False,True,False,False,False,True,False,False,False,False,2.184503,1.225737,1.079646,1.111827,1.139852,0.984829,0.8989440000000001,0.49222575,0.5906709,0.5,0.5906709,0.984829,net_decay_annual,0.240908,ETF_LS,53408.32764478561,-27125.9313662408,53408.32764478561,-27125.9313662408,53408.32764478561,0.0,-0.0,53408.32764478561,core_leveraged,0.5,1.0,77975.87228408614,51711.66887828739,-26264.203405798755,51711.66887828739,-26264.203405798755,77975.87228408614,51711.66887828739,-26264.203405798755,normal,,80534.25901102641,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2558.386726940269,1.0328099789332192,False,False,False,2026-03-18
KLAG,KLAC,2.017786,60,ols,0.042131,-0.005731,0.047862,2000,0.047862,False,False,False,True,False,False,False,True,False,False,False,False,1.172784,0.469109,0.461782,0.218965,0.278523,0.421247,0.230661,0.5044465,0.6053358,0.5044465,0.6053358,0.421247,net_decay_annual,0.047862,ETF_LS,12699.803307974656,-6293.92973683763,12699.803307974656,-6293.92973683763,12699.803307974656,0.0,-0.0,12699.803307974656,core_leveraged,0.5,1.0,18390.346174260198,12296.359995564888,-6093.986178695306,12296.359995564888,-6093.986178695306,18390.346174260198,12296.359995564888,-6093.986178695306,normal,,18993.733044812285,1.0,0.0,,False,0.0,0.0,haircut,haircut,-603.3868705520908,1.0328099789332197,False,False,False,2026-03-18
LACG,LAC,2.013635,65,ols,0.1538,-0.1174,0.2712,10000,0.2712,False,False,False,True,False,False,False,True,False,False,False,False,1.467938,0.629803,1.071081,1.170785,1.031246,0.358603,0.7600460000000001,0.50340875,0.6040905,0.50340875,0.6040905,0.358603,net_decay_annual,0.2712,ETF_LS,6989.249416804034,-3470.961428860759,6989.249416804034,-3470.961428860759,6989.249416804034,0.0,-0.0,6989.249416804034,core_leveraged,0.5,1.0,10127.91419431196,6767.217164209787,-3360.6970301021724,6767.217164209787,-3360.6970301021724,10127.91419431196,6767.217164209787,-3360.6970301021724,normal,,10460.210845664791,1.0,0.0,,False,0.0,0.0,haircut,haircut,-332.2966513528336,1.03280997893322,False,False,False,2026-03-18
NBIG,NBIS,2.00847,97,ols,0.032199,0.004201,0.027998,15000,0.027998,False,False,False,True,False,False,False,True,False,False,False,False,1.993314,1.143631,1.119998,1.270378,1.22159,1.115633,1.193592,0.5021175,0.602541,0.5021175,0.602541,1.115633,net_decay_annual,0.027998,ETF_LS,72774.22779934922,-36233.66433123184,72774.22779934922,-36233.66433123184,163130.0970448764,0.0,-0.0,163130.0970448764,core_leveraged,0.5,1.0,105544.96408252598,70462.3592759213,-35082.60480660468,70462.3592759213,-35082.60480660468,105544.96408252598,70462.3592759213,-35082.60480660468,normal,,109007.89213058104,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3462.928048055066,1.0328099789332192,False,False,False,2026-03-18
NEMG,NEM,1.998345,82,ols,0.046191,-0.009791,0.055982,200,0.055982,False,False,False,True,False,False,False,True,False,False,True,False,1.005919,0.376977,0.406604,0.164917,0.233921,0.320995,0.1779389999999999,0.49958625,0.5995035,0.5,0.5995035,0.320995,net_decay_annual,0.055982,ETF_LS,7709.121514316016,-3857.753047805067,7709.121514316016,-3857.753047805067,7709.121514316016,0.0,-0.0,7709.121514316016,core_leveraged,0.5,1.0,11199.42176979003,7464.220593877974,-3735.201175912055,7464.220593877974,-3735.201175912055,11199.42176979003,7464.220593877974,-3735.201175912055,normal,no_locate,11566.874562121084,1.0,0.0,,False,0.0,0.0,haircut,haircut,-367.4527923310543,1.03280997893322,False,False,False,2026-03-18
NVDG,NVDA,1.968871,313,ols,0.031543,0.004857,0.026686,40000,0.026686,False,False,False,True,False,False,False,True,False,False,False,False,0.925642,0.334809,0.493017,0.231834,0.334809,0.308123,0.308123,0.49221775,0.5906613,0.5,0.5906613,0.308123,net_decay_annual,0.026686,ETF_LS,7513.140005729235,-3815.963567815888,7513.140005729235,-3815.963567815888,27569.43067727459,0.0,-0.0,27569.43067727459,core_leveraged,0.5,1.0,10969.204214357858,7274.464963525519,-3694.739250832339,7274.464963525519,-3694.739250832339,10969.204214357858,7274.464963525519,-3694.739250832339,normal,,11329.103573545122,1.0,0.0,,False,0.0,0.0,haircut,haircut,-359.89935918726405,1.0328099789332197,False,False,False,2026-03-18
OKTG,OKTA,2.00079,82,ols,0.125875,-0.089475,0.21535,100,0.21535,False,False,False,True,False,False,False,True,False,False,True,False,0.917705,0.346015,0.434038,0.188612,0.23983,0.130665,0.0244799999999999,0.5001975,0.6002369999999999,0.5001975,0.6002369999999999,0.130665,net_decay_annual,0.21535,ETF_LS,682.2553629064078,-340.992989222461,682.2553629064078,-340.992989222461,682.2553629064078,0.0,-0.0,682.2553629064078,core_leveraged,0.5,1.0,990.7421239149658,660.5816915238402,-330.1604323911256,660.5816915238402,-330.1604323911256,990.7421239149658,660.5816915238402,-330.1604323911256,normal,no_locate,1023.2483521288688,1.0,0.0,,False,0.0,0.0,haircut,haircut,-32.506228213903,1.0328099789332192,False,False,False,2026-03-18
OPEG,OPEN,2.00684,65,ols,0.1624739999999999,-0.126074,0.2885479999999999,6000,0.2885479999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.635622,0.789193,1.298036,1.702224,1.46672,0.500645,1.178172,0.50171,0.6020519999999999,0.50171,0.6020519999999999,0.500645,net_decay_annual,0.2885479999999999,ETF_LS,13793.483542206895,-6873.235306355711,13793.483542206895,-6873.235306355711,13793.483542206895,0.0,-0.0,13793.483542206895,core_leveraged,0.5,1.0,20010.185097077665,13355.296543952902,-6654.888553124764,13355.296543952902,-6654.888553124764,20010.185097077665,13355.296543952902,-6654.888553124764,normal,,20666.718848562607,1.0,0.0,,False,0.0,0.0,haircut,haircut,-656.5337514849416,1.0328099789332197,False,False,False,2026-03-18
OSCG,OSCR,1.987633,90,ols,0.1807949999999999,-0.144395,0.32519,35000,0.32519,False,False,False,False,True,False,False,False,True,True,False,False,1.505543,0.698028,0.750092,0.552244,0.60431,0.372838,0.27912,0.49690825,0.5962898999999999,0.5,0.5962898999999999,0.372838,net_decay_annual,0.32519,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
PANG,PANW,1.997598,248,ols,0.099428,-0.063028,0.162456,20000,0.162456,False,False,False,True,False,False,False,True,False,False,False,False,0.721649,0.258254,0.339217,0.114654,0.255975,0.095798,0.093519,0.4993995,0.5992794,0.5,0.5992794,0.095798,net_decay_annual,0.162456,ETF_LS,382.6085324159652,-191.53429890096265,382.6085324159652,-191.53429890096265,2434.688678827581,0.0,-0.0,2434.688678827581,core_leveraged,0.5,1.0,555.9036444535083,370.4539462439724,-185.44969820953585,370.4539462439724,-185.44969820953585,555.9036444535083,370.4539462439724,-185.44969820953585,normal,,574.1428313169279,1.0,0.0,,False,0.0,0.0,haircut,haircut,-18.239186863419604,1.0328099789332197,False,False,False,2026-03-18
PLTG,PLTR,1.994842,224,ols,0.147675,-0.111275,0.25895,75000,0.25895,False,False,False,True,False,False,False,True,False,False,False,False,1.030948,0.416863,0.624343,0.386793,0.413522,0.1579129999999999,0.154572,0.4987105,0.5984526,0.5,0.5984526,0.1579129999999999,net_decay_annual,0.25895,ETF_LS,957.4347793475064,-479.9551941193871,957.4347793475064,-479.9551941193871,23229.63696456066,0.0,-0.0,23229.63696456066,core_leveraged,0.5,1.0,1391.7274259409858,927.0192957822042,-464.7081301587816,927.0192957822042,-464.7081301587816,1391.7274259409858,927.0192957822042,-464.7081301587816,normal,,1437.3899734668937,1.0,0.0,,False,0.0,0.0,haircut,haircut,-45.66254752590794,1.0328099789332197,False,False,False,2026-03-18
PYPG,PYPL,1.994812,238,ols,0.1100709999999999,-0.073671,0.183742,300000,0.183742,False,False,False,True,False,False,False,True,False,False,False,False,0.81336,0.317444,0.376951,0.140988,0.307641,0.133702,0.123899,0.498703,0.5984436,0.5,0.5984436,0.133702,net_decay_annual,0.183742,ETF_LS,862.3017163815466,-432.2721722054743,862.3017163815466,-432.2721722054743,862.3017163815466,0.0,-0.0,862.3017163815466,core_leveraged,0.5,1.0,1253.4482770239838,834.9083897041841,-418.5398873197996,834.9083897041841,-418.5398873197996,1253.4482770239838,834.9083897041841,-418.5398873197996,normal,,1294.573888587021,1.0,0.0,,False,0.0,0.0,haircut,haircut,-41.12561156303718,1.0328099789332197,False,False,False,2026-03-18
