ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual,net_edge_p50_annual,edge_used_for_prod_replay,blended_gross_decay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
BMNU,BMNR,1.941962,105,ols,0.185748,-0.149448,0.335196,600000,0.335196,False,False,False,False,True,False,False,False,False,True,False,False,8.409459,2.116629,0.687991,0.352795,0.352795,net_decay_annual,,0.335196,ETF_LS,278327.2786324228,-143322.72136757712,278327.2786324228,-143322.72136757712,278327.2786324228,0.0,-0.0,278327.2786324228,core_leveraged,0.5,1.0,421649.9999999999,0.2144578145004277,1.0,1.0,0.0675846832555974,0.09,primary,,False,,,1.0,0.0,,False,0.0,0.0,384767.1612619369,253981.2567322601,-130785.90452967674,253981.2567322601,-130785.90452967674,haircut,pair_cap,-36882.838738063,1.0958575534801276,normal,False,False,False,384767.1612619369,253981.2567322601,-130785.90452967674,2026-02-27
XRPT,XRPZ,-0.125828,64,ols,0.061432,-0.0251319999999999,0.086564,300000,0.086564,False,False,False,False,True,False,False,False,True,True,False,False,0.904798,20.485971,-6.435781,-6.5223450000000005,-6.5223450000000005,net_decay_annual,,0.086564,ETF_LS,0.0,0.0,0.0,0.0,122522.81470679885,0.0,-0.0,122522.81470679885,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
APPX,APP,1.983777,211,ols,0.060701,-0.024401,0.085102,85000,0.085102,False,False,False,False,True,False,False,False,True,True,False,False,0.811866,1.423335,0.115312,0.03021,0.03021,net_decay_annual,,0.085102,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
ASTX,ASTS,1.990004,159,ols,0.06905,-0.03275,0.1018,100000,0.1018,False,False,False,False,True,False,False,False,True,True,False,False,1.285692,2.067028,0.16334,0.06154,0.06154,net_decay_annual,,0.1018,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
BLSX,BLSH,2.048146,86,ols,0.064196,-0.027896,0.092092,8000,0.092092,False,False,False,False,True,False,False,False,True,True,False,False,0.828897,1.481102,-0.000832,-0.092924,-0.092924,net_decay_annual,,0.092092,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
CEGX,CEG,1.985591,159,ols,0.0629629999999999,-0.026663,0.089626,45000,0.089626,False,False,False,False,True,False,False,False,True,True,False,False,0.577498,0.919924,0.096454,0.006828,0.006828,net_decay_annual,,0.089626,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
COZX,CORZ,2.043647,77,ols,0.04567,-0.00937,0.05504,45000,0.05504,False,False,False,True,False,False,False,True,False,False,False,False,0.869693,1.469199,0.264292,0.209252,0.209252,net_decay_annual,,0.05504,ETF_LS,260768.1610654824,-127599.41470590683,260768.1610654824,-127599.41470590683,260768.1610654824,0.0,-0.0,260768.1610654824,core_leveraged,0.5,1.0,388367.5757713893,0.1224236168563624,1.0,1.0,0.0253375203549789,0.082895960676924,primary,,False,,,1.0,0.0,,False,0.0,0.0,211833.5169801891,142234.93443096802,-69598.58254922109,142234.93443096802,-69598.58254922109,haircut,haircut,-176534.05879120014,1.833362261590123,normal,False,False,False,211833.5169801891,142234.93443096802,-69598.58254922109,2026-02-27
NEBX,NBIS,1.998885,118,ols,0.056422,-0.020122,0.076544,100000,0.076544,False,False,False,True,False,False,False,True,False,False,False,False,1.11273,1.781035,0.216289,0.139745,0.139745,net_decay_annual,,0.076544,ETF_LS,131480.49723950194,-65776.91925223409,131480.49723950194,-65776.91925223409,131480.49723950194,0.0,-0.0,131480.49723950194,core_leveraged,0.5,1.0,197257.416491736,0.0831276343078656,1.0,1.0,0.0128692870294403,0.0421040376716619,primary,,False,,,1.0,0.0,,False,0.0,0.0,92501.12263931504,61655.95097073988,-30845.171668575167,61655.95097073988,-30845.171668575167,haircut,haircut,-104756.29385242096,2.0,normal,False,False,False,92501.12263931504,61655.95097073988,-30845.171668575167,2026-02-27
TEMT,TEM,1.983991,199,ols,0.0711519999999999,-0.034852,0.1060039999999999,20000,0.1060039999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.025399,1.353568,0.164991,0.058987,0.058987,net_decay_annual,,0.1060039999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
CRMU,CRML,1.984579,12,ols_short_history,0.108251,-0.071951,0.180202,1000,0.180202,False,False,False,False,True,False,False,False,False,True,False,False,1.585967,1.848189,0.374462,0.19426,0.19426,net_decay_annual,,0.180202,ETF_LS,235637.9984013259,-118734.50157505742,235637.9984013259,-118734.50157505742,235637.9984013259,0.0,-0.0,235637.9984013259,core_leveraged,0.5,1.0,354372.49997638335,0.1161801922416151,1.0,1.0,0.023119644871388,0.0756398078925044,primary,,False,,,1.0,0.0,,False,0.0,0.0,134963.36377923013,89743.12877146852,-45220.23500776161,89743.12877146852,-45220.23500776161,haircut,haircut,-219409.1361971532,2.0,normal,False,False,False,134963.36377923013,89743.12877146852,-45220.23500776161,2026-02-27
UECG,UEC,1.939219,12,ols_short_history,0.045406,-0.009106,0.054512,800,0.054512,False,False,False,True,False,False,False,True,False,False,True,False,0.696153,0.830131,0.360918,0.306406,0.306406,net_decay_annual,,0.054512,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,421650.0,278193.5239769476,-143456.47602305238,278193.5239769476,-143456.47602305238,pair_cap,haircut,421650.0,0.0,normal,False,False,False,421650.0,278193.5239769476,-143456.47602305238,2026-02-27
DNNG,DNN,1.944587,12,ols_short_history,0.099158,-0.062858,0.162016,200,0.162016,False,False,False,False,True,False,False,False,False,True,True,False,0.606464,0.749687,0.421494,0.259478,0.259478,net_decay_annual,,0.162016,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,268157.4012353303,177089.48534922124,-91067.9158861091,177089.48534922124,-91067.9158861091,haircut,haircut,268157.4012353303,0.0,normal,False,False,False,268157.4012353303,177089.48534922124,-91067.9158861091,2026-02-27
RDWU,RDW,2.012269,19,ols_short_history,0.152147,-0.1158469999999999,0.267994,30000,0.267994,False,False,False,False,True,False,False,False,False,True,False,False,1.060058,2.364403,0.532362,0.264368,0.264368,net_decay_annual,,0.267994,ETF_LS,281672.46147339424,-139977.53852660567,281672.46147339424,-139977.53852660567,281672.46147339424,0.0,-0.0,281672.46147339424,core_leveraged,0.5,1.0,421649.9999999999,0.1564747830103964,1.0,1.0,0.0389293924931053,0.09,primary,,False,,,1.0,0.0,,False,0.0,0.0,217920.90823703867,145576.4701284107,-72344.43810862798,145576.4701284107,-72344.43810862798,haircut,pair_cap,-203729.0917629612,1.9348762971442803,normal,False,False,False,217920.90823703867,145576.4701284107,-72344.43810862798,2026-02-27
GDXU,GDX,3.045562,501,ols,0.027442,0.008858,0.018584,50000,0.018584,False,False,False,True,False,False,False,True,False,False,False,False,0.374353,1.143125,0.19846,0.1798759999999999,0.1798759999999999,net_decay_annual,,0.018584,ETF_LS,132909.81486055048,-43640.48896740584,132909.81486055048,-43640.48896740584,132909.81486055048,0.0,-0.0,132909.81486055048,core_leveraged,0.5,1.0,176550.30382795635,0.078022998661578,1.0,1.0,0.0115183326209286,0.037684163036917,primary,,False,,,1.0,0.0,,False,0.0,0.0,129684.35282688032,97628.39797391296,-32055.954852967352,97628.39797391296,-32055.954852967352,haircut,haircut,-46865.95100107603,1.3613847775732733,normal,False,False,False,129684.35282688032,97628.39797391296,-32055.954852967352,2026-02-27
MRNX,MRNA,2.043116,16,ols_short_history,0.056907,-0.020607,0.077514,600,0.077514,False,False,False,True,False,False,False,True,False,False,True,False,0.660886,1.017819,0.336007,0.258493,0.258493,net_decay_annual,,0.077514,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,301414.35698797106,202366.42158624105,-99047.93540173004,202366.42158624105,-99047.93540173004,haircut,haircut,301414.35698797106,0.0,normal,False,False,False,301414.35698797106,202366.42158624105,-99047.93540173004,2026-02-27
RKTL,RKT,1.931718,31,ols,0.0362489999999999,5.1000000000000006e-05,0.0361979999999999,1000,0.0361979999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.561216,1.32094,0.456422,0.420224,0.420224,net_decay_annual,,0.0361979999999999,ETF_LS,277826.480821143,-143823.51917885686,277826.480821143,-143823.51917885686,277826.480821143,0.0,-0.0,277826.480821143,core_leveraged,0.5,1.0,421649.9999999999,0.2564620192727506,1.0,1.0,0.0924251896612926,0.09,primary,,False,,,1.0,0.0,,False,0.0,0.0,421650.0,277826.4808211431,-143823.5191788569,277826.4808211431,-143823.5191788569,pair_cap,pair_cap,1.1641532182693479e-10,0.9999999999999998,normal,False,False,False,421650.0,277826.4808211431,-143823.5191788569,2026-02-27
FGRU,FIGR,1.96606,7,ols_short_history,0.109228,-0.0729279999999999,0.1821559999999999,200,0.1821559999999999,False,False,False,False,True,False,False,False,False,True,True,False,1.128556,4.09393,0.842098,0.659942,0.659942,net_decay_annual,,0.1821559999999999,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,421650.0,279491.715946407,-142158.284053593,279491.715946407,-142158.284053593,pair_cap,haircut,421650.0,0.0,normal,False,False,False,421650.0,279491.715946407,-142158.284053593,2026-02-27
CLSZ,CLSK,-2.036506,6,ols_short_history,0.040742,-0.004442,0.045184,200,0.045184,False,False,False,True,False,False,False,True,False,False,True,False,0.996052,1.099113,0.873599,0.828415,0.828415,net_decay_annual,,0.045184,ETF_LS,-212.50446748517697,-231.8835053601904,-212.50446748517697,-231.8835053601904,0.0,-212.50446748517697,0.0,-212.50446748517697,inverse_decay_bucket4,,,444.3879728453674,,,,,,,,False,,,1.0,0.0,,False,0.0,0.0,444.3879728453674,-212.50446748517697,-231.8835053601904,-212.50446748517697,-231.8835053601904,pair_cap,pair_cap,0.0,1.0,normal,False,False,False,444.3879728453674,-212.50446748517697,-231.8835053601904,2026-02-27
BITX,IBIT,2.000026,501,ols,0.046546,-0.010246,0.056792,800000,0.056792,False,False,False,True,False,False,False,True,False,False,False,False,0.514436,1.029755,0.221889,0.165097,0.165097,net_decay_annual,,0.056792,ETF_LS,175923.46284471915,-87960.58793471642,175923.46284471915,-87960.58793471642,175923.46284471915,0.0,-0.0,175923.46284471915,core_leveraged,0.5,1.0,263884.05077943555,0.0981663064128699,1.0,1.0,0.0172160806542563,0.0563253043285881,primary,,False,,,1.0,0.0,,False,0.0,0.0,136850.93159497195,91234.34974035736,-45616.581854614575,91234.34974035736,-45616.581854614575,haircut,haircut,-127033.1191844636,1.9282590750674211,normal,False,False,False,136850.93159497195,91234.34974035736,-45616.581854614575,2026-02-27
ETHU,ETHA,2.000653,401,ols,0.02629,0.0100099999999999,0.01628,30000,0.01628,False,False,False,True,False,False,False,True,False,False,False,False,0.754822,1.483456,0.213241,0.196961,0.196961,net_decay_annual,,0.01628,ETF_LS,239503.7516291704,-119712.78958878446,239503.7516291704,-119712.78958878446,239503.7516291704,0.0,-0.0,239503.7516291704,core_leveraged,0.5,1.0,359216.54121795483,0.1170850412595312,2.0,1.0,0.0234356753569786,0.0766737547957214,primary,,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,303042.880880228,202050.56991317248,-100992.31096705551,202050.56991317248,-100992.31096705551,haircut,haircut,-56173.66033772682,1.185365385171112,normal,False,False,False,303042.880880228,202050.56991317248,-100992.31096705551,2026-02-27
BULG,BULL,1.982021,138,ols,0.084757,-0.048457,0.133214,55000,0.133214,False,False,False,False,True,False,False,False,False,True,False,False,2.734678,1.154604,0.288792,0.155578,0.155578,net_decay_annual,,0.133214,ETF_LS,159967.276102555,-80709.17316343017,159967.276102555,-80709.17316343017,159967.276102555,0.0,-0.0,159967.276102555,core_leveraged,0.5,1.0,240676.4492659852,0.093135874232624,1.0,1.0,0.0157019916508957,0.0513717074207012,primary,,False,,,1.0,0.0,,False,0.0,0.0,95352.03908445164,63376.39602746056,-31975.6430569911,63376.39602746056,-31975.6430569911,haircut,haircut,-145324.41018153357,2.0,normal,False,False,False,95352.03908445164,63376.39602746056,-31975.6430569911,2026-02-27
CRWG,CRWV,1.997346,138,ols,0.065713,-0.029413,0.0951259999999999,2100000,0.0951259999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.221353,2.006231,0.150494,0.055368,0.055368,net_decay_annual,,0.0951259999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
IREG,IREN,1.970372,49,ols,0.074498,-0.0381979999999999,0.1126959999999999,2000,0.1126959999999999,False,False,False,False,True,False,False,False,True,True,False,False,1.072478,2.213444,0.190273,0.077577,0.077577,net_decay_annual,,0.1126959999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
OPEG,OPEN,2.009881,52,ols,0.065143,-0.028843,0.093986,10000,0.093986,False,False,False,False,True,False,False,False,True,True,False,False,1.296838,1.659109,0.154232,0.0602459999999999,0.0602459999999999,net_decay_annual,,0.093986,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
PANG,PANW,1.99691,235,ols,0.071933,-0.035633,0.107566,5000,0.107566,False,False,False,False,True,False,False,False,True,True,False,False,0.341069,0.730942,0.132487,0.024921,0.024921,net_decay_annual,,0.107566,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
TERG,TER,2.001646,69,ols,0.067969,-0.031669,0.099638,6000,0.099638,False,False,False,False,True,False,False,False,True,True,False,False,0.54266,1.132783,0.13785,0.0382119999999999,0.0382119999999999,net_decay_annual,,0.099638,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
COIA,COIN,1.99851,117,ols,0.063673,-0.0273729999999999,0.091046,25000,0.091046,False,False,False,False,True,False,False,False,True,True,False,False,0.797515,1.426255,0.225718,0.134672,0.134672,net_decay_annual,,0.091046,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
ETHT,ETHA,1.991699,401,ols,0.070513,-0.034213,0.104726,100,0.104726,False,False,False,False,True,False,False,False,True,True,True,False,0.754822,1.482261,0.196567,0.0918409999999999,0.0918409999999999,net_decay_annual,,0.104726,ETF_LS,0.0,0.0,0.0,0.0,239503.7516291704,0.0,-0.0,239503.7516291704,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
UXRP,XRPZ,2.006036,64,ols,0.025247,0.011053,0.014194,400000,0.014194,False,False,False,True,False,False,False,True,False,False,False,False,0.904798,1.659231,0.148685,0.134491,0.134491,net_decay_annual,,0.014194,ETF_LS,122522.81470679885,-61077.07673581075,122522.81470679885,-61077.07673581075,122522.81470679885,0.0,-0.0,122522.81470679885,core_leveraged,0.5,1.0,183599.8914426096,0.0797882942939042,2.0,1.0,0.011978255335449,0.0391888775757971,primary,,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,202405.05766880527,135072.1788646907,-67332.87880411453,135072.1788646907,-67332.87880411453,haircut,haircut,18805.166226195663,0.9070914213173146,normal,False,False,False,202405.05766880527,135072.1788646907,-67332.87880411453,2026-02-27
TSLR,TSLA,1.999882,501,ols,0.059652,-0.0233519999999999,0.083004,25000,0.083004,False,False,False,False,True,False,False,False,True,True,False,False,0.628943,1.258086,0.113312,0.030308,0.030308,net_decay_annual,,0.083004,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
ETRL,ETOR,1.999939,122,ols,0.076085,-0.039785,0.11587,1000,0.11587,False,False,False,False,True,False,False,False,True,True,False,False,0.679161,1.149324,0.181249,0.0653789999999999,0.0653789999999999,net_decay_annual,,0.11587,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
