bucket,etf,under,active_days,start_date,end_date,gross_trading_pnl_usd,borrow_cost_usd,underlying_borrow_cost_usd,margin_debit_cost_usd,short_credit_income_usd,net_financing_cost_usd,txn_cost_usd,total_cost_usd,net_pnl_usd,combined_portfolio_pnl_usd,combined_portfolio_pnl_pct_initial_nav,sleeve_local_initial_capital_usd,sleeve_local_return,ending_long_notional_usd,ending_short_notional_usd,ending_gross_notional_usd,ending_net_notional_usd,avg_gross_notional_usd,max_gross_notional_usd,turnover_usd,long_pnl_usd,short_pnl_usd
B1 core,NEMG,NEM,115,2025-11-21,2026-05-08,815.8659076690674,112.2446346206247,0.0,287.1161251433495,0.0,287.1161251433495,301.6413697614585,701.0021295254327,114.86377814363472,86.14783360772604,1.7229566721545208e-05,,,38098.77069854736,20300.190753936768,58398.96145248413,17798.579944610596,50826.25677502673,61856.64625167847,148305.1089668274,11459.96760559082,-10644.101697921753
B1 core,NFLU,NFLX,148,2025-10-07,2026-05-08,338.9161128997803,0.0,0.0,131.35592686530308,0.0,131.35592686530308,98.52050705260984,229.87643391791292,109.03967898186737,81.77975923640052,1.6355951847280105e-05,,,9886.369758605957,4659.20006942749,14545.569828033447,5227.169689178467,17896.728167585425,25997.670249938965,48469.86556816101,-3808.8386459350586,4147.754758834839
B1 core,JNUG,GDXJ,148,2025-10-07,2026-05-08,929.8739395141602,0.0,0.0,431.748763111742,0.0,431.748763111742,391.5873439599616,823.3361070717035,106.53783244245682,79.90337433184261,1.5980674866368524e-05,,,32718.399047851562,17674.8497467041,50393.248794555664,15043.549301147461,59160.01693684346,88979.39239501953,192695.7838973999,9087.090324401855,-8157.216384887695
B1 core,AFRU,AFRM,148,2025-10-07,2026-05-08,1820.2689032554626,969.4020716134105,0.0,366.8197229760463,0.0,366.8197229760463,379.34767278187843,1715.5694673713353,104.6994358841273,78.52457691309547,1.5704915382619094e-05,,,30020.69100189209,13959.91975402832,43980.61075592041,16060.77124786377,50202.65968365605,69264.53875732422,184817.54909658432,-1905.9686012268066,3726.2375044822693
B1 core,CRWL,CRWD,148,2025-10-07,2026-05-08,476.849365234375,192.2149309742866,0.0,98.50620310658842,0.0,98.50620310658842,85.21720487390117,375.9383389547762,100.91102627959881,75.68326970969912,1.5136653941939823e-05,,,10027.63037109375,5718.335723876953,15745.966094970703,4309.294647216797,13484.117491213052,20137.57958984375,42449.74479675293,998.4201049804688,-521.5707397460938
B1 core,GOOX,GOOGL,148,2025-10-07,2026-05-08,400.1613998413086,0.0,0.0,163.4654549772633,0.0,163.4654549772633,136.571529310107,300.03698428737033,100.1244155539383,75.09331166545373,1.5018662333090745e-05,,,15230.399536132812,7921.480255126953,23151.879791259766,7308.919281005859,22500.0457937653,34646.98240661621,67855.28515625,8295.786972045898,-7895.62557220459
B1 core,AMDL,AMD,148,2025-10-07,2026-05-08,1246.728651046753,0.0,0.0,551.5770122621311,0.0,551.5770122621311,597.4076427279364,1148.9846549900676,97.74399605668532,73.30799704251399,1.4661599408502797e-05,,,69188.88037109375,43142.7612991333,112331.64167022705,26046.11907196045,75704.05569360063,120431.21660804749,296572.96835899353,36940.89082336426,-35694.162172317505
B1 core,XPEG,XPEV,78,2026-01-16,2026-05-08,207.76998567581177,17.129534153033067,0.0,45.86158271127749,0.0,45.86158271127749,56.33351228216096,119.32462914647152,88.44535652934024,66.33401739700518,1.3266803479401037e-05,,,8794.059935569763,4299.068088054657,13093.12802362442,4494.991847515106,11850.307735406435,15987.335586547852,25706.41371154785,-1338.5298795700073,1546.299865245819
B1 core,MSFX,MSFT,148,2025-10-07,2026-05-08,187.59122276306152,0.0,0.0,67.10672459526889,0.0,67.10672459526889,45.62624130252279,112.73296589779167,74.85825686526985,56.14369264895239,1.1228738529790477e-05,,,5396.5599365234375,2679.8199672698975,8076.379903793335,2716.73996925354,9123.51005524558,13179.737121582031,22729.91720199585,-1305.0988159179688,1492.6900386810303
B1 core,AVGX,AVGO,148,2025-10-07,2026-05-08,360.50977325439453,105.74248436186417,0.0,99.29698465961017,0.0,99.29698465961017,81.40219090510033,286.4416599265747,74.06811332781984,55.55108499586488,1.1110216999172976e-05,,,8600.0,4375.100204467773,12975.100204467773,4224.899795532227,13604.16518476847,21449.816345214844,40496.79089355469,2382.872802734375,-2022.3630294799805
B1 core,CMGG,CMG,115,2025-11-21,2026-05-08,250.98562240600586,33.12322055491334,0.0,78.93669706529361,0.0,78.93669706529361,65.80574650113435,177.8656641213413,73.11995828466453,54.8399687134984,1.096799374269968e-05,,,9714.510501861572,4747.955112457275,14462.465614318848,4966.555389404297,13916.782365881878,16824.780303955078,31314.603912353516,-27.059377670288086,278.04500007629395
B1 core,ADBG,ADBE,148,2025-10-07,2026-05-08,259.11026430130005,59.66766402776725,0.0,77.84070264834651,0.0,77.84070264834651,52.673197739111814,190.18156441522558,68.92869988607447,51.69652491455585,1.0339304982911171e-05,,,6579.039825439453,3296.880117416382,9875.919942855835,3282.1597080230713,10599.859989240364,14728.48963546753,26190.489913463593,-2025.1798706054688,2284.290134906769
B1 core,BULX,BULL,148,2025-10-07,2026-05-08,1187.7637503147125,438.0551729364903,0.0,329.14462213287425,0.0,329.14462213287425,354.1707133178463,1121.370508387211,66.39324192750166,49.79493144562625,9.95898628912525e-06,,,29195.590871334076,14951.396771907806,44146.98764324188,14244.19409942627,44895.818529982826,64243.199123859406,147295.36479878426,-16399.58919095993,17587.352941274643
B1 core,PYPG,PYPL,148,2025-10-07,2026-05-08,310.77337169647217,44.58755945961704,0.0,114.42068327031168,0.0,114.42068327031168,85.50836357214979,244.51660630207851,66.25676539439365,49.69257404579524,9.938514809159048e-06,,,8484.189800262451,3735.829963207245,12220.019763469696,4748.359837055206,15585.421255736737,21859.802310943604,41514.00967788696,-4965.83757019043,5276.610941886902
B1 core,ETRL,ETOR,148,2025-10-07,2026-05-08,753.8451929092407,331.94181358784937,0.0,184.19676255637796,0.0,184.19676255637796,171.6266925318641,687.7652686760914,66.07992423314931,49.559943174861985,9.911988634972397e-06,,,15428.760429382324,7978.140082359314,23406.90051174164,7450.62034702301,25198.46785548571,35793.36553955078,81933.32481575012,-27.4298095703125,781.2750024795532
B1 core,AAPX,AAPL,148,2025-10-07,2026-05-08,173.19831657409668,11.398341219160734,0.0,57.1801661365144,0.0,57.1801661365144,39.23979016292674,107.81829751860187,65.38001905549481,49.03501429162111,9.807002858324222e-06,,,4986.440124511719,2605.9799880981445,7592.420112609863,2380.460136413574,7829.536217728177,11091.839879989624,19489.051836013794,774.5900268554688,-601.3917102813721
B1 core,NUG,NU,115,2025-11-21,2026-05-08,262.92419815063477,89.76716856541393,0.0,58.777237291033494,0.0,58.777237291033494,54.09634470805054,202.64075056449795,60.283447586136816,45.21258568960261,9.042517137920523e-06,,,7010.400096893311,3323.2999362945557,10333.700033187866,3687.100160598755,10353.380749528304,12284.393447875977,24387.112031936646,-1132.3498449325562,1395.274043083191
B1 core,MSTP,MSTR,148,2025-10-07,2026-05-08,437.22814178466797,289.64450131375526,0.0,44.459991474124884,0.0,44.459991474124884,44.44680219892892,378.551294986809,58.67684679785892,44.00763509839419,8.801527019678838e-06,,,4314.569915771484,2286.4219512939453,6600.99186706543,2028.147964477539,6036.497225671201,8366.799682617188,22035.094047546387,-2307.4698181152344,2744.6979598999023
B1 core,MSFL,MSFT,148,2025-10-07,2026-05-08,188.37702560424805,0.0,0.0,75.84027767272329,0.0,75.84027767272329,54.50045704007959,130.34073471280288,58.03629089144516,43.52721816858387,8.705443633716774e-06,,,6226.7999267578125,3117.4801139831543,9344.280040740967,3109.319812774658,10358.077959937018,14871.252624511719,27150.80521583557,-1391.1947326660156,1579.5717582702637
B1 core,ORLG,ORLY,78,2026-01-16,2026-05-08,107.59794902801514,10.56981380247985,0.0,22.68151209528348,0.0,22.68151209528348,19.260863105001032,52.51218900276436,55.08576002525077,41.314320018938076,8.262864003787615e-06,,,4183.1999588012695,2033.063961982727,6216.263920783997,2150.1359968185425,5882.372094301077,7048.436776161194,9456.586106300354,-139.9601058959961,247.55805492401123
B1 core,MSFU,MSFT,148,2025-10-07,2026-05-08,151.03478240966797,0.0,0.0,60.56051318763368,0.0,60.56051318763368,37.74200892778688,98.30252211542056,52.73226029424741,39.54919522068556,7.909839044137112e-06,,,4981.43994140625,2496.560073852539,7478.000015258789,2484.879867553711,8259.330588186109,11540.038883209229,18802.592336654663,-1149.2782592773438,1300.3130416870117
B1 core,CWEB,KWEB,148,2025-10-07,2026-05-08,290.22114753723145,0.0,0.0,142.67896482574326,0.0,142.67896482574326,95.4572855125725,238.13625033831576,52.08489719891567,39.063672899186756,7.812734579837351e-06,,,11524.499702453613,5882.940015792847,17407.43971824646,5641.559686660767,19477.695526290583,26816.417053222656,45528.84638786316,-3839.6263999938965,4129.847547531128
B1 core,CRMG,CRM,148,2025-10-07,2026-05-08,309.06864976882935,78.85852778252801,0.0,102.67314038063869,0.0,102.67314038063869,78.87343647177529,260.405104634942,48.66354513388734,36.497658850415505,7.299531770083101e-06,,,8181.900329589844,4145.639972686768,12327.540302276611,4036.260356903076,14005.668982579902,20601.841260910034,39129.67379331589,-1884.6224060058594,2193.6910557746887
B1 core,TTDU,TTD,148,2025-10-07,2026-05-08,256.39005994796753,108.70757194126855,0.0,54.65469080205971,0.0,54.65469080205971,45.879142320960206,209.24140506428847,47.14865488367906,35.36149116275929,7.0722982325518585e-06,,,4731.399984359741,2223.0,6954.399984359741,2508.399984359741,7425.515204395797,10647.43815612793,21853.986292362213,-4059.4200439453125,4315.81010389328
B1 core,SHPU,SHOP,148,2025-10-07,2026-05-08,1102.7292556762695,319.23545385466014,0.0,389.5318588073112,0.0,389.5318588073112,347.5128839104384,1056.2801965724097,46.449059103859724,34.83679432789479,6.967358865578959e-06,,,26387.99087524414,11050.880340576172,37438.87121582031,15337.110534667969,53070.93694163657,78612.11437988281,171633.14105319977,-11686.19743347168,12788.92668914795
B1 core,NVDX,NVDA,148,2025-10-07,2026-05-08,126.15321922302246,41.33175036867797,0.0,23.49151036163009,0.0,23.49151036163009,15.6027419275985,80.42600265790657,45.727216565115896,34.29541242383692,6.859082484767384e-06,,,1936.7999725341797,1047.030035018921,2983.8300075531006,889.7699375152588,3208.80193556966,4820.7761154174805,7728.501331329346,263.1687927246094,-137.0155735015869
B1 core,XOMX,XOM,148,2025-10-07,2026-05-08,138.29615592956543,16.281347459482568,0.0,46.48938011071518,0.0,46.48938011071518,33.17907580483497,95.94980337503273,42.3463525545327,31.759764415899525,6.351952883179905e-06,,,3614.2501831054688,1694.286018371582,5308.536201477051,1919.9641647338867,6365.2141290742,8679.24575805664,16354.073453903198,1093.5773696899414,-955.281213760376
B1 core,NFXL,NFLX,148,2025-10-07,2026-05-08,263.27420806884766,16.952617642155335,0.0,117.26445150877109,0.0,117.26445150877109,87.68649582140525,221.90356497233168,41.370643096516005,31.027982322387004,6.205596464477401e-06,,,8836.489784240723,4167.559921264648,13004.049705505371,4668.929862976074,15974.274270547403,23178.0103225708,43139.37609100342,-3396.4735794067383,3659.747787475586
B1 core,BU,B,115,2025-11-21,2026-05-08,545.6938228607178,216.1163294356326,0.0,144.99525980306674,0.0,144.99525980306674,144.40667303806424,505.51826227676355,40.17556058395413,30.131670437965596,6.0263340875931195e-06,,,20012.32049560547,10968.44934463501,30980.76984024048,9043.871150970459,25604.136617975648,31205.10102081299,69317.43586158752,2086.771324157715,-1541.077501296997
B1 core,ASMU,ASML,59,2026-02-13,2026-05-08,102.09605598449707,30.787391910210705,0.0,15.951575797633135,0.0,15.951575797633135,15.746266752847728,62.48523446069157,39.610821523805505,29.70811614285413,5.9416232285708265e-06,,,4776.06005859375,2451.1200256347656,7227.180084228516,2324.9400329589844,5401.313244156919,7227.180084228516,7863.2677211761475,621.9932861328125,-519.8972301483154
B1 core,BOEU,BA,148,2025-10-07,2026-05-08,222.2660312652588,27.05794407045434,0.0,92.02151316479332,0.0,92.02151316479332,71.38933522333767,190.4687924585853,31.797238806673473,23.847929105005104,4.769585821001021e-06,,,7832.880020141602,3994.060157775879,11826.94017791748,3838.8198623657227,12573.76675564534,16992.06282043457,35410.32185173035,476.7296447753906,-254.46361351013184
B1 core,NUGT,GDX,148,2025-10-07,2026-05-08,540.2469635009766,0.0,0.0,272.89737365362754,0.0,272.89737365362754,236.93454309012273,509.8319167437503,30.415046757226335,22.81128506791975,4.562257013583951e-06,,,20715.209197998047,11245.61996459961,31960.829162597656,9469.589233398438,37432.71264148403,55787.25979614258,116022.77861022949,5091.201507568359,-4550.954544067383
B1 core,GMEU,GME,148,2025-10-07,2026-05-08,54.28200054168701,18.540806867549065,0.0,5.512009059416945,0.0,5.512009059416945,3.7803713273455024,27.833187254311515,26.448813287375497,19.836609965531622,3.967321993106324e-06,,,461.32001304626465,212.80000686645508,674.1200199127197,248.52000617980957,754.3366623633617,1024.0399856567383,1760.3620176315308,-15.699983596801758,69.98198413848877
B1 core,LCDL,LCID,148,2025-10-07,2026-05-08,1683.9111236333847,1207.7664796466725,0.0,213.82856505289797,0.0,213.82856505289797,238.56189615996624,1660.1569408595367,23.754182773848086,17.815637080386065,3.5631274160772127e-06,,,16363.540393829346,7926.665892362595,24290.20628619194,8436.874501466751,29017.225700906,43690.461124420166,105139.10461997986,-25214.70022392273,26898.611347556114
B1 core,BOEG,BA,148,2025-10-07,2026-05-08,186.36766910552979,35.77221049377782,0.0,72.14776494696926,0.0,72.14776494696926,54.77906462670133,162.6990400674484,23.668629038081377,17.751471778561033,3.5502943557122066e-06,,,6171.360015869141,3137.111825942993,9308.471841812134,3034.2481899261475,9852.642610169745,13232.046100616455,27171.96419620514,393.209716796875,-206.84204769134521
B1 core,AMZU,AMZN,148,2025-10-07,2026-05-08,197.30229949951172,25.304400972668173,0.0,84.60602642746042,0.0,84.60602642746042,64.34613904413088,174.25656644425948,23.045733055252246,17.284299791439185,3.456859958287837e-06,,,7362.359802246094,3788.399871826172,11150.759674072266,3573.959930419922,11576.25288500657,17777.247787475586,31927.557067871094,1841.0098114013672,-1643.7075119018555
B1 core,GEVG,GEV,96,2025-12-19,2026-05-08,378.0685443878174,51.855517644942225,0.0,142.33909479808278,0.0,142.33909479808278,161.56962194528074,355.76423438830574,22.30430999951163,16.728232499633723,3.3456464999267447e-06,,,20803.00048828125,10145.919822692871,30948.92031097412,10657.080665588379,30330.55512196819,37735.890197753906,80597.96716785431,10696.506408691406,-10318.437864303589
B1 core,AAPU,AAPL,148,2025-10-07,2026-05-08,114.3889045715332,8.40927327147815,0.0,50.956287543570305,0.0,50.956287543570305,33.72082231265951,93.08638312770796,21.302521443825242,15.976891082868931,3.195378216573786e-06,,,4399.800109863281,2284.080009460449,6683.8801193237305,2115.720100402832,6994.954356477067,9855.324714660645,16747.832317352295,685.2150268554688,-570.8261222839355
B1 core,ABNG,ABNB,115,2025-11-21,2026-05-08,76.26606750488281,30.421557735948646,0.0,18.395887147776964,0.0,18.395887147776964,13.171443000672113,61.98888788439773,14.27717962048509,10.707884715363818,2.1415769430727634e-06,,,2263.840087890625,1121.0840454101562,3384.9241333007812,1142.7560424804688,3245.641840594748,3901.8040199279785,6495.45002746582,424.34010314941406,-348.07403564453125
B1 core,UPSG,UPS,101,2025-12-12,2026-05-08,93.32979679107666,14.480245900595822,0.0,35.07859261752413,0.0,35.07859261752413,30.337748701654526,79.89658721977447,13.433209571302168,10.074907178476625,2.014981435695325e-06,,,4736.659942626953,2183.158027648926,6919.817970275879,2553.5019149780273,7043.775452887658,8682.829895019531,14912.863668441772,189.8078384399414,-96.47804164886475
B1 core,BABU,BABA,59,2026-02-13,2026-05-08,189.55989837646484,20.7370119368078,0.0,68.79381042180569,0.0,68.79381042180569,94.60157361188337,184.13239597049684,5.427502405967999,4.0706268044759994,8.141253608951998e-07,,,19048.15966796875,10063.169580459595,29111.329248428345,8984.990087509155,23342.957481416604,30806.979078292847,46715.54093170166,-290.7499084472656,480.30980682373047
B1 core,METU,META,148,2025-10-07,2026-05-08,263.2351608276367,62.81977505421114,0.0,113.0356982610818,0.0,113.0356982610818,88.41868572119515,264.27415903648813,-1.0389982088513778,-0.7792486566385334,-1.5584973132770668e-07,,,7925.1900634765625,3950.4000854492188,11875.590148925781,3974.7899780273438,15439.552278840863,21495.37474822998,44092.84743499756,-1402.1934814453125,1665.4286422729492
B1 core,AMUU,AMD,148,2025-10-07,2026-05-08,1135.224697113037,0.0,0.0,547.795372103254,0.0,547.795372103254,593.2304691598401,1141.0258412630942,-5.801144150056643,-4.350858112542483,-8.701716225084966e-07,,,68733.69036865234,43079.528381347656,111813.21875,25654.161987304688,75208.58828237894,119686.55532836914,294501.3485984802,36665.920806884766,-35530.69610977173
B1 core,SBU,SBUX,115,2025-11-21,2026-05-08,36.01652812957764,20.029443241484582,0.0,12.991685846332098,0.0,12.991685846332098,11.314655177259196,44.33578426507587,-8.319256135498238,-6.239442101623679,-1.2478884203247358e-06,,,1573.9500045776367,800.1279907226562,2374.077995300293,773.8220138549805,2303.559227827321,2735.482431411743,5548.9999141693115,390.4135055541992,-354.3969774246216
B1 core,DJTU,DJT,148,2025-10-07,2026-05-08,22.34000527858734,23.935673926078373,0.0,3.9590435647990465,0.0,3.9590435647990465,4.504527820486789,32.39924531136421,-10.05924003277687,-7.5444300245826525,-1.5088860049165304e-06,,,285.760009765625,133.47999596595764,419.24000573158264,152.28001379966736,536.7380744839037,834.2299919128418,1984.3700087070465,-220.46999835968018,242.81000363826752
B1 core,GOU,GOOGL,106,2025-12-05,2026-05-08,80.13925361633301,13.642914532502985,0.0,41.561005719382024,0.0,41.561005719382024,38.19303992749444,93.39696017937945,-13.257706563046426,-9.94327992228482,-1.988655984456964e-06,,,6011.999816894531,3052.9419174194336,9064.941734313965,2959.0578994750977,7981.24361360298,9627.940063476562,18991.86612892151,1613.0522155761719,-1532.9129619598389
B1 core,NIOG,NIO,96,2025-12-19,2026-05-08,818.8739748001099,319.41834988780676,0.0,204.62941289065463,0.0,204.62941289065463,309.3038097026755,833.3515724811369,-14.477597681027042,-10.858198260770282,-2.171639652154056e-06,,,30589.6495013237,15092.742050170898,45682.3915514946,15496.907451152802,43432.81915014982,60040.62111520767,116422.39862585068,6752.830563545227,-5933.956588745117
B1 core,AAPB,AAPL,148,2025-10-07,2026-05-08,153.01074600219727,0.0,0.0,102.79704985510972,0.0,102.79704985510972,69.19212712798002,171.98917698308975,-18.978430980892462,-14.233823235669346,-2.846764647133869e-06,,,9092.920227050781,4847.0399169921875,13939.960144042969,4245.880310058594,14083.02245369473,20127.371673583984,34365.439224243164,1395.6848907470703,-1242.674144744873
B1 core,PLTA,PLTR,148,2025-10-07,2026-05-08,701.9251766204834,286.6816728033701,0.0,236.1487696372294,0.0,236.1487696372294,199.46420630517744,722.294648745777,-20.369472125293534,-15.27710409397015,-3.05542081879403e-06,,,17776.200393676758,8439.0,26215.200393676758,9337.200393676758,32223.033923915915,48627.756717681885,98684.21720695496,-4773.509201049805,5475.434377670288
B1 core,CHAU,ASHR,148,2025-10-07,2026-05-08,71.01226997375488,0.0,0.0,57.05493344998879,0.0,57.05493344998879,35.19816220686454,92.25309565685332,-21.240825683098443,-15.930619262323832,-3.1861238524647665e-06,,,4716.359939575195,2437.1299152374268,7153.489854812622,2279.2300243377686,7831.007927727055,10790.996549606323,16696.42079925537,565.7675609588623,-494.7552909851074
B1 core,QCMU,QCOM,148,2025-10-07,2026-05-08,324.959547996521,43.108474950675486,0.0,165.05186959839816,0.0,165.05186959839816,141.34571119485017,349.5060557439238,-24.5465077474029,-18.409880810552174,-3.6819761621104347e-06,,,20813.54965209961,12600.5,33414.04965209961,8213.04965209961,22581.83730698276,34272.63199996948,69945.69166851044,5713.4130859375,-5388.453537940979
B1 core,ORCX,ORCL,148,2025-10-07,2026-05-08,624.2921886444092,197.41542653913157,0.0,250.83302173306797,0.0,250.83302173306797,200.6230382732052,648.8714865454047,-24.57929790099551,-18.43447342574663,-3.6868946851493263e-06,,,22730.199645996094,12890.549869537354,35620.74951553345,9839.64977645874,34210.74153445218,51886.284729003906,99477.34821891785,-8448.887786865234,9073.179975509644
B1 core,PANG,PANW,148,2025-10-07,2026-05-08,284.3762698173523,52.36134308800948,0.0,144.97751073097416,0.0,144.97751073097416,113.24299547692753,310.5818492959112,-26.20557947855886,-19.654184608919145,-3.930836921783829e-06,,,14551.600341796875,8333.909797668457,22885.510139465332,6217.690544128418,19781.098582525512,27863.18260192871,56111.42819356918,-269.5591125488281,553.9353823661804
B1 core,AALG,AAL,148,2025-10-07,2026-05-08,14.349135398864746,28.11846277833489,0.0,6.591753848274777,0.0,6.591753848274777,7.198337272778005,41.90855389938768,-27.559418500522927,-20.669563875392196,-4.133912775078439e-06,,,547.3500156402588,306.5919952392578,853.9420108795166,240.75802040100098,901.485269540065,1479.7905807495117,3158.365149497986,166.14997005462646,-151.80083465576172
B1 core,APHU,APH,55,2026-02-20,2026-05-08,18.70842742919922,26.691555835046675,0.0,9.207828502970186,0.0,9.207828502970186,13.640798218262443,49.540182556279305,-30.831755127080086,-23.123816345310065,-4.624763269062013e-06,,,2432.5699768066406,1050.419958114624,3482.9899349212646,1382.1500186920166,3345.676773522117,4582.90998840332,6735.416107177734,-171.81160736083984,190.52003479003906
B1 core,GUSH,XOP,148,2025-10-07,2026-05-08,179.21903038024902,0.0,0.0,125.7349812622866,0.0,125.7349812622866,89.26361361501384,214.99859487730043,-35.77956449705141,-26.834673372788558,-5.3669346745577115e-06,,,10570.240234375,4889.529811859131,15459.77004623413,5680.710422515869,17191.46546915415,23005.029262542725,44076.27538871765,2364.5565795898438,-2185.3375492095947
B1 core,PTIR,PLTR,148,2025-10-07,2026-05-08,726.4973545074463,0.0,0.0,413.33915919651224,0.0,413.33915919651224,349.63106023319585,762.9702194297081,-36.472864922261806,-27.354648691696354,-5.470929738339271e-06,,,31005.000686645508,14779.730323791504,45784.73101043701,16225.270362854004,56479.781539704345,85274.49034881592,172979.2238330841,-8375.14859008789,9101.645944595337
B1 core,FBL,META,148,2025-10-07,2026-05-08,287.55615997314453,0.0,0.0,194.00095626954356,0.0,194.00095626954356,154.94057249848967,348.9415287680332,-61.3853687948887,-46.03902659616652,-9.207805319233305e-06,,,14021.490112304688,7019.180042266846,21040.670154571533,7002.310070037842,26517.598812361022,37395.07000732422,77266.01922607422,-2590.3831787109375,2877.939338684082
B1 core,SPOG,SPOT,115,2025-11-21,2026-05-08,602.0690236091614,289.5384072798685,0.0,188.2090772542617,0.0,188.2090772542617,187.1082924842449,664.8557770183752,-62.78675340921395,-47.09006505691046,-9.418013011382092e-06,,,22562.819274902344,10554.909702301025,33117.72897720337,12007.909572601318,33077.27080951359,41925.72708129883,93238.8315243721,-6605.950256347656,7208.019279956818
B1 core,PONX,PONY,148,2025-10-07,2026-05-08,4082.48064994812,2438.441768863161,0.0,749.1711746228935,0.0,749.1711746228935,958.2773186283273,4145.8902621143825,-63.40961216626239,-47.5572091246968,-9.511441824939359e-06,,,49292.73979759216,22761.90068912506,72054.64048671722,26530.839108467102,101860.72051844726,154635.71324157715,427384.7225456238,-55256.76699638367,59339.24764633179
B1 core,AMZZ,AMZN,148,2025-10-07,2026-05-08,161.84615516662598,0.0,0.0,131.92085921334743,0.0,131.92085921334743,100.06189732190242,231.98275653524985,-70.13660136862387,-52.602451026467904,-1.0520490205293581e-05,,,11452.559692382812,5915.9098472595215,17368.469539642334,5536.649845123291,18057.898177456213,27777.15985107422,49649.323833465576,2834.2597045898438,-2672.413549423218
B1 core,AVGU,AVGO,148,2025-10-07,2026-05-08,84.71184730529785,88.68755247880885,0.0,41.20760124579528,0.0,41.20760124579528,33.070258936508424,162.96541266111257,-78.2535653558147,-58.69017401686102,-1.1738034803372205e-05,,,3440.0,1754.6400604248047,5194.640060424805,1685.3599395751953,5646.53759817175,8949.65690612793,16452.201292037964,958.9920349121094,-874.2801876068115
B1 core,QCML,QCOM,148,2025-10-07,2026-05-08,17.7200927734375,55.74078219297691,0.0,23.714950685541687,0.0,23.714950685541687,20.221722025150143,99.67745490366875,-81.95736213023123,-61.46802159767343,-1.2293604319534685e-05,,,3067.2599487304688,1873.8400135040283,4941.099962234497,1193.4199352264404,3249.0030710117235,4941.099962234497,10007.132497787476,847.1460723876953,-829.4259796142578
B1 core,LRCU,LRCX,148,2025-10-07,2026-05-08,1064.4059085845947,261.85831823974223,0.0,457.4788519183649,0.0,457.4788519183649,429.5030020959044,1148.8401722540116,-84.43426366941677,-63.325697752062574,-1.2665139550412514e-05,,,38814.598388671875,21937.52035522461,60752.118743896484,16877.078033447266,62887.50376173612,94564.62414550781,212584.21510505676,33364.483154296875,-32300.07724571228
B1 core,OKTG,OKTA,115,2025-11-21,2026-05-08,50.48215675354004,61.94189774317392,0.0,38.29939128801209,0.0,38.29939128801209,38.56692202641233,138.80821105759833,-88.32605430405829,-66.24454072804372,-1.3248908145608743e-05,,,5201.800094604492,2873.9879035949707,8075.787998199463,2327.8121910095215,6767.8418206256365,8623.46015548706,18863.05218887329,408.44005584716797,-357.95789909362793
B1 core,PALU,PANW,148,2025-10-07,2026-05-08,220.05495262145996,21.169772255114374,0.0,165.83049820143017,0.0,165.83049820143017,130.17435307673108,317.1746235332756,-97.11967091181566,-72.83975318386175,-1.456795063677235e-05,,,16630.400390625,9519.120071411133,26149.520462036133,7111.280319213867,22620.558906355418,31910.80336380005,64500.20705795288,-336.8389587402344,556.8939113616943
B1 core,FCXG,FCX,55,2026-02-20,2026-05-08,46.989583015441895,4.043422449449358,0.0,51.13690967169212,0.0,51.13690967169212,90.45849031636224,145.63882243750373,-98.64923942206183,-73.98692956654637,-1.4797385913309273e-05,,,15844.050392150879,8526.559852600098,24370.610244750977,7317.490539550781,18685.534099180048,25278.25022315979,43962.24057292938,546.3193359375,-499.3297529220581
B1 core,NOWL,NOW,148,2025-10-07,2026-05-08,498.87014389038086,278.47782731098005,0.0,173.31952856290695,0.0,173.31952856290695,156.32907967020276,608.1264355440898,-109.25629165370884,-81.94221874028163,-1.6388443748056326e-05,,,13403.46004486084,6634.079875946045,20037.539920806885,6769.380168914795,23525.79108686383,33562.05180931091,77145.72012901306,-9217.06997680664,9715.940120697021
B1 core,GGLL,GOOGL,148,2025-10-07,2026-05-08,50.054927825927734,31.312560805509616,0.0,72.52132579572388,0.0,72.52132579572388,60.75223095693202,164.5861175581655,-114.53118973223778,-85.89839229917834,-1.7179678459835668e-05,,,6813.599792480469,3551.280029296875,10364.879821777344,3262.3197631835938,9943.448648787833,15291.98764038086,30185.122791290283,3656.395980834961,-3606.341053009033
B1 core,SOFA,SOFI,59,2026-02-13,2026-05-08,168.39987754821777,21.548080109589158,0.0,103.10039659887912,0.0,103.10039659887912,172.1467248414642,296.7952015499325,-128.39532400171467,-96.296493001286,-1.9259298600257198e-05,,,25845.75,12210.960227966309,38056.71022796631,13634.789772033691,34931.64173648317,51343.49132156372,78424.74347496033,-3594.850166320801,3763.2500438690186
B1 core,MULL,MU,148,2025-10-07,2026-05-08,1434.475009918213,362.9273695621192,0.0,523.9629177241369,0.0,523.9629177241369,681.305043641963,1568.1953309282192,-133.7203210100065,-100.29024075750488,-2.0058048151500975e-05,,,64225.65979003906,42835.50109863281,107061.16088867188,21390.15869140625,72245.51219674703,114791.46047210693,338525.36124038696,71689.01522827148,-70254.54021835327
B1 core,PLTU,PLTR,148,2025-10-07,2026-05-08,542.4228820800781,50.55051796813952,0.0,349.9674136483309,0.0,349.9674136483309,295.5380998442346,696.056031460705,-153.63314938062686,-115.22486203547015,-2.304497240709403e-05,,,26319.800582885742,12533.0,38852.80058288574,13786.800582885742,47819.86829481898,72032.26034545898,146216.85230255127,-7098.368804931641,7640.791687011719
