date,spy00_puts1.00x,spy00_puts1.50x,spy00_puts2.00x,spy20_puts1.00x,spy20_puts1.50x,spy20_puts2.00x,spy30_puts1.00x,spy30_puts1.50x,spy30_puts2.00x,spy40_puts1.00x,spy40_puts1.50x,spy40_puts2.00x
2008-04-23,1009211.2770867496,1008734.6928114468,1007591.8225666803,998949.7095730394,998473.1252977368,997330.2550529701,993667.8570837016,993191.2728083988,992048.4025636323,988287.949240456,987811.3649651532,986668.4947203867
2008-04-24,1013576.6416541876,1012789.6275422312,1011262.0161644367,1003991.6402471124,1003204.626135156,1001677.0147573614,999041.5483269738,998254.5342150176,996726.9228372229,993988.9233134922,993201.909201536,991674.2978237413
2008-04-25,1015242.8462615396,1014031.4438932694,1011980.9188603488,1007226.705681652,1006015.303313382,1003964.7782804612,1003048.8769495718,1001837.4745813016,999786.949548381,998760.0853133468,997548.6829450768,995498.1579121562
2008-04-28,1018905.0356770208,1017718.4689829982,1015693.0438001932,1010868.3071461392,1009681.7404521166,1007656.3152693117,1006679.5334785772,1005492.9667845548,1003467.5416017497,1002379.36904704,1001192.8023530176,999167.3771702127
2008-04-29,1016456.0216303914,1015588.6732481612,1013958.1903351411,1007694.4593812705,1006827.11099904,1005196.6280860201,1003148.4429864011,1002281.0946041708,1000650.6116911509,998494.6431443712,997627.2947621408,995996.8118491209
2008-04-30,1016470.4111752984,1015926.3033549384,1014693.4610011721,1006613.4767734566,1006069.3689530964,1004836.5265993302,1001527.326240918,1000983.218420558,999750.3760667918,996338.6603542656,995794.5525339053,994561.7101801392
2008-05-01,1016202.7244836352,1012807.9174443424,1008427.2520927655,1010092.6075424164,1006697.8005031236,1002317.1351515469,1006771.6270625176,1003376.8200232248,998996.154671648,1003328.4340739476,999933.6270346548,995552.9616830782
2008-05-02,1017791.803478494,1013631.7001059304,1008405.0434423236,1012171.199537289,1008011.0961647254,1002784.4395011186,1009070.7607991192,1004910.6574265556,999684.0007629489,1005846.0929383312,1001685.9895657676,996459.3329021608
2008-05-05,1018181.7381987768,1014698.6705766964,1010219.0639176073,1011633.7836144144,1008150.715992334,1003671.109333245,1008092.08817717,1004609.0205550896,1000129.4138960005,1004429.23054929,1000946.1629272096,996466.5562681207
2008-05-06,1021570.3800649298,1017202.7400609088,1011744.1797434655,1016499.603406139,1012131.9634021178,1006673.4030846746,1013663.9030233104,1009296.2630192892,1003837.702701846,1010700.9860219592,1006333.3460179382,1000874.785700495
2008-05-07,1015918.6436431718,1013452.6181135882,1010097.1363303754,1007716.8725905392,1005250.8470609556,1001895.3652777429,1003381.3072856492,1000915.2817560656,997559.7999728529,998928.9901408087,996462.9646112252,993107.4828280124
2008-05-08,1017573.6716301813,1014550.7929400333,1010579.0280865805,1008913.0784822428,1005890.1997920944,1001918.4349386418,1004335.0833645164,1001312.2046743684,997340.4398209156,999642.1185753368,996619.2398851886,992647.475031736
2008-05-09,1014216.9479077174,1011390.8073524728,1007638.5144538822,1005234.9539568112,1002408.8134015664,998656.5205029759,1000503.654561442,997677.5140061972,993925.2211076067,995659.442501794,992833.3019465492,989081.0090479588
2008-05-12,1017226.401641626,1012593.2354469867,1006843.1234341409,1010161.9148047966,1005528.7486101572,999778.6365973115,1006326.2253390304,1001693.0591443912,995942.9471315454,1002367.65063127,997734.484436631,991984.372423785
2008-05-13,1019424.1862130146,1014879.7219712088,1009226.0719600975,1012336.7431766152,1007792.2789348096,1002138.6289236983,1008491.2320423124,1003946.7678005068,998293.1177893954,1004522.6135893826,999978.149347577,994324.4993364656
2008-05-14,1024766.4392197732,1019834.7444599696,1013750.3598828253,1017973.745603854,1013042.0508440504,1006957.666266906,1014262.1434335124,1009330.4486737088,1003246.0640965643,1010425.4262828098,1005493.7315230062,999409.3469458618
2008-05-15,1029633.6336736424,1023622.6493025352,1016344.2393251345,1024947.9806692008,1018936.9962980938,1011658.5863206929,1022249.776326378,1016238.7919552712,1008960.3819778702,1019417.5015323744,1013406.5171612676,1006128.1071838667
2008-05-16,1028643.1845884965,1022637.1935315198,1015364.5222585653,1024088.9169049432,1018082.9258479665,1010810.2545750118,1021456.4591406492,1015450.4680836723,1008177.7968107178,1018689.6957311204,1012683.704674144,1005411.0334011893
2008-05-19,1031507.4380263012,1025718.2656302548,1018683.035500282,1027372.1844956892,1021583.0120996432,1014547.7819696703,1024952.3628425994,1019163.1904465532,1012127.9603165804,1022396.691304887,1016607.5189088408,1009572.2887788679
2008-05-20,1018061.2922857924,1012699.6807188176,1006142.6196368148,1012564.2537403832,1007202.6421734084,1000645.5810914058,1009482.7998581972,1004121.1882912226,997564.1272092198,1006270.9870974644,1000909.3755304896,994352.314448487
2008-05-21,1003486.5126987114,999167.8222898728,993769.4665987302,995254.201675817,990935.5112669785,985537.1555758358,990847.8450060104,986529.1545971716,981130.7989060291,986322.312340736,982003.6219318974,976605.2662407549
2008-05-22,1007787.2728788482,1002944.9750258132,996965.7982971072,999534.09235852,994691.794505485,988712.617776779,995102.0772712718,990259.7794182368,984280.6026895309,990550.2703131486,985707.9724601138,979728.7957314077
2008-05-23,1004511.0586530836,1001218.2715725728,996951.9838594877,994062.2950028648,990769.5079223542,986503.220209269,988587.9158262208,985295.1287457102,981028.8410326251,983004.5540095202,979711.7669290096,975445.4792159244
2008-05-27,1012463.8414460428,1008805.5467489832,1004129.8254734486,1003112.5492791248,999454.2545820654,994778.5333065307,998166.1439745218,994507.8492774623,989832.1280019276,993103.1658561073,989444.8711590476,984769.149883513
2008-05-28,1015834.533773152,1011521.5522482692,1006120.7589688476,1007204.2176286748,1002891.236103792,997490.4428243705,1002594.4084091262,998281.4268842434,992880.6336048219,997863.743808371,993550.7622834882,988149.9690040667
2008-05-29,1028445.313807482,1023328.5414240937,1017033.7122373825,1020553.3711732,1015436.5987898116,1009141.7696031006,1016282.3815925496,1011165.6092091613,1004870.7800224503,1011884.9480547794,1006768.1756713908,1000473.34648468
2008-05-30,1038858.3449338505,1033501.9863426656,1026937.1421759535,1031299.3714896336,1025943.0128984492,1019378.1687317367,1027182.9736269948,1021826.6150358104,1015261.7708690979,1022937.031419022,1017580.6728278372,1011015.8286611249
2008-06-02,1022739.075289654,1018902.828541072,1014023.2187062979,1013449.9990203565,1009613.7522717745,1004734.1424370003,1008523.6022018926,1004687.3554533108,999807.7456185364,1003477.5673259766,999641.3205773946,994761.7107426203
2008-06-03,1021662.1975376216,1018290.0875701688,1013923.1107154896,1011367.9600192626,1007995.8500518096,1003628.8731971305,1005958.1683126206,1002586.0583451675,998219.0814904885,1000434.0375095845,997061.9275421312,992694.9506874522
2008-06-04,1018299.8260354165,1015284.2252611332,1011311.5454060851,1007914.758109749,1004899.1573354657,1000926.4774804177,1002471.537353255,999455.9365789716,995483.2567239237,996915.053836667,993899.4530623836,989926.7732073357
2008-06-05,1028668.0134686088,1023378.6343005314,1016890.8957138666,1021578.053885254,1016288.6747171764,1009800.9361305116,1017693.543870718,1012404.1647026404,1005916.4261159756,1013675.473210918,1008386.0940428406,1001898.3554561757
2008-06-06,1008703.732306238,1008734.6457244724,1008125.9602861248,996296.1200289892,996327.0334472236,995718.3480088761,989934.785205684,989965.6986239183,989357.013185571,983464.9782013048,983495.8916195392,982887.2061811917
2008-06-09,1013461.8072219648,1012842.0022708698,1011512.8940539573,1001377.4541443794,1000757.6491932842,999428.5409763717,995153.3092739874,994533.5043228924,993204.3961059798,988817.6666644448,988197.8617133496,986868.7534964371
2008-06-10,1014563.606844573,1014018.07706966,1012770.1070822692,1001639.43959034,1001093.9098154268,999845.9398280361,995004.0300880722,994458.5003131592,993210.5303257684,988262.3303099052,987716.8005349924,986468.8305476016
2008-06-11,1009273.9570275212,1010804.4171459404,1011852.561939692,993610.2989572987,995140.759075718,996188.9038694697,985690.2089516076,987220.669070027,988268.8138637785,977683.6140263316,979214.0741447508,980262.2189385024
2008-06-12,1007623.5325550536,1007820.8474251878,1007398.1398547683,992684.0144395528,992881.329309687,992458.6217392675,985079.1765575764,985276.4914277106,984853.7838572911,977382.3060682048,977579.620938339,977156.9133679195
2008-06-13,1004720.6444526764,1001819.8808139756,997977.0164532384,992035.4154461568,989134.651807456,985291.787446719,985448.234630696,982547.4709919952,978704.6066312582,978751.9060966958,975851.142457995,972008.278097258
2008-06-16,1008534.5356234416,1005313.5622279912,1001114.6269727637,995883.6126361438,992662.6392406937,988463.7039854659,989302.607024196,986081.6336287458,981882.6983735182,982611.4762482662,979390.502852816,975191.5675975883
2008-06-18,1007713.5764193104,1006284.5933010072,1004064.4048613651,992484.0123086402,991055.0291903368,988834.8407506946,984684.6229763888,983255.6398580854,981035.4514184434,976792.8763979906,975363.8932796872,973143.7048400452
2008-06-19,1009727.8988058552,1007347.9713622404,1004075.536160022,994678.9910063436,992299.0635627283,989026.6283605102,986941.0550197918,984561.1275761768,981288.6923739585,979108.8766239168,976728.9491803016,973456.5139780834
2008-06-20,1007299.0246445222,1007218.394772218,1006488.5467535697,989296.61228857,989215.9824162658,988486.1343976177,980175.8082835212,980095.178411217,979365.330392569,970984.7825490432,970904.1526767388,970174.3046580908
2008-06-23,1007235.9627155022,1006750.76898682,1005573.1280322484,989037.1397174092,988551.9459887272,987374.3050341555,979809.0180527018,979323.8243240196,978146.1833694481,970512.5475982382,970027.353869556,968849.7129149844
2008-06-24,1007234.6783483227,1006568.125487088,1005189.8430666558,988659.8824145948,987993.32955336,986615.0471329278,979242.3583212146,978575.8054599796,977197.5230395475,969760.0768877574,969093.5240265224,967715.2416060903
2008-06-25,1008596.4511217474,1006212.219645422,1002933.5027152491,990809.9389777962,988425.7075014708,985146.9905712982,981728.4292557362,979344.1977794108,976065.4808492381,972574.2513658556,970190.01988953,966911.3029593574
2008-06-26,1004652.9680972449,1007317.2269031096,1009625.4527661201,982200.433754603,984864.6925604676,987172.9184234783,970982.6741601068,973646.9329659714,975955.1588289822,959736.471064127,962400.7298699917,964708.9557330023
2008-06-27,1004285.7340073818,1006500.3856957674,1008312.8935054044,980910.4853428642,983125.1370312496,984937.6448408867,969231.3116713988,971445.9633597842,973258.4711694211,957534.5519697876,959749.2036581732,961561.7114678101
2008-06-30,1008467.9077806256,1011010.8970084249,1013181.3943664305,985600.7984168684,988143.7876446672,990314.2850026733,974174.837518364,976717.826746163,978888.3241041689,962723.9129188028,965266.9021466018,967437.3995046078
2008-07-01,1006254.0365086228,1007875.1059614404,1009024.8322291541,983981.3955475542,985602.465000372,986752.1912680856,972818.5108948032,974439.5803476212,975589.3066153348,961624.3641515129,963245.4336043306,964395.1598720442
2008-07-02,1011891.706452921,1018186.375373762,1024501.9280294325,986296.826213553,992591.495134394,998907.0477900645,973655.6234678904,979950.2923887311,986265.8450444017,961019.4272019468,967314.0961227876,973629.6487784581
2008-07-03,1008506.39401133,1012851.943646748,1017016.1713991058,983168.1729843928,987513.7226198112,991677.9503721688,970592.7967925152,974938.3464279334,979102.574180291,958020.409270994,962365.9589064124,966530.18665877
2008-07-07,1012800.039966967,1019029.7803432068,1025274.2750235996,985470.4775373857,991700.2179136252,997944.7125940182,971986.3075989552,978216.0479751948,984460.5426555878,958529.4030865337,964759.1434627732,971003.6381431662
2008-07-08,1005552.8435129528,1006448.3444263636,1006791.4305633424,981606.691474804,982502.192388215,982845.2785251937,969600.6106550244,970496.1115684354,970839.1977054141,957577.7820296388,958473.2829430496,958816.3690800284
2008-07-09,1012550.5387655324,1018262.1618744562,1023936.6378313127,984888.4655155358,990600.0886244596,996274.5645813161,971214.6123334608,976926.2354423844,982600.711399241,957567.5637486684,963279.186857592,968953.6628144487
