ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
WULX,WULF,2.0,1.994924,110,ols
CRMU,CRML,2.0,1.965705,36,ols
UECG,UEC,2.0,1.995229,36,ols
DNNG,DNN,2.0,1.980528,36,ols
RCAX,RCAT,2.0,2.011774,41,ols
RDWU,RDW,2.0,1.978199,43,ols
OKLL,OKLO,2.0,1.997919,195,ols
GDXU,GDX,2.0,3.043032,501,ols
MRNX,MRNA,2.0,2.016613,40,ols
ZETX,ZETA,2.0,2.057423,40,ols
LITX,LITE,2.0,1.979927,46,ols
SNXX,SNDX,2.0,1.392876,46,ols
WDCX,WDC,2.0,2.046935,46,ols
LNOK,NOK,2.0,1.956538,50,ols
USGG,USAR,2.0,1.996899,55,ols
ONDG,ONDS,2.0,2.003863,55,ols
PLUL,PLUG,2.0,1.936999,55,ols
ALBG,ALB,2.0,2.005435,55,ols
UUUG,UUUU,2.0,2.001015,55,ols
HUTG,HUT,2.0,2.002093,55,ols
XPEG,XPEV,2.0,1.986034,53,ols
ORLG,ORLY,2.0,2.00085,53,ols
LUNL,LUNR,2.0,1.991246,55,ols
RKTL,RKT,2.0,1.958693,55,ols
EOSU,EOSE,2.0,1.965254,54,ols
BTFL,KEEL,2.0,2.029201,64,ols
FGRU,FIGR,2.0,2.002282,31,ols
APHU,APH,2.0,2.010504,31,ols
COPZ,COPX,2.0,2.036991,31,ols
LEUX,LEU,2.0,2.06889,30,ols
COHX,COHR,2.0,2.060058,30,ols
AXPG,AXP,2.0,2.016471,30,ols
FCXG,FCX,2.0,2.047562,30,ols
GLWG,GLW,2.0,1.982672,17,ols_short_history
SNDU,SNDK,2.0,1.95949,15,ols_short_history
PAAU,PAAS,2.0,1.960485,15,ols_short_history
BITX,IBIT,2.0,2.004288,501,ols
ETHU,ETHA,2.0,2.001163,425,ols
XXRP,XRPZ,2.0,2.019594,88,ols
ADBU,ADBE,2.0,1.898194,6,ols_short_history
PYPU,PYPL,2.0,1.973076,6,ols_short_history
TXNU,TXN,2.0,1.992012,6,ols_short_history
UNHU,UNH,2.0,1.978866,6,ols_short_history
AAOX,AAOI,2.0,1.961807,7,ols_short_history
HLXX,HL,2.0,2.033285,7,ols_short_history
IBX,IBM,2.0,1.868431,7,ols_short_history
AALG,AAL,2.0,1.981346,183,ols
ABNG,ABNB,2.0,1.986465,93,ols
ADBG,ADBE,2.0,1.992657,259,ols
AMDG,AMD,2.0,2.002941,298,ols
ARMG,ARM,2.0,1.996066,305,ols
ASMG,ASML,2.0,1.985015,305,ols
AVGG,AVGO,2.0,1.998493,220,ols
BAIG,BBAI,2.0,2.002728,154,ols
BEG,BE,2.0,1.993765,73,ols
BIDG,BIDU,2.0,2.018091,71,ols
BLSG,BLSH,2.0,2.018129,108,ols
BMNG,BMNR,2.0,1.990802,108,ols
BOEG,BA,2.0,1.990135,201,ols
BULG,BULL,2.0,1.974741,162,ols
CIFG,CIFR,2.0,1.991574,76,ols
CMGG,CMG,2.0,1.972587,93,ols
CNCG,CNC,2.0,2.010159,71,ols
COIG,COIN,2.0,1.996139,263,ols
COTG,COST,2.0,1.985434,135,ols
CRCG,CRCL,2.0,1.991222,162,ols
CRMG,CRM,2.0,1.983237,249,ols
CRWG,CRWV,2.0,1.996664,162,ols
DUOG,DUOL,2.0,2.018899,76,ols
FIGG,FIG,2.0,1.994078,117,ols
FUTG,FUTU,2.0,1.999062,117,ols
GEMG,GEMI,2.0,1.975114,101,ols
GEVG,GEV,2.0,1.957694,73,ols
GLGG,GLXY,2.0,1.999767,154,ols
GRAG,GRAB,2.0,1.972134,76,ols
HOOG,HOOD,2.0,2.005824,259,ols
IREG,IREN,2.0,1.969601,73,ols
KLAG,KLAC,2.0,2.0115,71,ols
LACG,LAC,2.0,2.007938,76,ols
LULG,LULU,2.0,1.990728,101,ols
MPG,MP,2.0,1.985072,108,ols
NBIG,NBIS,2.0,2.008995,108,ols
NEMG,NEM,2.0,1.99711,93,ols
NETG,NET,2.0,2.003232,93,ols
NIOG,NIO,2.0,1.975114,71,ols
NUG,NU,2.0,1.98042,93,ols
NVDG,NVDA,2.0,1.969356,324,ols
OKTG,OKTA,2.0,1.999329,93,ols
OPEG,OPEN,2.0,2.002038,76,ols
OSCG,OSCR,2.0,1.985866,101,ols
PANG,PANW,2.0,1.995407,259,ols
PBRG,PBR,2.0,1.924175,71,ols
PLTG,PLTR,2.0,1.996656,235,ols
PYPG,PYPL,2.0,1.994935,249,ols
RTXG,RTX,2.0,2.013228,206,ols
SATG,SATS,2.0,2.004379,73,ols
SBU,SBUX,2.0,1.999294,93,ols
SNAG,SNAP,2.0,1.963032,71,ols
SPOG,SPOT,2.0,1.97321,93,ols
TERG,TER,2.0,1.995772,93,ols
TSLG,TSLA,2.0,1.991133,324,ols
TSMG,TSM,2.0,1.981301,305,ols
UNHG,UNH,2.0,1.99578,176,ols
UPSG,UPS,2.0,1.982901,76,ols
VALG,VALE,2.0,1.976723,71,ols
XYZG,XYZ,2.0,1.998522,249,ols
COIO,COIN,2.0,0.947597,160,ols
MSOO,MSTR,2.0,0.975813,160,ols
NVDO,NVDA,2.0,0.956252,160,ols
PLOO,PLTR,2.0,0.894117,160,ols
TSLO,TSLA,2.0,0.863307,160,ols
CRCA,CRCL,2.0,1.981056,164,ols
NVDB,NVDA,2.0,1.995918,141,ols
PLTA,PLTR,2.0,1.991068,141,ols
TSLI,TSLA,2.0,1.981157,141,ols
COIA,COIN,2.0,2.001332,141,ols
BITU,IBIT,2.0,1.992247,501,ols
ETHT,ETHA,2.0,1.991538,425,ols
UXRP,XRPZ,2.0,1.999298,88,ols
SOLT,SOEZ,2.0,2.015394,82,ols
TSLR,TSLA,2.0,1.999002,501,ols
AAPB,AAPL,2.0,1.990372,501,ols
AMDL,AMD,2.0,1.997175,501,ols
AMZZ,AMZN,2.0,1.989943,501,ols
AVGU,AVGO,2.0,1.990346,181,ols
BABX,BABA,2.0,2.006388,501,ols
BULX,BULL,2.0,1.97442,146,ols
CONL,COIN,2.0,1.987067,501,ols
CRWL,CRWD,2.0,1.995788,346,ols
DLLL,DELL,2.0,1.986313,283,ols
ETRL,ETOR,2.0,1.999358,146,ols
GOU,GOOGL,2.0,2.033269,83,ols
INTW,INTC,2.0,1.98729,284,ols
IONL,IONQ,2.0,1.985867,256,ols
ISUL,ISRG,2.0,2.000684,122,ols
LCDL,LCID,2.0,1.960866,238,ols
MRAL,MARA,2.0,1.978066,269,ols
FBL,META,2.0,1.996551,501,ols
MVLL,MRVL,2.0,1.993656,269,ols
MSFL,MSFT,2.0,1.9922,501,ols
MSTP,MSTR,2.0,1.994547,204,ols
MULL,MU,2.0,1.998754,346,ols
NBIL,NBIS,2.0,1.998968,122,ols
NOWL,NOW,2.0,1.995193,181,ols
NVDL,NVDA,2.0,1.987637,501,ols
PDDL,PDD,2.0,2.009164,181,ols
PTIR,PLTR,2.0,1.996662,395,ols
QCML,QCOM,2.0,1.972706,250,ols
RDTL,RDDT,2.0,1.981103,257,ols
RVNL,RIVN,2.0,1.986428,238,ols
SMCL,SMCI,2.0,1.763631,324,ols
TSMU,TSM,2.0,1.992658,346,ols
UBRL,UBER,2.0,1.997247,395,ols
VRTL,VRT,2.0,1.981222,257,ols
AMYY,AMD,2.0,0.314674,137,ols
AZYY,AMZN,2.0,0.64837,137,ols
BBYY,BABA,2.0,0.584354,111,ols
XBTY,IBIT,2.0,0.540962,223,ols
COYY,COIN,2.0,0.475644,171,ols
NUGY,GDX,2.0,0.48308,92,ols
HMYY,HIMS,2.0,0.261249,83,ols
HOYY,HOOD,2.0,0.511398,127,ols
IOYY,IONQ,2.0,0.367216,102,ols
MAAY,MARA,2.0,0.313802,102,ols
FBYY,META,2.0,0.583406,111,ols
MTYY,MSTR,2.0,0.390675,132,ols
NVYY,NVDA,2.0,0.656162,223,ols
PLYY,PLTR,2.0,0.53683,132,ols
QBY,QBTS,2.0,0.284935,84,ols
TQQY,QQQ,2.0,0.876924,276,ols
RGYY,RGTI,2.0,0.323757,87,ols
RTYY,RIOT,2.0,0.356128,83,ols
SEMY,SOXX,2.0,0.725268,92,ols
SMYY,SMCI,2.0,0.32787,127,ols
YSPY,SPY,2.0,0.843138,250,ols
TSYY,TSLA,2.0,0.540571,321,ols
QYLD,QQQ,1.0,0.627607,501,ols
QYLG,QQQ,1.0,0.800931,501,ols
QQQX,QQQ,1.0,0.787074,501,ols
JEPQ,QQQ,1.0,0.773911,501,ols
XYLD,SPY,1.0,0.646016,501,ols
XYLG,SPY,1.0,0.815238,501,ols
JEPI,SPY,1.0,0.599157,501,ols
SPYI,SPY,1.0,0.830078,501,ols
RYLD,IWM,1.0,0.57832,501,ols
ABNY,ABNB,1.0,0.796537,444,ols
AIYY,AI,1.0,0.771013,501,ols
AMDY,AMD,1.0,0.800547,501,ols
AMZY,AMZN,1.0,0.76413,501,ols
APLY,AAPL,1.0,0.787748,501,ols
BABO,BABA,1.0,0.774004,413,ols
BRKC,BRK-B,1.0,0.828174,207,ols
CONY,COIN,1.0,0.774967,501,ols
CRCO,CRCL,1.0,0.836705,127,ols
CVNY,CVNA,1.0,0.815756,293,ols
DISO,DIS,1.0,0.75917,501,ols
DRAY,DKNG,1.0,0.800298,181,ols
FBY,META,1.0,0.788104,501,ols
GMEY,GME,1.0,0.650614,142,ols
GOOY,GOOGL,1.0,0.752642,501,ols
HIYY,HIMS,1.0,0.87308,132,ols
HOOY,HOOD,1.0,0.790445,226,ols
MARO,MARA,1.0,0.781725,327,ols
MRNY,MRNA,1.0,0.760627,501,ols
MSFO,MSFT,1.0,0.791293,501,ols
MSTY,MSTR,1.0,0.763681,501,ols
NFLY,NFLX,1.0,0.77957,501,ols
NVDY,NVDA,1.0,0.788008,501,ols
PLTY,PLTR,1.0,0.794783,371,ols
PYPY,PYPL,1.0,0.81501,501,ols
RBLY,RBLX,1.0,0.84342,171,ols
RDYY,RDDT,1.0,0.822302,142,ols
SMCY,SMCI,1.0,0.75922,389,ols
SNOY,SNOW,1.0,0.794351,453,ols
TSLY,TSLA,1.0,0.755475,501,ols
TSMY,TSM,1.0,0.797599,404,ols
XOMO,XOM,1.0,0.802968,501,ols
XYZY,XYZ,1.0,0.812814,501,ols
AAPW,AAPL,1.0,1.099216,280,ols
AMDW,AMD,1.0,1.198619,174,ols
AMZW,AMZN,1.0,1.212976,198,ols
ARMW,ARM,1.0,1.20441,110,ols
AVGW,AVGO,1.0,1.197384,174,ols
BABW,BABA,1.0,1.22696,110,ols
BRKW,BRK-B,1.0,1.180159,198,ols
COIW,COIN,1.0,1.217617,281,ols
COSW,COST,1.0,1.235734,110,ols
GOOW,GOOGL,1.0,1.226648,174,ols
HOOW,HOOD,1.0,1.210678,198,ols
METW,META,1.0,1.185424,198,ols
MSFW,MSFT,1.0,1.216551,174,ols
MSTW,MSTR,1.0,1.219624,174,ols
NFLW,NFLX,1.0,1.191379,198,ols
NVDW,NVDA,1.0,1.20041,281,ols
PLTW,PLTR,1.0,1.195182,281,ols
TSLW,TSLA,1.0,1.197876,281,ols
UBEW,UBER,1.0,1.222185,110,ols
UNHW,UNH,1.0,1.203086,82,ols
TSYW,TLT,1.0,1.1544,95,ols
GLDW,GOLD,1.0,0.34545,105,ols
GDXW,GDX,1.0,1.201769,105,ols
TOPW,TOP,1.0,0.030521,145,ols
SDS,SPY,-2.0,-1.935612,501,ols
QID,QQQ,-2.0,-1.993151,501,ols
DXD,DIA,-2.0,-1.989846,501,ols
TWM,IWM,-2.0,-2.00333,501,ols
SCO,USO,-2.0,-1.402956,501,ols
MSTZ,MSTR,-2.0,-1.982458,385,ols
NVDQ,NVDA,-2.0,-1.992225,501,ols
BTCZ,IBIT,-2.0,-1.992719,434,ols
ETHD,ETHA,-2.0,-1.981586,425,ols
CRCD,CRCL,-2.0,-2.011048,129,ols
CORD,CRWV,-2.0,-2.005985,129,ols
TSLQ,TSLA,-2.0,-1.860724,501,ols
ZSL,SLV,-2.0,-2.023338,501,ols
SQQQ,QQQ,-3.0,-2.976597,501,ols
SPXS,SPY,-3.0,-2.90193,501,ols
TZA,IWM,-3.0,-2.991874,501,ols
SOXS,SOXX,-3.0,-2.990364,501,ols
FAZ,XLF,-3.0,-3.000797,501,ols
LABD,XBI,-3.0,-2.992006,501,ols
TECS,XLK,-3.0,-2.96329,501,ols
SDOW,DIA,-3.0,-2.989111,501,ols
DUST,GDX,-3.0,-1.986176,501,ols
TTXD,XLK,-2.0,-1.870942,125,ols
TSXD,SOXX,-2.0,-1.889753,125,ols
WEBS,XLK,-3.0,-2.249356,501,ols
FNGD,XLK,-3.0,-2.842414,501,ols
REW,XLK,-2.0,-1.999081,501,ols
SKF,XLF,-2.0,-2.003694,501,ols
SPXU,SPY,-3.0,-2.894934,501,ols
DUG,XLE,-2.0,-1.975248,501,ols
DRIP,XOP,-2.0,-1.999008,501,ols
TMV,TLT,-3.0,-2.965703,501,ols
TBT,TLT,-2.0,-1.983457,501,ols
TBX,TLT,-2.0,-0.426352,501,ols
NVDS,NVDA,-1.5,-1.452935,501,ols
EWV,EWJ,-2.0,-1.980314,501,ols
APLZ,APLD,-2.0,-1.987196,49,ols
AMZO,AMZN,-2.0,-1.969723,7,ols_short_history
BEZ,BE,-2.0,-1.971357,35,ols
NBIZ,NBIS,-2.0,-1.987635,49,ols
SMZ,SMR,-2.0,-1.953479,35,ols
HIBS,SPY,-3.0,-4.466481,501,ols
CLSZ,CLSK,-2.0,-2.024529,30,ols
IREZ,IREN,-2.0,-2.011783,49,ols
