date,n_pairs,gross_b4,median_hedge,mean_abs_delta
2026-05-28,26,59300.00004768371,1.5056932500000004,2.0255443076923076
2026-05-29,25,65999.99999999999,1.5054315,2.02516432
2026-05-30,22,65999.99999999997,1.5055912500000002,1.994505454545454
2026-06-01,24,66000.0,1.50770625,1.9952619166666665
2026-06-02,25,50709.39989089966,1.506444,1.9951467999999999
2026-06-03,24,56471.00000381469,1.5068437499999998,1.99557775
2026-06-04,23,66000.0,1.5023535000000001,1.993497782608696
2026-06-05,26,66000.00000000001,1.5042405,2.031677730769231
2026-06-06,26,65999.99999999999,1.502654625,2.0299419230769233
2026-06-09,26,64225.38515623924,1.50234675,1.9426767692307694
2026-06-10,25,65999.99999999999,1.5045142500000002,1.99233804
2026-06-11,23,66000.0,1.50295425,1.9468975652173912
2026-06-12,26,67999.99999999999,0.5953321738792355,2.0560427307692306
2026-06-13,27,68000.0,0.5949442578765657,2.052820185185185
2026-06-14,26,67999.99999999999,0.5949442578765658,2.0560548846153845
2026-06-16,26,68000.0,0.594054244621395,1.9831157307692306
2026-06-17,24,68000.0,0.6019475630038327,1.9819667916666666
2026-06-18,29,67999.99999999999,0.5926609333848232,2.119260482758621
2026-06-19,26,68000.0,0.6016251454968702,2.0223777692307694
2026-06-20,29,67999.99999999999,0.6109728915989311,2.05229024137931
2026-06-22,28,71249.52726798494,0.6187002430966544,2.0522660357142857
2026-06-23,27,70771.30960343534,0.6070310868494874,2.0181214814814816
2026-06-24,33,97277.72362971677,1.0224720637346483,2.075475363636364
2026-06-25,25,85758.03873020482,0.838175602220923,1.98722184
2026-06-26,27,107599.20293707213,0.8374187180128101,2.017592222222222
2026-06-27,27,109108.03775911478,0.8413484547321998,2.0489747037037036
2026-06-29,26,112333.56142424463,0.8858899257182654,2.023765576923077
2026-06-30,27,111737.54654959042,0.8278970325640952,2.06036662962963
2026-07-01,24,116799.67097055694,0.8419471336659483,2.0255605833333337
2026-07-02,21,126084.43133121953,0.8493306633015814,1.9759479047619048
2026-07-03,20,131237.64152945668,0.8608533290520611,1.9780912000000002
2026-07-04,20,139540.63483425937,0.8608533290520611,1.9780912999999998
2026-07-05,21,139582.30647144854,0.8608533290520611,1.9789381904761905
2026-07-06,21,139235.99207511483,0.8595607806515376,1.9337432380952382
2026-07-07,23,135868.84522761017,0.8362075427592504,1.9758830434782608
2026-07-08,25,128881.97605420329,0.8730932520660768,1.97914568
2026-07-09,23,133080.14449041805,0.8768574921248075,1.9770173913043478
2026-07-10,24,127293.74751901824,0.8424905396631566,1.9789843333333337
2026-07-11,24,129511.75163973824,0.8413184047473674,1.97898025
2026-07-13,25,124215.80350139944,0.8491860704635263,1.97960936
2026-07-14,23,174840.4510771671,0.8421098035605258,1.9774502173913044
2026-07-15,27,189084.1368772494,0.842351852670394,1.980686111111111
2026-07-16,25,209012.58954542072,0.8475052845009711,1.97925596
2026-07-17,25,225267.53719722797,0.8451180843001889,1.9773819200000002
2026-07-18,24,253365.60859247285,0.8408151297863761,1.9766444583333334
2026-07-19,24,250593.85794584017,0.8396051431908493,1.9766444583333334
2026-07-20,23,252896.97618212586,0.8396552812677336,1.9761193478260868
