etf,underlying,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,haircut_factor,ema_applied,prev_w_book
CVNX,CVNA,0.0,0.0,0.2194082441231646,0.117796303053398,0.6519125257122609,1.0,False,1.811309538186722e-11
LMNX,LMND,0.0,0.0,-0.3142877788395485,0.6994031752225074,0.0,1.0,False,0.0
AVXX,AVAV,0.0,0.0,0.45679714126238957,0.1444248123053775,1.1070050699029603,1.0,False,3.258613424310111e-11
AMDG,AMD,0.0,0.0,0.32785543825537167,0.09285922258272168,1.2357351289168719,1.0,False,2.2587037329859774e-11
ARMG,ARM,0.0,0.0,0.1049743190869801,0.10523289502596588,0.34913998775171307,1.0,False,1.2586307128160292e-11
ASMG,ASML,0.0,0.0,0.0363324203887788,0.08762384013780833,0.14512428485299483,1.0,False,1.2465987917805462e-11
AVGG,AVGO,0.0,0.0,0.17976617786976676,0.08557933759450341,0.7352027255987953,1.0,False,1.2909290151982685e-11
BAIG,BBAI,0.0,0.0,-0.042951988877267366,1.5809424341039238,0.0,1.0,False,0.0
BOEG,BA,0.0,0.0,0.043108176228982054,0.0912197157463605,0.16540132313167943,1.0,False,1.1016486451325213e-11
BULG,BULL,0.0,0.0,0.18013798623431176,0.11217025317186652,0.5620767841667161,1.0,False,0.0
COIG,COIN,0.0,0.0,0.3483110988546968,0.10302786278670484,1.183261316907328,1.0,False,2.476918899252054e-11
CRMG,CRM,0.0,0.0,0.08376440112622224,0.0875581195759517,0.3348351990216793,1.0,False,1.2358476145329358e-11
CRWG,CRWV,0.0,0.0,-0.4931336468422166,1.512340038197709,0.0,1.0,False,0.0
GLGG,GLXY,0.0,0.0,0.3106112302359299,0.15002739601718273,0.7246271912239575,1.0,False,1.685048487939429e-11
HOOG,HOOD,0.0,0.0,0.2760587688123842,0.10141815713676305,0.9526949790069741,1.0,False,2.074809325804601e-11
LULG,LULU,0.0,0.0,-0.46578387871014226,0.16914850218369895,0.0,1.0,False,0.0
MPG,MP,0.0,0.0,0.27801166155872753,0.12930631405875492,0.7525083539334441,1.0,False,2.2799158080315806e-11
NBIG,NBIS,0.0,0.0,0.8369972523656957,0.12251775776005384,2.391074107818089,1.0,False,0.05125457304510337
NVDG,NVDA,0.0,0.0,0.103277764136743,0.08433703552889305,0.4286043162552988,1.0,False,8.563977606259931e-12
PANG,PANW,0.0,0.0,0.0679414351282265,0.08387645639859355,0.2835062819282147,1.0,False,1.1109493654802382e-11
PLTG,PLTR,0.0,0.0,0.1261217394290399,0.1198058143172929,0.36845130640535506,1.0,False,1.4789390158649582e-11
PYPG,PYPL,0.0,0.0,-0.05264084538121475,0.3254071424444694,0.0,1.0,False,0.0
TSLG,TSLA,0.0,0.0,0.10591356484161235,0.0915438781516277,0.40493966874731097,1.0,False,1.2544690486942424e-11
TSMG,TSM,0.0,0.0,0.09058959438966295,0.0866605275756531,0.3658685092668395,1.0,False,1.0975210285502926e-11
UNHG,UNH,0.0,0.0,0.1378100136055047,0.1046698614359402,0.4608155977300724,1.0,False,1.337601517982227e-11
XYZG,XYZ,0.0,0.0,-0.005069737411069697,0.3280937131289107,0.0,1.0,False,0.0
NVDB,NVDA,0.0,0.0,0.0626520826140797,0.08719282024615016,0.2514912220183186,1.0,False,9.201373989825216e-12
PLTA,PLTR,0.0,0.0,0.225537214801674,0.08831537077825927,0.8938197788783805,1.0,False,1.92728231871592e-11
TSLI,TSLA,0.0,0.0,0.19850749074607693,0.08093627920685903,0.8584237185348516,1.0,False,1.6392379601731972e-11
COIA,COIN,0.0,0.0,0.4142765565335284,0.10167265147129555,1.4261140305529532,1.0,False,3.072835665675697e-11
BITU,IBIT,0.0,0.0,0.16783035627007656,0.07484901735193517,0.7847881879107674,1.0,False,1.4800054526521368e-11
ETHT,ETHA,0.0,0.0,0.43518550252296273,0.0912926623711659,1.668424623917469,1.0,False,4.968469834627122e-11
TSLR,TSLA,0.0,0.0,0.1707056487625011,0.07751208175309462,0.7708085722325477,1.0,False,1.443306818220097e-11
AMDL,AMD,0.0,0.0,0.34534680207961754,0.07620274482151923,1.586181455943208,1.0,False,2.3268778074724982e-11
AMZZ,AMZN,0.0,0.0,0.0901522254994385,0.07484901735193517,0.42155902697348757,1.0,False,1.0766038839722982e-11
AVGU,AVGO,0.0,0.0,0.0511606788910917,0.09453346052214953,0.18941692722320896,1.0,False,1.136460552365002e-11
BABX,BABA,0.0,0.0,0.2036771024128676,0.07484901735193517,0.952410443938321,1.0,False,1.68846133547278e-11
BULX,BULL,0.0,0.0,0.24036296552846975,0.12186657030619256,0.6903208790039245,1.0,False,1.9935174989689137e-11
CONL,COIN,0.0,0.0,0.4208544106839573,0.08757680187621837,1.6819413427265646,1.0,False,3.151581880007396e-11
CRWL,CRWD,0.0,0.0,0.0465504985619438,0.08582561194715538,0.18983464407701595,1.0,False,1.2383394566081698e-11
DLLL,DELL,0.0,0.0,0.10631963115601364,0.11885829380235069,0.3130776129639245,1.0,False,1.2607714951336491e-11
ETRL,ETOR,0.0,0.0,0.1517948532031413,0.10324241066707655,0.5145966495534547,1.0,False,1.3895944415298471e-11
INTW,INTC,0.0,0.0,0.4131507600060071,0.09051101101462831,1.5976262377483763,1.0,False,2.6163965824984336e-11
IONL,IONQ,0.0,0.0,0.15273255501631688,0.35757528417797624,0.14949689372015995,1.0,False,1.3498617003644227e-11
MRAL,MARA,0.0,0.0,0.13209555884826796,0.1435895658941978,0.3219833231542766,1.0,False,1.319651170102908e-11
FBL,META,0.0,0.0,0.12615715775073716,0.07484901735193517,0.5899209739139802,1.0,False,1.1451083613628395e-11
MVLL,MRVL,0.0,0.0,0.20203032445855773,0.10231881355153115,0.6910812499294959,1.0,False,1.6764090468010795e-11
MULL,MU,0.0,0.0,0.2783542939709289,0.09537740620260327,1.0214578773810896,1.0,False,2.1899379643412145e-11
NBIL,NBIS,0.0,0.0,0.7875313943789994,0.11080868412212674,2.487494461434631,1.0,False,3.3383986950861943e-09
NOWL,NOW,0.0,0.0,0.1246516510408956,0.11517726487276206,0.37879070936881515,1.0,False,1.2990211843203352e-11
NVDL,NVDA,0.0,0.0,0.07469126915178935,0.07694288510843499,0.3397577848333168,1.0,False,8.952015932178978e-12
PTIR,PLTR,0.0,0.0,0.28789192145462306,0.08404778529478844,1.1988676698107599,1.0,False,2.6014942450823168e-11
RDTL,RDDT,0.0,0.0,0.3242867991890356,0.10963501602086614,1.0352566528066236,1.0,False,2.6887278170629753e-11
SMCL,SMCI,0.0,0.0,0.07421487554370194,0.3256382317067137,0.07976706636734923,1.0,False,1.2317910718350949e-11
TSMU,TSM,0.0,0.0,0.08135437022554054,0.07565619742887691,0.37636083422917377,1.0,False,1.1070594420342458e-11
UBRL,UBER,0.0,0.0,0.13227339856605674,0.07484901735193517,0.6185210058328564,1.0,False,1.3201817858148234e-11
VRTL,VRT,0.0,0.0,0.248851915129828,0.10606593290627216,0.8211700770350673,1.0,False,2.071659720811717e-11
COYY,COIN,0.0,0.0,0.3731802257351789,0.2510734642979833,0.5202185717734639,1.0,False,9.574934139205482e-11
IOYY,IONQ,0.0,0.0,0.5932301134989253,0.26826695080684526,0.7739698800025493,1.0,False,0.03999999996135478
MAAY,MARA,0.0,0.0,0.5770089807709469,0.2539926558008446,0.7951141052998896,1.0,False,0.03999999996243378
FBYY,META,0.0,0.0,0.40931923359077504,0.24684670181291274,0.5803672105181724,1.0,False,1.8268022079235993e-10
MTYY,MSTR,0.0,0.0,0.5278188691463831,0.26318686433342864,0.7019218252746583,1.0,False,0.03999999997359967
SMYY,SMCI,0.0,0.0,0.5250177588623346,0.2740435310679673,0.6705365928022674,1.0,False,0.03999999997112932
XBTY,IBIT,0.0,0.0,0.5029723900564718,0.21170235870678145,0.8315464107019702,1.0,False,0.03999999985305294
MSTZ,MSTR,0.0,0.0,0.7127907965383271,0.5160199327568185,0.4834634535445046,1.0,False,2.040564858900027e-11
CONI,COIN,0.0,0.0,0.6562780248116088,0.4465912411484712,0.5143345581372457,1.0,False,0.02500000000305075
MSDD,MSTR,0.0,0.0,1.0779873420469552,0.4337188320447181,0.8699082028274338,1.0,False,0.02499999997715557
ETHD,ETHA,0.0,0.0,1.1318838934892521,0.30106243085983114,1.3158711353981007,1.0,False,0.024999999997276378
CORD,CRWV,0.0,0.0,0.8738330124831828,0.9925464042879254,0.3081382926257553,1.0,False,0.024999999998854626
PLTZ,PLTR,0.0,0.0,0.6241217588356408,0.2664824843433857,0.8197259798546163,1.0,False,0.025000000003257042
