ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
MUU,MU,1.994051,361,ols,0.039284,-0.002884,0.042168,100000,0.042168,False,False,False,,True,False,False,False,False,True,False,False,False,1.256729,0.504396,0.601591,0.358689,0.504396,0.46222799999999997,0.46222799999999997,0.49851275,0.5982153,0.5,0.5982153
NFXL,NFLX,1.99695,366,ols,0.205918,-0.16951799999999997,0.375436,1000,0.375436,False,False,False,,False,True,False,False,True,False,True,False,False,0.698387,0.227328,0.329941,0.108364,0.227328,-0.148108,-0.148108,0.4992375,0.599085,0.5,0.599085
NVDU,NVDA,1.986297,499,ols,0.060134,-0.023734,0.083868,2000,0.083868,False,False,False,,True,False,False,False,False,True,False,False,False,0.981801,0.351458,0.493991,0.239034,0.351458,0.26759,0.26759,0.49657425,0.5958891,0.5,0.5958891
ORCU,ORCL,2.005976,83,ols,0.138235,-0.10183500000000001,0.24007,50000,0.24007,False,False,False,,True,False,False,False,False,True,False,False,False,1.096463,0.370422,0.512332,0.264842,0.299616,0.13035199999999997,0.05954599999999999,0.501494,0.6017928,0.501494,0.6017928
PALU,PANW,2.006484,247,ols,0.059477,-0.023077,0.082554,200000,0.082554,False,False,False,,True,False,False,False,False,True,False,False,False,0.716945,0.231186,0.340669,0.117187,0.228924,0.148632,0.14637,0.501621,0.6019452,0.501621,0.6019452
PLTU,PLTR,1.9917,318,ols,0.082631,-0.046231,0.128862,3000,0.128862,False,False,False,,True,False,False,False,False,True,False,False,False,1.286159,0.496415,0.626056,0.38708,0.496415,0.367553,0.367553,0.497925,0.59751,0.5,0.59751
QCMU,QCOM,2.003445,186,ols,0.028744000000000002,0.007656,0.021088000000000003,10000,0.021088000000000003,False,False,False,,True,False,False,False,False,True,False,False,False,0.651629,0.216783,0.383606,0.147915,0.198746,0.195695,0.177658,0.50086125,0.6010335,0.50086125,0.6010335
SHPU,SHOP,2.011222,157,ols,0.150089,-0.113689,0.263778,15000,0.263778,False,False,False,,True,False,False,False,False,True,False,False,False,1.024067,0.343392,0.577284,0.338888,0.341694,0.07961399999999996,0.07791599999999999,0.5028055,0.6033666,0.5028055,0.6033666
SOFA,SOFI,1.989283,27,ols_short_history,0.052956,-0.016556,0.069512,2000,0.069512,False,False,False,,True,False,False,False,False,True,False,False,False,0.846016,,0.572903,0.32296,0.32296,,0.253448,0.49732075,0.5967849,0.5,0.5967849
TSLL,TSLA,1.992849,499,ols,0.06491,-0.02851,0.09342,2300000,0.09342,False,False,False,,True,False,False,False,False,True,False,False,False,1.248731,0.494617,0.626478,0.388275,0.494617,0.40119699999999997,0.40119699999999997,0.49821225,0.5978547,0.5,0.5978547
TSMX,TSM,1.993783,366,ols,0.221167,-0.18476700000000001,0.405934,250000,0.405934,False,False,False,,False,True,False,False,False,False,True,False,False,0.803424,0.274229,0.405604,0.162984,0.274229,-0.13170500000000002,-0.13170500000000002,0.49844575,0.5981349,0.5,0.5981349
XOMX,XOM,1.97012,229,ols,0.052956,-0.016556,0.069512,2000,0.069512,False,False,False,,True,False,False,False,False,True,False,False,False,0.426476,0.13079,0.225195,0.048462,0.123276,0.061277999999999985,0.05376399999999999,0.49253,0.591036,0.5,0.591036
YINN,FXI,2.973534,499,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,0.856932,0.367632,0.287489,0.24251,0.367632,0.367632,0.367632,0.7433835,1.0,0.7433835,1.0
MEXX,EWW,2.957699,499,ols,0.058369,-0.021969,0.08033799999999999,700,0.08033799999999999,False,False,False,,True,False,False,False,False,True,False,True,False,0.733413,0.292021,0.247337,0.177112,0.292021,0.21168299999999998,0.21168299999999998,0.73942475,0.8873097,0.73942475,0.8873097
KORU,EWY,2.930695,499,ols,0.110343,-0.07394300000000001,0.184286,40000,0.184286,False,False,False,,True,False,False,False,False,True,False,False,False,0.882848,0.363827,0.300927,0.256199,0.363827,0.179541,0.179541,0.73267375,0.8792085,0.73267375,0.8792085
HIBL,SPY,4.490852,499,ols,0.759808,-0.723408,1.483216,41,1.483216,False,False,False,,False,True,False,False,False,False,True,True,False,0.805424,0.41224,0.165499,0.214695,0.41224,-1.0709760000000002,-1.0709760000000002,1.0,1.0,1.0,1.0
LABU,XBI,2.987353,499,ols,0.163607,-0.12720700000000001,0.290814,800,0.290814,False,False,False,,True,False,False,False,False,True,False,True,False,0.776524,0.321031,0.259741,0.200268,0.321031,0.030216999999999994,0.030216999999999994,0.74683825,0.8962059,0.74683825,0.8962059
SOXL,SOXX,2.96043,499,ols,0.022828,0.013571999999999999,0.009256000000000002,100000,0.009256000000000002,False,False,False,,True,False,False,False,False,True,False,False,False,1.117871,0.538196,0.377287,0.413066,0.538196,0.52894,0.52894,0.7401075,0.8881290000000001,0.7401075,0.8881290000000001
CHAU,ASHR,1.966436,499,ols,0.021297999999999997,0.015101999999999999,0.006195999999999998,75000,0.006195999999999998,False,False,False,,True,False,False,False,False,True,False,False,False,0.51563,0.116397,0.261744,0.065099,0.116397,0.11020100000000001,0.11020100000000001,0.491609,0.5899308,0.5,0.5899308
CWEB,KWEB,1.987533,499,ols,0.022561,0.013838999999999999,0.008722000000000002,9000,0.008722000000000002,False,False,False,,True,False,False,False,False,True,False,False,False,0.7041,0.188764,0.353991,0.122976,0.188764,0.18004199999999998,0.18004199999999998,0.49688325,0.5962599,0.5,0.5962599
ERX,XLE,1.987345,499,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,0.439084,0.102807,0.22061,0.047749,0.102807,0.102807,0.102807,0.49683625,1.0,0.5,1.0
NUGT,GDX,1.980696,499,ols,0.024127,0.012273000000000001,0.011853999999999998,5000,0.011853999999999998,False,False,False,,True,False,False,False,False,True,False,False,False,0.769305,0.210784,0.388057,0.146256,0.210784,0.19893,0.19893,0.495174,0.5942088,0.5,0.5942088
JNUG,GDXJ,1.972948,499,ols,0.042713,-0.006313,0.049026,10000,0.049026,False,False,False,,True,False,False,False,False,True,False,False,False,0.855273,0.245849,0.432426,0.179473,0.245849,0.19682300000000003,0.19682300000000003,0.493237,0.5918844,0.5,0.5918844
GUSH,XOP,2.009969,499,ols,0.037572999999999995,-0.001173,0.038745999999999996,250000,0.038745999999999996,False,False,False,,True,False,False,False,False,True,False,False,False,0.581102,0.142684,0.288885,0.084707,0.142684,0.103938,0.103938,0.50249225,0.6029907,0.50249225,0.6029907
URAA,URA,1.934354,435,ols,0.032317,0.004083,0.028234,30000,0.028234,False,False,False,,True,False,False,False,False,True,False,False,False,0.881817,0.378531,0.437549,0.17301,0.378531,0.350297,0.350297,0.4835885,0.5803062,0.5,0.5803062
MSTU,MSTR,1.96578,377,ols,0.25436800000000004,-0.21796800000000002,0.4723360000000001,100000,0.4723360000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.725176,1.083708,0.886947,0.746756,1.083708,0.6113719999999998,0.6113719999999998,0.491445,0.589734,0.5,0.589734
NVDX,NVDA,1.99731,499,ols,0.108028,-0.071628,0.17965599999999998,150000,0.17965599999999998,False,False,False,,True,False,False,False,False,True,False,False,False,0.987713,0.40776,0.493991,0.243043,0.40776,0.22810400000000003,0.22810400000000003,0.4993275,0.599193,0.5,0.599193
TSLT,TSLA,1.992824,499,ols,0.097987,-0.061586999999999996,0.159574,85000,0.159574,False,False,False,,True,False,False,False,False,True,False,False,False,1.248922,0.531776,0.626478,0.38826,0.531776,0.37220200000000003,0.37220200000000003,0.498206,0.5978471999999999,0.5,0.5978471999999999
BTCL,IBIT,2.006548,426,ols,0.041715999999999996,-0.0053159999999999995,0.047032,15000,0.047032,False,False,False,,True,False,False,False,False,True,False,False,False,1.007095,0.426256,0.501273,0.253748,0.426256,0.379224,0.379224,0.501637,0.6019644,0.501637,0.6019644
ETU,ETHA,1.989804,351,ols,0.037278,-0.000878,0.038155999999999995,25000,0.038155999999999995,False,False,False,,True,False,False,False,False,True,False,False,False,1.527916,0.738493,0.753696,0.559399,0.738493,0.700337,0.700337,0.497451,0.5969412,0.5,0.5969412
CCUP,CRCL,1.98229,154,ols,0.22131399999999998,-0.184914,0.406228,45000,0.406228,False,False,False,,False,True,False,False,False,False,True,False,False,1.906832,0.907487,1.184311,1.365553,1.085624,0.5012590000000001,0.6793959999999999,0.4955725,0.594687,0.5,0.594687
CRWU,CRWV,1.989008,164,ols,0.185424,-0.149024,0.33444799999999997,20000,0.33444799999999997,False,False,False,,False,True,False,False,True,False,True,False,False,1.958791,1.111135,1.193997,1.402209,1.21278,0.776687,0.878332,0.497252,0.5967024,0.5,0.5967024
AAPX,AAPL,1.995558,499,ols,0.12679,-0.09039,0.21718,15000,0.21718,False,False,False,,True,False,False,False,False,True,False,False,False,0.567717,0.190346,0.283953,0.080093,0.190346,-0.026834000000000024,-0.026834000000000024,0.4988895,0.5986674,0.5,0.5986674
GOOX,GOOGL,1.983456,499,ols,0.007066,0.029334,0.0,40000,0.0,False,False,False,,True,False,False,False,False,True,False,False,False,0.591036,0.206296,0.296475,0.085728,0.206296,0.206296,0.206296,0.495864,0.5950368,0.5,0.5950368
MSFX,MSFT,2.007203,499,ols,0.066361,-0.029961,0.096322,20000,0.096322,False,False,False,,True,False,False,False,False,True,False,False,False,0.482446,0.186942,0.239624,0.058042,0.186942,0.09061999999999999,0.09061999999999999,0.50180075,0.6021609,0.50180075,0.6021609
NFLU,NFLX,1.990079,370,ols,0.038342999999999995,-0.001943,0.040285999999999995,25000,0.040285999999999995,False,False,False,,True,False,False,False,False,True,False,False,False,0.693302,0.230071,0.329941,0.107246,0.230071,0.189785,0.189785,0.49751975,0.5970236999999999,0.5,0.5970236999999999
ROBN,HOOD,2.01194,285,ols,0.10252499999999999,-0.066125,0.16865,30000,0.16865,False,False,False,,True,False,False,False,False,True,False,False,False,1.526737,0.7462,0.704171,0.504773,0.7462,0.57755,0.57755,0.502985,0.603582,0.502985,0.603582
ARMU,ARM,1.9749,263,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.134524,0.574674,0.626538,0.377894,0.574674,0.574674,0.574674,0.493725,1.0,0.5,1.0
DJTU,DJT,2.003906,264,ols,0.250565,-0.214165,0.46473,100000,0.46473,False,False,False,,False,True,False,False,False,False,True,False,False,1.469315,0.825117,1.000273,1.006416,0.825117,0.360387,0.360387,0.5009765,0.6011718,0.5009765,0.6011718
RBLU,RBLX,2.019065,264,ols,0.064347,-0.027947000000000003,0.092294,2000,0.092294,False,False,False,,True,False,False,False,False,True,False,False,False,1.120238,0.490604,0.520733,0.278967,0.490604,0.39831,0.39831,0.50476625,0.6057195,0.50476625,0.6057195
SNOU,SNOW,2.018539,228,ols,0.010228999999999999,0.026171000000000003,0.0,8000,0.0,False,False,False,,True,False,False,False,False,True,False,False,False,0.988657,0.375331,0.52015,0.278126,0.366073,0.375331,0.366073,0.50463475,0.6055617,0.50463475,0.6055617
SMUP,SMR,2.057105,164,ols,0.09084400000000001,-0.054444,0.145288,1000,0.145288,False,False,False,,True,False,False,False,False,True,False,False,False,2.305849,4.591066,1.158099,1.458263,3.497071,4.445778,3.351783,0.51427625,0.6171314999999999,0.51427625,0.6171314999999999
DKUP,DKNG,1.895664,160,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,0.957393,0.313356,0.475418,0.191879,0.269007,0.313356,0.269007,0.473916,1.0,0.5,1.0
BULU,BULL,1.941332,159,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.13686,0.73526,0.573037,0.300039,0.574643,0.73526,0.574643,0.485333,1.0,0.5,1.0
GLXU,GLXY,2.010849,155,ols,0.091418,-0.055018000000000004,0.146436,85000,0.146436,False,False,False,,True,False,False,False,False,True,False,False,False,1.849862,1.058208,0.897896,0.819385,0.96628,0.911772,0.819844,0.50271225,0.6032546999999999,0.50271225,0.6032546999999999
AFRU,AFRM,1.950087,129,ols,0.194132,-0.15773199999999998,0.35186399999999995,5000,0.35186399999999995,False,False,False,,False,True,False,False,True,False,True,False,False,1.216601,0.681419,0.755606,0.528906,0.606978,0.32955500000000004,0.25511400000000006,0.48752175,0.5850261,0.5,0.5850261
KTUP,KTOS,2.025979,129,ols,0.1673,-0.1309,0.2982,10000,0.2982,False,False,False,,True,False,False,False,False,True,False,False,False,1.523578,0.742287,0.552474,0.317225,0.534816,0.444087,0.23661599999999994,0.50649475,0.6077937,0.50649475,0.6077937
TTDU,TTD,1.998082,128,ols,0.217184,-0.18078399999999997,0.397968,25000,0.397968,False,False,False,,False,True,False,False,True,False,True,False,False,1.013291,0.503475,0.619216,0.382326,0.443862,0.10550700000000002,0.04589399999999999,0.4995205,0.5994246,0.5,0.5994246
BMNU,BMNR,1.944245,121,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,2.086487,1.664131,1.083099,1.076817,1.358821,1.664131,1.358821,0.48606125,1.0,0.5,1.0
SBTU,SBET,2.02941,104,ols,0.126531,-0.090131,0.21666200000000002,30000,0.21666200000000002,False,False,False,,True,False,False,False,False,True,False,False,False,1.755012,0.813101,0.864789,0.781175,0.794351,0.5964389999999999,0.577689,0.5073525,0.608823,0.5073525,0.608823
CIFU,CIFR,1.989553,81,ols,0.31005,-0.27365,0.5837,10000,0.5837,False,False,False,,False,True,False,False,False,False,True,False,False,2.09732,1.259423,1.114027,1.221676,1.233809,0.675723,0.6501089999999999,0.49738825,0.5968659,0.5,0.5968659
SOLX,GSOL,1.982932,74,ols,0.061093,-0.024693,0.085786,1000,0.085786,False,False,False,,True,False,False,False,False,True,False,False,False,1.599186,0.75944,1.127651,1.239227,1.098337,0.673654,1.012551,0.495733,0.5948796,0.5,0.5948796
XRPK,XRPZ,1.959111,74,ols,0.10302199999999999,-0.066622,0.169644,500,0.169644,False,False,False,,True,False,False,False,False,True,False,True,False,1.696203,1.108558,0.855121,0.686994,0.810787,0.9389139999999999,0.641143,0.48977775,0.5877333,0.5,0.5877333
XRPT,XRPZ,2.017871,80,ols,0.07628,-0.03988,0.11616,20000,0.11616,False,False,False,,True,False,False,False,False,True,False,False,False,1.61595,0.923941,0.855121,0.75095,0.805868,0.807781,0.689708,0.50446775,0.6053613,0.50446775,0.6053613
GMEU,GME,1.968899,228,ols,0.21428999999999998,-0.17789000000000002,0.39218,4000,0.39218,False,False,False,,False,True,False,False,True,False,True,False,False,0.896636,0.598762,0.44852,0.191883,0.560012,0.20658200000000004,0.16783199999999998,0.49222475,0.5906697,0.5,0.5906697
APLX,APLD,1.994465,134,ols,0.140221,-0.103821,0.244042,3000,0.244042,False,False,False,,True,False,False,False,False,True,False,False,False,2.160341,1.297916,1.320115,1.728262,1.499427,1.053874,1.255385,0.49861625,0.5983394999999999,0.5,0.5983394999999999
APPX,APP,1.984746,227,ols,0.057582,-0.021182,0.078764,200000,0.078764,False,False,False,,True,False,False,False,False,True,False,False,False,1.414427,0.645659,0.816994,0.652284,0.646316,0.5668949999999999,0.5675520000000001,0.4961865,0.5954238,0.5,0.5954238
ARCX,ACHR,1.989705,196,ols,0.145592,-0.109192,0.254784,6000,0.254784,False,False,False,,True,False,False,False,False,True,False,False,False,1.460294,0.673451,0.871626,0.74804,0.690026,0.418667,0.435242,0.49742625,0.5969115,0.5,0.5969115
ASTX,ASTS,1.98958,175,ols,0.097918,-0.061517999999999996,0.159436,100000,0.159436,False,False,False,,True,False,False,False,False,True,False,False,False,2.05016,1.160836,1.294842,1.650501,1.310456,1.0014,1.1510200000000002,0.497395,0.5968739999999999,0.5,0.5968739999999999
BEX,BE,1.975682,87,ols,0.10989399999999999,-0.073494,0.183388,10000,0.183388,False,False,False,,True,False,False,False,False,True,False,False,False,2.112125,1.108487,0.985869,0.936772,0.996055,0.925099,0.812667,0.4939205,0.5927045999999999,0.5,0.5927045999999999
BLSX,BLSH,1.878888,101,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.407123,1.126613,0.823389,0.559776,0.786961,1.126613,0.786961,0.469722,1.0,0.5,1.0
CEGX,CEG,1.979863,175,ols,0.09557700000000001,-0.059177,0.154754,7000,0.154754,False,False,False,,True,False,False,False,False,True,False,False,False,0.938424,0.316653,0.583755,0.330546,0.320898,0.16189900000000002,0.16614400000000001,0.49496575,0.5939589,0.5,0.5939589
CELT,CELH,1.854188,112,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.191091,0.609156,0.614253,0.298794,0.436733,0.609156,0.436733,0.463547,1.0,0.5,1.0
CLSX,CLSK,1.996677,129,ols,0.152943,-0.116543,0.269486,4000,0.269486,False,False,False,,True,False,False,False,False,True,False,False,False,2.074934,1.2696,0.956827,0.91096,1.09455,1.000114,0.8250639999999999,0.49916925,0.5990031,0.5,0.5990031
COZX,CORZ,2.049246,93,ols,0.026922,0.009478,0.017444,20000,0.017444,False,False,False,,True,False,False,False,False,True,False,False,False,1.451123,0.643815,0.859506,0.794217,0.738711,0.626371,0.721267,0.5123115,0.6147738,0.5123115,0.6147738
CRDU,CRDO,1.988927,129,ols,0.112494,-0.076094,0.18858799999999998,90000,0.18858799999999998,False,False,False,,True,False,False,False,False,True,False,False,False,1.737929,0.978353,0.904895,0.805285,0.893879,0.789765,0.705291,0.49723175,0.5966781,0.5,0.5966781
CSEX,CLS,1.999384,87,ols,0.057661,-0.021261000000000002,0.07892199999999999,15000,0.07892199999999999,False,False,False,,True,False,False,False,False,True,False,False,False,1.499465,0.588768,0.702631,0.493234,0.526216,0.509846,0.447294,0.499846,0.5998152,0.5,0.5998152
CWVX,CRWV,1.989665,175,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.935491,0.925387,1.193997,1.403604,1.071509,0.925387,1.071509,0.49741625,1.0,0.5,1.0
DASX,DASH,1.886686,101,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,1.022944,-0.124425,0.406183,0.138001,0.032822,-0.124425,0.032822,0.4716715,1.0,0.5,1.0
DOGD,DDOG,2.01348,153,ols,0.125962,-0.089562,0.215524,10000,0.215524,False,False,False,,True,False,False,False,False,True,False,False,False,1.188773,0.424629,0.478742,0.233849,0.34968,0.20910499999999999,0.134156,0.50337,0.6040439999999999,0.50337,0.6040439999999999
ENPX,ENPH,2.016665,129,ols,0.18420899999999998,-0.147809,0.332018,700,0.332018,False,False,False,,False,True,False,False,True,False,True,True,False,1.631748,0.682874,0.7252,0.539135,0.612716,0.350856,0.28069800000000006,0.50416625,0.6049995,0.50416625,0.6049995
FLYT,FLY,1.967054,102,ols,0.17465599999999998,-0.138256,0.31291199999999997,300,0.31291199999999997,False,False,False,,False,True,False,False,True,False,True,True,False,2.240048,1.405303,1.06169,1.072093,1.206964,1.0923910000000001,0.894052,0.4917635,0.5901162,0.5,0.5901162
GEVX,GEV,1.992019,175,ols,0.03997,-0.00357,0.043539999999999995,30000,0.043539999999999995,False,False,False,,True,False,False,False,False,True,False,False,False,1.00797,0.313522,0.531064,0.278662,0.30287,0.26998200000000006,0.25932999999999995,0.49800475,0.5976057,0.5,0.5976057
IREX,IREN,1.982023,102,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,2.204817,1.385387,1.060841,1.095219,1.212668,1.385387,1.212668,0.49550575,1.0,0.5,1.0
JOBX,JOBY,1.978615,134,ols,0.262691,-0.22629100000000002,0.488982,6000,0.488982,False,False,False,,False,True,False,False,False,False,True,False,False,1.464401,0.709273,0.812323,0.638853,0.676299,0.22029100000000001,0.18731699999999996,0.49465375,0.5935845,0.5,0.5935845
LABX,ALAB,1.994296,153,ols,0.051603,-0.015203,0.066806,45000,0.066806,False,False,False,,True,False,False,False,False,True,False,False,False,1.772687,0.962077,0.903142,0.8087,0.901822,0.8952709999999999,0.835016,0.498574,0.5982888,0.5,0.5982888
LRCU,LRCX,2.044403,148,ols,0.059394,-0.022994,0.082388,20000,0.082388,False,False,False,,True,False,False,False,False,True,False,False,False,1.070599,0.42477,0.491463,0.257861,0.355887,0.34238199999999996,0.273499,0.51110075,0.6133209,0.51110075,0.6133209
MDBX,MDB,1.992859,148,ols,0.08376099999999999,-0.04736100000000001,0.131122,5000,0.131122,False,False,False,,True,False,False,False,False,True,False,False,False,1.577944,0.633776,0.668257,0.441795,0.554546,0.502654,0.423424,0.49821475,0.5978576999999999,0.5,0.5978576999999999
NEBX,NBIS,1.998569,134,ols,0.066662,-0.030261999999999997,0.096924,80000,0.096924,False,False,False,,True,False,False,False,False,True,False,False,False,1.864521,0.945051,1.115858,1.242468,1.084318,0.848127,0.9873939999999999,0.49964225,0.5995707,0.5,0.5995707
NNEX,NNE,1.992413,87,ols,0.152146,-0.115746,0.267892,500,0.267892,False,False,False,,True,False,False,False,False,True,False,True,False,1.674279,0.81808,1.522028,2.290272,1.782015,0.550188,1.5141229999999999,0.49810325,0.5977239,0.5,0.5977239
NVTX,NVTS,1.999576,134,ols,,,,0,,False,True,False,,False,False,False,False,False,True,False,True,False,2.490945,1.655171,1.610363,2.59162,2.093667,1.655171,2.093667,0.499894,1.0,0.5,1.0
OPEX,OPEN,1.997958,102,ols,0.37376600000000004,-0.33736600000000005,0.7111320000000001,10000,0.7111320000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.917792,1.099242,1.298725,1.681524,1.445838,0.38810999999999996,0.7347059999999999,0.4994895,0.5993873999999999,0.5,0.5993873999999999
PONX,PONY,2.017956,134,ols,0.255004,-0.218604,0.47360800000000003,10000,0.47360800000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.562721,0.740445,1.250832,1.606973,1.1462,0.266837,0.6725920000000001,0.504489,0.6053867999999999,0.504489,0.6053867999999999
QBTX,QBTS,1.992614,227,ols,0.07525699999999999,-0.038857,0.114114,35000,0.114114,False,False,False,,True,False,False,False,False,True,False,False,False,2.377291,1.367821,1.399427,1.936752,1.424263,1.253707,1.310149,0.4981535,0.5977842,0.5,0.5977842
