ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
AMDY,AMD,1.0,False,,scraped_income,0.789782,500,posterior.scraped_income_default,0.011518011083337349,0.0818317290173435,1,ok,0.55,30.0,scraped_income_default
AMZY,AMZN,1.0,False,,scraped_income,0.747254,500,posterior.scraped_income_default,0.014546621078873763,0.056261822847563786,1,ok,0.55,30.0,scraped_income_default
APLY,AAPL,1.0,False,,scraped_income,0.75661,500,posterior.scraped_income_default,0.020934982946849274,0.06024249819073607,1,ok,0.55,30.0,scraped_income_default
BABO,BABA,1.0,False,,scraped_income,0.755508,461,posterior.scraped_income_default,0.014789346739160705,0.0749341604887269,1,ok,0.55,30.0,scraped_income_default
BRKC,BRK-B,1.0,False,,scraped_income,0.728896,255,posterior.scraped_income_default,0.040883786712032466,0.04906023525906785,1,ok,0.55,30.0,scraped_income_default
CONY,COIN,1.0,False,,scraped_income,0.788355,500,posterior.scraped_income_default,0.015450121239040278,0.10090843386726733,1,ok,0.55,30.0,scraped_income_default
CRCO,CRCL,1.0,False,,scraped_income,0.768716,175,posterior.scraped_income_default,0.011145287662800395,0.1398816256315056,1,ok,0.55,30.0,scraped_income_default
CVNY,CVNA,1.0,False,,scraped_income,0.770645,341,posterior.scraped_income_default,0.0156385207741408,0.11459656580796986,1,ok,0.55,30.0,scraped_income_default
DISO,DIS,1.0,False,,scraped_income,0.744677,500,posterior.scraped_income_default,0.0252951446991539,0.0683634251409465,1,ok,0.55,30.0,scraped_income_default
DRAY,DKNG,1.0,False,,scraped_income,0.730602,229,posterior.scraped_income_default,0.020721561519081347,0.16229725798475705,1,ok,0.55,30.0,scraped_income_default
FBY,META,1.0,False,,scraped_income,0.77864,500,posterior.scraped_income_default,0.014149745483341306,0.06600687582472411,1,ok,0.55,30.0,scraped_income_default
GMEY,GME,1.0,False,,scraped_income,0.66264,190,posterior.scraped_income_default,0.03831002708931271,0.1546771762700512,1,ok,0.55,30.0,scraped_income_default
GOOY,GOOGL,1.0,False,,scraped_income,0.759114,500,posterior.scraped_income_default,0.010875359472508046,0.05430843775686865,1,ok,0.55,30.0,scraped_income_default
HIYY,HIMS,1.0,False,,scraped_income,0.757308,180,posterior.scraped_income_default,0.01552059191867807,0.2903544257574998,1,ok,0.55,30.0,scraped_income_default
HOOY,HOOD,1.0,False,,scraped_income,0.737175,274,posterior.scraped_income_default,0.017818871850627506,0.112481124681804,1,ok,0.55,30.0,scraped_income_default
MARO,MARA,1.0,False,,scraped_income,0.733213,375,posterior.scraped_income_default,0.015161896817939762,0.14489572382627716,1,ok,0.55,30.0,scraped_income_default
MRNY,MRNA,1.0,False,,scraped_income,0.73356,500,posterior.scraped_income_default,0.015339591248460314,0.10336451561958729,1,ok,0.55,30.0,scraped_income_default
MSFO,MSFT,1.0,False,,scraped_income,0.776985,500,posterior.scraped_income_default,0.012148622175137175,0.05788771621264416,1,ok,0.55,30.0,scraped_income_default
MSTY,MSTR,1.0,False,,scraped_income,0.779406,500,posterior.scraped_income_default,0.015152828850700458,0.12898599184929263,1,ok,0.55,30.0,scraped_income_default
NFLY,NFLX,1.0,False,,scraped_income,0.756881,500,posterior.scraped_income_default,0.01653730662927022,0.07855585081321349,1,ok,0.55,30.0,scraped_income_default
NVDY,NVDA,1.0,False,,scraped_income,0.765807,500,posterior.scraped_income_default,0.018353946536854533,0.07811532699907957,1,ok,0.55,30.0,scraped_income_default
PLTY,PLTR,1.0,False,,scraped_income,0.770164,419,posterior.scraped_income_default,0.011850090585140667,0.08524498572935023,1,ok,0.55,30.0,scraped_income_default
PYPY,PYPL,1.0,False,,scraped_income,0.771829,500,posterior.scraped_income_default,0.02623832919691759,0.08036418217360744,1,ok,0.55,30.0,scraped_income_default
RBLY,RBLX,1.0,False,,scraped_income,0.75241,219,posterior.scraped_income_default,0.013761139027752825,0.09616470778055448,1,ok,0.55,30.0,scraped_income_default
RDYY,RDDT,1.0,False,,scraped_income,0.735511,190,posterior.scraped_income_default,0.015090750316702376,0.09998734784901953,1,ok,0.55,30.0,scraped_income_default
SMCY,SMCI,1.0,False,,scraped_income,0.750491,437,posterior.scraped_income_default,0.028819457432555325,0.1545415413824363,1,ok,0.55,30.0,scraped_income_default
SNOY,SNOW,1.0,False,,scraped_income,0.783472,500,posterior.scraped_income_default,0.04791591692766382,0.11013955794753473,1,ok,0.55,30.0,scraped_income_default
TSLY,TSLA,1.0,False,,scraped_income,0.760555,500,posterior.scraped_income_default,0.015457886252653623,0.09338755104209116,1,ok,0.55,30.0,scraped_income_default
TSMY,TSM,1.0,False,,scraped_income,0.758655,452,posterior.scraped_income_default,0.014496939286352402,0.06852544590702203,1,ok,0.55,30.0,scraped_income_default
XOMO,XOM,1.0,False,,scraped_income,0.765668,500,posterior.scraped_income_default,0.023147041120360028,0.05594076382713193,1,ok,0.55,30.0,scraped_income_default
XYZY,XYZ,1.0,False,,scraped_income,0.766962,500,posterior.scraped_income_default,0.01426743640049226,0.09420362150351401,1,ok,0.55,30.0,scraped_income_default
AAPW,AAPL,1.0,False,,scraped_income,1.066646,328,posterior.scraped_income_default,0.058078861438918904,0.07718722956539509,1,ok,0.55,30.0,scraped_income_default
AMDW,AMD,1.0,False,,scraped_income,1.040131,222,posterior.scraped_income_default,0.004271941500002422,0.044643651628842054,1,ok,0.55,30.0,scraped_income_default
AMZW,AMZN,1.0,False,,scraped_income,1.055641,246,posterior.scraped_income_default,0.00887627161847465,0.04202265423063936,1,ok,0.55,30.0,scraped_income_default
ARMW,ARM,1.0,False,,scraped_income,1.012995,158,posterior.scraped_income_default,0.006765601064289615,0.06302386460611922,1,ok,0.55,30.0,scraped_income_default
AVGW,AVGO,1.0,False,,scraped_income,1.038067,222,posterior.scraped_income_default,0.005361372599402188,0.03873202946710143,1,ok,0.55,30.0,scraped_income_default
BABW,BABA,1.0,False,,scraped_income,1.02804,158,posterior.scraped_income_default,0.008640510330023549,0.038930428403595084,1,ok,0.55,30.0,scraped_income_default
BRKW,BRK-B,1.0,False,,scraped_income,1.033761,246,posterior.scraped_income_default,0.014132380915289004,0.02990366193510757,1,ok,0.55,30.0,scraped_income_default
COIW,COIN,1.0,False,,scraped_income,1.076216,329,posterior.scraped_income_default,0.006100485580005224,0.06204692504187987,1,ok,0.55,30.0,scraped_income_default
COSW,COST,1.0,False,,scraped_income,1.018478,158,posterior.scraped_income_default,0.01815463231540452,0.06456686428917364,1,ok,0.55,30.0,scraped_income_default
GOOW,GOOGL,1.0,False,,scraped_income,1.064629,222,posterior.scraped_income_default,0.007681309199165109,0.03926007774756461,1,ok,0.55,30.0,scraped_income_default
HOOW,HOOD,1.0,False,,scraped_income,1.053858,246,posterior.scraped_income_default,0.008846156128731363,0.046507730938857225,1,ok,0.55,30.0,scraped_income_default
METW,META,1.0,False,,scraped_income,1.052811,246,posterior.scraped_income_default,0.007637355356174494,0.0310965862573162,1,ok,0.55,30.0,scraped_income_default
MSFW,MSFT,1.0,False,,scraped_income,1.04269,222,posterior.scraped_income_default,0.008934882116535795,0.0374562480275786,1,ok,0.55,30.0,scraped_income_default
MSTW,MSTR,1.0,False,,scraped_income,1.033719,222,posterior.scraped_income_default,0.01585526136247904,0.0607351113116241,1,ok,0.55,30.0,scraped_income_default
NFLW,NFLX,1.0,False,,scraped_income,1.043252,246,posterior.scraped_income_default,0.005642259496424872,0.02806104963125429,1,ok,0.55,30.0,scraped_income_default
NVDW,NVDA,1.0,False,,scraped_income,1.061578,329,posterior.scraped_income_default,0.006813428266471549,0.03367209363037722,1,ok,0.55,30.0,scraped_income_default
PLTW,PLTR,1.0,False,,scraped_income,1.070997,329,posterior.scraped_income_default,0.006211081602976708,0.07586926369988616,1,ok,0.55,30.0,scraped_income_default
TSLW,TSLA,1.0,False,,scraped_income,1.06812,329,posterior.scraped_income_default,0.0041540198723054225,0.041278159338811946,1,ok,0.55,30.0,scraped_income_default
UBEW,UBER,1.0,False,,scraped_income,1.029161,158,posterior.scraped_income_default,0.01162260007268443,0.045275526900287244,1,ok,0.55,30.0,scraped_income_default
UNHW,UNH,1.0,False,,scraped_income,0.987282,130,posterior.scraped_income_default,0.023043788152078807,0.04555182205847624,1,ok,0.55,30.0,scraped_income_default
TSYW,TLT,1.0,False,,scraped_income,0.980436,143,posterior.scraped_income_default,0.01562550711084321,0.01856519057688226,1,ok,0.55,30.0,scraped_income_default
GLDW,GOLD,1.0,False,,scraped_income,0.390268,153,posterior.scraped_income_default,0.03665393377901363,0.3203254415245936,1,ok,0.55,30.0,scraped_income_default
GDXW,GDX,1.0,False,,scraped_income,1.007963,153,posterior.scraped_income_default,0.00643666808314068,0.038873367953885206,1,ok,0.55,30.0,scraped_income_default
TOPW,TOP,1.0,False,,scraped_income,0.15569,193,posterior.scraped_income_default,0.009411028215951241,0.2624836362024619,1,ok,0.55,30.0,scraped_income_default
SDS,SPY,-2.0,False,,letf_inverse,-1.991509,500,posterior.nominal_L,0.007976174455854912,0.020027748030369885,1,ok,-2.0,240.0,nominal_L
QID,QQQ,-2.0,False,,letf_inverse,-1.995945,500,posterior.nominal_L,0.023776527111321874,0.03403814030264608,1,ok,-2.0,240.0,nominal_L
DXD,DIA,-2.0,False,,letf_inverse,-2.002498,500,posterior.nominal_L,0.009925939075446684,0.017257407535676422,1,ok,-2.0,240.0,nominal_L
TWM,IWM,-2.0,False,,letf_inverse,-2.002402,500,posterior.nominal_L,0.010058656717791513,0.027607268815658573,1,ok,-2.0,240.0,nominal_L
SCO,USO,-2.0,False,,letf_inverse,-1.737374,500,posterior.nominal_L,0.06652211024172462,0.24278879595546324,1,ok,-2.0,240.0,nominal_L
MSTZ,MSTR,-2.0,False,,letf_inverse,-1.994001,431,posterior.nominal_L,0.026294414880271826,0.27252481009116813,1,ok,-2.0,240.0,nominal_L
NVDQ,NVDA,-2.0,False,,letf_inverse,-1.994729,500,posterior.nominal_L,0.028392868577434723,0.12647208830156922,1,ok,-2.0,240.0,nominal_L
BTCZ,IBIT,-2.0,False,,letf_inverse,-1.995681,482,posterior.nominal_L,0.018051929075481823,0.10479303202282786,1,ok,-2.0,240.0,nominal_L
CONI,COIN,-2.0,False,,letf_inverse,-1.925572,443,posterior.nominal_L,0.058368494046384216,0.4612032224703712,1,ok,-2.0,240.0,nominal_L
MSDD,MSTR,-2.0,False,,letf_inverse,-1.975715,251,posterior.nominal_L,0.05005298786401117,0.3274941573985741,1,ok,-2.0,240.0,nominal_L
NVD,NVDA,-2.0,False,,letf_inverse,-2.001109,500,posterior.nominal_L,0.02706942941656,0.11657882590059573,1,ok,-2.0,240.0,nominal_L
TSDD,TSLA,-2.0,False,,letf_inverse,-2.009704,500,posterior.nominal_L,0.03913580055156758,0.19770183805937436,1,ok,-2.0,240.0,nominal_L
ETHD,ETHA,-2.0,False,,letf_inverse,-1.983929,473,posterior.nominal_L,0.02594125585014407,0.20950814792405087,1,ok,-2.0,240.0,nominal_L
CRCD,CRCL,-2.0,False,,letf_inverse,-1.996021,176,posterior.nominal_L,0.05414385019042688,0.4023583954475241,1,ok,-2.0,240.0,nominal_L
CORD,CRWV,-2.0,False,,letf_inverse,-2.004514,177,posterior.nominal_L,0.03806742831080315,0.3651771412066648,1,ok,-2.0,240.0,nominal_L
TSLQ,TSLA,-2.0,False,,letf_inverse,-2.003465,500,posterior.nominal_L,0.04345302990375843,0.22927525017659575,1,ok,-2.0,240.0,nominal_L
ZSL,SLV,-2.0,False,,letf_inverse,-2.017744,499,posterior.nominal_L,0.01792577226842387,0.12998837110776404,1,ok,-2.0,240.0,nominal_L
SQQQ,QQQ,-3.0,False,,letf_inverse,-2.997878,500,posterior.nominal_L,0.03774104007950089,0.07023386842809606,1,ok,-3.0,540.0,nominal_L
SPXS,SPY,-3.0,False,,letf_inverse,-2.994291,500,posterior.nominal_L,0.014008130872747524,0.04046961253880064,1,ok,-3.0,540.0,nominal_L
TZA,IWM,-3.0,False,,letf_inverse,-2.995906,500,posterior.nominal_L,0.016240569582143496,0.05117898710106967,1,ok,-3.0,540.0,nominal_L
SOXS,SOXX,-3.0,False,,letf_inverse,-3.002063,499,posterior.nominal_L,0.026719041853454008,0.1501392248715278,1,ok,-3.0,540.0,nominal_L
FAZ,XLF,-3.0,False,,letf_inverse,-2.993277,500,posterior.nominal_L,0.021298034482041962,0.049933920374572775,1,ok,-3.0,540.0,nominal_L
LABD,XBI,-3.0,False,,letf_inverse,-2.996297,500,posterior.nominal_L,0.01655225830182506,0.06573806431287144,1,ok,-3.0,540.0,nominal_L
TECS,XLK,-3.0,False,,letf_inverse,-2.99814,500,posterior.nominal_L,0.03605227300092772,0.10004082641857186,1,ok,-3.0,540.0,nominal_L
SDOW,DIA,-3.0,False,,letf_inverse,-2.999244,500,posterior.nominal_L,0.020943976655404237,0.030603038689883608,1,ok,-3.0,540.0,nominal_L
DUST,GDX,-2.0,False,,letf_inverse,-1.987069,500,posterior.nominal_L,0.017352999898109643,0.08198776282269966,1,ok,-2.0,240.0,nominal_L
WEBS,XLK,-3.0,False,,letf_inverse,-2.762754,500,posterior.nominal_L,0.08974801122799035,0.42502789830726195,1,ok,-3.0,540.0,nominal_L
FNGD,XLK,-3.0,False,,letf_inverse,-2.904047,500,posterior.nominal_L,0.06624892885669442,0.3369027777914608,1,ok,-3.0,540.0,nominal_L
REW,XLK,-2.0,False,,letf_inverse,-2.006306,500,posterior.nominal_L,0.022123952226120604,0.05922505809026977,1,ok,-2.0,240.0,nominal_L
SKF,XLF,-2.0,False,,letf_inverse,-1.996822,500,posterior.nominal_L,0.013958020686593858,0.030495996407793786,1,ok,-2.0,240.0,nominal_L
SPXU,SPY,-3.0,False,,letf_inverse,-2.992831,500,posterior.nominal_L,0.013888778615556999,0.03786271525526699,1,ok,-3.0,540.0,nominal_L
DUG,XLE,-2.0,False,,letf_inverse,-1.991106,500,posterior.nominal_L,0.01665255886843526,0.03705558093841038,1,ok,-2.0,240.0,nominal_L
DRIP,XOP,-2.0,False,,letf_inverse,-1.996715,500,posterior.nominal_L,0.01721026564979707,0.05400694711809517,1,ok,-2.0,240.0,nominal_L
TMV,TLT,-3.0,False,,letf_inverse,-2.990002,500,posterior.nominal_L,0.005523935849485814,0.024449563738683077,1,ok,-3.0,540.0,nominal_L
TBT,TLT,-2.0,False,,letf_inverse,-1.999637,500,posterior.nominal_L,0.008620269563345625,0.027865693953877946,1,ok,-2.0,240.0,nominal_L
TBX,TLT,-2.0,False,,letf_inverse,-1.370839,500,posterior.nominal_L,0.014848643757830028,0.050816499802044994,1,ok,-2.0,240.0,nominal_L
NVDS,NVDA,-1.5,False,,letf_inverse,-1.494292,500,posterior.nominal_L,0.018101458489462718,0.07403785899549743,1,ok,-1.5,135.0,nominal_L
EWV,EWJ,-2.0,False,,letf_inverse,-1.99717,500,posterior.nominal_L,0.019014517292234835,0.07645559477561281,1,ok,-2.0,240.0,nominal_L
APLZ,APLD,-2.0,False,,letf_inverse,-2.009375,96,posterior.nominal_L,0.050673615903072976,0.45763278006770036,1,ok,-2.0,240.0,nominal_L
AMZO,AMZN,-2.0,False,,letf_inverse,-2.001619,55,posterior.nominal_L,0.01290503596338804,0.04295666096971131,1,ok,-2.0,240.0,nominal_L
BEZ,BE,-2.0,False,,letf_inverse,-2.004996,82,posterior.nominal_L,0.06740850974170207,0.4742585589993224,1,ok,-2.0,240.0,nominal_L
NBIZ,NBIS,-2.0,False,,letf_inverse,-2.033876,97,posterior.nominal_L,0.02870916280656287,0.39643600910942023,1,ok,-2.0,240.0,nominal_L
SMZ,SMR,-2.0,False,,letf_inverse,-1.990158,83,posterior.nominal_L,0.042131117922995794,0.38223351968293173,1,ok,-2.0,240.0,nominal_L
QBTZ,QBTS,-2.0,False,,letf_inverse,-1.996424,169,posterior.nominal_L,0.05827702350747312,0.5340815220296576,1,ok,-2.0,240.0,nominal_L
IONZ,IONQ,-2.0,False,,letf_inverse,-2.021085,243,posterior.nominal_L,0.05672258766231049,0.43591110969016017,1,ok,-2.0,240.0,nominal_L
HIBS,SPHB,-3.0,False,,letf_inverse,-3.006366,500,posterior.nominal_L,0.03893665995003693,0.118311762111601,1,ok,-3.0,540.0,nominal_L
CLSZ,CLSK,-2.0,False,,letf_inverse,-2.001595,78,posterior.nominal_L,0.10398221471358611,0.5828321211762086,1,ok,-2.0,240.0,nominal_L
IREZ,IREN,-2.0,False,,letf_inverse,-2.013545,97,posterior.nominal_L,0.025669886929537967,0.33536053244859665,1,ok,-2.0,240.0,nominal_L
RGTZ,RGTI,-2.0,False,,letf_inverse,-1.987671,167,posterior.nominal_L,0.05620544419594895,0.5087784696948672,1,ok,-2.0,240.0,nominal_L
PLTZ,PLTR,-2.0,False,,letf_inverse,-1.991509,254,posterior.nominal_L,0.02050000690384048,0.1044196657630633,1,ok,-2.0,240.0,nominal_L
SMST,MSTR,-2.0,False,,letf_inverse,-1.968727,450,posterior.nominal_L,0.027809020201908896,0.2933424601373147,1,ok,-2.0,240.0,nominal_L
SMCZ,SMCI,-2.0,False,,letf_inverse,-2.0045,299,posterior.nominal_L,0.12072033050354733,0.510537296363731,1,ok,-2.0,240.0,nominal_L
BMNZ,BMNR,-2.0,False,,letf_inverse,-1.991497,143,posterior.nominal_L,0.02205324379452301,0.31133377165896164,1,ok,-2.0,240.0,nominal_L
HOOZ,HOOD,-2.0,False,,letf_inverse,-2.005158,143,posterior.nominal_L,0.03225183185685255,0.2126325426116696,1,ok,-2.0,240.0,nominal_L
DAMD,AMD,-2.0,False,,letf_inverse,-2.02649,142,posterior.nominal_L,0.05511730022966363,0.2788242118816376,1,ok,-2.0,240.0,nominal_L
RKLZ,RKLB,-2.0,False,,letf_inverse,-2.007983,139,posterior.nominal_L,0.02759471002097783,0.29385684810416085,1,ok,-2.0,240.0,nominal_L
STSM,TSM,-2.0,False,,letf_inverse,-1.996701,140,posterior.nominal_L,0.014874083965516599,0.08219514877646233,1,ok,-2.0,240.0,nominal_L
OKLS,OKLO,-2.0,False,,letf_inverse,-2.00101,134,posterior.nominal_L,0.02928215214167622,0.37618554032199125,1,ok,-2.0,240.0,nominal_L
ASTN,ASTS,-2.0,False,,letf_inverse,-2.005023,86,posterior.nominal_L,0.03053532044162951,0.4766532656979381,1,ok,-2.0,240.0,nominal_L
LITZ,LITE,-2.0,False,,letf_inverse,-2.003987,34,posterior.nominal_L,0.03359848717544466,0.3521539615345548,1,ok,-2.0,240.0,nominal_L
SNDQ,SNDK,-2.0,False,,letf_inverse,-2.022929,34,posterior.nominal_L,0.02938663735998706,0.3180950481878482,1,ok,-2.0,240.0,nominal_L
CBRZ,CBRS,-2.0,False,,letf_inverse,-2.0,9,posterior.nominal_L,inf,,1,low_n,-2.0,240.0,nominal_L
UVIX,SVIX,-2.0,False,,volatility_etp,-1.980069,487,posterior.volatility_etp,0.055489164611153205,0.22862694878288944,1,ok,0.0,0.0,volatility_etp
