ETF,Underlying,Leverage,ExpectedLeverage,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike
AAPU,AAPL,2.0,2.0,1.782846416863692,884.0,ols,0.054338,-0.017938,0.07227599999999999,20000,0.07227599999999999,False,False,False,,True,False,False,False,True,False,False,False,False
AMUU,AMD,2.0,2.0,2.0071037604188966,220.0,ols,0.021369,0.015031000000000001,0.006337999999999998,40000,0.006337999999999998,False,False,False,,True,False,False,False,True,False,False,False,False
AMZU,AMZN,2.0,2.0,1.7311990410620566,865.0,ols,0.051893,-0.015493,0.067386,300000,0.067386,False,False,False,,True,False,False,False,True,False,False,False,False
AVL,AVGO,2.0,2.0,1.987070125485932,338.0,ols,0.049302,-0.012902,0.062203999999999995,150000,0.062203999999999995,False,False,False,,True,False,False,False,True,False,False,False,False
BITX,IBIT,2.0,2.0,2.0004360841763527,527.0,ols,0.051067,-0.014667,0.065734,2100000,0.065734,False,False,False,,True,False,False,False,True,False,False,False,False
BOEU,BA,2.0,2.0,1.9876767294420088,207.0,ols,0.039907,-0.003507,0.043414,45000,0.043414,False,False,False,,True,False,False,False,True,False,False,False,False
BRKU,BRK-B,2.0,2.0,1.9513239941472635,296.0,ols,0.059911000000000006,-0.023511,0.08342200000000001,50000,0.08342200000000001,False,False,False,,False,True,False,False,False,True,True,False,False
BULU,BULL,2.0,2.0,1.9767775953499769,138.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
CSCL,CSCO,2.0,2.0,2.02752028749474,164.0,ols,0.04486,-0.00846,0.05332,15000,0.05332,False,False,False,,True,False,False,False,True,False,False,False,False
ELIL,LLY,2.0,2.0,1.992772554524404,225.0,ols,0.089323,-0.052923,0.14224599999999998,9000,0.14224599999999998,False,False,False,,False,True,False,False,False,False,True,False,False
ETHU,ETHA,2.0,2.0,2.0003070363352675,394.0,ols,0.029584000000000003,0.006816,0.022768000000000004,60000,0.022768000000000004,False,False,False,,True,False,False,False,True,False,False,False,False
FRDU,F,2.0,2.0,1.9789260864439795,145.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
GGLL,GOOGL,2.0,2.0,1.749720594382429,864.0,ols,0.041784999999999996,-0.005385,0.04717,950000,0.04717,False,False,False,,True,False,False,False,True,False,False,False,False
GMEU,GME,2.0,2.0,1.9659175810358285,205.0,ols,0.199888,-0.163488,0.36337600000000003,30000,0.36337600000000003,False,False,False,,False,True,False,False,False,False,True,False,False
LMTL,LMT,2.0,2.0,1.974959964833748,135.0,ols,0.10020799999999999,-0.063808,0.164016,1000,0.164016,False,False,False,,False,True,False,False,False,False,True,False,False
METU,META,2.0,2.0,1.998626201076906,426.0,ols,0.079675,-0.043274999999999994,0.12294999999999999,700000,0.12294999999999999,False,False,False,,False,True,False,False,False,False,True,False,False
MUU,MU,2.0,2.0,1.9952441134916743,339.0,ols,0.019743,0.016656999999999998,0.003086000000000002,300000,0.003086000000000002,False,False,False,,True,False,False,False,True,False,False,False,False
MSFU,MSFT,2.0,2.0,1.7237414236477673,864.0,ols,0.047060000000000005,-0.010660000000000001,0.05772000000000001,1500000,0.05772000000000001,False,False,False,,True,False,False,False,True,False,False,False,False
MSTX,MSTR,2.0,2.0,1.9510038863199348,377.0,ols,0.271754,-0.23535399999999998,0.507108,70000,0.507108,False,False,False,,False,True,False,False,False,False,True,False,False
NVDU,NVDA,2.0,2.0,1.9025440915888296,609.0,ols,0.053350999999999996,-0.016951,0.070302,100000,0.070302,False,False,False,,True,False,False,False,True,False,False,False,False
NFXL,NFLX,2.0,2.0,1.9952414888311825,343.0,ols,0.041144,-0.004744,0.045888,6000,0.045888,False,False,False,,True,False,False,False,True,False,False,False,False
PLTU,PLTR,2.0,2.0,1.991744372349572,295.0,ols,0.046470000000000004,-0.010069999999999999,0.05654000000000001,300000,0.05654000000000001,False,False,False,,True,False,False,False,True,False,False,False,False
PALU,PANW,2.0,2.0,2.005710989473898,224.0,ols,0.101729,-0.065329,0.16705799999999998,300000,0.16705799999999998,False,False,False,,False,True,False,False,False,False,True,False,False
QCMU,QCOM,2.0,2.0,2.000333143994061,164.0,ols,0.024018,0.012381999999999999,0.011636000000000002,15000,0.011636000000000002,False,False,False,,True,False,False,False,True,False,False,False,False
SHPU,SHOP,2.0,2.0,2.012233976500568,135.0,ols,0.140944,-0.104544,0.245488,40000,0.245488,False,False,False,,False,True,False,False,False,False,True,False,False
TSMX,TSM,2.0,2.0,1.9942899811463557,344.0,ols,0.385717,-0.349317,0.735034,550000,0.735034,False,False,False,,False,True,False,False,False,False,True,False,False
TSLL,TSLA,2.0,2.0,1.79938177648676,884.0,ols,0.04243,-0.00603,0.04846,450000,0.04846,False,False,False,,True,False,False,False,True,False,False,False,False
XOMX,XOM,2.0,2.0,1.96224694686358,206.0,ols,0.04136,-0.00496,0.04632,15000,0.04632,False,False,False,,True,False,False,False,True,False,False,False,False
XXRP,XRPZ,2.0,2.0,2.027245838363146,58.0,ols,0.0286,0.0078000000000000005,0.0208,100000,0.0208,False,False,False,,True,False,False,False,True,False,False,False,False
MSTU,MSTR,2.0,2.0,1.965115654118255,354.0,ols,0.26867599999999997,-0.23227599999999998,0.500952,400000,0.500952,False,False,False,,False,True,False,False,False,False,True,False,False
NVDX,NVDA,2.0,2.0,1.9934453068688067,583.0,ols,0.11963800000000001,-0.083238,0.202876,15000,0.202876,False,False,False,,False,True,False,False,False,False,True,False,False
TSLT,TSLA,2.0,2.0,1.992024006594747,583.0,ols,0.078971,-0.042571000000000005,0.12154200000000001,250000,0.12154200000000001,False,False,False,,False,True,False,False,False,False,True,False,False
BTCL,IBIT,2.0,2.0,2.006171195434567,404.0,ols,0.040163000000000004,-0.0037630000000000003,0.04392600000000001,75000,0.04392600000000001,False,False,False,,True,False,False,False,True,False,False,False,False
ETU,ETHA,2.0,2.0,1.990174942102264,329.0,ols,0.063496,-0.027096,0.09059199999999999,10000,0.09059199999999999,False,False,False,,False,True,False,False,False,True,True,False,False
CCUP,CRCL,2.0,2.0,1.9710469797922416,131.0,ols,0.188433,-0.152033,0.340466,100000,0.340466,False,False,False,,False,True,False,False,False,False,True,False,False
CRWU,CRWV,2.0,2.0,1.9879388012884875,142.0,ols,0.146275,-0.109875,0.25615,6000,0.25615,False,False,False,,False,True,False,False,False,False,True,False,False
AAPX,AAPL,2.0,2.0,1.9918440153732189,526.0,ols,0.09451499999999999,-0.058115,0.15263,200,0.15263,False,False,False,,False,True,False,False,False,False,True,True,False
GOOX,GOOGL,2.0,2.0,1.9799535480696224,526.0,ols,0.049333999999999996,-0.012934000000000001,0.062268,45000,0.062268,False,False,False,,True,False,False,False,True,False,False,False,False
MSFX,MSFT,2.0,2.0,2.00441054548599,526.0,ols,0.057165999999999995,-0.020766,0.077932,15000,0.077932,False,False,False,,True,False,False,False,True,False,False,False,False
NFLU,NFLX,2.0,2.0,1.9873188934583716,347.0,ols,0.04106099999999999,-0.004661,0.04572199999999999,75000,0.04572199999999999,False,False,False,,True,False,False,False,True,False,False,False,False
ROBN,HOOD,2.0,2.0,2.010782480035729,263.0,ols,0.09899,-0.06259,0.16158,800000,0.16158,False,False,False,,False,True,False,False,False,False,True,False,False
ARMU,ARM,2.0,2.0,1.996885666824688,242.0,ols,0.23802700000000002,-0.201627,0.439654,6000,0.439654,False,False,False,,False,True,False,False,False,False,True,False,False
DJTU,DJT,2.0,2.0,2.004442533710257,242.0,ols,0.25321899999999997,-0.21681899999999998,0.47003799999999996,35000,0.47003799999999996,False,False,False,,False,True,False,False,False,False,True,False,False
RBLU,RBLX,2.0,2.0,2.0234035849115166,241.0,ols,0.072366,-0.035966,0.108332,85000,0.108332,False,False,False,,False,True,False,False,False,True,True,False,False
SNOU,SNOW,2.0,2.0,2.0074996985565075,206.0,ols,0.043921999999999996,-0.007522,0.051444,15000,0.051444,False,False,False,,True,False,False,False,True,False,False,False,False
SMUP,SMR,2.0,2.0,2.068963483011232,142.0,ols,0.15094,-0.11454,0.26548,9200000,0.26548,False,False,False,,False,True,False,False,False,False,True,False,False
DKUP,DKNG,2.0,2.0,1.981783476613819,138.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
GLXU,GLXY,2.0,2.0,2.0144978942165617,133.0,ols,0.096879,-0.060479000000000005,0.157358,90000,0.157358,False,False,False,,False,True,False,False,False,False,True,False,False
AFRU,AFRM,2.0,2.0,1.9649237538317368,107.0,ols,0.135829,-0.099429,0.23525800000000002,350000,0.23525800000000002,False,False,False,,False,True,False,False,False,False,True,False,False
AXUP,AXON,2.0,2.0,1.978701889506984,107.0,ols,0.11084,-0.07444,0.18528,900,0.18528,False,False,False,,False,True,False,False,False,False,True,True,False
KTUP,KTOS,2.0,2.0,2.019194766227288,107.0,ols,0.120066,-0.083666,0.20373200000000002,2000,0.20373200000000002,False,False,False,,False,True,False,False,False,False,True,False,False
TTDU,TTD,2.0,2.0,1.989348010707664,105.0,ols,0.170793,-0.13439299999999998,0.30518599999999996,10000,0.30518599999999996,False,False,False,,False,True,False,False,False,False,True,False,False
BKNU,BKNG,2.0,2.0,2.0206159687455254,106.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
PXIU,UPXI,2.0,2.0,1.9381609508087836,106.0,ols,0.264094,-0.227694,0.491788,200000,0.491788,False,False,False,,False,True,False,False,False,False,True,False,False
BMNU,BMNR,2.0,2.0,1.9429365247871997,99.0,ols,0.2245,-0.1881,0.41259999999999997,3900000,0.41259999999999997,False,False,False,,False,True,False,False,False,False,True,False,False
SBTU,SBET,2.0,2.0,2.0183679914967128,81.0,ols,0.322273,-0.285873,0.608146,30000,0.608146,False,False,False,,False,True,False,False,False,False,True,False,False
CIFU,CIFR,2.0,2.0,1.98076090670492,59.0,ols,0.229217,-0.19281700000000002,0.422034,4000,0.422034,False,False,False,,False,True,False,False,False,False,True,False,False
SOLX,GSOL,2.0,2.0,1.964383265709844,52.0,ols,0.067793,-0.031393,0.099186,400,0.099186,False,False,False,,False,True,False,False,False,True,True,True,False
XRPK,XRPZ,2.0,2.0,1.9656304198004169,52.0,ols,0.108434,-0.072034,0.18046800000000002,100,0.18046800000000002,False,False,False,,False,True,False,False,False,False,True,True,False
XRPT,XRPZ,2.0,2.0,2.0251380935235264,58.0,ols,0.079149,-0.042748999999999995,0.12189799999999999,850000,0.12189799999999999,False,False,False,,False,True,False,False,False,False,True,False,False
APLX,APLD,2.0,2.0,1.994984762381084,111.0,ols,0.102632,-0.066232,0.16886400000000001,15000,0.16886400000000001,False,False,False,,False,True,False,False,False,False,True,False,False
APPX,APP,2.0,2.0,1.9834535451677224,205.0,ols,0.065648,-0.029248,0.094896,250000,0.094896,False,False,False,,False,True,False,False,False,True,True,False,False
ARCX,ACHR,2.0,2.0,1.9911666366444896,174.0,ols,0.138203,-0.101803,0.240006,10000,0.240006,False,False,False,,False,True,False,False,False,False,True,False,False
ASTX,ASTS,2.0,2.0,1.990957602133524,153.0,ols,0.09827999999999999,-0.06188,0.16016,200000,0.16016,False,False,False,,False,True,False,False,False,False,True,False,False
AURU,AUR,2.0,2.0,1.8956801604901747,90.0,ols,0.080132,-0.043732,0.123864,400,0.123864,False,False,False,,False,True,False,False,False,False,True,True,False
BEX,BE,2.0,2.0,1.9878736154468757,64.0,ols,0.16682200000000003,-0.13042199999999998,0.297244,100000,0.297244,False,False,False,,False,True,False,False,False,False,True,False,False
BLSX,BLSH,2.0,2.0,2.049166547074691,80.0,ols,0.060624000000000004,-0.024224000000000002,0.084848,5000,0.084848,False,False,False,,False,True,False,False,False,True,True,False,False
CEGX,CEG,2.0,2.0,1.9857525831377831,153.0,ols,0.05792,-0.02152,0.07944,45000,0.07944,False,False,False,,True,False,False,False,True,False,False,False,False
CELT,CELH,2.0,2.0,1.9761365978375849,90.0,ols,0.038018,-0.001618,0.039636000000000005,2000,0.039636000000000005,False,False,False,,True,False,False,False,True,False,False,False,False
CLSX,CLSK,2.0,2.0,2.0041541476591407,107.0,ols,0.11701399999999999,-0.080614,0.197628,30000,0.197628,False,False,False,,False,True,False,False,False,False,True,False,False
COZX,CORZ,2.0,2.0,2.042965744368044,71.0,ols,0.047248,-0.010848,0.058095999999999995,15000,0.058095999999999995,False,False,False,,True,False,False,False,True,False,False,False,False
CRDU,CRDO,2.0,2.0,1.9824899607354325,107.0,ols,0.099413,-0.063013,0.16242600000000001,150000,0.16242600000000001,False,False,False,,False,True,False,False,False,False,True,False,False
CSEX,CLS,2.0,2.0,2.003395110646176,65.0,ols,0.073301,-0.036901,0.11020200000000001,40000,0.11020200000000001,False,False,False,,False,True,False,False,False,True,True,False,False
CWVX,CRWV,2.0,2.0,1.988232260600236,153.0,ols,0.037614,-0.001214,0.038828,200000,0.038828,False,False,False,,True,False,False,False,True,False,False,False,False
DASX,DASH,2.0,2.0,2.0113296126415108,80.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
DOGD,DDOG,2.0,2.0,2.0157484181102805,131.0,ols,0.13818,-0.10178000000000001,0.23996,10000,0.23996,False,False,False,,False,True,False,False,False,False,True,False,False
ENPX,ENPH,2.0,2.0,2.0150556542566176,106.0,ols,0.27318000000000003,-0.23678000000000002,0.5099600000000001,2000,0.5099600000000001,False,False,False,,False,True,False,False,False,False,True,False,False
FLYT,FLY,2.0,2.0,1.9948879114289009,80.0,ols,0.162413,-0.12601300000000001,0.288426,20000,0.288426,False,False,False,,False,True,False,False,False,False,True,False,False
GEVX,GEV,2.0,2.0,1.994777010498985,153.0,ols,0.056309,-0.019909,0.076218,20000,0.076218,False,False,False,,True,False,False,False,True,False,False,False,False
GSX,GS,2.0,2.0,1.9830355193996712,107.0,ols,0.040692000000000006,-0.004292000000000001,0.04498400000000001,2000,0.04498400000000001,False,False,False,,True,False,False,False,True,False,False,False,False
IREX,IREN,2.0,2.0,1.9809571767317584,80.0,ols,0.20139500000000002,-0.164995,0.36639,35000,0.36639,False,False,False,,False,True,False,False,False,False,True,False,False
JOBX,JOBY,2.0,2.0,1.9839143624208035,112.0,ols,0.21832100000000002,-0.181921,0.400242,25000,0.400242,False,False,False,,False,True,False,False,False,False,True,False,False
LABX,ALAB,2.0,2.0,1.99428697580113,131.0,ols,0.038282,-0.001882,0.040164,450000,0.040164,False,False,False,,True,False,False,False,True,False,False,False,False
LRCU,LRCX,2.0,2.0,2.043834547101767,126.0,ols,0.125917,-0.08951700000000001,0.21543400000000001,7000,0.21543400000000001,False,False,False,,False,True,False,False,False,False,True,False,False
LYFX,LYFT,2.0,2.0,1.95685248453169,91.0,ols,0.138203,-0.101803,0.240006,500,0.240006,False,False,False,,False,True,False,False,False,False,True,True,False
MDBX,MDB,2.0,2.0,1.991058735491133,126.0,ols,0.051445,-0.015045,0.06649,100,0.06649,False,False,False,,True,False,False,False,True,False,False,True,False
