ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
GMEU,GME,2.0,1.964978,243,ols
APLX,APLD,2.0,1.994065,149,ols
APPX,APP,2.0,1.986693,242,ols
ARCX,ACHR,2.0,1.983488,211,ols
ASTX,ASTS,2.0,1.989656,190,ols
BEX,BE,2.0,1.980052,102,ols
CEGX,CEG,2.0,1.989233,190,ols
CLSX,CLSK,2.0,1.999295,144,ols
COZX,CORZ,2.0,2.03601,108,ols
CRDU,CRDO,2.0,1.993874,144,ols
CSEX,CLS,2.0,1.996722,102,ols
CWVX,CRWV,2.0,1.989353,190,ols
DOGD,DDOG,2.0,2.011237,168,ols
ENPX,ENPH,2.0,2.016705,144,ols
FLYT,FLY,2.0,1.991029,117,ols
GEVX,GEV,2.0,1.997384,190,ols
IREX,IREN,2.0,1.982167,117,ols
JOBX,JOBY,2.0,1.97938,149,ols
LABX,ALAB,2.0,1.996901,168,ols
LRCU,LRCX,2.0,2.036813,163,ols
MDBX,MDB,2.0,1.990561,163,ols
NEBX,NBIS,2.0,1.998189,149,ols
NNEX,NNE,2.0,1.952702,102,ols
NVTX,NVTS,2.0,1.996512,149,ols
OPEX,OPEN,2.0,1.996163,117,ols
PONX,PONY,2.0,2.005824,149,ols
QBTX,QBTS,2.0,1.992323,242,ols
QUBX,QUBT,2.0,1.963894,202,ols
RGTU,RGTI,2.0,1.987758,202,ols
SMU,SMR,2.0,1.984812,190,ols
SNPX,SNPS,2.0,1.920447,102,ols
SRPU,SRPT,2.0,1.965579,117,ols
TARK,ARKK,2.0,1.977646,500,ols
TEMT,TEM,2.0,1.985506,230,ols
UNX,U,2.0,2.029009,144,ols
UPSX,UPST,2.0,1.986427,211,ols
VOYX,VOYG,2.0,1.969081,149,ols
WULX,WULF,2.0,1.995084,117,ols
CRMU,CRML,2.0,1.964047,43,ols
UECG,UEC,2.0,1.988703,43,ols
DNNG,DNN,2.0,1.978698,43,ols
RCAX,RCAT,2.0,2.007724,48,ols
RDWU,RDW,2.0,1.977968,50,ols
OKLL,OKLO,2.0,1.997602,202,ols
GDXU,GDX,2.0,3.042947,500,ols
MRNX,MRNA,2.0,2.012473,47,ols
ZETX,ZETA,2.0,2.048054,47,ols
LITX,LITE,2.0,1.98108,53,ols
SNXX,SNDX,2.0,1.195934,53,ols
WDCX,WDC,2.0,2.042893,53,ols
LNOK,NOK,2.0,1.967229,57,ols
USGG,USAR,2.0,1.996456,62,ols
ONDG,ONDS,2.0,2.003288,62,ols
PLUL,PLUG,2.0,1.944333,62,ols
ALBG,ALB,2.0,2.005412,62,ols
UUUG,UUUU,2.0,1.998735,62,ols
HUTG,HUT,2.0,1.999601,62,ols
XPEG,XPEV,2.0,1.990475,60,ols
ORLG,ORLY,2.0,2.005455,60,ols
LUNL,LUNR,2.0,1.989076,62,ols
RKTL,RKT,2.0,1.953706,62,ols
EOSU,EOSE,2.0,1.967336,61,ols
BTFL,KEEL,2.0,2.048805,71,ols
FGRU,FIGR,2.0,1.996617,38,ols
APHU,APH,2.0,2.004619,38,ols
COPZ,COPX,2.0,2.037192,38,ols
LEUX,LEU,2.0,2.019762,37,ols
COHX,COHR,2.0,2.053399,37,ols
AXPG,AXP,2.0,2.017394,37,ols
FCXG,FCX,2.0,2.046835,37,ols
GLWG,GLW,2.0,1.987655,24,ols_short_history
SNDU,SNDK,2.0,1.995928,22,ols_short_history
PAAU,PAAS,2.0,1.950241,22,ols_short_history
BITX,IBIT,2.0,2.004179,500,ols
ETHU,ETHA,2.0,2.001165,432,ols
XXRP,XRPZ,2.0,2.021574,95,ols
ADBU,ADBE,2.0,1.999602,13,ols_short_history
PYPU,PYPL,2.0,2.026387,13,ols_short_history
TXNU,TXN,2.0,1.992513,13,ols_short_history
UNHU,UNH,2.0,1.97244,13,ols_short_history
AAOX,AAOI,2.0,1.978381,14,ols_short_history
HLXX,HL,2.0,2.006282,14,ols_short_history
IBX,IBM,2.0,1.972541,14,ols_short_history
AALG,AAL,2.0,1.987632,190,ols
ABNG,ABNB,2.0,1.990417,100,ols
ADBG,ADBE,2.0,1.990832,266,ols
AMDG,AMD,2.0,2.002839,305,ols
ARMG,ARM,2.0,1.996115,312,ols
ASMG,ASML,2.0,1.985785,312,ols
AVGG,AVGO,2.0,1.99802,227,ols
BAIG,BBAI,2.0,2.001582,161,ols
BEG,BE,2.0,1.986106,80,ols
BIDG,BIDU,2.0,2.016725,78,ols
BLSG,BLSH,2.0,2.015901,115,ols
BMNG,BMNR,2.0,1.99181,115,ols
BOEG,BA,2.0,1.992308,208,ols
BULG,BULL,2.0,1.97163,169,ols
CIFG,CIFR,2.0,1.99262,83,ols
CMGG,CMG,2.0,1.976687,100,ols
CNCG,CNC,2.0,2.009604,78,ols
COIG,COIN,2.0,1.996347,270,ols
COTG,COST,2.0,1.990127,142,ols
CRCG,CRCL,2.0,1.989689,169,ols
CRMG,CRM,2.0,1.982652,256,ols
CRWG,CRWV,2.0,1.996525,169,ols
DUOG,DUOL,2.0,2.020532,83,ols
FIGG,FIG,2.0,1.996815,124,ols
FUTG,FUTU,2.0,2.002704,124,ols
GEMG,GEMI,2.0,1.970859,108,ols
GEVG,GEV,2.0,1.960936,80,ols
GLGG,GLXY,2.0,1.998497,161,ols
GRAG,GRAB,2.0,1.971526,83,ols
HOOG,HOOD,2.0,2.006475,266,ols
IREG,IREN,2.0,1.971028,80,ols
KLAG,KLAC,2.0,2.011091,78,ols
LACG,LAC,2.0,2.00837,83,ols
LULG,LULU,2.0,1.990943,108,ols
MPG,MP,2.0,1.987396,115,ols
NBIG,NBIS,2.0,2.009344,115,ols
NEMG,NEM,2.0,1.990794,100,ols
NETG,NET,2.0,2.002035,100,ols
NIOG,NIO,2.0,1.959966,78,ols
NUG,NU,2.0,1.983529,100,ols
NVDG,NVDA,2.0,1.969613,331,ols
OKTG,OKTA,2.0,1.997482,100,ols
OPEG,OPEN,2.0,2.003235,83,ols
OSCG,OSCR,2.0,1.991512,108,ols
PANG,PANW,2.0,1.996951,266,ols
PBRG,PBR,2.0,1.949716,78,ols
PLTG,PLTR,2.0,1.995376,242,ols
PYPG,PYPL,2.0,1.994811,256,ols
RTXG,RTX,2.0,2.014437,213,ols
SATG,SATS,2.0,1.994114,80,ols
SBU,SBUX,2.0,2.00032,100,ols
SNAG,SNAP,2.0,1.984788,78,ols
SPOG,SPOT,2.0,1.972255,100,ols
TERG,TER,2.0,1.994752,100,ols
TSLG,TSLA,2.0,1.991224,331,ols
TSMG,TSM,2.0,1.983402,312,ols
UNHG,UNH,2.0,1.995543,183,ols
UPSG,UPS,2.0,1.984909,83,ols
VALG,VALE,2.0,1.976849,78,ols
XYZG,XYZ,2.0,1.999707,256,ols
COIO,COIN,2.0,0.948927,167,ols
MSOO,MSTR,2.0,0.974576,167,ols
NVDO,NVDA,2.0,0.938753,167,ols
PLOO,PLTR,2.0,0.900511,167,ols
TSLO,TSLA,2.0,0.865481,167,ols
CRCA,CRCL,2.0,1.982211,171,ols
NVDB,NVDA,2.0,1.99564,148,ols
PLTA,PLTR,2.0,1.991847,148,ols
TSLI,TSLA,2.0,1.981082,148,ols
COIA,COIN,2.0,2.002255,148,ols
BITU,IBIT,2.0,1.992377,500,ols
ETHT,ETHA,2.0,1.99155,432,ols
UXRP,XRPZ,2.0,2.000116,95,ols
SOLT,SOEZ,2.0,2.016833,89,ols
TSLR,TSLA,2.0,1.998804,500,ols
AAPB,AAPL,2.0,1.989706,500,ols
AMDL,AMD,2.0,1.998247,500,ols
AMZZ,AMZN,2.0,1.990782,500,ols
AVGU,AVGO,2.0,1.991133,188,ols
BABX,BABA,2.0,2.006322,500,ols
BULX,BULL,2.0,1.973953,153,ols
CONL,COIN,2.0,1.987419,500,ols
CRWL,CRWD,2.0,1.996164,353,ols
DLLL,DELL,2.0,1.985867,290,ols
ETRL,ETOR,2.0,1.999179,153,ols
GOU,GOOGL,2.0,2.012073,90,ols
INTW,INTC,2.0,1.987445,291,ols
IONL,IONQ,2.0,1.985705,263,ols
ISUL,ISRG,2.0,2.004344,129,ols
LCDL,LCID,2.0,1.958921,245,ols
MRAL,MARA,2.0,1.978125,276,ols
FBL,META,2.0,1.996691,500,ols
MVLL,MRVL,2.0,1.993959,276,ols
MSFL,MSFT,2.0,1.992183,500,ols
MSTP,MSTR,2.0,1.997276,211,ols
MULL,MU,2.0,1.998934,353,ols
NBIL,NBIS,2.0,1.998753,129,ols
NOWL,NOW,2.0,1.992581,188,ols
NVDL,NVDA,2.0,1.987584,500,ols
PDDL,PDD,2.0,2.005762,188,ols
PTIR,PLTR,2.0,1.996404,402,ols
QCML,QCOM,2.0,1.974009,257,ols
RDTL,RDDT,2.0,1.980918,264,ols
RVNL,RIVN,2.0,1.98641,245,ols
SMCL,SMCI,2.0,1.76772,331,ols
TSMU,TSM,2.0,1.99072,353,ols
UBRL,UBER,2.0,1.996967,402,ols
VRTL,VRT,2.0,1.98094,264,ols
AMYY,AMD,2.0,0.313375,144,ols
AZYY,AMZN,2.0,0.601973,144,ols
BBYY,BABA,2.0,0.594472,118,ols
XBTY,IBIT,2.0,0.540617,230,ols
COYY,COIN,2.0,0.475333,178,ols
NUGY,GDX,2.0,0.484436,99,ols
HMYY,HIMS,2.0,0.269356,90,ols
HOYY,HOOD,2.0,0.501219,134,ols
IOYY,IONQ,2.0,0.341442,109,ols
MAAY,MARA,2.0,0.312114,109,ols
FBYY,META,2.0,0.561233,118,ols
MTYY,MSTR,2.0,0.392914,139,ols
NVYY,NVDA,2.0,0.647195,230,ols
PLYY,PLTR,2.0,0.532734,139,ols
QBY,QBTS,2.0,0.280627,91,ols
TQQY,QQQ,2.0,0.869677,283,ols
RGYY,RGTI,2.0,0.319301,94,ols
RTYY,RIOT,2.0,0.335197,90,ols
SEMY,SOXX,2.0,0.676321,99,ols
SMYY,SMCI,2.0,0.327949,134,ols
YSPY,SPY,2.0,0.837042,257,ols
TSYY,TSLA,2.0,0.540471,328,ols
QYLD,QQQ,1.0,0.626112,500,ols
QYLG,QQQ,1.0,0.800663,500,ols
QQQX,QQQ,1.0,0.784566,500,ols
JEPQ,QQQ,1.0,0.771092,500,ols
XYLD,SPY,1.0,0.643272,500,ols
XYLG,SPY,1.0,0.817174,500,ols
JEPI,SPY,1.0,0.598205,500,ols
SPYI,SPY,1.0,0.8277,500,ols
RYLD,IWM,1.0,0.574758,500,ols
ABNY,ABNB,1.0,0.7956,451,ols
AIYY,AI,1.0,0.77037,500,ols
AMDY,AMD,1.0,0.797669,500,ols
AMZY,AMZN,1.0,0.765054,500,ols
APLY,AAPL,1.0,0.791929,500,ols
BABO,BABA,1.0,0.774679,420,ols
BRKC,BRK-B,1.0,0.826017,214,ols
CONY,COIN,1.0,0.776476,500,ols
CRCO,CRCL,1.0,0.836459,134,ols
CVNY,CVNA,1.0,0.814884,300,ols
DISO,DIS,1.0,0.757281,500,ols
DRAY,DKNG,1.0,0.799116,188,ols
FBY,META,1.0,0.789761,500,ols
GMEY,GME,1.0,0.649014,149,ols
GOOY,GOOGL,1.0,0.755488,500,ols
HIYY,HIMS,1.0,0.869229,139,ols
HOOY,HOOD,1.0,0.785919,233,ols
MARO,MARA,1.0,0.781288,334,ols
MRNY,MRNA,1.0,0.763106,500,ols
MSFO,MSFT,1.0,0.793345,500,ols
MSTY,MSTR,1.0,0.762236,500,ols
NFLY,NFLX,1.0,0.785124,500,ols
NVDY,NVDA,1.0,0.786429,500,ols
PLTY,PLTR,1.0,0.795683,378,ols
PYPY,PYPL,1.0,0.81501,500,ols
RBLY,RBLX,1.0,0.841452,178,ols
RDYY,RDDT,1.0,0.821951,149,ols
SMCY,SMCI,1.0,0.757922,396,ols
SNOY,SNOW,1.0,0.800992,460,ols
TSLY,TSLA,1.0,0.754951,500,ols
TSMY,TSM,1.0,0.796651,411,ols
XOMO,XOM,1.0,0.809134,500,ols
XYZY,XYZ,1.0,0.812377,500,ols
AAPW,AAPL,1.0,1.100595,287,ols
AMDW,AMD,1.0,1.19922,181,ols
AMZW,AMZN,1.0,1.210098,205,ols
ARMW,ARM,1.0,1.204647,117,ols
AVGW,AVGO,1.0,1.197475,181,ols
BABW,BABA,1.0,1.226759,117,ols
BRKW,BRK-B,1.0,1.183165,205,ols
COIW,COIN,1.0,1.217045,288,ols
COSW,COST,1.0,1.235324,117,ols
GOOW,GOOGL,1.0,1.228863,181,ols
HOOW,HOOD,1.0,1.208612,205,ols
METW,META,1.0,1.1882,205,ols
MSFW,MSFT,1.0,1.213459,181,ols
MSTW,MSTR,1.0,1.216926,181,ols
NFLW,NFLX,1.0,1.190497,205,ols
NVDW,NVDA,1.0,1.200533,288,ols
PLTW,PLTR,1.0,1.195235,288,ols
TSLW,TSLA,1.0,1.197794,288,ols
UBEW,UBER,1.0,1.21983,117,ols
UNHW,UNH,1.0,1.197812,89,ols
TSYW,TLT,1.0,1.153028,102,ols
GLDW,GOLD,1.0,0.335106,112,ols
GDXW,GDX,1.0,1.201653,112,ols
TOPW,TOP,1.0,0.029836,152,ols
SDS,SPY,-2.0,-1.935673,500,ols
QID,QQQ,-2.0,-1.992632,500,ols
DXD,DIA,-2.0,-1.989611,500,ols
TWM,IWM,-2.0,-2.003726,500,ols
SCO,USO,-2.0,-1.353894,500,ols
MSTZ,MSTR,-2.0,-1.982362,392,ols
NVDQ,NVDA,-2.0,-1.991846,500,ols
BTCZ,IBIT,-2.0,-1.992648,441,ols
ETHD,ETHA,-2.0,-1.98152,432,ols
CRCD,CRCL,-2.0,-2.01013,136,ols
CORD,CRWV,-2.0,-2.006543,136,ols
TSLQ,TSLA,-2.0,-1.871305,500,ols
ZSL,SLV,-2.0,-2.023199,500,ols
SQQQ,QQQ,-3.0,-2.976849,500,ols
SPXS,SPY,-3.0,-2.90112,500,ols
TZA,IWM,-3.0,-2.991242,500,ols
SOXS,SOXX,-3.0,-2.990556,500,ols
FAZ,XLF,-3.0,-3.000014,500,ols
LABD,XBI,-3.0,-2.990199,500,ols
TECS,XLK,-3.0,-2.964014,500,ols
SDOW,DIA,-3.0,-2.98855,500,ols
DUST,GDX,-3.0,-1.985156,500,ols
TTXD,XLK,-2.0,-1.905282,132,ols
TSXD,SOXX,-2.0,-1.888301,132,ols
WEBS,XLK,-3.0,-2.244235,500,ols
FNGD,XLK,-3.0,-2.837909,500,ols
REW,XLK,-2.0,-1.998931,500,ols
SKF,XLF,-2.0,-2.004191,500,ols
SPXU,SPY,-3.0,-2.895529,500,ols
DUG,XLE,-2.0,-1.976419,500,ols
DRIP,XOP,-2.0,-1.998577,500,ols
TMV,TLT,-3.0,-2.966585,500,ols
TBT,TLT,-2.0,-1.981694,500,ols
TBX,TLT,-2.0,-0.423032,500,ols
NVDS,NVDA,-1.5,-1.455699,500,ols
EWV,EWJ,-2.0,-1.981231,500,ols
APLZ,APLD,-2.0,-1.985815,56,ols
AMZO,AMZN,-2.0,-1.955649,14,ols_short_history
BEZ,BE,-2.0,-1.9809,42,ols
NBIZ,NBIS,-2.0,-1.987364,56,ols
SMZ,SMR,-2.0,-1.972575,42,ols
HIBS,SPHB,-3.0,-3.016601,500,ols
CLSZ,CLSK,-2.0,-2.036713,37,ols
IREZ,IREN,-2.0,-2.009275,56,ols
