pair,h,CAGR,total_return,vol,max_dd,borrow_paid,slippage_paid,n_trades
ASTN/ASTS,0.75,0.6174947657063266,0.16346889015130595,0.5418285990359331,-0.19808592255319235,0.0,351.75731485328043,6
ASTN/ASTS,0.8,0.5375927038910504,0.14505808362989603,0.53909001780754,-0.21602007477636131,0.0,349.5158155372773,6
ASTN/ASTS,0.85,0.46519231160989993,0.12780079353793727,0.5430227580116689,-0.23281401093661513,0.0,347.48960900318684,6
ASTN/ASTS,0.9,0.39938275706421367,0.11159997241070951,0.5522573151096648,-0.2485731182852241,0.0,345.65060861760367,6
ASTN/ASTS,0.95,0.3393824006621846,0.0963677951300741,0.5655799541639753,-0.2653690952748061,0.0,343.9752628314031,6
BEZ/BE,0.3,2.455638595923406,0.4527307157643412,1.1160483590202261,-0.30448032991146,24218.71359455482,611.9424948080435,7
BEZ/BE,0.35,1.8600058989380828,0.3722748408536789,0.9779402703173459,-0.2712729264391759,22185.363517981303,586.9536700158169,7
BEZ/BE,0.4,1.3967731334797757,0.30115731355696607,0.8594635891659901,-0.24140775554443172,20447.632864605097,567.8009765337941,7
BEZ/BE,0.45,1.031426711556914,0.23793687860906432,0.7572911064194824,-0.2144044145345232,18947.934410864644,553.0495951118098,7
BEZ/BE,0.5,0.7395111604909361,0.18142980698225974,0.6690523663480133,-0.18987035768861404,17642.22110906601,542.3375694586439,7
BEZ/BE,0.55,0.50349228470003,0.1306714697065101,0.5930611056110787,-0.1674816942003533,16496.441411422933,534.8942246907557,7
BEZ/BE,0.6,0.31060900002283076,0.0848723335879138,0.5281394658127897,-0.14696880745755858,15483.931616477556,529.4455761204767,7
BEZ/BE,0.65,0.1513929668000893,0.0433699166463537,0.4734905284416913,-0.12810544041406613,14583.445221011229,525.5464864330214,7
BEZ/BE,0.7,0.018750511893321553,0.005610361692676591,0.42858646384488785,-0.1348827897620738,13777.9170803202,522.8581637404953,7
BEZ/BE,0.75,-0.0926979279798319,-0.02887214443242625,0.3930504407147884,-0.15047914152804975,13053.502286187262,521.1203393267272,7
BEZ/BE,0.8,-0.18707860720669578,-0.06047162808998585,0.3665221461414025,-0.16853845044629612,12398.864436079015,520.1313780992007,7
BEZ/BE,0.85,-0.26759023849463925,-0.08952323576519128,0.3485202500151737,-0.1901723410203665,11804.641901747202,519.7338793095395,7
BEZ/BE,0.9,-0.33673722964222075,-0.11631353746781892,0.3383410896087748,-0.21248770394022376,11263.04288302962,519.804129887899,7
BEZ/BE,0.95,-0.39649868396042887,-0.14108879863245571,0.335037729697459,-0.233348454333822,10767.534826225512,520.2442959855271,7
BMNZ/BMNR,0.3,-0.010135031225355973,-0.005479219700163185,2.0237057083432264,-0.6574455965077592,33912.79842076861,466.3557563229594,9
BMNZ/BMNR,0.35,0.06076941147436066,0.032330714769143176,1.6940806963160608,-0.5964412062214237,32456.36781152514,459.4548555375187,9
BMNZ/BMNR,0.4,0.12643959329938603,0.06632355105198884,1.4500720346951597,-0.5436684228342537,31106.709935221545,454.60699478563225,9
BMNZ/BMNR,0.45,0.18730586311074493,0.09702326393359773,1.2601535478545745,-0.49517375663454233,29854.831395364607,451.3454368165908,9
BMNZ/BMNR,0.5,0.2437835552788319,0.12486716362596417,1.1071860731045635,-0.4504787678436609,28692.135161425016,449.31497500085464,9
BMNZ/BMNR,0.55,0.29625796617738387,0.15021988555643784,0.9809491812560356,-0.4091695014384402,27610.587783577255,448.4375698403176,9
BMNZ/BMNR,0.6,0.3450635627776464,0.17337892563504176,0.8749199531917374,-0.37088723497404197,26602.690763778053,449.5924563717192,9
BMNZ/BMNR,0.65,0.3905543622212657,0.1946188915960665,0.7847158851768488,-0.3353194494135596,25662.009966785157,451.32157092216084,9
BMNZ/BMNR,0.7,0.43302698401548745,0.2141625286612474,0.7072747717725034,-0.3021940069666563,24782.542482926205,453.4852273670286,9
BMNZ/BMNR,0.75,0.4727488489014877,0.23220032927494727,0.6403904385510472,-0.27183212801451995,23958.88878558147,455.97460043625574,9
BMNZ/BMNR,0.8,0.5099605059115688,0.24889599257029404,0.5824348556303875,-0.24434566709164085,23186.20000196946,458.70455728784043,9
BMNZ/BMNR,0.85,0.5448781063596568,0.2643908502389902,0.5321830286968415,-0.22036681347579923,22460.124042447664,461.60827688316505,9
BMNZ/BMNR,0.9,0.5776958413612856,0.27880746988095306,0.4886971992650322,-0.19800016299726741,21776.75378757975,464.6331789813976,9
BMNZ/BMNR,0.95,0.608588244784459,0.2922526021299878,0.45124639208595735,-0.17708918881777558,21132.57892736962,467.73782087327606,9
CLSZ/CLSK,0.3,6.6071391917914255,0.7623435175604361,0.5817564985133882,-0.19780528170811462,7306.639260483694,416.4934846396627,6
CLSZ/CLSK,0.35,4.9177254804206365,0.6429810563956391,0.5062349546272594,-0.1754743602704002,6775.328013640964,396.5181376956592,6
CLSZ/CLSK,0.4,3.7152444304455585,0.5419962282501505,0.4400310269681153,-0.1556440797692903,6315.389281088044,379.9349797425175,6
CLSZ/CLSK,0.45,2.835304870990751,0.4555677121834134,0.38188596358962146,-0.1379166826986049,5913.432681511327,367.5653822684689,6
CLSZ/CLSK,0.5,2.1757909367055217,0.38085333942652877,0.3308970654169447,-0.12197478678815565,5559.20527172168,358.66901491016193,6
CLSZ/CLSK,0.55,1.6710796944499546,0.3157000812466979,0.2864712819587431,-0.10756185546747732,5244.738120138555,351.86406332526997,6
CLSZ/CLSK,0.6,1.2776593567495547,0.25844023010748396,0.24828665466014738,-0.09446746547557128,4963.73741953022,346.2890873840229,6
CLSZ/CLSK,0.65,0.965911980161773,0.20776080370778294,0.21627615551415755,-0.08251857799577089,4711.157240309913,341.69360816020276,6
CLSZ/CLSK,0.7,0.7152358252073774,0.16261911247805716,0.19059273349708306,-0.07157116593243762,4482.913168967454,337.8855601881704,6
CLSZ/CLSK,0.75,0.5110007453551222,0.12217759637254999,0.17151276081944256,-0.06150437795112562,4275.664547958926,334.71595515322736,6
CLSZ/CLSK,0.8,0.34262142593091394,0.08575644195426468,0.15923274715576122,-0.06237051682265282,4086.653140673205,332.0679991515953,6
CLSZ/CLSK,0.85,0.20230847082177394,0.052798614188785065,0.15359138822515014,-0.07003319775749384,3913.5819185148616,329.84925399943563,6
CLSZ/CLSK,0.9,0.08424107551616777,0.022843698655421685,0.153889734588315,-0.07863446276723296,3754.5228236830144,327.98591352512534,6
CLSZ/CLSK,0.95,-0.01599198415582781,-0.004491909942028638,0.15898396761597844,-0.09195873275515742,3607.845756737886,326.41857153399275,6
CONI/COIN,0.3,-0.8117869186722351,-0.6616691832790412,0.8489408676023658,-0.744680480346019,15016.747989212776,589.0997761342287,13
CONI/COIN,0.35,-0.7622202795661996,-0.6062521882353207,0.7458483131055048,-0.6948400467000119,15063.073284712447,579.8115803535475,13
CONI/COIN,0.4,-0.7120901090754741,-0.5542129213531779,0.6576862084491532,-0.6458746206477403,15044.669869223442,574.0728550306844,13
CONI/COIN,0.45,-0.6622089155278452,-0.5055144029930647,0.5814378056381415,-0.5980797940772999,14975.521397646771,570.4246668765969,13
CONI/COIN,0.5,-0.6131410721989714,-0.4600233148536428,0.5149428510980603,-0.551647451338303,14867.030722217958,567.1828120809913,13
CONI/COIN,0.55,-0.5652802461632336,-0.41756872557047287,0.45662211000766,-0.506696653186749,14728.233068649446,564.3706702162888,13
CONI/COIN,0.6,-0.51890184373801,-0.3779707978684729,0.40532038541235377,-0.46330393463173125,14566.277695320361,563.2933647377884,13
CONI/COIN,0.65,-0.4741993569371983,-0.3410552262672669,0.3601951992674461,-0.42151830401832824,14386.795029376051,566.4601222225645,13
CONI/COIN,0.7,-0.43121515571386737,-0.3065854296732504,0.3205708864481846,-0.3812994955482619,14194.717562708001,570.2227864691313,13
CONI/COIN,0.75,-0.3899831064861693,-0.2743709892352961,0.2859986281400316,-0.34262281973435516,13993.744096702883,574.4897141545705,13
CONI/COIN,0.8,-0.350500130228953,-0.24423276348201683,0.25618061803452946,-0.3054501911390185,13786.819793081208,579.1785075437492,13
CONI/COIN,0.85,-0.3127373815852996,-0.21600423410303105,0.2309391681001403,-0.2697346568702744,13576.285717340568,584.2159939447572,13
CONI/COIN,0.9,-0.2766484944415283,-0.18953185656195437,0.21018084185728114,-0.23542370343517538,13363.998545923892,589.537786176767,13
CONI/COIN,0.95,-0.24217563407309972,-0.1646748103250636,0.19384815406356684,-0.20246166283651645,13151.426250955767,595.0876228301252,13
CRCD/CRCL,0.3,-0.47580724253778683,-0.34236342761421623,1.4297251680496643,-0.7971332184649796,21824.736291875928,699.903763861712,13
CRCD/CRCL,0.35,-0.40566500263336536,-0.2865302759336722,1.2258547925031391,-0.7504548727717936,22021.261712196163,690.2982886217002,13
CRCD/CRCL,0.4,-0.343633354429263,-0.23905768497331348,1.0673327609575638,-0.7032628589130114,22068.80784235269,682.0279153084168,13
CRCD/CRCL,0.45,-0.2891315580995365,-0.19863497068278302,0.9394834596883594,-0.6563020987418142,22003.338878039973,674.7979665606555,13
CRCD/CRCL,0.5,-0.2414345811324411,-0.16414487870160044,0.8342109238697217,-0.610033346931742,21853.0637733889,668.3046473338823,13
CRCD/CRCL,0.55,-0.1998560857244459,-0.13469616682270835,0.7465623519327701,-0.5647113120155789,21639.000163962377,666.2202779670902,13
CRCD/CRCL,0.6,-0.16358507543266598,-0.10944290739351092,0.6733314862268364,-0.5205238178496183,21378.820344435593,664.7563373768418,13
CRCD/CRCL,0.65,-0.13197380237505663,-0.08774603423321958,0.6123005392247408,-0.4776103548417123,21085.320930591413,665.511020906659,13
CRCD/CRCL,0.7,-0.10439190535223575,-0.0690405113523952,0.5618979062605476,-0.4360549705366773,20768.558002125013,666.7452347248585,13
CRCD/CRCL,0.75,-0.08031045887525357,-0.05287375048254506,0.5209242561465003,-0.3959011167910498,20436.181875032154,668.5675519629466,13
CRCD/CRCL,0.8,-0.05929018366782213,-0.03888320243457111,0.48840605478299004,-0.3571666312946715,20094.00749248846,672.396329012588,13
CRCD/CRCL,0.85,-0.04090420251870974,-0.026735737704626783,0.46348748122273,-0.31983977429574084,19746.649570461697,676.5871875520338,13
CRCD/CRCL,0.9,-0.024805867510071522,-0.016166691539645006,0.44535746424895,-0.28389745357564744,19397.582679478837,681.0774443356194,13
CRCD/CRCL,0.95,-0.010696564585792934,-0.006953784047156297,0.43321234423425553,-0.24982203317761775,19049.460771291284,685.8110978203666,13
CORD/CRWV,0.3,0.03782822628302518,0.024385327441133198,1.014360050196481,-0.63946324605623,8818.002089937743,795.3448871652595,15
CORD/CRWV,0.35,0.07781455250244296,0.0498249113516116,0.8836180331642627,-0.5846363628717763,8656.501485097138,781.3074406239755,15
CORD/CRWV,0.4,0.10357663102489179,0.06603946449677855,0.7743821335027931,-0.5334710379470704,8464.590451760381,768.2653920219038,15
CORD/CRWV,0.45,0.118580690740278,0.07542169559506595,0.6817462818259769,-0.4856880564900301,8254.96997080072,759.3528080958795,15
CORD/CRWV,0.5,0.1255639303071876,0.0797733220420962,0.6025528790607798,-0.4410168998088815,8036.4841215980705,754.5525401671523,15
CORD/CRWV,0.55,0.12666811009244539,0.08046052586642549,0.5346813526020389,-0.3992026273990057,7815.294832389358,751.2469373775543,15
CORD/CRWV,0.6,0.12342825846875782,0.07844348066896023,0.4766624652457982,-0.3600090231540489,7595.314935512095,751.0007850198688,15
CORD/CRWV,0.65,0.11706371089005718,0.0744751253180016,0.42747707646964594,-0.32380789701631085,7379.287147598849,751.908925142355,15
CORD/CRWV,0.7,0.10846569675847406,0.06910155158102071,0.38641704421126866,-0.2906984941568035,7168.921341294656,753.744005611143,15
CORD/CRWV,0.75,0.09830384280992677,0.06273170313964216,0.35297438800206865,-0.25969474330815145,6965.271756285976,756.3459074010489,15
CORD/CRWV,0.8,0.08708149520524477,0.05567299939297565,0.32673985832453417,-0.2322556996309123,6768.939613612623,759.5751344099453,15
CORD/CRWV,0.85,0.07517665907468496,0.04815699228292347,0.3073050852517773,-0.2065263089504612,6580.2124671944475,763.3118403728513,15
CORD/CRWV,0.9,0.06287271496448654,0.040358239320673395,0.29417912450316797,-0.18235567491310278,6399.162079485163,767.4540338076292,15
CORD/CRWV,0.95,0.05038146931102805,0.032408270149967056,0.2867406786517401,-0.1608031669147787,6225.713428475881,771.9154980164319,15
DXD/DIA,0.3,0.04017936363694363,0.025890552373053044,0.11955825539309897,-0.10563374292808725,784.1112509893193,303.6135471160626,12
DXD/DIA,0.35,0.029501904591784145,0.019045064011475876,0.10469013203599029,-0.09380475790757603,736.1003841511165,295.6264748569014,12
DXD/DIA,0.4,0.019767114481676007,0.012782179407175853,0.0915173251609533,-0.08327200757794118,693.5984939121984,290.47651811043943,12
DXD/DIA,0.45,0.01088586945605119,0.00705008718881972,0.07976680730581735,-0.07388365298816413,655.71430066127,286.47574743870064,12
DXD/DIA,0.5,0.0027602991986799275,0.0017902101996603026,0.06922569532477371,-0.06542988746587897,621.7370708343943,283.3635954238896,12
DXD/DIA,0.55,-0.0046953359053456545,-0.0030491823969114318,0.05972412145915646,-0.057767040396867864,591.0942805043445,280.9453650138197,12
DXD/DIA,0.6,-0.011555766017802616,-0.007513489190425493,0.051126123027804046,-0.05078904605336887,563.3196886684366,279.0736966723496,12
DXD/DIA,0.65,-0.017886003645057102,-0.011642442916950158,0.04332360073146674,-0.044407997225058726,538.0298428182082,277.6357660697184,12
DXD/DIA,0.7,-0.02374261173801373,-0.015470797344860121,0.03623301367588158,-0.03855041786201807,514.9065355056682,276.5442892705119,12
DXD/DIA,0.75,-0.0291748649349981,-0.01902897409838422,0.02979527875915066,-0.03377106192342483,493.6835291551024,275.7311052232852,12
DXD/DIA,0.8,-0.034225775661385294,-0.02234364504508557,0.02398085909569686,-0.030570153557923918,474.13638771860127,275.14253259047575,12
DXD/DIA,0.85,-0.03893298312624194,-0.02543824393685512,0.018805656781186248,-0.02832333851436808,456.0746006091271,274.7359671269385,12
DXD/DIA,0.9,-0.04332957301182283,-0.028333447840140136,0.01437221464416782,-0.029344358566597784,439.3354044265178,274.48127062762455,12
DXD/DIA,0.95,-0.047444628224255325,-0.031047493659898673,0.010963245450977354,-0.031047493659898673,423.7789397876922,274.3523145917585,12
SDOW/DIA,0.3,0.03469014597251219,0.02237442571482995,0.15179021963347708,-0.13822653175593402,1503.5765657583672,327.6711961084028,12
SDOW/DIA,0.35,0.022933629581421755,0.01482165373350508,0.13082415642642886,-0.12123002000417948,1389.0799901598666,315.6018065697605,12
SDOW/DIA,0.4,0.012276982808384407,0.007949097582388376,0.1128122451132285,-0.10649142959584723,1290.6849437949847,305.8638148145796,12
SDOW/DIA,0.45,0.002607884440834596,0.001691405777259014,0.09718120278457096,-0.09359252591278433,1205.2330972657724,298.613147461728,12
SDOW/DIA,0.5,-0.006201048647131335,-0.004028071180493198,0.08350650117566764,-0.08222711181037134,1130.3379282703809,294.81964752967446,12
SDOW/DIA,0.55,-0.014214537158200313,-0.009246562009747383,0.07145295202060642,-0.07212214851016985,1064.1678094236063,291.94343081974756,12
SDOW/DIA,0.6,-0.021523577798853277,-0.014019310284346553,0.06076983988726239,-0.06307891482095718,1005.2875631933634,289.7615941488751,12
SDOW/DIA,0.65,-0.028208937615587404,-0.018395772642997854,0.05126557787843512,-0.05493838769170767,952.5593848604431,288.1113358298144,12
SDOW/DIA,0.7,-0.03434146034000085,-0.0224196345677945,0.04279751835702406,-0.04757179847975035,905.0698434912496,286.871982157042,12
SDOW/DIA,0.75,-0.0399829284360832,-0.026129221303676675,0.03526833525669264,-0.04099902094439378,862.0773216942998,285.9529041259666,12
SDOW/DIA,0.8,-0.04518710068787035,-0.029558054080823126,0.0286305435184599,-0.03667147346282085,822.9735323833621,285.285234711998,12
SDOW/DIA,0.85,-0.050000747306873095,-0.03273543078922181,0.02290386392734517,-0.03560353136888017,787.2549120858757,284.8160911797624,12
SDOW/DIA,0.9,-0.054464605071801286,-0.03568697549695543,0.018212989639726552,-0.03616275464118002,754.5010611080904,284.5044805629042,12
SDOW/DIA,0.95,-0.05861422470662492,-0.038435134186570075,0.014838391226176648,-0.038435134186570075,724.3582891429965,284.3183559875639,12
HOOZ/HOOD,0.3,-0.9291679807422433,-0.7653502728765601,1.5131488525180377,-0.8052890834363319,70415.29486508494,436.9641709529259,10
HOOZ/HOOD,0.35,-0.9092515059813417,-0.7312527860125373,1.2650533954279704,-0.7701913138696522,69131.7497011621,425.1124175122248,10
HOOZ/HOOD,0.4,-0.8883343006180072,-0.6989287472156873,1.0797600699093262,-0.7355190137598178,67819.78232932501,413.5750882468031,10
HOOZ/HOOD,0.45,-0.8667864948189083,-0.6683891356448792,0.9348869144021393,-0.7015246079398443,66494.42961754056,402.4178978131778,10
HOOZ/HOOD,0.5,-0.8449070370698057,-0.6395936909246637,0.8179331386314466,-0.668379385642809,65167.88803008848,391.6791467394222,10
HOOZ/HOOD,0.55,-0.8229327623495486,-0.612472146831216,0.7213214475934885,-0.6372171163161067,63849.79113923399,381.3776911281108,10
HOOZ/HOOD,0.6,-0.8010481969869001,-0.5869379787229925,0.6401694477387475,-0.6083075629811454,62547.580387277514,371.51881329584575,10
HOOZ/HOOD,0.65,-0.7794267607301048,-0.5629318951173787,0.571163302085121,-0.5806147569050455,61265.94978632289,366.0535918214009,10
HOOZ/HOOD,0.7,-0.7581602422759052,-0.5403384627474213,0.5120161942459193,-0.5540998639890264,60009.406822600744,363.15860169473524,10
HOOZ/HOOD,0.75,-0.7373144502966867,-0.5190492799076885,0.4610715846497714,-0.5287168541943341,58781.55197659793,360.78936369158055,10
HOOZ/HOOD,0.8,-0.7169488240182251,-0.4989770591462429,0.41711685115906116,-0.5044290800162774,57584.28742550831,359.3261798311607,10
HOOZ/HOOD,0.85,-0.6971058841724073,-0.48003951313379234,0.3792461318745706,-0.4848783924472534,56418.79464106311,359.1718206633525,10
HOOZ/HOOD,0.9,-0.6778126305412007,-0.4621577687486349,0.34676800757905185,-0.46792334985690676,55285.93883027295,360.3281305331664,10
HOOZ/HOOD,0.95,-0.6590730174274197,-0.44524743956262547,0.3191522086725754,-0.45193408923553713,54186.09473959694,361.72618515615085,10
BTCZ/IBIT,0.3,-0.43465761570176065,-0.30931148367403705,0.5741907183232197,-0.4607614275153028,0.0,431.234397866591,11
BTCZ/IBIT,0.35,-0.3823664111213648,-0.2685048854325145,0.506854977759701,-0.41512312743123925,0.0,422.9345404874462,11
BTCZ/IBIT,0.4,-0.33300574720121745,-0.23108560807980372,0.448674197315902,-0.37224488315600135,0.0,417.413117715578,11
BTCZ/IBIT,0.45,-0.28646950148888883,-0.19668902184258563,0.397945474942137,-0.3319705347513706,0.0,413.50037299259475,11
BTCZ/IBIT,0.5,-0.24262467221358863,-0.16499600885875165,0.35339254800098463,-0.29413630962674153,0.0,410.87452020222656,11
BTCZ/IBIT,0.55,-0.20132025903892103,-0.1357239245376225,0.31404392198925424,-0.2585760065918753,0.0,409.28014391536124,11
BTCZ/IBIT,0.6,-0.16239865099641748,-0.10862344297693949,0.2791522730648419,-0.22512735322602095,0.0,408.513630427145,11
BTCZ/IBIT,0.65,-0.12570274289523542,-0.08347500483339243,0.24814056008619767,-0.1936355942662118,0.0,408.4119623929183,11
BTCZ/IBIT,0.7,-0.09108024983218999,-0.06008530190241124,0.22056554631052017,-0.16395534328578965,0.0,408.84408183172303,11
BTCZ/IBIT,0.75,-0.0583861907183999,-0.038284004357430845,0.19609302879134316,-0.13595135443898743,0.0,409.7042099654922,11
BTCZ/IBIT,0.8,-0.027484182795898038,-0.017920813880742736,0.1744809773645055,-0.10949863340244503,0.0,410.906658933543,11
BTCZ/IBIT,0.85,0.0017530279558599648,0.001137138557163242,0.15556758214508123,-0.08448215528551561,0.0,412.38178364194584,11
BTCZ/IBIT,0.9,0.029443519188711686,0.019007563865033106,0.13926110857465465,-0.06515316797256665,0.0,414.07280799193774,11
BTCZ/IBIT,0.95,0.0556964412217158,0.035794983289638926,0.12552759462538302,-0.05347975627956747,0.0,415.9333244764771,11
IONZ/IONQ,0.3,-0.6995803898940358,-0.5417386655974883,1.1519825021619587,-0.799121040748168,34126.969174662096,704.2846742362884,13
IONZ/IONQ,0.35,-0.6286324378208181,-0.47415417993419495,1.0034508630388959,-0.7418935258541868,34581.26611446752,705.561170694004,13
IONZ/IONQ,0.4,-0.5689783966257714,-0.42078852374261677,0.8789881255273744,-0.685376946868079,34767.31884361143,705.3126142569736,13
IONZ/IONQ,0.45,-0.5196870285616195,-0.37862971623488617,0.7732462132543676,-0.6301574353075552,34750.721003158105,705.3334309481255,13
IONZ/IONQ,0.5,-0.4794187647350152,-0.34530696790101534,0.6825968478927013,-0.5766012354317871,34581.9115163972,705.0067382160532,13
IONZ/IONQ,0.55,-0.44681354275263974,-0.31898466385795177,0.6044984648152267,-0.5249316119989713,34299.49767575624,704.5671168371262,13
IONZ/IONQ,0.6,-0.420706257880326,-0.2982991260263703,0.537193487025911,-0.4753175288456609,33932.184329261094,710.504674878382,13
IONZ/IONQ,0.65,-0.3999358963752976,-0.28207518250723507,0.4793424106526007,-0.42777078131601665,33503.4866210911,718.2143059452394,13
IONZ/IONQ,0.7,-0.38355342434940176,-0.2694174021774769,0.43001197708443856,-0.3822760441663421,33031.10990040828,726.2308793307923,13
IONZ/IONQ,0.75,-0.37078203237433316,-0.25963146760476186,0.3885522548550092,-0.3387957017690034,32528.519990613557,734.5011195655176,13
IONZ/IONQ,0.8,-0.36097833935975576,-0.25216675083311324,0.3544964152230844,-0.29867141654910456,32006.087619490776,742.9876359675982,13
IONZ/IONQ,0.85,-0.3536144383973635,-0.2465861590656656,0.3274747068604579,-0.2901072071005719,31471.746921718106,751.9019796461823,13
IONZ/IONQ,0.9,-0.3482507498957895,-0.24253543352300033,0.307125592648812,-0.2972668051377122,30931.7240027222,760.8742834846357,13
IONZ/IONQ,0.95,-0.34452878353868577,-0.23973143474477965,0.2930158384718928,-0.30468609372309985,30390.738941440613,769.8654582631758,13
IREZ/IREN,0.3,1.18856315222475,0.321507480056173,1.0754826410569591,-0.4587817969414901,16995.187323212394,572.0916308816244,7
IREZ/IREN,0.35,1.0691498941867184,0.29537902967681773,0.933546362414255,-0.4141157309974963,16125.247690571066,548.0519846454317,7
IREZ/IREN,0.4,0.9527275372674036,0.2689524581796565,0.8154979858619733,-0.37443824224613365,15332.818977719697,529.0258854611886,7
IREZ/IREN,0.45,0.8423159498629602,0.24293539218105797,0.7163331823636433,-0.33895782178128864,14609.274994533691,518.9271271030381,7
IREZ/IREN,0.5,0.7396600574875178,0.21782877474860962,0.6328381273091849,-0.3070419906218478,13947.031482396804,511.2061839799191,7
IREZ/IREN,0.55,0.6451413005357918,0.19385387955087663,0.5628976266309154,-0.2781792723690002,13339.271525361486,505.3957978923239,7
IREZ/IREN,0.6,0.5585962006402816,0.17111047006193747,0.505100938640794,-0.25195157734015383,12780.01599112353,500.91317590092564,7
IREZ/IREN,0.65,0.47956987272077534,0.14962108986856681,0.45848163388447927,-0.22801381818695587,12264.017950741272,497.50804409396443,7
IREZ/IREN,0.7,0.4074833514469516,0.1293642000017854,0.42230969080758474,-0.20607864380281582,11786.693637349297,494.9799447882956,7
IREZ/IREN,0.75,0.3417208289980722,0.11029297901015989,0.39590782396548496,-0.18590484952262087,11344.037977503933,493.1676247641298,7
IREZ/IREN,0.8,0.28167715897668066,0.09234704998533383,0.3785002884018637,-0.1812655137247512,10932.54722304754,491.94079551429746,7
IREZ/IREN,0.85,0.2267822436229756,0.07545978531779629,0.3691268650986553,-0.18477754205822883,10549.150365856514,491.1937291037017,7
IREZ/IREN,0.9,0.17651208283022823,0.05956281939779129,0.3666477754304715,-0.1883889001769341,10191.149447479156,490.8402674575114,7
IREZ/IREN,0.95,0.13039225438384539,0.044588786197161445,0.36982774317123995,-0.19210535180764254,9856.168154949986,490.80991885048616,7
TWM/IWM,0.3,0.17309927252647617,0.10914747128695157,0.1817192534780895,-0.1089316824925084,2310.0937321165966,322.74217044804186,13
TWM/IWM,0.35,0.14489086676979834,0.09176782946653006,0.1589745875624943,-0.09642274259401706,2164.506551070315,314.4824674612847,13
TWM/IWM,0.4,0.1200606132639701,0.07634470844687091,0.13881347463837562,-0.08521791239098175,2036.0765625623171,308.20223274868954,13
TWM/IWM,0.45,0.09804479168112601,0.06256904989567524,0.12082622249588282,-0.07512384328667554,1921.9553442435981,303.3303102895924,13
TWM/IWM,0.5,0.07839577126979003,0.05019221857805656,0.10468838214494564,-0.06598360825222005,1819.8880918065342,299.5429780809862,13
TWM/IWM,0.55,0.06075517844082601,0.039012866349481534,0.09014099902267275,-0.05766843172713032,1728.0683730188107,296.59957980475883,13
