h_mid,k_vcr,h_max,n_pairs,ew_mean_cagr,ew_median_cagr,winsor_mean_cagr,ew_mean_vol,ew_mean_max_dd,mean_trades_per_pair,total_slippage,total_borrow,ret_over_vol,calmar_ew,composite_rank,d_mean_cagr_vs_baseline
0.65,0.5,0.95,45,0.0033493445603804467,0.011257479055080788,0.014944206197405933,0.2738960788008686,-0.19262140639927267,11.555555555555555,19939.099433137315,522079.83343612024,0.01222852322327524,0.01738822606994055,23.75,-0.05518712463498903
0.65,2.0,0.8,45,0.0017315177299533468,0.011771676958867827,0.009372153482494289,0.2931380894449639,-0.2009023323582272,11.555555555555555,20965.174466603705,523783.8067325975,0.005906832964736355,0.0086187039723655,25.0,-0.05680495146541613
0.65,1.0,0.8,45,0.0014723196990568763,0.011233332829306608,0.011483061741671697,0.2787808354742771,-0.19506520507812744,11.555555555555555,20256.356286472936,522257.6291810585,0.005281280173194423,0.007547833548618696,25.625,-0.057064149496312604
0.65,1.0,0.95,45,0.0009173216158305896,0.011233332829306608,0.01096928736508516,0.2787122444339764,-0.19514734339846498,11.555555555555555,20279.714401919067,521476.6087920134,0.0032912856688213856,0.00470066156092907,26.875,-0.05761914757953889
0.65,1.5,0.8,45,0.0013668094537450128,0.010360241376608181,0.0100341535646033,0.28540577032609143,-0.1980243914849614,11.555555555555555,20615.461117054732,522926.3632626281,0.004789004273401198,0.0069022277684858465,27.125,-0.05716965974162447
0.65,2.0,0.95,45,-0.0013374367151552935,0.012322584751129018,0.006180279965999756,0.29293928075513465,-0.20095698234436424,11.555555555555555,21068.688785514205,521887.8628964703,-0.004565576564903377,-0.006655338369200991,27.75,-0.05987390591052477
0.65,1.5,0.95,45,-0.0010114848758361944,0.010360241376608181,0.0076512500257770975,0.2853532441412071,-0.19816829509172712,11.555555555555555,20684.54719951613,521510.36506189185,-0.003544676279676922,-0.0051041710550519875,28.625,-0.05954795407120567
0.75,2.0,0.8,45,-0.03862783430669203,-0.020332057152396832,-0.02590784859256507,0.2583496578042448,-0.18673333355867278,11.555555555555555,20200.64815332667,507568.6767145548,-0.14951765229726333,-0.20686094748346,31.75,-0.09716430350206151
0.75,1.5,0.8,45,-0.03974940037343933,-0.02104461745616326,-0.025767538965778942,0.25181616397943174,-0.18350226403124642,11.555555555555555,19982.59204422004,505978.4058160165,-0.1578508692423972,-0.21661531307685053,32.25,-0.0982858695688088
0.75,0.0,0.8,45,-0.03889967593557978,-0.0353286258647354,-0.02640527867853354,0.24059331543640505,-0.1762939580081278,11.555555555555555,19459.713707143943,504203.0617707839,-0.16168228059462425,-0.2206523489238716,35.0,-0.09743614513094925
0.75,0.0,0.95,45,-0.03889967593557978,-0.0353286258647354,-0.02640527867853354,0.24059331543640505,-0.1762939580081278,11.555555555555555,19459.713707143943,504203.0617707839,-0.16168228059462425,-0.2206523489238716,35.0,-0.09743614513094925
0.75,1.0,0.8,45,-0.04069200049148435,-0.031946629639178825,-0.026891339184962244,0.2465788525460286,-0.1806292818650588,11.555555555555555,19781.062023888233,504639.26341809455,-0.16502631945652527,-0.2252790913595271,35.25,-0.09922846968685384
0.75,0.5,0.8,45,-0.04074834252298826,-0.03388564498234037,-0.02764793948742367,0.2428152994445085,-0.17815620228443124,11.555555555555555,19583.680002786274,503829.4009863589,-0.16781620687085505,-0.22872255919517423,36.375,-0.09928481171835773
0.75,2.0,0.95,45,-0.044515069369398794,-0.01558687731416497,-0.03211501733510816,0.2569018839680743,-0.18738655249199138,11.555555555555555,20485.339138120708,503853.33828176296,-0.17327653920564776,-0.23755743823346823,36.75,-0.10305153856476827
0.75,0.5,0.95,45,-0.04165421539765297,-0.03388564498234037,-0.028640357656128792,0.2427230892762672,-0.178284163231025,11.555555555555555,19600.894218098896,502857.70643736114,-0.17161208487356625,-0.23363945873126382,37.125,-0.10019068459302244
0.75,1.5,0.95,45,-0.04454683814282387,-0.019238451769757137,-0.03102085087539613,0.25091603877264196,-0.18387425770673163,11.555555555555555,20160.74216941764,503049.7694311744,-0.17753683009155224,-0.24226794276920152,37.25,-0.10308330733819335
0.75,1.0,0.95,45,-0.043883322642021334,-0.03006449301791303,-0.03035388574998222,0.24621970126242243,-0.18078016995501744,11.555555555555555,19876.594652165924,502694.08397434687,-0.17822831567507358,-0.2427441165308152,38.25,-0.1024197918373908
